"query"	"ko"
"yHMPu5000034670_Blastobotrys_proliferans@Seq_271"	"K01183"
"Arthrobotrys_oligospora@Seq_1886"	"K22832"
"Botrytis_cinerea@Seq_8147"	"K12440"
"Scheffersomyces_lignosus@Seq_3958"	"K03671"
"Spathaspora_passalidarum@Seq_4945"	"K14644"
"yHMPu5000034742_Lipomyces_suomiensis@Seq_130"	"K12405"
"yHMPu5000034646_Wickerhamiella_cacticola@Seq_3357"	"K12852"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_458"	"K21594"
"Metschnikowia_santaceciliae@Seq_5624"	"K18658"
"yHMPu5000034978_Cyberlindnera_mrakii@Seq_4366"	"K02866"
"Candida_sojae@Seq_1956"	"K22493"
"yHMPu5000035011_Candida_pyralidae@Seq_4094"	"K07342"
"Saccharomyces_cerevisiae@YLR265C"	"K10983"
"yHMPu5000034952_Citeromyces_siamensis@Seq_10175"	"K00720"
"Pichia_membranifaciens@Seq_1062"	"K17833"
"yHAB166_Kazachstania_yakushimaensis@Seq_3235"	"K14785"
"yHMPu5000034673_Blastobotrys_nivea@Seq_7283"	"K10908"
"yHMPu5000034673_Blastobotrys_nivea@Seq_5411"	"K05676"
"yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_713"	"K17741"
"yHMPu5000035261_Candida_ponderosae@Seq_3787"	"K10756"
"Metschnikowia_matae_maris@Seq_5473"	"K00873"
"yHAB153_Kazachstania_rosinii@Seq_4448"	"K03034"
"yHMPu5000034952_Citeromyces_siamensis@Seq_1007"	"K02996"
"yHMPu5000041824_Debaryomyces_subglobosus@Seq_3735"	"K16261"
"Spathaspora_passalidarum@Seq_2940"	"K19851"
"yHAB155_Kazachstania_spencerorum@Seq_4360"	"K01194"
"Fusarium_graminearum@Seq_10270"	"K17951"
"Aspergillus_nidulans@Seq_10129"	"K17095"
"Saccharomyces_cerevisiae@YPR094W"	"K12834"
"yHMPu5000034892_Ogataea_pilisensis@Seq_1123"	"K16261"
"yHMPu5000035031_Candida_kruisii@Seq_4170"	"K17741"
"yHMPu5000026142_Citeromyces_matritensis@Seq_6757"	"K18278"
"Lachancea_meyersii@Seq_4594"	"K09051"
"Metschnikowia_cerradonensis@Seq_6714"	"K02910"
"yHMPu5000034952_Citeromyces_siamensis@Seq_6034"	"K19564"
"Saccharomyces_cerevisiae@YJR050W"	"K12870"
"yHMPu5000034897_Ogataea_glucozyma@Seq_5112"	"K14802"
"yHMPu5000034673_Blastobotrys_nivea@Seq_3342"	"K08157"
"Ascoidea_asiatica@Seq_6490"	"K03094"
"Arthrobotrys_oligospora@Seq_2470"	"K07300"
"Neurospora_crassa@Seq_7768"	"K05681"
"yHAB155_Kazachstania_spencerorum@Seq_120"	"K11756"
"Metschnikowia_borealis@Seq_2038"	"K12852"
"Ascoidea_rubescens@Seq_2330"	"K09467"
"yHMPu5000034952_Citeromyces_siamensis@Seq_3303"	"K06911"
"yHAB148_Kazachstania_intestinalis@Seq_4191"	"K03034"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_3207"	"K14864"
"Hanseniaspora_valbyensis@Seq_1065"	"K17973"
"Saccharomyces_cerevisiae@YGL038C"	"K05528"
"yHMPu5000035658_Starmera_amethionina@Seq_3982"	"K04554"
"yHMPu5000035033_Candida_cretensis@Seq_122"	"K04513"
"Metschnikowia_hawaiiensis@Seq_3630"	"K01885"
"yHMPu5000034754_Lipomyces_arxii@Seq_4704"	"K15110"
"yHMPu5000035318_Hyphopichia_heimii@Seq_5323"	"K20872"
"yHMPu5000035011_Candida_pyralidae@Seq_4647"	"K08735"
"yHMPu5000034673_Blastobotrys_nivea@Seq_3878"	"K06640"
"yHMPu5000035244_Candida_incommunis@Seq_2662"	"K01383"
"Saitoella_complicata@Seq_2250"	"K20478"
"yHMPu5000034646_Wickerhamiella_cacticola@Seq_5494"	"K19760"
"Candida_parapsilosis@Seq_265"	"K01536"
"yHMPu5000034957_Hanseniaspora_osmophila@Seq_1504"	"K07466"
"Lachancea_meyersii@Seq_4088"	"K14347"
"Metschnikowia_matae_maris@Seq_5690"	"K11874"
"yHMPu5000035279_Tortispora_starmeri@Seq_2908"	"K01881"
"Fusarium_graminearum@Seq_1679"	"K19838"
"yHAB155_Kazachstania_spencerorum@Seq_907"	"K05389"
"yHMPu5000035629_Yueomyces_sinensis@Seq_4214"	"K22009"
"Metschnikowia_lockheadii@Seq_3260"	"K01869"
"yHMPu5000035261_Candida_ponderosae@Seq_5509"	"K05605"
"Metschnikowia_mauinuiana@Seq_3744"	"K03267"
"yHMPu5000035696_Hanseniaspora_singularis@Seq_1722"	"K19984"
"yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6008"	"K02021"
"yHAB148_Kazachstania_intestinalis@Seq_2342"	"K02964"
"yHMPu5000041822_Dipodascus_geniculatus@Seq_5260"	"K02943"
"Metschnikowia_similis@Seq_2777"	"K00002"
"Saccharomyces_cerevisiae@YGR244C"	"K01900"
"Metschnikowia_lockheadii@Seq_5534"	"K00344"
"Saccharomyces_cerevisiae@YKL141W"	"K00236"
"Tetrapisispora_phaffii@Seq_307"	"K02132"
"Xylona_heveae@Seq_5414"	"K08832"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_7917"	"K08956"
"yHAB155_Kazachstania_spencerorum@Seq_5785"	"K02872"
"yHAB158_Kazachstania_viticola@Seq_3183"	"K14776"
"yHMPu5000026197_Brettanomyces_custersianus@Seq_613"	"K00817"
"yHAB158_Kazachstania_viticola@Seq_4314"	"K01784"
"Saccharomyces_cerevisiae@YDR257C"	"K05302"
"yHMPu5000035274_Wickerhamomyces_alni@Seq_2717"	"K17679"
"Fusarium_graminearum@Seq_2364"	"K01945"
"yHMPu5000035696_Hanseniaspora_singularis@Seq_4623"	"K02326"
"Ambrosiozyma_kashinagacola@Seq_3199"	"K12763"
"Fusarium_graminearum@Seq_3874"	"K10380"
"yHMPu5000035261_Candida_ponderosae@Seq_6583"	"K09184"
"Metschnikowia_hamakuensis@Seq_4631"	"K00030"
"yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_4113"	"K01480"
"yHMPu5000034952_Citeromyces_siamensis@Seq_6633"	"K12392"
"Metschnikowia_similis@Seq_3514"	"K00002"
"yHMPu5000034952_Citeromyces_siamensis@Seq_12642"	"K01952"
"Saccharomyces_cerevisiae@YOL066C"	"K14655"
"yHMPu5000034748_Lipomyces_oligophaga@Seq_4033"	"K17338"
"yHMPu5000035261_Candida_ponderosae@Seq_6228"	"K19799"
"yHMPu5000034952_Citeromyces_siamensis@Seq_12732"	"K01426"
"yHMPu5000035032_Candida_gatunensis@Seq_3694"	"K10706"
"yHMPu5000035707_Candida_heveicola@Seq_2495"	"K09184"
"Saccharomyces_cerevisiae@YOR291W"	"K13526"
"Saccharomyces_cerevisiae@YDL140C"	"K03006"
"yHMPu5000034748_Lipomyces_oligophaga@Seq_303"	"K01049"
"Saccharomyces_cerevisiae@YIL065C"	"K17969"
"Spathaspora_arborariae@Seq_1092"	"K17741"
"Saccharomyces_cerevisiae@YBR233W"	"K18738"
"yHMPu5000035639_Wickerhamomyces_canadensis@Seq_5174"	"K14787"
"Saccharomyces_cerevisiae@YIR034C"	"K00290"
"Metschnikowia_shivogae@Seq_3857"	"K11871"
"Geotrichum_candidum@Seq_1932"	"K09401"
"Metschnikowia_similis@Seq_3097"	"K17741"
"Schizosaccharomyces_pombe@Seq_4886"	"K02838"
"yHMPu5000034865_Zygosaccharomyces_kombuchaensis@Seq_2775"	"K17741"
"yHMPu5000034918_Nakazawaea_holstii@Seq_275"	"K12604"
"yHMPu5000034646_Wickerhamiella_cacticola@Seq_5147"	"K21631"
"Metschnikowia_mauinuiana@Seq_174"	"K03869"
"Nadsonia_fulvescens_var_elongata@Seq_2022"	"K02908"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_848"	"K15192"
"yHMPu5000034673_Blastobotrys_nivea@Seq_4878"	"K01426"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_3980"	"K01568"
"Metschnikowia_hamakuensis@Seq_1969"	"K02981"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_516"	"K01697"
"Metschnikowia_cerradonensis@Seq_5177"	"K10592"
"yHMPu5000034749_Lipomyces_mesembrius@Seq_2042"	"K03448"
"Metschnikowia_cerradonensis@Seq_3899"	"K22211"
"yHAB164_Kazachstania_aerobia@Seq_4915"	"K01011"
"Arxula_adeninivorans@Seq_5346"	"K01267"
"Metschnikowia_hawaiiensis@Seq_3027"	"K03246"
"Saccharomyces_cerevisiae@YML063W"	"K02984"
"yHMPu5000034760_Lipomyces_kononenkoae@Seq_918"	"K15908"
"yHMPu5000034952_Citeromyces_siamensis@Seq_4355"	"K15109"
"yHMPu5000034673_Blastobotrys_nivea@Seq_1757"	"K10901"
"yHMPu5000034758_Lipomyces_japonicus@Seq_602"	"K05658"
"yHAB155_Kazachstania_spencerorum@Seq_4790"	"K17053"
"Saccharomyces_kudriavzevii@Seq_2577"	"K07497"
"Metschnikowia_hamakuensis@Seq_4093"	"K01883"
"Saccharomyces_cerevisiae@YKL087C"	"K01764"
"Candida_versatilis@Seq_2157"	"K00108"
"yHMPu5000034675_Blastobotrys_mokoenaii@Seq_1795"	"K22382"
"yHMPu5000035031_Candida_kruisii@Seq_4706"	"K22493"
"Metschnikowia_matae_maris@Seq_7334"	"K23544"
"yHAB159_Kazachstania_solicola@Seq_131"	"K01693"
"Lachancea_kluyveri@Seq_2245"	"K06970"
"yHMPu5000034952_Citeromyces_siamensis@Seq_12086"	"K02967"
"Kuraishia_capsulata@Seq_364"	"K08146"
"yHMPu5000035658_Starmera_amethionina@Seq_4241"	"K22493"
"Spathaspora_hagerdaliae@Seq_2016"	"K14842"
"yHMPu5000035037_Candida_montana@Seq_1778"	"K00412"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_5607"	"K01647"
"yHMPu5000035686_Cyberlindnera_saturnus@Seq_5162"	"K01739"
"yHMPu5000035242_Zygoascus_ofunaensis@Seq_1487"	"K22278"
"Botrytis_cinerea@Seq_10032"	"K15378"
"yHAB166_Kazachstania_yakushimaensis@Seq_175"	"K03144"
"yHMPu5000034635_Nadsonia_fulvescens@Seq_6219"	"K02261"
"Fusarium_graminearum@Seq_41"	"K06413"
"yHAB134_Kazachstania_turicensis@Seq_2045"	"K00021"
"Stagonospora_nodorum@Seq_8326"	"K22368"
"Metschnikowia_mauinuiana@Seq_3943"	"K16261"
"yHMPu5000026152_Torulaspora_franciscae@Seq_710"	"K12183"
"yHMPu5000026142_Citeromyces_matritensis@Seq_7155"	"K01173"
"Metschnikowia_ipomoeae@Seq_6063"	"K00667"
"yHMPu5000034749_Lipomyces_mesembrius@Seq_6195"	"K04417"
"Saccharomyces_cerevisiae@YOR245C"	"K14457"
"Nakaseomyces_bacillisporus@Seq_2601"	"K01381"
"Saccharomyces_cerevisiae@YDR166C"	"K17637"
"Saccharomyces_cerevisiae@YLR172C"	"K00586"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_2259"	"K09497"
"yHMPu5000034742_Lipomyces_suomiensis@Seq_1423"	"K14823"
"Ascoidea_asiatica@Seq_4780"	"K07034"
"Saccharomyces_cerevisiae@YLR417W"	"K12190"
"yHMPu5000035671_Phaffomyces_antillensis@Seq_2982"	"K21989"
"yHAB134_Kazachstania_turicensis@Seq_3558"	"K11272"
"yHAB155_Kazachstania_spencerorum@Seq_1691"	"K11886"
"yHAB159_Kazachstania_solicola@Seq_1434"	"K19525"
"yHMPu5000034998_Cephaloascus_albidus@Seq_6309"	"K08192"
"yHAB155_Kazachstania_spencerorum@Seq_488"	"K00507"
"Botrytis_cinerea@Seq_2254"	"K22262"
"Aspergillus_nidulans@Seq_4415"	"K23490"
"yHMPu5000034661_Dipodascus_albidus@Seq_4656"	"K18658"
"Saccharomyces_cerevisiae@YGR091W"	"K12844"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_4670"	"K14007"
"Sclerotinia_sclerotiorum@Seq_7759"	"K06062"
"yHMPu5000035261_Candida_ponderosae@Seq_3981"	"K14833"
"yHMPu5000035011_Candida_pyralidae@Seq_3927"	"K06005"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_1512"	"K19783"
"Fusarium_graminearum@Seq_5591"	"K10380"
"Metschnikowia_borealis@Seq_6447"	"K04079"
"yHAB155_Kazachstania_spencerorum@Seq_2244"	"K06883"
"yHAB155_Kazachstania_spencerorum@Seq_2954"	"K20044"
"yHMPu5000034623_Pichia_norvegensis@Seq_3046"	"K08712"
"yHMPu5000035699_Cyberlindnera_maclurae@Seq_2272"	"K01426"
"yHMPu5000035671_Phaffomyces_antillensis@Seq_2194"	"K15331"
"Metschnikowia_bicuspidata@Seq_947"	"K08286"
"yHMPu5000034627_Pichia_heedii@Seq_3824"	"K17435"
"Saccharomyces_cerevisiae@YPL279C"	"K06199"
"yHAB158_Kazachstania_viticola@Seq_120"	"K17978"
"yHMPu5000034952_Citeromyces_siamensis@Seq_3403"	"K06009"
"Arthrobotrys_oligospora@Seq_4467"	"K11153"
"yHMPu5000034635_Nadsonia_fulvescens@Seq_3990"	"K18721"
"Candida_dubliniensis@Seq_4294"	"K14328"
"yHMPu5000035261_Candida_ponderosae@Seq_352"	"K14772"
"Wickerhamia_fluorescens@Seq_3385"	"K00889"
"yHMPu5000034918_Nakazawaea_holstii@Seq_3601"	"K11649"
"Xylona_heveae@Seq_5166"	"K13333"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_6890"	"K14778"
"Lachancea_lanzarotensis@Seq_144"	"K19900"
"Naumovozyma_castellii@Seq_4764"	"K11123"
"yHMPu5000034673_Blastobotrys_nivea@Seq_8493"	"K03809"
"Nakaseomyces_nivariensis@Seq_3042"	"K16230"
"yHAB155_Kazachstania_spencerorum@Seq_2616"	"K22016"
"yHMPu5000034999_Cephaloascus_fragrans@Seq_2791"	"K04513"
"Saccharomyces_cerevisiae@YGL253W"	"K00844"
"Spathaspora_gorwiae@Seq_4407"	"K15177"
"Alloascoidea_hylecoeti@Seq_9213"	"K09184"
"Fusarium_graminearum@Seq_880"	"K20246"
"Metschnikowia_aberdeeniae@Seq_3161"	"K02987"
"Alloascoidea_hylecoeti@Seq_1847"	"K22494"
"yHMPu5000034883_Peterozyma_xylosa@Seq_365"	"K00354"
"Neurospora_crassa@Seq_1564"	"K01689"
"Saccharomyces_cerevisiae@YFR042W"	"K21849"
"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_4969"	"K11292"
"Saccharomyces_cerevisiae@YJR004C"	"K19898"
"yHMPu5000034990_Candida_corydali@Seq_1056"	"K00452"
"Sclerotinia_sclerotiorum@Seq_1187"	"K20129"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_791"	"K01519"
"yHMPu5000035261_Candida_ponderosae@Seq_1446"	"K22909"
"yHMPu5000034673_Blastobotrys_nivea@Seq_5222"	"K14844"
"yHMPu5000034648_Candida_restingae@Seq_2761"	"K09243"
"Saccharomyces_cerevisiae@YBR023C"	"K00698"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_1146"	"K19533"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_6166"	"K14455"
"yHMPu5000034952_Citeromyces_siamensis@Seq_5826"	"K14290"
"yHMPu5000035271_Wickerhamomyces_bovis@Seq_3664"	"K11118"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_3486"	"K02154"
"Hanseniaspora_valbyensis@Seq_63"	"K14003"
"Candida_apicola@Seq_1392"	"K23573"
"yHMPu5000034673_Blastobotrys_nivea@Seq_3588"	"K22834"
"Geotrichum_candidum@Seq_6468"	"K07243"
"yHMPu5000034665_Kodamaea_laetipori@Seq_2917"	"K22493"
"Arthrobotrys_oligospora@Seq_11323"	"K01581"
"Nadsonia_fulvescens_var_elongata@Seq_1447"	"K02987"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_3479"	"K14006"
"Metschnikowia_matae@Seq_2913"	"K12795"
"yHMPu5000035677_Kodamaea_ohmeri@Seq_3154"	"K01183"
"yHMPu5000035242_Zygoascus_ofunaensis@Seq_1087"	"K00015"
"Metschnikowia_hawaiiensis@Seq_1599"	"K06009"
"yHMPu5000034607_Saccharomycopsis_capsularis@Seq_760"	"K22193"
"Stagonospora_nodorum@Seq_4129"	"K07413"
"yHMPu5000034952_Citeromyces_siamensis@Seq_10835"	"K01953"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_6672"	"K06911"
"Botrytis_cinerea@Seq_11549"	"K16289"
"yHMPu5000035045_Barnettozyma_hawaiiensis@Seq_256"	"K21864"
"Aspergillus_nidulans@Seq_5089"	"K10380"
"Metschnikowia_santaceciliae@Seq_475"	"K01749"
"Saccharomyces_cerevisiae@YDL104C"	"K01409"
"yHMPu5000035282_Trigonopsis_vinaria@Seq_3075"	"K03032"
"yHMPu5000035244_Candida_incommunis@Seq_4221"	"K06653"
"yHMPu5000035633_Candida_hispaniensis@Seq_5324"	"K03254"
"yHAB166_Kazachstania_yakushimaensis@Seq_4365"	"K00026"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_5330"	"K06062"
"yHMPu5000034681_Blastobotrys_americana@Seq_5403"	"K10260"
"yHMPu5000035674_Kregervanrija_delftensis@Seq_4182"	"K21543"
"Saccharomyces_cerevisiae@YOR361C"	"K03253"
"yHMPu5000035658_Starmera_amethionina@Seq_498"	"K15430"
"yHMPu5000034952_Citeromyces_siamensis@Seq_4305"	"K07195"
"yHMPu5000026142_Citeromyces_matritensis@Seq_6555"	"K00791"
"Scheffersomyces_stipitis@Seq_4600"	"K03809"
"yHMPu5000034754_Lipomyces_arxii@Seq_7880"	"K07407"
"Lachancea_fermentati@Seq_265"	"K01568"
"Metschnikowia_borealis@Seq_2664"	"K08518"
"yHMPu5000035633_Candida_hispaniensis@Seq_1908"	"K13172"
"yHMPu5000035033_Candida_cretensis@Seq_2079"	"K14541"
"yHMPu5000034605_Spencermartinsiella_europaea@Seq_237"	"K01684"
"yHMPu5000035033_Candida_cretensis@Seq_1631"	"K17908"
"Metschnikowia_hawaiiensis@Seq_2480"	"K17081"
"yHMPu5000034623_Pichia_norvegensis@Seq_1770"	"K09228"
"Arthrobotrys_oligospora@Seq_3278"	"K07874"
"Sugiyamaella_lignohabitans@Seq_2275"	"K13289"
"yHMPu5000034623_Pichia_norvegensis@Seq_4760"	"K00002"
"Metschnikowia_hawaiiensis@Seq_4144"	"K00844"
"Wickerhamomyces_anomalus@Seq_178"	"K03250"
"Spathaspora_hagerdaliae@Seq_6630"	"K12769"
"Fusarium_graminearum@Seq_11261"	"K03327"
"yHMPu5000026145_Ambrosiozyma_vanderkliftii@Seq_1910"	"K07034"
"Metschnikowia_hibisci@Seq_3465"	"K10752"
"yHMPu5000026145_Ambrosiozyma_vanderkliftii@Seq_1502"	"K03809"
"Metschnikowia_borealis@Seq_465"	"K22211"
"yHMPu5000034952_Citeromyces_siamensis@Seq_2825"	"K14794"
"Saccharomyces_cerevisiae@YLR039C"	"K20476"
"Metschnikowia_matae@Seq_2164"	"K18748"
"Fusarium_graminearum@Seq_484"	"K02433"
"yHMPu5000034892_Ogataea_pilisensis@Seq_539"	"K12160"
"Metschnikowia_proteae@Seq_4681"	"K03231"
"yHMPu5000034875_Tetrapisispora_fleetii@Seq_3139"	"K08197"
"yHAB155_Kazachstania_spencerorum@Seq_2685"	"K22803"
"Dekkera_bruxellensis@Seq_4159"	"K02934"
"yHMPu5000035681_Candida_gotoi@Seq_1163"	"K03094"
"yHMPu5000035639_Wickerhamomyces_canadensis@Seq_1697"	"K17508"
"yHMPu5000035261_Candida_ponderosae@Seq_6098"	"K15040"
"Candida_auris@Seq_565"	"K06013"
"yHMPu5000034760_Lipomyces_kononenkoae@Seq_4075"	"K01114"
"Geotrichum_candidum@Seq_3742"	"K01535"
"yHAB166_Kazachstania_yakushimaensis@Seq_1651"	"K03007"
"Metschnikowia_dekortum@Seq_163"	"K10686"
"Lachancea_quebecensis@Seq_2756"	"K18097"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1072"	"K03144"
"Geotrichum_candidum@Seq_3833"	"K05355"
"Stagonospora_nodorum@Seq_4560"	"K00517"
"Nadsonia_fulvescens_var_elongata@Seq_3257"	"K15015"
"Metschnikowia_bowlesiae@Seq_676"	"K08874"
"yHMPu5000026142_Citeromyces_matritensis@Seq_3273"	"K12763"
"Lachancea_meyersii@Seq_3445"	"K01078"
"yHMPu5000034748_Lipomyces_oligophaga@Seq_1823"	"K10967"
"yHMPu5000034654_Aciculoconidium_aculeatum@Seq_4518"	"K20353"
"Schizosaccharomyces_pombe@Seq_1778"	"K23469"
"yHMPu5000035046_Barnettozyma_populi@Seq_5156"	"K00027"
"yHMPu5000026145_Ambrosiozyma_vanderkliftii@Seq_5611"	"K00826"
"Metschnikowia_dekortum@Seq_5053"	"K08499"
"Lachancea_waltii@Seq_4600"	"K17981"
"yHMPu5000026142_Citeromyces_matritensis@Seq_1750"	"K00387"
"Metschnikowia_arizonensis@Seq_970"	"K02955"
"Sporopachydermia_quercuum@Seq_2954"	"K09467"
"Metschnikowia_matae_maris@Seq_1936"	"K14815"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_3556"	"K01952"
"Stagonospora_nodorum@Seq_3175"	"K19851"
"yHMPu5000026142_Citeromyces_matritensis@Seq_7609"	"K17979"
"Saccharomyces_cerevisiae@YDR389W"	"K19845"
"Spathaspora_hagerdaliae@Seq_3910"	"K10754"
"yHAB148_Kazachstania_intestinalis@Seq_107"	"K00927"
"yHMPu5000035282_Trigonopsis_vinaria@Seq_1629"	"K03237"
"Sclerotinia_sclerotiorum@Seq_2891"	"K13289"
"Neurospora_crassa@Seq_4429"	"K02927"
"Saccharomyces_cerevisiae@YAL039C"	"K01764"
"Xylona_heveae@Seq_7098"	"K08683"
"Botrytis_cinerea@Seq_12456"	"K05546"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_5218"	"K20792"
"Ascoidea_rubescens@Seq_3667"	"K00921"
"yHMPu5000026142_Citeromyces_matritensis@Seq_3837"	"K05294"
"Wickerhamomyces_anomalus@Seq_3271"	"K01536"
"Botrytis_cinerea@Seq_495"	"K09228"
"Metschnikowia_santaceciliae@Seq_6139"	"K06009"
"Aspergillus_nidulans@Seq_2175"	"K05712"
"yHMPu5000034673_Blastobotrys_nivea@Seq_8679"	"K01443"
"Saitoella_complicata@Seq_1709"	"K01265"
"yHAB134_Kazachstania_turicensis@Seq_953"	"K00838"
"yHMPu5000034952_Citeromyces_siamensis@Seq_11576"	"K04569"
"yHMPu5000034933_Kuraishia_molischiana@Seq_2712"	"K19900"
"yHMPu5000034673_Blastobotrys_nivea@Seq_5695"	"K08150"
"yHMPu5000034998_Cephaloascus_albidus@Seq_1238"	"K00135"
"Metschnikowia_continentalis@Seq_3409"	"K10405"
"Starmerella_bombicola_JCM9596@Seq_2038"	"K09518"
"yHMPu5000034952_Citeromyces_siamensis@Seq_3154"	"K03235"
"yHAB155_Kazachstania_spencerorum@Seq_5903"	"K12837"
"Candida_succiphila@Seq_4872"	"K22017"
"yHMPu5000035684_Kloeckera_hatyaiensis@Seq_3089"	"K01495"
"Spathaspora_girioi@Seq_6720"	"K08284"
"Metschnikowia_cerradonensis@Seq_116"	"K10846"
"yHMPu5000035047_Barnettozyma_pratensis@Seq_712"	"K17764"
"Saccharomyces_cerevisiae@YGL227W"	"K23334"
"Metschnikowia_continentalis@Seq_6538"	"K23573"
"yHMPu5000035335_Candida_blattae@Seq_3270"	"K01693"
"Saccharomyces_cerevisiae@YPL254W"	"K11362"
"yHMPu5000034903_Ogataea_naganishii@Seq_2281"	"K08141"
"Metschnikowia_hawaiiensis@Seq_2468"	"K07297"
"Metschnikowia_similis@Seq_119"	"K01613"
"Ascoidea_asiatica@Seq_600"	"K17550"
"yHMPu5000035684_Kloeckera_hatyaiensis@Seq_3250"	"K00354"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_617"	"K03846"
"yHMPu5000041840_Candida_wancherniae@Seq_3416"	"K02739"
"Saccharomyces_cerevisiae@YDR519W"	"K09569"
"yHMPu5000034643_Candida_schatavii@Seq_3464"	"K05692"
"yHMPu5000034998_Cephaloascus_albidus@Seq_893"	"K08139"
"yHMPu5000034760_Lipomyces_kononenkoae@Seq_3815"	"K04392"
"Metschnikowia_hamakuensis@Seq_1511"	"K13830"
"Lipomyces_starkeyi@Seq_6791"	"K22763"
"Botrytis_cinerea@Seq_15047"	"K09468"
"Metschnikowia_borealis@Seq_1610"	"K12856"
"yHMPu5000041829_Debaryomyces_fabryi@Seq_4815"	"K08157"
"Neurospora_crassa@Seq_3804"	"K05928"
"yHMPu5000034952_Citeromyces_siamensis@Seq_10722"	"K01870"
"yHMPu5000034952_Citeromyces_siamensis@Seq_3875"	"K01835"
"Saccharomyces_cerevisiae@YBR247C"	"K14797"
"yHMPu5000034660_Diddensiella_caesifluorescens@Seq_1235"	"K04513"
"Saccharomyces_cerevisiae@YNL330C"	"K06067"
"Botrytis_cinerea@Seq_5262"	"K08188"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_10094"	"K11810"
"yHAB158_Kazachstania_viticola@Seq_1350"	"K02951"
"Saccharomyces_cerevisiae@YOL120C"	"K02883"
"yHMPu5000035244_Candida_incommunis@Seq_3931"	"K19791"
"yHMPu5000035686_Cyberlindnera_saturnus@Seq_2598"	"K06009"
"yHMPu5000041743_Candida_hawaiiana@Seq_2370"	"K01180"
"yHMPu5000034742_Lipomyces_suomiensis@Seq_4163"	"K05546"
"yHMPu5000034754_Lipomyces_arxii@Seq_6257"	"K21197"
"yHMPu5000034654_Aciculoconidium_aculeatum@Seq_3275"	"K19900"
"yHAB166_Kazachstania_yakushimaensis@Seq_2139"	"K11644"
"Metschnikowia_ipomoeae@Seq_4855"	"K10772"
"Saccharomyces_cerevisiae@YNR001C"	"K01647"
"Candida_versatilis@Seq_2007"	"K07304"
"Spathaspora_girioi@Seq_1065"	"K12472"
"yHMPu5000035244_Candida_incommunis@Seq_4468"	"K00728"
"Spathaspora_hagerdaliae@Seq_6090"	"K14572"
"yHMPu5000035658_Starmera_amethionina@Seq_4460"	"K23451"
"yHMPu5000035691_Candida_salmanticensis@Seq_5280"	"K13162"
"Saccharomyces_cerevisiae@YOR150W"	"K02871"
"Tetrapisispora_blattae@Seq_5"	"K21125"
"yHMPu5000034749_Lipomyces_mesembrius@Seq_5944"	"K01405"
"yHMPu5000034612_Saturnispora_saitoi@Seq_4749"	"K01535"
"Metschnikowia_drakensbergensis@Seq_2549"	"K22493"
"yHMPu5000034875_Tetrapisispora_fleetii@Seq_728"	"K22485"
"Saccharomyces_cerevisiae@YOR221C"	"K00645"
"yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_4955"	"K00706"
"Candida_apicola@Seq_3479"	"K08157"
"Aspergillus_nidulans@Seq_6858"	"K14454"
"Aspergillus_nidulans@Seq_4805"	"K14855"
"Saccharomyces_cerevisiae@YJR153W"	"K01184"
"yHMPu5000034952_Citeromyces_siamensis@Seq_8727"	"K15334"
"yHMPu5000034952_Citeromyces_siamensis@Seq_7047"	"K12854"
"yHMPu5000035261_Candida_ponderosae@Seq_6711"	"K01301"
"Metschnikowia_borealis@Seq_4374"	"K01178"
"yHMPu5000041713_Debaryomyces_maramus@Seq_4783"	"K17607"
"Saccharomyces_cerevisiae@YHR081W"	"K12592"
"Neurospora_crassa@Seq_762"	"K00616"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_6520"	"K01783"
"yHMPu5000035261_Candida_ponderosae@Seq_1887"	"K01238"
"yHMPu5000035687_Cyberlindnera_suaveolens@Seq_3245"	"K08165"
"Hanseniaspora_valbyensis@Seq_3465"	"K09423"
