"locus_tag"	"SNP_NUM"	"nsSNP"	"nsSNP_unique"
"YLR417W"	9251	"1782"	3
"YLR418C"	5911	"1171"	4
"YLR419W"	27232	"7602"	16
"YLR420W"	8563	"2730"	3
"YLR421C"	4142	"1305"	3
"YLR422W"	18004	"7489"	21
"YLR423C"	1904	"1164"	3
"YLR424W"	6154	"3828"	11
"YLR425W"	8181	"2397"	4
"YLR426W"	7083	"1333"	2
"YLR427W"	8755	"2785"	7
"YLR429W"	9264	"3470"	10
"YLR430W"	15797	"2368"	7
"YLR431C"	4274	"1990"	7
"YLR432W"	2285	"212"	0
"YLR433C"	3177	"1026"	2
"YLR435W"	4484	"1266"	4
"YLR436C"	19946	"6730"	16
"YLR437C"	1104	"850"	3
"YLR438W"	3326	"388"	2
"YLR438C-A"	1009	"20"	0
"YLR439W"	4108	"764"	1
"YLR440C"	12131	"5945"	13
"YLR441C"	323	"100"	0
"YLR442C"	25908	"11726"	23
"YLR443W"	6855	"1892"	4
"YLR445W"	3382	"2145"	4
"YLR446W"	10549	"4214"	7
"YLR447C"	7183	"206"	1
"YLR448W"	3799	"121"	0
"YLR449W"	3561	"1372"	2
"YLR450W"	15982	"3694"	8
"YLR451W"	7794	"4573"	10
"YLR452C"	10354	"2173"	7
"YLR453C"	8651	"5083"	13
"YLR454W"	20749	"7821"	24
"YLR455W"	3905	"1435"	3
"YLR456W"	4675	"2875"	5
"YLR457C"	5395	"2260"	2
"YLR459W"	3588	"328"	1
"YLR460C"	1450	"752"	9
"YLR461W"	1	"0"	0
"YLR462W"	0	"NA"	NA
"YLR464W"	0	"NA"	NA
"YLR466W"	0	"NA"	NA
"YLR467W"	0	"NA"	NA
"YML133C"	0	"NA"	NA
"YML132W"	0	"NA"	NA
"YML131W"	2428	"748"	4
"YML130C"	4733	"268"	0
"YML129C"	1649	"28"	0
"YML128C"	4822	"2314"	4
"YML127W"	4400	"742"	1
"YML126C"	1804	"268"	1
"YML125C"	396	"89"	0
"YML124C"	3823	"99"	0
"YML123C"	9946	"3038"	4
"YML122C"	758	"539"	2
"YML121W"	1611	"67"	0
"YML120C"	7552	"1100"	2
"YML119W"	2438	"2020"	7
"YML118W"	10299	"2357"	8
"YML117W"	13941	"9038"	19
"YML116W"	3326	"1033"	7
"YML115C"	5317	"1307"	2
"YML114C"	3809	"1218"	2
"YML113W"	2534	"361"	2
"YML112W"	3154	"1449"	2
"YML111W"	7128	"2561"	5
"YML110C"	4323	"1895"	2
"YML109W"	19664	"6694"	8
"YML108W"	2044	"1214"	3
"YML107C"	5065	"2235"	5
"YML106W"	975	"13"	0
"YML105C"	674	"106"	0
"YML104C"	16514	"6686"	14
"YML103C"	19725	"5441"	15
"YML102W"	4571	"3196"	9
"YML101C"	196	"104"	0
"YML100W-A"	859	"833"	1
"YML100W"	11734	"2681"	3
"YML099C"	16489	"8662"	18
"YML098W"	2795	"1573"	3
"YML097C"	8887	"4365"	9
"YML096W"	11460	"3069"	9
"YML095C"	2111	"235"	1
"YML094W"	1306	"120"	1
"YML093W"	13148	"4202"	8
"YML092C"	1973	"188"	2
"YML091C"	22510	"10360"	16
"YML088W"	5384	"1230"	2
"YML087C"	5502	"1226"	1
"YML086C"	4310	"426"	2
"YML085C"	3009	"5"	0
"YML083C"	7003	"3855"	8
"YML082W"	7826	"992"	3
"YML081C-A"	22	"4"	0
"YML081W"	14896	"4758"	5
"YML080W"	7633	"1915"	3
"YML079W"	1235	"187"	0
"YML078W"	197	"33"	0
"YML077W"	941	"38"	0
"YML076C"	11481	"3796"	9
"YML075C"	8694	"1403"	3
"YML074C"	2913	"941"	2
"YML073C"	6927	"10"	0
"YML072C"	19110	"12224"	19
"YML071C"	7787	"4216"	8
"YML070W"	5123	"426"	1
"YML069W"	4700	"203"	0
"YML068W"	9498	"3747"	9
"YML067C"	2385	"1479"	2
"YML066C"	3697	"1974"	4
"YML065W"	8835	"2208"	5
"YML064C"	838	"161"	2
"YML063W"	443	"33"	0
"YML062C"	836	"329"	0
"YML061C"	8199	"1243"	3
"YML060W"	2167	"1152"	3
"YML059C"	8078	"1751"	7
"YML058W-A"	479	"6"	0
"YML058W"	1364	"421"	1
"YML057W"	9108	"1144"	2
"YML056C"	8858	"1471"	2
"YML055W"	2240	"144"	0
"YML054C"	5771	"188"	0
"YML054C-A"	105	"86"	1
"YML053C"	1406	"1225"	3
"YML052W"	1665	"246"	0
"YML051W"	2500	"566"	2
"YML050W"	2205	"451"	1
"YML049C"	10034	"5100"	21
"YML048W"	3858	"1403"	2
"YML047C"	3480	"315"	0
"YML046W"	6715	"2608"	4
"YML043C"	8019	"3474"	5
"YML042W"	7416	"3314"	6
"YML041C"	6327	"246"	0
"YML038C"	2128	"1117"	6
"YML037C"	1263	"1046"	4
"YML036W"	1942	"468"	3
"YML035C"	4467	"404"	2
"YML034W"	5331	"2309"	11
"YML032C"	2734	"1702"	4
"YML031W"	7739	"1656"	3
"YML030W"	238	"27"	0
"YML029W"	7958	"2587"	10
"YML028W"	914	"129"	2
"YML027W"	1186	"282"	1
"YML026C"	2500	"38"	0
"YML025C"	4016	"734"	1
"YML024W"	6784	"27"	0
"YML023C"	11304	"4480"	6
"YML022W"	1673	"615"	1
"YML021C"	2036	"1101"	1
"YML020W"	9253	"2988"	7
"YML019W"	5435	"1597"	3
"YML018C"	6999	"1977"	4
"YML017W"	7507	"1883"	4
"YML016C"	6390	"1250"	1
"YML015C"	5147	"1155"	3
"YML014W"	3627	"917"	1
"YML013W"	11087	"3534"	9
"YML012W"	1175	"988"	1
"YML011C"	783	"103"	0
"YML010W"	11652	"4776"	8
"YML009C"	76	"4"	0
"YML008C"	3554	"502"	1
"YML007C-A"	39	"8"	0
"YML007W"	7269	"1939"	6
"YML006C"	5482	"2123"	6
"YML005W"	6593	"3069"	4
"YML004C"	4786	"2430"	5
"YML003W"	401	"194"	0
"YML002W"	4962	"1998"	3
"YML001W"	473	"13"	0
"YMR001C"	2724	"609"	1
"YMR001C-A"	654	"610"	1
"YMR002W"	923	"782"	1
"YMR003W"	3939	"1301"	2
"YMR004W"	4798	"1087"	3
"YMR005W"	6473	"2787"	5
"YMR006C"	7471	"1732"	4
"YMR007W"	880	"853"	3
"YMR008C"	6058	"1450"	2
"YMR009W"	3374	"189"	1
"YMR010W"	4870	"1259"	2
"YMR011W"	2651	"1378"	3
"YMR012W"	12488	"4951"	8
"YMR013C"	3122	"1402"	2
"YMR014W"	4128	"2668"	8
"YMR015C"	1495	"102"	1
"YMR016C"	6570	"1802"	6
"YMR017W"	3972	"3193"	4
"YMR018W"	2767	"1095"	1
"YMR019W"	6201	"2500"	10
"YMR020W"	3277	"1688"	6
"YMR021C"	2429	"1667"	7
"YMR022W"	915	"132"	1
"YMR023C"	4397	"1564"	5
"YMR024W"	954	"515"	3
"YMR025W"	3119	"2413"	7
"YMR026C"	2405	"697"	2
"YMR027W"	2818	"1625"	3
"YMR028W"	1721	"1007"	1
"YMR029C"	2529	"2144"	6
"YMR030W"	2196	"1657"	11
"YMR031C"	7875	"4202"	11
"YMR032W"	6438	"3779"	8
"YMR030W-A"	1017	"976"	4
"YMR033W"	2847	"273"	1
"YMR034C"	2137	"760"	2
"YMR035W"	481	"163"	0
"YMR036C"	4180	"1638"	6
"YMR037C"	5047	"1924"	6
"YMR038C"	1966	"708"	2
"YMR039C"	666	"105"	0
"YMR040W"	939	"563"	2
"YMR041C"	1695	"474"	2
"YMR042W"	811	"241"	0
"YMR043W"	784	"225"	1
"YMR044W"	4927	"1367"	5
"YMR047C"	19740	"7705"	18
"YMR048W"	3567	"1898"	5
"YMR049C"	8352	"4029"	7
"YMR052W"	5379	"1942"	4
"YMR053C"	6788	"2484"	5
"YMR054W"	4762	"1366"	2
"YMR055C"	982	"283"	1
"YMR056C"	3826	"544"	2
"YMR058W"	10408	"3966"	8
"YMR059W"	1872	"385"	3
"YMR060C"	5706	"2546"	3
"YMR061W"	3965	"601"	0
"YMR062C"	4946	"236"	0
"YMR063W"	1998	"1118"	5
"YMR064W"	13930	"6754"	13
"YMR065W"	3178	"641"	3
"YMR066W"	10868	"4713"	12
"YMR067C"	3250	"1745"	7
"YMR068W"	2759	"705"	2
"YMR069W"	1921	"693"	3
"YMR070W"	4971	"2542"	9
"YMR071C"	847	"18"	0
"YMR072W"	306	"40"	0
"YMR073C"	1188	"761"	2
"YMR074C"	480	"120"	1
"YMR075W"	5814	"1884"	6
"YMR076C"	8697	"3825"	9
"YMR077C"	1761	"788"	2
"YMR078C"	5127	"1156"	2
"YMR079W"	2638	"46"	0
"YMR080C"	3830	"931"	2
"YMR081C"	4290	"2116"	6
"YMR082C"	725	"667"	3
"YMR083W"	667	"62"	0
"YMR084W"	3871	"1958"	2
"YMR085W"	6538	"1762"	3
"YMR086W"	16411	"7344"	23
"YMR087W"	6937	"1694"	5
"YMR088C"	10289	"1292"	3
"YMR089C"	15166	"2091"	5
"YMR090W"	2906	"237"	0
"YMR091C"	3068	"301"	0
"YMR092C"	5331	"1477"	4
"YMR093W"	4032	"347"	3
"YMR094W"	3364	"869"	4
"YMR095C"	1384	"766"	2
"YMR096W"	1610	"613"	2
"YMR097C"	2975	"1213"	1
"YMR098C"	3855	"2169"	3
"YMR099C"	989	"132"	0
"YMR100W"	4414	"677"	1
"YMR101C"	3968	"534"	1
"YMR102C"	4696	"1328"	4
"YMR103C"	1794	"97"	0
"YMR104C"	7654	"2817"	7
"YMR105C"	3829	"544"	1
"YMR105W-A"	460	"135"	0
"YMR106C"	3008	"1592"	4
"YMR107W"	274	"167"	1
"YMR108W"	3984	"494"	4
"YMR109W"	9590	"2440"	7
"YMR110C"	8899	"528"	1
"YMR111C"	5543	"907"	2
"YMR112C"	2564	"204"	1
"YMR113W"	3978	"695"	1
"YMR114C"	9548	"2865"	6
"YMR115W"	5550	"1867"	6
"YMR116C"	2763	"48"	0
"YMR117C"	584	"152"	0
"YMR118C"	1734	"1559"	3
"YMR119W"	10945	"3142"	6
"YMR120C"	5888	"130"	0
"YMR121C"	1053	"246"	0
"YMR122C"	1330	"632"	1
"YMR122W-A"	81	"35"	0
"YMR123W"	1075	"187"	2
"YMR124W"	6810	"4480"	13
"YMR125W"	5341	"1035"	3
"YMR126C"	819	"662"	2
"YMR127C"	1645	"869"	3
"YMR128W"	9029	"3111"	9
"YMR129W"	7561	"2724"	9
"YMR130W"	2935	"1422"	4
"YMR131C"	2497	"1329"	2
"YMR132C"	1060	"353"	1
"YMR133W"	4901	"2960"	11
"YMR134W"	1761	"347"	2
"YMR135C"	2928	"645"	4
"YMR136W"	5452	"3022"	9
"YMR137C"	4824	"795"	2
"YMR138W"	2336	"830"	2
"YMR139W"	1158	"228"	1
"YMR140W"	3036	"1134"	6
"YMR141C"	842	"354"	1
"YMR142C"	2172	"33"	0
"YMR143W"	3338	"13"	0
"YMR144W"	1559	"836"	2
"YMR145C"	7551	"165"	0
"YMR146C"	882	"63"	0
"YMR147W"	1644	"1361"	3
"YMR148W"	482	"186"	1
"YMR149W"	3653	"3099"	5
"YMR150C"	791	"465"	2
"YMR152W"	5604	"2215"	10
"YMR153W"	5118	"2860"	5
"YMR154C"	15851	"7767"	15
"YMR155W"	5732	"2517"	4
"YMR156C"	1116	"285"	1
"YMR157C"	2755	"984"	1
"YMR158W"	2430	"21"	0
"YMR158C-A"	931	"335"	2
"YMR159C"	1912	"203"	2
"YMR160W"	5149	"1170"	2
"YMR161W"	1539	"157"	1
"YMR162C"	12394	"1973"	4
"YMR163C"	12903	"4417"	13
"YMR164C"	12631	"7177"	15
"YMR165C"	12982	"3741"	7
"YMR166C"	2674	"1440"	2
"YMR167W"	5248	"3371"	6
"YMR168C"	6316	"2526"	3
"YMR169C"	9112	"1418"	2
"YMR170C"	5636	"788"	1
"YMR171C"	3773	"1281"	5
"YMR172W"	3760	"2582"	8
"YMR173W"	2924	"205"	0
"YMR174C"	377	"116"	1
"YMR175W"	301	"197"	0
"YMR175W-A"	364	"313"	1
"YMR176W"	10482	"6457"	24
"YMR177W"	2377	"654"	1
"YMR178W"	707	"310"	2
"YMR179W"	4632	"2753"	6
"YMR180C"	3042	"973"	4
"YMR181C"	862	"132"	0
"YMR182C"	2386	"1521"	3
"YMR182W-A"	311	"311"	1
"YMR183C"	1006	"180"	0
"YMR184W"	2445	"1772"	3
"YMR185W"	7960	"4546"	15
"YMR186W"	1960	"110"	0
"YMR187C"	4873	"1758"	5
"YMR188C"	1070	"156"	1
"YMR189W"	4904	"1175"	3
"YMR190C"	11376	"5132"	11
"YMR191W"	8426	"6148"	12
"YMR192W"	6834	"2765"	7
"YMR193W"	1576	"1131"	1
"YMR194W"	4746	"1016"	1
"YMR194C-B"	1660	"1056"	1
"YMR195W"	651	"318"	1
"YMR196W"	10597	"2637"	5
"YMR197C"	513	"102"	0
"YMR198W"	4484	"3146"	9
"YMR199W"	4824	"1353"	1
"YMR200W"	2389	"654"	2
"YMR201C"	2733	"307"	1
"YMR202W"	929	"804"	1
"YMR203W"	1940	"748"	2
"YMR204C"	1546	"459"	1
"YMR205C"	7252	"2964"	4
"YMR206W"	3188	"1125"	4
"YMR207C"	18736	"8613"	22
"YMR208W"	3838	"1206"	2
"YMR209C"	4148	"1921"	3
"YMR210W"	3113	"509"	2
"YMR211W"	2755	"1489"	5
"YMR212C"	6988	"1068"	2
"YMR213W"	4984	"2290"	6
"YMR214W"	1829	"218"	1
"YMR215W"	6282	"3461"	7
"YMR216C"	10200	"4088"	11
"YMR217W"	2345	"67"	0
"YMR218C"	14996	"5607"	15
"YMR219W"	26975	"17603"	58
"YMR220W"	5649	"3856"	7
"YMR221C"	3965	"988"	2
"YMR222C"	2439	"1392"	2
"YMR223W"	3697	"1013"	1
"YMR224C"	6798	"3832"	5
"YMR225C"	934	"74"	1
"YMR226C"	1003	"218"	1
"YMR227C"	4241	"1948"	3
"YMR228W"	1262	"577"	1
"YMR229C"	15305	"9135"	16
"YMR230W"	1852	"2"	0
"YMR230W-A"	140	"120"	0
"YMR231W"	6396	"3704"	12
"YMR232W"	4883	"1301"	3
"YMR233W"	436	"230"	2
"YMR234W"	2076	"564"	2
"YMR235C"	1966	"898"	4
"YMR236W"	672	"37"	0
"YMR237W"	6320	"1361"	2
"YMR238W"	3006	"198"	1
"YMR239C"	1106	"424"	0
"YMR240C"	3012	"1043"	5
"YMR241W"	1778	"32"	0
"YMR242C"	661	"58"	0
"YMR242W-A"	28	"23"	0
"YMR243C"	4494	"881"	4
"YMR244W"	6070	"2179"	2
"YMR244C-A"	1780	"1530"	4
"YMR246W"	6809	"2970"	9
"YMR247C"	20178	"8231"	28
"YMR247W-A"	1145	"847"	5
"YMR250W"	7638	"442"	1
"YMR251W"	3947	"2162"	6
"YMR251W-A"	389	"252"	1
"YMR252C"	1592	"1119"	2
"YMR253C"	2925	"712"	1
"YMR254C"	699	"562"	3
"YMR255W"	1216	"306"	1
"YMR256C"	68	"5"	0
"YMR257C"	5816	"1886"	7
"YMR258C"	2703	"564"	2
"YMR259C"	9215	"4110"	10
"YMR260C"	1251	"49"	0
"YMR261C"	7057	"2017"	6
"YMR262W"	1497	"377"	1
"YMR263W"	1471	"753"	1
"YMR264W"	1614	"756"	2
"YMR265C"	8752	"4293"	13
"YMR266W"	12254	"5612"	23
"YMR267W"	6537	"1663"	6
"YMR268C"	5072	"2753"	8
"YMR269W"	2943	"2213"	7
"YMR270C"	5029	"1507"	4
"YMR271C"	1732	"788"	3
"YMR272C"	1320	"75"	0
"YMR272W-B"	586	"447"	1
"YMR273C"	6411	"4136"	16
"YMR274C"	2073	"1017"	3
"YMR275C"	9443	"3729"	9
"YMR276W"	4408	"932"	3
"YMR277W"	3451	"320"	0
"YMR278W"	3909	"1047"	5
"YMR279C"	6543	"518"	1
"YMR280C"	19589	"7859"	20
"YMR281W"	1482	"485"	1
"YMR282C"	3548	"2374"	5
"YMR283C"	2557	"1204"	7
"YMR284W"	3221	"1389"	4
"YMR285C"	2606	"1516"	3
"YMR286W"	569	"40"	0
"YMR287C"	13363	"4450"	8
"YMR288W"	12327	"4901"	8
"YMR289W"	4144	"2659"	4
"YMR290C"	2267	"150"	1
"YMR291W"	3385	"884"	2
"YMR292W"	670	"36"	0
"YMR293C"	5771	"2257"	6
"YMR294W"	5007	"1978"	6
"YMR295C"	1424	"132"	1
"YMR296C"	5426	"164"	0
"YMR297W"	8331	"935"	3
"YMR298W"	327	"78"	0
"YMR299C"	1439	"958"	3
"YMR300C"	2547	"67"	0
"YMR301C"	7565	"1629"	3
"YMR302C"	14295	"4632"	11
"YMR303C"	4043	"1544"	2
"YMR304W"	7618	"4239"	10
"YMR305C"	4372	"385"	2
"YMR306W"	12475	"2384"	4
"YMR307W"	5975	"2404"	4
"YMR308C"	7217	"2213"	4
"YMR309C"	3283	"1733"	2
"YMR310C"	2590	"1635"	2
"YMR311C"	1045	"534"	1
"YMR312W"	3648	"2487"	6
"YMR313C"	2686	"1204"	1
"YMR314W"	798	"68"	0
"YMR315W"	2893	"1284"	1
"YMR315W-A"	844	"790"	2
"YMR316W"	3647	"1465"	3
"YMR316C-A"	2713	"2697"	6
"YMR317W"	29135	"19853"	40
"YMR318C"	3781	"459"	1
"YMR319C"	10058	"2275"	8
"YMR320W"	1611	"938"	4
"YMR321C"	158	"150"	1
"YMR322C"	2	"0"	0
"YMR323W"	4	"4"	0
"YMR325W"	14	"13"	0
"YNL339C"	0	"NA"	NA
"YNL336W"	43	"23"	0
"YNL335W"	0	"NA"	NA
"YNL334C"	0	"NA"	NA
"YNL333W"	0	"NA"	NA
"YNL332W"	1	"0"	0
"YNL331C"	8389	"2221"	6
"YNL330C"	5094	"386"	1
"YNL329C"	20696	"7032"	16
"YNL328C"	3144	"758"	1
"YNL327W"	30155	"14323"	27
"YNL326C"	6540	"4616"	8
"YNL325C"	10695	"2107"	3
"YNL323W"	4197	"436"	1
"YNL322C"	6389	"2463"	5
"YNL321W"	8471	"2163"	5
"YNL320W"	3640	"1230"	2
"YNL318C"	7432	"2922"	7
"YNL317W"	6525	"206"	0
"YNL316C"	7992	"5812"	10
"YNL315C"	4905	"1861"	3
"YNL314W"	3549	"1840"	3
"YNL313C"	19049	"8279"	13
"YNL312W"	6989	"125"	0
"YNL311C"	11266	"3603"	8
"YNL310C"	1626	"227"	0
"YNL309W"	3635	"1707"	4
"YNL308C"	5264	"2109"	7
"YNL307C"	1022	"278"	1
"YNL306W"	2625	"1007"	3
"YNL305C"	642	"273"	1
"YNL304W"	3654	"1016"	1
"YNL302C"	3402	"2"	0
"YNL301C"	2266	"100"	0
"YNL300W"	1242	"154"	0
"YNL299W"	5096	"2101"	4
"YNL298W"	3030	"1192"	4
"YNL297C"	7891	"2226"	5
"YNL295W"	6653	"3111"	9
"YNL294C"	3972	"1128"	4
"YNL293W"	2937	"900"	3
"YNL292W"	1763	"394"	3
"YNL291C"	5863	"1963"	4
"YNL290W"	3782	"677"	1
"YNL289W"	2085	"308"	1
"YNL288W"	3645	"1884"	5
"YNL287W"	4206	"492"	0
"YNL286W"	2372	"972"	1
"YNL284C"	2420	"255"	1
"YNL283C"	6313	"4536"	6
"YNL282W"	1386	"494"	1
"YNL281W"	844	"435"	1
"YNL280C"	3287	"134"	1
"YNL279W"	5358	"2487"	5
"YNL278W"	12132	"4483"	13
"YNL277W-A"	575	"414"	1
"YNL277W"	4214	"1224"	1
"YNL275W"	6029	"2549"	19
"YNL274C"	3457	"919"	3
"YNL273W"	12535	"4311"	12
"YNL272C"	7784	"2495"	13
"YNL271C"	16022	"5933"	23
"YNL270C"	6260	"2371"	5
"YNL269W"	2521	"1010"	4
"YNL268W"	8509	"2377"	12
"YNL267W"	10640	"3162"	13
"YNL265C"	4487	"453"	2
"YNL264C"	1747	"243"	0
"YNL263C"	1797	"691"	1
"YNL262W"	18706	"4589"	17
"YNL261W"	2965	"1190"	5
"YNL260C"	1309	"745"	3
"YNL259C"	1113	"394"	1
"YNL258C"	6774	"4750"	17
"YNL257C"	7642	"3701"	10
"YNL256W"	6132	"2445"	11
"YNL255C"	1174	"79"	0
"YNL254C"	4399	"1630"	3
"YNL253W"	3472	"902"	3
"YNL252C"	1712	"166"	0
"YNL251C"	1479	"418"	3
"YNL250W"	8937	"2239"	6
"YNL249C"	3507	"1725"	6
"YNL248C"	4053	"365"	3
"YNL247W"	6191	"787"	4
"YNL246W"	3796	"1072"	2
"YNL245C"	738	"359"	2
"YNL244C"	1231	"73"	1
"YNL243W"	7572	"1282"	4
"YNL242W"	18768	"4110"	15
"YNL241C"	2805	"275"	0
"YNL240C"	5755	"2023"	5
"YNL239W"	1721	"215"	0
"YNL238W"	8622	"3509"	11
"YNL237W"	4527	"530"	1
"YNL236W"	19043	"3718"	5
"YNL234W"	3892	"2100"	5
"YNL233W"	19696	"9299"	18
"YNL232W"	3778	"548"	1
"YNL231C"	1789	"633"	2
"YNL230C"	1134	"577"	2
"YNL229C"	700	"153"	0
"YNL227C"	4482	"1661"	2
"YNL225C"	2703	"1027"	7
"YNL224C"	5783	"2522"	9
"YNL223W"	2796	"2038"	4
"YNL222W"	294	"45"	0
"YNL221C"	11594	"4931"	11
"YNL220W"	3717	"948"	2
"YNL219C"	2573	"1406"	4
"YNL218W"	3135	"439"	1
"YNL217W"	1803	"816"	2
"YNL216W"	5958	"1497"	3
"YNL215W"	2300	"1373"	2
"YNL214W"	2003	"871"	1
"YNL213C"	483	"347"	2
"YNL212W"	2916	"1022"	4
"YNL211C"	159	"30"	0
"YNL210W"	603	"316"	1
"YNL209W"	1484	"992"	1
"YNL208W"	4244	"1363"	3
"YNL207W"	2744	"373"	1
"YNL206C"	5624	"2986"	8
"YNL204C"	5206	"3217"	6
"YNL202W"	2748	"168"	0
"YNL201C"	9945	"3088"	7
"YNL200C"	3013	"65"	0
"YNL199C"	5051	"2566"	4
"YNL197C"	5032	"2735"	4
"YNL196C"	2712	"1928"	4
"YNL195C"	2467	"626"	0
"YNL194C"	2229	"467"	1
"YNL193W"	4409	"2475"	9
"YNL192W"	10621	"3610"	6
"YNL191W"	2784	"220"	2
"YNL190W"	2210	"318"	1
"YNL189W"	2796	"104"	0
"YNL188W"	5179	"1939"	4
"YNL187W"	2166	"1548"	5
"YNL186W"	3795	"1893"	7
"YNL185C"	1409	"139"	0
"YNL184C"	1021	"643"	2
"YNL183C"	5031	"1763"	3
"YNL182C"	9675	"2977"	7
"YNL181W"	4374	"1842"	5
"YNL180C"	3673	"1582"	7
"YNL178W"	1001	"22"	0
"YNL177C"	3936	"1372"	2
"YNL176C"	7784	"3707"	12
"YNL175C"	3343	"689"	3
"YNL173C"	3808	"1279"	4
"YNL172W"	12375	"4603"	11
"YNL169C"	2685	"707"	1
"YNL168C"	2299	"501"	2
"YNL167C"	3068	"1512"	12
"YNL166C"	4742	"2318"	11
"YNL165W"	3921	"2224"	3
"YNL164C"	1679	"733"	2
"YNL163C"	6789	"1310"	3
"YNL162W-A"	2829	"2082"	2
"YNL162W"	3915	"0"	0
"YNL161W"	6737	"1675"	3
"YNL160W"	4994	"2060"	5
"YNL159C"	1656	"242"	0
"YNL158W"	889	"226"	0
"YNL157W"	1779	"132"	0
"YNL156C"	2581	"1135"	2
"YNL155W"	2350	"1108"	3
"YNL154C"	4278	"1656"	5
"YNL153C"	1334	"688"	2
"YNL152W"	3235	"1373"	4
"YNL151C"	1764	"267"	2
"YNL149C"	1331	"40"	0
"YNL148C"	2591	"1218"	3
"YNL147W"	2700	"60"	0
"YNL146C-A"	343	"236"	2
"YNL146W"	1052	"732"	4
"YNL145W"	297	"6"	0
"YNL144C"	7961	"2629"	12
"YNL143C"	1785	"1279"	5
"YNL142W"	7008	"3798"	6
"YNL141W"	959	"152"	0
"YNL140C"	1475	"1082"	3
"YNL139C"	18248	"9624"	22
"YNL138W-A"	1321	"1014"	1
"YNL138W"	5454	"2159"	4
"YNL137C"	4770	"2596"	6
"YNL136W"	2955	"2136"	5
"YNL135C"	396	"71"	1
"YNL134C"	2965	"793"	6
"YNL133C"	1652	"1182"	3
"YNL132W"	7146	"1438"	2
"YNL131W"	401	"260"	1
"YNL130C"	2323	"1071"	2
"YNL130C-A"	391	"366"	1
"YNL129W"	1349	"551"	1
"YNL128W"	2655	"1193"	3
"YNL127W"	5301	"2441"	5
"YNL126W"	6590	"3009"	7
"YNL125C"	19695	"5202"	8
"YNL124W"	14092	"4352"	8
"YNL123W"	10254	"1711"	5
"YNL122C"	2272	"695"	2
"YNL121C"	5990	"652"	6
"YNL119W"	6936	"2449"	4
"YNL118C"	17845	"7699"	13
"YNL117W"	4832	"1768"	2
"YNL116W"	7414	"3661"	5
"YNL115C"	8522	"1268"	4
"YNL113W"	809	"53"	0
"YNL112W"	10989	"1044"	1
"YNL111C"	900	"29"	0
"YNL110C"	3418	"506"	1
"YNL108C"	3150	"153"	0
"YNL107W"	698	"82"	0
"YNL106C"	10656	"3236"	13
"YNL104C"	6447	"1049"	2
"YNL103W"	7342	"3477"	11
"YNL102W"	11992	"5452"	15
"YNL101W"	6053	"912"	2
"YNL100W"	1441	"195"	0
"YNL099C"	700	"110"	0
"YNL098C"	843	"445"	1
"YNL097C-B"	128	"118"	0
"YNL097C"	3145	"481"	2
"YNL096C"	1746	"57"	0
"YNL095C"	5847	"2812"	11
"YNL094W"	3429	"880"	1
"YNL093W"	1337	"602"	2
"YNL092W"	1981	"1238"	5
"YNL091W"	5885	"1940"	6
"YNL090W"	749	"163"	1
"YNL088W"	5517	"1843"	3
"YNL087W"	7178	"2863"	8
"YNL086W"	1512	"1093"	3
"YNL085W"	5979	"2937"	6
"YNL084C"	2858	"1435"	2
"YNL083W"	4414	"3335"	10
"YNL082W"	7837	"2202"	7
"YNL081C"	1017	"105"	0
"YNL080C"	3488	"710"	4
"YNL079C"	625	"175"	2
"YNL078W"	5788	"2434"	9
"YNL077W"	2457	"857"	4
"YNL076W"	5383	"2337"	6
"YNL075W"	1795	"440"	1
"YNL074C"	5678	"4396"	8
"YNL073W"	5494	"3234"	14
"YNL072W"	2648	"1409"	3
"YNL071W"	3611	"1761"	5
"YNL070W"	96	"2"	0
"YNL069C"	2501	"453"	2
"YNL068C"	7894	"2554"	6
"YNL067W-B"	310	"255"	3
"YNL067W"	489	"74"	0
"YNL066W"	6711	"3915"	11
"YNL065W"	5262	"2403"	5
"YNL064C"	4688	"2430"	4
"YNL063W"	2210	"1014"	3
"YNL062C"	3603	"1240"	1
"YNL061W"	4217	"745"	2
"YNL059C"	6388	"2221"	4
"YNL058C"	2877	"2556"	6
"YNL056W"	2051	"1137"	2
"YNL055C"	2879	"951"	1
"YNL054W"	13098	"4945"	7
"YNL053W"	1783	"985"	3
"YNL052W"	556	"57"	0
"YNL051W"	5122	"2320"	7
"YNL050C"	2461	"1326"	2
"YNL049C"	9836	"4891"	8
"YNL048W"	3434	"1299"	3
"YNL047C"	10907	"2245"	5
"YNL046W"	3958	"709"	2
"YNL045W"	5838	"1387"	4
"YNL044W"	2549	"60"	0
"YNL042W-B"	2796	"1515"	3
"YNL042W"	3992	"1045"	1
"YNL041C"	5877	"3529"	10
"YNL040W"	5401	"1809"	5
"YNL039W"	10198	"473"	2
"YNL038W"	1425	"587"	1
"YNL037C"	1426	"45"	0
"YNL036W"	3490	"510"	3
"YNL035C"	6741	"3694"	5
"YNL034W"	4248	"2134"	9
"YNL033W"	0	"NA"	NA
"YNL032W"	2629	"1090"	1
"YNL031C"	2229	"0"	0
"YNL030W"	244	"1"	0
"YNL029C"	8968	"3226"	8
"YNL027W"	4785	"1388"	2
"YNL026W"	6258	"1574"	4
"YNL025C"	3324	"229"	2
"YNL024C-A"	1469	"5"	0
"YNL024C"	1014	"86"	0
"YNL023C"	14615	"6589"	17
"YNL022C"	5779	"941"	3
