	Saccharomyces_cerevisiae	yHMPu5000035318_Hyphopichia_heimii
OG0000916	YDL206W	snap_masked-NODE_120_length_32249_cov_15.3745_ID_22980-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_120_length_32249_cov_15.3745_ID_22980-processed-gene-0.5&CDS=1-2109
OG0000917	YDL207W	snap_masked-NODE_32_length_126318_cov_17.2359_ID_16641-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NODE_32_length_126318_cov_17.2359_ID_16641-processed-gene-0.136&CDS=1-1575
OG0000918	YDL208W	snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-0.120&CDS=1-465
OG0000919	YDL209C	snap_masked-NODE_122_length_30691_cov_15.0241_ID_22089-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_122_length_30691_cov_15.0241_ID_22089-processed-gene-0.34&CDS=1-972
OG0000920	YDL212W	snap_masked-NODE_35_length_122776_cov_16.9709_ID_30454-processed-gene-0.150-mRNA-1_1&gene=snap_masked-NODE_35_length_122776_cov_16.9709_ID_30454-processed-gene-0.150&CDS=1-654
OG0000921	YDL213C	snap_masked-NODE_35_length_122776_cov_16.9709_ID_30454-processed-gene-0.151-mRNA-1_1&gene=snap_masked-NODE_35_length_122776_cov_16.9709_ID_30454-processed-gene-0.151&CDS=1-651
OG0000922	YDL215C	snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.55&CDS=1-3159
OG0000923	YDL217C	snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.265-mRNA-1_1&gene=snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.265&CDS=1-549
OG0000924	YDL225W	snap_masked-NODE_87_length_44729_cov_23.4724_ID_21885-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_87_length_44729_cov_23.4724_ID_21885-processed-gene-0.62&CDS=1-1785
OG0000925	YDL226C	snap_masked-NODE_33_length_124481_cov_17.4528_ID_22026-processed-gene-0.168-mRNA-1_1&gene=snap_masked-NODE_33_length_124481_cov_17.4528_ID_22026-processed-gene-0.168&CDS=1-1068
OG0000926	YDL230W	snap_masked-NODE_84_length_47098_cov_18.8445_ID_22264-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_84_length_47098_cov_18.8445_ID_22264-processed-gene-0.9&CDS=1-1863
OG0000927	YDL234C	snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.157-mRNA-1_1&gene=snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.157&CDS=1-2292
OG0000928	YDL235C	snap_masked-NODE_24_length_138614_cov_17.9272_ID_17090-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_24_length_138614_cov_17.9272_ID_17090-processed-gene-0.133&CDS=1-552
OG0000929	YDL237W	genemark-NODE_234_length_3080_cov_18.5494_ID_177474-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_234_length_3080_cov_18.5494_ID_177474-processed-gene-0.1&CDS=1-735
OG0000930	YDL238C	genemark-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.178-mRNA-1_1&gene=genemark-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.178&CDS=1-1605
OG0000931	YDL240W	snap_masked-NODE_34_length_124283_cov_18.9863_ID_28887-processed-gene-0.156-mRNA-1_1&gene=snap_masked-NODE_34_length_124283_cov_18.9863_ID_28887-processed-gene-0.156&CDS=1-3882
OG0000932	YDR002W	snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-1.55&CDS=1-612
OG0000933	YDR004W	snap_masked-NODE_64_length_65594_cov_18.0805_ID_20433-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_64_length_65594_cov_18.0805_ID_20433-processed-gene-0.42&CDS=1-1521
OG0000934	YDR005C	snap_masked-NODE_64_length_65594_cov_18.0805_ID_20433-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_64_length_65594_cov_18.0805_ID_20433-processed-gene-0.41&CDS=1-1221
OG0000935	YDR006C	snap_masked-NODE_187_length_10075_cov_15.7913_ID_29449-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_187_length_10075_cov_15.7913_ID_29449-processed-gene-0.10&CDS=1-1899
OG0000936	YDR007W	snap_masked-NODE_23_length_138619_cov_16.8864_ID_25492-processed-gene-0.156-mRNA-1_1&gene=snap_masked-NODE_23_length_138619_cov_16.8864_ID_25492-processed-gene-0.156&CDS=1-765
OG0000937	YDR013W	snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-0.30&CDS=1-615
OG0000938	YDR016C	snap_masked-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.78&CDS=1-258
OG0000939	YDR017C	snap_masked-NODE_104_length_38290_cov_15.7451_ID_22764-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_104_length_38290_cov_15.7451_ID_22764-processed-gene-0.9&CDS=1-2085
OG0000940	YDR019C	snap_masked-NODE_65_length_64414_cov_19.0737_ID_27107-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_65_length_64414_cov_19.0737_ID_27107-processed-gene-0.20&CDS=1-1173
OG0000941	YDR020C	snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.261-mRNA-1_1&gene=snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.261&CDS=1-720
OG0000942	YDR021W	snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.213-mRNA-1_1&gene=snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.213&CDS=1-1197
OG0000943	YDR023W	snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.48&CDS=1-1380
OG0000944	YDR026C	snap_masked-NODE_37_length_117182_cov_21.9344_ID_38234-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_37_length_117182_cov_21.9344_ID_38234-processed-gene-0.102&CDS=1-2049
OG0000945	YDR027C	snap_masked-NODE_106_length_37701_cov_17.956_ID_28546-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_106_length_37701_cov_17.956_ID_28546-processed-gene-0.29&CDS=1-4257
OG0000946	YDR028C	snap_masked-NODE_106_length_37701_cov_17.956_ID_28546-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_106_length_37701_cov_17.956_ID_28546-processed-gene-0.31&CDS=1-2946
OG0000947	YDR030C	snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.23&CDS=1-1404
OG0000948	YDR031W	snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.105&CDS=1-309
OG0000949	YDR034C	snap_masked-NODE_53_length_81234_cov_16.3993_ID_17330-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_53_length_81234_cov_16.3993_ID_17330-processed-gene-0.86&CDS=1-2388
OG0000950	YDR036C	augustus_masked-NODE_39_length_104675_cov_24.4927_ID_26108-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_39_length_104675_cov_24.4927_ID_26108-processed-gene-0.72&CDS=1-1512
OG0000951	YDR041W	snap_masked-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.42&CDS=1-756
OG0000952	YDR043C	snap_masked-NODE_36_length_121639_cov_16.6683_ID_16828-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_36_length_121639_cov_16.6683_ID_16828-processed-gene-0.24&CDS=1-795
OG0000953	YDR045C	snap_masked-NODE_36_length_121639_cov_16.6683_ID_16828-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_36_length_121639_cov_16.6683_ID_16828-processed-gene-0.28&CDS=1-303
OG0000954	YDR047W	maker-NODE_60_length_67036_cov_16.5396_ID_22534-snap-gene-0.86-mRNA-1_1&gene=maker-NODE_60_length_67036_cov_16.5396_ID_22534-snap-gene-0.86&CDS=1-1086
OG0000955	YDR049W	snap_masked-NODE_60_length_67036_cov_16.5396_ID_22534-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_60_length_67036_cov_16.5396_ID_22534-processed-gene-0.41&CDS=1-1827
OG0000956	YDR050C	snap_masked-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.70&CDS=1-744
OG0000957	YDR051C	snap_masked-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.71&CDS=1-1002
OG0000958	YDR052C	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.20-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.20&CDS=1-1752
OG0000959	YDR054C	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.19-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.19&CDS=1-717
OG0000960	YDR059C	maker-NODE_6_length_253678_cov_16.585_ID_18500-snap-gene-1.177-mRNA-1_1&gene=maker-NODE_6_length_253678_cov_16.585_ID_18500-snap-gene-1.177&CDS=1-441
OG0000961	YDR060W	snap_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.97&CDS=1-3111
OG0000962	YDR061W	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.72&CDS=1-1638
OG0000963	YDR062W	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.73&CDS=1-1674
OG0000964	YDR064W	maker-NODE_17_length_155442_cov_18.5021_ID_18400-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_17_length_155442_cov_18.5021_ID_18400-snap-gene-0.2&CDS=1-843
OG0000965	YDR067C	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.74&CDS=1-603
OG0000966	YDR068W	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.91&CDS=1-999
OG0000967	YDR071C	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.66&CDS=1-666
OG0000968	YDR074W	snap_masked-NODE_39_length_104675_cov_24.4927_ID_26108-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_39_length_104675_cov_24.4927_ID_26108-processed-gene-0.124&CDS=1-2646
OG0000969	YDR079C-A	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.35-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.35&CDS=1-207
OG0000970	YDR079W	maker-NODE_3_length_307707_cov_19.6315_ID_16958-snap-gene-2.114-mRNA-1_1&gene=maker-NODE_3_length_307707_cov_19.6315_ID_16958-snap-gene-2.114&CDS=1-306
OG0000971	YDR080W	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.11-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.11&CDS=1-3000
OG0000972	YDR081C	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.36&CDS=1-2547
OG0000973	YDR083W	snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.271-mRNA-1_1&gene=snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.271&CDS=1-1218
OG0000974	YDR084C	genemark-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.153-mRNA-1_1&gene=genemark-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.153&CDS=1-723
OG0000975	YDR087C	maker-NODE_18_length_149404_cov_17.6318_ID_33062-augustus-gene-0.128-mRNA-1_1&gene=maker-NODE_18_length_149404_cov_17.6318_ID_33062-augustus-gene-0.128&CDS=1-1050
OG0000976	YDR088C	snap_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.15&CDS=1-957
OG0000977	YDR089W	snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-0.29&CDS=1-2598
OG0000978	YDR090C	snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-0.1&CDS=1-753
OG0000979	YDR091C	snap_masked-NODE_39_length_104675_cov_24.4927_ID_26108-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_39_length_104675_cov_24.4927_ID_26108-processed-gene-0.99&CDS=1-1821
OG0000980	YDR092W	snap_masked-NODE_85_length_46739_cov_16.7185_ID_21182-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_85_length_46739_cov_16.7185_ID_21182-processed-gene-0.16&CDS=1-468
OG0000981	YDR097C	genemark-NODE_111_length_36432_cov_16.9356_ID_22865-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_111_length_36432_cov_16.9356_ID_22865-processed-gene-0.44&CDS=1-3495
OG0000982	YDR101C	snap_masked-NODE_39_length_104675_cov_24.4927_ID_26108-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_39_length_104675_cov_24.4927_ID_26108-processed-gene-0.107&CDS=1-1707
OG0000983	YDR103W	snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.91&CDS=1-2796
OG0000984	YDR104C	augustus_masked-NODE_21_length_143800_cov_19.6648_ID_24094-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_21_length_143800_cov_19.6648_ID_24094-processed-gene-0.115&CDS=1-3564
OG0000985	YDR105C	augustus_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.106&CDS=1-1422
OG0000986	YDR108W	snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.21&CDS=1-1950
OG0000987	YDR109C	snap_masked-NODE_137_length_22752_cov_17.0108_ID_24628-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_137_length_22752_cov_17.0108_ID_24628-processed-gene-0.28&CDS=1-2274
OG0000988	YDR111C	snap_masked-NODE_51_length_81633_cov_20.3724_ID_19171-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_51_length_81633_cov_20.3724_ID_19171-processed-gene-0.22&CDS=1-1557
OG0000989	YDR115W	snap_masked-NODE_52_length_81500_cov_18.613_ID_27766-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_52_length_81500_cov_18.613_ID_27766-processed-gene-0.94&CDS=1-330
OG0000990	YDR116C	snap_masked-NODE_51_length_81633_cov_20.3724_ID_19171-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_51_length_81633_cov_20.3724_ID_19171-processed-gene-0.21&CDS=1-807
OG0000991	YDR117C	snap_masked-NODE_149_length_17406_cov_19.5438_ID_23297-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_149_length_17406_cov_19.5438_ID_23297-processed-gene-0.13&CDS=1-1797
OG0000992	YDR120C	snap_masked-NODE_163_length_14151_cov_16.2408_ID_24424-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_163_length_14151_cov_16.2408_ID_24424-processed-gene-0.21&CDS=1-1566
OG0000993	YDR121W	snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-1.109&CDS=1-648
OG0000994	YDR124W	snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.34-mRNA-1_1&gene=snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.34&CDS=1-1089
OG0000995	YDR127W	snap_masked-NODE_198_length_7821_cov_16.5514_ID_26565-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_198_length_7821_cov_16.5514_ID_26565-processed-gene-0.1&CDS=1-4710
OG0000996	YDR128W	snap_masked-NODE_24_length_138614_cov_17.9272_ID_17090-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_24_length_138614_cov_17.9272_ID_17090-processed-gene-0.124&CDS=1-4395
OG0000997	YDR129C	snap_masked-NODE_158_length_14964_cov_17.9651_ID_23863-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_158_length_14964_cov_17.9651_ID_23863-processed-gene-0.0&CDS=1-1962
OG0000998	YDR135C	augustus_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.65&CDS=1-4662
OG0000999	YDR140W	snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-1.128-mRNA-1_1&gene=snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-1.128&CDS=1-654
OG0001000	YDR141C	snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-0.14&CDS=1-5043
OG0001001	YDR142C	snap_masked-NODE_13_length_179126_cov_16.6208_ID_16477-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_13_length_179126_cov_16.6208_ID_16477-processed-gene-0.80&CDS=1-1125
OG0001002	YDR145W	snap_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.20&CDS=1-1779
OG0001003	YDR148C	snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.222-mRNA-1_1&gene=snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.222&CDS=1-1317
OG0001004	YDR150W	snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-1.17&CDS=1-10134
OG0001005	YDR152W	snap_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.97&CDS=1-702
OG0001006	YDR156W	snap_masked-NODE_52_length_81500_cov_18.613_ID_27766-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_52_length_81500_cov_18.613_ID_27766-processed-gene-0.75&CDS=1-588
OG0001007	YDR158W	snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-0.132&CDS=1-1095
OG0001008	YDR159W	maker-NODE_7_length_241877_cov_16.5541_ID_27338-snap-gene-0.88-mRNA-1_1&gene=maker-NODE_7_length_241877_cov_16.5541_ID_27338-snap-gene-0.88&CDS=1-4965
OG0001009	YDR161W	snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.69&CDS=1-1176
OG0001010	YDR162C	snap_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.79&CDS=1-588
OG0001011	YDR164C	snap_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.101&CDS=1-2217
OG0001012	YDR165W	snap_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.83&CDS=1-1323
OG0001013	YDR166C	snap_masked-NODE_37_length_117182_cov_21.9344_ID_38234-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_37_length_117182_cov_21.9344_ID_38234-processed-gene-0.101&CDS=1-2964
OG0001014	YDR167W	snap_masked-NODE_24_length_138614_cov_17.9272_ID_17090-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_24_length_138614_cov_17.9272_ID_17090-processed-gene-0.77&CDS=1-654
OG0001015	YDR168W	snap_masked-NODE_28_length_132068_cov_17.5269_ID_17499-processed-gene-0.159-mRNA-1_1&gene=snap_masked-NODE_28_length_132068_cov_17.5269_ID_17499-processed-gene-0.159&CDS=1-1515
OG0001016	YDR169C	snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.150-mRNA-1_1&gene=snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.150&CDS=1-1599
OG0001017	YDR170C	snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.152&CDS=1-5643
OG0001018	YDR172W	snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.122&CDS=1-2142
OG0001019	YDR173C	snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.144&CDS=1-969
OG0001020	YDR174W	augustus_masked-NODE_216_length_5080_cov_19.2718_ID_27720-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_216_length_5080_cov_19.2718_ID_27720-processed-gene-0.2&CDS=1-765
OG0001021	YDR175C	snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-2.54-mRNA-1_1&gene=snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-2.54&CDS=1-924
OG0001022	YDR176W	snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-2.53&CDS=1-2061
OG0001023	YDR177W	snap_masked-NODE_12_length_180239_cov_16.75_ID_18367-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_12_length_180239_cov_16.75_ID_18367-processed-gene-0.16&CDS=1-657
OG0001024	YDR180W	augustus_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-2.89&CDS=1-4572
OG0001025	YDR181C	snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-2.46-mRNA-1_1&gene=snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-2.46&CDS=1-1218
OG0001026	YDR182W	genemark-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-2.157-mRNA-1_1&gene=genemark-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-2.157&CDS=1-1410
OG0001027	YDR183W	genemark-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-2.182-mRNA-1_1&gene=genemark-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-2.182&CDS=1-948
OG0001028	YDR188W	snap_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.91&CDS=1-1677
OG0001029	YDR189W	snap_masked-NODE_21_length_143800_cov_19.6648_ID_24094-processed-gene-0.149-mRNA-1_1&gene=snap_masked-NODE_21_length_143800_cov_19.6648_ID_24094-processed-gene-0.149&CDS=1-1932
