	Candida_succiphila	Saccharomyces_cerevisiae
OG0001037	-processed-gene-7.53-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.53&CDS=1-1893	YMR227C
OG0001038	-processed-gene-7.55-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.55&CDS=1-4527	YOR291W
OG0001039	-processed-gene-7.58-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.58&CDS=1-1818	YER036C
OG0001040	-processed-gene-7.73-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.73&CDS=1-687	YIR030C
OG0001041	-processed-gene-7.74-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.74&CDS=1-2247	YLL019C
OG0001042	-processed-gene-7.61-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.61&CDS=1-312	YLL018C-A
OG0001043	-processed-gene-7.76-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.76&CDS=1-2052	YGL172W
OG0001044	-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.102&CDS=1-4200	YGL173C
OG0001045	-processed-gene-7.117-mRNA-1_1&gene=augustus_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.117&CDS=1-852	YGL174W
OG0001046	-processed-gene-8.156-mRNA-1_1&gene=snap_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.156&CDS=1-2217	YPR021C
OG0001047	-processed-gene-8.158-mRNA-1_1&gene=snap_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.158&CDS=1-1506	YGL175C
OG0001048	-processed-gene-8.120-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.120&CDS=1-1422	YMR033W
OG0001049	-processed-gene-8.82-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.82&CDS=1-1434	YDL238C
OG0001050	-processed-gene-8.121-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.121&CDS=1-699	YNL222W
OG0001051	-processed-gene-8.122-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.122&CDS=1-576	YER042W
OG0001052	-processed-gene-8.83-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.83&CDS=1-684	YOR289W
OG0001053	-processed-gene-8.84-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.84&CDS=1-5400	YMR229C
OG0001054	-processed-gene-8.86-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.86&CDS=1-2004	YHL010C
OG0001055	-processed-gene-8.123-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.123&CDS=1-1242	YDR005C
OG0001056	-processed-gene-8.167-mRNA-1_1&gene=snap_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.167&CDS=1-852	YBR011C
OG0001057	-processed-gene-8.124-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.124&CDS=1-738	YDR007W
OG0001058	-processed-gene-8.126-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.126&CDS=1-783	YLR192C
OG0001059	-processed-gene-8.128-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.128&CDS=1-3300	YGR125W
OG0001060	-processed-gene-8.129-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.129&CDS=1-678	YDR304C
OG0001061	-processed-gene-8.130-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.130&CDS=1-2388	YGR128C
OG0001062	-processed-gene-8.133-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.133&CDS=1-459	YBR173C
OG0001063	-processed-gene-8.94-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.94&CDS=1-1491	YBR056W
OG0001064	-processed-gene-8.134-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.134&CDS=1-876	YCR015C
OG0001065	-processed-gene-8.96-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.96&CDS=1-1080	YCR016W
OG0001066	-processed-gene-8.177-mRNA-1_1&gene=snap_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.177&CDS=1-4329	YCR013C
OG0001067	-processed-gene-8.135-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.135&CDS=1-1248	YCR012W
OG0001068	-processed-gene-8.99-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.99&CDS=1-3105	YCR017C
OG0001069	-processed-gene-8.100-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.100&CDS=1-2688	YBR073W
OG0001070	-processed-gene-8.138-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.138&CDS=1-1815	YDR049W
OG0001071	-processed-gene-8.139-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.139&CDS=1-1089	YDR047W
OG0001072	-processed-gene-8.101-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.101&CDS=1-3003	YBR074W
OG0001073	-processed-gene-8.141-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.141&CDS=1-831	YFR025C
OG0001074	-processed-gene-8.60-mRNA-1_1&gene=augustus_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.60&CDS=1-2112	YCR014C
OG0001075	-processed-gene-8.143-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.143&CDS=1-834	YBR185C
OG0001076	-processed-gene-8.226-mRNA-1_1&gene=snap_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.226&CDS=1-6966	YPL085W
OG0001077	-processed-gene-8.106-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.106&CDS=1-1662	YPL086C
OG0001078	-snap-gene-8.72-mRNA-1_1&gene=maker-gi|1002316217|dbj|BCGL01000007.1|-snap-gene-8.72&CDS=1-3357	YKL134C
OG0001079	-augustus-gene-8.154-mRNA-1_1&gene=maker-gi|1002316217|dbj|BCGL01000007.1|-augustus-gene-8.154&CDS=1-453	YPR153W
OG0001080	-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.65&CDS=1-2781	YKR074W
OG0001081	-processed-gene-8.32-mRNA-1_1&gene=augustus_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.32&CDS=1-2772	YLR411W
OG0001082	-processed-gene-8.150-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.150&CDS=1-993	YDR400W
OG0001083	-processed-gene-8.116-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.116&CDS=1-1596	YFL055W
OG0001084	-processed-gene-0.23-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.23&CDS=1-909	YER053C
OG0001085	-processed-gene-0.7-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.7&CDS=1-1671	YER065C
OG0001086	-processed-gene-0.8-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.8&CDS=1-750	YEL009C
OG0001087	-processed-gene-0.11-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.11&CDS=1-1179	YKL189W
OG0001088	-processed-gene-0.26-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.26&CDS=1-1844	YLR417W
OG0001089	-processed-gene-0.46-mRNA-1_1&gene=snap_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.46&CDS=1-1347	YNL152W
OG0001090	-processed-gene-0.28-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.28&CDS=1-690	YNL151C
OG0001091	-processed-gene-0.29-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.29&CDS=1-399	YNL149C
OG0001092	-processed-gene-0.32-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.32&CDS=1-402	YNL147W
OG0001093	-processed-gene-0.13-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.13&CDS=1-543	YKL016C
OG0001094	-processed-gene-0.14-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.14&CDS=1-2010	YKL017C
OG0001095	-processed-gene-0.33-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.33&CDS=1-900	YKL018W
OG0001096	-processed-gene-0.34-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.34&CDS=1-1428	YPL059W
OG0001097	-processed-gene-0.15-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.15&CDS=1-645	YER183C
OG0001098	-processed-gene-0.35-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-0.35&CDS=1-942	YER182W
OG0001099	-processed-gene-1.59-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.59&CDS=1-4563	YHR205W
OG0001100	-processed-gene-1.54-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.54&CDS=1-771	YMR048W
OG0001101	-processed-gene-1.55-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.55&CDS=1-1827	YHR202W
OG0001102	-processed-gene-1.61-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.61&CDS=1-870	YJR144W
OG0001103	-processed-gene-1.57-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.57&CDS=1-2238	YJR143C
OG0001104	-processed-gene-1.83-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.83&CDS=1-1935	YLL007C
OG0001105	-processed-gene-1.85-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.85&CDS=1-4245	YDR027C
OG0001106	-processed-gene-1.35-mRNA-1_1&gene=snap_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.35&CDS=1-855	YKL051W
OG0001107	-processed-gene-1.63-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.63&CDS=1-1146	YPL152W
OG0001108	-augustus-gene-1.142-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-augustus-gene-1.142&CDS=1-3921	YGL216W
OG0001109	-processed-gene-1.38-mRNA-1_1&gene=snap_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.38&CDS=1-231	YLR395C
OG0001110	-processed-gene-1.67-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.67&CDS=1-183	YDL067C
OG0001111	-processed-gene-1.68-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.68&CDS=1-2214	YLR396C
OG0001112	-augustus-gene-1.144-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-augustus-gene-1.144&CDS=1-273	YBL029C-A
OG0001113	-processed-gene-1.90-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.90&CDS=1-600	YDL059C
OG0001114	-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.112&CDS=1-5577	YDL058W
OG0001115	-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.113&CDS=1-2712	YKR009C
OG0001116	-processed-gene-1.91-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.91&CDS=1-1002	YMR041C
OG0001117	-processed-gene-1.70-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.70&CDS=1-609	YOR021C
OG0001118	-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.135&CDS=1-2460	YOR022C
OG0001119	-processed-gene-1.18-mRNA-1_1&gene=snap_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.18&CDS=1-2481	YLR424W
OG0001120	-processed-gene-1.93-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.93&CDS=1-1146	YKL195W
OG0001121	-processed-gene-1.94-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.94&CDS=1-621	YKL196C
OG0001122	-processed-gene-1.72-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.72&CDS=1-2172	YPR159W
OG0001123	-processed-gene-1.73-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.73&CDS=1-762	YGR135W
OG0001124	-processed-gene-1.74-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.74&CDS=1-849	YGR132C
OG0001125	-processed-gene-1.75-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.75&CDS=1-1224	YLR418C
OG0001126	-processed-gene-1.77-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.77&CDS=1-3483	YDL149W
OG0001127	-processed-gene-1.97-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.97&CDS=1-2493	YDL148C
OG0001128	-processed-gene-1.78-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.78&CDS=1-1305	YER061C
OG0001129	-processed-gene-1.47-mRNA-1_1&gene=snap_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.47&CDS=1-2202	YPR155C
OG0001130	-snap-gene-1.51-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-snap-gene-1.51&CDS=1-1647	YML114C
OG0001131	-processed-gene-1.82-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-1.82&CDS=1-2550	YMR277W
OG0001132	-processed-gene-2.41-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.41&CDS=1-1695	YMR296C
OG0001133	-processed-gene-2.43-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.43&CDS=1-1455	YML115C
OG0001134	-processed-gene-2.44-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.44&CDS=1-1821	YMR278W
OG0001135	-snap-gene-2.112-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-snap-gene-2.112&CDS=1-5193	YHR020W
OG0001136	-processed-gene-2.5-mRNA-1_1&gene=snap_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.5&CDS=1-1818	YPL222W
OG0001137	-processed-gene-2.66-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.66&CDS=1-453	YDR092W
OG0001138	-processed-gene-2.50-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.50&CDS=1-2622	YPL207W
OG0001139	-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.101&CDS=1-2331	YLL004W
OG0001140	-processed-gene-2.52-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.52&CDS=1-1095	YOR388C
OG0001141	-processed-gene-2.53-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.53&CDS=1-3189	YCR011C
OG0001142	-processed-gene-2.54-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.54&CDS=1-339	YBR135W
OG0001143	-augustus-gene-2.40-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-augustus-gene-2.40&CDS=1-4194	YBR058C
OG0001144	-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.103&CDS=1-1311	YBR057C
OG0001145	-snap-gene-2.111-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-snap-gene-2.111&CDS=1-7041	YFR019W
OG0001146	-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.104&CDS=1-1623	YOL019W
OG0001147	-processed-gene-2.77-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.77&CDS=1-2367	YPR089W
OG0001148	-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.94&CDS=1-4341	YAL002W
OG0001149	-processed-gene-2.78-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.78&CDS=1-1050	YGL001C
OG0001150	-processed-gene-2.60-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.60&CDS=1-1398	YHR018C
OG0001151	-processed-gene-2.61-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-2.61&CDS=1-1050	YNL289W
OG0001152	-processed-gene-3.95-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.95&CDS=1-621	YJR133W
OG0001153	-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.54&CDS=1-1773	YHR196W
OG0001154	-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.50&CDS=1-1203	YJR072C
OG0001155	-augustus-gene-3.47-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-augustus-gene-3.47&CDS=1-783	YKL207W
OG0001156	-processed-gene-3.93-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.93&CDS=1-348	YHL015W
OG0001157	-processed-gene-3.94-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.94&CDS=1-1824	YMR032W
OG0001158	-processed-gene-3.119-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.119&CDS=1-2742	YKL064W
OG0001159	-processed-gene-3.120-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.120&CDS=1-384	YMR039C
OG0001160	-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.59&CDS=1-5562	YDR170C
OG0001161	-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.60&CDS=1-843	YLR150W
OG0001162	-processed-gene-3.102-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.102&CDS=1-1884	YDR169C
OG0001163	-processed-gene-3.121-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.121&CDS=1-5652	YPL231W
OG0001164	-processed-gene-3.104-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.104&CDS=1-1065	YDR173C
OG0001165	-processed-gene-3.125-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.125&CDS=1-756	YOR039W
OG0001166	-snap-gene-3.134-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-snap-gene-3.134&CDS=1-3294	YOR038C
OG0001167	-processed-gene-3.126-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.126&CDS=1-1098	YDR268W
OG0001168	-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.87&CDS=1-807	YEL021W
OG0001169	-processed-gene-3.109-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.109&CDS=1-261	YEL020W-A
OG0001170	-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.69&CDS=1-1047	YEL019C
OG0001171	-processed-gene-3.130-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.130&CDS=1-1077	YJR154W
OG0001172	-processed-gene-3.111-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.111&CDS=1-1194	YIL044C
OG0001173	-processed-gene-3.131-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.131&CDS=1-2067	YPR074C
OG0001174	-augustus-gene-3.49-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-augustus-gene-3.49&CDS=1-4713	YCR036W
OG0001175	-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.72&CDS=1-3639	YDR325W
OG0001176	-augustus-gene-3.46-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-augustus-gene-3.46&CDS=1-2751	YKR038C
OG0001177	-processed-gene-3.118-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-3.118&CDS=1-1629	YJL111W
OG0001178	-processed-gene-4.44-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.44&CDS=1-2745	YDL035C
OG0001179	-processed-gene-4.42-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.42&CDS=1-651	YOL110W
OG0001180	-processed-gene-4.47-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.47&CDS=1-2058	YNL293W
OG0001181	-processed-gene-4.43-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.43&CDS=1-2127	YNL294C
OG0001182	-augustus-gene-4.82-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-augustus-gene-4.82&CDS=1-4548	YJL072C
OG0001183	-processed-gene-4.48-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.48&CDS=1-1215	YBR271W
OG0001184	-processed-gene-4.49-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.49&CDS=1-1338	YOR099W
OG0001185	-processed-gene-4.50-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.50&CDS=1-783	YJR099W
OG0001186	-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.107&CDS=1-1872	YPR045C
OG0001187	-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.94&CDS=1-1881	YDR004W
OG0001188	-processed-gene-4.67-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.67&CDS=1-3180	YMR080C
OG0001189	-processed-gene-4.54-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.54&CDS=1-1956	YBR121C
OG0001190	-processed-gene-4.69-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.69&CDS=1-930	YKL206C
OG0001191	-processed-gene-4.55-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.55&CDS=1-966	YJR070C
OG0001192	-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.112&CDS=1-369	YJR063W
OG0001193	-processed-gene-4.71-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.71&CDS=1-276	YJL062W-A
OG0001194	-processed-gene-4.57-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.57&CDS=1-1830	YJL069C
OG0001195	-snap-gene-4.124-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-snap-gene-4.124&CDS=1-3849	YBR276C
OG0001196	-processed-gene-4.59-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.59&CDS=1-1470	YFR010W
OG0001197	-processed-gene-4.37-mRNA-1_1&gene=snap_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.37&CDS=1-492	YFR011C
OG0001198	-processed-gene-4.78-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.78&CDS=1-606	YGL200C
OG0001199	-processed-gene-4.40-mRNA-1_1&gene=snap_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-4.40&CDS=1-4896	YDR464W
OG0001200	-processed-gene-5.57-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-5.57&CDS=1-1476	YHR183W
OG0001201	-processed-gene-5.58-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-5.58&CDS=1-1527	YKL211C
OG0001202	-processed-gene-5.61-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-5.61&CDS=1-807	YJL174W
OG0001203	-processed-gene-5.60-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-5.60&CDS=1-393	YKL170W
OG0001204	-processed-gene-5.62-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-5.62&CDS=1-495	YKL167C
OG0001205	-processed-gene-5.7-mRNA-1_1&gene=snap_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-5.7&CDS=1-1575	YHR007C
OG0001206	-processed-gene-5.89-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-5.89&CDS=1-933	YDR280W
OG0001207	-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-5.122&CDS=1-510	YJR017C
OG0001208	-augustus-gene-5.55-mRNA-1_1&gene=maker-gi|1002316218|dbj|BCGL01000006.1|-augustus-gene-5.55&CDS=1-2085	YDR448W
