	Lachancea_kluyveri	Saccharomyces_cerevisiae
OG0000454	augustus_masked-SAKL0A-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-4.45&CDS=1-2436	YGL083W
OG0000455	augustus_masked-SAKL0A-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-4.22&CDS=1-1371	YGL084C
OG0000456	augustus_masked-SAKL0A-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-4.46&CDS=1-2619	YGL085W
OG0000457	snap_masked-SAKL0A-processed-gene-4.80-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-4.80&CDS=1-399	YGL087C
OG0000458	augustus_masked-SAKL0A-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-4.24&CDS=1-1251	YPL188W
OG0000459	snap_masked-SAKL0A-processed-gene-4.106-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-4.106&CDS=1-762	YPL186C
OG0000460	augustus_masked-SAKL0A-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-4.48&CDS=1-1746	YPL184C
OG0000461	augustus_masked-SAKL0A-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-4.26&CDS=1-984	YGL091C
OG0000462	augustus_masked-SAKL0A-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-4.50&CDS=1-4026	YGL092W
OG0000463	snap_masked-SAKL0A-processed-gene-4.110-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-4.110&CDS=1-2979	YGL093W
OG0000464	augustus_masked-SAKL0A-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-4.27&CDS=1-222	YPL183W-A
OG0000465	augustus_masked-SAKL0A-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.7&CDS=1-2991	YPL183C
OG0000466	genemark-SAKL0A-processed-gene-5.50-mRNA-1_1&gene=genemark-SAKL0A-processed-gene-5.50&CDS=1-3396	YGL094C
OG0000467	snap_masked-SAKL0A-processed-gene-5.100-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-5.100&CDS=1-2130	YPL180W
OG0000468	augustus_masked-SAKL0A-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.6&CDS=1-1734	YGL095C
OG0000469	augustus_masked-SAKL0A-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.30&CDS=1-1209	YPL181W
OG0000470	augustus_masked-SAKL0A-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.10&CDS=1-621	YPL178W
OG0000471	augustus_masked-SAKL0A-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.31&CDS=1-960	YPL177C
OG0000472	snap_masked-SAKL0A-processed-gene-5.103-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-5.103&CDS=1-1593	YBR250W
OG0000473	augustus_masked-SAKL0A-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.14&CDS=1-2751	YBR248C
OG0000474	augustus_masked-SAKL0A-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.33&CDS=1-1449	YGL097W
OG0000475	augustus_masked-SAKL0A-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.16&CDS=1-1401	YBR247C
OG0000476	augustus_masked-SAKL0A-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.34&CDS=1-846	YGL098W
OG0000477	maker-SAKL0A-augustus-gene-5.1-mRNA-1_1&gene=maker-SAKL0A-augustus-gene-5.1&CDS=1-3003	YGL099W
OG0000478	augustus_masked-SAKL0A-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.36&CDS=1-483	YIR037W
OG0000479	augustus_masked-SAKL0A-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.37&CDS=1-1038	YGL100W
OG0000480	augustus_masked-SAKL0A-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.19&CDS=1-1338	YBR243C
OG0000481	augustus_masked-SAKL0A-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.38&CDS=1-696	YGL101W
OG0000482	augustus_masked-SAKL0A-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.39&CDS=1-447	YGL103W
OG0000483	augustus_masked-SAKL0A-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.20&CDS=1-1569	YBR241C
OG0000484	snap_masked-SAKL0A-processed-gene-5.115-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-5.115&CDS=1-1335	YBR240C
OG0000485	augustus_masked-SAKL0A-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.40&CDS=1-1113	YGL105W
OG0000486	augustus_masked-SAKL0A-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.22&CDS=1-1530	YBR239C
OG0000487	augustus_masked-SAKL0A-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.41&CDS=1-432	YGL106W
OG0000488	augustus_masked-SAKL0A-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.23&CDS=1-1932	YBR238C
OG0000489	snap_masked-SAKL0A-processed-gene-5.118-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-5.118&CDS=1-369	YGL108C
OG0000490	augustus_masked-SAKL0A-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.42&CDS=1-2529	YBR237W
OG0000491	augustus_masked-SAKL0A-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.25&CDS=1-1251	YBR236C
OG0000492	augustus_masked-SAKL0A-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.43&CDS=1-3396	YBR235W
OG0000493	augustus_masked-SAKL0A-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.26&CDS=1-1830	YGL110C
OG0000494	augustus_masked-SAKL0A-processed-gene-5.44-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.44&CDS=1-1347	YGL111W
OG0000495	augustus_masked-SAKL0A-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.27&CDS=1-1119	YBR234C
OG0000496	augustus_masked-SAKL0A-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.45&CDS=1-243	YBR233W-A
OG0000497	augustus_masked-SAKL0A-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.28&CDS=1-1590	YGL112C
OG0000498	snap_masked-SAKL0A-processed-gene-5.140-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-5.140&CDS=1-2109	YGL113W
OG0000499	augustus_masked-SAKL0A-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.47&CDS=1-1281	YBR233W
OG0000500	augustus_masked-SAKL0A-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-5.29&CDS=1-867	YBR231C
OG0000501	maker-SAKL0A-augustus-gene-5.2-mRNA-1_1&gene=maker-SAKL0A-augustus-gene-5.2&CDS=1-3171	YGL114W
OG0000502	snap_masked-SAKL0A-processed-gene-5.144-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-5.144&CDS=1-1761	YGL116W
OG0000503	snap_masked-SAKL0A-processed-gene-6.54-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-6.54&CDS=1-900	YGL117W
OG0000504	augustus_masked-SAKL0A-processed-gene-6.111-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.111&CDS=1-1656	YGL119W
OG0000505	augustus_masked-SAKL0A-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.106&CDS=1-2310	YGL120C
OG0000506	augustus_masked-SAKL0A-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.107&CDS=1-441	YGL121C
OG0000507	augustus_masked-SAKL0A-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.108&CDS=1-1467	YGL122C
OG0000508	augustus_masked-SAKL0A-processed-gene-6.132-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.132&CDS=1-780	YGL123W
OG0000509	augustus_masked-SAKL0A-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.112&CDS=1-528	YBR230C
OG0000510	augustus_masked-SAKL0A-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.113&CDS=1-1851	YGL124C
OG0000511	augustus_masked-SAKL0A-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.114&CDS=1-2760	YBR229C
OG0000512	augustus_masked-SAKL0A-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.134&CDS=1-924	YBR228W
OG0000513	augustus_masked-SAKL0A-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.115&CDS=1-1509	YBR227C
OG0000514	augustus_masked-SAKL0A-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.135&CDS=1-2580	YBR225W
OG0000515	augustus_masked-SAKL0A-processed-gene-6.136-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.136&CDS=1-1806	YGL125W
OG0000516	augustus_masked-SAKL0A-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.116&CDS=1-1716	YBR223C
OG0000517	augustus_masked-SAKL0A-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.117&CDS=1-1605	YBR222C
OG0000518	augustus_masked-SAKL0A-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.118&CDS=1-1086	YBR221C
OG0000519	augustus_masked-SAKL0A-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.119&CDS=1-1644	YBR220C
OG0000520	augustus_masked-SAKL0A-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.137&CDS=1-1287	YGL126W
OG0000521	augustus_masked-SAKL0A-processed-gene-6.120-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.120&CDS=1-384	YGL127C
OG0000522	augustus_masked-SAKL0A-processed-gene-6.138-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.138&CDS=1-672	YGL061C
OG0000523	augustus_masked-SAKL0A-processed-gene-6.139-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.139&CDS=1-600	YBR217W
OG0000524	augustus_masked-SAKL0A-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.123&CDS=1-2148	YGL060W
OG0000525	snap_masked-SAKL0A-processed-gene-6.82-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-6.82&CDS=1-1683	YBR215W
OG0000526	augustus_masked-SAKL0A-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.124&CDS=1-1497	YGL059W
OG0000527	maker-SAKL0A-augustus-gene-6.99-mRNA-1_1&gene=maker-SAKL0A-augustus-gene-6.99&CDS=1-507	YGL058W
OG0000528	augustus_masked-SAKL0A-processed-gene-6.141-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.141&CDS=1-774	YGL057C
OG0000529	augustus_masked-SAKL0A-processed-gene-6.142-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.142&CDS=1-1413	YBR214W
OG0000530	augustus_masked-SAKL0A-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.126&CDS=1-1440	YGL055W
OG0000531	augustus_masked-SAKL0A-processed-gene-6.143-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.143&CDS=1-915	YBR213W
OG0000532	augustus_masked-SAKL0A-processed-gene-6.144-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.144&CDS=1-1470	YBR212W
OG0000533	augustus_masked-SAKL0A-processed-gene-6.127-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.127&CDS=1-954	YBR211C
OG0000534	augustus_masked-SAKL0A-processed-gene-6.145-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.145&CDS=1-405	YGL054C
OG0000535	augustus_masked-SAKL0A-processed-gene-6.146-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.146&CDS=1-1719	YBR293W
OG0000536	augustus_masked-SAKL0A-processed-gene-6.148-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.148&CDS=1-732	YLR301W
OG0000537	augustus_masked-SAKL0A-processed-gene-6.149-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.149&CDS=1-4722	YOR191W
OG0000538	augustus_masked-SAKL0A-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.150&CDS=1-1317	YLR300W
OG0000539	augustus_masked-SAKL0A-processed-gene-6.151-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.151&CDS=1-234	YOR189W
OG0000540	augustus_masked-SAKL0A-processed-gene-6.152-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.152&CDS=1-3822	YOR188W
OG0000541	augustus_masked-SAKL0A-processed-gene-6.153-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.153&CDS=1-1947	YLR299W
OG0000542	augustus_masked-SAKL0A-processed-gene-6.154-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.154&CDS=1-1293	YOR187W
OG0000543	augustus_masked-SAKL0A-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.128&CDS=1-627	YLR298C
OG0000544	augustus_masked-SAKL0A-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.129&CDS=1-351	YLR295C
OG0000545	augustus_masked-SAKL0A-processed-gene-7.0-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.0&CDS=1-576	YLR292C
OG0000546	augustus_masked-SAKL0A-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.1&CDS=1-1110	YLR291C
OG0000547	augustus_masked-SAKL0A-processed-gene-7.2-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.2&CDS=1-846	YLR290C
OG0000548	augustus_masked-SAKL0A-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.5&CDS=1-1929	YLR289W
OG0000549	augustus_masked-SAKL0A-processed-gene-7.3-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.3&CDS=1-1341	YLR288C
OG0000550	augustus_masked-SAKL0A-processed-gene-7.6-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.6&CDS=1-1182	YOR184W
OG0000551	snap_masked-SAKL0A-processed-gene-7.64-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-7.64&CDS=1-1122	YLR287C
OG0000552	maker-SAKL0A-snap-gene-7.54-mRNA-1_1&gene=maker-SAKL0A-snap-gene-7.54&CDS=1-1536	YOR181W
OG0000553	augustus_masked-SAKL0A-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.27&CDS=1-810	YLR285W
OG0000554	augustus_masked-SAKL0A-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.9&CDS=1-852	YLR284C
OG0000555	augustus_masked-SAKL0A-processed-gene-7.28-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.28&CDS=1-894	YLR283W
OG0000556	augustus_masked-SAKL0A-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.10&CDS=1-3816	YLR278C
OG0000557	maker-SAKL0A-augustus-gene-7.49-mRNA-1_1&gene=maker-SAKL0A-augustus-gene-7.49&CDS=1-4014	YLR277C
OG0000558	snap_masked-SAKL0A-processed-gene-7.90-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-7.90&CDS=1-324	YLR275W
OG0000559	augustus_masked-SAKL0A-processed-gene-7.30-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.30&CDS=1-2307	YLR274W
OG0000560	snap_masked-SAKL0A-processed-gene-7.71-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-7.71&CDS=1-2367	YOR178C
OG0000561	augustus_masked-SAKL0A-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.15&CDS=1-3501	YLR272C
OG0000562	genemark-SAKL0A-processed-gene-7.142-mRNA-1_1&gene=genemark-SAKL0A-processed-gene-7.142&CDS=1-1164	YOR176W
OG0000563	augustus_masked-SAKL0A-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.16&CDS=1-1830	YOR175C
OG0000564	augustus_masked-SAKL0A-processed-gene-7.33-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.33&CDS=1-897	YOR174W
OG0000565	snap_masked-SAKL0A-processed-gene-7.95-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-7.95&CDS=1-1047	YLR271W
OG0000566	augustus_masked-SAKL0A-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.35&CDS=1-1062	YLR270W
OG0000567	augustus_masked-SAKL0A-processed-gene-7.36-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.36&CDS=1-642	YLR268W
OG0000568	snap_masked-SAKL0A-processed-gene-7.77-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-7.77&CDS=1-1653	YLR267W
OG0000569	augustus_masked-SAKL0A-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.37&CDS=1-2346	YOR165W
OG0000570	augustus_masked-SAKL0A-processed-gene-7.19-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.19&CDS=1-915	YOR164C
OG0000571	augustus_masked-SAKL0A-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.38&CDS=1-540	YOR163W
OG0000572	augustus_masked-SAKL0A-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.40&CDS=1-1437	YOR166C
OG0000573	augustus_masked-SAKL0A-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.20&CDS=1-789	YKL007W
OG0000574	augustus_masked-SAKL0A-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.41&CDS=1-291	YKL006C-A
OG0000575	snap_masked-SAKL0A-processed-gene-7.103-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-7.103&CDS=1-1716	YKL005C
OG0000576	augustus_masked-SAKL0A-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.22&CDS=1-1257	YKL004W
OG0000577	augustus_masked-SAKL0A-processed-gene-7.43-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.43&CDS=1-387	YKL003C
OG0000578	augustus_masked-SAKL0A-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.23&CDS=1-687	YKL002W
OG0000579	maker-SAKL0A-augustus-gene-7.51-mRNA-1_1&gene=maker-SAKL0A-augustus-gene-7.51&CDS=1-594	YKL001C
OG0000580	augustus_masked-SAKL0A-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.45&CDS=1-2070	YKR001C
OG0000581	augustus_masked-SAKL0A-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.24&CDS=1-1809	YKR002W
OG0000582	augustus_masked-SAKL0A-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.25&CDS=1-1359	YHR001W
OG0000583	snap_masked-SAKL0A-processed-gene-7.107-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-7.107&CDS=1-1113	YKR004C
OG0000584	augustus_masked-SAKL0A-processed-gene-7.47-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.47&CDS=1-1710	YKR005C
OG0000585	augustus_masked-SAKL0A-processed-gene-8.4-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.4&CDS=1-741	YKR006C
OG0000586	augustus_masked-SAKL0A-processed-gene-8.1-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.1&CDS=1-492	YKR007W
OG0000587	augustus_masked-SAKL0A-processed-gene-8.2-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.2&CDS=1-1653	YKR008W
OG0000588	augustus_masked-SAKL0A-processed-gene-8.5-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.5&CDS=1-2685	YKR009C
OG0000589	maker-SAKL0A-augustus-gene-8.68-mRNA-1_1&gene=maker-SAKL0A-augustus-gene-8.68&CDS=1-1419	YBR288C
OG0000590	augustus_masked-SAKL0A-processed-gene-8.6-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.6&CDS=1-2112	YBR289W
OG0000591	augustus_masked-SAKL0A-processed-gene-8.7-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.7&CDS=1-876	YBR290W
OG0000592	augustus_masked-SAKL0A-processed-gene-8.34-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.34&CDS=1-888	YBR291C
OG0000593	augustus_masked-SAKL0A-processed-gene-8.8-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.8&CDS=1-1038	YHR002W
OG0000594	augustus_masked-SAKL0A-processed-gene-8.35-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.35&CDS=1-1332	YKL027W
OG0000595	augustus_masked-SAKL0A-processed-gene-8.36-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.36&CDS=1-1347	YKL028W
OG0000596	augustus_masked-SAKL0A-processed-gene-8.9-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.9&CDS=1-1950	YKL029C
OG0000597	augustus_masked-SAKL0A-processed-gene-8.37-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.37&CDS=1-2391	YJL212C
OG0000598	augustus_masked-SAKL0A-processed-gene-8.38-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.38&CDS=1-1155	YHR004C
OG0000599	augustus_masked-SAKL0A-processed-gene-8.10-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.10&CDS=1-720	YMR069W
OG0000600	genemark-SAKL0A-processed-gene-8.168-mRNA-1_1&gene=genemark-SAKL0A-processed-gene-8.168&CDS=1-1113	YMR070W
OG0000601	maker-SAKL0A-augustus-gene-8.69-mRNA-1_1&gene=maker-SAKL0A-augustus-gene-8.69&CDS=1-501	YMR071C
OG0000602	snap_masked-SAKL0A-processed-gene-8.100-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-8.100&CDS=1-1053	YKL032C
OG0000603	augustus_masked-SAKL0A-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.41&CDS=1-573	YMR073C
OG0000604	maker-SAKL0A-augustus-gene-8.70-mRNA-1_1&gene=maker-SAKL0A-augustus-gene-8.70&CDS=1-390	YMR074C
OG0000605	augustus_masked-SAKL0A-processed-gene-8.13-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.13&CDS=1-1734	YMR075W
OG0000606	augustus_masked-SAKL0A-processed-gene-8.44-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.44&CDS=1-3858	YMR076C
OG0000607	maker-SAKL0A-augustus-gene-8.72-mRNA-1_1&gene=maker-SAKL0A-augustus-gene-8.72&CDS=1-5280	YKL033W
OG0000608	augustus_masked-SAKL0A-processed-gene-8.14-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.14&CDS=1-1644	YHL010C
OG0000609	augustus_masked-SAKL0A-processed-gene-8.15-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.15&CDS=1-960	YHL011C
OG0000610	augustus_masked-SAKL0A-processed-gene-8.47-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.47&CDS=1-708	YKL033W-A
OG0000611	augustus_masked-SAKL0A-processed-gene-8.48-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.48&CDS=1-2253	YKL034W
OG0000612	augustus_masked-SAKL0A-processed-gene-8.49-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.49&CDS=1-1497	YKL035W
OG0000613	snap_masked-SAKL0A-processed-gene-8.139-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-8.139&CDS=1-3057	YKL038W
OG0000614	augustus_masked-SAKL0A-processed-gene-8.16-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.16&CDS=1-957	YHL013C
OG0000615	augustus_masked-SAKL0A-processed-gene-8.17-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.17&CDS=1-1290	YHL014C
OG0000616	augustus_masked-SAKL0A-processed-gene-8.51-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.51&CDS=1-354	YHL015W
OG0000617	augustus_masked-SAKL0A-processed-gene-8.19-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.19&CDS=1-2157	YHL016C
OG0000618	augustus_masked-SAKL0A-processed-gene-8.52-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.52&CDS=1-1503	YKL039W
OG0000619	augustus_masked-SAKL0A-processed-gene-8.54-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.54&CDS=1-693	YKL208W
OG0000620	augustus_masked-SAKL0A-processed-gene-8.55-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.55&CDS=1-657	YJR073C
OG0000621	snap_masked-SAKL0A-processed-gene-8.109-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-8.109&CDS=1-3930	YKL209C
OG0000622	augustus_masked-SAKL0A-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.56&CDS=1-3048	YKL210W
OG0000623	augustus_masked-SAKL0A-processed-gene-8.22-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.22&CDS=1-582	YJR074W
OG0000624	augustus_masked-SAKL0A-processed-gene-8.23-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.23&CDS=1-1221	YJR075W
OG0000625	augustus_masked-SAKL0A-processed-gene-8.24-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.24&CDS=1-1470	YKL211C
OG0000626	augustus_masked-SAKL0A-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.58&CDS=1-1881	YKL212W
OG0000627	augustus_masked-SAKL0A-processed-gene-8.25-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.25&CDS=1-2133	YKL213C
