	Saccharomyces_cerevisiae	yHMPu5000034990_Candida_corydali
OG0000732	YBR221C	snap_masked-flattened_line_27-processed-gene-1.264-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.264&CDS=1-1170
OG0000733	YBR223C	augustus_masked-flattened_line_9-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.38&CDS=1-1566
OG0000734	YBR229C	snap_masked-flattened_line_15-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.87&CDS=1-2517
OG0000735	YBR231C	snap_masked-flattened_line_37-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.88&CDS=1-918
OG0000736	YBR233W	snap_masked-flattened_line_37-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.87&CDS=1-1719
OG0000737	YBR234C	snap_masked-flattened_line_3-processed-gene-4.49-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.49&CDS=1-1128
OG0000738	YBR235W	maker-flattened_line_13-snap-gene-3.266-mRNA-1_1&gene=maker-flattened_line_13-snap-gene-3.266&CDS=1-6009
OG0000739	YBR236C	snap_masked-flattened_line_45-processed-gene-0.225-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.225&CDS=1-1422
OG0000740	YBR239C	augustus_masked-flattened_line_3-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.33&CDS=1-1440
OG0000741	YBR243C	snap_masked-flattened_line_29-processed-gene-1.134-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.134&CDS=1-3372
OG0000742	YBR245C	augustus_masked-flattened_line_5-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.111&CDS=1-3798
OG0000743	YBR246W	augustus_masked-flattened_line_29-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.68&CDS=1-969
OG0000744	YBR247C	snap_masked-flattened_line_11-processed-gene-3.91-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.91&CDS=1-1383
OG0000745	YBR248C	snap_masked-flattened_line_11-processed-gene-3.93-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.93&CDS=1-1770
OG0000746	YBR249C	snap_masked-flattened_line_29-processed-gene-1.113-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.113&CDS=1-1095
OG0000747	YBR256C	snap_masked-flattened_line_43-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.89&CDS=1-708
OG0000748	YBR257W	snap_masked-flattened_line_55-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.94&CDS=1-780
OG0000749	YBR260C	snap_masked-flattened_line_29-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.84&CDS=1-1920
OG0000750	YBR261C	snap_masked-flattened_line_11-processed-gene-5.160-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-5.160&CDS=1-708
OG0000751	YBR265W	snap_masked-flattened_line_3-processed-gene-7.28-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.28&CDS=1-900
OG0000752	YBR267W	snap_masked-flattened_line_29-processed-gene-1.114-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.114&CDS=1-1146
OG0000753	YBR268W	snap_masked-flattened_line_29-processed-gene-1.121-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.121&CDS=1-294
OG0000754	YBR269C	snap_masked-flattened_line_7-processed-gene-4.66-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.66&CDS=1-399
OG0000755	YBR271W	snap_masked-flattened_line_7-processed-gene-4.67-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.67&CDS=1-1143
OG0000756	YBR276C	snap_masked-flattened_line_9-processed-gene-2.32-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.32&CDS=1-2679
OG0000757	YBR279W	snap_masked-flattened_line_61-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.57&CDS=1-1425
OG0000758	YBR280C	snap_masked-flattened_line_37-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.59&CDS=1-1587
OG0000759	YBR283C	snap_masked-flattened_line_29-processed-gene-1.95-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.95&CDS=1-1404
OG0000760	YBR286W	snap_masked-flattened_line_39-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.26&CDS=1-1623
OG0000761	YBR287W	snap_masked-flattened_line_47-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.80&CDS=1-1365
OG0000762	YBR288C	snap_masked-flattened_line_37-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.86&CDS=1-1371
OG0000763	YBR290W	snap_masked-flattened_line_25-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.40&CDS=1-1014
OG0000764	YBR291C	genemark-flattened_line_25-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.107&CDS=1-1755
OG0000765	YBR296C	snap_masked-flattened_line_23-processed-gene-1.112-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.112&CDS=1-1779
OG0000766	YCL001W	snap_masked-flattened_line_9-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.29&CDS=1-1683
OG0000767	YCL004W	genemark-flattened_line_9-processed-gene-2.105-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.105&CDS=1-1671
OG0000768	YCL005W-A	snap_masked-flattened_line_5-processed-gene-4.53-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.53&CDS=1-216
OG0000769	YCL009C	genemark-flattened_line_1-processed-gene-5.121-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-5.121&CDS=1-909
OG0000770	YCL010C	snap_masked-flattened_line_9-processed-gene-2.17-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.17&CDS=1-936
OG0000771	YCL014W	augustus_masked-flattened_line_9-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.2&CDS=1-3225
OG0000772	YCL016C	snap_masked-flattened_line_9-processed-gene-3.59-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-3.59&CDS=1-1011
OG0000773	YCL017C	augustus_masked-flattened_line_9-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.51&CDS=1-2199
OG0000774	YCL018W	snap_masked-flattened_line_9-processed-gene-2.3-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.3&CDS=1-1113
OG0000775	YCL027W	snap_masked-flattened_line_5-processed-gene-2.64-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.64&CDS=1-993
OG0000776	YCL029C	snap_masked-flattened_line_45-processed-gene-0.186-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.186&CDS=1-780
OG0000777	YCL030C	maker-flattened_line_27-augustus-gene-0.105-mRNA-1_1&gene=maker-flattened_line_27-augustus-gene-0.105&CDS=1-3696
OG0000778	YCL031C	maker-flattened_line_17-augustus-gene-1.158-mRNA-1_1&gene=maker-flattened_line_17-augustus-gene-1.158&CDS=1-1506
OG0000779	YCL032W	snap_masked-flattened_line_25-processed-gene-1.145-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.145&CDS=1-1290
OG0000780	YCL034W	snap_masked-flattened_line_51-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.103&CDS=1-1266
OG0000781	YCL039W	augustus_masked-flattened_line_9-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-0.96&CDS=1-1827
OG0000782	YCL043C	snap_masked-flattened_line_9-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.72&CDS=1-1575
OG0000783	YCL044C	snap_masked-flattened_line_7-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.36&CDS=1-975
OG0000784	YCL045C	snap_masked-flattened_line_15-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.40&CDS=1-2592
OG0000785	YCL047C	augustus_masked-flattened_line_21-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.63&CDS=1-1833
OG0000786	YCL055W	snap_masked-flattened_line_3-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.23&CDS=1-912
OG0000787	YCL057C-A	snap_masked-flattened_line_53-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.42&CDS=1-252
OG0000788	YCL057W	snap_masked-flattened_line_29-processed-gene-1.106-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.106&CDS=1-2037
OG0000789	YCL059C	snap_masked-flattened_line_7-processed-gene-6.106-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-6.106&CDS=1-1086
OG0000790	YCL061C	snap_masked-flattened_line_7-processed-gene-6.73-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-6.73&CDS=1-3030
OG0000791	YCR002C	maker-flattened_line_3-snap-gene-6.53-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-6.53&CDS=1-2103
OG0000792	YCR003W	snap_masked-flattened_line_3-processed-gene-6.97-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.97&CDS=1-540
OG0000793	YCR008W	snap_masked-flattened_line_3-processed-gene-5.128-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.128&CDS=1-1929
OG0000794	YCR009C	snap_masked-flattened_line_71-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.16&CDS=1-792
OG0000795	YCR011C	augustus_masked-flattened_line_3-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-5.12&CDS=1-4389
OG0000796	YCR015C	snap_masked-flattened_line_45-processed-gene-0.187-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.187&CDS=1-732
OG0000797	YCR016W	snap_masked-flattened_line_45-processed-gene-0.232-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.232&CDS=1-618
OG0000798	YCR017C	snap_masked-flattened_line_3-processed-gene-4.7-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.7&CDS=1-2868
OG0000799	YCR020C-A	augustus_masked-flattened_line_35-processed-gene-1.225-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.225&CDS=1-300
OG0000800	YCR021C	snap_masked-flattened_line_25-processed-gene-1.117-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.117&CDS=1-1047
OG0000801	YCR024C	snap_masked-flattened_line_9-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.59&CDS=1-1308
OG0000802	YCR027C	snap_masked-flattened_line_13-processed-gene-1.6-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.6&CDS=1-552
OG0000803	YCR028C	snap_masked-flattened_line_1-processed-gene-2.73-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.73&CDS=1-1404
OG0000804	YCR028C-A	snap_masked-flattened_line_29-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.79&CDS=1-399
OG0000805	YCR030C	snap_masked-flattened_line_27-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.80&CDS=1-2310
OG0000806	YCR033W	snap_masked-flattened_line_5-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.67&CDS=1-2754
OG0000807	YCR034W	snap_masked-flattened_line_5-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.82&CDS=1-996
OG0000808	YCR035C	snap_masked-flattened_line_5-processed-gene-6.107-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-6.107&CDS=1-1053
OG0000809	YCR036W	snap_masked-flattened_line_5-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.61&CDS=1-957
OG0000810	YCR042C	maker-flattened_line_55-augustus-gene-0.51-mRNA-1_1&gene=maker-flattened_line_55-augustus-gene-0.51&CDS=1-6135
OG0000811	YCR044C	genemark-flattened_line_35-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-1.98&CDS=1-1050
OG0000812	YCR047C	augustus_masked-flattened_line_35-processed-gene-1.226-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.226&CDS=1-2676
OG0000813	YCR051W	augustus_masked-flattened_line_41-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.1&CDS=1-1719
OG0000814	YCR053W	augustus_masked-flattened_line_15-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.63&CDS=1-4044
OG0000815	YCR057C	snap_masked-flattened_line_3-processed-gene-3.67-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.67&CDS=1-2733
OG0000816	YCR059C	snap_masked-flattened_line_3-processed-gene-3.66-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.66&CDS=1-708
OG0000817	YCR061W	snap_masked-flattened_line_21-processed-gene-2.147-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-2.147&CDS=1-1812
OG0000818	YCR063W	maker-flattened_line_5-snap-gene-5.96-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-5.96&CDS=1-1359
OG0000819	YCR065W	snap_masked-flattened_line_5-processed-gene-5.76-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-5.76&CDS=1-1494
OG0000820	YCR068W	maker-flattened_line_23-augustus-gene-2.53-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-2.53&CDS=1-2475
OG0000821	YCR071C	augustus_masked-flattened_line_1-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-6.63&CDS=1-2367
OG0000822	YCR072C	snap_masked-flattened_line_1-processed-gene-6.77-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.77&CDS=1-1530
OG0000823	YCR077C	snap_masked-flattened_line_1-processed-gene-6.106-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.106&CDS=1-2343
OG0000824	YCR079W	snap_masked-flattened_line_47-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.122&CDS=1-1335
OG0000825	YCR086W	snap_masked-flattened_line_33-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.72&CDS=1-486
OG0000826	YCR087C-A	snap_masked-flattened_line_3-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.85&CDS=1-438
OG0000827	YCR088W	snap_masked-flattened_line_1-processed-gene-5.80-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.80&CDS=1-1983
OG0000828	YCR090C	genemark-flattened_line_51-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.18&CDS=1-483
OG0000829	YCR092C	snap_masked-flattened_line_39-processed-gene-1.134-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.134&CDS=1-2940
OG0000830	YCR093W	snap_masked-flattened_line_1-processed-gene-1.64-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.64&CDS=1-8532
OG0000831	YCR095C	snap_masked-flattened_line_21-processed-gene-2.175-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-2.175&CDS=1-1224
OG0000832	YCR098C	maker-flattened_line_13-augustus-gene-3.3-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-3.3&CDS=1-1560
OG0000833	YDL001W	snap_masked-flattened_line_11-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.7&CDS=1-1299
OG0000834	YDL002C	snap_masked-flattened_line_11-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.6&CDS=1-762
OG0000835	YDL003W	snap_masked-flattened_line_33-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.56&CDS=1-1383
OG0000836	YDL004W	snap_masked-flattened_line_33-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.60&CDS=1-480
OG0000837	YDL006W	snap_masked-flattened_line_5-processed-gene-4.73-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.73&CDS=1-1176
OG0000838	YDL007W	snap_masked-flattened_line_11-processed-gene-1.71-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.71&CDS=1-1326
OG0000839	YDL013W	augustus_masked-flattened_line_17-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-0.133&CDS=1-1119
OG0000840	YDL014W	snap_masked-flattened_line_1-processed-gene-7.125-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.125&CDS=1-969
OG0000841	YDL015C	snap_masked-flattened_line_41-processed-gene-1.102-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-1.102&CDS=1-933
OG0000842	YDL017W	snap_masked-flattened_line_17-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.116&CDS=1-1311
OG0000843	YDL020C	genemark-flattened_line_67-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_67-processed-gene-0.54&CDS=1-1194
OG0000844	YDL022W	snap_masked-flattened_line_41-processed-gene-1.94-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-1.94&CDS=1-1152
OG0000845	YDL025C	snap_masked-flattened_line_9-processed-gene-3.98-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-3.98&CDS=1-1533
OG0000846	YDL028C	snap_masked-flattened_line_33-processed-gene-1.246-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.246&CDS=1-1521
OG0000847	YDL029W	augustus_masked-flattened_line_33-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.85&CDS=1-2265
OG0000848	YDL030W	snap_masked-flattened_line_15-processed-gene-2.126-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.126&CDS=1-1452
OG0000849	YDL031W	snap_masked-flattened_line_13-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.20&CDS=1-2742
OG0000850	YDL033C	snap_masked-flattened_line_5-processed-gene-1.92-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.92&CDS=1-1239
OG0000851	YDL035C	genemark-flattened_line_15-processed-gene-3.214-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-3.214&CDS=1-1998
OG0000852	YDL040C	genemark-flattened_line_15-processed-gene-3.166-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-3.166&CDS=1-2322
OG0000853	YDL043C	genemark-flattened_line_5-processed-gene-2.146-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.146&CDS=1-762
OG0000854	YDL045C	snap_masked-flattened_line_5-processed-gene-2.90-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.90&CDS=1-873
OG0000855	YDL045W-A	augustus_masked-flattened_line_15-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.104&CDS=1-285
OG0000856	YDL047W	snap_masked-flattened_line_67-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.36&CDS=1-942
OG0000857	YDL051W	snap_masked-flattened_line_7-processed-gene-2.98-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.98&CDS=1-906
OG0000858	YDL052C	snap_masked-flattened_line_9-processed-gene-4.134-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-4.134&CDS=1-918
OG0000859	YDL055C	snap_masked-flattened_line_45-processed-gene-0.196-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.196&CDS=1-1086
OG0000860	YDL056W	snap_masked-flattened_line_9-processed-gene-5.163-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-5.163&CDS=1-2451
OG0000861	YDL057W	genemark-flattened_line_35-processed-gene-1.151-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-1.151&CDS=1-1965
OG0000862	YDL058W	snap_masked-flattened_line_1-processed-gene-6.108-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.108&CDS=1-5808
OG0000863	YDL060W	snap_masked-flattened_line_19-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.72&CDS=1-2289
OG0000864	YDL063C	snap_masked-flattened_line_19-processed-gene-1.92-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.92&CDS=1-1854
OG0000865	YDL064W	snap_masked-flattened_line_19-processed-gene-1.95-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.95&CDS=1-477
OG0000866	YDL065C	snap_masked-flattened_line_19-processed-gene-1.97-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.97&CDS=1-969
OG0000867	YDL067C	snap_masked-flattened_line_17-processed-gene-2.57-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.57&CDS=1-183
OG0000868	YDL072C	snap_masked-flattened_line_7-processed-gene-1.52-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.52&CDS=1-648
OG0000869	YDL074C	genemark-flattened_line_15-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.11&CDS=1-1629
OG0000870	YDL076C	snap_masked-flattened_line_7-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.49&CDS=1-1332
OG0000871	YDL084W	snap_masked-flattened_line_27-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.94&CDS=1-1290
OG0000872	YDL087C	snap_masked-flattened_line_27-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.70&CDS=1-702
OG0000873	YDL090C	snap_masked-flattened_line_23-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.100&CDS=1-1281
OG0000874	YDL091C	snap_masked-flattened_line_23-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.83&CDS=1-1344
