	Saccharomyces_cerevisiae	yHMPu5000041829_Debaryomyces_fabryi
OG0000878	YDL189W	genemark-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.109-mRNA-1_1&gene=genemark-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.109&CDS=1-1260
OG0000879	YDL190C	augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.53&CDS=1-3204
OG0000880	YDL193W	augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.9&CDS=1-1056
OG0000881	YDL195W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-4.127&CDS=1-3798
OG0000882	YDL198C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-6.151-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-6.151&CDS=1-903
OG0000883	YDL200C	augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.73&CDS=1-561
OG0000884	YDL201W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-3.49&CDS=1-876
OG0000885	YDL202W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-3.50&CDS=1-756
OG0000886	YDL205C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-4.41&CDS=1-1083
OG0000887	YDL206W	genemark-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.142&CDS=1-2121
OG0000888	YDL207W	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-0.144&CDS=1-1524
OG0000889	YDL208W	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-0.135&CDS=1-462
OG0000890	YDL209C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-5.48&CDS=1-957
OG0000891	YDL212W	augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-0.14&CDS=1-657
OG0000892	YDL213C	augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-0.13&CDS=1-606
OG0000893	YDL215C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.27&CDS=1-3156
OG0000894	YDL217C	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.18&CDS=1-546
OG0000895	YDL219W	maker-NODE_3_length_903599_cov_13.2106_ID_2211-augustus-gene-0.134-mRNA-1_1&gene=maker-NODE_3_length_903599_cov_13.2106_ID_2211-augustus-gene-0.134&CDS=1-501
OG0000896	YDL225W	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.5&CDS=1-1767
OG0000897	YDL226C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-0.115&CDS=1-1089
OG0000898	YDL230W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-2.147&CDS=1-3012
OG0000899	YDL234C	augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-1.137&CDS=1-2271
OG0000900	YDL235C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.65&CDS=1-438
OG0000901	YDL237W	augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-1.67&CDS=1-1026
OG0000902	YDL238C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.232-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.232&CDS=1-1491
OG0000903	YDL240W	genemark-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-5.13-mRNA-1_1&gene=genemark-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-5.13&CDS=1-4452
OG0000904	YDL244W	augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.203&CDS=1-1017
OG0000905	YDR002W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-1.106&CDS=1-606
OG0000906	YDR004W	snap_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-0.31&CDS=1-1698
OG0000907	YDR005C	maker-NODE_13_length_289920_cov_14.0381_ID_3657-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_13_length_289920_cov_14.0381_ID_3657-augustus-gene-0.2&CDS=1-1194
OG0000908	YDR006C	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-8.14-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-8.14&CDS=1-1854
OG0000909	YDR007W	maker-NODE_5_length_854671_cov_13.4875_ID_2683-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_5_length_854671_cov_13.4875_ID_2683-augustus-gene-1.2&CDS=1-3099
OG0000910	YDR011W	augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.152&CDS=1-4434
OG0000911	YDR013W	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-2.140&CDS=1-696
OG0000912	YDR016C	augustus_masked-NODE_18_length_150317_cov_11.9441_ID_3603-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_18_length_150317_cov_11.9441_ID_3603-processed-gene-0.5&CDS=1-321
OG0000913	YDR017C	augustus_masked-NODE_18_length_150317_cov_11.9441_ID_3603-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_18_length_150317_cov_11.9441_ID_3603-processed-gene-0.4&CDS=1-2505
OG0000914	YDR019C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-3.12&CDS=1-1185
OG0000915	YDR020C	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.21&CDS=1-726
OG0000916	YDR021W	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.62&CDS=1-1197
OG0000917	YDR023W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-1.31&CDS=1-1380
OG0000918	YDR026C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-4.105&CDS=1-2163
OG0000919	YDR027C	augustus_masked-NODE_17_length_162902_cov_17.3632_ID_9078-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_17_length_162902_cov_17.3632_ID_9078-processed-gene-0.35&CDS=1-3378
OG0000920	YDR028C	augustus_masked-NODE_17_length_162902_cov_17.3632_ID_9078-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_17_length_162902_cov_17.3632_ID_9078-processed-gene-0.33&CDS=1-2811
OG0000921	YDR030C	snap_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-1.104-mRNA-1_1&gene=snap_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-1.104&CDS=1-1359
OG0000922	YDR031W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.31&CDS=1-315
OG0000923	YDR032C	genemark-NODE_18_length_150317_cov_11.9441_ID_3603-processed-gene-0.157-mRNA-1_1&gene=genemark-NODE_18_length_150317_cov_11.9441_ID_3603-processed-gene-0.157&CDS=1-600
OG0000924	YDR034C	augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.154&CDS=1-2166
OG0000925	YDR036C	augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-0.124&CDS=1-3966
OG0000926	YDR037W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.32&CDS=1-1779
OG0000927	YDR041W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.33&CDS=1-804
OG0000928	YDR044W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.95-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.95&CDS=1-969
OG0000929	YDR045C	genemark-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.144-mRNA-1_1&gene=genemark-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.144&CDS=1-303
OG0000930	YDR047W	maker-NODE_2_length_1055133_cov_10.9579_ID_2135-augustus-gene-2.165-mRNA-1_1&gene=maker-NODE_2_length_1055133_cov_10.9579_ID_2135-augustus-gene-2.165&CDS=1-1086
OG0000931	YDR049W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.23&CDS=1-1899
OG0000932	YDR050C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.47&CDS=1-744
OG0000933	YDR051C	maker-NODE_2_length_1055133_cov_10.9579_ID_2135-augustus-gene-2.171-mRNA-1_1&gene=maker-NODE_2_length_1055133_cov_10.9579_ID_2135-augustus-gene-2.171&CDS=1-1026
OG0000934	YDR052C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.23&CDS=1-1686
OG0000935	YDR054C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.22&CDS=1-735
OG0000936	YDR057W	snap_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-5.54-mRNA-1_1&gene=snap_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-5.54&CDS=1-1749
OG0000937	YDR060W	augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-1.38&CDS=1-3225
OG0000938	YDR061W	snap_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-5.27-mRNA-1_1&gene=snap_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-5.27&CDS=1-1638
OG0000939	YDR062W	snap_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-5.26-mRNA-1_1&gene=snap_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-5.26&CDS=1-1671
OG0000940	YDR064W	maker-NODE_2_length_1055133_cov_10.9579_ID_2135-snap-gene-9.11-mRNA-1_1&gene=maker-NODE_2_length_1055133_cov_10.9579_ID_2135-snap-gene-9.11&CDS=1-780
OG0000941	YDR067C	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-5.114&CDS=1-600
OG0000942	YDR068W	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-5.100&CDS=1-1032
OG0000943	YDR071C	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-5.120&CDS=1-669
OG0000944	YDR074W	augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-0.126&CDS=1-3888
OG0000945	YDR079C-A	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.31&CDS=1-207
OG0000946	YDR079W	maker-NODE_6_length_824049_cov_12.7447_ID_4701-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_6_length_824049_cov_12.7447_ID_4701-augustus-gene-1.0&CDS=1-294
OG0000947	YDR081C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.33&CDS=1-2523
OG0000948	YDR083W	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.12&CDS=1-1239
OG0000949	YDR084C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.32&CDS=1-681
OG0000950	YDR087C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-0.96&CDS=1-984
OG0000951	YDR088C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-0.97&CDS=1-1107
OG0000952	YDR089W	snap_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.58&CDS=1-2139
OG0000953	YDR091C	maker-NODE_16_length_253375_cov_11.5577_ID_3229-snap-gene-0.131-mRNA-1_1&gene=maker-NODE_16_length_253375_cov_11.5577_ID_3229-snap-gene-0.131&CDS=1-2004
OG0000954	YDR092W	snap_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-4.5-mRNA-1_1&gene=snap_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-4.5&CDS=1-453
OG0000955	YDR097C	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-0.95&CDS=1-4182
OG0000956	YDR100W	maker-NODE_16_length_253375_cov_11.5577_ID_3229-augustus-gene-1.283-mRNA-1_1&gene=maker-NODE_16_length_253375_cov_11.5577_ID_3229-augustus-gene-1.283&CDS=1-420
OG0000957	YDR101C	snap_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-0.16&CDS=1-1692
OG0000958	YDR103W	augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-1.19&CDS=1-2049
OG0000959	YDR104C	augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-1.14&CDS=1-3117
OG0000960	YDR105C	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-0.127&CDS=1-1680
OG0000961	YDR108W	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-0.130&CDS=1-2052
OG0000962	YDR111C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.36&CDS=1-1467
OG0000963	YDR115W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.25&CDS=1-366
OG0000964	YDR116C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.16&CDS=1-846
OG0000965	YDR117C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.14&CDS=1-1755
OG0000966	YDR120C	snap_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-1.56&CDS=1-2547
OG0000967	YDR121W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.127-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.127&CDS=1-738
OG0000968	YDR126W	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-1.24&CDS=1-789
OG0000969	YDR127W	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-6.128&CDS=1-5826
OG0000970	YDR128W	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-4.118&CDS=1-4797
OG0000971	YDR129C	snap_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-3.45-mRNA-1_1&gene=snap_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-3.45&CDS=1-1947
OG0000972	YDR140W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.249-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.249&CDS=1-2172
OG0000973	YDR141C	maker-NODE_1_length_1085505_cov_12.3365_ID_2412-augustus-gene-9.291-mRNA-1_1&gene=maker-NODE_1_length_1085505_cov_12.3365_ID_2412-augustus-gene-9.291&CDS=1-5826
OG0000974	YDR142C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-6.39&CDS=1-1119
OG0000975	YDR148C	augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-2.44&CDS=1-1329
OG0000976	YDR150W	snap_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-7.9-mRNA-1_1&gene=snap_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-7.9&CDS=1-9759
OG0000977	YDR152W	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-1.19&CDS=1-711
OG0000978	YDR155C	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-1.36&CDS=1-486
OG0000979	YDR158W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-6.47-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-6.47&CDS=1-1095
OG0000980	YDR159W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-6.46&CDS=1-4023
OG0000981	YDR160W	snap_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-7.6-mRNA-1_1&gene=snap_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-7.6&CDS=1-2508
OG0000982	YDR161W	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-0.104&CDS=1-1188
OG0000983	YDR162C	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-1.38&CDS=1-729
OG0000984	YDR164C	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-1.16&CDS=1-2211
OG0000985	YDR166C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-4.104&CDS=1-2925
OG0000986	YDR167W	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-4.116&CDS=1-666
OG0000987	YDR168W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-6.46&CDS=1-1518
OG0000988	YDR169C	snap_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-6.93-mRNA-1_1&gene=snap_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-6.93&CDS=1-1530
