	Saccharomyces_cerevisiae	yHMPu5000035675_Kregervanrija_fluxuum
OG0000781	YCR003W	augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-4.32&CDS=1-543
OG0000782	YCR008W	snap_masked-NODE_65_length_52007_cov_46.55_ID_18378-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_65_length_52007_cov_46.55_ID_18378-processed-gene-0.63&CDS=1-1791
OG0000783	YCR009C	maker-NODE_65_length_52007_cov_46.55_ID_18378-augustus-gene-0.48-mRNA-1_1&gene=maker-NODE_65_length_52007_cov_46.55_ID_18378-augustus-gene-0.48&CDS=1-789
OG0000784	YCR011C	snap_masked-NODE_90_length_24846_cov_54.4109_ID_21022-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_90_length_24846_cov_54.4109_ID_21022-processed-gene-0.20&CDS=1-3015
OG0000785	YCR012W	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-0.122&CDS=1-1248
OG0000786	YCR016W	augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-0.9&CDS=1-921
OG0000787	YCR017C	augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-1.4&CDS=1-2904
OG0000788	YCR019W	augustus_masked-NODE_59_length_58862_cov_45.2993_ID_17635-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_59_length_58862_cov_45.2993_ID_17635-processed-gene-0.18&CDS=1-1026
OG0000789	YCR024C	augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.29&CDS=1-1476
OG0000790	YCR028C-A	augustus_masked-NODE_54_length_72431_cov_41.2795_ID_16302-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_54_length_72431_cov_41.2795_ID_16302-processed-gene-0.101&CDS=1-390
OG0000791	YCR030C	augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-4.48&CDS=1-2817
OG0000792	YCR032W	snap_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-0.52&CDS=1-6159
OG0000793	YCR033W	augustus_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-1.35&CDS=1-3903
OG0000794	YCR034W	snap_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-0.51&CDS=1-1020
OG0000795	YCR035C	augustus_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-0.120&CDS=1-1170
OG0000796	YCR036W	augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.53&CDS=1-1587
OG0000797	YCR042C	augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.255-mRNA-1_1&gene=augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.255&CDS=1-4899
OG0000798	YCR045C	snap_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-1.105&CDS=1-1170
OG0000799	YCR047C	augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.226-mRNA-1_1&gene=augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.226&CDS=1-831
OG0000800	YCR053W	augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.44&CDS=1-1533
OG0000801	YCR054C	augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.154&CDS=1-1587
OG0000802	YCR057C	augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.153&CDS=1-2760
OG0000803	YCR059C	genemark-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.2-mRNA-1_1&gene=genemark-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.2&CDS=1-1092
OG0000804	YCR060W	augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.152&CDS=1-1296
OG0000805	YCR061W	snap_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.16&CDS=1-1866
OG0000806	YCR063W	augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-1.33&CDS=1-462
OG0000807	YCR066W	augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-1.35&CDS=1-1188
OG0000808	YCR068W	maker-NODE_11_length_257823_cov_39.7523_ID_10145-snap-gene-1.156-mRNA-1_1&gene=maker-NODE_11_length_257823_cov_39.7523_ID_10145-snap-gene-1.156&CDS=1-2289
OG0000809	YCR071C	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-1.28&CDS=1-366
OG0000810	YCR072C	maker-NODE_16_length_214599_cov_38.2211_ID_10423-snap-gene-0.43-mRNA-1_1&gene=maker-NODE_16_length_214599_cov_38.2211_ID_10423-snap-gene-0.43&CDS=1-2790
OG0000811	YCR075C	maker-NODE_7_length_295593_cov_39.4802_ID_11207-snap-gene-1.79-mRNA-1_1&gene=maker-NODE_7_length_295593_cov_39.4802_ID_11207-snap-gene-1.79&CDS=1-768
OG0000812	YCR076C	augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-1.235-mRNA-1_1&gene=augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-1.235&CDS=1-972
OG0000813	YCR079W	augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-1.272-mRNA-1_1&gene=augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-1.272&CDS=1-1488
OG0000814	YCR081W	augustus_masked-NODE_58_length_59207_cov_38.8906_ID_16098-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_58_length_59207_cov_38.8906_ID_16098-processed-gene-0.7&CDS=1-4674
OG0000815	YCR084C	augustus_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-0.109&CDS=1-2076
OG0000816	YCR086W	snap_masked-NODE_25_length_163307_cov_38.207_ID_16192-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_25_length_163307_cov_38.207_ID_16192-processed-gene-0.52&CDS=1-1344
OG0000817	YCR088W	augustus_masked-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.178&CDS=1-1899
OG0000818	YCR090C	augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-4.5&CDS=1-489
OG0000819	YCR092C	augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-4.40&CDS=1-2976
OG0000820	YCR093W	maker-NODE_30_length_133359_cov_41.3905_ID_13478-snap-gene-0.66-mRNA-1_1&gene=maker-NODE_30_length_133359_cov_41.3905_ID_13478-snap-gene-0.66&CDS=1-8349
OG0000821	YCR097W	augustus_masked-NODE_113_length_12530_cov_44.6656_ID_63725-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_113_length_12530_cov_44.6656_ID_63725-processed-gene-0.9&CDS=1-906
OG0000822	YCR098C	augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.263-mRNA-1_1&gene=augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.263&CDS=1-1611
OG0000823	YDL001W	augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-1.200&CDS=1-1425
OG0000824	YDL004W	maker-NODE_69_length_47934_cov_37.0505_ID_17811-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_69_length_47934_cov_37.0505_ID_17811-augustus-gene-0.1&CDS=1-489
OG0000825	YDL007W	maker-NODE_9_length_260814_cov_39.3821_ID_13670-augustus-gene-1.195-mRNA-1_1&gene=maker-NODE_9_length_260814_cov_39.3821_ID_13670-augustus-gene-1.195&CDS=1-2415
OG0000826	YDL008W	snap_masked-NODE_65_length_52007_cov_46.55_ID_18378-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_65_length_52007_cov_46.55_ID_18378-processed-gene-0.51&CDS=1-354
OG0000827	YDL013W	snap_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-2.66-mRNA-1_1&gene=snap_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-2.66&CDS=1-1362
OG0000828	YDL014W	augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-2.128&CDS=1-975
OG0000829	YDL015C	augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-1.297-mRNA-1_1&gene=augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-1.297&CDS=1-942
OG0000830	YDL017W	augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.32&CDS=1-1665
OG0000831	YDL020C	augustus_masked-NODE_81_length_33103_cov_48.0835_ID_19643-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_81_length_33103_cov_48.0835_ID_19643-processed-gene-0.3&CDS=1-1761
OG0000832	YDL022W	augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-0.35&CDS=1-1161
OG0000833	YDL025C	augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-0.89&CDS=1-1581
OG0000834	YDL028C	snap_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-0.36&CDS=1-1971
OG0000835	YDL031W	augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.1&CDS=1-3030
OG0000836	YDL033C	augustus_masked-NODE_85_length_30736_cov_45.3603_ID_20143-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_85_length_30736_cov_45.3603_ID_20143-processed-gene-0.46&CDS=1-1308
OG0000837	YDL035C	genemark-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.26&CDS=1-2001
OG0000838	YDL040C	augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.52&CDS=1-2325
OG0000839	YDL043C	augustus_masked-NODE_84_length_31068_cov_38.9459_ID_19910-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_84_length_31068_cov_38.9459_ID_19910-processed-gene-0.0&CDS=1-672
OG0000840	YDL045C	augustus_masked-NODE_57_length_61462_cov_46.266_ID_20586-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_57_length_61462_cov_46.266_ID_20586-processed-gene-0.81&CDS=1-717
OG0000841	YDL045W-A	augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.53&CDS=1-273
OG0000842	YDL046W	augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-0.9&CDS=1-558
OG0000843	YDL047W	augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.195&CDS=1-945
OG0000844	YDL052C	augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.46&CDS=1-894
OG0000845	YDL054C	augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.304-mRNA-1_1&gene=augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.304&CDS=1-4482
OG0000846	YDL055C	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.223-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.223&CDS=1-1086
OG0000847	YDL057W	augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-1.8&CDS=1-1794
OG0000848	YDL058W	maker-NODE_4_length_399286_cov_39.7387_ID_11480-snap-gene-1.145-mRNA-1_1&gene=maker-NODE_4_length_399286_cov_39.7387_ID_11480-snap-gene-1.145&CDS=1-6033
OG0000849	YDL059C	maker-NODE_1_length_545607_cov_39.0795_ID_37410-snap-gene-3.136-mRNA-1_1&gene=maker-NODE_1_length_545607_cov_39.0795_ID_37410-snap-gene-3.136&CDS=1-660
OG0000850	YDL060W	maker-NODE_20_length_199813_cov_39.3871_ID_10920-snap-gene-0.197-mRNA-1_1&gene=maker-NODE_20_length_199813_cov_39.3871_ID_10920-snap-gene-0.197&CDS=1-3432
OG0000851	YDL063C	augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.277-mRNA-1_1&gene=augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.277&CDS=1-1896
OG0000852	YDL064W	augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.230-mRNA-1_1&gene=augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.230&CDS=1-483
OG0000853	YDL067C	maker-NODE_1_length_545607_cov_39.0795_ID_37410-snap-gene-3.140-mRNA-1_1&gene=maker-NODE_1_length_545607_cov_39.0795_ID_37410-snap-gene-3.140&CDS=1-177
OG0000854	YDL072C	augustus_masked-NODE_26_length_161125_cov_39.819_ID_18698-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-NODE_26_length_161125_cov_39.819_ID_18698-processed-gene-0.222&CDS=1-582
OG0000855	YDL074C	maker-NODE_63_length_53522_cov_42.0536_ID_17017-snap-gene-0.40-mRNA-1_1&gene=maker-NODE_63_length_53522_cov_42.0536_ID_17017-snap-gene-0.40&CDS=1-2103
OG0000856	YDL076C	snap_masked-NODE_26_length_161125_cov_39.819_ID_18698-processed-gene-0.150-mRNA-1_1&gene=snap_masked-NODE_26_length_161125_cov_39.819_ID_18698-processed-gene-0.150&CDS=1-1083
OG0000857	YDL077C	snap_masked-NODE_26_length_161125_cov_39.819_ID_18698-processed-gene-0.148-mRNA-1_1&gene=snap_masked-NODE_26_length_161125_cov_39.819_ID_18698-processed-gene-0.148&CDS=1-2445
OG0000858	YDL081C	augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.173&CDS=1-321
OG0000859	YDL084W	maker-NODE_4_length_399286_cov_39.7387_ID_11480-augustus-gene-2.189-mRNA-1_1&gene=maker-NODE_4_length_399286_cov_39.7387_ID_11480-augustus-gene-2.189&CDS=1-1299
OG0000860	YDL087C	augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-1.227-mRNA-1_1&gene=augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-1.227&CDS=1-759
OG0000861	YDL090C	genemark-NODE_72_length_43196_cov_44.3802_ID_17933-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_72_length_43196_cov_44.3802_ID_17933-processed-gene-0.21&CDS=1-1365
OG0000862	YDL092W	maker-NODE_72_length_43196_cov_44.3802_ID_17933-augustus-gene-0.41-mRNA-1_1&gene=maker-NODE_72_length_43196_cov_44.3802_ID_17933-augustus-gene-0.41&CDS=1-402
OG0000863	YDL097C	augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.147&CDS=1-1326
OG0000864	YDL098C	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-1.19&CDS=1-588
OG0000865	YDL099W	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-1.17&CDS=1-996
OG0000866	YDL100C	augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-1.216-mRNA-1_1&gene=augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-1.216&CDS=1-1032
OG0000867	YDL101C	augustus_masked-NODE_53_length_74688_cov_39.8702_ID_37054-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_53_length_74688_cov_39.8702_ID_37054-processed-gene-0.17&CDS=1-1608
OG0000868	YDL102W	augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-0.97&CDS=1-3291
OG0000869	YDL104C	augustus_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.155&CDS=1-1155
OG0000870	YDL105W	snap_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.119&CDS=1-1272
OG0000871	YDL106C	snap_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.120&CDS=1-4500
OG0000872	YDL107W	augustus_masked-NODE_44_length_88802_cov_40.0904_ID_21692-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_44_length_88802_cov_40.0904_ID_21692-processed-gene-0.107&CDS=1-1134
OG0000873	YDL108W	augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.162&CDS=1-906
OG0000874	YDL110C	augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-0.121&CDS=1-486
OG0000875	YDL111C	augustus_masked-NODE_60_length_57921_cov_51.9033_ID_36354-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_60_length_57921_cov_51.9033_ID_36354-processed-gene-0.84&CDS=1-882
OG0000876	YDL112W	augustus_masked-NODE_60_length_57921_cov_51.9033_ID_36354-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_60_length_57921_cov_51.9033_ID_36354-processed-gene-0.73&CDS=1-4785
OG0000877	YDL113C	augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.30&CDS=1-1635
OG0000878	YDL114W	augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-0.133&CDS=1-993
OG0000879	YDL115C	augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-0.113&CDS=1-2649
OG0000880	YDL116W	augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.182&CDS=1-2352
OG0000881	YDL117W	augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.161&CDS=1-2427
OG0000882	YDL119C	augustus_masked-NODE_53_length_74688_cov_39.8702_ID_37054-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_53_length_74688_cov_39.8702_ID_37054-processed-gene-0.27&CDS=1-876
OG0000883	YDL120W	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-4.26&CDS=1-579
OG0000884	YDL122W	snap_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.88&CDS=1-1707
OG0000885	YDL124W	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-1.3&CDS=1-939
OG0000886	YDL126C	maker-NODE_25_length_163307_cov_38.207_ID_16192-snap-gene-0.84-mRNA-1_1&gene=maker-NODE_25_length_163307_cov_38.207_ID_16192-snap-gene-0.84&CDS=1-3465
OG0000887	YDL132W	augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-0.125&CDS=1-2346
OG0000888	YDL134C	augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-0.101&CDS=1-1026
OG0000889	YDL135C	augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-0.128&CDS=1-597
