	Saccharomyces_cerevisiae	yHMPu5000035689_Candida_mycetangii
OG0000463	YOR049C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-12.48-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-12.48&CDS=1-1182, maker-NODE_1_length_1846036_cov_27.8053_ID_2084-snap-gene-14.162-mRNA-1_1&gene=maker-NODE_1_length_1846036_cov_27.8053_ID_2084-snap-gene-14.162&CDS=1-2250
OG0000464	YOR120W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-2.50-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-2.50&CDS=1-912, genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.124&CDS=1-918
OG0000465	YOR227W, YPL137C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-11.71-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-11.71&CDS=1-3273
OG0000466	YOR231W, YPL140C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.32-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.32&CDS=1-1314
OG0000467	YOR234C, YPL143W	augustus_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.260-mRNA-1_1&gene=augustus_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.260&CDS=1-423
OG0000468	YOR237W, YPL145C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.140-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.140&CDS=1-1284
OG0000469	YOR238W	augustus_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.297-mRNA-1_1&gene=augustus_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.297&CDS=1-2211, genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.96-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.96&CDS=1-1380
OG0000470	YOR256C, YPL176C	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-1.51&CDS=1-2223
OG0000471	YOR258W	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.0&CDS=1-585, genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-3.139-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-3.139&CDS=1-585
OG0000472	YOR270C	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.21-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.21&CDS=1-2424, genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-4.82-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-4.82&CDS=1-2484
OG0000473	YOR320C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.86-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.86&CDS=1-1692, snap_masked-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.300-mRNA-1_1&gene=snap_masked-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.300&CDS=1-1539
OG0000474	YOR388C, YPL275W	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-0.93&CDS=1-1101
OG0000475	YOR390W, YPL279C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-13.15-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-13.15&CDS=1-1119
OG0000476	YPL048W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-12.35-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-12.35&CDS=1-1218, genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.96-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.96&CDS=1-1221
OG0000477	YPL064C	genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.139-mRNA-1_1&gene=genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.139&CDS=1-1263, maker-NODE_4_length_1011378_cov_28.5779_ID_1711-snap-gene-3.48-mRNA-1_1&gene=maker-NODE_4_length_1011378_cov_28.5779_ID_1711-snap-gene-3.48&CDS=1-504
OG0000478	YPL160W	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.25&CDS=1-3261, genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.103-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.103&CDS=1-3255
OG0000479	YPL186C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-5.22-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-5.22&CDS=1-882, snap_masked-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.2-mRNA-1_1&gene=snap_masked-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.2&CDS=1-597
OG0000480	YPL265W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-6.126-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-6.126&CDS=1-1737, genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-6.139-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-6.139&CDS=1-1707
OG0000481	YPR013C, YPR015C	snap_masked-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.142-mRNA-1_1&gene=snap_masked-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.142&CDS=1-924
OG0000482	YPR127W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-0.96&CDS=1-996, genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-0.105&CDS=1-1011
OG0000483	YPR181C	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.0-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.0&CDS=1-2274, genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-5.18-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-5.18&CDS=1-2202
OG0000484	YAL001C	genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-1.51&CDS=1-3783
OG0000485	YAL002W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-2.23-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-2.23&CDS=1-4635
OG0000486	YAL003W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.179-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.179&CDS=1-639
OG0000487	YAL009W	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-1.112-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-1.112&CDS=1-1284
OG0000488	YAL010C	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.66&CDS=1-1176
OG0000489	YAL011W	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.40&CDS=1-2133
OG0000490	YAL012W	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-1.124&CDS=1-1158
OG0000491	YAL013W	augustus_masked-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-1.13&CDS=1-1455
OG0000492	YAL014C	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-1.126-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-1.126&CDS=1-789
OG0000493	YAL016W	genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.217-mRNA-1_1&gene=genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.217&CDS=1-1878
OG0000494	YAL019W	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-1.140-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-1.140&CDS=1-2922
OG0000495	YAL020C	snap_masked-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-1.57&CDS=1-996
OG0000496	YAL021C	augustus_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-1.38&CDS=1-2289
OG0000497	YAL022C	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-4.96-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-4.96&CDS=1-1338
OG0000498	YAL024C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-5.63-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-5.63&CDS=1-3951
OG0000499	YAL025C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-2.93-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-2.93&CDS=1-927
OG0000500	YAL026C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-2.92-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-2.92&CDS=1-3936
OG0000501	YAL027W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.25-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.25&CDS=1-585
OG0000502	YAL031C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-0.39&CDS=1-2808
OG0000503	YAL032C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-1.134-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-1.134&CDS=1-1314
OG0000504	YAL033W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-1.152-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-1.152&CDS=1-486
OG0000505	YAL034W-A	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-0.24&CDS=1-855
OG0000506	YAL035W	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-1.117-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-1.117&CDS=1-3006
OG0000507	YAL036C	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-1.138&CDS=1-1101
OG0000508	YAL038W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-1.27&CDS=1-1518
OG0000509	YAL039C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-2.4-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-2.4&CDS=1-843
OG0000510	YAL041W	snap_masked-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-1.67&CDS=1-2274
OG0000511	YAL042W	snap_masked-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.10-mRNA-1_1&gene=snap_masked-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.10&CDS=1-1218
OG0000512	YAL043C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.142-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.142&CDS=1-2166
OG0000513	YAL044C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.87-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.87&CDS=1-510
OG0000514	YAL044W-A	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.109-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.109&CDS=1-306
OG0000515	YAL046C	maker-NODE_2_length_1528460_cov_26.3327_ID_1453-augustus-gene-9.100-mRNA-1_1&gene=maker-NODE_2_length_1528460_cov_26.3327_ID_1453-augustus-gene-9.100&CDS=1-3009
OG0000516	YAL048C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.126-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.126&CDS=1-1908
OG0000517	YAL049C	snap_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-1.120-mRNA-1_1&gene=snap_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-1.120&CDS=1-2355
OG0000518	YAL051W, YOR363C	
OG0000519	YAL053W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-1.28&CDS=1-2256
OG0000520	YAL055W	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-0.135-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-0.135&CDS=1-492
OG0000521	YAL058W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-4.61-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-4.61&CDS=1-1674
OG0000522	YAL059W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-4.60-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-4.60&CDS=1-519
OG0000523	YAR002C-A	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.157-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.157&CDS=1-645
OG0000524	YAR002W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-2.43-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-2.43&CDS=1-1659
OG0000525	YAR003W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.178-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.178&CDS=1-1209
OG0000526	YAR007C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-1.41&CDS=1-1818
OG0000527	YAR008W	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.79-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.79&CDS=1-918
OG0000528	YAR014C	genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-0.3&CDS=1-1524
OG0000529	YAR015W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.134-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.134&CDS=1-909
OG0000530	YAR018C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.113-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.113&CDS=1-1443
OG0000531	YAR035W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-11.60-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-11.60&CDS=1-2136
OG0000532	YBL001C	augustus_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.69&CDS=1-3042
OG0000533	YBL004W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.131-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.131&CDS=1-7374
OG0000534	YBL007C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.57-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.57&CDS=1-3534
OG0000535	YBL008W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.28-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.28&CDS=1-2589
OG0000536	YBL010C	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.69-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.69&CDS=1-843
OG0000537	YBL013W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-1.24-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-1.24&CDS=1-1080
OG0000538	YBL015W	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-3.176-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-3.176&CDS=1-1569
OG0000539	YBL018C	snap_masked-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.115&CDS=1-333
OG0000540	YBL019W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.53&CDS=1-1587
OG0000541	YBL020W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.81-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.81&CDS=1-1659
OG0000542	YBL021C	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.147-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.147&CDS=1-753
OG0000543	YBL022C	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.146-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.146&CDS=1-3321
OG0000544	YBL023C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-8.65-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-8.65&CDS=1-2577
OG0000545	YBL024W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.166-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.166&CDS=1-2112
OG0000546	YBL028C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.104-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.104&CDS=1-309
OG0000547	YBL029C-A	snap_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.2-mRNA-1_1&gene=snap_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.2&CDS=1-258
OG0000548	YBL029W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.67-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.67&CDS=1-1065
OG0000549	YBL033C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-2.21-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-2.21&CDS=1-999
OG0000550	YBL034C	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-4.97-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-4.97&CDS=1-4104
OG0000551	YBL035C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.74-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.74&CDS=1-1902
OG0000552	YBL036C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.73-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.73&CDS=1-741
OG0000553	YBL037W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.51-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.51&CDS=1-2871
OG0000554	YBL038W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.54-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.54&CDS=1-660
OG0000555	YBL039C	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.59-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.59&CDS=1-1713
OG0000556	YBL040C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-1.111-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-1.111&CDS=1-639
OG0000557	YBL041W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-3.65-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-3.65&CDS=1-723
OG0000558	YBL043W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-3.64-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-3.64&CDS=1-735
OG0000559	YBL045C	genemark-NODE_22_length_24651_cov_38.0223_ID_2870-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_22_length_24651_cov_38.0223_ID_2870-processed-gene-0.11&CDS=1-1344
OG0000560	YBL047C	genemark-NODE_22_length_24651_cov_38.0223_ID_2870-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_22_length_24651_cov_38.0223_ID_2870-processed-gene-0.8&CDS=1-4104
OG0000561	YBL049W	genemark-NODE_20_length_65565_cov_43.2458_ID_2753-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_20_length_65565_cov_43.2458_ID_2753-processed-gene-0.48&CDS=1-342
OG0000562	YBL050W	snap_masked-NODE_22_length_24651_cov_38.0223_ID_2870-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_22_length_24651_cov_38.0223_ID_2870-processed-gene-0.29&CDS=1-885
OG0000563	YBL051C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-1.64&CDS=1-2097
OG0000564	YBL055C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.89-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.89&CDS=1-1086
OG0000565	YBL057C	genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.87&CDS=1-627
OG0000566	YBL058W	genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.121&CDS=1-1104
OG0000567	YBL059C-A	genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.119&CDS=1-303
OG0000568	YBL060W	genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.85&CDS=1-1974
