	Ascoidea_rubescens	Saccharomyces_cerevisiae
OG0000560	snap_masked-scaffold_1-processed-gene-2.46-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.46&CDS=1-414	YAL046C
OG0000561	genemark-scaffold_1-processed-gene-2.28-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.28&CDS=1-1014	YBR046C
OG0000562	genemark-scaffold_1-processed-gene-2.13-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.13&CDS=1-1068	YHR198C
OG0000563	genemark-scaffold_1-processed-gene-2.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.14&CDS=1-1944	YJR136C
OG0000564	genemark-scaffold_1-processed-gene-2.15-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.15&CDS=1-870	YKL195W
OG0000565	genemark-scaffold_1-processed-gene-2.16-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.16&CDS=1-2106	YFR015C
OG0000566	genemark-scaffold_1-processed-gene-2.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.31&CDS=1-261	YJR135W-A
OG0000567	augustus_masked-scaffold_1-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.96&CDS=1-1173	YHR200W
OG0000568	augustus_masked-scaffold_1-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.111&CDS=1-2040	YHR031C
OG0000569	augustus_masked-scaffold_1-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.112&CDS=1-1689	YCR024C
OG0000570	genemark-scaffold_1-processed-gene-2.20-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.20&CDS=1-855	YBR011C
OG0000571	maker-scaffold_1-snap-gene-2.125-mRNA-1_1&gene=maker-scaffold_1-snap-gene-2.125&CDS=1-8730	YDR023W
OG0000572	genemark-scaffold_1-processed-gene-2.21-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.21&CDS=1-2469	YOL033W
OG0000573	genemark-scaffold_1-processed-gene-2.37-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.37&CDS=1-4494	YBL079W
OG0000574	snap_masked-scaffold_1-processed-gene-2.61-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.61&CDS=1-504	YNL153C
OG0000575	genemark-scaffold_1-processed-gene-2.23-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.23&CDS=1-855	YHR189W
OG0000576	genemark-scaffold_1-processed-gene-2.41-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.41&CDS=1-2298	YMR224C
OG0000577	augustus_masked-scaffold_1-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.121&CDS=1-2091	YMR240C
OG0000578	augustus_masked-scaffold_1-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.105&CDS=1-1068	YOR305W
OG0000579	genemark-scaffold_1-processed-gene-3.88-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.88&CDS=1-990	YJR024C
OG0000580	genemark-scaffold_1-processed-gene-3.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.89&CDS=1-1569	YML056C
OG0000581	genemark-scaffold_1-processed-gene-3.111-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.111&CDS=1-765	YLR441C
OG0000582	genemark-scaffold_1-processed-gene-3.112-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.112&CDS=1-747	YMR073C
OG0000583	genemark-scaffold_1-processed-gene-3.90-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.90&CDS=1-960	YML064C
OG0000584	genemark-scaffold_1-processed-gene-3.113-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.113&CDS=1-2853	YML065W
OG0000585	genemark-scaffold_1-processed-gene-3.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.91&CDS=1-1170	YLR443W
OG0000586	genemark-scaffold_1-processed-gene-3.92-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.92&CDS=1-1542	YML066C
OG0000587	snap_masked-scaffold_1-processed-gene-3.33-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.33&CDS=1-3612	YJL020C
OG0000588	genemark-scaffold_1-processed-gene-3.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.93&CDS=1-1476	YMR048W
OG0000589	genemark-scaffold_1-processed-gene-3.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.94&CDS=1-804	YER026C
OG0000590	genemark-scaffold_1-processed-gene-3.97-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.97&CDS=1-834	YDR090C
OG0000591	genemark-scaffold_1-processed-gene-3.99-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.99&CDS=1-1551	YHR170W
OG0000592	augustus_masked-scaffold_1-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.57&CDS=1-549	YJL024C
OG0000593	genemark-scaffold_1-processed-gene-3.118-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.118&CDS=1-1470	YDR111C
OG0000594	genemark-scaffold_1-processed-gene-3.102-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.102&CDS=1-1332	YOR303W
OG0000595	genemark-scaffold_1-processed-gene-3.103-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.103&CDS=1-1032	YER142C
OG0000596	genemark-scaffold_1-processed-gene-3.104-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.104&CDS=1-1329	YER136W
OG0000597	maker-scaffold_1-snap-gene-3.4-mRNA-1_1&gene=maker-scaffold_1-snap-gene-3.4&CDS=1-1191	YOR077W
OG0000598	genemark-scaffold_1-processed-gene-3.122-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.122&CDS=1-648	YDR067C
OG0000599	genemark-scaffold_1-processed-gene-3.106-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.106&CDS=1-1296	YDR068W
OG0000600	genemark-scaffold_1-processed-gene-3.107-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.107&CDS=1-642	YLR293C
OG0000601	maker-scaffold_1-snap-gene-3.2-mRNA-1_1&gene=maker-scaffold_1-snap-gene-3.2&CDS=1-324	YDR512C
OG0000602	genemark-scaffold_1-processed-gene-4.88-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.88&CDS=1-1077	YER107C
OG0000603	snap_masked-scaffold_1-processed-gene-4.22-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.22&CDS=1-939	YIL106W
OG0000604	snap_masked-scaffold_1-processed-gene-4.4-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.4&CDS=1-552	YER112W
OG0000605	genemark-scaffold_1-processed-gene-4.109-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.109&CDS=1-1230	YGR185C
OG0000606	genemark-scaffold_1-processed-gene-4.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.91&CDS=1-1122	YNL263C
OG0000607	augustus_masked-scaffold_1-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.68&CDS=1-4506	YBL091C
OG0000608	genemark-scaffold_1-processed-gene-4.96-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.96&CDS=1-1167	YOR340C
OG0000609	genemark-scaffold_1-processed-gene-4.100-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.100&CDS=1-1218	YMR166C
OG0000610	snap_masked-scaffold_1-processed-gene-4.15-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.15&CDS=1-1065	YMR315W
OG0000611	genemark-scaffold_1-processed-gene-4.103-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.103&CDS=1-1821	YGL142C
OG0000612	genemark-scaffold_1-processed-gene-4.116-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.116&CDS=1-1338	YDL107W
OG0000613	genemark-scaffold_1-processed-gene-4.117-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.117&CDS=1-960	YDL108W
OG0000614	snap_masked-scaffold_1-processed-gene-4.30-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.30&CDS=1-2523	YLR138W
OG0000615	snap_masked-scaffold_1-processed-gene-4.31-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.31&CDS=1-723	YER163C
OG0000616	maker-scaffold_1-snap-gene-4.84-mRNA-1_1&gene=maker-scaffold_1-snap-gene-4.84&CDS=1-273	YDL045W-A
OG0000617	maker-scaffold_1-snap-gene-4.85-mRNA-1_1&gene=maker-scaffold_1-snap-gene-4.85&CDS=1-3564	YBR043C
OG0000618	genemark-scaffold_1-processed-gene-4.121-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.121&CDS=1-621	YBR040W
OG0000619	snap_masked-scaffold_1-processed-gene-5.30-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.30&CDS=1-513	YCL033C
OG0000620	snap_masked-scaffold_1-processed-gene-5.31-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.31&CDS=1-3789	YNL054W
OG0000621	genemark-scaffold_1-processed-gene-5.2-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.2&CDS=1-1365	YGR169C
OG0000622	genemark-scaffold_1-processed-gene-5.16-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.16&CDS=1-2034	YIL108W
OG0000623	genemark-scaffold_1-processed-gene-5.3-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.3&CDS=1-2784	YIL109C
OG0000624	genemark-scaffold_1-processed-gene-5.4-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.4&CDS=1-1692	YCR014C
OG0000625	maker-scaffold_1-snap-gene-5.83-mRNA-1_1&gene=maker-scaffold_1-snap-gene-5.83&CDS=1-1062	YML067C
OG0000626	genemark-scaffold_1-processed-gene-5.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.18&CDS=1-1521	YDR448W
OG0000627	genemark-scaffold_1-processed-gene-5.5-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.5&CDS=1-1767	YML068W
OG0000628	maker-scaffold_1-snap-gene-5.84-mRNA-1_1&gene=maker-scaffold_1-snap-gene-5.84&CDS=1-1752	YHR150W
OG0000629	genemark-scaffold_1-processed-gene-5.7-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.7&CDS=1-849	YLR414C
OG0000630	snap_masked-scaffold_1-processed-gene-5.48-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.48&CDS=1-2940	YKL185W
OG0000631	snap_masked-scaffold_1-processed-gene-5.49-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.49&CDS=1-693	YLR438W
OG0000632	snap_masked-scaffold_1-processed-gene-5.51-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.51&CDS=1-2988	YGR128C
OG0000633	snap_masked-scaffold_1-processed-gene-5.52-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.52&CDS=1-3450	YML061C
OG0000634	maker-scaffold_1-augustus-gene-5.26-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-5.26&CDS=1-4668	YLR410W
OG0000635	genemark-scaffold_1-processed-gene-5.23-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.23&CDS=1-3018	YLR409C
OG0000636	maker-scaffold_1-augustus-gene-5.27-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-5.27&CDS=1-6768	YDL077C
OG0000637	snap_masked-scaffold_1-processed-gene-5.56-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.56&CDS=1-711	YBR096W
OG0000638	genemark-scaffold_1-processed-gene-5.13-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.13&CDS=1-882	YLR372W
OG0000639	genemark-scaffold_1-processed-gene-6.0-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.0&CDS=1-885	YDR121W
OG0000640	augustus_masked-scaffold_1-processed-gene-6.36-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.36&CDS=1-1179	YMR272C
OG0000641	genemark-scaffold_1-processed-gene-6.1-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.1&CDS=1-1989	YLR429W
OG0000642	augustus_masked-scaffold_1-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.37&CDS=1-348	YPL098C
OG0000643	snap_masked-scaffold_1-processed-gene-6.77-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.77&CDS=1-939	YPL094C
OG0000644	snap_masked-scaffold_1-processed-gene-6.68-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.68&CDS=1-11451	YHR099W
OG0000645	genemark-scaffold_1-processed-gene-6.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.17&CDS=1-4683	YDR127W
OG0000646	genemark-scaffold_1-processed-gene-6.8-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.8&CDS=1-1092	YDR265W
OG0000647	snap_masked-scaffold_1-processed-gene-6.82-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.82&CDS=1-2250	YDR266C
OG0000648	genemark-scaffold_1-processed-gene-6.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.19&CDS=1-1278	YPL096W
OG0000649	snap_masked-scaffold_1-processed-gene-6.84-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.84&CDS=1-6942	YLR430W
OG0000650	genemark-scaffold_1-processed-gene-6.21-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.21&CDS=1-1881	YDR129C
OG0000651	genemark-scaffold_1-processed-gene-6.10-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.10&CDS=1-960	YDR414C
OG0000652	genemark-scaffold_1-processed-gene-6.22-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.22&CDS=1-2028	YDR341C
OG0000653	snap_masked-scaffold_1-processed-gene-6.87-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.87&CDS=1-4266	YHR079C
OG0000654	snap_masked-scaffold_1-processed-gene-6.74-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.74&CDS=1-753	YGR235C
OG0000655	genemark-scaffold_1-processed-gene-6.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.24&CDS=1-1095	YDR331W
OG0000656	genemark-scaffold_1-processed-gene-6.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.26&CDS=1-1026	YPL209C
OG0000657	genemark-scaffold_1-processed-gene-7.69-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.69&CDS=1-972	YER120W
OG0000658	genemark-scaffold_1-processed-gene-7.73-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.73&CDS=1-1704	YIL166C
OG0000659	genemark-scaffold_1-processed-gene-7.74-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.74&CDS=1-984	YGR213C
OG0000660	genemark-scaffold_1-processed-gene-7.92-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.92&CDS=1-3360	YOL034W
OG0000661	snap_masked-scaffold_1-processed-gene-7.10-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.10&CDS=1-1941	YMR021C
OG0000662	genemark-scaffold_1-processed-gene-7.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.93&CDS=1-1245	YDR019C
OG0000663	genemark-scaffold_1-processed-gene-7.76-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.76&CDS=1-1815	YER007W
OG0000664	genemark-scaffold_1-processed-gene-7.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.94&CDS=1-1020	YNL315C
OG0000665	genemark-scaffold_1-processed-gene-7.95-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.95&CDS=1-1488	YOL049W
OG0000666	maker-scaffold_1-snap-gene-7.1-mRNA-1_1&gene=maker-scaffold_1-snap-gene-7.1&CDS=1-2598	YER157W
OG0000667	genemark-scaffold_1-processed-gene-7.96-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.96&CDS=1-240	YDR079C-A
OG0000668	genemark-scaffold_1-processed-gene-7.80-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.80&CDS=1-1041	YNR035C
OG0000669	snap_masked-scaffold_1-processed-gene-7.27-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.27&CDS=1-588	YNR036C
OG0000670	genemark-scaffold_1-processed-gene-7.82-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.82&CDS=1-4686	YGR270W
OG0000671	snap_masked-scaffold_1-processed-gene-7.28-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.28&CDS=1-777	YOR283W
OG0000672	snap_masked-scaffold_1-processed-gene-7.31-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.31&CDS=1-3564	YKL054C
OG0000673	augustus_masked-scaffold_1-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.65&CDS=1-9033	YBL088C
OG0000674	snap_masked-scaffold_1-processed-gene-7.16-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.16&CDS=1-4605	YPL058C
OG0000675	maker-scaffold_1-snap-gene-7.2-mRNA-1_1&gene=maker-scaffold_1-snap-gene-7.2&CDS=1-3909	YNL250W
OG0000676	genemark-scaffold_1-processed-gene-7.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.89&CDS=1-939	YGR208W
OG0000677	maker-scaffold_1-snap-gene-7.4-mRNA-1_1&gene=maker-scaffold_1-snap-gene-7.4&CDS=1-483	YHR039C-A
OG0000678	genemark-scaffold_1-processed-gene-7.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.91&CDS=1-1194	YHR040W
OG0000679	maker-scaffold_1-snap-gene-8.42-mRNA-1_1&gene=maker-scaffold_1-snap-gene-8.42&CDS=1-1647	YMR239C
OG0000680	augustus_masked-scaffold_1-processed-gene-8.81-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.81&CDS=1-5115	YLR086W
OG0000681	snap_masked-scaffold_1-processed-gene-8.66-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.66&CDS=1-1425	YLR085C
OG0000682	genemark-scaffold_1-processed-gene-8.20-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.20&CDS=1-168	YML081C-A
OG0000683	genemark-scaffold_1-processed-gene-8.5-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.5&CDS=1-1092	YIR029W
OG0000684	genemark-scaffold_1-processed-gene-8.6-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.6&CDS=1-2292	YJR131W
OG0000685	genemark-scaffold_1-processed-gene-8.7-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.7&CDS=1-675	YHR193C
OG0000686	genemark-scaffold_1-processed-gene-8.21-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.21&CDS=1-510	YHR191C
OG0000687	genemark-scaffold_1-processed-gene-8.9-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.9&CDS=1-1194	YLR355C
OG0000688	genemark-scaffold_1-processed-gene-8.22-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.22&CDS=1-933	YLR340W
OG0000689	genemark-scaffold_1-processed-gene-8.10-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.10&CDS=1-1581	YML069W
OG0000690	genemark-scaffold_1-processed-gene-8.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.24&CDS=1-4653	YNR054C
OG0000691	genemark-scaffold_1-processed-gene-8.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.11&CDS=1-1068	YJR129C
OG0000692	genemark-scaffold_1-processed-gene-8.12-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.12&CDS=1-1584	YDR299W
OG0000693	genemark-scaffold_1-processed-gene-8.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.26&CDS=1-1338	YML071C
OG0000694	genemark-scaffold_1-processed-gene-8.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.27&CDS=1-714	YER148W
OG0000695	genemark-scaffold_1-processed-gene-8.15-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.15&CDS=1-528	YML073C
OG0000696	genemark-scaffold_1-processed-gene-8.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.17&CDS=1-2655	YOR344C
OG0000697	genemark-scaffold_1-processed-gene-8.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.31&CDS=1-870	YMR269W
OG0000698	genemark-scaffold_1-processed-gene-8.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.18&CDS=1-3102	YMR268C
OG0000699	genemark-scaffold_1-processed-gene-8.32-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.32&CDS=1-1062	YDL057W
OG0000700	maker-scaffold_1-augustus-gene-8.38-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-8.38&CDS=1-474	YML077W
OG0000701	maker-scaffold_1-snap-gene-9.99-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.99&CDS=1-2808	YDL056W
OG0000702	genemark-scaffold_1-processed-gene-9.4-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.4&CDS=1-1068	YMR289W
OG0000703	genemark-scaffold_1-processed-gene-9.8-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.8&CDS=1-1116	YML080W
OG0000704	snap_masked-scaffold_1-processed-gene-9.53-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.53&CDS=1-663	YDR071C
OG0000705	augustus_masked-scaffold_1-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.73&CDS=1-2613	YER140W
OG0000706	genemark-scaffold_1-processed-gene-9.25-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.25&CDS=1-2640	YGL137W
OG0000707	genemark-scaffold_1-processed-gene-9.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.26&CDS=1-3510	YOR207C
OG0000708	genemark-scaffold_1-processed-gene-9.13-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.13&CDS=1-1038	YBR034C
OG0000709	genemark-scaffold_1-processed-gene-9.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.27&CDS=1-1521	YBR030W
OG0000710	genemark-scaffold_1-processed-gene-9.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.14&CDS=1-3876	YDR027C
OG0000711	maker-scaffold_1-snap-gene-9.102-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.102&CDS=1-915	YMR178W
OG0000712	genemark-scaffold_1-processed-gene-9.30-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.30&CDS=1-1392	YGL004C
OG0000713	genemark-scaffold_1-processed-gene-9.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.17&CDS=1-444	YPL225W
OG0000714	genemark-scaffold_1-processed-gene-9.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.18&CDS=1-3726	YPL226W
OG0000715	genemark-scaffold_1-processed-gene-9.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.31&CDS=1-6474	YDL171C
OG0000716	genemark-scaffold_1-processed-gene-9.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.19&CDS=1-2580	YMR309C
OG0000717	maker-scaffold_1-snap-gene-9.103-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.103&CDS=1-810	YGL136C
OG0000718	maker-scaffold_1-snap-gene-10.2-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.2&CDS=1-5811	YMR176W
OG0000719	maker-scaffold_1-snap-gene-10.0-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.0&CDS=1-1971	YDR375C
OG0000720	genemark-scaffold_1-processed-gene-10.84-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.84&CDS=1-1242	YAL020C
OG0000721	augustus_masked-scaffold_1-processed-gene-10.44-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.44&CDS=1-2946	YLR424W
OG0000722	genemark-scaffold_1-processed-gene-10.103-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.103&CDS=1-1344	YHR169W
OG0000723	genemark-scaffold_1-processed-gene-10.105-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.105&CDS=1-3669	YAL019W
OG0000724	augustus_masked-scaffold_1-processed-gene-10.47-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.47&CDS=1-2559	YFR004W
OG0000725	genemark-scaffold_1-processed-gene-10.88-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.88&CDS=1-1104	YIL110W
OG0000726	maker-scaffold_1-snap-gene-10.4-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.4&CDS=1-3414	YCR017C
OG0000727	genemark-scaffold_1-processed-gene-10.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.89&CDS=1-1248	YCR012W
OG0000728	genemark-scaffold_1-processed-gene-10.90-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.90&CDS=1-1443	YNL051W
OG0000729	genemark-scaffold_1-processed-gene-10.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.91&CDS=1-3417	YER110C
OG0000730	genemark-scaffold_1-processed-gene-10.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.94&CDS=1-915	YLR208W
OG0000731	augustus_masked-scaffold_1-processed-gene-10.69-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.69&CDS=1-3519	YLR209C
OG0000732	genemark-scaffold_1-processed-gene-10.96-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.96&CDS=1-1893	YJL025W
OG0000733	snap_masked-scaffold_1-processed-gene-10.37-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.37&CDS=1-903	YGR205W
OG0000734	maker-scaffold_1-snap-gene-10.6-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.6&CDS=1-450	YDR064W
OG0000735	genemark-scaffold_1-processed-gene-10.97-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.97&CDS=1-2133	YHR109W
OG0000736	genemark-scaffold_1-processed-gene-10.98-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.98&CDS=1-2211	YLL008W
OG0000737	genemark-scaffold_1-processed-gene-10.117-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.117&CDS=1-378	YNL081C
