	Eremothecium_gossypii	Saccharomyces_cerevisiae
OG0000400	snap_masked-AE016814-processed-gene-1.50-mRNA-1_1&gene=snap_masked-AE016814-processed-gene-1.50&CDS=1-1104	YPL165C
OG0000401	genemark-AE016814-processed-gene-1.126-mRNA-1_1&gene=genemark-AE016814-processed-gene-1.126&CDS=1-909	YOR251C
OG0000402	genemark-AE016814-processed-gene-1.127-mRNA-1_1&gene=genemark-AE016814-processed-gene-1.127&CDS=1-1335	YOR250C
OG0000403	augustus_masked-AE016814-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-1.97&CDS=1-2028	YPL164C
OG0000404	augustus_masked-AE016814-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-1.99&CDS=1-789	YPL162C
OG0000405	augustus_masked-AE016814-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-1.100&CDS=1-1773	YPL161C
OG0000406	augustus_masked-AE016814-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-1.75&CDS=1-984	YOR246C
OG0000407	augustus_masked-AE016814-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-1.76&CDS=1-3312	YPL160W
OG0000408	augustus_masked-AE016814-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.4&CDS=1-333	YDR286C
OG0000409	snap_masked-AE016814-processed-gene-2.56-mRNA-1_1&gene=snap_masked-AE016814-processed-gene-2.56&CDS=1-2436	YDR285W
OG0000410	maker-AE016814-augustus-gene-2.104-mRNA-1_1&gene=maker-AE016814-augustus-gene-2.104&CDS=1-6612	YDR283C
OG0000411	augustus_masked-AE016814-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.27&CDS=1-1038	YDR289C
OG0000412	augustus_masked-AE016814-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.7&CDS=1-3180	YDR291W
OG0000413	augustus_masked-AE016814-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.28&CDS=1-1758	YDR292C
OG0000414	augustus_masked-AE016814-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.29&CDS=1-1083	YHR040W
OG0000415	maker-AE016814-augustus-gene-2.105-mRNA-1_1&gene=maker-AE016814-augustus-gene-2.105&CDS=1-342	YHR039C-A
OG0000416	augustus_masked-AE016814-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.10&CDS=1-1911	YHR039C
OG0000417	augustus_masked-AE016814-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.30&CDS=1-678	YHR038W
OG0000418	genemark-AE016814-processed-gene-2.141-mRNA-1_1&gene=genemark-AE016814-processed-gene-2.141&CDS=1-3660	YDR293C
OG0000419	genemark-AE016814-processed-gene-2.142-mRNA-1_1&gene=genemark-AE016814-processed-gene-2.142&CDS=1-1719	YHR037W
OG0000420	snap_masked-AE016814-processed-gene-2.83-mRNA-1_1&gene=snap_masked-AE016814-processed-gene-2.83&CDS=1-1968	YDR295C
OG0000421	maker-AE016814-augustus-gene-2.106-mRNA-1_1&gene=maker-AE016814-augustus-gene-2.106&CDS=1-1596	YDR297W
OG0000422	augustus_masked-AE016814-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.33&CDS=1-621	YDR298C
OG0000423	augustus_masked-AE016814-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.14&CDS=1-1584	YDR299W
OG0000424	augustus_masked-AE016814-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.15&CDS=1-981	YHR034C
OG0000425	augustus_masked-AE016814-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.35&CDS=1-1260	YDR300C
OG0000426	augustus_masked-AE016814-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.16&CDS=1-4458	YDR301W
OG0000427	genemark-AE016814-processed-gene-2.148-mRNA-1_1&gene=genemark-AE016814-processed-gene-2.148&CDS=1-2427	YDR303C
OG0000428	augustus_masked-AE016814-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.37&CDS=1-609	YDR304C
OG0000429	augustus_masked-AE016814-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.38&CDS=1-705	YHR058C
OG0000430	augustus_masked-AE016814-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.17&CDS=1-366	YHR059W
OG0000431	augustus_masked-AE016814-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.39&CDS=1-1788	YDR306C
OG0000432	augustus_masked-AE016814-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.41&CDS=1-426	YDR308C
OG0000433	augustus_masked-AE016814-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.19&CDS=1-537	YHR060W
OG0000434	snap_masked-AE016814-processed-gene-2.95-mRNA-1_1&gene=snap_masked-AE016814-processed-gene-2.95&CDS=1-1101	YDR309C
OG0000435	augustus_masked-AE016814-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.43&CDS=1-816	YHR062C
OG0000436	augustus_masked-AE016814-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.44&CDS=1-2574	YDR310C
OG0000437	snap_masked-AE016814-processed-gene-2.98-mRNA-1_1&gene=snap_masked-AE016814-processed-gene-2.98&CDS=1-1047	YHR063C
OG0000438	augustus_masked-AE016814-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.46&CDS=1-1614	YHR064C
OG0000439	augustus_masked-AE016814-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.20&CDS=1-1827	YDR311W
OG0000440	augustus_masked-AE016814-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.47&CDS=1-1458	YHR065C
OG0000441	augustus_masked-AE016814-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.48&CDS=1-849	YDR313C
OG0000442	snap_masked-AE016814-processed-gene-2.71-mRNA-1_1&gene=snap_masked-AE016814-processed-gene-2.71&CDS=1-909	YHR067W
OG0000443	augustus_masked-AE016814-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.49&CDS=1-720	YDR315C
OG0000444	augustus_masked-AE016814-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.23&CDS=1-1146	YHR068W
OG0000445	augustus_masked-AE016814-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.24&CDS=1-1356	YDR316W
OG0000446	augustus_masked-AE016814-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.50&CDS=1-1053	YHR069C
OG0000447	augustus_masked-AE016814-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.25&CDS=1-1467	YHR070W
OG0000448	genemark-AE016814-processed-gene-2.135-mRNA-1_1&gene=genemark-AE016814-processed-gene-2.135&CDS=1-732	YHR071W
OG0000449	genemark-AE016814-processed-gene-2.136-mRNA-1_1&gene=genemark-AE016814-processed-gene-2.136&CDS=1-417	YNL133C
OG0000450	genemark-AE016814-processed-gene-2.163-mRNA-1_1&gene=genemark-AE016814-processed-gene-2.163&CDS=1-4554	YLR247C
OG0000451	genemark-AE016814-processed-gene-3.0-mRNA-1_1&gene=genemark-AE016814-processed-gene-3.0&CDS=1-1647	YLR248W
OG0000452	snap_masked-AE016814-processed-gene-3.102-mRNA-1_1&gene=snap_masked-AE016814-processed-gene-3.102&CDS=1-2016	YNL012W
OG0000453	augustus_masked-AE016814-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.52&CDS=1-684	YLR250W
OG0000454	augustus_masked-AE016814-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.81&CDS=1-1332	YNL011C
OG0000455	augustus_masked-AE016814-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.53&CDS=1-720	YNL010W
OG0000456	augustus_masked-AE016814-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.55&CDS=1-900	YCL009C
OG0000457	genemark-AE016814-processed-gene-3.33-mRNA-1_1&gene=genemark-AE016814-processed-gene-3.33&CDS=1-1077	YNL005C
OG0000458	augustus_masked-AE016814-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.56&CDS=1-708	YCL010C
OG0000459	augustus_masked-AE016814-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.83&CDS=1-4434	YCL014W
OG0000460	augustus_masked-AE016814-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.58&CDS=1-1089	YCL016C
OG0000461	augustus_masked-AE016814-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.84&CDS=1-813	YNL003C
OG0000462	augustus_masked-AE016814-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.59&CDS=1-1371	YCL017C
OG0000463	augustus_masked-AE016814-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.85&CDS=1-1116	YCL018W
OG0000464	augustus_masked-AE016814-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.86&CDS=1-879	YNL002C
OG0000465	augustus_masked-AE016814-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.60&CDS=1-2502	YLR176C
OG0000466	genemark-AE016814-processed-gene-3.38-mRNA-1_1&gene=genemark-AE016814-processed-gene-3.38&CDS=1-909	YNL006W
OG0000467	augustus_masked-AE016814-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.61&CDS=1-1047	YNL007C
OG0000468	genemark-AE016814-processed-gene-3.39-mRNA-1_1&gene=genemark-AE016814-processed-gene-3.39&CDS=1-1455	YLR175W
OG0000469	snap_masked-AE016814-processed-gene-3.143-mRNA-1_1&gene=snap_masked-AE016814-processed-gene-3.143&CDS=1-1284	YCL008C
OG0000470	augustus_masked-AE016814-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.63&CDS=1-1473	YCL004W
OG0000471	augustus_masked-AE016814-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.64&CDS=1-549	YCL001W
OG0000472	augustus_masked-AE016814-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.65&CDS=1-1155	YNL001W
OG0000473	augustus_masked-AE016814-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.89&CDS=1-984	YCR002C
OG0000474	augustus_masked-AE016814-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.66&CDS=1-534	YCR003W
OG0000475	augustus_masked-AE016814-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.68&CDS=1-891	YLR257W
OG0000476	augustus_masked-AE016814-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.69&CDS=1-2685	YFR016C
OG0000477	augustus_masked-AE016814-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.71&CDS=1-2109	YLR258W
OG0000478	augustus_masked-AE016814-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.72&CDS=1-1359	YOL016C
OG0000479	augustus_masked-AE016814-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.73&CDS=1-924	YIR017C
OG0000480	snap_masked-AE016814-processed-gene-3.146-mRNA-1_1&gene=snap_masked-AE016814-processed-gene-3.146&CDS=1-2241	YOL036W
OG0000481	genemark-AE016814-processed-gene-3.44-mRNA-1_1&gene=genemark-AE016814-processed-gene-3.44&CDS=1-783	YOL038W
OG0000482	augustus_masked-AE016814-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.74&CDS=1-465	YOL026C
OG0000483	genemark-AE016814-processed-gene-3.45-mRNA-1_1&gene=genemark-AE016814-processed-gene-3.45&CDS=1-468	YIR015W
OG0000484	maker-AE016814-augustus-gene-3.99-mRNA-1_1&gene=maker-AE016814-augustus-gene-3.99&CDS=1-3558	YIR007W
OG0000485	augustus_masked-AE016814-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.77&CDS=1-585	YER012W
OG0000486	augustus_masked-AE016814-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.79&CDS=1-1800	YER014W
OG0000487	augustus_masked-AE016814-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.80&CDS=1-966	YER016W
OG0000488	augustus_masked-AE016814-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.110&CDS=1-948	YBR251W
OG0000489	augustus_masked-AE016814-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.111&CDS=1-1128	YGR112W
OG0000490	genemark-AE016814-processed-gene-4.3-mRNA-1_1&gene=genemark-AE016814-processed-gene-4.3&CDS=1-1017	YGR113W
OG0000491	genemark-AE016814-processed-gene-4.4-mRNA-1_1&gene=genemark-AE016814-processed-gene-4.4&CDS=1-957	YPR124W
OG0000492	augustus_masked-AE016814-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.113&CDS=1-4296	YGR116W
OG0000493	augustus_masked-AE016814-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.115&CDS=1-1023	YPR127W
OG0000494	augustus_masked-AE016814-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.116&CDS=1-3183	YGR094W
OG0000495	augustus_masked-AE016814-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.138&CDS=1-642	YGR095C
OG0000496	augustus_masked-AE016814-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.117&CDS=1-951	YGR096W
OG0000497	genemark-AE016814-processed-gene-4.10-mRNA-1_1&gene=genemark-AE016814-processed-gene-4.10&CDS=1-696	YPR113W
OG0000498	genemark-AE016814-processed-gene-4.11-mRNA-1_1&gene=genemark-AE016814-processed-gene-4.11&CDS=1-1698	YBR132C
OG0000499	augustus_masked-AE016814-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.139&CDS=1-1989	YBR131W
OG0000500	augustus_masked-AE016814-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.120&CDS=1-1542	YPR088C
OG0000501	augustus_masked-AE016814-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.121&CDS=1-1410	YBR130C
OG0000502	augustus_masked-AE016814-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.140&CDS=1-1611	YNR030W
OG0000503	augustus_masked-AE016814-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.122&CDS=1-1230	YNR029C
OG0000504	genemark-AE016814-processed-gene-4.34-mRNA-1_1&gene=genemark-AE016814-processed-gene-4.34&CDS=1-927	YCR069W
OG0000505	genemark-AE016814-processed-gene-4.35-mRNA-1_1&gene=genemark-AE016814-processed-gene-4.35&CDS=1-1632	YCR068W
OG0000506	augustus_masked-AE016814-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.142&CDS=1-903	YNR027W
OG0000507	augustus_masked-AE016814-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.123&CDS=1-3033	YNR026C
OG0000508	genemark-AE016814-processed-gene-4.37-mRNA-1_1&gene=genemark-AE016814-processed-gene-4.37&CDS=1-1329	YCR066W
OG0000509	genemark-AE016814-processed-gene-4.38-mRNA-1_1&gene=genemark-AE016814-processed-gene-4.38&CDS=1-1635	YCR063W
OG0000510	genemark-AE016814-processed-gene-4.39-mRNA-1_1&gene=genemark-AE016814-processed-gene-4.39&CDS=1-1737	YCR061W
OG0000511	augustus_masked-AE016814-processed-gene-4.144-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.144&CDS=1-399	YCR060W
OG0000512	augustus_masked-AE016814-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.125&CDS=1-816	YCR059C
OG0000513	augustus_masked-AE016814-processed-gene-4.126-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.126&CDS=1-2718	YCR057C
OG0000514	augustus_masked-AE016814-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.127&CDS=1-1602	YCR054C
OG0000515	augustus_masked-AE016814-processed-gene-4.146-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.146&CDS=1-1536	YCR053W
OG0000516	augustus_masked-AE016814-processed-gene-4.147-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.147&CDS=1-1335	YNR023W
OG0000517	snap_masked-AE016814-processed-gene-4.76-mRNA-1_1&gene=snap_masked-AE016814-processed-gene-4.76&CDS=1-429	YNR022C
OG0000518	augustus_masked-AE016814-processed-gene-4.148-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.148&CDS=1-1227	YNR021W
OG0000519	augustus_masked-AE016814-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.149&CDS=1-660	YCR051W
OG0000520	augustus_masked-AE016814-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.129&CDS=1-741	YNR020C
OG0000521	augustus_masked-AE016814-processed-gene-4.150-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.150&CDS=1-1782	YNR019W
OG0000522	augustus_masked-AE016814-processed-gene-4.130-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.130&CDS=1-801	YCR047C
OG0000523	augustus_masked-AE016814-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.131&CDS=1-513	YCR046C
OG0000524	augustus_masked-AE016814-processed-gene-4.151-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.151&CDS=1-663	YNR018W
OG0000525	augustus_masked-AE016814-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.132&CDS=1-2268	YCR045C
OG0000526	augustus_masked-AE016814-processed-gene-4.152-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.152&CDS=1-630	YNR017W
OG0000527	augustus_masked-AE016814-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.133&CDS=1-6693	YNR016C
OG0000528	augustus_masked-AE016814-processed-gene-4.153-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.153&CDS=1-1152	YNR015W
OG0000529	augustus_masked-AE016814-processed-gene-4.155-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.155&CDS=1-519	YLR193C
OG0000530	augustus_masked-AE016814-processed-gene-4.156-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.156&CDS=1-1356	YLR195C
OG0000531	augustus_masked-AE016814-processed-gene-4.136-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.136&CDS=1-1686	YLR196W
OG0000532	augustus_masked-AE016814-processed-gene-4.157-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.157&CDS=1-549	YDL169C
OG0000533	augustus_masked-AE016814-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.110&CDS=1-1071	YGR122W
OG0000534	augustus_masked-AE016814-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.111&CDS=1-1518	YGR123C
OG0000535	augustus_masked-AE016814-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.108&CDS=1-915	YPR114W
OG0000536	genemark-AE016814-processed-gene-5.7-mRNA-1_1&gene=genemark-AE016814-processed-gene-5.7&CDS=1-795	YPR116W
OG0000537	snap_masked-AE016814-processed-gene-5.264-mRNA-1_1&gene=snap_masked-AE016814-processed-gene-5.264&CDS=1-4854	YGR098C
OG0000538	augustus_masked-AE016814-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.114&CDS=1-1977	YGR099W
OG0000539	augustus_masked-AE016814-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.115&CDS=1-2796	YGR100W
OG0000540	genemark-AE016814-processed-gene-5.10-mRNA-1_1&gene=genemark-AE016814-processed-gene-5.10&CDS=1-1005	YGR101W
OG0000541	augustus_masked-AE016814-processed-gene-5.159-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.159&CDS=1-483	YGR102C
OG0000542	augustus_masked-AE016814-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.117&CDS=1-1788	YGR103W
OG0000543	augustus_masked-AE016814-processed-gene-5.160-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.160&CDS=1-774	YGR104C
OG0000544	augustus_masked-AE016814-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.118&CDS=1-231	YGR105W
OG0000545	augustus_masked-AE016814-processed-gene-5.161-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.161&CDS=1-795	YGR106C
OG0000546	augustus_masked-AE016814-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.119&CDS=1-1209	YPR118W
OG0000547	augustus_masked-AE016814-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.120&CDS=1-1665	YPR119W
OG0000548	augustus_masked-AE016814-processed-gene-5.163-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.163&CDS=1-1719	YPR137W
OG0000549	augustus_masked-AE016814-processed-gene-5.164-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.164&CDS=1-2634	YPR135W
OG0000550	augustus_masked-AE016814-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.121&CDS=1-765	YGR120C
OG0000551	augustus_masked-AE016814-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.122&CDS=1-2067	YGR119C
OG0000552	augustus_masked-AE016814-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.123&CDS=1-1110	YPR133C
OG0000553	genemark-AE016814-processed-gene-5.64-mRNA-1_1&gene=genemark-AE016814-processed-gene-5.64&CDS=1-636	YOR021C
OG0000554	genemark-AE016814-processed-gene-5.65-mRNA-1_1&gene=genemark-AE016814-processed-gene-5.65&CDS=1-1932	YOR022C
OG0000555	snap_masked-AE016814-processed-gene-5.274-mRNA-1_1&gene=snap_masked-AE016814-processed-gene-5.274&CDS=1-1626	YOR023C
OG0000556	augustus_masked-AE016814-processed-gene-5.167-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.167&CDS=1-1275	YOR155C
OG0000557	augustus_masked-AE016814-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.125&CDS=1-1659	YOR161C
OG0000558	augustus_masked-AE016814-processed-gene-5.168-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.168&CDS=1-2892	YOR160W
OG0000559	augustus_masked-AE016814-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.126&CDS=1-291	YOR159C
OG0000560	augustus_masked-AE016814-processed-gene-5.169-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.169&CDS=1-888	YOR158W
