	Saccharomyces_cerevisiae	yHMPu5000041855_Candida_ascalaphidarum
OG0000308	YER064C, YIL056W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-4.27-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-4.27&CDS=1-1551
OG0000309	YER066W, YFL009W	augustus_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-3.24&CDS=1-2223
OG0000310	YER067W, YIL057C	snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-3.7-mRNA-1_1&gene=snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-3.7&CDS=1-594
OG0000311	YER131W, YGL189C	augustus_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.56&CDS=1-354
OG0000312	YER132C, YGL197W	maker-NODE_18_length_241785_cov_49.2315_ID_5503-augustus-gene-0.44-mRNA-1_1&gene=maker-NODE_18_length_241785_cov_49.2315_ID_5503-augustus-gene-0.44&CDS=1-5589
OG0000313	YER166W	augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.116&CDS=1-5181, snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.64&CDS=1-4482
OG0000314	YFL004W, YPL019C	snap_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-1.25&CDS=1-2409
OG0000315	YFL030W	snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.142-mRNA-1_1&gene=snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.142&CDS=1-1143, snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.88&CDS=1-1263
OG0000316	YFL034C-A, YLR061W	augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.148&CDS=1-369
OG0000317	YFL048C, YLR080W	snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.137-mRNA-1_1&gene=snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.137&CDS=1-1380
OG0000318	YFL053W	augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-0.69&CDS=1-1764, snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.73&CDS=1-1764
OG0000319	YFR013W, YOL017W	snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-1.11&CDS=1-2157
OG0000320	YFR014C, YOL016C	snap_masked-NODE_24_length_151756_cov_42.0566_ID_4017-processed-gene-0.162-mRNA-1_1&gene=snap_masked-NODE_24_length_151756_cov_42.0566_ID_4017-processed-gene-0.162&CDS=1-1377
OG0000321	YFR031C-A, YIL018W	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-0.98&CDS=1-762
OG0000322	YFR053C, YGL253W	snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.178-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.178&CDS=1-1440
OG0000323	YGL031C, YGR148C	augustus_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-3.111&CDS=1-495
OG0000324	YGL049C, YGR162W	augustus_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.71&CDS=1-3270
OG0000325	YGL066W	augustus_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-3.229-mRNA-1_1&gene=augustus_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-3.229&CDS=1-2301, augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-0.93&CDS=1-1458
OG0000326	YGL076C, YPL198W	snap_masked-NODE_31_length_45605_cov_59.4333_ID_5569-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_31_length_45605_cov_59.4333_ID_5569-processed-gene-0.45&CDS=1-723
OG0000327	YGL077C	augustus_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.164&CDS=1-1650, snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-3.60-mRNA-1_1&gene=snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-3.60&CDS=1-1545
OG0000328	YGL082W, YPL191C	snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-0.19&CDS=1-1203
OG0000329	YGL083W	augustus_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-0.85&CDS=1-3171, augustus_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-0.86&CDS=1-1350
OG0000330	YGL133W, YPL216W	snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-3.53-mRNA-1_1&gene=snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-3.53&CDS=1-3258
OG0000331	YGL135W, YPL220W	snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-3.31-mRNA-1_1&gene=snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-3.31&CDS=1-651
OG0000332	YGL147C, YNL067W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.73&CDS=1-573
OG0000333	YGL162W, YPR009W	augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-2.90&CDS=1-951
OG0000334	YGL179C	genemark-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-2.6-mRNA-1_1&gene=genemark-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-2.6&CDS=1-3462, snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.50&CDS=1-2070
OG0000335	YGL205W	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-8.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-8.127&CDS=1-7722, augustus_masked-NODE_29_length_67685_cov_48.7666_ID_8749-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_29_length_67685_cov_48.7666_ID_8749-processed-gene-0.75&CDS=1-2115
OG0000336	YGL209W	augustus_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-0.60&CDS=1-1122, snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.137-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.137&CDS=1-1320
OG0000337	YGR008C, YLR327C	snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-2.68-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-2.68&CDS=1-258
OG0000338	YGR010W, YLR328W	augustus_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-1.93&CDS=1-1224
OG0000339	YGR019W	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.106&CDS=1-1410, snap_masked-NODE_33_length_22334_cov_37.3335_ID_5844-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_33_length_22334_cov_37.3335_ID_5844-processed-gene-0.41&CDS=1-1449
OG0000340	YGR027C, YLR333C	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.3&CDS=1-315
OG0000341	YGR034W, YLR344W	maker-NODE_23_length_183325_cov_47.6541_ID_4205-augustus-gene-0.195-mRNA-1_1&gene=maker-NODE_23_length_183325_cov_47.6541_ID_4205-augustus-gene-0.195&CDS=1-381
OG0000342	YGR055W	augustus_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-3.247-mRNA-1_1&gene=augustus_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-3.247&CDS=1-1623, augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-0.36&CDS=1-1605
OG0000343	YGR056W, YLR357W	maker-NODE_23_length_183325_cov_47.6541_ID_4205-augustus-gene-0.198-mRNA-1_1&gene=maker-NODE_23_length_183325_cov_47.6541_ID_4205-augustus-gene-0.198&CDS=1-3228
OG0000344	YGR060W	snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-0.14&CDS=1-906, snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.43-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.43&CDS=1-930
OG0000345	YGR070W, YLR371W	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-4.37-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-4.37&CDS=1-4137
OG0000346	YGR085C, YPR102C	snap_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-1.109&CDS=1-495
OG0000347	YGR092W, YPR111W	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-2.117&CDS=1-1617
OG0000348	YGR108W, YPR119W	snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-4.135-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-4.135&CDS=1-1218
OG0000349	YGR118W, YPR132W	maker-NODE_9_length_463673_cov_43.3768_ID_4133-augustus-gene-2.161-mRNA-1_1&gene=maker-NODE_9_length_463673_cov_43.3768_ID_4133-augustus-gene-2.161&CDS=1-1515
OG0000350	YGR121C, YPR138C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-9.127-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-9.127&CDS=1-1458
OG0000351	YGR131W, YPR149W	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.64&CDS=1-507
OG0000352	YGR136W, YPR154W	snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.247-mRNA-1_1&gene=snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.247&CDS=1-867
OG0000353	YGR138C, YPR156C	snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.251-mRNA-1_1&gene=snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.251&CDS=1-1686
OG0000354	YGR141W, YPR157W	snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-0.26&CDS=1-1287
OG0000355	YGR143W, YPR159W	maker-NODE_1_length_1005075_cov_44.4753_ID_3314-snap-gene-6.39-mRNA-1_1&gene=maker-NODE_1_length_1005075_cov_44.4753_ID_3314-snap-gene-6.39&CDS=1-3936
OG0000356	YGR204W	snap_masked-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-2.98-mRNA-1_1&gene=snap_masked-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-2.98&CDS=1-2958, snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-2.102-mRNA-1_1&gene=snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-2.102&CDS=1-2835
OG0000357	YGR209C, YLR043C	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-5.90-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-5.90&CDS=1-309
OG0000358	YGR214W, YLR048W	snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.250-mRNA-1_1&gene=snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.250&CDS=1-783
OG0000359	YGR235C	augustus_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-3.125&CDS=1-624, snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-2.73&CDS=1-726
OG0000360	YGR238C, YHR158C	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.97&CDS=1-3135
OG0000361	YGR241C, YHR161C	snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-0.21&CDS=1-2220
OG0000362	YGR243W, YHR162W	snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.106&CDS=1-414
OG0000363	YGR254W	snap_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-2.18-mRNA-1_1&gene=snap_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-2.18&CDS=1-1317, snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-4.119-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-4.119&CDS=1-1317
OG0000364	YGR260W	augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-4.143&CDS=1-1545, maker-NODE_9_length_463673_cov_43.3768_ID_4133-augustus-gene-1.48-mRNA-1_1&gene=maker-NODE_9_length_463673_cov_43.3768_ID_4133-augustus-gene-1.48&CDS=1-1869
OG0000365	YGR279C, YMR305C	augustus_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.133&CDS=1-1056
OG0000366	YHL001W, YKL006W	maker-NODE_5_length_535006_cov_46.4439_ID_3900-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_5_length_535006_cov_46.4439_ID_3900-snap-gene-0.3&CDS=1-399
OG0000367	YHL003C, YKL008C	augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-4.115&CDS=1-1203
OG0000368	YHL017W, YKL039W	augustus_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.68&CDS=1-1677
OG0000369	YHR008C	snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.30&CDS=1-609, snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-5.64-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-5.64&CDS=1-660
OG0000370	YHR021C, YKL156W	augustus_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-2.21&CDS=1-246
OG0000371	YHR028C	maker-NODE_13_length_368441_cov_46.401_ID_4565-augustus-gene-2.145-mRNA-1_1&gene=maker-NODE_13_length_368441_cov_46.401_ID_4565-augustus-gene-2.145&CDS=1-6081, snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.86-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.86&CDS=1-2700
OG0000372	YHR115C, YNL116W	augustus_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.28&CDS=1-1215
OG0000373	YHR117W, YNL121C	augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.133&CDS=1-4110
OG0000374	YHR123W, YNL130C	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.61-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.61&CDS=1-1188
OG0000375	YHR124W	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.97-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.97&CDS=1-1233, snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-2.63&CDS=1-1338
OG0000376	YHR131C, YNL144C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-0.15&CDS=1-1434
OG0000377	YHR132W-A, YNL157W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-9.172-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-9.172&CDS=1-393
OG0000378	YHR135C	maker-NODE_10_length_456859_cov_49.344_ID_5607-snap-gene-3.166-mRNA-1_1&gene=maker-NODE_10_length_456859_cov_49.344_ID_5607-snap-gene-3.166&CDS=1-3198, snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.160-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.160&CDS=1-1461
OG0000379	YHR141C, YNL162W	maker-NODE_12_length_437675_cov_47.0709_ID_5986-augustus-gene-1.108-mRNA-1_1&gene=maker-NODE_12_length_437675_cov_47.0709_ID_5986-augustus-gene-1.108&CDS=1-318
OG0000380	YHR155W, YNL257C	snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.229-mRNA-1_1&gene=snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.229&CDS=1-3522
OG0000381	YHR179W, YPL171C	maker-NODE_10_length_456859_cov_49.344_ID_5607-snap-gene-3.167-mRNA-1_1&gene=maker-NODE_10_length_456859_cov_49.344_ID_5607-snap-gene-3.167&CDS=1-2343
OG0000382	YHR198C, YHR199C	maker-NODE_18_length_241785_cov_49.2315_ID_5503-augustus-gene-1.246-mRNA-1_1&gene=maker-NODE_18_length_241785_cov_49.2315_ID_5503-augustus-gene-1.246&CDS=1-2955
OG0000383	YHR203C, YJR145C	snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.162-mRNA-1_1&gene=snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.162&CDS=1-732
OG0000384	YHR208W, YJR148W	snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.41-mRNA-1_1&gene=snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.41&CDS=1-1104
OG0000385	YIL085C, YNL029C	snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.132&CDS=1-1449
OG0000386	YIL105C, YNL047C	snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-1.185-mRNA-1_1&gene=snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-1.185&CDS=1-2511
OG0000387	YIL111W, YNL052W	augustus_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-0.109&CDS=1-444
OG0000388	YIL113W, YNL053W	snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-0.27&CDS=1-1050
OG0000389	YIL117C, YNL058C	snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-0.1&CDS=1-846
OG0000390	YIL135C, YNL074C	snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-1.2&CDS=1-939
OG0000391	YIL149C, YKR095W	snap_masked-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-2.94-mRNA-1_1&gene=snap_masked-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-2.94&CDS=1-5142
OG0000392	YIL151C, YKR096W	snap_masked-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-2.124-mRNA-1_1&gene=snap_masked-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-2.124&CDS=1-3408
OG0000393	YIL156W, YKR098C	augustus_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.81&CDS=1-2205
OG0000394	YIL166C	augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.113&CDS=1-1608, maker-NODE_19_length_233523_cov_44.9681_ID_4879-augustus-gene-0.40-mRNA-1_1&gene=maker-NODE_19_length_233523_cov_44.9681_ID_4879-augustus-gene-0.40&CDS=1-2307
OG0000395	YIR013C, YLR013W	snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.9-mRNA-1_1&gene=snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.9&CDS=1-729
OG0000396	YIR031C, YNL117W	snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-2.129-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-2.129&CDS=1-1653
OG0000397	YIR033W, YKL020C	maker-NODE_3_length_696070_cov_41.4075_ID_3205-snap-gene-5.105-mRNA-1_1&gene=maker-NODE_3_length_696070_cov_41.4075_ID_3205-snap-gene-5.105&CDS=1-4062
OG0000398	YJL045W, YKL148C	maker-NODE_9_length_463673_cov_43.3768_ID_4133-snap-gene-2.0-mRNA-1_1&gene=maker-NODE_9_length_463673_cov_43.3768_ID_4133-snap-gene-2.0&CDS=1-3519
OG0000399	YJL076W, YKR010C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-9.161-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-9.161&CDS=1-2238
