	Saccharomyces_cerevisiae	yHMPu5000035279_Tortispora_starmeri
OG0000370	YIL130W	genemark-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.88-mRNA-1_1&gene=genemark-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.88&CDS=1-2463, maker-NODE_13_length_269795_cov_9.87415_ID_4553-snap-gene-1.100-mRNA-1_1&gene=maker-NODE_13_length_269795_cov_9.87415_ID_4553-snap-gene-1.100&CDS=1-2502
OG0000371	YIL147C	augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-0.42&CDS=1-3324, augustus_masked-NODE_52_length_39535_cov_13.1388_ID_7873-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_52_length_39535_cov_13.1388_ID_7873-processed-gene-0.16&CDS=1-3111
OG0000372	YIL149C, YKR095W	snap_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-0.24&CDS=1-5700
OG0000373	YIL154C	augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.68&CDS=1-1068, augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.73&CDS=1-1818
OG0000374	YIL160C	augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.36&CDS=1-1239, augustus_masked-NODE_14_length_268810_cov_12.6902_ID_16700-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_14_length_268810_cov_12.6902_ID_16700-processed-gene-0.59&CDS=1-1239
OG0000375	YIR009W	augustus_masked-NODE_28_length_110160_cov_11.4914_ID_8006-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-NODE_28_length_110160_cov_11.4914_ID_8006-processed-gene-0.160&CDS=1-660, genemark-NODE_41_length_65693_cov_10.1195_ID_9188-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_41_length_65693_cov_10.1195_ID_9188-processed-gene-0.56&CDS=1-378
OG0000376	YIR033W, YKL020C	augustus_masked-NODE_32_length_96656_cov_27.0936_ID_14264-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_32_length_96656_cov_27.0936_ID_14264-processed-gene-0.6&CDS=1-3348
OG0000377	YIR035C, YIR036C	augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.66&CDS=1-741
OG0000378	YJL005W	augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-0.5&CDS=1-4773, augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.68&CDS=1-5301
OG0000379	YJL076W, YKR010C	snap_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-4.218-mRNA-1_1&gene=snap_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-4.218&CDS=1-1944
OG0000380	YJL079C, YKR013W	genemark-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.304-mRNA-1_1&gene=genemark-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.304&CDS=1-876
OG0000381	YJL082W, YKR018C	augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-1.137&CDS=1-1929
OG0000382	YJL083W, YKR019C	augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.22&CDS=1-2646
OG0000383	YJL084C, YKR021W	augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-2.64&CDS=1-2361
OG0000384	YJL105W, YKR029C	augustus_masked-NODE_23_length_147609_cov_11.2375_ID_8037-processed-gene-0.221-mRNA-1_1&gene=augustus_masked-NODE_23_length_147609_cov_11.2375_ID_8037-processed-gene-0.221&CDS=1-2259
OG0000385	YJL112W, YKR036C	augustus_masked-NODE_25_length_124534_cov_8.87526_ID_6206-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_25_length_124534_cov_8.87526_ID_6206-processed-gene-0.120&CDS=1-1959
OG0000386	YJL116C, YKR042W	augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.262-mRNA-1_1&gene=augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.262&CDS=1-1161
OG0000387	YJL133W, YKR052C	augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.17&CDS=1-1011
OG0000388	YJL134W, YKR053C	augustus_masked-NODE_25_length_124534_cov_8.87526_ID_6206-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_25_length_124534_cov_8.87526_ID_6206-processed-gene-0.124&CDS=1-1464
OG0000389	YJL136C, YKR057W	augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-0.58&CDS=1-258
OG0000390	YJL137C, YKR058W	augustus_masked-NODE_41_length_65693_cov_10.1195_ID_9188-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_41_length_65693_cov_10.1195_ID_9188-processed-gene-0.78&CDS=1-1173
OG0000391	YJL172W, YOL153C	maker-NODE_22_length_149070_cov_11.0274_ID_7759-snap-gene-0.164-mRNA-1_1&gene=maker-NODE_22_length_149070_cov_11.0274_ID_7759-snap-gene-0.164&CDS=1-3324
OG0000392	YJL177W, YKL180W	augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-2.72&CDS=1-498
OG0000393	YJL190C, YLR367W	augustus_masked-NODE_31_length_100489_cov_13.4032_ID_6409-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_31_length_100489_cov_13.4032_ID_6409-processed-gene-0.130&CDS=1-5640
OG0000394	YJR016C	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-4.61&CDS=1-1767, augustus_masked-NODE_50_length_47779_cov_10.5208_ID_7381-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_50_length_47779_cov_10.5208_ID_7381-processed-gene-0.46&CDS=1-1746
OG0000395	YJR054W, YML047C	snap_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.21&CDS=1-1059
OG0000396	YJR061W, YKL201C	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.83&CDS=1-1302
OG0000397	YJR091C, YPR042C	augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-0.112&CDS=1-2781
OG0000398	YJR094W-A, YPR043W	genemark-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-2.50-mRNA-1_1&gene=genemark-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-2.50&CDS=1-1812
OG0000399	YJR126C	augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.48&CDS=1-2640, genemark-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-0.134-mRNA-1_1&gene=genemark-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-0.134&CDS=1-2301
OG0000400	YJR130C, YML082W	augustus_masked-NODE_53_length_39482_cov_9.37408_ID_7619-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_53_length_39482_cov_9.37408_ID_7619-processed-gene-0.31&CDS=1-1746
OG0000401	YKL043W, YMR016C	augustus_masked-NODE_26_length_119625_cov_21.6396_ID_8164-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_26_length_119625_cov_21.6396_ID_8164-processed-gene-0.11&CDS=1-2274
OG0000402	YKL046C	augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-1.198-mRNA-1_1&gene=augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-1.198&CDS=1-1335, augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.4&CDS=1-1353
OG0000403	YKL050C, YMR031C	augustus_masked-NODE_36_length_82216_cov_10.3236_ID_10502-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_36_length_82216_cov_10.3236_ID_10502-processed-gene-0.49&CDS=1-2538
OG0000404	YKL072W, YMR053C	snap_masked-NODE_47_length_54853_cov_9.18344_ID_6949-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_47_length_54853_cov_9.18344_ID_6949-processed-gene-0.10&CDS=1-2229
OG0000405	YKL081W, YPL048W	genemark-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.246-mRNA-1_1&gene=genemark-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.246&CDS=1-1230
OG0000406	YKL085W	augustus_masked-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.156&CDS=1-1011, augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.132&CDS=1-993
OG0000407	YKL103C	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.6&CDS=1-1365, augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.0&CDS=1-1491
OG0000408	YKL121W, YMR102C	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-3.153&CDS=1-2568
OG0000409	YKL132C, YMR113W	augustus_masked-NODE_35_length_85831_cov_9.65443_ID_6066-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_35_length_85831_cov_9.65443_ID_6066-processed-gene-0.88&CDS=1-1236
OG0000410	YKL133C, YMR115W	maker-NODE_16_length_219844_cov_10.6473_ID_4879-snap-gene-1.242-mRNA-1_1&gene=maker-NODE_16_length_219844_cov_10.6473_ID_4879-snap-gene-1.242&CDS=1-1650
OG0000411	YKL141W, YMR118C	augustus_masked-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.131&CDS=1-564
OG0000412	YKL150W	augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.246-mRNA-1_1&gene=augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.246&CDS=1-822, genemark-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-0.86&CDS=1-978
OG0000413	YKL157W	augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.71&CDS=1-2682, augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-0.101&CDS=1-2631
OG0000414	YKR066C	augustus_masked-NODE_23_length_147609_cov_11.2375_ID_8037-processed-gene-0.239-mRNA-1_1&gene=augustus_masked-NODE_23_length_147609_cov_11.2375_ID_8037-processed-gene-0.239&CDS=1-1113, augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-2.109&CDS=1-837
OG0000415	YKR070W	augustus_masked-NODE_31_length_100489_cov_13.4032_ID_6409-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_31_length_100489_cov_13.4032_ID_6409-processed-gene-0.120&CDS=1-2319, augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.155&CDS=1-1296
OG0000416	YKR076W, YMR251W	snap_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-1.140-mRNA-1_1&gene=snap_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-1.140&CDS=1-945
OG0000417	YLL010C, YLR019W	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.16&CDS=1-1707
OG0000418	YLL012W, YLR020C	snap_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.55&CDS=1-1272
OG0000419	YLR027C	augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.91&CDS=1-1245, augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.178-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.178&CDS=1-1242
OG0000420	YLR029C, YMR121C	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-2.24&CDS=1-612
OG0000421	YLR058C	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-4.36&CDS=1-1407, augustus_masked-NODE_32_length_96656_cov_27.0936_ID_14264-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_32_length_96656_cov_27.0936_ID_14264-processed-gene-0.17&CDS=1-1425
OG0000422	YLR098C, YOR337W	augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-0.154&CDS=1-2115
OG0000423	YLR144C	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-2.139&CDS=1-2253, genemark-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-2.212-mRNA-1_1&gene=genemark-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-2.212&CDS=1-2238
OG0000424	YLR152C, YOR092W	augustus_masked-NODE_26_length_119625_cov_21.6396_ID_8164-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_26_length_119625_cov_21.6396_ID_8164-processed-gene-0.15&CDS=1-1611
OG0000425	YLR260W, YOR171C	augustus_masked-NODE_44_length_57779_cov_10.3869_ID_6717-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_44_length_57779_cov_10.3869_ID_6717-processed-gene-0.59&CDS=1-1452
OG0000426	YLR264W, YOR167C	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-1.139&CDS=1-201
OG0000427	YLR270W, YOR173W	augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-2.114&CDS=1-867
OG0000428	YLR284C, YOR180C	augustus_masked-NODE_39_length_68645_cov_16.4678_ID_8572-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_39_length_68645_cov_16.4678_ID_8572-processed-gene-0.56&CDS=1-807
OG0000429	YLR287C-A, YOR182C	snap_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-0.75&CDS=1-189
OG0000430	YLR300W, YOR190W	genemark-NODE_28_length_110160_cov_11.4914_ID_8006-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_28_length_110160_cov_11.4914_ID_8006-processed-gene-0.42&CDS=1-1245
OG0000431	YLR433C, YML057W	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.100&CDS=1-2088
OG0000432	YLR441C, YML063W	augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-1.150&CDS=1-768
OG0000433	YLR448W, YML073C	augustus_masked-NODE_38_length_71788_cov_9.80059_ID_6379-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_38_length_71788_cov_9.80059_ID_6379-processed-gene-0.114&CDS=1-546
OG0000434	YLR450W, YML075C	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.10&CDS=1-3210
OG0000435	YLR456W, YPR172W	augustus_masked-NODE_38_length_71788_cov_9.80059_ID_6379-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_38_length_71788_cov_9.80059_ID_6379-processed-gene-0.96&CDS=1-498
OG0000436	YML106W, YMR271C	augustus_masked-NODE_48_length_51838_cov_10.782_ID_7465-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_48_length_51838_cov_10.782_ID_7465-processed-gene-0.66&CDS=1-654
OG0000437	YML109W, YMR273C	snap_masked-NODE_34_length_94713_cov_11.1369_ID_5741-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_34_length_94713_cov_11.1369_ID_5741-processed-gene-0.101&CDS=1-3705
OG0000438	YMR004W	augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-0.32&CDS=1-1977, snap_masked-NODE_217_length_415_cov_0.980556_ID_11383-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_217_length_415_cov_0.980556_ID_11383-processed-gene-0.0&CDS=1-294
OG0000439	YMR119W, YNL008C	maker-NODE_41_length_65693_cov_10.1195_ID_9188-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_41_length_65693_cov_10.1195_ID_9188-snap-gene-0.2&CDS=1-1677
OG0000440	YMR177W, YPL224C	augustus_masked-NODE_47_length_54853_cov_9.18344_ID_6949-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_47_length_54853_cov_9.18344_ID_6949-processed-gene-0.69&CDS=1-1152
OG0000441	YMR182C, YPL230W	augustus_masked-NODE_32_length_96656_cov_27.0936_ID_14264-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_32_length_96656_cov_27.0936_ID_14264-processed-gene-0.29&CDS=1-1611
OG0000442	YMR183C, YPL232W	genemark-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.200-mRNA-1_1&gene=genemark-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.200&CDS=1-888
OG0000443	YMR194W, YPL249C-A	augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-0.30&CDS=1-315
OG0000444	YMR196W	augustus_masked-NODE_14_length_268810_cov_12.6902_ID_16700-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_14_length_268810_cov_12.6902_ID_16700-processed-gene-1.24&CDS=1-3060, augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-2.227-mRNA-1_1&gene=augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-2.227&CDS=1-2718
OG0000445	YMR222C, YOR280C	augustus_masked-NODE_31_length_100489_cov_13.4032_ID_6409-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_31_length_100489_cov_13.4032_ID_6409-processed-gene-0.143&CDS=1-687
OG0000446	YMR230W, YOR293W	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.64&CDS=1-381
OG0000447	YMR237W, YOR299W	augustus_masked-NODE_25_length_124534_cov_8.87526_ID_6206-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-NODE_25_length_124534_cov_8.87526_ID_6206-processed-gene-0.153&CDS=1-2151
OG0000448	YMR242C, YOR312C	genemark-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.75&CDS=1-516
OG0000449	YMR253C, YPL264C	augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.131&CDS=1-1311
OG0000450	YMR301C	augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-2.59&CDS=1-1788, augustus_masked-NODE_41_length_65693_cov_10.1195_ID_9188-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_41_length_65693_cov_10.1195_ID_9188-processed-gene-0.86&CDS=1-3822
OG0000451	YMR315W	augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.77&CDS=1-1047, snap_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-0.29&CDS=1-1029
OG0000452	YNL087W, YOR086C	genemark-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.107&CDS=1-6120
OG0000453	YNL104C, YOR108W	augustus_masked-NODE_23_length_147609_cov_11.2375_ID_8037-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-NODE_23_length_147609_cov_11.2375_ID_8037-processed-gene-0.194&CDS=1-1725
OG0000454	YNL106C, YOR109W	augustus_masked-NODE_29_length_105919_cov_17.2848_ID_6898-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_29_length_105919_cov_17.2848_ID_6898-processed-gene-0.70&CDS=1-3585
OG0000455	YNL108C, YOR110W	augustus_masked-NODE_29_length_105919_cov_17.2848_ID_6898-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_29_length_105919_cov_17.2848_ID_6898-processed-gene-0.74&CDS=1-780
OG0000456	YNL299W, YOL115W	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-3.109&CDS=1-1683
OG0000457	YNL301C, YOL120C	augustus_masked-NODE_40_length_66930_cov_9.42058_ID_7647-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_40_length_66930_cov_9.42058_ID_7647-processed-gene-0.25&CDS=1-549
