	Saccharomyces_cerevisiae	yHMPu5000034887_Ogataea_trehaloabstinens
OG0002044	YKL018W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.34&CDS=1-999
OG0002045	YKL019W	snap_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.164-mRNA-1_1&gene=snap_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.164&CDS=1-900
OG0002046	YKL021C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-0.65&CDS=1-1251
OG0002047	YKL022C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-0.66&CDS=1-2022
OG0002048	YKL024C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-2.77&CDS=1-1959
OG0002049	YKL025C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-3.142&CDS=1-2085
OG0002050	YKL027W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-1.143&CDS=1-1374
OG0002051	YKL028W	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-4.130-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-4.130&CDS=1-1455
OG0002052	YKL029C	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.159-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.159&CDS=1-1914
OG0002053	YKL033W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-2.59&CDS=1-3186
OG0002054	YKL033W-A	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.114&CDS=1-747
OG0002055	YKL034W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.113&CDS=1-2388
OG0002056	YKL035W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.31&CDS=1-1482
OG0002057	YKL040C	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-3.149-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-3.149&CDS=1-1599
OG0002058	YKL041W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.55&CDS=1-663
OG0002059	YKL045W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-4.36&CDS=1-1566
OG0002060	YKL047W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-2.86&CDS=1-1962
OG0002061	YKL051W	snap_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.149-mRNA-1_1&gene=snap_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.149&CDS=1-741
OG0002062	YKL053C-A	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-0.93&CDS=1-273
OG0002063	YKL054C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-10.36-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-10.36&CDS=1-2211
OG0002064	YKL056C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-1.77&CDS=1-2661
OG0002065	YKL058W	maker-NODE_8_length_752213_cov_18.8698_ID_15-augustus-gene-3.1-mRNA-1_1&gene=maker-NODE_8_length_752213_cov_18.8698_ID_15-augustus-gene-3.1&CDS=1-351
OG0002066	YKL059C	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-3.126&CDS=1-1161
OG0002067	YKL060C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-10.37-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-10.37&CDS=1-1077
OG0002068	YKL064W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.308-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.308&CDS=1-2913
OG0002069	YKL069W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-14.89-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-14.89&CDS=1-531
OG0002070	YKL070W	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-6.167-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-6.167&CDS=1-648
OG0002071	YKL073W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-4.32&CDS=1-2562
OG0002072	YKL074C	genemark-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-4.58-mRNA-1_1&gene=genemark-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-4.58&CDS=1-1410
OG0002073	YKL077W	maker-NODE_8_length_752213_cov_18.8698_ID_15-snap-gene-4.9-mRNA-1_1&gene=maker-NODE_8_length_752213_cov_18.8698_ID_15-snap-gene-4.9&CDS=1-2196
OG0002074	YKL078W	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-3.68&CDS=1-2205
OG0002075	YKL080W	maker-NODE_6_length_848181_cov_19.387_ID_11-augustus-gene-2.106-mRNA-1_1&gene=maker-NODE_6_length_848181_cov_19.387_ID_11-augustus-gene-2.106&CDS=1-2238
OG0002076	YKL085W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-16.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-16.111&CDS=1-1002
OG0002077	YKL086W	snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-16.66-mRNA-1_1&gene=snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-16.66&CDS=1-363
OG0002078	YKL087C	maker-NODE_6_length_848181_cov_19.387_ID_11-snap-gene-7.162-mRNA-1_1&gene=maker-NODE_6_length_848181_cov_19.387_ID_11-snap-gene-7.162&CDS=1-1554
OG0002079	YKL089W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.233-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.233&CDS=1-1656
OG0002080	YKL090W	snap_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-4.144-mRNA-1_1&gene=snap_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-4.144&CDS=1-1029
OG0002081	YKL092C	maker-NODE_9_length_736505_cov_22.0163_ID_17-augustus-gene-4.106-mRNA-1_1&gene=maker-NODE_9_length_736505_cov_22.0163_ID_17-augustus-gene-4.106&CDS=1-3060
OG0002082	YKL094W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-2.13&CDS=1-945
OG0002083	YKL095W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-5.74&CDS=1-882
OG0002084	YKL099C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.45&CDS=1-756
OG0002085	YKL100C	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-6.159-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-6.159&CDS=1-1551
OG0002086	YKL104C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-1.103&CDS=1-3381
OG0002087	YKL110C	augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.36&CDS=1-876
OG0002088	YKL113C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.88&CDS=1-1128
OG0002089	YKL114C	augustus_masked-NODE_15_length_89900_cov_16.9629_ID_29-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_15_length_89900_cov_16.9629_ID_29-processed-gene-0.35&CDS=1-1089
OG0002090	YKL116C	snap_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-0.103&CDS=1-1476
OG0002091	YKL117W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-1.105&CDS=1-591
OG0002092	YKL119C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-3.66&CDS=1-675
OG0002093	YKL120W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-8.121-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-8.121&CDS=1-945
OG0002094	YKL125W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-8.135-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-8.135&CDS=1-1914
OG0002095	YKL128C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-0.43&CDS=1-1005
OG0002096	YKL134C	genemark-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-4.18-mRNA-1_1&gene=genemark-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-4.18&CDS=1-3444
OG0002097	YKL137W	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.116&CDS=1-366
OG0002098	YKL138C	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.117&CDS=1-330
OG0002099	YKL139W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.110&CDS=1-1614
OG0002100	YKL140W	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.8&CDS=1-1473
OG0002101	YKL142W	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.75&CDS=1-678
OG0002102	YKL143W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.75-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.75&CDS=1-1308
OG0002103	YKL144C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.82&CDS=1-582
OG0002104	YKL145W	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.104&CDS=1-1314
OG0002105	YKL148C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.81&CDS=1-1935
OG0002106	YKL149C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.106&CDS=1-1197
OG0002107	YKL150W	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.76&CDS=1-888
OG0002108	YKL151C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.103&CDS=1-1029
OG0002109	YKL152C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-4.79&CDS=1-747
OG0002110	YKL160W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-1.79&CDS=1-315
OG0002111	YKL162C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-0.123&CDS=1-1506
OG0002112	YKL165C	snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.3-mRNA-1_1&gene=snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.3&CDS=1-2919
OG0002113	YKL167C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.115-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.115&CDS=1-444
OG0002114	YKL170W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.116-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.116&CDS=1-396
OG0002115	YKL171W	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.240-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.240&CDS=1-2166
OG0002116	YKL172W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-13.94-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-13.94&CDS=1-963
OG0002117	YKL174C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-13.93-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-13.93&CDS=1-1866
OG0002118	YKL175W	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-4.140&CDS=1-1554
OG0002119	YKL176C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-8.66&CDS=1-2976
OG0002120	YKL178C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.7&CDS=1-1326
OG0002121	YKL179C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.10-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.10&CDS=1-2166
OG0002122	YKL181W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-7.101-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-7.101&CDS=1-1233
OG0002123	YKL182W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-8.66&CDS=1-6183
OG0002124	YKL184W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.144-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.144&CDS=1-1269
OG0002125	YKL185W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.145-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.145&CDS=1-1575
OG0002126	YKL186C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.127&CDS=1-570
OG0002127	YKL188C	maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-2.38-mRNA-1_1&gene=maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-2.38&CDS=1-2691
OG0002128	YKL189W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.148-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.148&CDS=1-1152
OG0002129	YKL190W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.168-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.168&CDS=1-525
OG0002130	YKL192C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.15&CDS=1-453
OG0002131	YKL193C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-8.54-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-8.54&CDS=1-1134
OG0002132	YKL194C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.38&CDS=1-2103
OG0002133	YKL195W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.84&CDS=1-822
OG0002134	YKL196C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.85&CDS=1-606
OG0002135	YKL197C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-2.71&CDS=1-3279
OG0002136	YKL203C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-1.45&CDS=1-7278
OG0002137	YKL205W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.17-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.17&CDS=1-3231
OG0002138	YKL206C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.43-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.43&CDS=1-864
OG0002139	YKL207W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-13.68-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-13.68&CDS=1-777
OG0002140	YKL209C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-4.124&CDS=1-3837
OG0002141	YKL210W	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-4.141&CDS=1-3075
OG0002142	YKL211C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.118-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.118&CDS=1-1491
OG0002143	YKL212W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.96-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.96&CDS=1-1836
OG0002144	YKL213C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-2.59&CDS=1-2145
OG0002145	YKL216W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-0.59&CDS=1-1302
OG0002146	YKL217W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.103&CDS=1-1575
OG0002147	YKL221W	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-6.163-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-6.163&CDS=1-1428
OG0002148	YKR001C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-2.52&CDS=1-3933
OG0002149	YKR002W	augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.38&CDS=1-1746
OG0002150	YKR004C	augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.18&CDS=1-1089
OG0002151	YKR008W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-16.139-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-16.139&CDS=1-1797
OG0002152	YKR009C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.310-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.310&CDS=1-2721
OG0002153	YKR014C	maker-NODE_2_length_1537802_cov_17.1257_ID_3-augustus-gene-10.104-mRNA-1_1&gene=maker-NODE_2_length_1537802_cov_17.1257_ID_3-augustus-gene-10.104&CDS=1-648
OG0002154	YKR016W	snap_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.100&CDS=1-1599
OG0002155	YKR017C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-7.9&CDS=1-1917
OG0002156	YKR020W	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-5.143-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-5.143&CDS=1-669
OG0002157	YKR023W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-2.37&CDS=1-1527
