	Candida_auris	Saccharomyces_cerevisiae
OG0000430	snap_masked-LGST01000057.1-processed-gene-1.187-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.187&CDS=1-1035	YEL006W, YIL006W
OG0000431	snap_masked-LGST01000057.1-processed-gene-1.222-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.222&CDS=1-1197	YJL137C, YKR058W
OG0000432	snap_masked-LGST01000058.1-processed-gene-0.58-mRNA-1_1&gene=snap_masked-LGST01000058.1-processed-gene-0.58&CDS=1-1416	YJR054W, YML047C
OG0000433	augustus_masked-LGST01000059.1-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-LGST01000059.1-processed-gene-0.121&CDS=1-273	YER019C-A, YER087C-B
OG0000434	snap_masked-LGST01000059.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-LGST01000059.1-processed-gene-0.10&CDS=1-1488	YBL056W, YER089C
OG0000435	snap_masked-LGST01000059.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-LGST01000059.1-processed-gene-0.37&CDS=1-2475	YOR256C, YPL176C
OG0000436	snap_masked-LGST01000061.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-LGST01000061.1-processed-gene-0.69&CDS=1-1143	YBR273C, YJL048C
OG0000437	snap_masked-LGST01000062.1-processed-gene-0.58-mRNA-1_1&gene=snap_masked-LGST01000062.1-processed-gene-0.58&CDS=1-312	YCL035C, YDR513W
OG0000438	snap_masked-LGST01000062.1-processed-gene-0.55-mRNA-1_1&gene=snap_masked-LGST01000062.1-processed-gene-0.55&CDS=1-615	YGL135W, YPL220W
OG0000439	snap_masked-LGST01000063.1-processed-gene-0.85-mRNA-1_1&gene=snap_masked-LGST01000063.1-processed-gene-0.85&CDS=1-1839	YDL229W, YNL209W
OG0000440	augustus_masked-LGST01000064.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-LGST01000064.1-processed-gene-0.38&CDS=1-954	YBR147W, YOL092W
OG0000441	snap_masked-LGST01000064.1-processed-gene-0.106-mRNA-1_1&gene=snap_masked-LGST01000064.1-processed-gene-0.106&CDS=1-1074	YDL175C, YIL079C
OG0000442	snap_masked-LGST01000064.1-processed-gene-0.115-mRNA-1_1&gene=snap_masked-LGST01000064.1-processed-gene-0.115&CDS=1-1098	YMR253C, YPL264C
OG0000443	genemark-LGST01000064.1-processed-gene-0.179-mRNA-1_1&gene=genemark-LGST01000064.1-processed-gene-0.179&CDS=1-2718	YKR089C, YOR081C
OG0000444	snap_masked-LGST01000065.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-LGST01000065.1-processed-gene-0.38&CDS=1-1935	YDR389W, YOR134W
OG0000445	maker-LGST01000066.1-snap-gene-0.1-mRNA-1_1&gene=maker-LGST01000066.1-snap-gene-0.1&CDS=1-1560	YDR146C, YLR131C
OG0000446	snap_masked-LGST01000066.1-processed-gene-1.40-mRNA-1_1&gene=snap_masked-LGST01000066.1-processed-gene-1.40&CDS=1-1137	YOR390W, YPL279C
OG0000447	snap_masked-LGST01000068.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-LGST01000068.1-processed-gene-0.53&CDS=1-2049	YJL083W, YKR019C
OG0000448	maker-LGST01000070.1-augustus-gene-0.33-mRNA-1_1&gene=maker-LGST01000070.1-augustus-gene-0.33&CDS=1-1008	YNL301C, YOL120C
OG0000449	genemark-LGST01000072.1-processed-gene-0.27-mRNA-1_1&gene=genemark-LGST01000072.1-processed-gene-0.27&CDS=1-1791	YCR048W, YNR019W
OG0000450	snap_masked-LGST01000074.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LGST01000074.1-processed-gene-0.1&CDS=1-1320	YDR134C, YLR110C
OG0000451	genemark-LGST01000074.1-processed-gene-0.25-mRNA-1_1&gene=genemark-LGST01000074.1-processed-gene-0.25&CDS=1-4431	YER132C, YGL197W
OG0000452	snap_masked-LGST01000001.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-LGST01000001.1-processed-gene-0.12&CDS=1-924	YIL145C
OG0000453	snap_masked-LGST01000001.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-LGST01000001.1-processed-gene-0.17&CDS=1-1800	YGR119C
OG0000454	snap_masked-LGST01000002.1-processed-gene-0.43-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.43&CDS=1-1044	YPR065W
OG0000455	snap_masked-LGST01000002.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.64&CDS=1-1038	YKR071C
OG0000456	snap_masked-LGST01000002.1-processed-gene-0.45-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.45&CDS=1-1830	YIL144W
OG0000457	snap_masked-LGST01000002.1-processed-gene-0.66-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.66&CDS=1-546	YKR085C
OG0000458	snap_masked-LGST01000002.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.67&CDS=1-1437	YNL152W
OG0000459	snap_masked-LGST01000002.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.68&CDS=1-1371	YDR072C
OG0000460	snap_masked-LGST01000002.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.47&CDS=1-645	YNL151C
OG0000461	snap_masked-LGST01000002.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.69&CDS=1-1560	YPR137W
OG0000462	snap_masked-LGST01000002.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.70&CDS=1-411	YNL149C
OG0000463	snap_masked-LGST01000002.1-processed-gene-0.71-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.71&CDS=1-720	YNL148C
OG0000464	snap_masked-LGST01000002.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.48&CDS=1-438	YNL147W
OG0000465	snap_masked-LGST01000002.1-processed-gene-0.49-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.49&CDS=1-654	YHR128W
OG0000466	snap_masked-LGST01000002.1-processed-gene-0.73-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.73&CDS=1-462	YPR187W
OG0000467	snap_masked-LGST01000002.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.74&CDS=1-1122	YPR191W
OG0000468	snap_masked-LGST01000002.1-processed-gene-0.75-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.75&CDS=1-1278	YLR459W
OG0000469	augustus_masked-LGST01000002.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LGST01000002.1-processed-gene-0.8&CDS=1-300	YPR182W
OG0000470	snap_masked-LGST01000002.1-processed-gene-0.76-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.76&CDS=1-1290	YPR173C
OG0000471	snap_masked-LGST01000002.1-processed-gene-0.77-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.77&CDS=1-669	YJR123W
OG0000472	snap_masked-LGST01000002.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.78&CDS=1-2331	YJL212C
OG0000473	snap_masked-LGST01000002.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.52&CDS=1-360	YDL012C
OG0000474	snap_masked-LGST01000002.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.54&CDS=1-1932	YPR162C
OG0000475	snap_masked-LGST01000002.1-processed-gene-0.55-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.55&CDS=1-1761	YLR452C
OG0000476	snap_masked-LGST01000002.1-processed-gene-0.80-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.80&CDS=1-1584	YER025W
OG0000477	snap_masked-LGST01000002.1-processed-gene-0.56-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.56&CDS=1-2649	YMR078C
OG0000478	maker-LGST01000002.1-snap-gene-0.0-mRNA-1_1&gene=maker-LGST01000002.1-snap-gene-0.0&CDS=1-2487	YMR100W
OG0000479	snap_masked-LGST01000002.1-processed-gene-0.82-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.82&CDS=1-4317	YGR098C
OG0000480	snap_masked-LGST01000002.1-processed-gene-0.60-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.60&CDS=1-1134	YJL171C
OG0000481	genemark-LGST01000002.1-processed-gene-0.126-mRNA-1_1&gene=genemark-LGST01000002.1-processed-gene-0.126&CDS=1-633	YGL136C
OG0000482	snap_masked-LGST01000002.1-processed-gene-0.62-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.62&CDS=1-1821	YJR002W
OG0000483	maker-LGST01000002.1-augustus-gene-1.0-mRNA-1_1&gene=maker-LGST01000002.1-augustus-gene-1.0&CDS=1-4068	YOL021C
OG0000484	snap_masked-LGST01000002.1-processed-gene-1.122-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.122&CDS=1-612	YDR487C
OG0000485	snap_masked-LGST01000002.1-processed-gene-1.123-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.123&CDS=1-1287	YOL097C
OG0000486	snap_masked-LGST01000002.1-processed-gene-1.88-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.88&CDS=1-2670	YOL078W
OG0000487	snap_masked-LGST01000002.1-processed-gene-1.89-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.89&CDS=1-720	YOL080C
OG0000488	snap_masked-LGST01000002.1-processed-gene-1.90-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.90&CDS=1-210	YOL077W-A
OG0000489	snap_masked-LGST01000002.1-processed-gene-1.91-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.91&CDS=1-870	YOL077C
OG0000490	snap_masked-LGST01000002.1-processed-gene-1.95-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.95&CDS=1-918	YMR101C
OG0000491	augustus_masked-LGST01000002.1-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-LGST01000002.1-processed-gene-1.53&CDS=1-633	YKL119C
OG0000492	snap_masked-LGST01000002.1-processed-gene-1.96-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.96&CDS=1-1332	YNL040W
OG0000493	snap_masked-LGST01000002.1-processed-gene-1.130-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.130&CDS=1-951	YBR146W
OG0000494	snap_masked-LGST01000002.1-processed-gene-1.131-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.131&CDS=1-3690	YCR033W
OG0000495	snap_masked-LGST01000002.1-processed-gene-1.132-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.132&CDS=1-1461	YJL194W
OG0000496	snap_masked-LGST01000002.1-processed-gene-1.97-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.97&CDS=1-315	YOL086W-A
OG0000497	snap_masked-LGST01000002.1-processed-gene-1.98-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.98&CDS=1-3150	YOL087C
OG0000498	snap_masked-LGST01000002.1-processed-gene-1.99-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.99&CDS=1-639	YBR154C
OG0000499	snap_masked-LGST01000002.1-processed-gene-1.133-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.133&CDS=1-804	YBR153W
OG0000500	snap_masked-LGST01000002.1-processed-gene-1.100-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.100&CDS=1-969	YCR034W
OG0000501	snap_masked-LGST01000002.1-processed-gene-1.134-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.134&CDS=1-984	YCR036W
OG0000502	snap_masked-LGST01000002.1-processed-gene-1.135-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.135&CDS=1-2787	YBR079C
OG0000503	snap_masked-LGST01000002.1-processed-gene-1.136-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.136&CDS=1-909	YDR361C
OG0000504	snap_masked-LGST01000002.1-processed-gene-1.101-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.101&CDS=1-2271	YPR031W
OG0000505	snap_masked-LGST01000002.1-processed-gene-1.103-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.103&CDS=1-1653	YBR083W
OG0000506	snap_masked-LGST01000002.1-processed-gene-1.140-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.140&CDS=1-1677	YOR128C
OG0000507	snap_masked-LGST01000002.1-processed-gene-1.142-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.142&CDS=1-1386	YOR301W
OG0000508	maker-LGST01000002.1-snap-gene-1.5-mRNA-1_1&gene=maker-LGST01000002.1-snap-gene-1.5&CDS=1-645	YDR381W
OG0000509	snap_masked-LGST01000002.1-processed-gene-1.107-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.107&CDS=1-1872	YOR129C
OG0000510	snap_masked-LGST01000002.1-processed-gene-1.108-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.108&CDS=1-867	YDL052C
OG0000511	snap_masked-LGST01000002.1-processed-gene-1.109-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.109&CDS=1-3885	YLL021W
OG0000512	snap_masked-LGST01000002.1-processed-gene-1.146-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.146&CDS=1-1167	YDR161W
OG0000513	snap_masked-LGST01000002.1-processed-gene-1.110-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.110&CDS=1-615	YLR145W
OG0000514	snap_masked-LGST01000002.1-processed-gene-1.111-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.111&CDS=1-945	YLR146C
OG0000515	snap_masked-LGST01000002.1-processed-gene-1.148-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.148&CDS=1-1560	YJL201W
OG0000516	snap_masked-LGST01000002.1-processed-gene-1.113-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.113&CDS=1-261	YDR016C
OG0000517	snap_masked-LGST01000002.1-processed-gene-1.149-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.149&CDS=1-1464	YHR045W
OG0000518	snap_masked-LGST01000002.1-processed-gene-1.115-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.115&CDS=1-1239	YHR005C
OG0000519	snap_masked-LGST01000002.1-processed-gene-1.150-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.150&CDS=1-1323	YBL045C
OG0000520	snap_masked-LGST01000002.1-processed-gene-1.152-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.152&CDS=1-786	YJR113C
OG0000521	snap_masked-LGST01000002.1-processed-gene-1.117-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.117&CDS=1-1305	YJL060W
OG0000522	snap_masked-LGST01000002.1-processed-gene-1.154-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.154&CDS=1-1209	YBR271W
OG0000523	snap_masked-LGST01000002.1-processed-gene-1.155-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.155&CDS=1-1647	YBR008C
OG0000524	snap_masked-LGST01000002.1-processed-gene-1.156-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-1.156&CDS=1-390	YBR269C
OG0000525	maker-LGST01000003.1-augustus-gene-0.108-mRNA-1_1&gene=maker-LGST01000003.1-augustus-gene-0.108&CDS=1-1965	YPL218W
OG0000526	snap_masked-LGST01000003.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-0.1&CDS=1-1842	YER080W
OG0000527	snap_masked-LGST01000003.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-0.20&CDS=1-498	YBR254C
OG0000528	augustus_masked-LGST01000003.1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-LGST01000003.1-processed-gene-0.92&CDS=1-2325	YBR255W
OG0000529	augustus_masked-LGST01000003.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-LGST01000003.1-processed-gene-0.81&CDS=1-1395	YOL027C
OG0000530	snap_masked-LGST01000003.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-0.5&CDS=1-1920	YPR018W
OG0000531	maker-LGST01000003.1-augustus-gene-0.105-mRNA-1_1&gene=maker-LGST01000003.1-augustus-gene-0.105&CDS=1-4050	YER169W
OG0000532	snap_masked-LGST01000003.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-0.22&CDS=1-723	YER174C
OG0000533	snap_masked-LGST01000003.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-0.9&CDS=1-3696	YDR216W
OG0000534	snap_masked-LGST01000003.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-0.23&CDS=1-477	YPR098C
OG0000535	snap_masked-LGST01000003.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-0.24&CDS=1-3579	YDR097C
OG0000536	maker-LGST01000003.1-snap-gene-0.74-mRNA-1_1&gene=maker-LGST01000003.1-snap-gene-0.74&CDS=1-14058	YLR106C
OG0000537	maker-LGST01000003.1-augustus-gene-0.110-mRNA-1_1&gene=maker-LGST01000003.1-augustus-gene-0.110&CDS=1-6279	YDR127W
OG0000538	snap_masked-LGST01000003.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-0.32&CDS=1-2772	YDR524C
OG0000539	snap_masked-LGST01000003.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-0.16&CDS=1-828	YDR460W
OG0000540	snap_masked-LGST01000003.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-0.17&CDS=1-576	YML036W
OG0000541	snap_masked-LGST01000003.1-processed-gene-1.0-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-1.0&CDS=1-1320	YDR527W
OG0000542	augustus_masked-LGST01000003.1-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-LGST01000003.1-processed-gene-1.96&CDS=1-2673	YCL045C
OG0000543	snap_masked-LGST01000003.1-processed-gene-1.25-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-1.25&CDS=1-1542	YDR479C
OG0000544	snap_masked-LGST01000003.1-processed-gene-1.26-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-1.26&CDS=1-1407	YOR025W
OG0000545	maker-LGST01000003.1-snap-gene-1.94-mRNA-1_1&gene=maker-LGST01000003.1-snap-gene-1.94&CDS=1-2403	YDR477W
OG0000546	snap_masked-LGST01000003.1-processed-gene-1.5-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-1.5&CDS=1-837	YDR374C
OG0000547	snap_masked-LGST01000003.1-processed-gene-1.6-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-1.6&CDS=1-741	YOR125C
OG0000548	augustus_masked-LGST01000003.1-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-LGST01000003.1-processed-gene-1.102&CDS=1-1425	YOL069W
OG0000549	snap_masked-LGST01000003.1-processed-gene-1.30-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-1.30&CDS=1-1953	YDL035C
OG0000550	snap_masked-LGST01000003.1-processed-gene-1.32-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-1.32&CDS=1-1035	YER027C
OG0000551	snap_masked-LGST01000003.1-processed-gene-1.8-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-1.8&CDS=1-1128	YFL026W
OG0000552	snap_masked-LGST01000003.1-processed-gene-1.9-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-1.9&CDS=1-861	YNL032W
OG0000553	snap_masked-LGST01000003.1-processed-gene-1.33-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-1.33&CDS=1-432	YIL087C
OG0000554	maker-LGST01000003.1-snap-gene-1.92-mRNA-1_1&gene=maker-LGST01000003.1-snap-gene-1.92&CDS=1-2274	YJL127C
OG0000555	genemark-LGST01000003.1-processed-gene-1.83-mRNA-1_1&gene=genemark-LGST01000003.1-processed-gene-1.83&CDS=1-6627	YJL130C
OG0000556	augustus_masked-LGST01000003.1-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-LGST01000003.1-processed-gene-1.108&CDS=1-3084	YKR050W
OG0000557	augustus_masked-LGST01000003.1-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-LGST01000003.1-processed-gene-1.109&CDS=1-855	YNL075W
OG0000558	genemark-LGST01000003.1-processed-gene-1.63-mRNA-1_1&gene=genemark-LGST01000003.1-processed-gene-1.63&CDS=1-3804	YER093C
OG0000559	snap_masked-LGST01000003.1-processed-gene-1.16-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-1.16&CDS=1-720	YJL115W
OG0000560	maker-LGST01000003.1-snap-gene-1.93-mRNA-1_1&gene=maker-LGST01000003.1-snap-gene-1.93&CDS=1-1923	YBR287W
OG0000561	snap_masked-LGST01000003.1-processed-gene-1.43-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-1.43&CDS=1-510	YIL096C
OG0000562	snap_masked-LGST01000003.1-processed-gene-1.44-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-1.44&CDS=1-2145	YDL122W
OG0000563	snap_masked-LGST01000003.1-processed-gene-1.45-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-1.45&CDS=1-1326	YNL016W
OG0000564	snap_masked-LGST01000003.1-processed-gene-1.21-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-1.21&CDS=1-1233	YML005W
OG0000565	snap_masked-LGST01000003.1-processed-gene-1.23-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-1.23&CDS=1-1473	YNL026W
OG0000566	snap_masked-LGST01000003.1-processed-gene-1.46-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-1.46&CDS=1-1038	YIL083C
OG0000567	maker-LGST01000003.1-augustus-gene-2.225-mRNA-1_1&gene=maker-LGST01000003.1-augustus-gene-2.225&CDS=1-1512	YNL025C
OG0000568	snap_masked-LGST01000003.1-processed-gene-2.151-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-2.151&CDS=1-219	YHR143W-A
OG0000569	augustus_masked-LGST01000003.1-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-LGST01000003.1-processed-gene-2.4&CDS=1-5739	YPL006W
OG0000570	snap_masked-LGST01000003.1-processed-gene-2.156-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-2.156&CDS=1-1026	YHR144C
OG0000571	snap_masked-LGST01000003.1-processed-gene-2.193-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-2.193&CDS=1-693	YNL168C
OG0000572	maker-LGST01000003.1-snap-gene-2.71-mRNA-1_1&gene=maker-LGST01000003.1-snap-gene-2.71&CDS=1-264	YEL020W-A
OG0000573	snap_masked-LGST01000003.1-processed-gene-2.196-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-2.196&CDS=1-1488	YCR024C
OG0000574	snap_masked-LGST01000003.1-processed-gene-2.158-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-2.158&CDS=1-948	YFR025C
OG0000575	snap_masked-LGST01000003.1-processed-gene-2.197-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-2.197&CDS=1-2055	YHR020W
OG0000576	maker-LGST01000003.1-augustus-gene-2.226-mRNA-1_1&gene=maker-LGST01000003.1-augustus-gene-2.226&CDS=1-3063	YHR018C
OG0000577	snap_masked-LGST01000003.1-processed-gene-2.162-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-2.162&CDS=1-2025	YGR145W
OG0000578	snap_masked-LGST01000003.1-processed-gene-2.163-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-2.163&CDS=1-654	YJR050W
OG0000579	snap_masked-LGST01000003.1-processed-gene-2.199-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-2.199&CDS=1-702	YGL037C
OG0000580	snap_masked-LGST01000003.1-processed-gene-2.200-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-2.200&CDS=1-1116	YGL038C
OG0000581	snap_masked-LGST01000003.1-processed-gene-2.201-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-2.201&CDS=1-1911	YOR204W
OG0000582	maker-LGST01000003.1-augustus-gene-2.233-mRNA-1_1&gene=maker-LGST01000003.1-augustus-gene-2.233&CDS=1-3318	YEL042W
OG0000583	snap_masked-LGST01000003.1-processed-gene-2.164-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-2.164&CDS=1-2454	YDR223W
OG0000584	snap_masked-LGST01000003.1-processed-gene-2.166-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-2.166&CDS=1-2772	YDR217C
OG0000585	snap_masked-LGST01000003.1-processed-gene-2.204-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-2.204&CDS=1-1443	YLR142W
OG0000586	snap_masked-LGST01000003.1-processed-gene-2.169-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-2.169&CDS=1-2361	YLR222C
OG0000587	snap_masked-LGST01000003.1-processed-gene-2.207-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-2.207&CDS=1-705	YDR152W
OG0000588	snap_masked-LGST01000003.1-processed-gene-2.172-mRNA-1_1&gene=snap_masked-LGST01000003.1-processed-gene-2.172&CDS=1-606	YDR162C
