	Metschnikowia_arizonensis	Saccharomyces_cerevisiae
OG0000723	augustus_masked-ari-_s117-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.65&CDS=1-2283	YGL045W
OG0000724	augustus_masked-ari-_s117-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.66&CDS=1-2361	YJL029C
OG0000725	augustus_masked-ari-_s117-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.67&CDS=1-750	YDR007W
OG0000726	augustus_masked-ari-_s117-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.84&CDS=1-1665	YJL008C
OG0000727	augustus_masked-ari-_s117-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.68&CDS=1-468	YER046W
OG0000728	augustus_masked-ari-_s117-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.86&CDS=1-798	YDL142C
OG0000729	maker-ari-_s117-augustus-gene-0.52-mRNA-1_1&gene=maker-ari-_s117-augustus-gene-0.52&CDS=1-3075	YNR043W
OG0000730	maker-ari-_s117-augustus-gene-0.50-mRNA-1_1&gene=maker-ari-_s117-augustus-gene-0.50&CDS=1-864	YJL003W
OG0000731	augustus_masked-ari-_s117-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.88&CDS=1-1059	YCR086W
OG0000732	augustus_masked-ari-_s117-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.70&CDS=1-1365	YDR289C
OG0000733	augustus_masked-ari-_s117-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.71&CDS=1-1932	YDR484W
OG0000734	augustus_masked-ari-_s117-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.91&CDS=1-972	YOL094C
OG0000735	maker-ari-_s117-snap-gene-0.56-mRNA-1_1&gene=maker-ari-_s117-snap-gene-0.56&CDS=1-5175	YDL140C
OG0000736	maker-ari-_s117-snap-gene-0.58-mRNA-1_1&gene=maker-ari-_s117-snap-gene-0.58&CDS=1-3510	YNL321W
OG0000737	augustus_masked-ari-_s117-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.74&CDS=1-342	YGR074W
OG0000738	augustus_masked-ari-_s117-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.96&CDS=1-471	YGR076C
OG0000739	augustus_masked-ari-_s117-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.97&CDS=1-471	YDL004W
OG0000740	augustus_masked-ari-_s117-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.76&CDS=1-1542	YDL003W
OG0000741	augustus_masked-ari-_s117-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.77&CDS=1-696	YDR489W
OG0000742	augustus_masked-ari-_s117-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.100&CDS=1-3510	YOL138C
OG0000743	augustus_masked-ari-_s117-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.78&CDS=1-909	YNL320W
OG0000744	augustus_masked-ari-_s117-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.101&CDS=1-1026	YOL139C
OG0000745	augustus_masked-ari-_s119-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-ari-_s119-processed-gene-0.7&CDS=1-2175	YJR101W
OG0000746	augustus_masked-ari-_s119-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-ari-_s119-processed-gene-0.8&CDS=1-861	YJR088C
OG0000747	augustus_masked-ari-_s122-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-ari-_s122-processed-gene-0.22&CDS=1-4278	YGR116W
OG0000748	maker-ari-_s122-augustus-gene-0.0-mRNA-1_1&gene=maker-ari-_s122-augustus-gene-0.0&CDS=1-4245	YJL108C
OG0000749	augustus_masked-ari-_s122-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-ari-_s122-processed-gene-0.29&CDS=1-1212	YOL022C
OG0000750	augustus_masked-ari-_s122-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-ari-_s122-processed-gene-0.30&CDS=1-2268	YOL023W
OG0000751	augustus_masked-ari-_s122-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-ari-_s122-processed-gene-0.31&CDS=1-1554	YDR052C
OG0000752	augustus_masked-ari-_s122-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-ari-_s122-processed-gene-0.32&CDS=1-711	YDR054C
OG0000753	maker-ari-_s122-snap-gene-0.34-mRNA-1_1&gene=maker-ari-_s122-snap-gene-0.34&CDS=1-2715	YFR016C
OG0000754	augustus_masked-ari-_s122-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-ari-_s122-processed-gene-0.25&CDS=1-3729	YJL080C
OG0000755	augustus_masked-ari-_s122-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-ari-_s122-processed-gene-0.26&CDS=1-1629	YGR055W
OG0000756	augustus_masked-ari-_s122-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-ari-_s122-processed-gene-0.27&CDS=1-426	YPR100W
OG0000757	augustus_masked-ari-_s124-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-ari-_s124-processed-gene-0.13&CDS=1-1788	YNL048W
OG0000758	augustus_masked-ari-_s124-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-ari-_s124-processed-gene-0.14&CDS=1-2703	YGL137W
OG0000759	snap_masked-ari-_s125-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ari-_s125-processed-gene-0.29&CDS=1-2442	YMR075W
OG0000760	augustus_masked-ari-_s125-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.54&CDS=1-789	YEL021W
OG0000761	augustus_masked-ari-_s125-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.79&CDS=1-1071	YJL053W
OG0000762	augustus_masked-ari-_s125-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.58&CDS=1-807	YGL050W
OG0000763	augustus_masked-ari-_s125-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.59&CDS=1-3669	YDR495C
OG0000764	augustus_masked-ari-_s125-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.82&CDS=1-3501	YDL141W
OG0000765	augustus_masked-ari-_s125-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.60&CDS=1-1074	YHR034C
OG0000766	maker-ari-_s125-augustus-gene-0.51-mRNA-1_1&gene=maker-ari-_s125-augustus-gene-0.51&CDS=1-2853	YBL015W
OG0000767	augustus_masked-ari-_s125-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.67&CDS=1-288	YOR265W
OG0000768	genemark-ari-_s125-processed-gene-0.127-mRNA-1_1&gene=genemark-ari-_s125-processed-gene-0.127&CDS=1-789	YOR262W
OG0000769	augustus_masked-ari-_s125-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.68&CDS=1-963	YOR261C
OG0000770	augustus_masked-ari-_s125-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.69&CDS=1-1311	YPL172C
OG0000771	snap_masked-ari-_s125-processed-gene-0.22-mRNA-1_1&gene=snap_masked-ari-_s125-processed-gene-0.22&CDS=1-2379	YNL085W
OG0000772	augustus_masked-ari-_s125-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.71&CDS=1-993	YDR315C
OG0000773	augustus_masked-ari-_s125-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.86&CDS=1-2037	YHR042W
OG0000774	augustus_masked-ari-_s125-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.72&CDS=1-2592	YER070W
OG0000775	genemark-ari-_s125-processed-gene-0.112-mRNA-1_1&gene=genemark-ari-_s125-processed-gene-0.112&CDS=1-2001	YIL067C
OG0000776	augustus_masked-ari-_s125-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.88&CDS=1-1173	YJR076C
OG0000777	augustus_masked-ari-_s125-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.76&CDS=1-756	YJR144W
OG0000778	snap_masked-ari-_s126-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ari-_s126-processed-gene-0.4&CDS=1-1347	YGL181W
OG0000779	genemark-ari-_s126-processed-gene-0.22-mRNA-1_1&gene=genemark-ari-_s126-processed-gene-0.22&CDS=1-414	YPR017C
OG0000780	augustus_masked-ari-_s127-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-ari-_s127-processed-gene-0.14&CDS=1-909	YJR008W
OG0000781	augustus_masked-ari-_s127-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-ari-_s127-processed-gene-0.19&CDS=1-3447	YDR291W
OG0000782	augustus_masked-ari-_s127-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-ari-_s127-processed-gene-0.16&CDS=1-1506	YBR056W
OG0000783	augustus_masked-ari-_s127-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-ari-_s127-processed-gene-0.17&CDS=1-1212	YPL154C
OG0000784	augustus_masked-ari-_s128-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ari-_s128-processed-gene-0.2&CDS=1-2163	YLR352W
OG0000785	augustus_masked-ari-_s129-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-ari-_s129-processed-gene-0.24&CDS=1-468	YEL034W
OG0000786	augustus_masked-ari-_s129-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-ari-_s129-processed-gene-0.25&CDS=1-2838	YPR163C
OG0000787	augustus_masked-ari-_s13-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.99&CDS=1-1128	YFL039C
OG0000788	maker-ari-_s13-augustus-gene-0.0-mRNA-1_1&gene=maker-ari-_s13-augustus-gene-0.0&CDS=1-333	YOR327C
OG0000789	augustus_masked-ari-_s13-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.100&CDS=1-507	YAL044C
OG0000790	snap_masked-ari-_s13-processed-gene-0.27-mRNA-1_1&gene=snap_masked-ari-_s13-processed-gene-0.27&CDS=1-1944	YDL206W
OG0000791	augustus_masked-ari-_s13-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.82&CDS=1-1725	YGL084C
OG0000792	snap_masked-ari-_s13-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ari-_s13-processed-gene-0.29&CDS=1-411	YGL087C
OG0000793	augustus_masked-ari-_s13-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.84&CDS=1-1995	YGL086W
OG0000794	augustus_masked-ari-_s13-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.104&CDS=1-2604	YBR055C
OG0000795	maker-ari-_s13-augustus-gene-0.1-mRNA-1_1&gene=maker-ari-_s13-augustus-gene-0.1&CDS=1-3357	YMR131C
OG0000796	augustus_masked-ari-_s13-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.105&CDS=1-966	YPL266W
OG0000797	augustus_masked-ari-_s13-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.89&CDS=1-1596	YEL058W
OG0000798	augustus_masked-ari-_s13-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.108&CDS=1-693	YGL085W
OG0000799	augustus_masked-ari-_s13-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.92&CDS=1-1365	YBR130C
OG0000800	augustus_masked-ari-_s13-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.93&CDS=1-1143	YFL030W
OG0000801	augustus_masked-ari-_s13-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.95&CDS=1-4236	YNL088W
OG0000802	augustus_masked-ari-_s13-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.113&CDS=1-1041	YOR042W
OG0000803	augustus_masked-ari-_s13-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.115&CDS=1-1146	YDR502C
OG0000804	augustus_masked-ari-_s13-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.0&CDS=1-3177	YCL061C
OG0000805	augustus_masked-ari-_s13-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.5&CDS=1-1077	YCL059C
OG0000806	augustus_masked-ari-_s13-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.2&CDS=1-1248	YIR012W
OG0000807	augustus_masked-ari-_s13-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.3&CDS=1-1413	YIR008C
OG0000808	augustus_masked-ari-_s13-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.6&CDS=1-2742	YIR007W
OG0000809	augustus_masked-ari-_s13-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.18&CDS=1-585	YER012W
OG0000810	snap_masked-ari-_s13-processed-gene-1.110-mRNA-1_1&gene=snap_masked-ari-_s13-processed-gene-1.110&CDS=1-717	YBR256C
OG0000811	augustus_masked-ari-_s13-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.20&CDS=1-1242	YIL160C
OG0000812	augustus_masked-ari-_s13-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.24&CDS=1-2217	YBR060C
OG0000813	augustus_masked-ari-_s13-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.8&CDS=1-333	YDR045C
OG0000814	augustus_masked-ari-_s13-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.25&CDS=1-2706	YBR070C
OG0000815	augustus_masked-ari-_s13-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.26&CDS=1-1017	YBR065C
OG0000816	augustus_masked-ari-_s13-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.27&CDS=1-4086	YMR259C
OG0000817	augustus_masked-ari-_s13-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.28&CDS=1-1812	YDR049W
OG0000818	maker-ari-_s13-augustus-gene-1.144-mRNA-1_1&gene=maker-ari-_s13-augustus-gene-1.144&CDS=1-1083	YDR047W
OG0000819	augustus_masked-ari-_s13-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.10&CDS=1-2997	YBR074W
OG0000820	augustus_masked-ari-_s13-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.11&CDS=1-4173	YHR039C
OG0000821	augustus_masked-ari-_s13-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.30&CDS=1-333	YHR039C-A
OG0000822	augustus_masked-ari-_s13-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.31&CDS=1-4569	YDR334W
OG0000823	augustus_masked-ari-_s13-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.34&CDS=1-762	YLR271W
OG0000824	augustus_masked-ari-_s13-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.13&CDS=1-927	YOR174W
OG0000825	maker-ari-_s13-augustus-gene-1.145-mRNA-1_1&gene=maker-ari-_s13-augustus-gene-1.145&CDS=1-2886	YOR176W
OG0000826	augustus_masked-ari-_s13-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.36&CDS=1-3393	YLR272C
OG0000827	augustus_masked-ari-_s13-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.37&CDS=1-1617	YMR005W
OG0000828	augustus_masked-ari-_s13-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.14&CDS=1-1101	YOL010W
OG0000829	augustus_masked-ari-_s13-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.38&CDS=1-7389	YKL203C
OG0000830	maker-ari-_s13-augustus-gene-1.146-mRNA-1_1&gene=maker-ari-_s13-augustus-gene-1.146&CDS=1-2925	YJR064W
OG0000831	augustus_masked-ari-_s13-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.15&CDS=1-951	YJR070C
OG0000832	augustus_masked-ari-_s13-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.40&CDS=1-369	YJR063W
OG0000833	augustus_masked-ari-_s13-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.16&CDS=1-849	YOR004W
OG0000834	augustus_masked-ari-_s13-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.105&CDS=1-2793	YNL023C
OG0000835	augustus_masked-ari-_s13-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.103&CDS=1-3789	YMR076C
OG0000836	augustus_masked-ari-_s13-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.107&CDS=1-1461	YDL207W
OG0000837	augustus_masked-ari-_s13-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.104&CDS=1-858	YDR237W
OG0000838	augustus_masked-ari-_s13-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.108&CDS=1-669	YGR042W
OG0000839	augustus_masked-ari-_s13-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.109&CDS=1-1101	YOL001W
OG0000840	augustus_masked-ari-_s13-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.110&CDS=1-882	YMR178W
OG0000841	augustus_masked-ari-_s13-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.130&CDS=1-2889	YOR335C
OG0000842	augustus_masked-ari-_s13-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.112&CDS=1-1800	YGL073W
OG0000843	snap_masked-ari-_s13-processed-gene-2.38-mRNA-1_1&gene=snap_masked-ari-_s13-processed-gene-2.38&CDS=1-1344	YMR065W
OG0000844	augustus_masked-ari-_s13-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.134&CDS=1-966	YMR063W
OG0000845	augustus_masked-ari-_s13-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.114&CDS=1-1185	YOL064C
OG0000846	maker-ari-_s13-snap-gene-2.3-mRNA-1_1&gene=maker-ari-_s13-snap-gene-2.3&CDS=1-1692	YPL097W
OG0000847	augustus_masked-ari-_s13-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.136&CDS=1-1113	YPL096W
OG0000848	augustus_masked-ari-_s13-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.116&CDS=1-1662	YOR002W
OG0000849	snap_masked-ari-_s13-processed-gene-2.20-mRNA-1_1&gene=snap_masked-ari-_s13-processed-gene-2.20&CDS=1-1389	YPL120W
OG0000850	augustus_masked-ari-_s13-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.120&CDS=1-1149	YDR459C
OG0000851	augustus_masked-ari-_s13-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.122&CDS=1-588	YHR026W
OG0000852	augustus_masked-ari-_s13-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.142&CDS=1-2835	YHR027C
OG0000853	augustus_masked-ari-_s13-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.123&CDS=1-1704	YJL201W
OG0000854	augustus_masked-ari-_s13-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.145&CDS=1-648	YLR145W
OG0000855	augustus_masked-ari-_s13-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.126&CDS=1-1143	YDR161W
OG0000856	augustus_masked-ari-_s13-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.147&CDS=1-3966	YLL021W
OG0000857	augustus_masked-ari-_s13-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.148&CDS=1-855	YDL052C
OG0000858	augustus_masked-ari-_s13-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-2.149&CDS=1-1881	YOR129C
OG0000859	maker-ari-_s13-augustus-gene-2.152-mRNA-1_1&gene=maker-ari-_s13-augustus-gene-2.152&CDS=1-633	YDR381W
OG0000860	snap_masked-ari-_s13-processed-gene-3.10-mRNA-1_1&gene=snap_masked-ari-_s13-processed-gene-3.10&CDS=1-1359	YOR301W
OG0000861	augustus_masked-ari-_s13-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-3.102&CDS=1-1683	YOR128C
OG0000862	augustus_masked-ari-_s13-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-3.105&CDS=1-1779	YBR083W
OG0000863	augustus_masked-ari-_s13-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-3.126&CDS=1-2196	YPR031W
OG0000864	snap_masked-ari-_s13-processed-gene-3.37-mRNA-1_1&gene=snap_masked-ari-_s13-processed-gene-3.37&CDS=1-303	YDR364C
OG0000865	augustus_masked-ari-_s13-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-3.108&CDS=1-900	YDR361C
OG0000866	augustus_masked-ari-_s13-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-3.109&CDS=1-2757	YBR079C
OG0000867	augustus_masked-ari-_s13-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-3.110&CDS=1-990	YCR036W
OG0000868	augustus_masked-ari-_s13-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-3.111&CDS=1-723	YBR153W
OG0000869	augustus_masked-ari-_s13-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-3.129&CDS=1-282	YOL086W-A
OG0000870	augustus_masked-ari-_s13-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-3.112&CDS=1-1464	YJL194W
OG0000871	augustus_masked-ari-_s13-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-3.113&CDS=1-3417	YCR033W
OG0000872	augustus_masked-ari-_s13-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-3.114&CDS=1-948	YBR146W
OG0000873	augustus_masked-ari-_s13-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-3.130&CDS=1-1335	YNL040W
OG0000874	augustus_masked-ari-_s13-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-3.115&CDS=1-627	YKL119C
OG0000875	augustus_masked-ari-_s13-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-3.133&CDS=1-864	YOL077C
OG0000876	augustus_masked-ari-_s13-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-3.119&CDS=1-1281	YOL097C
OG0000877	augustus_masked-ari-_s13-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-3.120&CDS=1-606	YDR487C
OG0000878	maker-ari-_s13-augustus-gene-3.4-mRNA-1_1&gene=maker-ari-_s13-augustus-gene-3.4&CDS=1-3849	YOL021C
OG0000879	augustus_masked-ari-_s13-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-3.139&CDS=1-1140	YJL171C
OG0000880	snap_masked-ari-_s13-processed-gene-3.56-mRNA-1_1&gene=snap_masked-ari-_s13-processed-gene-3.56&CDS=1-2475	YMR100W
OG0000881	augustus_masked-ari-_s13-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-4.38&CDS=1-2409	YMR078C
OG0000882	augustus_masked-ari-_s13-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-4.39&CDS=1-897	YMR079W
OG0000883	augustus_masked-ari-_s13-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-4.40&CDS=1-3540	YKL092C
OG0000884	augustus_masked-ari-_s13-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-4.36&CDS=1-2784	YMR080C
OG0000885	augustus_masked-ari-_s13-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-4.41&CDS=1-453	YDR092W
OG0000886	augustus_masked-ari-_s13-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-4.43&CDS=1-897	YBR085W
OG0000887	augustus_masked-ari-_s13-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-4.53&CDS=1-1308	YOL052C
OG0000888	augustus_masked-ari-_s13-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-4.54&CDS=1-462	YBR022W
