	Ogataea_polymorpha	Saccharomyces_cerevisiae
OG0000345	augustus_masked-scaffold_4-processed-gene-7.47-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-7.47&CDS=1-3317	YDR069C, YER144C
OG0000346	maker-scaffold_4-snap-gene-7.8-mRNA-1_1&gene=maker-scaffold_4-snap-gene-7.8&CDS=1-1227	YNL108C, YOR110W
OG0000347	augustus_masked-scaffold_4-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-7.27&CDS=1-5475	YGR108W, YPR119W
OG0000348	genemark-scaffold_4-processed-gene-7.114-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.114&CDS=1-2055, snap_masked-scaffold_5-processed-gene-1.29-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.29&CDS=1-2202	YLL029W
OG0000349	genemark-scaffold_4-processed-gene-9.109-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.109&CDS=1-1512	YBR270C, YJL058C
OG0000350	genemark-scaffold_4-processed-gene-9.111-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.111&CDS=1-858	YDL175C, YIL079C
OG0000351	genemark-scaffold_4-processed-gene-9.145-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.145&CDS=1-1620	YHL017W, YKL039W
OG0000352	augustus_masked-scaffold_4-processed-gene-9.94-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-9.94&CDS=1-5292	YEL034W, YJR047C
OG0000353	augustus_masked-scaffold_4-processed-gene-10.98-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-10.98&CDS=1-5748	YBR048W, YDR025W
OG0000354	genemark-scaffold_4-processed-gene-10.137-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-10.137&CDS=1-1107	YDR312W, YHR066W
OG0000355	genemark-scaffold_4-processed-gene-10.138-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-10.138&CDS=1-1827, genemark-scaffold_6-processed-gene-8.188-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.188&CDS=1-1809	YFL053W
OG0000356	augustus_masked-scaffold_4-processed-gene-10.113-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-10.113&CDS=1-990	YHR021C, YKL156W
OG0000357	genemark-scaffold_4-processed-gene-11.12-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-11.12&CDS=1-1506	YBR214W, YGL056C
OG0000358	genemark-scaffold_5-processed-gene-10.102-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.102&CDS=1-1494, snap_masked-scaffold_4-processed-gene-12.128-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-12.128&CDS=1-1839	YOR140W
OG0000359	augustus_masked-scaffold_6-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.50&CDS=1-639, genemark-scaffold_5-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.1&CDS=1-1287	YJL213W
OG0000360	augustus_masked-scaffold_5-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.112&CDS=1-3915	YKL091C, YMR079W
OG0000361	genemark-scaffold_5-processed-gene-1.76-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.76&CDS=1-435	YGR118W, YPR132W
OG0000362	genemark-scaffold_5-processed-gene-2.177-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.177&CDS=1-354	YAL030W, YOR327C
OG0000363	genemark-scaffold_5-processed-gene-2.188-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.188&CDS=1-3093	YBL106C, YPR032W
OG0000364	genemark-scaffold_5-processed-gene-3.25-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.25&CDS=1-1431	YGR121C, YPR138C
OG0000365	genemark-scaffold_5-processed-gene-4.117-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.117&CDS=1-1296	YCL048W, YDR522C
OG0000366	genemark-scaffold_5-processed-gene-4.130-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.130&CDS=1-1152, genemark-scaffold_5-processed-gene-5.151-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.151&CDS=1-1200	YOR049C
OG0000367	snap_masked-scaffold_5-processed-gene-4.47-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.47&CDS=1-246	YDR500C, YLR185W
OG0000368	maker-scaffold_5-snap-gene-4.178-mRNA-1_1&gene=maker-scaffold_5-snap-gene-4.178&CDS=1-2328	YDR502C, YLR180W
OG0000369	genemark-scaffold_5-processed-gene-4.138-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.138&CDS=1-1599	YDR505C, YLR177W
OG0000370	genemark-scaffold_5-processed-gene-5.132-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.132&CDS=1-3111	YBL101C, YPR030W
OG0000371	genemark-scaffold_5-processed-gene-5.162-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.162&CDS=1-708	YBR181C, YPL090C
OG0000372	augustus_masked-scaffold_5-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.109&CDS=1-2859	YCR026C, YEL016C
OG0000373	genemark-scaffold_5-processed-gene-6.20-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.20&CDS=1-585	YDR453C, YML028W
OG0000374	snap_masked-scaffold_5-processed-gene-7.33-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.33&CDS=1-2073	YFR015C, YLR258W
OG0000375	augustus_masked-scaffold_5-processed-gene-7.89-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.89&CDS=1-789	YLR284C, YOR180C
OG0000376	genemark-scaffold_5-processed-gene-7.150-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.150&CDS=1-1713, genemark-scaffold_7-processed-gene-8.245-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.245&CDS=1-1689	YHR032W
OG0000377	genemark-scaffold_5-processed-gene-7.129-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.129&CDS=1-345	YDL075W, YLR406C
OG0000378	genemark-scaffold_5-processed-gene-8.149-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.149&CDS=1-1227	YDR132C, YLR108C
OG0000379	augustus_masked-scaffold_5-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.68&CDS=1-816	YNL098C, YOR101W
OG0000380	genemark-scaffold_5-processed-gene-10.82-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.82&CDS=1-2259, genemark-scaffold_5-processed-gene-11.61-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.61&CDS=1-2346	YPR022C
OG0000381	genemark-scaffold_5-processed-gene-10.118-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.118&CDS=1-765	YFR031C-A, YIL018W
OG0000382	genemark-scaffold_5-processed-gene-10.119-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.119&CDS=1-1272	YFL048C, YLR080W
OG0000383	augustus_masked-scaffold_5-processed-gene-10.177-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.177&CDS=1-2244	YGR038W, YLR350W
OG0000384	genemark-scaffold_5-processed-gene-10.100-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.100&CDS=1-3255	YER132C, YGL197W
OG0000385	genemark-scaffold_5-processed-gene-11.31-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.31&CDS=1-1029	YJL158C, YJL160C
OG0000386	augustus_masked-scaffold_7-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.90&CDS=1-2052, maker-scaffold_5-augustus-gene-11.226-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-11.226&CDS=1-2895	YHR175W
OG0000387	augustus_masked-scaffold_7-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.90&CDS=1-3852, genemark-scaffold_6-processed-gene-0.101-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.101&CDS=1-2406	YDL226C
OG0000388	augustus_masked-scaffold_6-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.67&CDS=1-2082	YGR241C, YHR161C
OG0000389	genemark-scaffold_6-processed-gene-3.44-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.44&CDS=1-1665, maker-scaffold_7-augustus-gene-3.69-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-3.69&CDS=1-2553	YDL174C
OG0000390	snap_masked-scaffold_6-processed-gene-4.129-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.129&CDS=1-4623	YIL149C, YKR095W
OG0000391	genemark-scaffold_6-processed-gene-5.48-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.48&CDS=1-1776, genemark-scaffold_7-processed-gene-2.166-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.166&CDS=1-1728	YOR108W
OG0000392	snap_masked-scaffold_6-processed-gene-5.130-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.130&CDS=1-543	YDL137W, YDL192W
OG0000393	augustus_masked-scaffold_6-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.108&CDS=1-2511	YGR214W, YLR048W
OG0000394	genemark-scaffold_6-processed-gene-6.111-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.111&CDS=1-1122	YDR348C, YHR097C
OG0000395	snap_masked-scaffold_6-processed-gene-6.63-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.63&CDS=1-4566	YEL022W, YJR031C
OG0000396	maker-scaffold_6-snap-gene-7.182-mRNA-1_1&gene=maker-scaffold_6-snap-gene-7.182&CDS=1-981	YNL301C, YOL120C
OG0000397	maker-scaffold_6-snap-gene-7.183-mRNA-1_1&gene=maker-scaffold_6-snap-gene-7.183&CDS=1-1179	YGL071W, YPL202C
OG0000398	genemark-scaffold_6-processed-gene-7.168-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.168&CDS=1-1644	YDR358W, YHR108W
OG0000399	augustus_masked-scaffold_6-processed-gene-8.36-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.36&CDS=1-720	YER074W, YIL069C
OG0000400	augustus_masked-scaffold_6-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.98&CDS=1-3588	YCR091W, YNR047W
OG0000401	genemark-scaffold_7-processed-gene-0.73-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.73&CDS=1-1896	YKL126W, YMR104C
OG0000402	genemark-scaffold_7-processed-gene-1.106-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.106&CDS=1-954	YBR147W, YOL092W
OG0000403	augustus_masked-scaffold_7-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.16&CDS=1-5304	YJL098W, YKR028W
OG0000404	augustus_masked-scaffold_7-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.86&CDS=1-3084	YLR260W, YOR171C
OG0000405	genemark-scaffold_7-processed-gene-3.188-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.188&CDS=1-1704	YBR021W, YIR028W
OG0000406	augustus_masked-scaffold_7-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.123&CDS=1-4566	YMR237W, YOR299W
OG0000407	genemark-scaffold_7-processed-gene-4.18-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.18&CDS=1-450	YDR450W, YML026C
OG0000408	genemark-scaffold_7-processed-gene-4.49-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.49&CDS=1-1086	YDR451C, YML027W
OG0000409	genemark-scaffold_7-processed-gene-4.22-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.22&CDS=1-405	YDR447C, YML024W
OG0000410	genemark-scaffold_7-processed-gene-4.60-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.60&CDS=1-438	YIL111W, YNL052W
OG0000411	maker-scaffold_7-snap-gene-4.76-mRNA-1_1&gene=maker-scaffold_7-snap-gene-4.76&CDS=1-858	YMR183C, YPL232W
OG0000412	augustus_masked-scaffold_7-processed-gene-4.171-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.171&CDS=1-3444	YGR256W, YHR183W
OG0000413	genemark-scaffold_7-processed-gene-5.32-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.32&CDS=1-1413	YDR146C, YLR131C
OG0000414	genemark-scaffold_7-processed-gene-6.1-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.1&CDS=1-2154	YFR023W, YHR015W
OG0000415	genemark-scaffold_7-processed-gene-7.43-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.43&CDS=1-1353	YER064C, YIL056W
OG0000416	maker-scaffold_7-augustus-gene-7.69-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.69&CDS=1-705	YFL034C-A, YLR061W
OG0000417	genemark-scaffold_7-processed-gene-7.33-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.33&CDS=1-1155	YGL082W, YPL191C
OG0000418	genemark-scaffold_7-processed-gene-8.283-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.283&CDS=1-3636	YLL016W, YLR310C
OG0000419	maker-scaffold_7-augustus-gene-8.203-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-8.203&CDS=1-4803	YMR177W, YPL224C
OG0000420	genemark-scaffold_7-processed-gene-8.301-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.301&CDS=1-876	YGL076C, YPL198W
OG0000421	maker-scaffold_7-snap-gene-8.338-mRNA-1_1&gene=maker-scaffold_7-snap-gene-8.338&CDS=1-3051	YDR247W, YPL026C
OG0000422		YAL051W, YLL054C, YOR363C
OG0000423	genemark-scaffold_1-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.3&CDS=1-747	YLR126C
OG0000424	snap_masked-scaffold_1-processed-gene-0.132-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.132&CDS=1-3876	YDR443C
OG0000425	snap_masked-scaffold_1-processed-gene-0.109-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.109&CDS=1-228	YML009C
OG0000426	genemark-scaffold_1-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.5&CDS=1-2799	YML010W
OG0000427	genemark-scaffold_1-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.6&CDS=1-639	YML012W
OG0000428	maker-scaffold_1-augustus-gene-0.99-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-0.99&CDS=1-2649	YDL113C
OG0000429	genemark-scaffold_1-processed-gene-0.33-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.33&CDS=1-1293	YBR029C
OG0000430	genemark-scaffold_1-processed-gene-0.34-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.34&CDS=1-1569	YGL028C
OG0000431	genemark-scaffold_1-processed-gene-0.35-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.35&CDS=1-462	YGR148C
OG0000432	genemark-scaffold_1-processed-gene-0.13-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.13&CDS=1-324	YGL030W
OG0000433	genemark-scaffold_1-processed-gene-0.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.14&CDS=1-1080	YML048W
OG0000434	snap_masked-scaffold_1-processed-gene-0.139-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.139&CDS=1-1656	YDL017W
OG0000435	snap_masked-scaffold_1-processed-gene-0.140-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.140&CDS=1-1647	YGR276C
OG0000436	genemark-scaffold_1-processed-gene-0.15-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.15&CDS=1-1467	YDR036C
OG0000437	snap_masked-scaffold_1-processed-gene-0.119-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.119&CDS=1-1161	YPR152C
OG0000438	snap_masked-scaffold_1-processed-gene-0.143-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.143&CDS=1-1953	YPR159W
OG0000439	augustus_masked-scaffold_1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.86&CDS=1-2643	YDL054C
OG0000440	snap_masked-scaffold_1-processed-gene-0.120-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.120&CDS=1-867	YML110C
OG0000441	genemark-scaffold_1-processed-gene-0.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.19&CDS=1-1095	YKL108W
OG0000442	genemark-scaffold_1-processed-gene-0.45-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.45&CDS=1-1491	YMR093W
OG0000443	snap_masked-scaffold_1-processed-gene-0.123-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.123&CDS=1-933	YMR114C
OG0000444	snap_masked-scaffold_1-processed-gene-0.153-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.153&CDS=1-4032	YOR336W
OG0000445	snap_masked-scaffold_1-processed-gene-0.125-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.125&CDS=1-1296	YBR227C
OG0000446	genemark-scaffold_1-processed-gene-0.25-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.25&CDS=1-501	YMR022W
OG0000447	snap_masked-scaffold_1-processed-gene-0.129-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.129&CDS=1-357	YBR255C-A
OG0000448	genemark-scaffold_1-processed-gene-0.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.27&CDS=1-624	YOR131C
OG0000449	snap_masked-scaffold_1-processed-gene-0.156-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.156&CDS=1-1596	YBR288C
OG0000450	snap_masked-scaffold_1-processed-gene-1.63-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.63&CDS=1-5634	YPL082C
OG0000451	maker-scaffold_1-snap-gene-1.56-mRNA-1_1&gene=maker-scaffold_1-snap-gene-1.56&CDS=1-3465	YBR111C
OG0000452	snap_masked-scaffold_1-processed-gene-1.68-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.68&CDS=1-285	YBR111W-A
OG0000453	genemark-scaffold_1-processed-gene-1.3-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.3&CDS=1-834	YDR050C
OG0000454	snap_masked-scaffold_1-processed-gene-1.69-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.69&CDS=1-447	YAL033W
OG0000455	genemark-scaffold_1-processed-gene-1.4-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.4&CDS=1-2862	YOR335C
OG0000456	genemark-scaffold_1-processed-gene-1.6-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.6&CDS=1-1365	YNL291C
OG0000457	genemark-scaffold_1-processed-gene-1.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.27&CDS=1-1095	YNL292W
OG0000458	snap_masked-scaffold_1-processed-gene-1.71-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.71&CDS=1-4812	YNL297C
OG0000459	snap_masked-scaffold_1-processed-gene-1.92-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.92&CDS=1-3543	YBR023C
OG0000460	genemark-scaffold_1-processed-gene-1.8-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.8&CDS=1-2526	YBL023C
OG0000461	genemark-scaffold_1-processed-gene-1.9-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.9&CDS=1-663	YPR113W
OG0000462	genemark-scaffold_1-processed-gene-1.30-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.30&CDS=1-939	YLR017W
OG0000463	genemark-scaffold_1-processed-gene-1.10-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.10&CDS=1-591	YHR026W
OG0000464	genemark-scaffold_1-processed-gene-1.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.31&CDS=1-1032	YHR025W
OG0000465	maker-scaffold_1-augustus-gene-1.174-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-1.174&CDS=1-2580	YAL048C
OG0000466	maker-scaffold_1-augustus-gene-1.171-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-1.171&CDS=1-768	YOR362C
OG0000467	genemark-scaffold_1-processed-gene-1.35-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.35&CDS=1-1830	YHR178W
OG0000468	genemark-scaffold_1-processed-gene-1.37-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.37&CDS=1-840	YHR062C
OG0000469	genemark-scaffold_1-processed-gene-1.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.17&CDS=1-762	YNL155W
OG0000470	genemark-scaffold_1-processed-gene-1.40-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.40&CDS=1-2913	YKL165C
OG0000471	genemark-scaffold_1-processed-gene-1.41-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.41&CDS=1-1179	YLR050C
OG0000472	maker-scaffold_1-snap-gene-1.61-mRNA-1_1&gene=maker-scaffold_1-snap-gene-1.61&CDS=1-4191	YDL234C
OG0000473	maker-scaffold_1-augustus-gene-1.175-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-1.175&CDS=1-4014	YMR277W
OG0000474	genemark-scaffold_1-processed-gene-1.47-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.47&CDS=1-1440	YML114C
OG0000475	genemark-scaffold_1-processed-gene-1.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.18&CDS=1-1920	YPR155C
OG0000476	genemark-scaffold_1-processed-gene-1.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.19&CDS=1-759	YIL049W
OG0000477	snap_masked-scaffold_1-processed-gene-1.115-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.115&CDS=1-1296	YER061C
OG0000478	genemark-scaffold_1-processed-gene-1.20-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.20&CDS=1-2382	YDL148C
OG0000479	snap_masked-scaffold_1-processed-gene-1.116-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.116&CDS=1-2667	YDL149W
OG0000480	genemark-scaffold_1-processed-gene-1.21-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.21&CDS=1-1077	YLR418C
OG0000481	genemark-scaffold_1-processed-gene-1.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.24&CDS=1-837	YNL289W
OG0000482	genemark-scaffold_1-processed-gene-1.52-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.52&CDS=1-618	YJR133W
OG0000483	genemark-scaffold_1-processed-gene-1.54-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.54&CDS=1-567	YOL067C
OG0000484	genemark-scaffold_1-processed-gene-1.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.26&CDS=1-1464	YDR168W
OG0000485	snap_masked-scaffold_1-processed-gene-1.120-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.120&CDS=1-435	YOL071W
OG0000486	augustus_masked-scaffold_1-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.59&CDS=1-1965	YOR202W
OG0000487	maker-scaffold_1-augustus-gene-2.52-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-2.52&CDS=1-5232	YPL167C
OG0000488	genemark-scaffold_1-processed-gene-2.109-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.109&CDS=1-2391	YOR249C
OG0000489	augustus_masked-scaffold_1-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.61&CDS=1-3057	YMR201C
OG0000490	genemark-scaffold_1-processed-gene-2.131-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.131&CDS=1-741	YMR188C
OG0000491	snap_masked-scaffold_1-processed-gene-2.9-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.9&CDS=1-2373	YDR160W
OG0000492	genemark-scaffold_1-processed-gene-2.132-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.132&CDS=1-684	YJR050W
OG0000493	augustus_masked-scaffold_1-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.65&CDS=1-3642	YEL042W
OG0000494	genemark-scaffold_1-processed-gene-2.115-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.115&CDS=1-3690	YMR304W
OG0000495	snap_masked-scaffold_1-processed-gene-2.33-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.33&CDS=1-837	YGR277C
OG0000496	genemark-scaffold_1-processed-gene-2.116-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.116&CDS=1-1638	YGR278W
OG0000497	augustus_masked-scaffold_1-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.86&CDS=1-4167	YNL234W
OG0000498	snap_masked-scaffold_1-processed-gene-2.15-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.15&CDS=1-771	YCR075C
OG0000499	maker-scaffold_1-snap-gene-2.103-mRNA-1_1&gene=maker-scaffold_1-snap-gene-2.103&CDS=1-744	YPL127C
OG0000500	maker-scaffold_1-augustus-gene-2.58-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-2.58&CDS=1-2628	YLR314C
OG0000501	genemark-scaffold_1-processed-gene-2.122-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.122&CDS=1-2367	YPR091C
OG0000502	snap_masked-scaffold_1-processed-gene-2.44-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.44&CDS=1-4650	YCR042C
OG0000503	genemark-scaffold_1-processed-gene-2.123-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.123&CDS=1-3018	YNL267W
OG0000504	genemark-scaffold_1-processed-gene-2.144-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.144&CDS=1-2352	YBR133C
