	Saccharomyces_cerevisiae	yHMPu5000034612_Saturnispora_saitoi
OG0000546	YBR058C	augustus_masked-flattened_line_18-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.46&CDS=1-2331
OG0000547	YBR061C	augustus_masked-flattened_line_23-processed-gene-1.277-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.277&CDS=1-903
OG0000548	YBR062C	augustus_masked-flattened_line_23-processed-gene-1.278-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.278&CDS=1-561
OG0000549	YBR065C	augustus_masked-flattened_line_23-processed-gene-1.279-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.279&CDS=1-993
OG0000550	YBR070C	augustus_masked-flattened_line_23-processed-gene-1.230-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.230&CDS=1-675
OG0000551	YBR073W	augustus_masked-flattened_line_39-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.51&CDS=1-2514
OG0000552	YBR074W	maker-flattened_line_16-augustus-gene-2.67-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-2.67&CDS=1-5577
OG0000553	YBR079C	augustus_masked-flattened_line_8-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.78&CDS=1-2715
OG0000554	YBR080C	augustus_masked-flattened_line_10-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.27&CDS=1-2244
OG0000555	YBR081C	augustus_masked-flattened_line_2-processed-gene-7.115-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.115&CDS=1-4113
OG0000556	YBR083W	augustus_masked-flattened_line_27-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.22&CDS=1-1719
OG0000557	YBR085W	augustus_masked-flattened_line_45-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.133&CDS=1-903
OG0000558	YBR086C	augustus_masked-flattened_line_12-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.93&CDS=1-2106
OG0000559	YBR087W	augustus_masked-flattened_line_31-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.46&CDS=1-1182
OG0000560	YBR088C	maker-flattened_line_4-augustus-gene-1.55-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-1.55&CDS=1-777
OG0000561	YBR094W	augustus_masked-flattened_line_0-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.37&CDS=1-2253
OG0000562	YBR095C	augustus_masked-flattened_line_0-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.23&CDS=1-969
OG0000563	YBR096W	augustus_masked-flattened_line_6-processed-gene-4.173-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.173&CDS=1-648
OG0000564	YBR097W	augustus_masked-flattened_line_25-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.64&CDS=1-6285
OG0000565	YBR101C	augustus_masked-flattened_line_45-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.120&CDS=1-927
OG0000566	YBR102C	snap_masked-flattened_line_65-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.5&CDS=1-1980
OG0000567	YBR103W	augustus_masked-flattened_line_6-processed-gene-4.154-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.154&CDS=1-1416
OG0000568	YBR105C	genemark-flattened_line_25-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.113&CDS=1-537
OG0000569	YBR106W	augustus_masked-flattened_line_4-processed-gene-7.68-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.68&CDS=1-573
OG0000570	YBR109C	maker-flattened_line_6-augustus-gene-0.6-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-0.6&CDS=1-1395
OG0000571	YBR110W	genemark-flattened_line_16-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.121&CDS=1-1425
OG0000572	YBR111C	augustus_masked-flattened_line_4-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.5&CDS=1-630
OG0000573	YBR115C	augustus_masked-flattened_line_14-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.62&CDS=1-5097
OG0000574	YBR120C	genemark-flattened_line_0-processed-gene-5.82-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.82&CDS=1-1149
OG0000575	YBR121C	augustus_masked-flattened_line_8-processed-gene-4.233-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.233&CDS=1-1953
OG0000576	YBR122C	augustus_masked-flattened_line_4-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.33&CDS=1-540
OG0000577	YBR123C	augustus_masked-flattened_line_6-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.155&CDS=1-1674
OG0000578	YBR126C	augustus_masked-flattened_line_29-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.26&CDS=1-1395
OG0000579	YBR127C	augustus_masked-flattened_line_49-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-flattened_line_49-processed-gene-0.149&CDS=1-2685
OG0000580	YBR133C	augustus_masked-flattened_line_4-processed-gene-6.12-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.12&CDS=1-1851
OG0000581	YBR135W	augustus_masked-flattened_line_4-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.35&CDS=1-339
OG0000582	YBR136W	maker-flattened_line_4-augustus-gene-6.55-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-6.55&CDS=1-7035
OG0000583	YBR139W	maker-flattened_line_29-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_29-augustus-gene-0.2&CDS=1-2466
OG0000584	YBR141C	augustus_masked-flattened_line_4-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.144&CDS=1-978
OG0000585	YBR142W	maker-flattened_line_4-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-0.5&CDS=1-2301
OG0000586	YBR143C	augustus_masked-flattened_line_4-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.143&CDS=1-1287
OG0000587	YBR146W	genemark-flattened_line_23-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.15&CDS=1-951
OG0000588	YBR149W	augustus_masked-flattened_line_57-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.42&CDS=1-942
OG0000589	YBR151W	augustus_masked-flattened_line_8-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.144&CDS=1-918
OG0000590	YBR153W	augustus_masked-flattened_line_23-processed-gene-1.216-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.216&CDS=1-729
OG0000591	YBR154C	snap_masked-flattened_line_23-processed-gene-1.115-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.115&CDS=1-642
OG0000592	YBR155W	augustus_masked-flattened_line_8-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.117&CDS=1-1197
OG0000593	YBR158W	augustus_masked-flattened_line_45-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.117&CDS=1-1809
OG0000594	YBR160W	maker-flattened_line_18-snap-gene-1.4-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.4&CDS=1-2013
OG0000595	YBR162C	augustus_masked-flattened_line_23-processed-gene-1.300-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.300&CDS=1-1410
OG0000596	YBR164C	augustus_masked-flattened_line_10-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.28&CDS=1-549
OG0000597	YBR166C	augustus_masked-flattened_line_10-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.29&CDS=1-1332
OG0000598	YBR167C	augustus_masked-flattened_line_49-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_49-processed-gene-0.131&CDS=1-444
OG0000599	YBR170C	augustus_masked-flattened_line_12-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.24&CDS=1-1764
OG0000600	YBR171W	augustus_masked-flattened_line_12-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.34&CDS=1-681
OG0000601	YBR173C	augustus_masked-flattened_line_14-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.56&CDS=1-453
OG0000602	YBR175W	augustus_masked-flattened_line_29-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.36&CDS=1-1170
OG0000603	YBR176W	augustus_masked-flattened_line_6-processed-gene-4.163-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.163&CDS=1-984
OG0000604	YBR179C	augustus_masked-flattened_line_10-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.37&CDS=1-2526
OG0000605	YBR185C	augustus_masked-flattened_line_2-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.27&CDS=1-792
OG0000606	YBR186W	snap_masked-flattened_line_0-processed-gene-3.161-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.161&CDS=1-1419
OG0000607	YBR192W	augustus_masked-flattened_line_18-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.23&CDS=1-1593
OG0000608	YBR193C	augustus_masked-flattened_line_18-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.61&CDS=1-654
OG0000609	YBR195C	augustus_masked-flattened_line_0-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.19&CDS=1-1371
OG0000610	YBR196C	augustus_masked-flattened_line_31-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.35&CDS=1-1638
OG0000611	YBR198C	augustus_masked-flattened_line_31-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.37&CDS=1-2127
OG0000612	YBR200W	augustus_masked-flattened_line_4-processed-gene-7.81-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.81&CDS=1-1896
OG0000613	YBR202W	augustus_masked-flattened_line_8-processed-gene-4.230-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.230&CDS=1-2433
OG0000614	YBR203W	augustus_masked-flattened_line_27-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.41&CDS=1-2406
OG0000615	YBR204C	augustus_masked-flattened_line_8-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.141&CDS=1-1860
OG0000616	YBR208C	augustus_masked-flattened_line_4-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.33&CDS=1-5478
OG0000617	YBR212W	augustus_masked-flattened_line_8-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.141&CDS=1-1635
OG0000618	YBR213W	maker-flattened_line_8-augustus-gene-3.59-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-3.59&CDS=1-855
OG0000619	YBR215W	augustus_masked-flattened_line_20-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.1&CDS=1-1137
OG0000620	YBR217W	snap_masked-flattened_line_10-processed-gene-4.206-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.206&CDS=1-264
OG0000621	YBR218C	augustus_masked-flattened_line_51-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.101&CDS=1-3540
OG0000622	YBR220C	augustus_masked-flattened_line_51-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.105&CDS=1-1674
OG0000623	YBR221C	augustus_masked-flattened_line_0-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.7&CDS=1-1110
OG0000624	YBR223C	augustus_masked-flattened_line_25-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.145&CDS=1-1755
OG0000625	YBR228W	augustus_masked-flattened_line_6-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.70&CDS=1-831
OG0000626	YBR229C	augustus_masked-flattened_line_6-processed-gene-5.54-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.54&CDS=1-2775
OG0000627	YBR231C	augustus_masked-flattened_line_29-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.20&CDS=1-885
OG0000628	YBR234C	augustus_masked-flattened_line_51-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.116&CDS=1-1071
OG0000629	YBR235W	maker-flattened_line_0-augustus-gene-9.1-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-9.1&CDS=1-3987
OG0000630	YBR236C	augustus_masked-flattened_line_0-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.20&CDS=1-1245
OG0000631	YBR243C	augustus_masked-flattened_line_23-processed-gene-1.310-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.310&CDS=1-1320
OG0000632	YBR246W	augustus_masked-flattened_line_39-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.50&CDS=1-1020
OG0000633	YBR247C	augustus_masked-flattened_line_16-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.111&CDS=1-1470
OG0000634	YBR248C	maker-flattened_line_16-snap-gene-3.7-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-3.7&CDS=1-2664
OG0000635	YBR251W	augustus_masked-flattened_line_0-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.24&CDS=1-921
OG0000636	YBR254C	augustus_masked-flattened_line_4-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.151&CDS=1-426
OG0000637	YBR255C-A	augustus_masked-flattened_line_4-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.146&CDS=1-405
OG0000638	YBR255W	snap_masked-flattened_line_4-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.11&CDS=1-1332
OG0000639	YBR256C	augustus_masked-flattened_line_23-processed-gene-1.289-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.289&CDS=1-696
OG0000640	YBR257W	augustus_masked-flattened_line_4-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.31&CDS=1-834
OG0000641	YBR260C	augustus_masked-flattened_line_2-processed-gene-8.167-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.167&CDS=1-1902
OG0000642	YBR261C	augustus_masked-flattened_line_10-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.22&CDS=1-723
OG0000643	YBR265W	maker-flattened_line_6-augustus-gene-3.15-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-3.15&CDS=1-1269
OG0000644	YBR267W	augustus_masked-flattened_line_2-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.26&CDS=1-1251
OG0000645	YBR268W	augustus_masked-flattened_line_10-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.16&CDS=1-279
OG0000646	YBR269C	augustus_masked-flattened_line_2-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.16&CDS=1-378
OG0000647	YBR271W	augustus_masked-flattened_line_0-processed-gene-8.159-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.159&CDS=1-1233
OG0000648	YBR276C	augustus_masked-flattened_line_27-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.44&CDS=1-3501
OG0000649	YBR279W	augustus_masked-flattened_line_2-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.61&CDS=1-1194
OG0000650	YBR281C	augustus_masked-flattened_line_0-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.116&CDS=1-2913
OG0000651	YBR282W	augustus_masked-flattened_line_6-processed-gene-4.169-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.169&CDS=1-435
OG0000652	YBR283C	augustus_masked-flattened_line_10-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.25&CDS=1-1458
OG0000653	YBR286W	augustus_masked-flattened_line_12-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.69&CDS=1-1482
OG0000654	YBR287W	augustus_masked-flattened_line_8-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.21&CDS=1-1326
OG0000655	YBR288C	augustus_masked-flattened_line_4-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.4&CDS=1-1968
OG0000656	YBR289W	augustus_masked-flattened_line_2-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.20&CDS=1-1689
OG0000657	YBR290W	augustus_masked-flattened_line_2-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.21&CDS=1-780
OG0000658	YBR291C	augustus_masked-flattened_line_2-processed-gene-6.44-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.44&CDS=1-2388
OG0000659	YBR296C	augustus_masked-flattened_line_0-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.33&CDS=1-1794
OG0000660	YCL001W	augustus_masked-flattened_line_16-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.123&CDS=1-567
OG0000661	YCL004W	augustus_masked-flattened_line_47-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.66&CDS=1-1683
OG0000662	YCL005W-A	augustus_masked-flattened_line_4-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.44&CDS=1-207
OG0000663	YCL008C	augustus_masked-flattened_line_4-processed-gene-5.0-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.0&CDS=1-1041
OG0000664	YCL009C	augustus_masked-flattened_line_39-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.53&CDS=1-894
OG0000665	YCL010C	augustus_masked-flattened_line_29-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.51&CDS=1-855
OG0000666	YCL014W	augustus_masked-flattened_line_29-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.70&CDS=1-3990
OG0000667	YCL017C	augustus_masked-flattened_line_18-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.68&CDS=1-1332
OG0000668	YCL018W	augustus_masked-flattened_line_18-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.93&CDS=1-1092
OG0000669	YCL029C	maker-flattened_line_6-snap-gene-5.6-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-5.6&CDS=1-204
OG0000670	YCL030C	maker-flattened_line_6-snap-gene-5.15-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-5.15&CDS=1-3321
OG0000671	YCL031C	augustus_masked-flattened_line_8-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.120&CDS=1-852
OG0000672	YCL032W	augustus_masked-flattened_line_8-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.114&CDS=1-819
OG0000673	YCL033C	augustus_masked-flattened_line_8-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.62&CDS=1-408
OG0000674	YCL034W	augustus_masked-flattened_line_0-processed-gene-9.46-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.46&CDS=1-1275
OG0000675	YCL038C	augustus_masked-flattened_line_51-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.109&CDS=1-1512
OG0000676	YCL043C	augustus_masked-flattened_line_51-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.124&CDS=1-1581
OG0000677	YCL045C	augustus_masked-flattened_line_18-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.98&CDS=1-2439
OG0000678	YCL047C	snap_masked-flattened_line_49-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.12&CDS=1-762
OG0000679	YCL054W	genemark-flattened_line_51-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.8&CDS=1-3930
OG0000680	YCL055W	augustus_masked-flattened_line_49-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_49-processed-gene-0.146&CDS=1-900
