	Saccharomyces_cerevisiae	yHMPu5000034758_Lipomyces_japonicus
OG0000758	YDL128W	augustus_masked-flattened_line_71-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.190&CDS=1-1320
OG0000759	YDL131W	genemark-flattened_line_247-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_247-processed-gene-0.4&CDS=1-1248
OG0000760	YDL132W	genemark-flattened_line_192-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_192-processed-gene-0.52&CDS=1-2286
OG0000761	YDL133W	augustus_masked-flattened_line_192-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_192-processed-gene-0.0&CDS=1-1314
OG0000762	YDL134C	genemark-flattened_line_157-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_157-processed-gene-0.56&CDS=1-1037
OG0000763	YDL135C	maker-flattened_line_65-augustus-gene-0.126-mRNA-1_1&gene=maker-flattened_line_65-augustus-gene-0.126&CDS=1-678
OG0000764	YDL139C	augustus_masked-flattened_line_145-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_145-processed-gene-0.3&CDS=1-1293
OG0000765	YDL140C	genemark-flattened_line_5-processed-gene-2.237-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.237&CDS=1-5301
OG0000766	YDL141W	genemark-flattened_line_17-processed-gene-1.248-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.248&CDS=1-2115
OG0000767	YDL142C	maker-flattened_line_61-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_61-augustus-gene-0.2&CDS=1-936
OG0000768	YDL143W	genemark-flattened_line_117-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_117-processed-gene-0.3&CDS=1-1596
OG0000769	YDL144C	genemark-flattened_line_105-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_105-processed-gene-0.104&CDS=1-2331
OG0000770	YDL145C	augustus_masked-flattened_line_37-processed-gene-0.289-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.289&CDS=1-3735
OG0000771	YDL146W	genemark-flattened_line_15-processed-gene-1.188-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.188&CDS=1-1317
OG0000772	YDL147W	genemark-flattened_line_83-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_83-processed-gene-0.30&CDS=1-1320
OG0000773	YDL148C	genemark-flattened_line_214-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_214-processed-gene-0.53&CDS=1-2574
OG0000774	YDL149W	genemark-flattened_line_0-processed-gene-2.183-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.183&CDS=1-2340
OG0000775	YDL150W	snap_masked-flattened_line_131-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_131-processed-gene-0.124&CDS=1-1146
OG0000776	YDL153C	genemark-flattened_line_69-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.135&CDS=1-1851
OG0000777	YDL154W	genemark-flattened_line_69-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.110&CDS=1-2604
OG0000778	YDL155W	genemark-flattened_line_29-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.45&CDS=1-1431
OG0000779	YDL156W	genemark-flattened_line_7-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.101&CDS=1-1566
OG0000780	YDL159W	genemark-flattened_line_63-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.10&CDS=1-1488
OG0000781	YDL160C	genemark-flattened_line_0-processed-gene-2.186-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.186&CDS=1-1479
OG0000782	YDL164C	snap_masked-flattened_line_129-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.31&CDS=1-2382
OG0000783	YDL165W	genemark-flattened_line_21-processed-gene-1.14-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.14&CDS=1-768
OG0000784	YDL166C	genemark-flattened_line_83-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_83-processed-gene-0.7&CDS=1-531
OG0000785	YDL167C	genemark-flattened_line_133-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_133-processed-gene-0.109&CDS=1-1437
OG0000786	YDL168W	genemark-flattened_line_188-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_188-processed-gene-0.19&CDS=1-1131
OG0000787	YDL171C	genemark-flattened_line_7-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.90&CDS=1-6441
OG0000788	YDL174C	snap_masked-flattened_line_81-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.62&CDS=1-1740
OG0000789	YDL178W	augustus_masked-flattened_line_75-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_75-processed-gene-0.97&CDS=1-1629
OG0000790	YDL181W	maker-flattened_line_23-augustus-gene-0.19-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-0.19&CDS=1-249
OG0000791	YDL183C	genemark-flattened_line_27-processed-gene-1.87-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.87&CDS=1-816
OG0000792	YDL185W	genemark-flattened_line_65-processed-gene-0.185-mRNA-1_1&gene=genemark-flattened_line_65-processed-gene-0.185&CDS=1-1848
OG0000793	YDL190C	genemark-flattened_line_125-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_125-processed-gene-0.146&CDS=1-3228
OG0000794	YDL193W	genemark-flattened_line_23-processed-gene-1.157-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.157&CDS=1-1065
OG0000795	YDL195W	genemark-flattened_line_0-processed-gene-2.142-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.142&CDS=1-3963
OG0000796	YDL198C	genemark-flattened_line_309-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_309-processed-gene-0.1&CDS=1-912
OG0000797	YDL200C	augustus_masked-flattened_line_167-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_167-processed-gene-0.53&CDS=1-618
OG0000798	YDL201W	genemark-flattened_line_27-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.25&CDS=1-897
OG0000799	YDL202W	genemark-flattened_line_15-processed-gene-1.242-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.242&CDS=1-780
OG0000800	YDL205C	genemark-flattened_line_71-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.51&CDS=1-969
OG0000801	YDL206W	genemark-flattened_line_33-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.29&CDS=1-2943
OG0000802	YDL207W	genemark-flattened_line_33-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.23&CDS=1-1920
OG0000803	YDL208W	genemark-flattened_line_141-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_141-processed-gene-0.106&CDS=1-600
OG0000804	YDL209C	genemark-flattened_line_55-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.20&CDS=1-1023
OG0000805	YDL212W	snap_masked-flattened_line_35-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.114&CDS=1-513
OG0000806	YDL213C	genemark-flattened_line_226-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_226-processed-gene-0.0&CDS=1-768
OG0000807	YDL215C	genemark-flattened_line_0-processed-gene-2.178-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.178&CDS=1-3162
OG0000808	YDL216C	genemark-flattened_line_0-processed-gene-3.12-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.12&CDS=1-1092
OG0000809	YDL217C	genemark-flattened_line_25-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-1.61&CDS=1-567
OG0000810	YDL219W	genemark-flattened_line_41-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.125&CDS=1-498
OG0000811	YDL226C	maker-flattened_line_63-augustus-gene-0.260-mRNA-1_1&gene=maker-flattened_line_63-augustus-gene-0.260&CDS=1-1020
OG0000812	YDL230W	snap_masked-flattened_line_119-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.51&CDS=1-1179
OG0000813	YDL234C	genemark-flattened_line_87-processed-gene-0.163-mRNA-1_1&gene=genemark-flattened_line_87-processed-gene-0.163&CDS=1-2163
OG0000814	YDL235C	genemark-flattened_line_45-processed-gene-0.177-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.177&CDS=1-453
OG0000815	YDL236W	genemark-flattened_line_214-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_214-processed-gene-0.50&CDS=1-900
OG0000816	YDL237W	genemark-flattened_line_63-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.24&CDS=1-921
OG0000817	YDL238C	genemark-flattened_line_31-processed-gene-1.93-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-1.93&CDS=1-1365
OG0000818	YDL240W	genemark-flattened_line_63-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.4&CDS=1-3345
OG0000819	YDR001C	maker-flattened_line_23-augustus-gene-1.76-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-1.76&CDS=1-2163
OG0000820	YDR002W	maker-flattened_line_27-augustus-gene-0.167-mRNA-1_1&gene=maker-flattened_line_27-augustus-gene-0.167&CDS=1-684
OG0000821	YDR004W	snap_masked-flattened_line_51-processed-gene-0.247-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.247&CDS=1-1242
OG0000822	YDR005C	genemark-flattened_line_9-processed-gene-1.28-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.28&CDS=1-798
OG0000823	YDR006C	augustus_masked-flattened_line_216-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_216-processed-gene-0.39&CDS=1-2088
OG0000824	YDR007W	genemark-flattened_line_9-processed-gene-1.64-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.64&CDS=1-687
OG0000825	YDR013W	maker-flattened_line_87-augustus-gene-0.46-mRNA-1_1&gene=maker-flattened_line_87-augustus-gene-0.46&CDS=1-315
OG0000826	YDR016C	genemark-flattened_line_216-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_216-processed-gene-0.21&CDS=1-387
OG0000827	YDR017C	genemark-flattened_line_61-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.125&CDS=1-2346
OG0000828	YDR020C	snap_masked-flattened_line_0-processed-gene-2.121-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.121&CDS=1-636
OG0000829	YDR021W	maker-flattened_line_71-snap-gene-0.173-mRNA-1_1&gene=maker-flattened_line_71-snap-gene-0.173&CDS=1-1140
OG0000830	YDR023W	genemark-flattened_line_95-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.131&CDS=1-1353
OG0000831	YDR026C	genemark-flattened_line_25-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.30&CDS=1-1278
OG0000832	YDR027C	genemark-flattened_line_65-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_65-processed-gene-0.128&CDS=1-2382
OG0000833	YDR028C	genemark-flattened_line_117-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_117-processed-gene-0.2&CDS=1-2055
OG0000834	YDR030C	augustus_masked-flattened_line_25-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.130&CDS=1-1554
OG0000835	YDR035W	genemark-flattened_line_139-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_139-processed-gene-0.22&CDS=1-1296
OG0000836	YDR036C	snap_masked-flattened_line_13-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.85&CDS=1-1452
OG0000837	YDR037W	genemark-flattened_line_31-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-1.61&CDS=1-1794
OG0000838	YDR041W	genemark-flattened_line_73-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.121&CDS=1-600
OG0000839	YDR044W	genemark-flattened_line_11-processed-gene-1.165-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.165&CDS=1-1314
OG0000840	YDR045C	snap_masked-flattened_line_73-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.63&CDS=1-333
OG0000841	YDR047W	snap_masked-flattened_line_214-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_214-processed-gene-0.45&CDS=1-1023
OG0000842	YDR049W	genemark-flattened_line_29-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.62&CDS=1-1725
OG0000843	YDR050C	maker-flattened_line_45-augustus-gene-0.47-mRNA-1_1&gene=maker-flattened_line_45-augustus-gene-0.47&CDS=1-741
OG0000844	YDR051C	genemark-flattened_line_2-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.68&CDS=1-933
OG0000845	YDR052C	maker-flattened_line_99-augustus-gene-0.26-mRNA-1_1&gene=maker-flattened_line_99-augustus-gene-0.26&CDS=1-1275
OG0000846	YDR054C	maker-flattened_line_33-augustus-gene-0.198-mRNA-1_1&gene=maker-flattened_line_33-augustus-gene-0.198&CDS=1-858
OG0000847	YDR057W	maker-flattened_line_15-augustus-gene-0.78-mRNA-1_1&gene=maker-flattened_line_15-augustus-gene-0.78&CDS=1-1491
OG0000848	YDR060W	genemark-flattened_line_11-processed-gene-1.228-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.228&CDS=1-2769
OG0000849	YDR061W	genemark-flattened_line_35-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.30&CDS=1-1527
OG0000850	YDR062W	genemark-flattened_line_75-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.123&CDS=1-1890
OG0000851	YDR063W	augustus_masked-flattened_line_139-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_139-processed-gene-0.61&CDS=1-411
OG0000852	YDR064W	genemark-flattened_line_63-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.36&CDS=1-453
OG0000853	YDR067C	snap_masked-flattened_line_137-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_137-processed-gene-0.69&CDS=1-819
OG0000854	YDR071C	maker-flattened_line_174-snap-gene-0.40-mRNA-1_1&gene=maker-flattened_line_174-snap-gene-0.40&CDS=1-639
OG0000855	YDR074W	genemark-flattened_line_117-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_117-processed-gene-0.8&CDS=1-2718
OG0000856	YDR075W	genemark-flattened_line_238-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_238-processed-gene-0.23&CDS=1-918
OG0000857	YDR079C-A	snap_masked-flattened_line_117-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.72&CDS=1-210
OG0000858	YDR080W	maker-flattened_line_107-augustus-gene-0.87-mRNA-1_1&gene=maker-flattened_line_107-augustus-gene-0.87&CDS=1-3162
OG0000859	YDR083W	genemark-flattened_line_65-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_65-processed-gene-0.168&CDS=1-1395
OG0000860	YDR084C	genemark-flattened_line_67-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_67-processed-gene-0.22&CDS=1-564
OG0000861	YDR086C	augustus_masked-flattened_line_91-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.167&CDS=1-204
OG0000862	YDR087C	snap_masked-flattened_line_91-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.91&CDS=1-822
OG0000863	YDR088C	genemark-flattened_line_91-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_91-processed-gene-0.12&CDS=1-1206
OG0000864	YDR090C	genemark-flattened_line_15-processed-gene-1.199-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.199&CDS=1-795
OG0000865	YDR091C	genemark-flattened_line_0-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.107&CDS=1-1842
OG0000866	YDR092W	genemark-flattened_line_153-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_153-processed-gene-0.37&CDS=1-468
OG0000867	YDR097C	maker-flattened_line_133-snap-gene-0.35-mRNA-1_1&gene=maker-flattened_line_133-snap-gene-0.35&CDS=1-3006
OG0000868	YDR100W	genemark-flattened_line_135-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_135-processed-gene-0.27&CDS=1-414
OG0000869	YDR101C	genemark-flattened_line_23-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.129&CDS=1-1395
OG0000870	YDR103W	maker-flattened_line_113-augustus-gene-0.75-mRNA-1_1&gene=maker-flattened_line_113-augustus-gene-0.75&CDS=1-1251
OG0000871	YDR104C	genemark-flattened_line_79-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.52&CDS=1-3528
OG0000872	YDR105C	genemark-flattened_line_101-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_101-processed-gene-0.72&CDS=1-1422
OG0000873	YDR106W	genemark-flattened_line_97-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_97-processed-gene-0.42&CDS=1-1353
OG0000874	YDR108W	maker-flattened_line_33-augustus-gene-0.187-mRNA-1_1&gene=maker-flattened_line_33-augustus-gene-0.187&CDS=1-1926
OG0000875	YDR109C	genemark-flattened_line_97-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_97-processed-gene-0.29&CDS=1-1824
OG0000876	YDR115W	genemark-flattened_line_23-processed-gene-1.168-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.168&CDS=1-330
OG0000877	YDR116C	genemark-flattened_line_149-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_149-processed-gene-0.54&CDS=1-966
OG0000878	YDR117C	augustus_masked-flattened_line_251-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_251-processed-gene-0.6&CDS=1-1767
OG0000879	YDR120C	maker-flattened_line_101-augustus-gene-0.47-mRNA-1_1&gene=maker-flattened_line_101-augustus-gene-0.47&CDS=1-1803
OG0000880	YDR121W	genemark-flattened_line_41-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.97&CDS=1-792
OG0000881	YDR124W	snap_masked-flattened_line_218-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_218-processed-gene-0.6&CDS=1-1200
OG0000882	YDR127W	genemark-flattened_line_276-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_276-processed-gene-0.1&CDS=1-3888
OG0000883	YDR128W	augustus_masked-flattened_line_65-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.34&CDS=1-1836
OG0000884	YDR129C	genemark-flattened_line_9-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.40&CDS=1-1866
OG0000885	YDR137W	genemark-flattened_line_5-processed-gene-0.156-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-0.156&CDS=1-1956
OG0000886	YDR140W	genemark-flattened_line_95-processed-gene-0.151-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.151&CDS=1-666
OG0000887	YDR141C	maker-flattened_line_95-augustus-gene-0.90-mRNA-1_1&gene=maker-flattened_line_95-augustus-gene-0.90&CDS=1-5250
OG0000888	YDR142C	genemark-flattened_line_0-processed-gene-3.64-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.64&CDS=1-1038
OG0000889	YDR145W	genemark-flattened_line_47-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.84&CDS=1-1728
OG0000890	YDR148C	maker-flattened_line_178-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_178-augustus-gene-0.4&CDS=1-1362
OG0000891	YDR152W	genemark-flattened_line_69-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.128&CDS=1-777
OG0000892	YDR155C	maker-flattened_line_0-augustus-gene-0.30-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-0.30&CDS=1-561
OG0000893	YDR158W	genemark-flattened_line_25-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.11&CDS=1-1086
OG0000894	YDR159W	maker-flattened_line_13-augustus-gene-1.271-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-1.271&CDS=1-2961
OG0000895	YDR160W	genemark-flattened_line_103-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_103-processed-gene-0.69&CDS=1-2046
OG0000896	YDR161W	augustus_masked-flattened_line_69-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_69-processed-gene-0.49&CDS=1-1014
OG0000897	YDR162C	genemark-flattened_line_0-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.113&CDS=1-972
OG0000898	YDR164C	genemark-flattened_line_79-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.63&CDS=1-2124
OG0000899	YDR165W	genemark-flattened_line_214-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_214-processed-gene-0.49&CDS=1-1158
OG0000900	YDR166C	genemark-flattened_line_51-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.152&CDS=1-2730
OG0000901	YDR167W	genemark-flattened_line_0-processed-gene-1.89-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.89&CDS=1-873
OG0000902	YDR168W	genemark-flattened_line_35-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.16&CDS=1-1236
