	Saccharomyces_cerevisiae	yHMPu5000034876_Tetrapisispora_iriomotensis
OG0000370	YML123C	augustus_masked-flattened_line_0-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.105&CDS=1-1740, augustus_masked-flattened_line_0-processed-gene-9.208-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.208&CDS=1-1740
OG0000371	YML125C	augustus_masked-flattened_line_0-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.102&CDS=1-954, augustus_masked-flattened_line_0-processed-gene-9.211-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.211&CDS=1-954
OG0000372	YML130C	augustus_masked-flattened_line_0-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.100&CDS=1-1749, augustus_masked-flattened_line_0-processed-gene-9.213-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.213&CDS=1-1749
OG0000373	YMR070W	snap_masked-flattened_line_0-processed-gene-4.26-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.26&CDS=1-1323, snap_masked-flattened_line_0-processed-gene-6.24-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.24&CDS=1-1323
OG0000374	YMR071C	augustus_masked-flattened_line_0-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.97&CDS=1-504, augustus_masked-flattened_line_0-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.95&CDS=1-504
OG0000375	YMR073C	augustus_masked-flattened_line_0-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.98&CDS=1-642, augustus_masked-flattened_line_0-processed-gene-6.92-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.92&CDS=1-642
OG0000376	YMR083W	augustus_masked-flattened_line_0-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.120&CDS=1-1131, augustus_masked-flattened_line_0-processed-gene-6.111-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.111&CDS=1-1131
OG0000377	YMR088C	augustus_masked-flattened_line_0-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.101&CDS=1-1821, augustus_masked-flattened_line_0-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.129&CDS=1-1821
OG0000378	YMR089C	augustus_masked-flattened_line_0-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.100&CDS=1-2586, augustus_masked-flattened_line_0-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.130&CDS=1-2586
OG0000379	YMR090W	augustus_masked-flattened_line_0-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.117&CDS=1-681, augustus_masked-flattened_line_0-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.114&CDS=1-681
OG0000380	YMR092C	augustus_masked-flattened_line_0-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.99&CDS=1-1824, augustus_masked-flattened_line_0-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.131&CDS=1-1824
OG0000381	YMR093W	augustus_masked-flattened_line_0-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.116&CDS=1-1527, augustus_masked-flattened_line_0-processed-gene-7.0-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.0&CDS=1-1527
OG0000382	YMR094W	augustus_masked-flattened_line_0-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.1&CDS=1-1368, snap_masked-flattened_line_0-processed-gene-4.5-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.5&CDS=1-1368
OG0000383	YMR097C	augustus_masked-flattened_line_0-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.93&CDS=1-1179, augustus_masked-flattened_line_0-processed-gene-7.6-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.6&CDS=1-1179
OG0000384	YMR098C	augustus_masked-flattened_line_0-processed-gene-7.7-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.7&CDS=1-1839, snap_masked-flattened_line_0-processed-gene-4.1-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.1&CDS=1-1839
OG0000385	YMR099C	augustus_masked-flattened_line_0-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.145&CDS=1-888, augustus_masked-flattened_line_0-processed-gene-7.11-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.11&CDS=1-888
OG0000386	YMR100W	augustus_masked-flattened_line_0-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.144&CDS=1-2040, augustus_masked-flattened_line_0-processed-gene-7.12-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.12&CDS=1-2040
OG0000387	YMR101C	augustus_masked-flattened_line_0-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.127&CDS=1-1050, augustus_masked-flattened_line_0-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.29&CDS=1-1050
OG0000388	YMR110C	augustus_masked-flattened_line_0-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.123&CDS=1-1560, augustus_masked-flattened_line_0-processed-gene-7.33-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.33&CDS=1-1560
OG0000389	YMR112C	augustus_masked-flattened_line_0-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.122&CDS=1-432, augustus_masked-flattened_line_0-processed-gene-7.34-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.34&CDS=1-432
OG0000390	YMR114C	augustus_masked-flattened_line_0-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.121&CDS=1-1038, augustus_masked-flattened_line_0-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.35&CDS=1-1038
OG0000391	YMR115W	snap_masked-flattened_line_0-processed-gene-3.41-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.41&CDS=1-1473, snap_masked-flattened_line_0-processed-gene-7.72-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.72&CDS=1-1473
OG0000392	YMR117C	augustus_masked-flattened_line_0-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.119&CDS=1-615, augustus_masked-flattened_line_0-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.37&CDS=1-615
OG0000393	YMR119W	augustus_masked-flattened_line_0-processed-gene-7.19-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.19&CDS=1-2241, snap_masked-flattened_line_0-processed-gene-3.38-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.38&CDS=1-2241
OG0000394	YMR124W	augustus_masked-flattened_line_0-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.136&CDS=1-2217, augustus_masked-flattened_line_0-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.20&CDS=1-2217
OG0000395	YMR126C	augustus_masked-flattened_line_0-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.114&CDS=1-1044, augustus_masked-flattened_line_0-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.42&CDS=1-1044
OG0000396	YMR127C	augustus_masked-flattened_line_0-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.113&CDS=1-963, augustus_masked-flattened_line_0-processed-gene-7.43-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.43&CDS=1-963
OG0000397	YMR128W	augustus_masked-flattened_line_0-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.134&CDS=1-3810, augustus_masked-flattened_line_0-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.22&CDS=1-3810
OG0000398	YMR129W	augustus_masked-flattened_line_0-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.132&CDS=1-4014, augustus_masked-flattened_line_0-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.24&CDS=1-4014
OG0000399	YMR130W	augustus_masked-flattened_line_0-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.131&CDS=1-906, augustus_masked-flattened_line_0-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.25&CDS=1-906
OG0000400	YMR131C	augustus_masked-flattened_line_0-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.110&CDS=1-1551, augustus_masked-flattened_line_0-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.46&CDS=1-1551
OG0000401	YMR137C	augustus_masked-flattened_line_0-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.109&CDS=1-2058, augustus_masked-flattened_line_0-processed-gene-7.47-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.47&CDS=1-2058
OG0000402	YMR144W	snap_masked-flattened_line_0-processed-gene-3.3-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.3&CDS=1-1299, snap_masked-flattened_line_0-processed-gene-8.50-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.50&CDS=1-1299
OG0000403	YMR146C	augustus_masked-flattened_line_23-processed-gene-2.231-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.231&CDS=1-1041, augustus_masked-flattened_line_59-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.28&CDS=1-1041
OG0000404	YMR181C, YPL229W	snap_masked-flattened_line_13-processed-gene-1.113-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.113&CDS=1-507
OG0000405	YMR183C, YPL232W	augustus_masked-flattened_line_13-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.84&CDS=1-873
OG0000406	YMR186W, YPL240C	augustus_masked-flattened_line_13-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.87&CDS=1-2124
OG0000407	YMR235C	augustus_masked-flattened_line_0-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.102&CDS=1-1221, augustus_masked-flattened_line_0-processed-gene-9.185-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.185&CDS=1-1221
OG0000408	YMR239C	snap_masked-flattened_line_0-processed-gene-1.44-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.44&CDS=1-1443, snap_masked-flattened_line_0-processed-gene-9.136-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.136&CDS=1-1443
OG0000409	YMR241W	augustus_masked-flattened_line_0-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.98&CDS=1-930, augustus_masked-flattened_line_0-processed-gene-9.189-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.189&CDS=1-930
OG0000410	YMR243C	augustus_masked-flattened_line_0-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.78&CDS=1-1326, augustus_masked-flattened_line_0-processed-gene-9.232-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.232&CDS=1-1326
OG0000411	YMR247C	augustus_masked-flattened_line_0-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.77&CDS=1-5988, augustus_masked-flattened_line_0-processed-gene-9.233-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.233&CDS=1-5988
OG0000412	YMR253C, YPL264C	augustus_masked-flattened_line_63-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.97&CDS=1-1275
OG0000413	YMR256C	snap_masked-flattened_line_0-processed-gene-1.35-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.35&CDS=1-195, snap_masked-flattened_line_0-processed-gene-9.145-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.145&CDS=1-195
OG0000414	YMR258C	augustus_masked-flattened_line_0-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.74&CDS=1-3882, augustus_masked-flattened_line_0-processed-gene-9.236-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.236&CDS=1-3882
OG0000415	YMR261C	augustus_masked-flattened_line_0-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.98&CDS=1-3741, augustus_masked-flattened_line_0-processed-gene-9.237-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.237&CDS=1-3741
OG0000416	YMR262W	maker-flattened_line_0-augustus-gene-0.82-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-0.82&CDS=1-1554, maker-flattened_line_0-augustus-gene-9.170-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-9.170&CDS=1-1554
OG0000417	YMR266W	augustus_masked-flattened_line_0-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.119&CDS=1-2838, augustus_masked-flattened_line_0-processed-gene-9.194-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.194&CDS=1-2838
OG0000418	YMR267W	augustus_masked-flattened_line_0-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.118&CDS=1-897, augustus_masked-flattened_line_0-processed-gene-9.195-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.195&CDS=1-897
OG0000419	YMR268C	augustus_masked-flattened_line_0-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.96&CDS=1-1338, augustus_masked-flattened_line_0-processed-gene-9.239-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.239&CDS=1-1338
OG0000420	YMR269W	augustus_masked-flattened_line_0-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.117&CDS=1-555, augustus_masked-flattened_line_0-processed-gene-9.196-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.196&CDS=1-555
OG0000421	YMR274C	augustus_masked-flattened_line_0-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.92&CDS=1-951, augustus_masked-flattened_line_0-processed-gene-9.243-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.243&CDS=1-951
OG0000422	YMR276W	genemark-flattened_line_0-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.31&CDS=1-1164, genemark-flattened_line_0-processed-gene-9.25-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.25&CDS=1-1164
OG0000423	YMR277W	augustus_masked-flattened_line_0-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.113&CDS=1-2187, augustus_masked-flattened_line_0-processed-gene-9.200-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.200&CDS=1-2187
OG0000424	YMR278W	augustus_masked-flattened_line_0-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.112&CDS=1-1887, augustus_masked-flattened_line_0-processed-gene-9.201-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.201&CDS=1-1887
OG0000425	YMR281W	snap_masked-flattened_line_0-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.70&CDS=1-936, snap_masked-flattened_line_0-processed-gene-9.110-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.110&CDS=1-936
OG0000426	YMR282C	snap_masked-flattened_line_0-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.46&CDS=1-1689, snap_masked-flattened_line_0-processed-gene-9.160-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.160&CDS=1-1689
OG0000427	YMR283C	snap_masked-flattened_line_0-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.45&CDS=1-1476, snap_masked-flattened_line_0-processed-gene-9.161-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.161&CDS=1-1476
OG0000428	YMR284W	augustus_masked-flattened_line_0-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.109&CDS=1-1812, augustus_masked-flattened_line_0-processed-gene-9.204-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.204&CDS=1-1812
OG0000429	YMR285C	augustus_masked-flattened_line_0-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.89&CDS=1-1575, augustus_masked-flattened_line_0-processed-gene-9.246-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.246&CDS=1-1575
OG0000430	YMR286W	augustus_masked-flattened_line_0-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.108&CDS=1-264, augustus_masked-flattened_line_0-processed-gene-9.205-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.205&CDS=1-264
OG0000431	YMR287C	augustus_masked-flattened_line_0-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.87&CDS=1-2835, augustus_masked-flattened_line_0-processed-gene-9.248-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.248&CDS=1-2835
OG0000432	YMR303C, YOL086C	augustus_masked-flattened_line_19-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-3.124&CDS=1-1047
OG0000433	YMR316W, YOR385W	snap_masked-flattened_line_35-processed-gene-1.35-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.35&CDS=1-912
OG0000434	YNL095C, YOR092W	augustus_masked-flattened_line_5-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-2.10&CDS=1-2127
OG0000435	YNL108C, YOR110W	augustus_masked-flattened_line_5-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-2.19&CDS=1-1917
OG0000436	YNL130C	augustus_masked-flattened_line_0-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.104&CDS=1-1170, augustus_masked-flattened_line_0-processed-gene-8.97-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.97&CDS=1-1170
OG0000437	YNL132W	augustus_masked-flattened_line_0-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.66&CDS=1-3168, augustus_masked-flattened_line_0-processed-gene-8.118-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.118&CDS=1-3168
OG0000438	YNL133C	augustus_masked-flattened_line_0-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.85&CDS=1-534, augustus_masked-flattened_line_0-processed-gene-8.99-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.99&CDS=1-534
OG0000439	YNL139C	augustus_masked-flattened_line_0-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.84&CDS=1-4548, augustus_masked-flattened_line_0-processed-gene-8.100-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.100&CDS=1-4548
OG0000440	YNL147W	snap_masked-flattened_line_0-processed-gene-2.127-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.127&CDS=1-354, snap_masked-flattened_line_0-processed-gene-8.56-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.56&CDS=1-354
OG0000441	YNL148C	augustus_masked-flattened_line_0-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.63&CDS=1-753, augustus_masked-flattened_line_0-processed-gene-8.121-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.121&CDS=1-753
OG0000442	YNL151C	augustus_masked-flattened_line_0-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.64&CDS=1-708, augustus_masked-flattened_line_0-processed-gene-8.120-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.120&CDS=1-708
OG0000443	YNL158W	augustus_masked-flattened_line_0-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.81&CDS=1-1353, snap_masked-flattened_line_0-processed-gene-8.58-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.58&CDS=1-549
