	Saccharomyces_cerevisiae	yHMPu5000034648_Candida_restingae
OG0000820	YDL064W	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-4.30-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-4.30&CDS=1-474
OG0000821	YDL065C	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-4.28-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-4.28&CDS=1-957
OG0000822	YDL067C	snap_masked-NODE_26_length_127389_cov_24.3691_ID_51-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_26_length_127389_cov_24.3691_ID_51-processed-gene-0.77&CDS=1-180
OG0000823	YDL076C	genemark-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.192-mRNA-1_1&gene=genemark-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.192&CDS=1-969
OG0000824	YDL081C	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-2.41&CDS=1-315
OG0000825	YDL084W	maker-NODE_1_length_1198608_cov_23.6179_ID_1-snap-gene-7.45-mRNA-1_1&gene=maker-NODE_1_length_1198608_cov_23.6179_ID_1-snap-gene-7.45&CDS=1-1308
OG0000826	YDL086W	augustus_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-1.133&CDS=1-807
OG0000827	YDL087C	augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-7.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-7.124&CDS=1-711
OG0000828	YDL090C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.58-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.58&CDS=1-1470
OG0000829	YDL091C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.82-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.82&CDS=1-1350
OG0000830	YDL095W	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-7.122-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-7.122&CDS=1-2406
OG0000831	YDL097C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.88-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.88&CDS=1-1263
OG0000832	YDL098C	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.303-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.303&CDS=1-654
OG0000833	YDL100C	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-1.74&CDS=1-1074
OG0000834	YDL101C	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-4.164-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-4.164&CDS=1-1479
OG0000835	YDL102W	snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-1.143-mRNA-1_1&gene=snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-1.143&CDS=1-3234
OG0000836	YDL103C	augustus_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-2.33&CDS=1-1431
OG0000837	YDL104C	snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-0.41&CDS=1-1257
OG0000838	YDL105W	snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-0.62&CDS=1-963
OG0000839	YDL106C	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-4.120-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-4.120&CDS=1-1629
OG0000840	YDL107W	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-4.121-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-4.121&CDS=1-1098
OG0000841	YDL108W	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-4.124-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-4.124&CDS=1-969
OG0000842	YDL111C	augustus_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.110&CDS=1-876
OG0000843	YDL112W	augustus_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.136-mRNA-1_1&gene=augustus_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.136&CDS=1-4080
OG0000844	YDL113C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.87-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.87&CDS=1-1824
OG0000845	YDL116W	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.61-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.61&CDS=1-2466
OG0000846	YDL117W	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-4.123-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-4.123&CDS=1-3015
OG0000847	YDL119C	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-5.26-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-5.26&CDS=1-978
OG0000848	YDL120W	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-1.44&CDS=1-507
OG0000849	YDL122W	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-1.0-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-1.0&CDS=1-1998
OG0000850	YDL125C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-6.29-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-6.29&CDS=1-456
OG0000851	YDL126C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-6.14-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-6.14&CDS=1-2508
OG0000852	YDL128W	snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-2.102-mRNA-1_1&gene=snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-2.102&CDS=1-1227
OG0000853	YDL131W	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.276-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.276&CDS=1-1260
OG0000854	YDL132W	snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-1.41&CDS=1-2307
OG0000855	YDL133W	snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-1.40&CDS=1-1173
OG0000856	YDL134C	snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-1.35&CDS=1-1029
OG0000857	YDL135C	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-2.83&CDS=1-606
OG0000858	YDL140C	maker-NODE_1_length_1198608_cov_23.6179_ID_1-snap-gene-0.90-mRNA-1_1&gene=maker-NODE_1_length_1198608_cov_23.6179_ID_1-snap-gene-0.90&CDS=1-4959
OG0000859	YDL141W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-0.50&CDS=1-2091
OG0000860	YDL142C	snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-0.52&CDS=1-561
OG0000861	YDL143W	snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-3.59-mRNA-1_1&gene=snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-3.59&CDS=1-1590
OG0000862	YDL144C	snap_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.151-mRNA-1_1&gene=snap_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.151&CDS=1-1068
OG0000863	YDL145C	maker-NODE_6_length_681199_cov_20.8158_ID_11-snap-gene-1.77-mRNA-1_1&gene=maker-NODE_6_length_681199_cov_20.8158_ID_11-snap-gene-1.77&CDS=1-4956
OG0000864	YDL146W	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.49-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.49&CDS=1-2100
OG0000865	YDL147W	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-7.121-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-7.121&CDS=1-1407
OG0000866	YDL148C	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-2.79&CDS=1-2391
OG0000867	YDL149W	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-2.78-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-2.78&CDS=1-2373
OG0000868	YDL153C	genemark-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-3.40-mRNA-1_1&gene=genemark-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-3.40&CDS=1-1647
OG0000869	YDL155W	snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-2.92-mRNA-1_1&gene=snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-2.92&CDS=1-1077
OG0000870	YDL156W	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-0.55&CDS=1-1734
OG0000871	YDL157C	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-1.46&CDS=1-285
OG0000872	YDL159W	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-1.44&CDS=1-1623
OG0000873	YDL160C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-0.4&CDS=1-1638
OG0000874	YDL164C	augustus_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-0.3&CDS=1-2223
OG0000875	YDL165W	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-1.55&CDS=1-537
OG0000876	YDL166C	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-1.41&CDS=1-615
OG0000877	YDL167C	snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-4.131-mRNA-1_1&gene=snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-4.131&CDS=1-1839
OG0000878	YDL168W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-1.84&CDS=1-1134
OG0000879	YDL170W	augustus_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-4.30&CDS=1-2253
OG0000880	YDL171C	snap_masked-NODE_17_length_347944_cov_21.2808_ID_33-processed-gene-2.141-mRNA-1_1&gene=snap_masked-NODE_17_length_347944_cov_21.2808_ID_33-processed-gene-2.141&CDS=1-6387
OG0000881	YDL177C	snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-0.53&CDS=1-456
OG0000882	YDL178W	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.102-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.102&CDS=1-1575
OG0000883	YDL183C	snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-1.63&CDS=1-942
OG0000884	YDL185W	augustus_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-1.2&CDS=1-2367
OG0000885	YDL190C	augustus_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-2.29&CDS=1-3162
OG0000886	YDL193W	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-2.80&CDS=1-969
OG0000887	YDL195W	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-6.45-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-6.45&CDS=1-3882
OG0000888	YDL198C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-6.20-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-6.20&CDS=1-900
OG0000889	YDL201W	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-6.42-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-6.42&CDS=1-843
OG0000890	YDL202W	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-6.41-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-6.41&CDS=1-669
OG0000891	YDL205C	augustus_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.25&CDS=1-1215
OG0000892	YDL207W	snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-2.107&CDS=1-1518
OG0000893	YDL208W	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-0.57&CDS=1-462
OG0000894	YDL209C	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-4.132-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-4.132&CDS=1-912
OG0000895	YDL212W	snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-3.39-mRNA-1_1&gene=snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-3.39&CDS=1-609
OG0000896	YDL213C	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-4.167-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-4.167&CDS=1-657
OG0000897	YDL215C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-5.29-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-5.29&CDS=1-3153
OG0000898	YDL217C	snap_masked-NODE_25_length_145781_cov_22.9048_ID_49-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_25_length_145781_cov_22.9048_ID_49-processed-gene-0.93&CDS=1-546
OG0000899	YDL219W	maker-NODE_14_length_538558_cov_20.8153_ID_27-snap-gene-4.121-mRNA-1_1&gene=maker-NODE_14_length_538558_cov_20.8153_ID_27-snap-gene-4.121&CDS=1-480
OG0000900	YDL225W	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-3.108&CDS=1-1767
OG0000901	YDL226C	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-3.129-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-3.129&CDS=1-1035
OG0000902	YDL230W	genemark-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-4.79-mRNA-1_1&gene=genemark-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-4.79&CDS=1-1104
OG0000903	YDL233W	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.160-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.160&CDS=1-1965
OG0000904	YDL234C	augustus_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-3.107&CDS=1-2205
OG0000905	YDL235C	snap_masked-NODE_27_length_120446_cov_34.1613_ID_53-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_27_length_120446_cov_34.1613_ID_53-processed-gene-0.77&CDS=1-474
OG0000906	YDL236W	snap_masked-NODE_27_length_120446_cov_34.1613_ID_53-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_27_length_120446_cov_34.1613_ID_53-processed-gene-0.78&CDS=1-912
OG0000907	YDL237W	augustus_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-3.35&CDS=1-1020
OG0000908	YDL238C	snap_masked-NODE_17_length_347944_cov_21.2808_ID_33-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NODE_17_length_347944_cov_21.2808_ID_33-processed-gene-1.58&CDS=1-1536
OG0000909	YDL240W	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-5.66-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-5.66&CDS=1-4764
OG0000910	YDR002W	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.71-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-4.71&CDS=1-597
OG0000911	YDR005C	maker-NODE_25_length_145781_cov_22.9048_ID_49-snap-gene-0.49-mRNA-1_1&gene=maker-NODE_25_length_145781_cov_22.9048_ID_49-snap-gene-0.49&CDS=1-2532
OG0000912	YDR006C	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-1.63&CDS=1-2190
OG0000913	YDR007W	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-0.25&CDS=1-729
OG0000914	YDR013W	augustus_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-0.16&CDS=1-648
OG0000915	YDR016C	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.138-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-4.138&CDS=1-342
OG0000916	YDR017C	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-0.70&CDS=1-1902
OG0000917	YDR019C	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.1-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-9.1&CDS=1-1161
OG0000918	YDR020C	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-4.90-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-4.90&CDS=1-672
OG0000919	YDR021W	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-4.133-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-4.133&CDS=1-1182
OG0000920	YDR023W	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.117-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.117&CDS=1-1374
OG0000921	YDR026C	snap_masked-NODE_33_length_48095_cov_21.1696_ID_65-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_33_length_48095_cov_21.1696_ID_65-processed-gene-0.0&CDS=1-2433
OG0000922	YDR027C	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-2.100-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-2.100&CDS=1-4206
OG0000923	YDR028C	snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-2.98-mRNA-1_1&gene=snap_masked-NODE_7_length_639868_cov_21.9189_ID_13-processed-gene-2.98&CDS=1-2799
OG0000924	YDR030C	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.92-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.92&CDS=1-1104
OG0000925	YDR031W	snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-1.193-mRNA-1_1&gene=snap_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-1.193&CDS=1-288
OG0000926	YDR035W	snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-5.86-mRNA-1_1&gene=snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-5.86&CDS=1-1098
OG0000927	YDR036C	snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-1.17&CDS=1-1413
OG0000928	YDR037W	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-8.64-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-8.64&CDS=1-1776
OG0000929	YDR041W	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-8.65-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-8.65&CDS=1-768
OG0000930	YDR043C	augustus_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-1.0&CDS=1-624
OG0000931	YDR044W	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-1.72&CDS=1-966
OG0000932	YDR045C	snap_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.94&CDS=1-303
OG0000933	YDR047W	maker-NODE_22_length_196173_cov_31.0213_ID_43-snap-gene-0.161-mRNA-1_1&gene=maker-NODE_22_length_196173_cov_31.0213_ID_43-snap-gene-0.161&CDS=1-1086
OG0000934	YDR049W	snap_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.130&CDS=1-1755
OG0000935	YDR050C	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-8.79-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-8.79&CDS=1-744
OG0000936	YDR051C	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-8.80-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-8.80&CDS=1-888
OG0000937	YDR054C	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-3.96-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-3.96&CDS=1-711
OG0000938	YDR058C	snap_masked-NODE_33_length_48095_cov_21.1696_ID_65-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_33_length_48095_cov_21.1696_ID_65-processed-gene-0.6&CDS=1-1137
