	Saccharomyces_cerevisiae	yHMPu5000035665_Middelhovenomyces_tepae
OG0000217	YDR264C, YOR034C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-13.25-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-13.25&CDS=1-2004
OG0000218	YDR272W, YOR040W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.11-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.11&CDS=1-771
OG0000219	YDR277C, YOR047C	genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-1.53&CDS=1-1017
OG0000220	YDR312W, YHR066W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-13.22-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-13.22&CDS=1-1167
OG0000221	YDR326C, YHR080C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-5.108-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-5.108&CDS=1-2784
OG0000222	YDR348C, YHR097C	maker-NODE_14_length_356149_cov_25.4901_ID_2492-snap-gene-1.132-mRNA-1_1&gene=maker-NODE_14_length_356149_cov_25.4901_ID_2492-snap-gene-1.132&CDS=1-1200
OG0000223	YDR358W, YHR108W	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-4.113-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-4.113&CDS=1-1983
OG0000224	YDR368W, YOR120W	genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.200-mRNA-1_1&gene=genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.200&CDS=1-957
OG0000225	YDR379W, YOR127W	snap_masked-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-3.96-mRNA-1_1&gene=snap_masked-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-3.96&CDS=1-4266
OG0000226	YDR385W, YOR133W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-1.107-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-1.107&CDS=1-2526
OG0000227	YDR389W, YOR134W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-1.111-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-1.111&CDS=1-2382
OG0000228	YDR409W, YOR156C	snap_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-3.120-mRNA-1_1&gene=snap_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-3.120&CDS=1-2493
OG0000229	YDR418W, YEL054C	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-4.133-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-4.133&CDS=1-495
OG0000230	YDR428C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.108-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.108&CDS=1-807, genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-7.61-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-7.61&CDS=1-903
OG0000231	YDR447C, YML024W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-3.97-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-3.97&CDS=1-420
OG0000232	YDR450W, YML026C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.130-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.130&CDS=1-462
OG0000233	YDR451C, YML027W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-4.1-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-4.1&CDS=1-825
OG0000234	YDR453C, YML028W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-3.92-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-3.92&CDS=1-585
OG0000235	YDR458C, YML034W	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-5.43-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-5.43&CDS=1-2307
OG0000236	YDR463W, YHR006W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-0.50&CDS=1-1869
OG0000237	YDR497C, YOL103W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-6.36-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-6.36&CDS=1-1623
OG0000238	YDR500C, YLR185W	augustus_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-3.9&CDS=1-261
OG0000239	YDR501W, YLR183C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-3.85-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-3.85&CDS=1-1434
OG0000240	YDR505C, YLR177W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-4.0-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-4.0&CDS=1-1863
OG0000241	YDR536W	genemark-NODE_13_length_356436_cov_25.4749_ID_1823-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_13_length_356436_cov_25.4749_ID_1823-processed-gene-0.39&CDS=1-1521, genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-14.87-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-14.87&CDS=1-1563
OG0000242	YEL006W, YIL006W	genemark-NODE_13_length_356436_cov_25.4749_ID_1823-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_13_length_356436_cov_25.4749_ID_1823-processed-gene-0.35&CDS=1-1080
OG0000243	YEL022W, YJR031C	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-1.107-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-1.107&CDS=1-4230
OG0000244	YEL034W, YJR047C	genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-0.105&CDS=1-471
OG0000245	YEL039C, YJR048W	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.114-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.114&CDS=1-324
OG0000246	YEL041W, YJR049C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-8.81-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-8.81&CDS=1-1647
OG0000247	YEL056W	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-1.91-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-1.91&CDS=1-1287, genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.110-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.110&CDS=1-1299
OG0000248	YEL066W, YPR193C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-8.50-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-8.50&CDS=1-456
OG0000249	YER017C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.0-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.0&CDS=1-2244, genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-2.32-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-2.32&CDS=1-2331
OG0000250	YER031C, YGL210W	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-6.182-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-6.182&CDS=1-630
OG0000251	YER054C, YIL045W	augustus_masked-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.28&CDS=1-2505
OG0000252	YER056C-A, YIL052C	genemark-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-0.81&CDS=1-369
OG0000253	YER057C, YIL051C	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-2.62-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-2.62&CDS=1-384
OG0000254	YER059W, YIL050W	genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.166-mRNA-1_1&gene=genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.166&CDS=1-2013
OG0000255	YER062C, YIL053W	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-5.56-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-5.56&CDS=1-744
OG0000256	YER064C, YIL056W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-9.70-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-9.70&CDS=1-1854
OG0000257	YER066W, YFL009W	genemark-NODE_19_length_184328_cov_26.1845_ID_2662-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_19_length_184328_cov_26.1845_ID_2662-processed-gene-0.101&CDS=1-2319
OG0000258	YER074W, YIL069C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.111-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.111&CDS=1-393
OG0000259	YER081W, YIL074C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-2.53-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-2.53&CDS=1-1431
OG0000260	YER100W	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-0.66&CDS=1-747, snap_masked-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-1.68&CDS=1-852
OG0000261	YER131W, YGL189C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-8.76-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-8.76&CDS=1-399
OG0000262	YFL017C	genemark-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.75&CDS=1-489, genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.101-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.101&CDS=1-519
OG0000263	YFL034C-A, YLR061W	genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-0.21&CDS=1-369
OG0000264	YFL050C, YOL130W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-3.69-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-3.69&CDS=1-2088
OG0000265	YFL061W, YNL335W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-6.11-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-6.11&CDS=1-693
OG0000266	YFR022W, YOR018W	genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-0.9&CDS=1-2202
OG0000267	YFR031C-A, YIL018W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.252-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.252&CDS=1-762
OG0000268	YFR053C, YGL253W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-9.150-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-9.150&CDS=1-1467
OG0000269	YGL014W, YGL178W	genemark-NODE_19_length_184328_cov_26.1845_ID_2662-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_19_length_184328_cov_26.1845_ID_2662-processed-gene-0.129&CDS=1-2244
OG0000270	YGL028C	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-5.83-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-5.83&CDS=1-1767, genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.111-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.111&CDS=1-1347
OG0000271	YGL031C, YGR148C	genemark-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.73&CDS=1-474
OG0000272	YGL049C, YGR162W	snap_masked-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-4.13-mRNA-1_1&gene=snap_masked-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-4.13&CDS=1-2979
OG0000273	YGL054C	maker-NODE_3_length_1219547_cov_23.6558_ID_2013-snap-gene-8.140-mRNA-1_1&gene=maker-NODE_3_length_1219547_cov_23.6558_ID_2013-snap-gene-8.140&CDS=1-324, snap_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-2.114-mRNA-1_1&gene=snap_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-2.114&CDS=1-324
OG0000274	YGL066W	genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-1.181-mRNA-1_1&gene=genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-1.181&CDS=1-1317, genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.105-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.105&CDS=1-1140
OG0000275	YGL076C, YPL198W	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-1.66&CDS=1-747
OG0000276	YGL082W, YPL191C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.8-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.8&CDS=1-1503
OG0000277	YGL096W, YPL177C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-2.59-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-2.59&CDS=1-855
OG0000278	YGL111W	augustus_masked-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-2.8&CDS=1-1020, genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-1.85-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-1.85&CDS=1-1593
OG0000279	YGL133W, YPL216W	genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-0.37&CDS=1-2703
OG0000280	YGL135W, YPL220W	genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-0.20&CDS=1-648
OG0000281	YGL196W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-4.61-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-4.61&CDS=1-1230, genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-7.9-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-7.9&CDS=1-1230
OG0000282	YGL205W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-10.49-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-10.49&CDS=1-2088, genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.60-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.60&CDS=1-2127
OG0000283	YGL219C	genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-0.81&CDS=1-1389, genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-4.56-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-4.56&CDS=1-1368
OG0000284	YGL246C	maker-NODE_4_length_1208358_cov_23.5021_ID_1139-augustus-gene-6.90-mRNA-1_1&gene=maker-NODE_4_length_1208358_cov_23.5021_ID_1139-augustus-gene-6.90&CDS=1-1911, maker-NODE_6_length_1060276_cov_25.4502_ID_2229-snap-gene-4.51-mRNA-1_1&gene=maker-NODE_6_length_1060276_cov_25.4502_ID_2229-snap-gene-4.51&CDS=1-738
OG0000285	YGL247W	genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-1.66&CDS=1-1155, genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-6.80-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-6.80&CDS=1-1623
OG0000286	YGR008C, YLR327C	augustus_masked-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-9.39-mRNA-1_1&gene=augustus_masked-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-9.39&CDS=1-294
OG0000287	YGR010W, YLR328W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.13-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.13&CDS=1-1422
OG0000288	YGR027C, YLR333C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-4.98-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-4.98&CDS=1-309
OG0000289	YGR034W, YLR344W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-1.14-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-1.14&CDS=1-384
OG0000290	YGR038W, YLR350W	augustus_masked-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-9.78&CDS=1-2298
OG0000291	YGR056W, YLR357W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-2.22-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-2.22&CDS=1-2484
OG0000292	YGR060W	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-6.196-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-6.196&CDS=1-903, genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.204-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.204&CDS=1-861
OG0000293	YGR085C, YPR102C	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-3.133-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-3.133&CDS=1-522
OG0000294	YGR092W, YPR111W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-9.148-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-9.148&CDS=1-1659
OG0000295	YGR108W, YPR119W	genemark-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-0.65&CDS=1-1557
OG0000296	YGR110W	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-6.197-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-6.197&CDS=1-1287, genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-1.85-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-1.85&CDS=1-1470
OG0000297	YGR118W, YPR132W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-6.74-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-6.74&CDS=1-435
OG0000298	YGR121C, YPR138C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-0.79&CDS=1-1446
OG0000299	YGR131W, YPR149W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-4.41-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-4.41&CDS=1-516
OG0000300	YGR136W, YPR154W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-3.47-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-3.47&CDS=1-756
OG0000301	YGR138C, YPR156C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.22-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.22&CDS=1-1875
OG0000302	YGR141W, YPR157W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-6.66-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-6.66&CDS=1-1170
OG0000303	YGR197C, YJR015W	snap_masked-NODE_13_length_356436_cov_25.4749_ID_1823-processed-gene-2.146-mRNA-1_1&gene=snap_masked-NODE_13_length_356436_cov_25.4749_ID_1823-processed-gene-2.146&CDS=1-1413
OG0000304	YGR214W, YLR048W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.71-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.71&CDS=1-804
OG0000305	YGR238C, YHR158C	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-4.112-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-4.112&CDS=1-4047
OG0000306	YGR241C, YHR161C	maker-NODE_8_length_986125_cov_23.6789_ID_1757-snap-gene-2.78-mRNA-1_1&gene=maker-NODE_8_length_986125_cov_23.6789_ID_1757-snap-gene-2.78&CDS=1-1965
OG0000307	YGR243W, YHR162W	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.202-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.202&CDS=1-441
OG0000308	YGR273C, YMR295C	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-2.11-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-2.11&CDS=1-555
OG0000309	YGR279C, YMR305C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-1.147-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-1.147&CDS=1-1107
OG0000310	YGR283C, YMR310C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-9.136-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-9.136&CDS=1-1125
OG0000311	YHL001W, YKL006W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-2.95-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-2.95&CDS=1-408
OG0000312	YHL003C, YKL008C	maker-NODE_8_length_986125_cov_23.6789_ID_1757-snap-gene-8.132-mRNA-1_1&gene=maker-NODE_8_length_986125_cov_23.6789_ID_1757-snap-gene-8.132&CDS=1-2433
OG0000313	YHL017W, YKL039W	maker-NODE_3_length_1219547_cov_23.6558_ID_2013-snap-gene-7.98-mRNA-1_1&gene=maker-NODE_3_length_1219547_cov_23.6558_ID_2013-snap-gene-7.98&CDS=1-1668
OG0000314	YHL033C, YLL045C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.249-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.249&CDS=1-786
OG0000315	YHL034C, YLL046C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.251-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.251&CDS=1-813
OG0000316	YHR001W, YKR003W	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-2.22-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-2.22&CDS=1-1434
