	Priceomyces_haplophilus	Saccharomyces_cerevisiae
OG0000694	-processed-gene-8.4-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.4&CDS=1-1356	YOL140W
OG0000695	-processed-gene-8.5-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.5&CDS=1-2064	YNR039C
OG0000696	-processed-gene-8.22-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.22&CDS=1-4839	YCR081W
OG0000697	-snap-gene-8.90-mRNA-1_1&gene=maker-gi|1002316132|dbj|BCIF01000008.1|-snap-gene-8.90&CDS=1-3837	YMR109W
OG0000698	-processed-gene-8.24-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.24&CDS=1-1554	YCR072C
OG0000699	-processed-gene-8.26-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.26&CDS=1-2190	YCR071C
OG0000700	-processed-gene-8.27-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.27&CDS=1-2544	YCR077C
OG0000701	-processed-gene-8.28-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.28&CDS=1-2352	YNR033W
OG0000702	-processed-gene-8.29-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.29&CDS=1-5412	YDL058W
OG0000703	-processed-gene-8.8-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.8&CDS=1-546	YDL059C
OG0000704	-processed-gene-8.30-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.30&CDS=1-3984	YLR384C
OG0000705	-processed-gene-8.10-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.10&CDS=1-2286	YHR197W
OG0000706	-processed-gene-8.11-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.11&CDS=1-2457	YOR249C
OG0000707	-processed-gene-8.31-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.31&CDS=1-648	YPR113W
OG0000708	-processed-gene-8.12-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.12&CDS=1-1593	YEL015W
OG0000709	-processed-gene-8.13-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.13&CDS=1-4137	YGL092W
OG0000710	-processed-gene-8.106-mRNA-1_1&gene=genemark-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.106&CDS=1-987	YGL091C
OG0000711	-processed-gene-8.63-mRNA-1_1&gene=augustus_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.63&CDS=1-1299	YJL049W
OG0000712	-processed-gene-8.32-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.32&CDS=1-1674	YEL013W
OG0000713	-processed-gene-8.15-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.15&CDS=1-2895	YML010W
OG0000714	-processed-gene-8.126-mRNA-1_1&gene=genemark-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.126&CDS=1-1506	YLR005W
OG0000715	-processed-gene-8.34-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.34&CDS=1-864	YJL035C
OG0000716	-processed-gene-8.109-mRNA-1_1&gene=genemark-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.109&CDS=1-1107	YHR075C
OG0000717	-processed-gene-8.35-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.35&CDS=1-2145	YHR074W
OG0000718	-augustus-gene-8.46-mRNA-1_1&gene=maker-gi|1002316132|dbj|BCIF01000008.1|-augustus-gene-8.46&CDS=1-1617	YIL033C
OG0000719	-processed-gene-8.19-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.19&CDS=1-1374	YMR026C
OG0000720	-processed-gene-8.20-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.20&CDS=1-1203	YPR118W
OG0000721	-processed-gene-8.21-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.21&CDS=1-186	YLL009C
OG0000722	-processed-gene-9.129-mRNA-1_1&gene=genemark-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-9.129&CDS=1-1011	YPL162C
OG0000723	-processed-gene-9.2-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-9.2&CDS=1-2685	YDR028C
OG0000724	-processed-gene-9.0-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-9.0&CDS=1-2013	YKL125W
OG0000725	-processed-gene-9.5-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-9.5&CDS=1-1899	YJR002W
OG0000726	-processed-gene-9.134-mRNA-1_1&gene=genemark-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-9.134&CDS=1-708	YGL136C
OG0000727	-processed-gene-9.39-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-9.39&CDS=1-4854	YGR098C
OG0000728	-processed-gene-9.105-mRNA-1_1&gene=augustus_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-9.105&CDS=1-3735	YKL120W
OG0000729	-processed-gene-9.9-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-9.9&CDS=1-3120	YDR430C
OG0000730	-processed-gene-9.43-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-9.43&CDS=1-210	YML009C
OG0000731	-processed-gene-9.10-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-9.10&CDS=1-642	YML012W
OG0000732	-processed-gene-9.143-mRNA-1_1&gene=genemark-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-9.143&CDS=1-4980	YJR001W
OG0000733	-processed-gene-9.50-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-9.50&CDS=1-1827	YOL152W
OG0000734	-processed-gene-0.83-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-0.83&CDS=1-540	YGL231C
OG0000735	-processed-gene-0.110-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-0.110&CDS=1-852	YGL232W
OG0000736	-augustus-gene-0.128-mRNA-1_1&gene=maker-gi|1002316133|dbj|BCIF01000007.1|-augustus-gene-0.128&CDS=1-5064	YPL125W
OG0000737	-processed-gene-0.85-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-0.85&CDS=1-888	YPL131W
OG0000738	-processed-gene-0.87-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-0.87&CDS=1-681	YHL031C
OG0000739	-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-0.68&CDS=1-804	YPR037C
OG0000740	-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-0.51&CDS=1-2691	YOR211C
OG0000741	-processed-gene-0.119-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-0.119&CDS=1-2550	YPL126W
OG0000742	-processed-gene-0.95-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-0.95&CDS=1-216	YOR210W
OG0000743	-processed-gene-0.98-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-0.98&CDS=1-789	YOR194C
OG0000744	-processed-gene-0.34-mRNA-1_1&gene=genemark-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-0.34&CDS=1-3081	YPL115C
OG0000745	-augustus-gene-0.129-mRNA-1_1&gene=maker-gi|1002316133|dbj|BCIF01000007.1|-augustus-gene-0.129&CDS=1-3267	YOR196C
OG0000746	-processed-gene-0.123-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-0.123&CDS=1-858	YPL117C
OG0000747	-processed-gene-0.99-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-0.99&CDS=1-1341	YOR198C
OG0000748	-processed-gene-0.100-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-0.100&CDS=1-1161	YMR310C
OG0000749	-augustus-gene-0.127-mRNA-1_1&gene=maker-gi|1002316133|dbj|BCIF01000007.1|-augustus-gene-0.127&CDS=1-1698	YGR282C
OG0000750	-processed-gene-0.124-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-0.124&CDS=1-1365	YGR189C
OG0000751	-processed-gene-0.104-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-0.104&CDS=1-1353	YMR171C
OG0000752	-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-0.76&CDS=1-2277	YCR088W
OG0000753	-processed-gene-1.110-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.110&CDS=1-1197	YGR185C
OG0000754	-processed-gene-1.111-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.111&CDS=1-207	YGR183C
OG0000755	-processed-gene-1.112-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.112&CDS=1-762	YLR022C
OG0000756	-processed-gene-1.113-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.113&CDS=1-1284	YGR285C
OG0000757	-processed-gene-1.117-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.117&CDS=1-597	YMR311C
OG0000758	-processed-gene-1.114-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.114&CDS=1-555	YBR164C
OG0000759	-processed-gene-1.118-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.118&CDS=1-1326	YBR166C
OG0000760	-processed-gene-1.115-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.115&CDS=1-1389	YMR220W
OG0000761	-processed-gene-1.121-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.121&CDS=1-1071	YGR187C
OG0000762	-processed-gene-1.36-mRNA-1_1&gene=genemark-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.36&CDS=1-1749	YGR186W
OG0000763	-augustus-gene-1.170-mRNA-1_1&gene=maker-gi|1002316133|dbj|BCIF01000007.1|-augustus-gene-1.170&CDS=1-1854	YGR195W
OG0000764	-processed-gene-1.125-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.125&CDS=1-921	YGR284C
OG0000765	-processed-gene-1.126-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.126&CDS=1-768	YKL087C
OG0000766	-processed-gene-1.148-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.148&CDS=1-270	YHR005C-A
OG0000767	-snap-gene-1.109-mRNA-1_1&gene=maker-gi|1002316133|dbj|BCIF01000007.1|-snap-gene-1.109&CDS=1-2094	YPL109C
OG0000768	-processed-gene-1.128-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.128&CDS=1-726	YBL041W
OG0000769	-processed-gene-1.151-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.151&CDS=1-639	YBL040C
OG0000770	-snap-gene-1.108-mRNA-1_1&gene=maker-gi|1002316133|dbj|BCIF01000007.1|-snap-gene-1.108&CDS=1-4056	YDR301W
OG0000771	-augustus-gene-1.171-mRNA-1_1&gene=maker-gi|1002316133|dbj|BCIF01000007.1|-augustus-gene-1.171&CDS=1-1197	YLR109W
OG0000772	-processed-gene-1.133-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.133&CDS=1-2160	YJL019W
OG0000773	-processed-gene-1.44-mRNA-1_1&gene=genemark-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.44&CDS=1-3561	YGL156W
OG0000774	-processed-gene-1.135-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.135&CDS=1-462	YJR104C
OG0000775	-processed-gene-1.157-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.157&CDS=1-903	YHR067W
OG0000776	-processed-gene-1.136-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.136&CDS=1-882	YHR088W
OG0000777	-processed-gene-1.137-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.137&CDS=1-3645	YDR335W
OG0000778	-processed-gene-1.138-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.138&CDS=1-2415	YNL085W
OG0000779	-processed-gene-1.28-mRNA-1_1&gene=genemark-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.28&CDS=1-2169	YDR315C
OG0000780	-processed-gene-1.158-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.158&CDS=1-2031	YHR042W
OG0000781	-processed-gene-1.160-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.160&CDS=1-2637	YHR073W
OG0000782	-processed-gene-1.164-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.164&CDS=1-1356	YHR070W
OG0000783	-processed-gene-1.143-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.143&CDS=1-1017	YHR069C
OG0000784	-processed-gene-1.55-mRNA-1_1&gene=genemark-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.55&CDS=1-1200	YGL143C
OG0000785	-processed-gene-1.33-mRNA-1_1&gene=genemark-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.33&CDS=1-360	YDL110C
OG0000786	-processed-gene-1.167-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.167&CDS=1-1377	YDR316W
OG0000787	-processed-gene-1.144-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.144&CDS=1-1269	YDL097C
OG0000788	-processed-gene-1.168-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.168&CDS=1-2322	YDL116W
OG0000789	-processed-gene-2.4-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.4&CDS=1-4203	YDL112W
OG0000790	-processed-gene-2.8-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.8&CDS=1-861	YDL111C
OG0000791	-processed-gene-2.5-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.5&CDS=1-1140	YDL088C
OG0000792	-processed-gene-2.9-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.9&CDS=1-1590	YDL089W
OG0000793	-processed-gene-2.11-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.11&CDS=1-1380	YDL090C
OG0000794	-processed-gene-2.12-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.12&CDS=1-1341	YDL091C
OG0000795	-processed-gene-2.35-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.35&CDS=1-387	YDL092W
OG0000796	-processed-gene-2.36-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.36&CDS=1-2613	YBR179C
OG0000797	-processed-gene-2.14-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.14&CDS=1-639	YIR032C
OG0000798	-processed-gene-2.15-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.15&CDS=1-2562	YGL233W
OG0000799	-processed-gene-2.16-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.16&CDS=1-771	YPL132W
OG0000800	-processed-gene-2.41-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.41&CDS=1-1353	YGR252W
OG0000801	-processed-gene-2.17-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.17&CDS=1-1527	YHR170W
OG0000802	-processed-gene-2.18-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.18&CDS=1-1887	YHR171W
OG0000803	-processed-gene-2.19-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.19&CDS=1-2541	YHR172W
OG0000804	-processed-gene-2.42-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.42&CDS=1-753	YGR253C
OG0000805	-processed-gene-2.43-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.43&CDS=1-1242	YGR244C
OG0000806	-processed-gene-2.20-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.20&CDS=1-852	YOR287C
OG0000807	-processed-gene-2.44-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.44&CDS=1-549	YOR286W
OG0000808	-processed-gene-2.46-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.46&CDS=1-963	YOR221C
OG0000809	-processed-gene-2.21-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.21&CDS=1-741	YDR174W
OG0000810	-processed-gene-2.47-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.47&CDS=1-2325	YGR245C
OG0000811	-processed-gene-2.48-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.48&CDS=1-1689	YGR246C
OG0000812	-processed-gene-2.49-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.49&CDS=1-1308	YHR169W
OG0000813	-processed-gene-2.23-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.23&CDS=1-1575	YHR168W
OG0000814	-processed-gene-2.50-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.50&CDS=1-1527	YPL122C
OG0000815	-processed-gene-2.27-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.27&CDS=1-3486	YOR207C
OG0000816	-processed-gene-2.29-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.29&CDS=1-1710	YPL133C
OG0000817	-processed-gene-2.51-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.51&CDS=1-2154	YOR206W
OG0000818	-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.101&CDS=1-861	YPL134C
OG0000819	-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.102&CDS=1-858	YOR223W
OG0000820	-processed-gene-2.53-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.53&CDS=1-1500	YKL035W
OG0000821	-processed-gene-3.53-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.53&CDS=1-444	YOR224C
OG0000822	-processed-gene-3.54-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.54&CDS=1-276	YLR363W-A
OG0000823	-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.109&CDS=1-4029	YGR061C
OG0000824	-processed-gene-3.52-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.52&CDS=1-693	YNL178W
OG0000825	-processed-gene-3.5-mRNA-1_1&gene=genemark-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.5&CDS=1-321	YJR085C
OG0000826	-processed-gene-3.59-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.59&CDS=1-1104	YEL046C
OG0000827	-processed-gene-3.60-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.60&CDS=1-957	YGL154C
OG0000828	-processed-gene-3.61-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.61&CDS=1-1149	YGL155W
OG0000829	-augustus-gene-3.104-mRNA-1_1&gene=maker-gi|1002316133|dbj|BCIF01000007.1|-augustus-gene-3.104&CDS=1-2133	YDL119C
OG0000830	-processed-gene-3.66-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.66&CDS=1-3243	YDL102W
OG0000831	-processed-gene-3.91-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.91&CDS=1-972	YMR161W
OG0000832	-processed-gene-3.69-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.69&CDS=1-1212	YOR197W
OG0000833	-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.127&CDS=1-1842	YMR313C
OG0000834	-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.142&CDS=1-1902	YMR166C
OG0000835	-processed-gene-3.72-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.72&CDS=1-1272	YDL104C
OG0000836	-processed-gene-3.94-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.94&CDS=1-1047	YDL105W
OG0000837	-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.129&CDS=1-5334	YMR167W
OG0000838	-processed-gene-3.76-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.76&CDS=1-489	YPL108W
OG0000839	-processed-gene-3.99-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.99&CDS=1-477	YBR167C
OG0000840	-processed-gene-3.100-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.100&CDS=1-591	YLR009W
OG0000841	-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.131&CDS=1-2400	YLR008C
OG0000842	-processed-gene-3.101-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.101&CDS=1-450	YGR203W
OG0000843	-processed-gene-3.80-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.80&CDS=1-1347	YGR202C
OG0000844	-processed-gene-3.81-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.81&CDS=1-1206	YLL006W
OG0000845	-processed-gene-3.102-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.102&CDS=1-2484	YGR261C
OG0000846	-processed-gene-3.103-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.103&CDS=1-2943	YGR258C
OG0000847	-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.134&CDS=1-762	YHR185C
OG0000848	-processed-gene-4.47-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-4.47&CDS=1-3249	YMR288W
OG0000849	-processed-gene-4.43-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-4.43&CDS=1-879	YHR187W
OG0000850	-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-4.4&CDS=1-1821	YHR188C
OG0000851	-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-4.1&CDS=1-3783	YGR188C
OG0000852	-processed-gene-4.46-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-4.46&CDS=1-4944	YMR162C
OG0000853	-processed-gene-4.68-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-4.68&CDS=1-2154	YJL012C
OG0000854	-processed-gene-4.121-mRNA-1_1&gene=genemark-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-4.121&CDS=1-4230	YDL108W
OG0000855	-processed-gene-4.71-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-4.71&CDS=1-1581	YJL014W
OG0000856	-processed-gene-4.52-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-4.52&CDS=1-1461	YDL101C
OG0000857	-processed-gene-4.123-mRNA-1_1&gene=genemark-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-4.123&CDS=1-1083	YDL107W
OG0000858	-processed-gene-4.73-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-4.73&CDS=1-1416	YDL106C
OG0000859	-processed-gene-4.74-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-4.74&CDS=1-2235	YML020W
OG0000860	-processed-gene-4.75-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-4.75&CDS=1-1656	YGL142C
OG0000861	-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-4.10&CDS=1-3099	YOR085W
OG0000862	-processed-gene-4.77-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-4.77&CDS=1-510	YJL011C
