	Metschnikowia_aberdeeniae	Saccharomyces_cerevisiae
OG0000263	augustus_masked-abe-_s12-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.125&CDS=1-1998	YBR216C, YGL060W
OG0000264	augustus_masked-abe-_s12-processed-gene-7.136-mRNA-1_1&gene=augustus_masked-abe-_s12-processed-gene-7.136&CDS=1-1020	YBR273C, YJL048C
OG0000265	snap_masked-abe-_s12-processed-gene-7.192-mRNA-1_1&gene=snap_masked-abe-_s12-processed-gene-7.192&CDS=1-591	YBL072C, YER102W
OG0000266	augustus_masked-abe-_s13-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.100&CDS=1-1932	YGR241C, YHR161C
OG0000267	augustus_masked-abe-_s13-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-0.125&CDS=1-2781, snap_masked-abe-_s13-processed-gene-5.56-mRNA-1_1&gene=snap_masked-abe-_s13-processed-gene-5.56&CDS=1-2016	YLR014C
OG0000268	augustus_masked-abe-_s13-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.116&CDS=1-1113, snap_masked-abe-_s70-processed-gene-7.72-mRNA-1_1&gene=snap_masked-abe-_s70-processed-gene-7.72&CDS=1-1143	YEL046C
OG0000269	augustus_masked-abe-_s13-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-1.132&CDS=1-3942, augustus_masked-abe-_s13-processed-gene-9.85-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-9.85&CDS=1-1113	YGL238W
OG0000270	augustus_masked-abe-_s13-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.126&CDS=1-894	YBR104W, YPR058W
OG0000271	augustus_masked-abe-_s13-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.148&CDS=1-1725	YCR048W, YNR019W
OG0000272	augustus_masked-abe-_s13-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.154&CDS=1-1989	YFR013W, YOL017W
OG0000273	augustus_masked-abe-_s13-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-2.156&CDS=1-1590, augustus_masked-abe-_s25-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-1.75&CDS=1-1785	YLR248W
OG0000274	augustus_masked-abe-_s13-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.6&CDS=1-1086	YDL246C, YJR159W
OG0000275	augustus_masked-abe-_s13-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.28&CDS=1-1434	YGR121C, YPR138C
OG0000276	augustus_masked-abe-_s13-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.31&CDS=1-1533, augustus_masked-abe-_s69-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-abe-_s69-processed-gene-0.7&CDS=1-1509	YKL103C
OG0000277	augustus_masked-abe-_s13-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.36&CDS=1-1611	YDR418W, YEL054C
OG0000278	augustus_masked-abe-_s13-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.39&CDS=1-792	YGR214W, YLR048W
OG0000279	snap_masked-abe-_s13-processed-gene-3.68-mRNA-1_1&gene=snap_masked-abe-_s13-processed-gene-3.68&CDS=1-861	YGL162W, YPR009W
OG0000280	augustus_masked-abe-_s13-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-3.42&CDS=1-870	YBR183W, YPL087W
OG0000281	augustus_masked-abe-_s13-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-4.123&CDS=1-1227	YMR177W, YPL224C
OG0000282	augustus_masked-abe-_s13-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-4.149&CDS=1-1740, augustus_masked-abe-_s70-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-4.18&CDS=1-1698	YKR093W
OG0000283	augustus_masked-abe-_s13-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-5.110&CDS=1-204	YDL061C, YLR388W
OG0000284	augustus_masked-abe-_s13-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-5.121&CDS=1-561	YNL096C, YOR096W
OG0000285	augustus_masked-abe-_s13-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-6.52&CDS=1-1611	YDR497C, YOL103W
OG0000286	augustus_masked-abe-_s13-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-6.64&CDS=1-354	YCL035C, YDR513W
OG0000287	augustus_masked-abe-_s13-processed-gene-6.84-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-6.84&CDS=1-480	YBR191W, YPL079W
OG0000288	augustus_masked-abe-_s13-processed-gene-6.70-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-6.70&CDS=1-1929, snap_masked-abe-_s77-processed-gene-0.100-mRNA-1_1&gene=snap_masked-abe-_s77-processed-gene-0.100&CDS=1-1920	YJR045C
OG0000289	augustus_masked-abe-_s13-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-7.46&CDS=1-870	YMR183C, YPL232W
OG0000290	augustus_masked-abe-_s13-processed-gene-8.8-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-8.8&CDS=1-894	YBR105C, YGR066C
OG0000291	augustus_masked-abe-_s13-processed-gene-8.38-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-8.38&CDS=1-573	YGL147C, YNL067W
OG0000292	augustus_masked-abe-_s13-processed-gene-9.49-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-9.49&CDS=1-7437, augustus_masked-abe-_s75-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-abe-_s75-processed-gene-8.72&CDS=1-4698	YER166W
OG0000293	augustus_masked-abe-_s13-processed-gene-9.55-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-9.55&CDS=1-1647	YDL085W, YMR145C
OG0000294	augustus_masked-abe-_s13-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-9.74&CDS=1-1113	YDR451C, YML027W
OG0000295	snap_masked-abe-_s13-processed-gene-10.109-mRNA-1_1&gene=snap_masked-abe-_s13-processed-gene-10.109&CDS=1-2769, snap_masked-abe-_s7-processed-gene-11.89-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-11.89&CDS=1-3684	YML061C
OG0000296	augustus_masked-abe-_s13-processed-gene-10.67-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-10.67&CDS=1-315	YGR209C, YLR043C
OG0000297	augustus_masked-abe-_s13-processed-gene-10.95-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-10.95&CDS=1-318	YHR141C, YNL162W
OG0000298	maker-abe-_s13-augustus-gene-11.288-mRNA-1_1&gene=maker-abe-_s13-augustus-gene-11.288&CDS=1-1278	YMR194W, YPL249C-A
OG0000299	augustus_masked-abe-_s13-processed-gene-11.156-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-11.156&CDS=1-846	YLR270W, YOR173W
OG0000300	maker-abe-_s13-snap-gene-11.98-mRNA-1_1&gene=maker-abe-_s13-snap-gene-11.98&CDS=1-1713	YDR146C, YLR131C
OG0000301	augustus_masked-abe-_s13-processed-gene-11.125-mRNA-1_1&gene=augustus_masked-abe-_s13-processed-gene-11.125&CDS=1-519	YLR456W, YPR172W
OG0000302	maker-abe-_s14-snap-gene-0.3-mRNA-1_1&gene=maker-abe-_s14-snap-gene-0.3&CDS=1-456	Q0050, Q0055
OG0000303	augustus_masked-abe-_s17-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-abe-_s17-processed-gene-0.1&CDS=1-1047	YDR277C, YOR047C
OG0000304	augustus_masked-abe-_s17-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-abe-_s17-processed-gene-0.28&CDS=1-1479, augustus_masked-abe-_s25-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-2.17&CDS=1-2304	YDL170W
OG0000305	augustus_masked-abe-_s17-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-abe-_s17-processed-gene-0.4&CDS=1-1002, augustus_masked-abe-_s75-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-abe-_s75-processed-gene-4.44&CDS=1-1053	YDL144C
OG0000306	maker-abe-_s17-augustus-gene-0.41-mRNA-1_1&gene=maker-abe-_s17-augustus-gene-0.41&CDS=1-5034	YOR204W, YPL119C
OG0000307	augustus_masked-abe-_s17-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-abe-_s17-processed-gene-1.2&CDS=1-885, augustus_masked-abe-_s75-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-abe-_s75-processed-gene-1.96&CDS=1-687	YDR207C
OG0000308	snap_masked-abe-_s17-processed-gene-1.50-mRNA-1_1&gene=snap_masked-abe-_s17-processed-gene-1.50&CDS=1-2514	YDR458C, YML034W
OG0000309	augustus_masked-abe-_s17-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-abe-_s17-processed-gene-1.12&CDS=1-2526, augustus_masked-abe-_s75-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-abe-_s75-processed-gene-0.44&CDS=1-2712	YHR028C
OG0000310	augustus_masked-abe-_s17-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-abe-_s17-processed-gene-1.19&CDS=1-2520, augustus_masked-abe-_s2-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-2.125&CDS=1-780	YOR344C
OG0000311	augustus_masked-abe-_s17-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-abe-_s17-processed-gene-1.37&CDS=1-2754, maker-abe-_s70-augustus-gene-1.46-mRNA-1_1&gene=maker-abe-_s70-augustus-gene-1.46&CDS=1-2430	YOR270C
OG0000312	augustus_masked-abe-_s75-processed-gene-6.14-mRNA-1_1&gene=augustus_masked-abe-_s75-processed-gene-6.14&CDS=1-996, snap_masked-abe-_s17-processed-gene-2.48-mRNA-1_1&gene=snap_masked-abe-_s17-processed-gene-2.48&CDS=1-984	YOR246C
OG0000313	augustus_masked-abe-_s2-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-0.43&CDS=1-2121, maker-abe-_s17-augustus-gene-3.48-mRNA-1_1&gene=maker-abe-_s17-augustus-gene-3.48&CDS=1-4245	YGL205W
OG0000314	maker-abe-_s17-snap-gene-3.103-mRNA-1_1&gene=maker-abe-_s17-snap-gene-3.103&CDS=1-1245	YDR348C, YHR097C
OG0000315	augustus_masked-abe-_s17-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-abe-_s17-processed-gene-3.118&CDS=1-3504	YML109W, YMR273C
OG0000316	augustus_masked-abe-_s17-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-abe-_s17-processed-gene-3.120&CDS=1-651	YML106W, YMR271C
OG0000317	augustus_masked-abe-_s17-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-abe-_s17-processed-gene-3.139&CDS=1-2130	YER066W, YFL009W
OG0000318	augustus_masked-abe-_s17-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-abe-_s17-processed-gene-4.6&CDS=1-486	YDR178W, YLR164W
OG0000319	snap_masked-abe-_s17-processed-gene-4.81-mRNA-1_1&gene=snap_masked-abe-_s17-processed-gene-4.81&CDS=1-1350	YMR182C, YPL230W
OG0000320	augustus_masked-abe-_s17-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-abe-_s17-processed-gene-4.32&CDS=1-3279	YIR033W, YKL020C
OG0000321	augustus_masked-abe-_s17-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-abe-_s17-processed-gene-4.17&CDS=1-2799	YKR089C, YOR081C
OG0000322	augustus_masked-abe-_s17-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-abe-_s17-processed-gene-4.19&CDS=1-1125	YMR253C, YPL264C
OG0000323	augustus_masked-abe-_s17-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-abe-_s17-processed-gene-5.99&CDS=1-1743, augustus_masked-abe-_s25-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-4.22&CDS=1-1689	YNR055C
OG0000324	augustus_masked-abe-_s17-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-abe-_s17-processed-gene-5.100&CDS=1-3156, genemark-abe-_s75-processed-gene-6.139-mRNA-1_1&gene=genemark-abe-_s75-processed-gene-6.139&CDS=1-3066	YGL066W
OG0000325	augustus_masked-abe-_s17-processed-gene-5.144-mRNA-1_1&gene=augustus_masked-abe-_s17-processed-gene-5.144&CDS=1-915	YDR368W, YOR120W
OG0000326	augustus_masked-abe-_s17-processed-gene-5.152-mRNA-1_1&gene=augustus_masked-abe-_s17-processed-gene-5.152&CDS=1-459	YGL031C, YGR148C
OG0000327	augustus_masked-abe-_s17-processed-gene-5.157-mRNA-1_1&gene=augustus_masked-abe-_s17-processed-gene-5.157&CDS=1-1986	YDR475C, YOR019W
OG0000328	augustus_masked-abe-_s2-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-0.50&CDS=1-1512	YBR214W, YGL056C
OG0000329	augustus_masked-abe-_s2-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-0.63&CDS=1-336	YDL075W, YLR406C
OG0000330	augustus_masked-abe-_s2-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-1.53&CDS=1-390, augustus_masked-abe-_s75-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-abe-_s75-processed-gene-1.79&CDS=1-390	YJL190C
OG0000331	augustus_masked-abe-_s2-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-1.70&CDS=1-2370, snap_masked-abe-_s4-processed-gene-1.99-mRNA-1_1&gene=snap_masked-abe-_s4-processed-gene-1.99&CDS=1-2055	YLR188W
OG0000332	augustus_masked-abe-_s2-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-2.132&CDS=1-2001, augustus_masked-abe-_s7-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-1.105&CDS=1-2337	YBL011W
OG0000333	augustus_masked-abe-_s2-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-2.117&CDS=1-1455	YKL133C, YMR115W
OG0000334	augustus_masked-abe-_s2-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-3.106&CDS=1-1269	YLR449W, YML074C
OG0000335	augustus_masked-abe-_s2-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-3.113&CDS=1-1287	YMR199W, YPL256C
OG0000336	snap_masked-abe-_s2-processed-gene-4.80-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-4.80&CDS=1-2289	YMR119W, YNL008C
OG0000337	augustus_masked-abe-_s2-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.123&CDS=1-2427	YFL004W, YPL019C
OG0000338	augustus_masked-abe-_s2-processed-gene-5.149-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.149&CDS=1-1026	YEL006W, YIL006W
OG0000339	augustus_masked-abe-_s2-processed-gene-5.151-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.151&CDS=1-2154	YBR150C, YOL089C
OG0000340	augustus_masked-abe-_s2-processed-gene-5.153-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.153&CDS=1-1698	YNL293W, YOL112W
OG0000341	augustus_masked-abe-_s2-processed-gene-5.164-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.164&CDS=1-648	YGL135W, YPL220W
OG0000342	augustus_masked-abe-_s77-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-abe-_s77-processed-gene-1.28&CDS=1-1545, snap_masked-abe-_s2-processed-gene-6.99-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-6.99&CDS=1-1413	YMR155W
OG0000343	augustus_masked-abe-_s7-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-1.103&CDS=1-1929, maker-abe-_s2-augustus-gene-6.54-mRNA-1_1&gene=maker-abe-_s2-augustus-gene-6.54&CDS=1-2931	YGL179C
OG0000344	augustus_masked-abe-_s2-processed-gene-6.145-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-6.145&CDS=1-408	YBR010W, YNL031C
OG0000345	maker-abe-_s2-snap-gene-7.103-mRNA-1_1&gene=maker-abe-_s2-snap-gene-7.103&CDS=1-1584	YER059W, YIL050W
OG0000346	augustus_masked-abe-_s7-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-2.80&CDS=1-1287, snap_masked-abe-_s2-processed-gene-7.14-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-7.14&CDS=1-1956	YOR049C
OG0000347	augustus_masked-abe-_s2-processed-gene-7.128-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.128&CDS=1-2349, augustus_masked-abe-_s25-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-5.9&CDS=1-1458	YGR019W
OG0000348	augustus_masked-abe-_s2-processed-gene-7.135-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.135&CDS=1-1263	YOR237W, YPL145C
OG0000349	augustus_masked-abe-_s2-processed-gene-7.136-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.136&CDS=1-321	YOR234C, YPL143W
OG0000350	augustus_masked-abe-_s2-processed-gene-7.201-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.201&CDS=1-1377	YFL048C, YLR080W
OG0000351	augustus_masked-abe-_s2-processed-gene-7.203-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.203&CDS=1-1671, augustus_masked-abe-_s7-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-9.78&CDS=1-2793	YDR242W
OG0000352	augustus_masked-abe-_s25-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-0.3&CDS=1-834, augustus_masked-abe-_s75-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-abe-_s75-processed-gene-5.41&CDS=1-837	YOR036W
OG0000353	augustus_masked-abe-_s25-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-0.10&CDS=1-1239, augustus_masked-abe-_s75-processed-gene-9.52-mRNA-1_1&gene=augustus_masked-abe-_s75-processed-gene-9.52&CDS=1-1164	YGR263C
OG0000354	maker-abe-_s25-augustus-gene-1.1-mRNA-1_1&gene=maker-abe-_s25-augustus-gene-1.1&CDS=1-585	YLR287C-A, YOR182C
OG0000355	genemark-abe-_s25-processed-gene-1.24-mRNA-1_1&gene=genemark-abe-_s25-processed-gene-1.24&CDS=1-2394	YDR069C, YER144C
OG0000356	augustus_masked-abe-_s25-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-2.24&CDS=1-1494	YJR054W, YML047C
OG0000357	augustus_masked-abe-_s25-processed-gene-6.151-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-6.151&CDS=1-1011, maker-abe-_s25-augustus-gene-3.50-mRNA-1_1&gene=maker-abe-_s25-augustus-gene-3.50&CDS=1-2742	YDR266C
OG0000358	augustus_masked-abe-_s25-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-3.135&CDS=1-2484, augustus_masked-abe-_s75-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-abe-_s75-processed-gene-1.71&CDS=1-2589	YLR241W
OG0000359	snap_masked-abe-_s25-processed-gene-4.55-mRNA-1_1&gene=snap_masked-abe-_s25-processed-gene-4.55&CDS=1-189	YLR264W, YOR167C
OG0000360	maker-abe-_s25-augustus-gene-4.100-mRNA-1_1&gene=maker-abe-_s25-augustus-gene-4.100&CDS=1-435	YDR450W, YML026C
OG0000361	augustus_masked-abe-_s25-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-4.41&CDS=1-1233	YLR300W, YOR190W
OG0000362	augustus_masked-abe-_s25-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-4.42&CDS=1-588	YDL082W, YMR142C
OG0000363	augustus_masked-abe-_s25-processed-gene-5.0-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-5.0&CDS=1-441	YDL083C, YMR143W
OG0000364	augustus_masked-abe-_s25-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-5.31&CDS=1-1251	YFR014C, YOL016C
OG0000365	augustus_masked-abe-_s25-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-5.13&CDS=1-993	YNL098C, YOR101W
OG0000366	augustus_masked-abe-_s75-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-abe-_s75-processed-gene-5.15&CDS=1-762, snap_masked-abe-_s25-processed-gene-5.94-mRNA-1_1&gene=snap_masked-abe-_s25-processed-gene-5.94&CDS=1-675	YBL064C
OG0000367	augustus_masked-abe-_s25-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-5.21&CDS=1-1068	YIL135C, YNL074C
OG0000368	augustus_masked-abe-_s25-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-5.24&CDS=1-1746	YIL085C, YNL029C
OG0000369	genemark-abe-_s25-processed-gene-5.135-mRNA-1_1&gene=genemark-abe-_s25-processed-gene-5.135&CDS=1-1092	YER027C, YGL208W
OG0000370	augustus_masked-abe-_s7-processed-gene-11.30-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-11.30&CDS=1-1710, snap_masked-abe-_s25-processed-gene-5.84-mRNA-1_1&gene=snap_masked-abe-_s25-processed-gene-5.84&CDS=1-1737	YBR132C
OG0000371	augustus_masked-abe-_s25-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-6.112&CDS=1-3384	YDR263C, YOR033C
OG0000372	snap_masked-abe-_s25-processed-gene-6.214-mRNA-1_1&gene=snap_masked-abe-_s25-processed-gene-6.214&CDS=1-1197	YCL048W, YDR522C
OG0000373	snap_masked-abe-_s25-processed-gene-6.216-mRNA-1_1&gene=snap_masked-abe-_s25-processed-gene-6.216&CDS=1-2421	YDR264C, YOR034C
OG0000374	augustus_masked-abe-_s25-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-6.121&CDS=1-711	YDR098C, YER174C
OG0000375	augustus_masked-abe-_s25-processed-gene-6.173-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-6.173&CDS=1-750, maker-abe-_s25-augustus-gene-6.4-mRNA-1_1&gene=maker-abe-_s25-augustus-gene-6.4&CDS=1-729	YIR038C
OG0000376	augustus_masked-abe-_s25-processed-gene-6.146-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-6.146&CDS=1-864, augustus_masked-abe-_s70-processed-gene-8.105-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-8.105&CDS=1-864	YNL202W
OG0000377	snap_masked-abe-_s34-processed-gene-1.54-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-1.54&CDS=1-366	YMR230W, YOR293W
OG0000378	maker-abe-_s34-augustus-gene-2.128-mRNA-1_1&gene=maker-abe-_s34-augustus-gene-2.128&CDS=1-2142	YGR141W, YPR157W
OG0000379	maker-abe-_s34-augustus-gene-2.124-mRNA-1_1&gene=maker-abe-_s34-augustus-gene-2.124&CDS=1-4845	YLR450W, YML075C
OG0000380	augustus_masked-abe-_s77-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-abe-_s77-processed-gene-0.49&CDS=1-1083, snap_masked-abe-_s34-processed-gene-2.16-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-2.16&CDS=1-465	YMR152W
OG0000381	augustus_masked-abe-_s34-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-2.68&CDS=1-3594, augustus_masked-abe-_s70-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-abe-_s70-processed-gene-6.98&CDS=1-3339	YDR270W
OG0000382	augustus_masked-abe-_s34-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-3.59&CDS=1-834	YMR222C, YOR280C
OG0000383	augustus_masked-abe-_s34-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.91&CDS=1-1245	YIL113W, YNL053W
OG0000384	augustus_masked-abe-_s34-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.95&CDS=1-759	YER062C, YIL053W
OG0000385	augustus_masked-abe-_s34-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.99&CDS=1-2814	YJR091C, YPR042C
OG0000386	augustus_masked-abe-_s34-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.101&CDS=1-285	YJR094W-A, YPR043W
OG0000387	augustus_masked-abe-_s7-processed-gene-10.38-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-10.38&CDS=1-1518, snap_masked-abe-_s34-processed-gene-5.36-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-5.36&CDS=1-1515	YGR260W
OG0000388	snap_masked-abe-_s34-processed-gene-5.21-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-5.21&CDS=1-393	YHL003C, YKL008C
OG0000389	augustus_masked-abe-_s34-processed-gene-6.188-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.188&CDS=1-1137	YOR390W, YPL279C
OG0000390	augustus_masked-abe-_s34-processed-gene-6.191-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.191&CDS=1-2301	YIL156W, YKR098C
OG0000391	augustus_masked-abe-_s34-processed-gene-6.233-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.233&CDS=1-3102	YDR379W, YOR127W
OG0000392	augustus_masked-abe-_s34-processed-gene-6.238-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.238&CDS=1-357	YER131W, YGL189C
OG0000393	augustus_masked-abe-_s34-processed-gene-6.206-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.206&CDS=1-1305, augustus_masked-abe-_s75-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-abe-_s75-processed-gene-6.33&CDS=1-1263	YDL131W
OG0000394	augustus_masked-abe-_s34-processed-gene-6.248-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.248&CDS=1-507	YKL141W, YMR118C
OG0000395	augustus_masked-abe-_s4-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-0.107&CDS=1-771	YDR099W, YER177W
