	Saccharomyces_cerevisiae	yHMPu5000034627_Pichia_heedii
OG0000535	YBL042C	snap_masked-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.21&CDS=1-1803
OG0000536	YBL045C	snap_masked-NODE_20_length_137300_cov_13.1447_ID_39-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_20_length_137300_cov_13.1447_ID_39-processed-gene-0.61&CDS=1-1353
OG0000537	YBL047C	snap_masked-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.117&CDS=1-4158
OG0000538	YBL050W	snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.16&CDS=1-897
OG0000539	YBL051C	maker-NODE_56_length_65598_cov_12.9897_ID_111-snap-gene-0.70-mRNA-1_1&gene=maker-NODE_56_length_65598_cov_12.9897_ID_111-snap-gene-0.70&CDS=1-1530
OG0000540	YBL055C	snap_masked-NODE_123_length_11695_cov_13.072_ID_245-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_123_length_11695_cov_13.072_ID_245-processed-gene-0.1&CDS=1-1158
OG0000541	YBL064C	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-5.42-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-5.42&CDS=1-729
OG0000542	YBL066C	maker-NODE_1_length_612800_cov_12.7569_ID_1-snap-gene-5.129-mRNA-1_1&gene=maker-NODE_1_length_612800_cov_12.7569_ID_1-snap-gene-5.129&CDS=1-3207
OG0000543	YBL071W-A	snap_masked-NODE_107_length_23723_cov_13.1727_ID_213-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_107_length_23723_cov_13.1727_ID_213-processed-gene-0.3&CDS=1-222
OG0000544	YBL076C	snap_masked-NODE_74_length_41769_cov_11.9592_ID_147-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_74_length_41769_cov_11.9592_ID_147-processed-gene-0.15&CDS=1-3225
OG0000545	YBL078C	genemark-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.21&CDS=1-900
OG0000546	YBL079W	snap_masked-NODE_66_length_46678_cov_25.555_ID_131-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_66_length_46678_cov_25.555_ID_131-processed-gene-0.47&CDS=1-4404
OG0000547	YBL080C	genemark-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.49&CDS=1-1497
OG0000548	YBL082C	snap_masked-NODE_74_length_41769_cov_11.9592_ID_147-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_74_length_41769_cov_11.9592_ID_147-processed-gene-0.4&CDS=1-1305
OG0000549	YBL084C	snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-1.44&CDS=1-2367
OG0000550	YBL090W	snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-1.27&CDS=1-453
OG0000551	YBL091C	snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-1.43&CDS=1-1230
OG0000552	YBL092W	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-1.31&CDS=1-390
OG0000553	YBL093C	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-1.45&CDS=1-522
OG0000554	YBL095W	genemark-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.84&CDS=1-726
OG0000555	YBL098W	snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.170-mRNA-1_1&gene=snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.170&CDS=1-1395
OG0000556	YBL099W	maker-NODE_6_length_219614_cov_12.8109_ID_11-snap-gene-0.42-mRNA-1_1&gene=maker-NODE_6_length_219614_cov_12.8109_ID_11-snap-gene-0.42&CDS=1-1632
OG0000557	YBL102W	snap_masked-NODE_10_length_188970_cov_12.9931_ID_19-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_10_length_188970_cov_12.9931_ID_19-processed-gene-0.72&CDS=1-636
OG0000558	YBL103C	snap_masked-NODE_10_length_188970_cov_12.9931_ID_19-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_10_length_188970_cov_12.9931_ID_19-processed-gene-0.73&CDS=1-2034
OG0000559	YBL105C	genemark-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.128-mRNA-1_1&gene=genemark-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.128&CDS=1-6351
OG0000560	YBL107C	snap_masked-NODE_26_length_121520_cov_13.2437_ID_51-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_26_length_121520_cov_13.2437_ID_51-processed-gene-0.125&CDS=1-633
OG0000561	YBR002C	snap_masked-NODE_81_length_39527_cov_13.9207_ID_161-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_81_length_39527_cov_13.9207_ID_161-processed-gene-0.9&CDS=1-825
OG0000562	YBR003W	snap_masked-NODE_81_length_39527_cov_13.9207_ID_161-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_81_length_39527_cov_13.9207_ID_161-processed-gene-0.17&CDS=1-1497
OG0000563	YBR004C	augustus_masked-NODE_33_length_102381_cov_12.4531_ID_65-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_33_length_102381_cov_12.4531_ID_65-processed-gene-0.3&CDS=1-1281
OG0000564	YBR011C	snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-0.33&CDS=1-855
OG0000565	YBR017C	genemark-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.116&CDS=1-2865
OG0000566	YBR022W	genemark-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.107&CDS=1-567
OG0000567	YBR023C	snap_masked-NODE_48_length_83393_cov_13.2765_ID_95-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_48_length_83393_cov_13.2765_ID_95-processed-gene-0.123&CDS=1-3813
OG0000568	YBR026C	maker-NODE_64_length_47798_cov_12.929_ID_127-snap-gene-0.28-mRNA-1_1&gene=maker-NODE_64_length_47798_cov_12.929_ID_127-snap-gene-0.28&CDS=1-1527
OG0000569	YBR028C	genemark-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.124&CDS=1-1449
OG0000570	YBR029C	snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.157-mRNA-1_1&gene=snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.157&CDS=1-1356
OG0000571	YBR034C	snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.150-mRNA-1_1&gene=snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.150&CDS=1-1050
OG0000572	YBR035C	snap_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.129&CDS=1-726
OG0000573	YBR039W	maker-NODE_46_length_84629_cov_16.2648_ID_91-snap-gene-0.154-mRNA-1_1&gene=maker-NODE_46_length_84629_cov_16.2648_ID_91-snap-gene-0.154&CDS=1-867
OG0000574	YBR040W	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-0.24&CDS=1-867
OG0000575	YBR041W	genemark-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-1.154-mRNA-1_1&gene=genemark-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-1.154&CDS=1-2034
OG0000576	YBR043C	genemark-NODE_75_length_41690_cov_14.1787_ID_149-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_75_length_41690_cov_14.1787_ID_149-processed-gene-0.34&CDS=1-2427
OG0000577	YBR046C	snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.160-mRNA-1_1&gene=snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.160&CDS=1-1029
OG0000578	YBR053C	snap_masked-NODE_36_length_95723_cov_17.5303_ID_71-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_36_length_95723_cov_17.5303_ID_71-processed-gene-0.46&CDS=1-942
OG0000579	YBR055C	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-3.10-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-3.10&CDS=1-2757
OG0000580	YBR056W	snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.145&CDS=1-1497
OG0000581	YBR057C	snap_masked-NODE_51_length_77068_cov_14.71_ID_101-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_51_length_77068_cov_14.71_ID_101-processed-gene-0.7&CDS=1-1416
OG0000582	YBR058C	genemark-NODE_51_length_77068_cov_14.71_ID_101-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_51_length_77068_cov_14.71_ID_101-processed-gene-0.53&CDS=1-2352
OG0000583	YBR060C	genemark-NODE_88_length_33683_cov_12.0396_ID_175-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_88_length_33683_cov_12.0396_ID_175-processed-gene-0.4&CDS=1-2088
OG0000584	YBR061C	genemark-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.120&CDS=1-924
OG0000585	YBR062C	genemark-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.121&CDS=1-552
OG0000586	YBR065C	snap_masked-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.35&CDS=1-867
OG0000587	YBR070C	genemark-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.103&CDS=1-735
OG0000588	YBR074W	genemark-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.217-mRNA-1_1&gene=genemark-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.217&CDS=1-5577
OG0000589	YBR079C	maker-NODE_20_length_137300_cov_13.1447_ID_39-snap-gene-0.134-mRNA-1_1&gene=maker-NODE_20_length_137300_cov_13.1447_ID_39-snap-gene-0.134&CDS=1-3366
OG0000590	YBR080C	maker-NODE_4_length_271260_cov_12.649_ID_7-snap-gene-1.80-mRNA-1_1&gene=maker-NODE_4_length_271260_cov_12.649_ID_7-snap-gene-1.80&CDS=1-3420
OG0000591	YBR081C	snap_masked-NODE_15_length_166936_cov_13.3978_ID_29-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_15_length_166936_cov_13.3978_ID_29-processed-gene-0.46&CDS=1-3687
OG0000592	YBR083W	snap_masked-NODE_84_length_38907_cov_13.0924_ID_167-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_84_length_38907_cov_13.0924_ID_167-processed-gene-0.55&CDS=1-2235
OG0000593	YBR085W	snap_masked-NODE_124_length_10744_cov_23.3914_ID_247-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_124_length_10744_cov_23.3914_ID_247-processed-gene-0.13&CDS=1-915
OG0000594	YBR086C	genemark-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.16&CDS=1-2085
OG0000595	YBR087W	snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.148-mRNA-1_1&gene=snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.148&CDS=1-1167
OG0000596	YBR088C	maker-NODE_74_length_41769_cov_11.9592_ID_147-snap-gene-0.58-mRNA-1_1&gene=maker-NODE_74_length_41769_cov_11.9592_ID_147-snap-gene-0.58&CDS=1-777
OG0000597	YBR094W	snap_masked-NODE_8_length_208611_cov_12.842_ID_15-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_8_length_208611_cov_12.842_ID_15-processed-gene-0.73&CDS=1-2172
OG0000598	YBR095C	snap_masked-NODE_8_length_208611_cov_12.842_ID_15-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_8_length_208611_cov_12.842_ID_15-processed-gene-0.88&CDS=1-975
OG0000599	YBR096W	augustus_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.78&CDS=1-714
OG0000600	YBR097W	genemark-NODE_85_length_38678_cov_11.7766_ID_169-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_85_length_38678_cov_11.7766_ID_169-processed-gene-0.2&CDS=1-4506
OG0000601	YBR098W	snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.108&CDS=1-2115
OG0000602	YBR101C	snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.135&CDS=1-966
OG0000603	YBR103W	snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-1.29&CDS=1-1455
OG0000604	YBR106W	snap_masked-NODE_103_length_25624_cov_12.0559_ID_205-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_103_length_25624_cov_12.0559_ID_205-processed-gene-0.4&CDS=1-573
OG0000605	YBR110W	snap_masked-NODE_115_length_16855_cov_13.0597_ID_229-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_115_length_16855_cov_13.0597_ID_229-processed-gene-0.16&CDS=1-1344
OG0000606	YBR111C	augustus_masked-NODE_80_length_39569_cov_11.9008_ID_159-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_80_length_39569_cov_11.9008_ID_159-processed-gene-0.50&CDS=1-642
OG0000607	YBR111W-A	snap_masked-NODE_80_length_39569_cov_11.9008_ID_159-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_80_length_39569_cov_11.9008_ID_159-processed-gene-0.15&CDS=1-282
OG0000608	YBR112C	augustus_masked-NODE_80_length_39569_cov_11.9008_ID_159-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_80_length_39569_cov_11.9008_ID_159-processed-gene-0.49&CDS=1-2568
OG0000609	YBR115C	snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.197-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.197&CDS=1-4179
OG0000610	YBR120C	snap_masked-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.32&CDS=1-474
OG0000611	YBR121C	snap_masked-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.41&CDS=1-1974
OG0000612	YBR122C	genemark-NODE_52_length_73849_cov_13.2809_ID_103-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_52_length_73849_cov_13.2809_ID_103-processed-gene-0.19&CDS=1-552
OG0000613	YBR123C	genemark-NODE_33_length_102381_cov_12.4531_ID_65-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_33_length_102381_cov_12.4531_ID_65-processed-gene-0.80&CDS=1-1791
OG0000614	YBR126C	genemark-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.18-mRNA-1_1&gene=genemark-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.18&CDS=1-1434
OG0000615	YBR127C	snap_masked-NODE_83_length_39434_cov_12.3393_ID_165-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_83_length_39434_cov_12.3393_ID_165-processed-gene-0.63&CDS=1-1527
OG0000616	YBR133C	genemark-NODE_52_length_73849_cov_13.2809_ID_103-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_52_length_73849_cov_13.2809_ID_103-processed-gene-0.21&CDS=1-2403
OG0000617	YBR136W	genemark-NODE_52_length_73849_cov_13.2809_ID_103-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_52_length_73849_cov_13.2809_ID_103-processed-gene-0.6&CDS=1-7644
OG0000618	YBR141C	snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.189-mRNA-1_1&gene=snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.189&CDS=1-1059
OG0000619	YBR142W	snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.234-mRNA-1_1&gene=snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.234&CDS=1-2424
OG0000620	YBR143C	snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.188-mRNA-1_1&gene=snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.188&CDS=1-1284
OG0000621	YBR146W	augustus_masked-NODE_21_length_132620_cov_14.5818_ID_41-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-NODE_21_length_132620_cov_14.5818_ID_41-processed-gene-0.173&CDS=1-993
OG0000622	YBR149W	genemark-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-2.18-mRNA-1_1&gene=genemark-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-2.18&CDS=1-972
OG0000623	YBR153W	genemark-NODE_21_length_132620_cov_14.5818_ID_41-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_21_length_132620_cov_14.5818_ID_41-processed-gene-0.107&CDS=1-747
OG0000624	YBR154C	augustus_masked-NODE_21_length_132620_cov_14.5818_ID_41-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_21_length_132620_cov_14.5818_ID_41-processed-gene-0.136&CDS=1-4026
OG0000625	YBR155W	augustus_masked-NODE_40_length_90330_cov_13.8745_ID_79-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_40_length_90330_cov_13.8745_ID_79-processed-gene-0.73&CDS=1-4539
OG0000626	YBR158W	genemark-NODE_95_length_30872_cov_12.2068_ID_189-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_95_length_30872_cov_12.2068_ID_189-processed-gene-0.29&CDS=1-1875
OG0000627	YBR160W	maker-NODE_1_length_612800_cov_12.7569_ID_1-snap-gene-5.130-mRNA-1_1&gene=maker-NODE_1_length_612800_cov_12.7569_ID_1-snap-gene-5.130&CDS=1-1971
OG0000628	YBR162C	snap_masked-NODE_97_length_30320_cov_16.9895_ID_193-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_97_length_30320_cov_16.9895_ID_193-processed-gene-0.9&CDS=1-1452
OG0000629	YBR163W	snap_masked-NODE_30_length_111773_cov_13.7438_ID_59-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_30_length_111773_cov_13.7438_ID_59-processed-gene-0.123&CDS=1-1953
OG0000630	YBR164C	snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.34-mRNA-1_1&gene=snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.34&CDS=1-549
OG0000631	YBR166C	augustus_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.144&CDS=1-1335
OG0000632	YBR167C	snap_masked-NODE_83_length_39434_cov_12.3393_ID_165-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_83_length_39434_cov_12.3393_ID_165-processed-gene-0.70&CDS=1-459
OG0000633	YBR171W	genemark-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.45-mRNA-1_1&gene=genemark-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.45&CDS=1-759
OG0000634	YBR173C	snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.165-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.165&CDS=1-420
OG0000635	YBR176W	snap_masked-NODE_68_length_46308_cov_13.724_ID_135-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_68_length_46308_cov_13.724_ID_135-processed-gene-0.73&CDS=1-909
OG0000636	YBR185C	genemark-NODE_56_length_65598_cov_12.9897_ID_111-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_56_length_65598_cov_12.9897_ID_111-processed-gene-0.30&CDS=1-855
OG0000637	YBR187W	snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.240-mRNA-1_1&gene=snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.240&CDS=1-972
OG0000638	YBR189W	snap_masked-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.122&CDS=1-567
OG0000639	YBR192W	genemark-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.78&CDS=1-1131
OG0000640	YBR193C	genemark-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.58&CDS=1-714
OG0000641	YBR196C	snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.207-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.207&CDS=1-1638
OG0000642	YBR198C	snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.175-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.175&CDS=1-2694
OG0000643	YBR199W	snap_masked-NODE_20_length_137300_cov_13.1447_ID_39-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_20_length_137300_cov_13.1447_ID_39-processed-gene-0.59&CDS=1-1395
OG0000644	YBR200W	snap_masked-NODE_17_length_158134_cov_12.4545_ID_33-processed-gene-0.194-mRNA-1_1&gene=snap_masked-NODE_17_length_158134_cov_12.4545_ID_33-processed-gene-0.194&CDS=1-2004
OG0000645	YBR202W	snap_masked-NODE_61_length_53777_cov_13.058_ID_121-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_61_length_53777_cov_13.058_ID_121-processed-gene-0.23&CDS=1-2529
OG0000646	YBR203W	snap_masked-NODE_73_length_41934_cov_12.0903_ID_145-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_73_length_41934_cov_12.0903_ID_145-processed-gene-0.46&CDS=1-3306
OG0000647	YBR204C	maker-NODE_8_length_208611_cov_12.842_ID_15-snap-gene-1.121-mRNA-1_1&gene=maker-NODE_8_length_208611_cov_12.842_ID_15-snap-gene-1.121&CDS=1-1866
OG0000648	YBR208C	augustus_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-0.7&CDS=1-5478
OG0000649	YBR213W	maker-NODE_50_length_77460_cov_13.7336_ID_99-snap-gene-0.90-mRNA-1_1&gene=maker-NODE_50_length_77460_cov_13.7336_ID_99-snap-gene-0.90&CDS=1-825
OG0000650	YBR215W	snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-0.20&CDS=1-1293
OG0000651	YBR217W	snap_masked-NODE_40_length_90330_cov_13.8745_ID_79-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_40_length_90330_cov_13.8745_ID_79-processed-gene-0.7&CDS=1-318
OG0000652	YBR218C	snap_masked-NODE_57_length_64917_cov_15.6688_ID_113-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_57_length_64917_cov_15.6688_ID_113-processed-gene-0.4&CDS=1-3546
OG0000653	YBR220C	genemark-NODE_57_length_64917_cov_15.6688_ID_113-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_57_length_64917_cov_15.6688_ID_113-processed-gene-0.73&CDS=1-1758
OG0000654	YBR221C	snap_masked-NODE_20_length_137300_cov_13.1447_ID_39-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_20_length_137300_cov_13.1447_ID_39-processed-gene-0.46&CDS=1-1080
