	Hyphopichia_burtonii	Saccharomyces_cerevisiae
OG0000551	genemark-scaffold_1-processed-gene-2.84-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.84&CDS=1-2253	YDR295C
OG0000552	genemark-scaffold_1-processed-gene-2.85-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.85&CDS=1-1464	YDR294C
OG0000553	genemark-scaffold_1-processed-gene-3.36-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.36&CDS=1-2994	YOR058C
OG0000554	augustus_masked-scaffold_1-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.2&CDS=1-2928	YGL099W
OG0000555	maker-scaffold_1-snap-gene-3.121-mRNA-1_1&gene=maker-scaffold_1-snap-gene-3.121&CDS=1-1911	YPL218W
OG0000556	genemark-scaffold_1-processed-gene-3.40-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.40&CDS=1-1929	YER080W
OG0000557	genemark-scaffold_1-processed-gene-3.60-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.60&CDS=1-519	YBR254C
OG0000558	genemark-scaffold_1-processed-gene-3.63-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.63&CDS=1-2448	YBR255W
OG0000559	genemark-scaffold_1-processed-gene-3.44-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.44&CDS=1-1533	YOL027C
OG0000560	maker-scaffold_1-snap-gene-3.122-mRNA-1_1&gene=maker-scaffold_1-snap-gene-3.122&CDS=1-3654	YKR056W
OG0000561	genemark-scaffold_1-processed-gene-3.69-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.69&CDS=1-1728	YOL116W
OG0000562	genemark-scaffold_1-processed-gene-3.71-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.71&CDS=1-954	YKR055W
OG0000563	genemark-scaffold_1-processed-gene-3.45-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.45&CDS=1-1365	YBR162C
OG0000564	genemark-scaffold_1-processed-gene-3.47-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.47&CDS=1-1035	YDL134C
OG0000565	maker-scaffold_1-augustus-gene-3.75-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-3.75&CDS=1-4134	YDL185W
OG0000566	augustus_masked-scaffold_1-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.32&CDS=1-1020	YDL183C
OG0000567	genemark-scaffold_1-processed-gene-3.51-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.51&CDS=1-1605	YDL133W
OG0000568	snap_masked-scaffold_1-processed-gene-3.101-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.101&CDS=1-2814	YPL084W
OG0000569	maker-scaffold_1-snap-gene-3.120-mRNA-1_1&gene=maker-scaffold_1-snap-gene-3.120&CDS=1-4914	YDL145C
OG0000570	genemark-scaffold_1-processed-gene-3.57-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.57&CDS=1-1593	YGR123C
OG0000571	augustus_masked-scaffold_1-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.19&CDS=1-228	YLR218C
OG0000572	augustus_masked-scaffold_1-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.20&CDS=1-1878	YDL139C
OG0000573	genemark-scaffold_1-processed-gene-4.46-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.46&CDS=1-2124	YMR216C
OG0000574	genemark-scaffold_1-processed-gene-4.71-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.71&CDS=1-1686	YPL086C
OG0000575	genemark-scaffold_1-processed-gene-4.47-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.47&CDS=1-885	YPR069C
OG0000576	maker-scaffold_1-augustus-gene-4.84-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-4.84&CDS=1-3180	YMR186W
OG0000577	genemark-scaffold_1-processed-gene-4.73-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.73&CDS=1-2988	YMR185W
OG0000578	genemark-scaffold_1-processed-gene-4.50-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.50&CDS=1-606	YPL239W
OG0000579	genemark-scaffold_1-processed-gene-4.51-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.51&CDS=1-825	YPL237W
OG0000580	augustus_masked-scaffold_1-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.32&CDS=1-1527	YPL236C
OG0000581	genemark-scaffold_1-processed-gene-4.53-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.53&CDS=1-855	YPL246C
OG0000582	genemark-scaffold_1-processed-gene-4.76-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.76&CDS=1-1170	YMR203W
OG0000583	genemark-scaffold_1-processed-gene-4.57-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.57&CDS=1-1851	YDR380W
OG0000584	genemark-scaffold_1-processed-gene-4.77-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.77&CDS=1-489	YPL234C
OG0000585	genemark-scaffold_1-processed-gene-4.59-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.59&CDS=1-708	YPL233W
OG0000586	genemark-scaffold_1-processed-gene-4.60-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.60&CDS=1-5331	YPL242C
OG0000587	genemark-scaffold_1-processed-gene-4.78-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.78&CDS=1-1953	YLR429W
OG0000588	genemark-scaffold_1-processed-gene-4.79-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.79&CDS=1-2046	YNR008W
OG0000589	genemark-scaffold_1-processed-gene-4.80-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.80&CDS=1-861	YNR007C
OG0000590	genemark-scaffold_1-processed-gene-4.62-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.62&CDS=1-933	YDL124W
OG0000591	genemark-scaffold_1-processed-gene-4.63-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.63&CDS=1-654	YMR202W
OG0000592	genemark-scaffold_1-processed-gene-4.66-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.66&CDS=1-732	YMR200W
OG0000593	genemark-scaffold_1-processed-gene-4.67-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.67&CDS=1-2196	YNR006W
OG0000594	genemark-scaffold_1-processed-gene-4.68-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.68&CDS=1-1371	YKL184W
OG0000595	maker-scaffold_1-augustus-gene-5.80-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-5.80&CDS=1-2592	YLR433C
OG0000596	genemark-scaffold_1-processed-gene-5.41-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.41&CDS=1-615	YLR435W
OG0000597	maker-scaffold_1-augustus-gene-5.82-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-5.82&CDS=1-3177	YML064C
OG0000598	genemark-scaffold_1-processed-gene-5.48-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.48&CDS=1-3171	YML075C
OG0000599	maker-scaffold_1-augustus-gene-5.83-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-5.83&CDS=1-3363	YML076C
OG0000600	genemark-scaffold_1-processed-gene-5.50-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.50&CDS=1-1953	YJR131W
OG0000601	genemark-scaffold_1-processed-gene-5.51-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.51&CDS=1-2412	YNL167C
OG0000602	genemark-scaffold_1-processed-gene-5.52-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.52&CDS=1-3558	YOR188W
OG0000603	genemark-scaffold_1-processed-gene-5.68-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.68&CDS=1-2130	YLR299W
OG0000604	genemark-scaffold_1-processed-gene-5.55-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.55&CDS=1-1146	YBR155W
OG0000605	genemark-scaffold_1-processed-gene-5.59-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.59&CDS=1-6261	YOR187W
OG0000606	genemark-scaffold_1-processed-gene-5.60-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.60&CDS=1-1878	YNL169C
OG0000607	genemark-scaffold_1-processed-gene-5.61-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.61&CDS=1-1005	YFL034C-B
OG0000608	genemark-scaffold_1-processed-gene-5.71-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.71&CDS=1-3945	YFL036W
OG0000609	augustus_masked-scaffold_1-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.30&CDS=1-1572	YLR026C
OG0000610	genemark-scaffold_1-processed-gene-5.62-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.62&CDS=1-1350	YFL037W
OG0000611	genemark-scaffold_1-processed-gene-6.58-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.58&CDS=1-1812	YHR194W
OG0000612	genemark-scaffold_1-processed-gene-6.60-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.60&CDS=1-1410	YKL194C
OG0000613	genemark-scaffold_1-processed-gene-6.64-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.64&CDS=1-1176	YLR418C
OG0000614	augustus_masked-scaffold_1-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.110&CDS=1-4500	YKL195W
OG0000615	genemark-scaffold_1-processed-gene-6.67-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.67&CDS=1-600	YKL196C
OG0000616	genemark-scaffold_1-processed-gene-6.83-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.83&CDS=1-2325	YOR359W
OG0000617	genemark-scaffold_1-processed-gene-6.84-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.84&CDS=1-1953	YOR360C
OG0000618	genemark-scaffold_1-processed-gene-6.86-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.86&CDS=1-4197	YBR115C
OG0000619	genemark-scaffold_1-processed-gene-6.87-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.87&CDS=1-2451	YBR114W
OG0000620	augustus_masked-scaffold_1-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.134&CDS=1-1893	YMR146C
OG0000621	maker-scaffold_1-augustus-gene-6.2-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-6.2&CDS=1-1272	YDL100C
OG0000622	maker-scaffold_1-augustus-gene-6.0-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-6.0&CDS=1-3099	YPL003W
OG0000623	genemark-scaffold_1-processed-gene-6.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.93&CDS=1-1848	YFL002C
OG0000624	augustus_masked-scaffold_1-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.115&CDS=1-1320	YFL001W
OG0000625	genemark-scaffold_1-processed-gene-6.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.94&CDS=1-738	YPL002C
OG0000626	genemark-scaffold_1-processed-gene-6.71-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.71&CDS=1-1926	YDL057W
OG0000627	genemark-scaffold_1-processed-gene-6.95-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.95&CDS=1-456	YHR191C
OG0000628	genemark-scaffold_1-processed-gene-6.96-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.96&CDS=1-1920	YMR145C
OG0000629	genemark-scaffold_1-processed-gene-6.102-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.102&CDS=1-531	YHR193C
OG0000630	genemark-scaffold_1-processed-gene-6.104-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.104&CDS=1-741	YER163C
OG0000631	genemark-scaffold_1-processed-gene-6.77-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.77&CDS=1-2991	YLR138W
OG0000632	genemark-scaffold_1-processed-gene-6.105-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.105&CDS=1-1305	YLR438W
OG0000633	maker-scaffold_1-snap-gene-6.55-mRNA-1_1&gene=maker-scaffold_1-snap-gene-6.55&CDS=1-2043	YLR443W
OG0000634	genemark-scaffold_1-processed-gene-6.81-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.81&CDS=1-1248	YML066C
OG0000635	genemark-scaffold_1-processed-gene-6.106-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.106&CDS=1-1317	YLR303W
OG0000636	genemark-scaffold_1-processed-gene-7.0-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.0&CDS=1-1011	YPL034W
OG0000637	genemark-scaffold_1-processed-gene-7.4-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.4&CDS=1-1299	YDL084W
OG0000638	genemark-scaffold_1-processed-gene-7.5-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.5&CDS=1-825	YER023W
OG0000639	genemark-scaffold_1-processed-gene-7.2-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.2&CDS=1-2436	YJR119C
OG0000640	genemark-scaffold_1-processed-gene-7.3-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.3&CDS=1-1509	YJR121W
OG0000641	genemark-scaffold_1-processed-gene-7.29-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.29&CDS=1-723	YDL087C
OG0000642	maker-scaffold_1-snap-gene-7.72-mRNA-1_1&gene=maker-scaffold_1-snap-gene-7.72&CDS=1-1512	YOL132W
OG0000643	genemark-scaffold_1-processed-gene-7.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.31&CDS=1-3123	YBR074W
OG0000644	maker-scaffold_1-augustus-gene-7.110-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-7.110&CDS=1-3051	YDR047W
OG0000645	genemark-scaffold_1-processed-gene-7.32-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.32&CDS=1-2700	YBR073W
OG0000646	augustus_masked-scaffold_1-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.46&CDS=1-7722	YMR259C
OG0000647	augustus_masked-scaffold_1-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.60&CDS=1-333	YDR045C
OG0000648	genemark-scaffold_1-processed-gene-7.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.14&CDS=1-2304	YBR060C
OG0000649	genemark-scaffold_1-processed-gene-7.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.17&CDS=1-4818	YBR097W
OG0000650	genemark-scaffold_1-processed-gene-7.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.18&CDS=1-450	YPR062W
OG0000651	genemark-scaffold_1-processed-gene-7.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.19&CDS=1-1095	YPR056W
OG0000652	augustus_masked-scaffold_1-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.51&CDS=1-1053	YPR063C
OG0000653	genemark-scaffold_1-processed-gene-7.34-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.34&CDS=1-1866	YBR103W
OG0000654	genemark-scaffold_1-processed-gene-7.22-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.22&CDS=1-2262	YBR102C
OG0000655	genemark-scaffold_1-processed-gene-7.35-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.35&CDS=1-2136	YBR043C
OG0000656	genemark-scaffold_1-processed-gene-7.23-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.23&CDS=1-1275	YBR042C
OG0000657	augustus_masked-scaffold_1-processed-gene-7.54-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.54&CDS=1-11577	YHR099W
OG0000658	maker-scaffold_1-snap-gene-7.73-mRNA-1_1&gene=maker-scaffold_1-snap-gene-7.73&CDS=1-609	YHR100C
OG0000659	augustus_masked-scaffold_1-processed-gene-7.55-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.55&CDS=1-3342	YDR266C
OG0000660	genemark-scaffold_1-processed-gene-7.37-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.37&CDS=1-2058	YMR224C
OG0000661	genemark-scaffold_1-processed-gene-7.28-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.28&CDS=1-5232	YDR283C
OG0000662	genemark-scaffold_1-processed-gene-8.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.93&CDS=1-915	YDR284C
OG0000663	genemark-scaffold_1-processed-gene-8.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.89&CDS=1-2022	YMR004W
OG0000664	augustus_masked-scaffold_1-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.57&CDS=1-2097	YJR068W
OG0000665	genemark-scaffold_1-processed-gene-8.96-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.96&CDS=1-2226	YAL043C
OG0000666	genemark-scaffold_1-processed-gene-8.108-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.108&CDS=1-1908	YJL069C
OG0000667	genemark-scaffold_1-processed-gene-8.109-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.109&CDS=1-2976	YKL205W
OG0000668	genemark-scaffold_1-processed-gene-8.98-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.98&CDS=1-687	YDR043C
OG0000669	genemark-scaffold_1-processed-gene-8.111-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.111&CDS=1-2001	YMR258C
OG0000670	genemark-scaffold_1-processed-gene-8.112-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.112&CDS=1-1254	YOL054W
OG0000671	augustus_masked-scaffold_1-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.65&CDS=1-3939	YNL308C
OG0000672	genemark-scaffold_1-processed-gene-8.116-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.116&CDS=1-975	YDR044W
OG0000673	augustus_masked-scaffold_1-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.66&CDS=1-12654	YKR054C
OG0000674	genemark-scaffold_1-processed-gene-8.102-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.102&CDS=1-1026	YOL073C
OG0000675	genemark-scaffold_1-processed-gene-8.120-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.120&CDS=1-2883	YOL124C
OG0000676	genemark-scaffold_1-processed-gene-8.103-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.103&CDS=1-1554	YOL123W
OG0000677	genemark-scaffold_1-processed-gene-8.121-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.121&CDS=1-2817	YDL031W
OG0000678	genemark-scaffold_1-processed-gene-8.122-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.122&CDS=1-459	YLR170C
OG0000679	genemark-scaffold_1-processed-gene-8.104-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.104&CDS=1-1911	YDR017C
OG0000680	snap_masked-scaffold_1-processed-gene-8.27-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.27&CDS=1-255	YDR016C
OG0000681	genemark-scaffold_1-processed-gene-9.48-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.48&CDS=1-603	YDR032C
OG0000682	augustus_masked-scaffold_1-processed-gene-9.4-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.4&CDS=1-3084	YBR035C
OG0000683	maker-scaffold_1-augustus-gene-9.104-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-9.104&CDS=1-2235	YCR002C
OG0000684	augustus_masked-scaffold_1-processed-gene-9.5-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.5&CDS=1-2007	YBR062C
OG0000685	genemark-scaffold_1-processed-gene-9.86-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.86&CDS=1-765	YDR041W
OG0000686	genemark-scaffold_1-processed-gene-9.57-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.57&CDS=1-903	YBR061C
OG0000687	genemark-scaffold_1-processed-gene-9.87-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.87&CDS=1-1779	YDR037W
OG0000688	genemark-scaffold_1-processed-gene-9.59-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.59&CDS=1-972	YDR051C
OG0000689	genemark-scaffold_1-processed-gene-9.60-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.60&CDS=1-747	YDR050C
OG0000690	genemark-scaffold_1-processed-gene-9.88-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.88&CDS=1-1002	YMR262W
OG0000691	genemark-scaffold_1-processed-gene-9.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.89&CDS=1-936	YML112W
OG0000692	genemark-scaffold_1-processed-gene-9.62-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.62&CDS=1-459	YMR260C
OG0000693	maker-scaffold_1-snap-gene-9.119-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.119&CDS=1-888	YDR064W
OG0000694	genemark-scaffold_1-processed-gene-9.63-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.63&CDS=1-1944	YFR028C
OG0000695	genemark-scaffold_1-processed-gene-9.65-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.65&CDS=1-1953	YER140W
OG0000696	genemark-scaffold_1-processed-gene-9.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.93&CDS=1-1467	YER141W
OG0000697	genemark-scaffold_1-processed-gene-9.67-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.67&CDS=1-1965	YBR041W
OG0000698	genemark-scaffold_1-processed-gene-9.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.94&CDS=1-1248	YCR012W
OG0000699	genemark-scaffold_1-processed-gene-9.68-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.68&CDS=1-864	YBR101C
OG0000700	genemark-scaffold_1-processed-gene-9.95-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.95&CDS=1-1530	YBR098W
OG0000701	genemark-scaffold_1-processed-gene-9.69-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.69&CDS=1-3387	YPR055W
OG0000702	genemark-scaffold_1-processed-gene-9.96-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.96&CDS=1-750	YPR124W
OG0000703	genemark-scaffold_1-processed-gene-9.70-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.70&CDS=1-663	YER004W
OG0000704	genemark-scaffold_1-processed-gene-9.72-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.72&CDS=1-1770	YMR120C
OG0000705	genemark-scaffold_1-processed-gene-9.73-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.73&CDS=1-2010	YOR254C
OG0000706	genemark-scaffold_1-processed-gene-9.99-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.99&CDS=1-522	YOR253W
OG0000707	augustus_masked-scaffold_1-processed-gene-9.23-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.23&CDS=1-3579	YPL175W
OG0000708	augustus_masked-scaffold_1-processed-gene-9.24-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.24&CDS=1-1416	YOR257W
OG0000709	genemark-scaffold_1-processed-gene-9.101-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.101&CDS=1-1248	YOR259C
OG0000710	genemark-scaffold_1-processed-gene-9.79-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.79&CDS=1-1317	YOR260W
OG0000711	genemark-scaffold_1-processed-gene-9.102-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.102&CDS=1-810	YJR056C
OG0000712	augustus_masked-scaffold_1-processed-gene-9.26-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.26&CDS=1-2553	YLR268W
OG0000713	genemark-scaffold_1-processed-gene-9.103-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.103&CDS=1-747	YHR038W
OG0000714	genemark-scaffold_1-processed-gene-9.82-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.82&CDS=1-480	YIR037W
OG0000715	genemark-scaffold_1-processed-gene-9.84-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.84&CDS=1-1197	YLR355C
OG0000716	snap_masked-scaffold_1-processed-gene-10.97-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.97&CDS=1-858	YGR053C
OG0000717	maker-scaffold_1-augustus-gene-10.143-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-10.143&CDS=1-1278	YOL003C
OG0000718	genemark-scaffold_1-processed-gene-10.1-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.1&CDS=1-759	YOR362C
OG0000719	maker-scaffold_1-augustus-gene-10.139-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-10.139&CDS=1-5703	YOR361C
OG0000720	augustus_masked-scaffold_1-processed-gene-10.71-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.71&CDS=1-348	YAL046C
OG0000721	snap_masked-scaffold_1-processed-gene-10.101-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.101&CDS=1-2595	YAL048C
OG0000722	genemark-scaffold_1-processed-gene-10.10-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.10&CDS=1-3993	YOR296W
OG0000723	genemark-scaffold_1-processed-gene-10.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.26&CDS=1-4770	YOL004W
OG0000724	genemark-scaffold_1-processed-gene-10.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.11&CDS=1-366	YOL005C
OG0000725	genemark-scaffold_1-processed-gene-10.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.27&CDS=1-1995	YMR001C
OG0000726	genemark-scaffold_1-processed-gene-10.12-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.12&CDS=1-2301	YOL006C
