	Saccharomyces_cerevisiae	yHMPu5000034637_Ogataea_populiabae
OG0000423	YMR226C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.83&CDS=1-798, genemark-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-4.139-mRNA-1_1&gene=genemark-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-4.139&CDS=1-804
OG0000424	YMR230W, YOR293W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.109&CDS=1-1587
OG0000425	YMR242C, YOR312C	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.110&CDS=1-543
OG0000426	YMR253C, YPL264C	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-4.32&CDS=1-1254
OG0000427	YNL020C	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.58&CDS=1-2208, maker-NODE_5_length_761125_cov_17.9616_ID_9-augustus-gene-4.55-mRNA-1_1&gene=maker-NODE_5_length_761125_cov_17.9616_ID_9-augustus-gene-4.55&CDS=1-2571
OG0000428	YNL054W	augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-0.77&CDS=1-2733, snap_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-0.15&CDS=1-1821
OG0000429	YNL095C, YOR092W	snap_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-3.152-mRNA-1_1&gene=snap_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-3.152&CDS=1-1764
OG0000430	YNL096C, YOR096W	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.131&CDS=1-567
OG0000431	YNL098C, YOR101W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.112&CDS=1-798
OG0000432	YNL108C, YOR110W	maker-NODE_4_length_820312_cov_17.3491_ID_7-augustus-gene-0.46-mRNA-1_1&gene=maker-NODE_4_length_820312_cov_17.3491_ID_7-augustus-gene-0.46&CDS=1-1254
OG0000433	YNL125C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-2.11&CDS=1-1857, augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.67&CDS=1-1806
OG0000434	YNL192W	augustus_masked-NODE_32_length_37674_cov_13.1443_ID_63-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_32_length_37674_cov_13.1443_ID_63-processed-gene-0.20&CDS=1-3054, maker-NODE_9_length_486071_cov_15.0348_ID_17-augustus-gene-1.4-mRNA-1_1&gene=maker-NODE_9_length_486071_cov_15.0348_ID_17-augustus-gene-1.4&CDS=1-3393
OG0000435	YNL293W, YOL112W	snap_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-2.62&CDS=1-1875
OG0000436	YNL301C, YOL120C	maker-NODE_21_length_170036_cov_23.214_ID_41-snap-gene-0.10-mRNA-1_1&gene=maker-NODE_21_length_170036_cov_23.214_ID_41-snap-gene-0.10&CDS=1-999
OG0000437	YNL322C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.7&CDS=1-912, genemark-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-6.119-mRNA-1_1&gene=genemark-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-6.119&CDS=1-480
OG0000438	YNR074C	augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-1.93&CDS=1-1644, augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-1.94&CDS=1-1119
OG0000439	YOR035C	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.90&CDS=1-2109, snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.133-mRNA-1_1&gene=snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.133&CDS=1-336
OG0000440	YOR166C	maker-NODE_7_length_745218_cov_17.2354_ID_13-augustus-gene-2.42-mRNA-1_1&gene=maker-NODE_7_length_745218_cov_17.2354_ID_13-augustus-gene-2.42&CDS=1-2124, snap_masked-NODE_41_length_23431_cov_29.7748_ID_81-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_41_length_23431_cov_29.7748_ID_81-processed-gene-0.4&CDS=1-933
OG0000441	YOR231W, YPL140C	augustus_masked-NODE_29_length_75141_cov_29.9276_ID_57-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_29_length_75141_cov_29.9276_ID_57-processed-gene-0.47&CDS=1-1308
OG0000442	YOR237W, YPL145C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-2.31&CDS=1-1269
OG0000443	YOR256C, YPL176C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.24&CDS=1-2520
OG0000444	YOR270C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.141&CDS=1-2613, augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-4.92&CDS=1-2457
OG0000445	YOR285W, YOR286W	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-1.95&CDS=1-597
OG0000446	YOR296W	augustus_masked-NODE_22_length_160228_cov_24.8447_ID_43-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-NODE_22_length_160228_cov_24.8447_ID_43-processed-gene-0.171&CDS=1-3183, augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-4.132&CDS=1-3558
OG0000447	YOR390W, YPL279C	genemark-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.34&CDS=1-933
OG0000448	YPL174C	augustus_masked-NODE_27_length_90343_cov_17.7527_ID_53-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_27_length_90343_cov_17.7527_ID_53-processed-gene-0.114&CDS=1-774, snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.134-mRNA-1_1&gene=snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.134&CDS=1-2640
OG0000449	YPL248C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.156-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.156&CDS=1-3588, augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-7.152-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-7.152&CDS=1-2262
OG0000450	YPR013C, YPR015C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.69&CDS=1-1122
OG0000451	YPR022C	maker-NODE_13_length_253365_cov_20.0969_ID_25-snap-gene-0.44-mRNA-1_1&gene=maker-NODE_13_length_253365_cov_20.0969_ID_25-snap-gene-0.44&CDS=1-2586, maker-NODE_1_length_1154972_cov_14.4185_ID_1-snap-gene-10.87-mRNA-1_1&gene=maker-NODE_1_length_1154972_cov_14.4185_ID_1-snap-gene-10.87&CDS=1-2451
OG0000452	YPR181C	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.83&CDS=1-2361, maker-NODE_4_length_820312_cov_17.3491_ID_7-snap-gene-4.110-mRNA-1_1&gene=maker-NODE_4_length_820312_cov_17.3491_ID_7-snap-gene-4.110&CDS=1-3624
OG0000453		augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-2.50&CDS=1-2205, snap_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-4.42-mRNA-1_1&gene=snap_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-4.42&CDS=1-1785, snap_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.78-mRNA-1_1&gene=snap_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.78&CDS=1-2085
OG0000454	YAL001C	snap_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.113&CDS=1-3720
OG0000455	YAL002W	augustus_masked-NODE_38_length_30209_cov_14.9026_ID_75-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_38_length_30209_cov_14.9026_ID_75-processed-gene-0.21&CDS=1-4248
OG0000456	YAL003W	maker-NODE_5_length_761125_cov_17.9616_ID_9-augustus-gene-4.61-mRNA-1_1&gene=maker-NODE_5_length_761125_cov_17.9616_ID_9-augustus-gene-4.61&CDS=1-618
OG0000457	YAL009W	snap_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.194-mRNA-1_1&gene=snap_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.194&CDS=1-1173
OG0000458	YAL010C	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.54&CDS=1-1170
OG0000459	YAL011W	augustus_masked-NODE_29_length_75141_cov_29.9276_ID_57-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_29_length_75141_cov_29.9276_ID_57-processed-gene-0.62&CDS=1-2805
OG0000460	YAL013W	snap_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.64&CDS=1-1026
OG0000461	YAL016W	augustus_masked-NODE_40_length_25270_cov_17.9571_ID_79-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_40_length_25270_cov_17.9571_ID_79-processed-gene-0.30&CDS=1-1875
OG0000462	YAL019W	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.13&CDS=1-3111
OG0000463	YAL020C	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.53&CDS=1-1098
OG0000464	YAL021C	maker-NODE_12_length_279616_cov_13.7717_ID_23-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_12_length_279616_cov_13.7717_ID_23-snap-gene-0.3&CDS=1-4506
OG0000465	YAL022C	maker-NODE_8_length_626879_cov_16.4982_ID_15-augustus-gene-5.1-mRNA-1_1&gene=maker-NODE_8_length_626879_cov_16.4982_ID_15-augustus-gene-5.1&CDS=1-2106
OG0000466	YAL024C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.122&CDS=1-3768
OG0000467	YAL025C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-4.63&CDS=1-909
OG0000468	YAL026C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.156-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.156&CDS=1-3963
OG0000469	YAL033W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.70-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.70&CDS=1-513
OG0000470	YAL034W-A	augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.79&CDS=1-909
OG0000471	YAL036C	augustus_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.100&CDS=1-1101
OG0000472	YAL038W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.17&CDS=1-1512
OG0000473	YAL039C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-5.64&CDS=1-774
OG0000474	YAL042W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-5.85&CDS=1-1200
OG0000475	YAL043C	augustus_masked-NODE_31_length_54356_cov_15.7992_ID_61-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_31_length_54356_cov_15.7992_ID_61-processed-gene-0.55&CDS=1-2262
OG0000476	YAL044C	maker-NODE_4_length_820312_cov_17.3491_ID_7-augustus-gene-5.3-mRNA-1_1&gene=maker-NODE_4_length_820312_cov_17.3491_ID_7-augustus-gene-5.3&CDS=1-2160
OG0000477	YAL044W-A	snap_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.18-mRNA-1_1&gene=snap_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.18&CDS=1-351
OG0000478	YAL046C	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-4.65&CDS=1-363
OG0000479	YAL048C	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.54&CDS=1-1932
OG0000480	YAL049C	maker-NODE_1_length_1154972_cov_14.4185_ID_1-augustus-gene-9.155-mRNA-1_1&gene=maker-NODE_1_length_1154972_cov_14.4185_ID_1-augustus-gene-9.155&CDS=1-720
OG0000481	YAL053W	snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-9.145-mRNA-1_1&gene=snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-9.145&CDS=1-2259
OG0000482	YAL058W	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-2.79&CDS=1-1704
OG0000483	YAL059W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.117&CDS=1-546
OG0000484	YAL067C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-7.174-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-7.174&CDS=1-1650
OG0000485	YAR002W	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.171-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.171&CDS=1-1284
OG0000486	YAR003W	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.60&CDS=1-1302
OG0000487	YAR007C	augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.87&CDS=1-1836
OG0000488	YAR008W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-7.162-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-7.162&CDS=1-870
OG0000489	YAR014C	augustus_masked-NODE_22_length_160228_cov_24.8447_ID_43-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_22_length_160228_cov_24.8447_ID_43-processed-gene-0.155&CDS=1-1557
OG0000490	YAR015W	snap_masked-NODE_28_length_82418_cov_27.1609_ID_55-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_28_length_82418_cov_27.1609_ID_55-processed-gene-0.76&CDS=1-909
OG0000491	YAR018C	snap_masked-NODE_28_length_82418_cov_27.1609_ID_55-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_28_length_82418_cov_27.1609_ID_55-processed-gene-0.77&CDS=1-1254
OG0000492	YBL001C	augustus_masked-NODE_31_length_54356_cov_15.7992_ID_61-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_31_length_54356_cov_15.7992_ID_61-processed-gene-0.58&CDS=1-318
OG0000493	YBL004W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-5.59-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-5.59&CDS=1-7572
OG0000494	YBL007C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-6.107&CDS=1-3495
OG0000495	YBL008W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.20&CDS=1-2868
OG0000496	YBL013W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.145-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.145&CDS=1-1035
OG0000497	YBL014C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.126-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.126&CDS=1-2382
OG0000498	YBL015W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-6.117&CDS=1-1569
OG0000499	YBL019W	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.71&CDS=1-1653
OG0000500	YBL020W	augustus_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-0.55&CDS=1-1566
OG0000501	YBL021C	augustus_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-0.54&CDS=1-972
OG0000502	YBL022C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.133&CDS=1-3336
OG0000503	YBL023C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.81-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.81&CDS=1-2631
OG0000504	YBL024W	snap_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-0.24&CDS=1-2025
OG0000505	YBL029W	genemark-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.130-mRNA-1_1&gene=genemark-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.130&CDS=1-1311
OG0000506	YBL032W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.87&CDS=1-1029
OG0000507	YBL033C	augustus_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.102&CDS=1-1026
OG0000508	YBL034C	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-5.146-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-5.146&CDS=1-4236
OG0000509	YBL035C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.147-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.147&CDS=1-1863
OG0000510	YBL037W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.149-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.149&CDS=1-5769
OG0000511	YBL038W	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.92&CDS=1-675
OG0000512	YBL039C	snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.132-mRNA-1_1&gene=snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.132&CDS=1-1725
OG0000513	YBL040C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.37&CDS=1-1359
OG0000514	YBL042C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.63&CDS=1-1755
OG0000515	YBL047C	snap_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.208-mRNA-1_1&gene=snap_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.208&CDS=1-4248
OG0000516	YBL049W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-3.101&CDS=1-699
OG0000517	YBL050W	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-1.98&CDS=1-894
OG0000518	YBL051C	snap_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-5.111-mRNA-1_1&gene=snap_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-5.111&CDS=1-2178
OG0000519	YBL054W	genemark-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.11&CDS=1-975
OG0000520	YBL055C	maker-NODE_28_length_82418_cov_27.1609_ID_55-snap-gene-0.121-mRNA-1_1&gene=maker-NODE_28_length_82418_cov_27.1609_ID_55-snap-gene-0.121&CDS=1-2298
OG0000521	YBL057C	augustus_masked-NODE_28_length_82418_cov_27.1609_ID_55-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_28_length_82418_cov_27.1609_ID_55-processed-gene-0.25&CDS=1-651
OG0000522	YBL059C-A	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.23-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.23&CDS=1-315
OG0000523	YBL060W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.45-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.45&CDS=1-2286
