	Nakaseomyces_castellii	Saccharomyces_cerevisiae
OG0001698	augustus_masked-CACA0S12-processed-gene-15.55-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-15.55&CDS=1-1947	YMR032W
OG0001699	maker-CACA0S12-augustus-gene-15.1-mRNA-1_1&gene=maker-CACA0S12-augustus-gene-15.1&CDS=1-1464	YMR033W
OG0001700	genemark-CACA0S12-processed-gene-15.33-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.33&CDS=1-1011	YMR036C
OG0001701	maker-CACA0S12-augustus-gene-15.2-mRNA-1_1&gene=maker-CACA0S12-augustus-gene-15.2&CDS=1-1206	YMR041C
OG0001702	snap_masked-CACA0S12-processed-gene-15.91-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-15.91&CDS=1-279	YMR042W
OG0001703	genemark-CACA0S12-processed-gene-15.18-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.18&CDS=1-1278	YLR438W
OG0001704	snap_masked-CACA0S12-processed-gene-15.111-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-15.111&CDS=1-255	YLR438C-A
OG0001705	genemark-CACA0S12-processed-gene-15.19-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.19&CDS=1-927	YLR439W
OG0001706	augustus_masked-CACA0S12-processed-gene-15.70-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-15.70&CDS=1-2199	YLR440C
OG0001707	genemark-CACA0S12-processed-gene-15.36-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.36&CDS=1-765	YLR441C
OG0001708	augustus_masked-CACA0S12-processed-gene-15.59-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-15.59&CDS=1-1749	YLR443W
OG0001709	genemark-CACA0S12-processed-gene-15.38-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.38&CDS=1-1035	YLR447C
OG0001710	genemark-CACA0S12-processed-gene-15.39-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.39&CDS=1-2304	YJR126C
OG0001711	snap_masked-CACA0S12-processed-gene-15.118-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-15.118&CDS=1-1011	YJR129C
OG0001712	genemark-CACA0S15-processed-gene-0.54-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.54&CDS=1-444	YKL214C
OG0001713	genemark-CACA0S15-processed-gene-0.55-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.55&CDS=1-2166	YKL213C
OG0001714	genemark-CACA0S15-processed-gene-0.39-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.39&CDS=1-1869	YKL212W
OG0001715	genemark-CACA0S15-processed-gene-0.40-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.40&CDS=1-3051	YKL210W
OG0001716	genemark-CACA0S15-processed-gene-0.56-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.56&CDS=1-3840	YKL209C
OG0001717	snap_masked-CACA0S15-processed-gene-0.9-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-0.9&CDS=1-786	YKL208W
OG0001718	genemark-CACA0S15-processed-gene-0.42-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.42&CDS=1-831	YKL207W
OG0001719	augustus_masked-CACA0S15-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-0.72&CDS=1-1152	YJR072C
OG0001720	snap_masked-CACA0S15-processed-gene-0.27-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-0.27&CDS=1-798	YKL206C
OG0001721	genemark-CACA0S15-processed-gene-0.44-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.44&CDS=1-3207	YKL205W
OG0001722	augustus_masked-CACA0S15-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-0.89&CDS=1-2889	YKL197C
OG0001723	snap_masked-CACA0S15-processed-gene-0.15-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-0.15&CDS=1-1506	YML128C
OG0001724	snap_masked-CACA0S15-processed-gene-0.16-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-0.16&CDS=1-189	YML129C
OG0001725	genemark-CACA0S15-processed-gene-0.61-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.61&CDS=1-450	YML094W
OG0001726	genemark-CACA0S15-processed-gene-0.48-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.48&CDS=1-591	YML095C
OG0001727	genemark-CACA0S15-processed-gene-0.50-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.50&CDS=1-612	YOL149W
OG0001728	maker-CACA0S15-snap-gene-0.3-mRNA-1_1&gene=maker-CACA0S15-snap-gene-0.3&CDS=1-1593	YOL148C
OG0001729	genemark-CACA0S15-processed-gene-0.63-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.63&CDS=1-660	YOL147C
OG0001730	genemark-CACA0S15-processed-gene-0.51-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.51&CDS=1-558	YOL146W
OG0001731	maker-CACA0S15-augustus-gene-0.2-mRNA-1_1&gene=maker-CACA0S15-augustus-gene-0.2&CDS=1-1866	YNL330C
OG0001732	snap_masked-CACA0S15-processed-gene-1.95-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-1.95&CDS=1-639	YOL142W
OG0001733	snap_masked-CACA0S15-processed-gene-1.96-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-1.96&CDS=1-1908	YOL141W
OG0001734	genemark-CACA0S15-processed-gene-1.46-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.46&CDS=1-1311	YOL140W
OG0001735	genemark-CACA0S15-processed-gene-1.48-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.48&CDS=1-633	YOL139C
OG0001736	snap_masked-CACA0S15-processed-gene-1.100-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-1.100&CDS=1-3897	YOL138C
OG0001737	genemark-CACA0S15-processed-gene-1.47-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.47&CDS=1-1482	YOL137W
OG0001738	genemark-CACA0S15-processed-gene-1.50-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.50&CDS=1-597	YOL135C
OG0001739	genemark-CACA0S15-processed-gene-1.51-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.51&CDS=1-330	YOL133W
OG0001740	augustus_masked-CACA0S15-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-1.28&CDS=1-2736	YNL313C
OG0001741	genemark-CACA0S15-processed-gene-1.53-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.53&CDS=1-510	YOL129W
OG0001742	snap_masked-CACA0S15-processed-gene-1.104-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-1.104&CDS=1-1299	YOL125W
OG0001743	genemark-CACA0S15-processed-gene-1.78-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.78&CDS=1-1299	YOL124C
OG0001744	augustus_masked-CACA0S15-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-1.33&CDS=1-1992	YOL119C
OG0001745	augustus_masked-CACA0S15-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-1.7&CDS=1-1716	YOL117W
OG0001746	snap_masked-CACA0S15-processed-gene-1.135-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-1.135&CDS=1-516	YOL114C
OG0001747	snap_masked-CACA0S15-processed-gene-1.136-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-1.136&CDS=1-579	YOL111C
OG0001748	genemark-CACA0S15-processed-gene-1.59-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.59&CDS=1-888	YOL110W
OG0001749	genemark-CACA0S15-processed-gene-1.60-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.60&CDS=1-810	YNL289W
OG0001750	genemark-CACA0S15-processed-gene-1.83-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.83&CDS=1-357	YOL108C
OG0001751	genemark-CACA0S15-processed-gene-1.61-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.61&CDS=1-960	YOL107W
OG0001752	genemark-CACA0S15-processed-gene-1.85-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.85&CDS=1-690	YOL102C
OG0001753	genemark-CACA0S15-processed-gene-1.87-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.87&CDS=1-3093	YOL098C
OG0001754	genemark-CACA0S15-processed-gene-1.64-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.64&CDS=1-639	YDR487C
OG0001755	augustus_masked-CACA0S15-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-1.39&CDS=1-2250	YOL097C
OG0001756	snap_masked-CACA0S15-processed-gene-1.143-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-1.143&CDS=1-2118	YOL095C
OG0001757	genemark-CACA0S15-processed-gene-1.65-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.65&CDS=1-1440	YMR283C
OG0001758	snap_masked-CACA0S15-processed-gene-1.116-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-1.116&CDS=1-1584	YMR282C
OG0001759	snap_masked-CACA0S15-processed-gene-1.144-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-1.144&CDS=1-876	YMR281W
OG0001760	genemark-CACA0S15-processed-gene-1.67-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.67&CDS=1-4026	YMR280C
OG0001761	genemark-CACA0S15-processed-gene-1.68-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.68&CDS=1-1569	YMR279C
OG0001762	augustus_masked-CACA0S15-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-1.42&CDS=1-1875	YMR278W
OG0001763	genemark-CACA0S15-processed-gene-1.93-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.93&CDS=1-2280	YMR277W
OG0001764	genemark-CACA0S15-processed-gene-1.94-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.94&CDS=1-1101	YMR276W
OG0001765	genemark-CACA0S15-processed-gene-1.69-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.69&CDS=1-2910	YMR275C
OG0001766	genemark-CACA0S15-processed-gene-1.70-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.70&CDS=1-933	YMR274C
OG0001767	augustus_masked-CACA0S15-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-1.23&CDS=1-1179	YMR272C
OG0001768	genemark-CACA0S15-processed-gene-1.73-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.73&CDS=1-1629	YNL189W
OG0001769	augustus_masked-CACA0S15-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-1.27&CDS=1-1239	YNL187W
OG0001770	genemark-CACA0S15-processed-gene-2.80-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.80&CDS=1-2163	YNL186W
OG0001771	genemark-CACA0S15-processed-gene-2.83-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.83&CDS=1-447	YNL185C
OG0001772	snap_masked-CACA0S15-processed-gene-2.7-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-2.7&CDS=1-2118	YNL183C
OG0001773	augustus_masked-CACA0S15-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-2.43&CDS=1-1179	YNL181W
OG0001774	augustus_masked-CACA0S15-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-2.44&CDS=1-753	YNL178W
OG0001775	genemark-CACA0S15-processed-gene-2.105-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.105&CDS=1-912	YNL177C
OG0001776	snap_masked-CACA0S15-processed-gene-2.30-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-2.30&CDS=1-1488	YDL211C
OG0001777	genemark-CACA0S15-processed-gene-2.107-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.107&CDS=1-1098	YNL175C
OG0001778	genemark-CACA0S15-processed-gene-2.86-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.86&CDS=1-1035	YPR025C
OG0001779	augustus_masked-CACA0S15-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-2.70&CDS=1-2121	YPR024W
OG0001780	augustus_masked-CACA0S15-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-2.48&CDS=1-1467	YER122C
OG0001781	augustus_masked-CACA0S15-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-2.49&CDS=1-1056	YBL092W
OG0001782	genemark-CACA0S15-processed-gene-2.111-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.111&CDS=1-3732	YGR270W
OG0001783	genemark-CACA0S15-processed-gene-2.89-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.89&CDS=1-627	YGR268C
OG0001784	genemark-CACA0S15-processed-gene-2.90-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.90&CDS=1-732	YGR267C
OG0001785	augustus_masked-CACA0S15-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-2.73&CDS=1-2115	YGR266W
OG0001786	genemark-CACA0S15-processed-gene-2.91-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.91&CDS=1-2259	YGR264C
OG0001787	snap_masked-CACA0S15-processed-gene-2.16-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-2.16&CDS=1-1266	YGR263C
OG0001788	genemark-CACA0S15-processed-gene-2.93-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.93&CDS=1-786	YGR262C
OG0001789	snap_masked-CACA0S15-processed-gene-2.18-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-2.18&CDS=1-2481	YGR261C
OG0001790	genemark-CACA0S15-processed-gene-2.113-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.113&CDS=1-1671	YGR260W
OG0001791	maker-CACA0S15-snap-gene-2.0-mRNA-1_1&gene=maker-CACA0S15-snap-gene-2.0&CDS=1-2520	YGR258C
OG0001792	maker-CACA0S15-augustus-gene-2.121-mRNA-1_1&gene=maker-CACA0S15-augustus-gene-2.121&CDS=1-2451	YGR255C
OG0001793	genemark-CACA0S15-processed-gene-2.114-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.114&CDS=1-1284	YGR252W
OG0001794	snap_masked-CACA0S15-processed-gene-2.22-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-2.22&CDS=1-2097	YGR250C
OG0001795	augustus_masked-CACA0S15-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-2.76&CDS=1-1419	YGR249W
OG0001796	augustus_masked-CACA0S15-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-2.60&CDS=1-1749	YGR246C
OG0001797	genemark-CACA0S15-processed-gene-2.115-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.115&CDS=1-1323	YOR176W
OG0001798	genemark-CACA0S15-processed-gene-2.100-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.100&CDS=1-3777	YOR330C
OG0001799	genemark-CACA0S15-processed-gene-2.101-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.101&CDS=1-2319	YOR329C
OG0001800	genemark-CACA0S15-processed-gene-2.103-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.103&CDS=1-1356	YOR323C
OG0001801	genemark-CACA0S15-processed-gene-2.104-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.104&CDS=1-2376	YOR322C
OG0001802	genemark-CACA0S15-processed-gene-2.117-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.117&CDS=1-636	YBR111C
OG0001803	augustus_masked-CACA0S15-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-2.65&CDS=1-288	YBR111W-A
OG0001804	augustus_masked-CACA0S15-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-3.3&CDS=1-2343	YBR114W
OG0001805	genemark-CACA0S15-processed-gene-3.44-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.44&CDS=1-4161	YBR115C
OG0001806	snap_masked-CACA0S15-processed-gene-3.91-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-3.91&CDS=1-888	YBR119W
OG0001807	genemark-CACA0S15-processed-gene-3.66-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.66&CDS=1-468	YBR120C
OG0001808	genemark-CACA0S15-processed-gene-3.67-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.67&CDS=1-1980	YBR121C
OG0001809	genemark-CACA0S15-processed-gene-3.68-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.68&CDS=1-630	YBR122C
OG0001810	genemark-CACA0S15-processed-gene-3.69-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.69&CDS=1-1899	YBR123C
OG0001811	genemark-CACA0S15-processed-gene-3.70-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.70&CDS=1-1311	YBR125C
OG0001812	genemark-CACA0S15-processed-gene-3.71-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.71&CDS=1-1548	YBR127C
OG0001813	snap_masked-CACA0S15-processed-gene-3.116-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-3.116&CDS=1-1053	YBR128C
OG0001814	snap_masked-CACA0S15-processed-gene-3.92-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-3.92&CDS=1-1860	YBR131W
OG0001815	augustus_masked-CACA0S15-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-3.30&CDS=1-1725	YBR132C
OG0001816	augustus_masked-CACA0S15-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-3.31&CDS=1-2220	YBR133C
OG0001817	genemark-CACA0S15-processed-gene-3.50-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.50&CDS=1-384	YBR135W
OG0001818	genemark-CACA0S15-processed-gene-3.51-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.51&CDS=1-7164	YBR136W
OG0001819	genemark-CACA0S15-processed-gene-3.52-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.52&CDS=1-528	YBR137W
OG0001820	snap_masked-CACA0S15-processed-gene-3.119-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-3.119&CDS=1-1548	YBR138C
OG0001821	augustus_masked-CACA0S15-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-3.12&CDS=1-885	YOL077C
OG0001822	augustus_masked-CACA0S15-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-3.13&CDS=1-1494	YBR139W
OG0001823	genemark-CACA0S15-processed-gene-3.78-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.78&CDS=1-1041	YBR141C
OG0001824	genemark-CACA0S15-processed-gene-3.54-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.54&CDS=1-2328	YBR142W
OG0001825	genemark-CACA0S15-processed-gene-3.79-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.79&CDS=1-1329	YBR143C
OG0001826	genemark-CACA0S15-processed-gene-3.56-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.56&CDS=1-888	YBR146W
OG0001827	genemark-CACA0S15-processed-gene-3.58-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.58&CDS=1-930	YBR151W
OG0001828	maker-CACA0S15-augustus-gene-3.0-mRNA-1_1&gene=maker-CACA0S15-augustus-gene-3.0&CDS=1-2493	YDR484W
OG0001829	snap_masked-CACA0S15-processed-gene-3.123-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-3.123&CDS=1-2073	YDR485C
OG0001830	genemark-CACA0S15-processed-gene-3.81-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.81&CDS=1-690	YDR486C
OG0001831	genemark-CACA0S15-processed-gene-3.62-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.62&CDS=1-888	YDR489W
OG0001832	snap_masked-CACA0S15-processed-gene-3.109-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-3.109&CDS=1-1116	YDR494W
OG0001833	snap_masked-CACA0S15-processed-gene-3.126-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-3.126&CDS=1-2904	YDR495C
OG0001834	genemark-CACA0S15-processed-gene-3.84-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.84&CDS=1-1977	YDR496C
OG0001835	augustus_masked-CACA0S15-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-3.42&CDS=1-1038	YDR498C
OG0001836	genemark-CACA0S15-processed-gene-4.3-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.3&CDS=1-1311	YNL280C
OG0001837	genemark-CACA0S15-processed-gene-4.5-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.5&CDS=1-438	YNL281W
OG0001838	snap_masked-CACA0S15-processed-gene-4.96-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-4.96&CDS=1-510	YNL282W
OG0001839	genemark-CACA0S15-processed-gene-4.7-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.7&CDS=1-1944	YDR129C
OG0001840	augustus_masked-CACA0S15-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-4.53&CDS=1-756	YDR130C
OG0001841	augustus_masked-CACA0S15-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-4.69&CDS=1-1647	YDR131C
OG0001842	genemark-CACA0S15-processed-gene-4.26-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.26&CDS=1-1635	YDR132C
OG0001843	augustus_masked-CACA0S15-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-4.54&CDS=1-2046	YDR137W
OG0001844	genemark-CACA0S15-processed-gene-4.11-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.11&CDS=1-1653	YNL065W
OG0001845	genemark-CACA0S15-processed-gene-4.12-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.12&CDS=1-885	YNL063W
OG0001846	genemark-CACA0S15-processed-gene-4.30-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.30&CDS=1-1380	YNL062C
OG0001847	genemark-CACA0S15-processed-gene-4.13-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.13&CDS=1-1899	YNL061W
OG0001848	genemark-CACA0S15-processed-gene-4.31-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.31&CDS=1-2280	YNL059C
OG0001849	augustus_masked-CACA0S15-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-4.76&CDS=1-765	YNL058C
OG0001850	genemark-CACA0S15-processed-gene-4.14-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.14&CDS=1-552	YNL056W
OG0001851	genemark-CACA0S15-processed-gene-4.15-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.15&CDS=1-2397	YNL068C
OG0001852	snap_masked-CACA0S15-processed-gene-4.125-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-4.125&CDS=1-180	YNL070W
OG0001853	augustus_masked-CACA0S15-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-4.77&CDS=1-1440	YNL071W
OG0001854	augustus_masked-CACA0S15-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-4.78&CDS=1-2532	YNL073W
OG0001855	genemark-CACA0S15-processed-gene-4.35-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.35&CDS=1-864	YNL075W
OG0001856	genemark-CACA0S15-processed-gene-4.36-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.36&CDS=1-1833	YNL076W
OG0001857	augustus_masked-CACA0S15-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-4.82&CDS=1-1110	YNL078W
OG0001858	genemark-CACA0S15-processed-gene-4.18-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.18&CDS=1-1068	YNL080C
OG0001859	genemark-CACA0S15-processed-gene-4.19-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.19&CDS=1-417	YNL081C
OG0001860	genemark-CACA0S15-processed-gene-4.39-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.39&CDS=1-2928	YNL082W
OG0001861	genemark-CACA0S15-processed-gene-4.40-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.40&CDS=1-1515	YNL083W
OG0001862	genemark-CACA0S15-processed-gene-4.20-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.20&CDS=1-1059	YNL084C
OG0001863	genemark-CACA0S15-processed-gene-4.41-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.41&CDS=1-2469	YNL085W
OG0001864	genemark-CACA0S15-processed-gene-4.42-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.42&CDS=1-324	YNL086W
OG0001865	genemark-CACA0S15-processed-gene-4.43-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.43&CDS=1-4305	YNL088W
OG0001866	genemark-CACA0S15-processed-gene-4.44-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.44&CDS=1-573	YNL090W
OG0001867	genemark-CACA0S15-processed-gene-4.45-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.45&CDS=1-3936	YNL091W
OG0001868	augustus_masked-CACA0S15-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-4.89&CDS=1-1686	YNL094W
OG0001869	genemark-CACA0S15-processed-gene-4.22-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.22&CDS=1-567	YOR096W
OG0001870	genemark-CACA0S15-processed-gene-4.24-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.24&CDS=1-705	YNL099C
OG0001871	augustus_masked-CACA0S15-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-4.90&CDS=1-786	YNL100W
OG0001872	augustus_masked-CACA0S15-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-5.3&CDS=1-4410	YNL102W
OG0001873	genemark-CACA0S15-processed-gene-5.52-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-5.52&CDS=1-1422	YNL103W
OG0001874	augustus_masked-CACA0S15-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-5.5&CDS=1-717	YNL107W
OG0001875	augustus_masked-CACA0S15-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-5.2&CDS=1-618	YNL110C
OG0001876	augustus_masked-CACA0S15-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-5.6&CDS=1-399	YNL111C
