	Saccharomyces_cerevisiae	yHMPu5000035044_Barnettozyma_californica
OG0001049	YDR262W	genemark-flattened_line_40-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.124&CDS=1-702
OG0001050	YDR264C	genemark-flattened_line_10-processed-gene-3.62-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.62&CDS=1-2055
OG0001051	YDR265W	genemark-flattened_line_18-processed-gene-2.63-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.63&CDS=1-999
OG0001052	YDR267C	genemark-flattened_line_6-processed-gene-3.128-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.128&CDS=1-987
OG0001053	YDR268W	genemark-flattened_line_6-processed-gene-3.126-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.126&CDS=1-1104
OG0001054	YDR270W	genemark-flattened_line_10-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.75&CDS=1-3282
OG0001055	YDR276C	snap_masked-flattened_line_18-processed-gene-2.107-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.107&CDS=1-180
OG0001056	YDR280W	genemark-flattened_line_34-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.53&CDS=1-909
OG0001057	YDR282C	genemark-flattened_line_14-processed-gene-3.146-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.146&CDS=1-1056
OG0001058	YDR283C	genemark-flattened_line_40-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.114&CDS=1-8181
OG0001059	YDR284C	genemark-flattened_line_40-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.115&CDS=1-903
OG0001060	YDR286C	genemark-flattened_line_10-processed-gene-2.86-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.86&CDS=1-330
OG0001061	YDR287W	genemark-flattened_line_14-processed-gene-3.153-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.153&CDS=1-852
OG0001062	YDR288W	snap_masked-flattened_line_14-processed-gene-3.253-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.253&CDS=1-897
OG0001063	YDR289C	snap_masked-flattened_line_0-processed-gene-5.104-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.104&CDS=1-837
OG0001064	YDR291W	augustus_masked-flattened_line_40-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.9&CDS=1-3201
OG0001065	YDR292C	genemark-flattened_line_16-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.91&CDS=1-1638
OG0001066	YDR293C	genemark-flattened_line_42-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.9&CDS=1-3699
OG0001067	YDR294C	genemark-flattened_line_30-processed-gene-1.302-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.302&CDS=1-1707
OG0001068	YDR295C	augustus_masked-flattened_line_30-processed-gene-1.205-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.205&CDS=1-1599
OG0001069	YDR296W	genemark-flattened_line_14-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.92&CDS=1-609
OG0001070	YDR297W	maker-flattened_line_14-snap-gene-1.47-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-1.47&CDS=1-1017
OG0001071	YDR298C	genemark-flattened_line_14-processed-gene-1.70-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.70&CDS=1-615
OG0001072	YDR299W	genemark-flattened_line_4-processed-gene-7.111-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.111&CDS=1-1512
OG0001073	YDR300C	genemark-flattened_line_4-processed-gene-5.88-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.88&CDS=1-1299
OG0001074	YDR301W	maker-flattened_line_48-augustus-gene-0.61-mRNA-1_1&gene=maker-flattened_line_48-augustus-gene-0.61&CDS=1-4326
OG0001075	YDR304C	genemark-flattened_line_24-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.24&CDS=1-630
OG0001076	YDR305C	genemark-flattened_line_24-processed-gene-1.50-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.50&CDS=1-537
OG0001077	YDR306C	genemark-flattened_line_0-processed-gene-9.45-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.45&CDS=1-1344
OG0001078	YDR308C	genemark-flattened_line_0-processed-gene-9.22-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.22&CDS=1-315
OG0001079	YDR311W	genemark-flattened_line_0-processed-gene-8.88-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.88&CDS=1-1794
OG0001080	YDR315C	genemark-flattened_line_14-processed-gene-3.113-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.113&CDS=1-801
OG0001081	YDR316W	genemark-flattened_line_14-processed-gene-3.109-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.109&CDS=1-1365
OG0001082	YDR318W	genemark-flattened_line_4-processed-gene-6.35-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.35&CDS=1-993
OG0001083	YDR320C	genemark-flattened_line_0-processed-gene-8.68-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.68&CDS=1-2337
OG0001084	YDR320C-A	genemark-flattened_line_0-processed-gene-8.67-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.67&CDS=1-831
OG0001085	YDR322C-A	genemark-flattened_line_8-processed-gene-2.113-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.113&CDS=1-288
OG0001086	YDR323C	genemark-flattened_line_8-processed-gene-3.56-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.56&CDS=1-1962
OG0001087	YDR324C	genemark-flattened_line_16-processed-gene-3.50-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.50&CDS=1-2355
OG0001088	YDR325W	genemark-flattened_line_16-processed-gene-3.89-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.89&CDS=1-3096
OG0001089	YDR328C	genemark-flattened_line_18-processed-gene-1.149-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.149&CDS=1-507
OG0001090	YDR329C	snap_masked-flattened_line_18-processed-gene-1.45-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.45&CDS=1-1041
OG0001091	YDR330W	genemark-flattened_line_18-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.121&CDS=1-1425
OG0001092	YDR331W	genemark-flattened_line_18-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.120&CDS=1-1101
OG0001093	YDR332W	genemark-flattened_line_18-processed-gene-1.124-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.124&CDS=1-2049
OG0001094	YDR333C	genemark-flattened_line_14-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.58&CDS=1-2016
OG0001095	YDR334W	genemark-flattened_line_14-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.39&CDS=1-4506
OG0001096	YDR335W	genemark-flattened_line_14-processed-gene-3.112-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.112&CDS=1-3594
OG0001097	YDR336W	genemark-flattened_line_4-processed-gene-6.63-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.63&CDS=1-1020
OG0001098	YDR337W	genemark-flattened_line_4-processed-gene-6.61-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.61&CDS=1-879
OG0001099	YDR338C	genemark-flattened_line_40-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.82&CDS=1-1926
OG0001100	YDR339C	genemark-flattened_line_18-processed-gene-2.78-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.78&CDS=1-564
OG0001101	YDR341C	genemark-flattened_line_18-processed-gene-2.57-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.57&CDS=1-1812
OG0001102	YDR346C	genemark-flattened_line_30-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.107&CDS=1-1146
OG0001103	YDR347W	genemark-flattened_line_16-processed-gene-3.46-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.46&CDS=1-966
OG0001104	YDR349C	augustus_masked-flattened_line_24-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.62&CDS=1-1572
OG0001105	YDR352W	snap_masked-flattened_line_30-processed-gene-1.91-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.91&CDS=1-828
OG0001106	YDR353W	genemark-flattened_line_0-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.1&CDS=1-957
OG0001107	YDR354W	genemark-flattened_line_0-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.2&CDS=1-1104
OG0001108	YDR357C	genemark-flattened_line_0-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.30&CDS=1-495
OG0001109	YDR359C	genemark-flattened_line_0-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.31&CDS=1-3282
OG0001110	YDR361C	snap_masked-flattened_line_0-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.114&CDS=1-744
OG0001111	YDR362C	snap_masked-flattened_line_30-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.28&CDS=1-1794
OG0001112	YDR363W-A	snap_masked-flattened_line_40-processed-gene-0.199-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.199&CDS=1-231
OG0001113	YDR364C	genemark-flattened_line_0-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.6&CDS=1-1401
OG0001114	YDR365C	genemark-flattened_line_6-processed-gene-3.133-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.133&CDS=1-1947
OG0001115	YDR367W	genemark-flattened_line_30-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.130&CDS=1-621
OG0001116	YDR369C	snap_masked-flattened_line_24-processed-gene-2.11-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.11&CDS=1-2334
OG0001117	YDR372C	genemark-flattened_line_18-processed-gene-2.71-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.71&CDS=1-996
OG0001118	YDR373W	genemark-flattened_line_18-processed-gene-2.65-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.65&CDS=1-570
OG0001119	YDR375C	genemark-flattened_line_18-processed-gene-2.51-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.51&CDS=1-1461
OG0001120	YDR377W	genemark-flattened_line_2-processed-gene-3.59-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.59&CDS=1-306
OG0001121	YDR378C	maker-flattened_line_2-augustus-gene-3.100-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-3.100&CDS=1-315
OG0001122	YDR379C-A	snap_masked-flattened_line_2-processed-gene-3.125-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.125&CDS=1-240
OG0001123	YDR381C-A	genemark-flattened_line_2-processed-gene-3.73-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.73&CDS=1-330
OG0001124	YDR381W	genemark-flattened_line_2-processed-gene-3.57-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.57&CDS=1-636
OG0001125	YDR382W	genemark-flattened_line_50-processed-gene-0.153-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.153&CDS=1-324
OG0001126	YDR386W	genemark-flattened_line_40-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.75&CDS=1-1599
OG0001127	YDR388W	snap_masked-flattened_line_40-processed-gene-0.195-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.195&CDS=1-1383
OG0001128	YDR389W	genemark-flattened_line_40-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.116&CDS=1-1599
OG0001129	YDR390C	genemark-flattened_line_40-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.78&CDS=1-1755
OG0001130	YDR392W	genemark-flattened_line_54-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.81&CDS=1-963
OG0001131	YDR394W	genemark-flattened_line_54-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.108&CDS=1-2490
OG0001132	YDR395W	genemark-flattened_line_54-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.82&CDS=1-2826
OG0001133	YDR397C	genemark-flattened_line_54-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.111&CDS=1-468
OG0001134	YDR398W	genemark-flattened_line_54-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.83&CDS=1-2013
OG0001135	YDR399W	genemark-flattened_line_54-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.84&CDS=1-645
OG0001136	YDR400W	genemark-flattened_line_54-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.85&CDS=1-984
OG0001137	YDR402C	genemark-flattened_line_34-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.107&CDS=1-1461
OG0001138	YDR403W	genemark-flattened_line_54-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.87&CDS=1-1587
OG0001139	YDR404C	snap_masked-flattened_line_8-processed-gene-4.229-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.229&CDS=1-513
OG0001140	YDR405W	genemark-flattened_line_54-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.89&CDS=1-762
OG0001141	YDR407C	genemark-flattened_line_10-processed-gene-2.83-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.83&CDS=1-3495
OG0001142	YDR410C	genemark-flattened_line_18-processed-gene-2.87-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.87&CDS=1-771
OG0001143	YDR411C	snap_masked-flattened_line_10-processed-gene-1.17-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.17&CDS=1-837
OG0001144	YDR412W	genemark-flattened_line_18-processed-gene-1.132-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.132&CDS=1-684
OG0001145	YDR414C	snap_masked-flattened_line_18-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.49&CDS=1-1056
OG0001146	YDR415C	genemark-flattened_line_14-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.68&CDS=1-1113
OG0001147	YDR419W	genemark-flattened_line_18-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.133&CDS=1-2013
OG0001148	YDR421W	genemark-flattened_line_10-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.58&CDS=1-2865
OG0001149	YDR424C	genemark-flattened_line_0-processed-gene-4.58-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.58&CDS=1-261
OG0001150	YDR427W	genemark-flattened_line_0-processed-gene-4.77-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.77&CDS=1-1158
OG0001151	YDR428C	genemark-flattened_line_0-processed-gene-4.59-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.59&CDS=1-708
OG0001152	YDR429C	genemark-flattened_line_0-processed-gene-4.78-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.78&CDS=1-834
OG0001153	YDR430C	maker-flattened_line_4-augustus-gene-6.6-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-6.6&CDS=1-3672
OG0001154	YDR432W	genemark-flattened_line_4-processed-gene-6.33-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.33&CDS=1-870
OG0001155	YDR434W	genemark-flattened_line_4-processed-gene-6.21-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.21&CDS=1-2031
OG0001156	YDR435C	augustus_masked-flattened_line_4-processed-gene-6.105-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.105&CDS=1-2172
OG0001157	YDR437W	genemark-flattened_line_4-processed-gene-6.25-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.25&CDS=1-672
OG0001158	YDR440W	genemark-flattened_line_4-processed-gene-6.27-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.27&CDS=1-1986
OG0001159	YDR443C	augustus_masked-flattened_line_4-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.109&CDS=1-4167
OG0001160	YDR444W	genemark-flattened_line_4-processed-gene-6.30-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.30&CDS=1-2091
OG0001161	YDR446W	augustus_masked-flattened_line_0-processed-gene-9.64-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.64&CDS=1-903
OG0001162	YDR448W	genemark-flattened_line_0-processed-gene-9.9-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.9&CDS=1-1302
OG0001163	YDR449C	genemark-flattened_line_0-processed-gene-9.38-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.38&CDS=1-1257
OG0001164	YDR452W	genemark-flattened_line_0-processed-gene-9.17-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.17&CDS=1-2094
OG0001165	YDR454C	snap_masked-flattened_line_24-processed-gene-1.171-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.171&CDS=1-561
OG0001166	YDR456W	genemark-flattened_line_24-processed-gene-1.18-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.18&CDS=1-1812
OG0001167	YDR457W	snap_masked-flattened_line_24-processed-gene-1.134-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.134&CDS=1-10011
OG0001168	YDR459C	genemark-flattened_line_46-processed-gene-0.144-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.144&CDS=1-780
OG0001169	YDR460W	genemark-flattened_line_32-processed-gene-1.51-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.51&CDS=1-954
OG0001170	YDR462W	genemark-flattened_line_32-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.103&CDS=1-426
OG0001171	YDR464W	snap_masked-flattened_line_12-processed-gene-4.189-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.189&CDS=1-4515
OG0001172	YDR465C	genemark-flattened_line_24-processed-gene-1.34-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.34&CDS=1-1359
OG0001173	YDR468C	genemark-flattened_line_24-processed-gene-1.40-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.40&CDS=1-618
OG0001174	YDR469W	snap_masked-flattened_line_24-processed-gene-1.133-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.133&CDS=1-225
OG0001175	YDR470C	genemark-flattened_line_24-processed-gene-1.41-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.41&CDS=1-1362
OG0001176	YDR472W	snap_masked-flattened_line_24-processed-gene-1.170-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.170&CDS=1-696
OG0001177	YDR473C	genemark-flattened_line_24-processed-gene-1.11-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.11&CDS=1-1380
OG0001178	YDR476C	genemark-flattened_line_26-processed-gene-2.86-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.86&CDS=1-630
OG0001179	YDR477W	maker-flattened_line_16-augustus-gene-3.4-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-3.4&CDS=1-3051
OG0001180	YDR479C	genemark-flattened_line_16-processed-gene-3.77-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.77&CDS=1-1653
OG0001181	YDR481C	genemark-flattened_line_24-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.26&CDS=1-1605
OG0001182	YDR482C	genemark-flattened_line_0-processed-gene-8.47-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.47&CDS=1-396
OG0001183	YDR484W	genemark-flattened_line_2-processed-gene-2.120-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.120&CDS=1-1662
OG0001184	YDR485C	snap_masked-flattened_line_2-processed-gene-1.126-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.126&CDS=1-2157
OG0001185	YDR486C	genemark-flattened_line_20-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.72&CDS=1-648
OG0001186	YDR487C	snap_masked-flattened_line_2-processed-gene-2.37-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.37&CDS=1-615
OG0001187	YDR489W	genemark-flattened_line_28-processed-gene-0.144-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.144&CDS=1-687
OG0001188	YDR495C	augustus_masked-flattened_line_30-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.153&CDS=1-4914
OG0001189	YDR496C	genemark-flattened_line_14-processed-gene-2.106-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.106&CDS=1-1962
OG0001190	YDR497C	genemark-flattened_line_2-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.23&CDS=1-1695
OG0001191	YDR498C	genemark-flattened_line_12-processed-gene-4.11-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.11&CDS=1-1005
OG0001192	YDR499W	snap_masked-flattened_line_14-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.89&CDS=1-2127
OG0001193	YDR502C	genemark-flattened_line_0-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.10&CDS=1-1152
