	Saccharomyces_cerevisiae	yHMPu5000035243_Zygoascus_meyerae
OG0000409	YJR092W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-2.121-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-2.121&CDS=1-4734, snap_masked-NODE_23_length_134032_cov_18.6164_ID_2310-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_23_length_134032_cov_18.6164_ID_2310-processed-gene-0.47&CDS=1-2370
OG0000410	YJR094W-A, YPR043W	snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-1.123-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-1.123&CDS=1-297
OG0000411	YJR096W	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-0.29&CDS=1-840, snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.167-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.167&CDS=1-834
OG0000412	YJR124C	snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.29&CDS=1-1230, snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.37&CDS=1-1341
OG0000413	YJR127C, YML081W	snap_masked-NODE_22_length_135448_cov_23.8262_ID_2282-processed-gene-0.191-mRNA-1_1&gene=snap_masked-NODE_22_length_135448_cov_23.8262_ID_2282-processed-gene-0.191&CDS=1-3345
OG0000414	YJR130C, YML082W	maker-NODE_22_length_135448_cov_23.8262_ID_2282-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_22_length_135448_cov_23.8262_ID_2282-snap-gene-0.3&CDS=1-1740
OG0000415	YJR149W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.53-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.53&CDS=1-1002, snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-6.101-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-6.101&CDS=1-1056
OG0000416	YKL046C	maker-NODE_8_length_668598_cov_18.9487_ID_973-snap-gene-0.114-mRNA-1_1&gene=maker-NODE_8_length_668598_cov_18.9487_ID_973-snap-gene-0.114&CDS=1-2691, snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-1.9&CDS=1-1380
OG0000417	YKL050C, YMR031C	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-6.109-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-6.109&CDS=1-2946
OG0000418	YKL072W, YMR053C	snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.27&CDS=1-2478
OG0000419	YKL094W	augustus_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-8.138-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-8.138&CDS=1-1905, snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-8.55-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-8.55&CDS=1-888
OG0000420	YKL103C	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-3.119-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-3.119&CDS=1-1401, snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.45-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.45&CDS=1-1500
OG0000421	YKL121W, YMR102C	snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.36&CDS=1-2670
OG0000422	YKL126W, YMR104C	genemark-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-6.3-mRNA-1_1&gene=genemark-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-6.3&CDS=1-1956
OG0000423	YKL128C	maker-NODE_4_length_827553_cov_19.7208_ID_1272-snap-gene-5.9-mRNA-1_1&gene=maker-NODE_4_length_827553_cov_19.7208_ID_1272-snap-gene-5.9&CDS=1-2514, snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-4.23-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-4.23&CDS=1-1632
OG0000424	YKL141W, YMR118C	augustus_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.106&CDS=1-537
OG0000425	YKL209C	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.21-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.21&CDS=1-3948, snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-0.85&CDS=1-3162
OG0000426	YKR066C	snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.118&CDS=1-843, snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-3.112&CDS=1-1131
OG0000427	YKR076W, YMR251W	maker-NODE_1_length_1065328_cov_19.742_ID_1323-snap-gene-1.137-mRNA-1_1&gene=maker-NODE_1_length_1065328_cov_19.742_ID_1323-snap-gene-1.137&CDS=1-900
OG0000428	YKR091W, YOR083W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.46-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.46&CDS=1-966
OG0000429	YLL012W, YLR020C	snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-0.54&CDS=1-1383
OG0000430	YLL016W, YLR310C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.50-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.50&CDS=1-4185
OG0000431	YLL055W	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.217-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.217&CDS=1-1626, snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-2.49&CDS=1-1617
OG0000432	YLL056C	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-2.132-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-2.132&CDS=1-867, snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-6.83-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-6.83&CDS=1-897
OG0000433	YLR027C	snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.209-mRNA-1_1&gene=snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.209&CDS=1-1221, snap_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.128&CDS=1-1302
OG0000434	YLR029C, YMR121C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-4.140-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-4.140&CDS=1-612
OG0000435	YLR151C	augustus_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-5.87&CDS=1-813, snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-5.116-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-5.116&CDS=1-831
OG0000436	YLR153C	maker-NODE_11_length_435590_cov_18.4678_ID_1220-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_11_length_435590_cov_18.4678_ID_1220-snap-gene-0.4&CDS=1-1974, snap_masked-NODE_27_length_60890_cov_18.3424_ID_2495-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_27_length_60890_cov_18.3424_ID_2495-processed-gene-0.72&CDS=1-1959
OG0000437	YLR188W, YPL270W	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-2.94-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-2.94&CDS=1-2271
OG0000438	YLR260W, YOR171C	snap_masked-NODE_25_length_117720_cov_23.487_ID_2525-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_25_length_117720_cov_23.487_ID_2525-processed-gene-0.119&CDS=1-1377
OG0000439	YLR264W, YOR167C	augustus_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.54-mRNA-1_1&gene=augustus_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.54&CDS=1-201
OG0000440	YLR270W, YOR173W	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.35-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.35&CDS=1-891
OG0000441	YLR284C, YOR180C	snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-2.29-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-2.29&CDS=1-846
OG0000442	YLR286C	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-2.32&CDS=1-1986, snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.163-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.163&CDS=1-1899
OG0000443	YLR287C-A, YOR182C	maker-NODE_29_length_29367_cov_18.5747_ID_2642-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_29_length_29367_cov_18.5747_ID_2642-snap-gene-0.4&CDS=1-1542
OG0000444	YLR300W, YOR190W	snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-0.46&CDS=1-1269
OG0000445	YLR342W	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.18-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.18&CDS=1-5817, snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-2.28-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-2.28&CDS=1-5544
OG0000446	YLR449W, YML074C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-0.107&CDS=1-1275
OG0000447	YLR450W, YML075C	snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.197-mRNA-1_1&gene=snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.197&CDS=1-3078
OG0000448	YLR456W, YPR172W	maker-NODE_18_length_328044_cov_21.3707_ID_2954-snap-gene-1.3-mRNA-1_1&gene=maker-NODE_18_length_328044_cov_21.3707_ID_2954-snap-gene-1.3&CDS=1-531
OG0000449	YML007W	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.158-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.158&CDS=1-1203, snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.60-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.60&CDS=1-1536
OG0000450	YML046W	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-2.138-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-2.138&CDS=1-1398, snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-7.94-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-7.94&CDS=1-1581
OG0000451	YML100W, YMR261C	maker-NODE_16_length_358951_cov_18.8291_ID_1516-snap-gene-2.229-mRNA-1_1&gene=maker-NODE_16_length_358951_cov_18.8291_ID_1516-snap-gene-2.229&CDS=1-3171
OG0000452	YML106W, YMR271C	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-0.104&CDS=1-657
OG0000453	YML109W, YMR273C	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-3.35-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-3.35&CDS=1-3333
OG0000454	YML118W, YMR285C	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-1.122&CDS=1-1311
OG0000455	YMR008C	snap_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.123&CDS=1-1782, snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-0.80&CDS=1-1878
OG0000456	YMR155W	maker-NODE_13_length_418862_cov_18.7454_ID_1788-snap-gene-2.10-mRNA-1_1&gene=maker-NODE_13_length_418862_cov_18.7454_ID_1788-snap-gene-2.10&CDS=1-1365, snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-2.69&CDS=1-1587
OG0000457	YMR177W, YPL224C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-1.55&CDS=1-1341
OG0000458	YMR182C, YPL230W	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.19-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.19&CDS=1-1881
OG0000459	YMR183C, YPL232W	augustus_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.75&CDS=1-900
OG0000460	YMR194W, YPL249C-A	maker-NODE_6_length_745053_cov_20.2367_ID_1009-snap-gene-3.10-mRNA-1_1&gene=maker-NODE_6_length_745053_cov_20.2367_ID_1009-snap-gene-3.10&CDS=1-1053
OG0000461	YMR222C, YOR280C	snap_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.114&CDS=1-675
OG0000462	YMR230W, YOR293W	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-0.142&CDS=1-408
OG0000463	YMR234W	augustus_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.126&CDS=1-738, snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-3.178-mRNA-1_1&gene=snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-3.178&CDS=1-699
OG0000464	YMR237W, YOR299W	augustus_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-1.75&CDS=1-3681
OG0000465	YMR242C, YOR312C	maker-NODE_14_length_402958_cov_18.9881_ID_2029-augustus-gene-2.164-mRNA-1_1&gene=maker-NODE_14_length_402958_cov_18.9881_ID_2029-augustus-gene-2.164&CDS=1-528
OG0000466	YMR253C, YPL264C	snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.33&CDS=1-1119
OG0000467	YMR297W	maker-NODE_10_length_453567_cov_20.6492_ID_1595-snap-gene-0.96-mRNA-1_1&gene=maker-NODE_10_length_453567_cov_20.6492_ID_1595-snap-gene-0.96&CDS=1-3603, snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-1.132&CDS=1-1605
OG0000468	YMR303C, YOL086C	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-3.112&CDS=1-1047
OG0000469	YNL087W, YOR086C	snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-3.161-mRNA-1_1&gene=snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-3.161&CDS=1-4527
OG0000470	YNL092W	augustus_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-0.107&CDS=1-1119, snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.31-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.31&CDS=1-921
OG0000471	YNL096C, YOR096W	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.146-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.146&CDS=1-576
OG0000472	YNL104C, YOR108W	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-2.150-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-2.150&CDS=1-1734
OG0000473	YNL106C, YOR109W	snap_masked-NODE_24_length_131066_cov_19.6241_ID_2412-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_24_length_131066_cov_19.6241_ID_2412-processed-gene-0.39&CDS=1-3252
OG0000474	YNL108C, YOR110W	maker-NODE_2_length_1055940_cov_18.7611_ID_4341-snap-gene-5.106-mRNA-1_1&gene=maker-NODE_2_length_1055940_cov_18.7611_ID_4341-snap-gene-5.106&CDS=1-1137
OG0000475	YNL239W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-2.142-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-2.142&CDS=1-1524, snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-4.103-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-4.103&CDS=1-1353
OG0000476	YNL299W, YOL115W	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-5.46-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-5.46&CDS=1-2052
OG0000477	YNL301C, YOL120C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.46-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.46&CDS=1-558
OG0000478	YNL302C, YOL121C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.74-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.74&CDS=1-441
OG0000479	YNL322C	maker-NODE_1_length_1065328_cov_19.742_ID_1323-snap-gene-2.99-mRNA-1_1&gene=maker-NODE_1_length_1065328_cov_19.742_ID_1323-snap-gene-2.99&CDS=1-303, snap_masked-NODE_29_length_29367_cov_18.5747_ID_2642-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_29_length_29367_cov_18.5747_ID_2642-processed-gene-0.6&CDS=1-330
OG0000480	YNR055C	snap_masked-NODE_24_length_131066_cov_19.6241_ID_2412-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_24_length_131066_cov_19.6241_ID_2412-processed-gene-0.24&CDS=1-1725, snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.65-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.65&CDS=1-1683
OG0000481	YOL107W	genemark-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-3.38-mRNA-1_1&gene=genemark-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-3.38&CDS=1-1236, maker-NODE_13_length_418862_cov_18.7454_ID_1788-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_13_length_418862_cov_18.7454_ID_1788-augustus-gene-1.1&CDS=1-1791
OG0000482	YOL137W	snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.42&CDS=1-1491, snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-3.11&CDS=1-1428
OG0000483	YOR059C	augustus_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.85&CDS=1-1341, snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-1.89&CDS=1-1377
OG0000484	YOR126C	maker-NODE_26_length_100927_cov_18.7495_ID_2454-snap-gene-0.144-mRNA-1_1&gene=maker-NODE_26_length_100927_cov_18.7495_ID_2454-snap-gene-0.144&CDS=1-714, snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.156-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.156&CDS=1-798
OG0000485	YOR153W	snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.71&CDS=1-4491, snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.56&CDS=1-4476
OG0000486	YOR198C	augustus_masked-NODE_114_length_399_cov_0.833333_ID_3525-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_114_length_399_cov_0.833333_ID_3525-processed-gene-0.2&CDS=1-318, snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-1.100&CDS=1-1644
OG0000487	YOR226C, YPL135W	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-0.114&CDS=1-558
OG0000488	YOR234C, YPL143W	maker-NODE_7_length_674142_cov_18.8803_ID_1132-augustus-gene-1.18-mRNA-1_1&gene=maker-NODE_7_length_674142_cov_18.8803_ID_1132-augustus-gene-1.18&CDS=1-402
OG0000489	YOR237W, YPL145C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-1.65&CDS=1-1134
OG0000490	YOR270C	maker-NODE_17_length_335658_cov_21.0353_ID_2164-snap-gene-1.4-mRNA-1_1&gene=maker-NODE_17_length_335658_cov_21.0353_ID_2164-snap-gene-1.4&CDS=1-2532, maker-NODE_2_length_1055940_cov_18.7611_ID_4341-snap-gene-3.150-mRNA-1_1&gene=maker-NODE_2_length_1055940_cov_18.7611_ID_4341-snap-gene-3.150&CDS=1-2508
OG0000491	YOR390W, YPL279C	genemark-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-2.73-mRNA-1_1&gene=genemark-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-2.73&CDS=1-1065
OG0000492	YPL060W	snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-0.82&CDS=1-1593, snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.25-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.25&CDS=1-1431
