	Saccharomyces_cerevisiae	yHMPu5000035696_Hanseniaspora_singularis
OG0000932	YDR293C	maker-flattened_line_88-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_88-snap-gene-0.0&CDS=1-4083
OG0000933	YDR294C	snap_masked-flattened_line_201-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_201-processed-gene-0.0&CDS=1-1995
OG0000934	YDR296W	snap_masked-flattened_line_48-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.3&CDS=1-738
OG0000935	YDR297W	snap_masked-flattened_line_48-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.4&CDS=1-1059
OG0000936	YDR298C	augustus_masked-flattened_line_48-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.157&CDS=1-612
OG0000937	YDR299W	snap_masked-flattened_line_72-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.1&CDS=1-1320
OG0000938	YDR301W	augustus_masked-flattened_line_72-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.118&CDS=1-4314
OG0000939	YDR302W	augustus_masked-flattened_line_72-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.122&CDS=1-1080
OG0000940	YDR306C	maker-flattened_line_72-augustus-gene-0.43-mRNA-1_1&gene=maker-flattened_line_72-augustus-gene-0.43&CDS=1-1713
OG0000941	YDR308C	augustus_masked-flattened_line_72-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.128&CDS=1-513
OG0000942	YDR311W	snap_masked-flattened_line_64-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.21&CDS=1-1863
OG0000943	YDR313C	augustus_masked-flattened_line_142-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.8&CDS=1-753
OG0000944	YDR316W	genemark-flattened_line_150-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.10&CDS=1-1626
OG0000945	YDR319C	maker-flattened_line_219-snap-gene-0.7-mRNA-1_1&gene=maker-flattened_line_219-snap-gene-0.7&CDS=1-1509
OG0000946	YDR320C	snap_masked-flattened_line_88-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.61&CDS=1-2178
OG0000947	YDR321W	snap_masked-flattened_line_48-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.34&CDS=1-1989
OG0000948	YDR324C	augustus_masked-flattened_line_181-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_181-processed-gene-0.9&CDS=1-2337
OG0000949	YDR325W	maker-flattened_line_181-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_181-snap-gene-0.8&CDS=1-3318
OG0000950	YDR328C	augustus_masked-flattened_line_46-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.174&CDS=1-633
OG0000951	YDR330W	snap_masked-flattened_line_46-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.61&CDS=1-1530
OG0000952	YDR331W	genemark-flattened_line_46-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.135&CDS=1-1068
OG0000953	YDR333C	augustus_masked-flattened_line_46-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.201&CDS=1-2043
OG0000954	YDR334W	augustus_masked-flattened_line_46-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.192&CDS=1-3870
OG0000955	YDR335W	augustus_masked-flattened_line_72-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.133&CDS=1-3978
OG0000956	YDR337W	snap_masked-flattened_line_72-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.32&CDS=1-918
OG0000957	YDR338C	snap_masked-flattened_line_46-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.52&CDS=1-2325
OG0000958	YDR339C	snap_masked-flattened_line_142-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.32&CDS=1-576
OG0000959	YDR341C	augustus_masked-flattened_line_104-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.69&CDS=1-2004
OG0000960	YDR346C	snap_masked-flattened_line_44-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.134&CDS=1-1209
OG0000961	YDR347W	snap_masked-flattened_line_122-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.15&CDS=1-1029
OG0000962	YDR349C	genemark-flattened_line_122-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.13&CDS=1-3864
OG0000963	YDR352W	augustus_masked-flattened_line_36-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.23&CDS=1-1038
OG0000964	YDR353W	snap_masked-flattened_line_58-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.160&CDS=1-960
OG0000965	YDR354W	snap_masked-flattened_line_58-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.159&CDS=1-1212
OG0000966	YDR359C	augustus_masked-flattened_line_58-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.97&CDS=1-2712
OG0000967	YDR361C	augustus_masked-flattened_line_58-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.98&CDS=1-924
OG0000968	YDR363W	snap_masked-flattened_line_58-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.129&CDS=1-2088
OG0000969	YDR365C	snap_masked-flattened_line_58-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.128&CDS=1-1926
OG0000970	YDR367W	augustus_masked-flattened_line_58-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.93&CDS=1-729
OG0000971	YDR371W	augustus_masked-flattened_line_58-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.92&CDS=1-1671
OG0000972	YDR372C	augustus_masked-flattened_line_58-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.68&CDS=1-1023
OG0000973	YDR373W	augustus_masked-flattened_line_58-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.91&CDS=1-606
OG0000974	YDR374C	snap_masked-flattened_line_58-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.120&CDS=1-951
OG0000975	YDR375C	snap_masked-flattened_line_58-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.119&CDS=1-1332
OG0000976	YDR376W	augustus_masked-flattened_line_58-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.90&CDS=1-1614
OG0000977	YDR378C	snap_masked-flattened_line_58-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.117&CDS=1-300
OG0000978	YDR379C-A	snap_masked-flattened_line_154-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_154-processed-gene-0.27&CDS=1-180
OG0000979	YDR381W	maker-flattened_line_154-snap-gene-0.23-mRNA-1_1&gene=maker-flattened_line_154-snap-gene-0.23&CDS=1-807
OG0000980	YDR386W	augustus_masked-flattened_line_22-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.8&CDS=1-2013
OG0000981	YDR388W	augustus_masked-flattened_line_8-processed-gene-1.215-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.215&CDS=1-1284
OG0000982	YDR389W	snap_masked-flattened_line_8-processed-gene-1.37-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.37&CDS=1-1509
OG0000983	YDR390C	augustus_masked-flattened_line_8-processed-gene-1.245-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.245&CDS=1-1863
OG0000984	YDR392W	augustus_masked-flattened_line_8-processed-gene-1.220-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.220&CDS=1-1059
OG0000985	YDR393W	augustus_masked-flattened_line_8-processed-gene-1.198-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.198&CDS=1-753
OG0000986	YDR394W	augustus_masked-flattened_line_8-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.199&CDS=1-1299
OG0000987	YDR395W	augustus_masked-flattened_line_8-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.200&CDS=1-3066
OG0000988	YDR397C	augustus_masked-flattened_line_8-processed-gene-1.233-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.233&CDS=1-525
OG0000989	YDR398W	augustus_masked-flattened_line_8-processed-gene-1.201-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.201&CDS=1-2019
OG0000990	YDR399W	snap_masked-flattened_line_8-processed-gene-1.24-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.24&CDS=1-669
OG0000991	YDR400W	augustus_masked-flattened_line_8-processed-gene-1.203-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.203&CDS=1-1254
OG0000992	YDR402C	augustus_masked-flattened_line_74-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.25&CDS=1-1728
OG0000993	YDR403W	augustus_masked-flattened_line_8-processed-gene-1.204-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.204&CDS=1-2082
OG0000994	YDR404C	augustus_masked-flattened_line_8-processed-gene-1.234-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.234&CDS=1-450
OG0000995	YDR405W	snap_masked-flattened_line_8-processed-gene-1.28-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.28&CDS=1-942
OG0000996	YDR408C	maker-flattened_line_8-snap-gene-1.174-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-1.174&CDS=1-2172
OG0000997	YDR410C	maker-flattened_line_8-snap-gene-1.175-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-1.175&CDS=1-1356
OG0000998	YDR412W	augustus_masked-flattened_line_36-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.31&CDS=1-744
OG0000999	YDR415C	snap_masked-flattened_line_44-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.141&CDS=1-1122
OG0001000	YDR419W	augustus_masked-flattened_line_124-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.53&CDS=1-1923
OG0001001	YDR421W	snap_masked-flattened_line_124-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_124-processed-gene-0.6&CDS=1-2994
OG0001002	YDR424C	augustus_masked-flattened_line_124-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.46&CDS=1-312
OG0001003	YDR427W	augustus_masked-flattened_line_80-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.59&CDS=1-1254
OG0001004	YDR429C	augustus_masked-flattened_line_80-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.42&CDS=1-888
OG0001005	YDR430C	snap_masked-flattened_line_80-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.22&CDS=1-3111
OG0001006	YDR432W	snap_masked-flattened_line_44-processed-gene-0.180-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.180&CDS=1-882
OG0001007	YDR434W	augustus_masked-flattened_line_44-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.49&CDS=1-1683
OG0001008	YDR435C	augustus_masked-flattened_line_100-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.10&CDS=1-1059
OG0001009	YDR440W	snap_masked-flattened_line_100-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.71&CDS=1-1722
OG0001010	YDR443C	snap_masked-flattened_line_100-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.73&CDS=1-4881
OG0001011	YDR444W	augustus_masked-flattened_line_44-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.17&CDS=1-2034
OG0001012	YDR448W	augustus_masked-flattened_line_44-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.19&CDS=1-1422
OG0001013	YDR449C	snap_masked-flattened_line_44-processed-gene-0.184-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.184&CDS=1-1386
OG0001014	YDR452W	augustus_masked-flattened_line_100-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.2&CDS=1-1773
OG0001015	YDR454C	snap_masked-flattened_line_100-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.77&CDS=1-567
OG0001016	YDR456W	snap_masked-flattened_line_100-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.65&CDS=1-1872
OG0001017	YDR457W	snap_masked-flattened_line_100-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.67&CDS=1-10281
OG0001018	YDR460W	snap_masked-flattened_line_100-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.62&CDS=1-1104
OG0001019	YDR462W	snap_masked-flattened_line_44-processed-gene-0.165-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.165&CDS=1-405
OG0001020	YDR465C	snap_masked-flattened_line_44-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.159&CDS=1-1497
OG0001021	YDR466W	augustus_masked-flattened_line_44-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.32&CDS=1-2037
OG0001022	YDR468C	snap_masked-flattened_line_142-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.33&CDS=1-654
OG0001023	YDR470C	snap_masked-flattened_line_142-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.34&CDS=1-1587
OG0001024	YDR472W	augustus_masked-flattened_line_142-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.4&CDS=1-888
OG0001025	YDR473C	augustus_masked-flattened_line_46-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.187&CDS=1-1227
OG0001026	YDR477W	snap_masked-flattened_line_46-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.55&CDS=1-1833
OG0001027	YDR479C	snap_masked-flattened_line_46-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.63&CDS=1-1389
OG0001028	YDR481C	snap_masked-flattened_line_18-processed-gene-1.61-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.61&CDS=1-1626
OG0001029	YDR487C	augustus_masked-flattened_line_32-processed-gene-0.237-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.237&CDS=1-639
OG0001030	YDR489W	augustus_masked-flattened_line_32-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.200&CDS=1-1023
OG0001031	YDR490C	snap_masked-flattened_line_32-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.71&CDS=1-2925
OG0001032	YDR493W	augustus_masked-flattened_line_50-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.165&CDS=1-375
OG0001033	YDR495C	augustus_masked-flattened_line_32-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.190&CDS=1-2763
OG0001034	YDR496C	snap_masked-flattened_line_32-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.19&CDS=1-1947
OG0001035	YDR497C	snap_masked-flattened_line_32-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.68&CDS=1-1935
OG0001036	YDR498C	snap_masked-flattened_line_32-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.28&CDS=1-1167
OG0001037	YDR511W	augustus_masked-flattened_line_14-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.13&CDS=1-486
OG0001038	YDR517W	snap_masked-flattened_line_14-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.63&CDS=1-1134
OG0001039	YDR519W	augustus_masked-flattened_line_14-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.94&CDS=1-396
OG0001040	YDR520C	augustus_masked-flattened_line_14-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.77&CDS=1-2571
OG0001041	YDR522C	augustus_masked-flattened_line_14-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.76&CDS=1-1254
OG0001042	YDR523C	maker-flattened_line_14-snap-gene-0.107-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-0.107&CDS=1-1833
OG0001043	YDR527W	snap_masked-flattened_line_14-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.57&CDS=1-1440
OG0001044	YDR529C	snap_masked-flattened_line_14-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.54&CDS=1-375
OG0001045	YDR531W	snap_masked-flattened_line_14-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.36&CDS=1-1122
OG0001046	YEL002C	snap_masked-flattened_line_110-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.4&CDS=1-1377
OG0001047	YEL003W	augustus_masked-flattened_line_110-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.73&CDS=1-339
OG0001048	YEL009C	snap_masked-flattened_line_66-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.47&CDS=1-693
OG0001049	YEL011W	augustus_masked-flattened_line_195-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_195-processed-gene-0.9&CDS=1-2184
OG0001050	YEL012W	snap_masked-flattened_line_195-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_195-processed-gene-0.4&CDS=1-1020
OG0001051	YEL013W	augustus_masked-flattened_line_4-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.63&CDS=1-1851
OG0001052	YEL019C	augustus_masked-flattened_line_4-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.67&CDS=1-972
OG0001053	YEL021W	genemark-flattened_line_4-processed-gene-1.39-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.39&CDS=1-999
OG0001054	YEL023C	augustus_masked-flattened_line_156-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.6&CDS=1-2310
OG0001055	YEL024W	augustus_masked-flattened_line_156-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.2&CDS=1-630
OG0001056	YEL026W	snap_masked-flattened_line_156-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_156-processed-gene-0.31&CDS=1-381
OG0001057	YEL027W	augustus_masked-flattened_line_4-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.24&CDS=1-480
OG0001058	YEL031W	snap_masked-flattened_line_4-processed-gene-2.161-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.161&CDS=1-3648
OG0001059	YEL032W	snap_masked-flattened_line_4-processed-gene-2.162-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.162&CDS=1-2973
OG0001060	YEL036C	snap_masked-flattened_line_4-processed-gene-2.134-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.134&CDS=1-1425
OG0001061	YEL037C	snap_masked-flattened_line_4-processed-gene-2.135-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.135&CDS=1-1464
OG0001062	YEL042W	augustus_masked-flattened_line_4-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.45&CDS=1-1722
OG0001063	YEL046C	snap_masked-flattened_line_4-processed-gene-2.129-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.129&CDS=1-1134
OG0001064	YEL050C	snap_masked-flattened_line_44-processed-gene-0.177-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.177&CDS=1-1248
OG0001065	YEL051W	snap_masked-flattened_line_44-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.140&CDS=1-1029
OG0001066	YEL052W	augustus_masked-flattened_line_124-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.63&CDS=1-1503
OG0001067	YEL053C	augustus_masked-flattened_line_124-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.51&CDS=1-2259
OG0001068	YEL055C	snap_masked-flattened_line_52-processed-gene-0.171-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.171&CDS=1-3219
