	Kluyveromyces_lactis	Saccharomyces_cerevisiae
OG0000721	snap_masked-CR382122-processed-gene-1.87-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-1.87&CDS=1-996	YML019W
OG0000722	augustus_masked-CR382122-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.6&CDS=1-1881	YML020W
OG0000723	augustus_masked-CR382122-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.7&CDS=1-1014	YML021C
OG0000724	augustus_masked-CR382122-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.8&CDS=1-1716	YDR440W
OG0000725	augustus_masked-CR382122-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.27&CDS=1-561	YML022W
OG0000726	snap_masked-CR382122-processed-gene-1.91-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-1.91&CDS=1-1548	YML023C
OG0000727	augustus_masked-CR382122-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.28&CDS=1-4161	YDR443C
OG0000728	augustus_masked-CR382122-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.10&CDS=1-1920	YDR444W
OG0000729	snap_masked-CR382122-processed-gene-1.93-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-1.93&CDS=1-846	YDR446W
OG0000730	augustus_masked-CR382122-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.12&CDS=1-1305	YDR448W
OG0000731	augustus_masked-CR382122-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.31&CDS=1-1362	YDR449C
OG0000732	augustus_masked-CR382122-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.13&CDS=1-765	YML025C
OG0000733	augustus_masked-CR382122-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.15&CDS=1-2043	YDR452W
OG0000734	augustus_masked-CR382122-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.33&CDS=1-591	YML028W
OG0000735	snap_masked-CR382122-processed-gene-1.116-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-1.116&CDS=1-2571	YML029W
OG0000736	augustus_masked-CR382122-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.35&CDS=1-474	YML030W
OG0000737	augustus_masked-CR382122-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.36&CDS=1-576	YDR454C
OG0000738	augustus_masked-CR382122-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.16&CDS=1-1842	YDR456W
OG0000739	snap_masked-CR382122-processed-gene-1.119-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-1.119&CDS=1-1581	YML031W
OG0000740	augustus_masked-CR382122-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.17&CDS=1-1308	YML032C
OG0000741	augustus_masked-CR382122-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.18&CDS=1-9726	YDR457W
OG0000742	augustus_masked-CR382122-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.38&CDS=1-2433	YML034W
OG0000743	augustus_masked-CR382122-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.19&CDS=1-2007	YPL222W
OG0000744	augustus_masked-CR382122-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.23&CDS=1-2667	YGL137W
OG0000745	augustus_masked-CR382122-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.40&CDS=1-867	YGL136C
OG0000746	augustus_masked-CR382122-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.26&CDS=1-570	YPL218W
OG0000747	augustus_masked-CR382122-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.41&CDS=1-3501	YPL217C
OG0000748	augustus_masked-CR382122-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.0&CDS=1-3357	YGL133W
OG0000749	augustus_masked-CR382122-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.1&CDS=1-981	YPL215W
OG0000750	augustus_masked-CR382122-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.4&CDS=1-1548	YPL214C
OG0000751	augustus_masked-CR382122-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.2&CDS=1-726	YPL213W
OG0000752	augustus_masked-CR382122-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.5&CDS=1-4515	YGL131C
OG0000753	augustus_masked-CR382122-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.3&CDS=1-1398	YGL130W
OG0000754	augustus_masked-CR382122-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.6&CDS=1-1305	YGL129C
OG0000755	augustus_masked-CR382122-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.7&CDS=1-1659	YPL212C
OG0000756	augustus_masked-CR382122-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.8&CDS=1-543	YPL211W
OG0000757	augustus_masked-CR382122-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.27&CDS=1-1914	YPL210C
OG0000758	augustus_masked-CR382122-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.9&CDS=1-1752	YGL064C
OG0000759	augustus_masked-CR382122-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.28&CDS=1-1083	YPL209C
OG0000760	snap_masked-CR382122-processed-gene-2.105-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-2.105&CDS=1-2160	YPL208W
OG0000761	augustus_masked-CR382122-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.12&CDS=1-1509	YGL065C
OG0000762	augustus_masked-CR382122-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.30&CDS=1-1473	YGL066W
OG0000763	augustus_masked-CR382122-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.31&CDS=1-966	YPL206C
OG0000764	augustus_masked-CR382122-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.13&CDS=1-1092	YKL189W
OG0000765	augustus_masked-CR382122-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.33&CDS=1-1530	YLR417W
OG0000766	augustus_masked-CR382122-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.34&CDS=1-2424	YKL188C
OG0000767	augustus_masked-CR382122-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.14&CDS=1-795	YLR414C
OG0000768	augustus_masked-CR382122-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.36&CDS=1-534	YKL186C
OG0000769	augustus_masked-CR382122-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.15&CDS=1-1380	YKL185W
OG0000770	augustus_masked-CR382122-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.16&CDS=1-1323	YKL184W
OG0000771	augustus_masked-CR382122-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.17&CDS=1-897	YKL183W
OG0000772	augustus_masked-CR382122-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.18&CDS=1-6141	YKL182W
OG0000773	augustus_masked-CR382122-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.37&CDS=1-858	YLR412W
OG0000774	augustus_masked-CR382122-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.19&CDS=1-1251	YKL181W
OG0000775	augustus_masked-CR382122-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.38&CDS=1-3420	YLR410W
OG0000776	augustus_masked-CR382122-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.20&CDS=1-2826	YLR409C
OG0000777	augustus_masked-CR382122-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.39&CDS=1-2979	YDL077C
OG0000778	snap_masked-CR382122-processed-gene-2.115-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-2.115&CDS=1-309	YLR408C
OG0000779	augustus_masked-CR382122-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.40&CDS=1-606	YLR407W
OG0000780	augustus_masked-CR382122-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.41&CDS=1-918	YDL076C
OG0000781	snap_masked-CR382122-processed-gene-2.138-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-2.138&CDS=1-1053	YLR405W
OG0000782	augustus_masked-CR382122-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.43&CDS=1-1989	YDL074C
OG0000783	augustus_masked-CR382122-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.22&CDS=1-3039	YDL073W
OG0000784	augustus_masked-CR382122-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.44&CDS=1-2043	YLR403W
OG0000785	augustus_masked-CR382122-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.23&CDS=1-1995	YLR401C
OG0000786	augustus_masked-CR382122-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.45&CDS=1-537	YDL072C
OG0000787	augustus_masked-CR382122-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.24&CDS=1-1977	YLR399C
OG0000788	augustus_masked-CR382122-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.26&CDS=1-984	YEL004W
OG0000789	snap_masked-CR382122-processed-gene-3.4-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-3.4&CDS=1-2412	YLR397C
OG0000790	snap_masked-CR382122-processed-gene-3.5-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-3.5&CDS=1-2046	YLR396C
OG0000791	snap_masked-CR382122-processed-gene-3.6-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-3.6&CDS=1-180	YDL067C
OG0000792	augustus_masked-CR382122-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.55&CDS=1-219	YLR395C
OG0000793	augustus_masked-CR382122-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.75&CDS=1-942	YLR394W
OG0000794	augustus_masked-CR382122-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.57&CDS=1-795	YPR183W
OG0000795	genemark-CR382122-processed-gene-3.108-mRNA-1_1&gene=genemark-CR382122-processed-gene-3.108&CDS=1-4542	YPR184W
OG0000796	augustus_masked-CR382122-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.59&CDS=1-2052	YPR185W
OG0000797	augustus_masked-CR382122-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.76&CDS=1-1332	YPR186C
OG0000798	augustus_masked-CR382122-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.60&CDS=1-474	YPR187W
OG0000799	augustus_masked-CR382122-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.77&CDS=1-405	YPR188C
OG0000800	augustus_masked-CR382122-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.61&CDS=1-4203	YPR189W
OG0000801	augustus_masked-CR382122-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.78&CDS=1-1971	YPR190C
OG0000802	augustus_masked-CR382122-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.62&CDS=1-1080	YPR191W
OG0000803	genemark-CR382122-processed-gene-3.128-mRNA-1_1&gene=genemark-CR382122-processed-gene-3.128&CDS=1-2199	YHR205W
OG0000804	augustus_masked-CR382122-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.80&CDS=1-2292	YHR204W
OG0000805	augustus_masked-CR382122-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.81&CDS=1-1785	YHR202W
OG0000806	augustus_masked-CR382122-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.82&CDS=1-786	YJR144W
OG0000807	augustus_masked-CR382122-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.65&CDS=1-2316	YJR143C
OG0000808	augustus_masked-CR382122-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.83&CDS=1-1026	YJR142W
OG0000809	augustus_masked-CR382122-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.66&CDS=1-1149	YHR201C
OG0000810	augustus_masked-CR382122-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.84&CDS=1-1062	YJR141W
OG0000811	augustus_masked-CR382122-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.67&CDS=1-5937	YJR140C
OG0000812	augustus_masked-CR382122-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.85&CDS=1-4674	YJR138W
OG0000813	augustus_masked-CR382122-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.86&CDS=1-741	YHR200W
OG0000814	genemark-CR382122-processed-gene-3.118-mRNA-1_1&gene=genemark-CR382122-processed-gene-3.118&CDS=1-4257	YJR137C
OG0000815	augustus_masked-CR382122-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.69&CDS=1-945	YHR198C
OG0000816	augustus_masked-CR382122-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.70&CDS=1-1281	YJR136C
OG0000817	augustus_masked-CR382122-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.88&CDS=1-261	YJR135W-A
OG0000818	snap_masked-CR382122-processed-gene-3.26-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-3.26&CDS=1-678	YJR135C
OG0000819	augustus_masked-CR382122-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.89&CDS=1-2328	YHR197W
OG0000820	augustus_masked-CR382122-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.72&CDS=1-2004	YJR134C
OG0000821	augustus_masked-CR382122-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.90&CDS=1-645	YJR133W
OG0000822	augustus_masked-CR382122-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.91&CDS=1-1617	YHR196W
OG0000823	augustus_masked-CR382122-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.92&CDS=1-3156	YJR132W
OG0000824	augustus_masked-CR382122-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.94&CDS=1-1737	YHR194W
OG0000825	augustus_masked-CR382122-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.73&CDS=1-528	YHR193C
OG0000826	augustus_masked-CR382122-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.95&CDS=1-831	YHR192W
OG0000827	augustus_masked-CR382122-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.74&CDS=1-399	YHR191C
OG0000828	augustus_masked-CR382122-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.54&CDS=1-1653	YJR131W
OG0000829	augustus_masked-CR382122-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.50&CDS=1-2064	YJR130C
OG0000830	genemark-CR382122-processed-gene-4.6-mRNA-1_1&gene=genemark-CR382122-processed-gene-4.6&CDS=1-168	YML081C-A
OG0000831	augustus_masked-CR382122-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.51&CDS=1-1059	YIR029W
OG0000832	augustus_masked-CR382122-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.52&CDS=1-924	YJR129C
OG0000833	augustus_masked-CR382122-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.55&CDS=1-3996	YML081W
OG0000834	augustus_masked-CR382122-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.57&CDS=1-576	YML078W
OG0000835	augustus_masked-CR382122-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.58&CDS=1-1200	YJR125C
OG0000836	maker-CR382122-augustus-gene-4.47-mRNA-1_1&gene=maker-CR382122-augustus-gene-4.47&CDS=1-411	YML077W
OG0000837	augustus_masked-CR382122-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.74&CDS=1-2757	YML076C
OG0000838	augustus_masked-CR382122-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.75&CDS=1-3216	YML075C
OG0000839	augustus_masked-CR382122-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.76&CDS=1-1254	YLR449W
OG0000840	maker-CR382122-augustus-gene-4.48-mRNA-1_1&gene=maker-CR382122-augustus-gene-4.48&CDS=1-525	YML073C
OG0000841	augustus_masked-CR382122-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.78&CDS=1-4470	YML072C
OG0000842	augustus_masked-CR382122-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.79&CDS=1-1254	YML071C
OG0000843	augustus_masked-CR382122-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.59&CDS=1-1041	YLR447C
OG0000844	augustus_masked-CR382122-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.63&CDS=1-1755	YML070W
OG0000845	augustus_masked-CR382122-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.64&CDS=1-1665	YML069W
OG0000846	snap_masked-CR382122-processed-gene-4.134-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-4.134&CDS=1-534	YLR445W
OG0000847	genemark-CR382122-processed-gene-4.36-mRNA-1_1&gene=genemark-CR382122-processed-gene-4.36&CDS=1-1017	YML067C
OG0000848	augustus_masked-CR382122-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.84&CDS=1-1023	YML066C
OG0000849	snap_masked-CR382122-processed-gene-4.137-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-4.137&CDS=1-1194	YLR443W
OG0000850	augustus_masked-CR382122-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.65&CDS=1-2658	YML065W
OG0000851	snap_masked-CR382122-processed-gene-4.138-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-4.138&CDS=1-669	YML064C
OG0000852	augustus_masked-CR382122-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.66&CDS=1-765	YLR441C
OG0000853	snap_masked-CR382122-processed-gene-4.140-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-4.140&CDS=1-1062	YML062C
OG0000854	snap_masked-CR382122-processed-gene-4.118-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-4.118&CDS=1-2016	YLR440C
OG0000855	augustus_masked-CR382122-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.68&CDS=1-1191	YML060W
OG0000856	augustus_masked-CR382122-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.88&CDS=1-996	YLR439W
OG0000857	augustus_masked-CR382122-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.69&CDS=1-249	YLR438C-A
OG0000858	augustus_masked-CR382122-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.89&CDS=1-4323	YML059C
OG0000859	augustus_masked-CR382122-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.90&CDS=1-1311	YLR438W
OG0000860	augustus_masked-CR382122-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.72&CDS=1-474	YML058W
OG0000861	augustus_masked-CR382122-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.92&CDS=1-627	YLR435W
OG0000862	augustus_masked-CR382122-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.45&CDS=1-1635	YLR433C
OG0000863	augustus_masked-CR382122-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.46&CDS=1-1278	YLR431C
OG0000864	augustus_masked-CR382122-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.48&CDS=1-5991	YLR430W
OG0000865	augustus_masked-CR382122-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.66&CDS=1-3663	YOR151C
OG0000866	augustus_masked-CR382122-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.49&CDS=1-723	YDR405W
OG0000867	augustus_masked-CR382122-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.67&CDS=1-612	YGR038W
OG0000868	augustus_masked-CR382122-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.50&CDS=1-261	YGR037C
OG0000869	augustus_masked-CR382122-processed-gene-5.51-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.51&CDS=1-2583	YLR347C
OG0000870	augustus_masked-CR382122-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.52&CDS=1-693	YGR036C
OG0000871	augustus_masked-CR382122-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.68&CDS=1-1641	YLR345W
OG0000872	augustus_masked-CR382122-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.53&CDS=1-702	YGR033C
OG0000873	augustus_masked-CR382122-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.72&CDS=1-1032	YGR031W
OG0000874	augustus_masked-CR382122-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.74&CDS=1-933	YLR340W
OG0000875	snap_masked-CR382122-processed-gene-5.12-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-5.12&CDS=1-459	YGR030C
OG0000876	augustus_masked-CR382122-processed-gene-5.56-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.56&CDS=1-1767	YLR337C
OG0000877	maker-CR382122-snap-gene-5.2-mRNA-1_1&gene=maker-CR382122-snap-gene-5.2&CDS=1-612	YGR029W
OG0000878	augustus_masked-CR382122-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.76&CDS=1-1080	YGR028W
