	Millerozyma_acaciae	Saccharomyces_cerevisiae
OG0000883	-processed-gene-8.128-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-8.128&CDS=1-1152	YDR282C
OG0000884	-processed-gene-8.130-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-8.130&CDS=1-1926	YMR108W
OG0000885	-processed-gene-8.274-mRNA-1_1&gene=snap_masked-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-8.274&CDS=1-3399	YOR349W
OG0000886	-processed-gene-8.132-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-8.132&CDS=1-303	YMR286W
OG0000887	-processed-gene-8.228-mRNA-1_1&gene=snap_masked-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-8.228&CDS=1-192	YPL189C-A
OG0000888	-processed-gene-8.141-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-8.141&CDS=1-615	YBR062C
OG0000889	-processed-gene-8.181-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-8.181&CDS=1-768	YDR041W
OG0000890	-processed-gene-8.142-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-8.142&CDS=1-903	YBR061C
OG0000891	-processed-gene-8.182-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-8.182&CDS=1-1779	YDR037W
OG0000892	-processed-gene-8.144-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-8.144&CDS=1-1002	YDR051C
OG0000893	-processed-gene-8.145-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-8.145&CDS=1-744	YDR050C
OG0000894	-processed-gene-8.183-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-8.183&CDS=1-1044	YMR262W
OG0000895	-processed-gene-8.184-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-8.184&CDS=1-933	YML112W
OG0000896	-processed-gene-8.147-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-8.147&CDS=1-456	YMR260C
OG0000897	-processed-gene-8.186-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-8.186&CDS=1-2817	YNL313C
OG0000898	-processed-gene-8.149-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-8.149&CDS=1-333	YDR045C
OG0000899	-processed-gene-8.189-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-8.189&CDS=1-942	YNR064C
OG0000900	-processed-gene-8.153-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-8.153&CDS=1-1737	YML070W
OG0000901	-processed-gene-0.21-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-0.21&CDS=1-1065	YJR149W
OG0000902	-processed-gene-0.23-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-0.23&CDS=1-1302	YNR058W
OG0000903	-processed-gene-0.4-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-0.4&CDS=1-627	YNR057C
OG0000904	-processed-gene-0.6-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-0.6&CDS=1-1722	YBR296C
OG0000905	-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-0.53&CDS=1-270	YJR135W-A
OG0000906	-processed-gene-0.13-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-0.13&CDS=1-885	YHR198C
OG0000907	-processed-gene-0.31-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-0.31&CDS=1-1086	YDL055C
OG0000908	-augustus-gene-0.43-mRNA-1_1&gene=maker-gi|1002316183|dbj|BCKO01000006.1|-augustus-gene-0.43&CDS=1-2496	YLR377C
OG0000909	-processed-gene-0.16-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-0.16&CDS=1-510	YGR082W
OG0000910	-processed-gene-0.18-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-0.18&CDS=1-1077	YJR139C
OG0000911	-augustus-gene-0.44-mRNA-1_1&gene=maker-gi|1002316183|dbj|BCKO01000006.1|-augustus-gene-0.44&CDS=1-5349	YJR138W
OG0000912	-processed-gene-0.19-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-0.19&CDS=1-882	YMR096W
OG0000913	-processed-gene-0.38-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-0.38&CDS=1-4233	YAL024C
OG0000914	-processed-gene-1.91-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-1.91&CDS=1-846	YPR103W
OG0000915	-processed-gene-1.4-mRNA-1_1&gene=snap_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-1.4&CDS=1-1671	YPR093C
OG0000916	-processed-gene-1.95-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-1.95&CDS=1-1089	YGR080W
OG0000917	-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-1.65&CDS=1-1854	YMR013C
OG0000918	-processed-gene-1.99-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-1.99&CDS=1-894	YDL052C
OG0000919	-processed-gene-1.114-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-1.114&CDS=1-3378	YPL195W
OG0000920	-processed-gene-1.115-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-1.115&CDS=1-2199	YIL108W
OG0000921	-processed-gene-1.101-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-1.101&CDS=1-1794	YBR223C
OG0000922	-augustus-gene-1.45-mRNA-1_1&gene=maker-gi|1002316183|dbj|BCKO01000006.1|-augustus-gene-1.45&CDS=1-5355	YJL074C
OG0000923	-processed-gene-1.116-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-1.116&CDS=1-669	YPL193W
OG0000924	-processed-gene-1.118-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-1.118&CDS=1-1377	YDR023W
OG0000925	-processed-gene-1.104-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-1.104&CDS=1-1395	YDR030C
OG0000926	-processed-gene-1.121-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-1.121&CDS=1-3030	YBR074W
OG0000927	-augustus-gene-1.46-mRNA-1_1&gene=maker-gi|1002316183|dbj|BCKO01000006.1|-augustus-gene-1.46&CDS=1-2934	YDR047W
OG0000928	-processed-gene-1.122-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-1.122&CDS=1-2697	YBR073W
OG0000929	-processed-gene-1.18-mRNA-1_1&gene=snap_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-1.18&CDS=1-4473	YMR259C
OG0000930	-processed-gene-1.109-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-1.109&CDS=1-1080	YBR065C
OG0000931	-processed-gene-1.124-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-1.124&CDS=1-555	YBR070C
OG0000932	-processed-gene-1.127-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-1.127&CDS=1-687	YMR090W
OG0000933	-processed-gene-1.128-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-1.128&CDS=1-1833	YHL040C
OG0000934	-processed-gene-1.112-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-1.112&CDS=1-1647	YBR008C
OG0000935	-processed-gene-2.93-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.93&CDS=1-1797	YOL152W
OG0000936	-processed-gene-2.94-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.94&CDS=1-633	YKL070W
OG0000937	-processed-gene-2.5-mRNA-1_1&gene=snap_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.5&CDS=1-4848	YJR001W
OG0000938	-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.71&CDS=1-3261	YDR440W
OG0000939	-processed-gene-2.126-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.126&CDS=1-639	YML012W
OG0000940	-processed-gene-2.10-mRNA-1_1&gene=snap_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.10&CDS=1-213	YML009C
OG0000941	-processed-gene-2.127-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.127&CDS=1-3177	YDR430C
OG0000942	-processed-gene-2.104-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.104&CDS=1-1002	YKL120W
OG0000943	-snap-gene-2.142-mRNA-1_1&gene=maker-gi|1002316183|dbj|BCKO01000006.1|-snap-gene-2.142&CDS=1-2292	YMR100W
OG0000944	-processed-gene-2.128-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.128&CDS=1-5430	YGR098C
OG0000945	-processed-gene-2.131-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.131&CDS=1-456	YML094W
OG0000946	-processed-gene-2.133-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.133&CDS=1-1884	YML127W
OG0000947	-processed-gene-2.39-mRNA-1_1&gene=snap_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.39&CDS=1-1515	YPL197C
OG0000948	-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.83&CDS=1-5772	YMR176W
OG0000949	-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.62&CDS=1-1962	YJL090C
OG0000950	-processed-gene-2.115-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.115&CDS=1-720	YPL199C
OG0000951	-processed-gene-2.135-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.135&CDS=1-645	YML001W
OG0000952	-processed-gene-2.119-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.119&CDS=1-1413	YBR279W
OG0000953	-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.85&CDS=1-2541	YHR190W
OG0000954	-processed-gene-2.138-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.138&CDS=1-999	YML121W
OG0000955	-processed-gene-2.139-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-2.139&CDS=1-657	YPL178W
OG0000956	-processed-gene-3.51-mRNA-1_1&gene=snap_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.51&CDS=1-2010	YML096W
OG0000957	-processed-gene-3.3-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.3&CDS=1-2832	YIL109C
OG0000958	-processed-gene-3.6-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.6&CDS=1-1218	YNL051W
OG0000959	-processed-gene-3.7-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.7&CDS=1-4416	YNL050C
OG0000960	-processed-gene-3.8-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.8&CDS=1-3609	YJL187C
OG0000961	-processed-gene-3.33-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.33&CDS=1-1101	YIL110W
OG0000962	-processed-gene-3.9-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.9&CDS=1-2781	YIL107C
OG0000963	-processed-gene-3.10-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.10&CDS=1-2817	YNL054W
OG0000964	-processed-gene-3.35-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.35&CDS=1-2844	YCR030C
OG0000965	-processed-gene-3.11-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.11&CDS=1-1503	YNL142W
OG0000966	-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.107&CDS=1-6126	YGL130W
OG0000967	-processed-gene-3.37-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.37&CDS=1-390	YNL153C
OG0000968	-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.108&CDS=1-1314	YGR111W
OG0000969	-processed-gene-3.40-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.40&CDS=1-1830	YJL085W
OG0000970	-processed-gene-3.17-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.17&CDS=1-2481	YJL087C
OG0000971	-processed-gene-3.18-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.18&CDS=1-996	YER142C
OG0000972	-processed-gene-3.20-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.20&CDS=1-1269	YDR083W
OG0000973	-processed-gene-3.21-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.21&CDS=1-1998	YER124C
OG0000974	-processed-gene-3.22-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.22&CDS=1-2343	YER125W
OG0000975	-processed-gene-3.24-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.24&CDS=1-957	YPR023C
OG0000976	-processed-gene-3.27-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-3.27&CDS=1-546	YDL217C
OG0000977	-processed-gene-4.0-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.0&CDS=1-1068	YNL141W
OG0000978	-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.56&CDS=1-465	YBL078C
OG0000979	-processed-gene-4.2-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.2&CDS=1-1560	YBL080C
OG0000980	-processed-gene-4.6-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.6&CDS=1-1341	YKL178C
OG0000981	-processed-gene-4.7-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.7&CDS=1-3321	YER110C
OG0000982	-processed-gene-4.8-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.8&CDS=1-705	YDR020C
OG0000983	-processed-gene-4.34-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.34&CDS=1-4341	YBL079W
OG0000984	-processed-gene-4.9-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.9&CDS=1-1224	YDR415C
OG0000985	-processed-gene-4.35-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.35&CDS=1-408	YCR028C-A
OG0000986	-processed-gene-4.10-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.10&CDS=1-492	YOL143C
OG0000987	-processed-gene-4.37-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.37&CDS=1-1860	YOL115W
OG0000988	-processed-gene-4.38-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.38&CDS=1-2181	YJL057C
OG0000989	-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.88&CDS=1-993	YOL114C
OG0000990	-processed-gene-4.14-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.14&CDS=1-564	YOL149W
OG0000991	-processed-gene-4.15-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.15&CDS=1-2325	YOL148C
OG0000992	-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.90&CDS=1-912	YBR037C
OG0000993	-processed-gene-4.17-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.17&CDS=1-1824	YPL208W
OG0000994	-augustus-gene-4.100-mRNA-1_1&gene=maker-gi|1002316183|dbj|BCKO01000006.1|-augustus-gene-4.100&CDS=1-3324	YBR106W
OG0000995	-processed-gene-4.21-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.21&CDS=1-2148	YMR029C
OG0000996	-processed-gene-4.22-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.22&CDS=1-4311	YPL226W
OG0000997	-processed-gene-4.23-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.23&CDS=1-2643	YML093W
OG0000998	-processed-gene-4.46-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.46&CDS=1-1680	YML086C
OG0000999	-processed-gene-4.24-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.24&CDS=1-1341	YML126C
OG0001000	-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.74&CDS=1-2568	YML128C
OG0001001	-augustus-gene-4.99-mRNA-1_1&gene=maker-gi|1002316183|dbj|BCKO01000006.1|-augustus-gene-4.99&CDS=1-1344	YML085C
OG0001002	-processed-gene-4.26-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.26&CDS=1-912	YML125C
OG0001003	-processed-gene-4.27-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.27&CDS=1-1053	YPR127W
OG0001004	-processed-gene-4.48-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.48&CDS=1-3912	YMR012W
OG0001005	-processed-gene-4.30-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.30&CDS=1-1893	YML088W
OG0001006	-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-4.80&CDS=1-3840	YML091C
OG0001007	-processed-gene-5.53-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.53&CDS=1-318	YBR268W
OG0001008	-processed-gene-5.57-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.57&CDS=1-2487	YPR089W
OG0001009	-processed-gene-5.54-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.54&CDS=1-885	YPR079W
OG0001010	-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.109&CDS=1-4509	YNL287W
OG0001011	-processed-gene-5.84-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.84&CDS=1-3336	YGL094C
OG0001012	-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.130&CDS=1-3681	YLR002C
OG0001013	-processed-gene-5.59-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.59&CDS=1-1563	YMR015C
OG0001014	-processed-gene-5.87-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.87&CDS=1-1482	YHR183W
OG0001015	-processed-gene-5.60-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.60&CDS=1-1587	YJR010W
OG0001016	-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.112&CDS=1-2994	YHR207C
OG0001017	-augustus-gene-5.2-mRNA-1_1&gene=maker-gi|1002316183|dbj|BCKO01000006.1|-augustus-gene-5.2&CDS=1-2664	YPL072W
OG0001018	-processed-gene-5.90-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.90&CDS=1-1020	YCR021C
OG0001019	-processed-gene-5.65-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.65&CDS=1-843	YLR064W
OG0001020	-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.115&CDS=1-918	YAL044W-A
OG0001021	-processed-gene-5.68-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.68&CDS=1-1194	YGL166W
OG0001022	-processed-gene-5.93-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.93&CDS=1-1302	YGL164C
OG0001023	-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.117&CDS=1-4251	YGL163C
OG0001024	-processed-gene-5.71-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.71&CDS=1-333	YOR327C
OG0001025	-processed-gene-5.95-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.95&CDS=1-567	YAL044C
OG0001026	-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.120&CDS=1-2085	YGL084C
OG0001027	-processed-gene-5.99-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.99&CDS=1-411	YGL087C
OG0001028	-processed-gene-5.75-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.75&CDS=1-2001	YGL086W
OG0001029	-processed-gene-5.100-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.100&CDS=1-2736	YBR055C
OG0001030	-processed-gene-5.76-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.76&CDS=1-1524	YMR131C
OG0001031	-processed-gene-5.77-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.77&CDS=1-1884	YPL263C
OG0001032	-processed-gene-5.101-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.101&CDS=1-978	YPL266W
OG0001033	-processed-gene-5.79-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.79&CDS=1-1608	YEL058W
OG0001034	-processed-gene-5.103-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-5.103&CDS=1-693	YGL085W
OG0001035	-processed-gene-6.1-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.1&CDS=1-1209	YKR048C
OG0001036	-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.102&CDS=1-567	YGR161C
OG0001037	-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.103&CDS=1-2406	YLL002W
OG0001038	-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.104&CDS=1-555	YAL027W
OG0001039	-processed-gene-6.27-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.27&CDS=1-2502	YLL001W
OG0001040	-processed-gene-6.8-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.8&CDS=1-1431	YJL002C
OG0001041	-processed-gene-6.9-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.9&CDS=1-651	YJL001W
OG0001042	-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.125&CDS=1-2247	YLL004W
OG0001043	-processed-gene-6.11-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.11&CDS=1-1695	YOR245C
OG0001044	-processed-gene-6.12-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.12&CDS=1-999	YLR017W
OG0001045	-processed-gene-6.13-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.13&CDS=1-1734	YKR093W
OG0001046	-processed-gene-6.14-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.14&CDS=1-2394	YPL153C
OG0001047	-processed-gene-6.32-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.32&CDS=1-1203	YOR242C
OG0001048	-processed-gene-6.15-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.15&CDS=1-2097	YOR243C
OG0001049	-processed-gene-6.16-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.16&CDS=1-951	YOR251C
OG0001050	-processed-gene-6.33-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.33&CDS=1-1587	YOR269W
OG0001051	-processed-gene-6.84-mRNA-1_1&gene=snap_masked-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.84&CDS=1-774	YNL265C
OG0001052	-processed-gene-6.36-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.36&CDS=1-1377	YLL011W
OG0001053	-processed-gene-6.37-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.37&CDS=1-1074	YLR019W
OG0001054	-processed-gene-6.38-mRNA-1_1&gene=genemark-gi|1002316183|dbj|BCKO01000006.1|-processed-gene-6.38&CDS=1-711	YGR232W
