	Saccharomyces_cerevisiae	yHMPu5000034885_Ogataea_zsoltii
OG0000684	YCL017C	snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.34-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.34&CDS=1-1407
OG0000685	YCL018W	snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.77&CDS=1-1089
OG0000686	YCL029C	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-1.31&CDS=1-1236
OG0000687	YCL030C	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-1.9&CDS=1-2565
OG0000688	YCL031C	augustus_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-5.16&CDS=1-876
OG0000689	YCL032W	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-5.182-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-5.182&CDS=1-1266
OG0000690	YCL033C	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-1.49&CDS=1-471
OG0000691	YCL034W	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-1.20&CDS=1-1338
OG0000692	YCL038C	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.207-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.207&CDS=1-1695
OG0000693	YCL039W	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.256-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.256&CDS=1-1761
OG0000694	YCL043C	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.208-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.208&CDS=1-1539
OG0000695	YCL045C	snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.237-mRNA-1_1&gene=snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.237&CDS=1-2487
OG0000696	YCL047C	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.347-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.347&CDS=1-828
OG0000697	YCL054W	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.179-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.179&CDS=1-2499
OG0000698	YCL055W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.298-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.298&CDS=1-1188
OG0000699	YCL057C-A	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-6.77-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-6.77&CDS=1-243
OG0000700	YCL057W	snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-0.49&CDS=1-2031
OG0000701	YCL059C	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.31&CDS=1-1110
OG0000702	YCL061C	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.30&CDS=1-3174
OG0000703	YCL074W	augustus_masked-NODE_32_length_134182_cov_33.8379_ID_63-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_32_length_134182_cov_33.8379_ID_63-processed-gene-0.104&CDS=1-1431
OG0000704	YCR002C	snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.75&CDS=1-1047
OG0000705	YCR003W	snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.32&CDS=1-567
OG0000706	YCR008W	augustus_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-3.157&CDS=1-6774
OG0000707	YCR009C	maker-NODE_3_length_509586_cov_31.0256_ID_5-snap-gene-3.0-mRNA-1_1&gene=maker-NODE_3_length_509586_cov_31.0256_ID_5-snap-gene-3.0&CDS=1-789
OG0000708	YCR011C	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-0.83&CDS=1-3087
OG0000709	YCR012W	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.170-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.170&CDS=1-1248
OG0000710	YCR014C	genemark-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-1.120-mRNA-1_1&gene=genemark-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-1.120&CDS=1-1512
OG0000711	YCR015C	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.150-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.150&CDS=1-852
OG0000712	YCR016W	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-1.20&CDS=1-1011
OG0000713	YCR017C	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.146-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.146&CDS=1-2868
OG0000714	YCR019W	snap_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.211-mRNA-1_1&gene=snap_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.211&CDS=1-1044
OG0000715	YCR020C-A	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.25-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.25&CDS=1-258
OG0000716	YCR028C-A	snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.16&CDS=1-381
OG0000717	YCR030C	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.117-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.117&CDS=1-2640
OG0000718	YCR032W	snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.306-mRNA-1_1&gene=snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.306&CDS=1-6321
OG0000719	YCR033W	genemark-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-0.53&CDS=1-4245
OG0000720	YCR034W	snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.307-mRNA-1_1&gene=snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.307&CDS=1-1038
OG0000721	YCR035C	snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.254-mRNA-1_1&gene=snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.254&CDS=1-1113
OG0000722	YCR036W	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.102&CDS=1-930
OG0000723	YCR042C	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.20-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.20&CDS=1-4530
OG0000724	YCR045C	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-3.21-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-3.21&CDS=1-1287
OG0000725	YCR047C	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.126-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.126&CDS=1-822
OG0000726	YCR051W	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.129-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.129&CDS=1-660
OG0000727	YCR053W	maker-NODE_4_length_504154_cov_32.1482_ID_7-snap-gene-3.6-mRNA-1_1&gene=maker-NODE_4_length_504154_cov_32.1482_ID_7-snap-gene-3.6&CDS=1-2985
OG0000728	YCR054C	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-3.17-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-3.17&CDS=1-1707
OG0000729	YCR057C	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-3.16-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-3.16&CDS=1-2727
OG0000730	YCR059C	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-3.13-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-3.13&CDS=1-972
OG0000731	YCR060W	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-3.15-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-3.15&CDS=1-828
OG0000732	YCR061W	augustus_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.56&CDS=1-1884
OG0000733	YCR063W	augustus_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-0.39&CDS=1-792
OG0000734	YCR065W	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.32-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.32&CDS=1-1644
OG0000735	YCR066W	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-0.35&CDS=1-1194
OG0000736	YCR068W	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-3.14-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-3.14&CDS=1-1674
OG0000737	YCR071C	snap_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.230-mRNA-1_1&gene=snap_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.230&CDS=1-387
OG0000738	YCR072C	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.108&CDS=1-1521
OG0000739	YCR077C	snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.121&CDS=1-2481
OG0000740	YCR079W	snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.261-mRNA-1_1&gene=snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.261&CDS=1-1473
OG0000741	YCR081W	snap_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.190-mRNA-1_1&gene=snap_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.190&CDS=1-4518
OG0000742	YCR086W	snap_masked-NODE_53_length_40581_cov_30.4966_ID_105-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_53_length_40581_cov_30.4966_ID_105-processed-gene-0.8&CDS=1-1119
OG0000743	YCR088W	snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.58-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.58&CDS=1-1827
OG0000744	YCR090C	augustus_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-1.39&CDS=1-2610
OG0000745	YCR091W	snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-1.127-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-1.127&CDS=1-2496
OG0000746	YCR092C	genemark-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-1.99-mRNA-1_1&gene=genemark-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-1.99&CDS=1-3003
OG0000747	YCR093W	maker-NODE_1_length_742912_cov_33.9653_ID_1-snap-gene-6.5-mRNA-1_1&gene=maker-NODE_1_length_742912_cov_33.9653_ID_1-snap-gene-6.5&CDS=1-8040
OG0000748	YCR095C	snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-2.34-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-2.34&CDS=1-984
OG0000749	YCR097W	augustus_masked-NODE_85_length_4171_cov_67.6381_ID_169-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_85_length_4171_cov_67.6381_ID_169-processed-gene-0.2&CDS=1-612
OG0000750	YCR098C	maker-NODE_42_length_88966_cov_30.3916_ID_83-snap-gene-0.91-mRNA-1_1&gene=maker-NODE_42_length_88966_cov_30.3916_ID_83-snap-gene-0.91&CDS=1-1515
OG0000751	YDL001W	snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.75&CDS=1-1320
OG0000752	YDL002C	maker-NODE_17_length_254749_cov_31.1339_ID_33-snap-gene-1.5-mRNA-1_1&gene=maker-NODE_17_length_254749_cov_31.1339_ID_33-snap-gene-1.5&CDS=1-993
OG0000753	YDL003W	snap_masked-NODE_36_length_115515_cov_29.1138_ID_71-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_36_length_115515_cov_29.1138_ID_71-processed-gene-0.47&CDS=1-1551
OG0000754	YDL004W	maker-NODE_10_length_305151_cov_36.765_ID_19-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_10_length_305151_cov_36.765_ID_19-augustus-gene-0.4&CDS=1-525
OG0000755	YDL006W	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-0.115&CDS=1-1038
OG0000756	YDL007W	maker-NODE_4_length_504154_cov_32.1482_ID_7-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_4_length_504154_cov_32.1482_ID_7-augustus-gene-0.1&CDS=1-1317
OG0000757	YDL012C	augustus_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.102&CDS=1-354
OG0000758	YDL014W	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.133-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.133&CDS=1-966
OG0000759	YDL015C	snap_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.7&CDS=1-951
OG0000760	YDL017W	snap_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.79&CDS=1-2004
OG0000761	YDL020C	snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.208-mRNA-1_1&gene=snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.208&CDS=1-1686
OG0000762	YDL022W	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.172-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.172&CDS=1-1125
OG0000763	YDL025C	maker-NODE_20_length_223538_cov_38.8343_ID_39-snap-gene-1.1-mRNA-1_1&gene=maker-NODE_20_length_223538_cov_38.8343_ID_39-snap-gene-1.1&CDS=1-1506
OG0000764	YDL028C	snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-0.131&CDS=1-2040
OG0000765	YDL029W	maker-NODE_19_length_231802_cov_29.4664_ID_37-augustus-gene-0.46-mRNA-1_1&gene=maker-NODE_19_length_231802_cov_29.4664_ID_37-augustus-gene-0.46&CDS=1-2007
OG0000766	YDL030W	snap_masked-NODE_35_length_118745_cov_32.5334_ID_69-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_35_length_118745_cov_32.5334_ID_69-processed-gene-0.52&CDS=1-1545
OG0000767	YDL031W	maker-NODE_5_length_464012_cov_40.2151_ID_9-augustus-gene-3.167-mRNA-1_1&gene=maker-NODE_5_length_464012_cov_40.2151_ID_9-augustus-gene-3.167&CDS=1-4053
OG0000768	YDL033C	snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.262-mRNA-1_1&gene=snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.262&CDS=1-1254
OG0000769	YDL035C	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.124&CDS=1-2058
OG0000770	YDL040C	snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-0.106&CDS=1-2409
OG0000771	YDL045C	snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-1.41&CDS=1-759
OG0000772	YDL045W-A	snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-0.96&CDS=1-270
OG0000773	YDL046W	snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-1.123-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-1.123&CDS=1-516
OG0000774	YDL047W	snap_masked-NODE_35_length_118745_cov_32.5334_ID_69-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_35_length_118745_cov_32.5334_ID_69-processed-gene-0.27&CDS=1-945
OG0000775	YDL051W	maker-NODE_50_length_46340_cov_28.7699_ID_99-augustus-gene-0.23-mRNA-1_1&gene=maker-NODE_50_length_46340_cov_28.7699_ID_99-augustus-gene-0.23&CDS=1-1305
OG0000776	YDL052C	snap_masked-NODE_23_length_192153_cov_28.0327_ID_45-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_23_length_192153_cov_28.0327_ID_45-processed-gene-0.68&CDS=1-846
OG0000777	YDL054C	augustus_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.261-mRNA-1_1&gene=augustus_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.261&CDS=1-1821
OG0000778	YDL055C	snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.190-mRNA-1_1&gene=snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.190&CDS=1-1092
OG0000779	YDL056W	snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.57&CDS=1-2448
OG0000780	YDL058W	snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.53&CDS=1-5412
OG0000781	YDL060W	maker-NODE_29_length_167461_cov_42.2916_ID_57-snap-gene-0.7-mRNA-1_1&gene=maker-NODE_29_length_167461_cov_42.2916_ID_57-snap-gene-0.7&CDS=1-3417
OG0000782	YDL063C	snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.34&CDS=1-1806
OG0000783	YDL064W	snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.83&CDS=1-486
OG0000784	YDL065C	snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.35&CDS=1-933
OG0000785	YDL067C	snap_masked-NODE_51_length_46138_cov_30.082_ID_101-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_51_length_46138_cov_30.082_ID_101-processed-gene-0.11&CDS=1-183
OG0000786	YDL072C	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.26&CDS=1-594
OG0000787	YDL074C	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-0.117&CDS=1-2082
OG0000788	YDL076C	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.28&CDS=1-1914
OG0000789	YDL081C	snap_masked-NODE_40_length_98301_cov_29.074_ID_79-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_40_length_98301_cov_29.074_ID_79-processed-gene-0.117&CDS=1-324
OG0000790	YDL084W	maker-NODE_13_length_289362_cov_30.0886_ID_25-snap-gene-0.39-mRNA-1_1&gene=maker-NODE_13_length_289362_cov_30.0886_ID_25-snap-gene-0.39&CDS=1-1293
OG0000791	YDL086W	snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-1.43&CDS=1-816
OG0000792	YDL087C	snap_masked-NODE_38_length_101086_cov_29.1576_ID_75-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_38_length_101086_cov_29.1576_ID_75-processed-gene-0.144&CDS=1-780
OG0000793	YDL090C	snap_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.204-mRNA-1_1&gene=snap_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.204&CDS=1-1398
OG0000794	YDL091C	snap_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.248-mRNA-1_1&gene=snap_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.248&CDS=1-1578
OG0000795	YDL092W	maker-NODE_24_length_183566_cov_30.6958_ID_47-snap-gene-0.6-mRNA-1_1&gene=maker-NODE_24_length_183566_cov_30.6958_ID_47-snap-gene-0.6&CDS=1-396
OG0000796	YDL095W	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.136&CDS=1-2535
OG0000797	YDL097C	snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.99&CDS=1-1278
OG0000798	YDL101C	snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.81&CDS=1-1602
OG0000799	YDL102W	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-2.125-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-2.125&CDS=1-3297
OG0000800	YDL104C	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-5.176-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-5.176&CDS=1-1137
OG0000801	YDL105W	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-5.150-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-5.150&CDS=1-1182
OG0000802	YDL106C	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-5.149-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-5.149&CDS=1-2019
OG0000803	YDL107W	snap_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.27&CDS=1-1059
