	Saccharomyces_cerevisiae	yHMPu5000035271_Wickerhamomyces_bovis
OG0000580	YBL023C	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.92&CDS=1-2571
OG0000581	YBL024W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-5.91&CDS=1-2046
OG0000582	YBL026W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-5.92&CDS=1-303
OG0000583	YBL028C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-3.75&CDS=1-315
OG0000584	YBL029W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-4.91&CDS=1-1080
OG0000585	YBL033C	augustus_masked-NODE_25_length_132993_cov_22.9202_ID_2981-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_25_length_132993_cov_22.9202_ID_2981-processed-gene-0.107&CDS=1-963
OG0000586	YBL034C	augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.138&CDS=1-4131
OG0000587	YBL035C	augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.48&CDS=1-2022
OG0000588	YBL036C	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.11&CDS=1-735
OG0000589	YBL037W	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.29&CDS=1-2826
OG0000590	YBL038W	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-5.25&CDS=1-666
OG0000591	YBL039C	augustus_masked-NODE_48_length_52736_cov_26.8172_ID_4518-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_48_length_52736_cov_26.8172_ID_4518-processed-gene-0.62&CDS=1-1719
OG0000592	YBL040C	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.133&CDS=1-621
OG0000593	YBL041W	augustus_masked-NODE_23_length_144444_cov_22.2236_ID_2713-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-NODE_23_length_144444_cov_22.2236_ID_2713-processed-gene-0.182&CDS=1-726
OG0000594	YBL045C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.28&CDS=1-1350
OG0000595	YBL047C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.69&CDS=1-4218
OG0000596	YBL049W	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-2.61&CDS=1-372
OG0000597	YBL051C	augustus_masked-NODE_74_length_18997_cov_23.1918_ID_5644-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_74_length_18997_cov_23.1918_ID_5644-processed-gene-0.23&CDS=1-2190
OG0000598	YBL055C	augustus_masked-NODE_26_length_130411_cov_22.7649_ID_2775-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_26_length_130411_cov_22.7649_ID_2775-processed-gene-0.86&CDS=1-1104
OG0000599	YBL057C	augustus_masked-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.44&CDS=1-645
OG0000600	YBL058W	augustus_masked-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.62&CDS=1-1134
OG0000601	YBL059C-A	augustus_masked-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.47&CDS=1-303
OG0000602	YBL060W	augustus_masked-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.43&CDS=1-1920
OG0000603	YBL061C	genemark-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.4&CDS=1-1905
OG0000604	YBL066C	augustus_masked-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.59&CDS=1-3066
OG0000605	YBL071W-A	augustus_masked-NODE_46_length_55520_cov_27.8102_ID_4391-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_46_length_55520_cov_27.8102_ID_4391-processed-gene-0.19&CDS=1-246
OG0000606	YBL074C	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.65&CDS=1-1059
OG0000607	YBL076C	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.62&CDS=1-3219
OG0000608	YBL078C	maker-NODE_4_length_628375_cov_23.1438_ID_2100-augustus-gene-3.1-mRNA-1_1&gene=maker-NODE_4_length_628375_cov_23.1438_ID_2100-augustus-gene-3.1&CDS=1-390
OG0000609	YBL079W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.119-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.119&CDS=1-4023
OG0000610	YBL082C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.93&CDS=1-1407
OG0000611	YBL084C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.92-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.92&CDS=1-2028
OG0000612	YBL086C	snap_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.144-mRNA-1_1&gene=snap_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.144&CDS=1-1110
OG0000613	YBL088C	snap_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.168-mRNA-1_1&gene=snap_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.168&CDS=1-8229
OG0000614	YBL090W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.86-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.86&CDS=1-549
OG0000615	YBL091C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.111&CDS=1-1251
OG0000616	YBL092W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.85&CDS=1-393
OG0000617	YBL093C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-8.82-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-8.82&CDS=1-468
OG0000618	YBL098W	augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-0.71&CDS=1-1335
OG0000619	YBL099W	maker-NODE_19_length_221202_cov_23.1889_ID_2151-augustus-gene-1.190-mRNA-1_1&gene=maker-NODE_19_length_221202_cov_23.1889_ID_2151-augustus-gene-1.190&CDS=1-1632
OG0000620	YBL102W	augustus_masked-NODE_81_length_13430_cov_22.9608_ID_5880-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_81_length_13430_cov_22.9608_ID_5880-processed-gene-0.10&CDS=1-636
OG0000621	YBL103C	augustus_masked-NODE_81_length_13430_cov_22.9608_ID_5880-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_81_length_13430_cov_22.9608_ID_5880-processed-gene-0.14&CDS=1-1185
OG0000622	YBL104C	maker-NODE_38_length_79087_cov_23.4313_ID_3572-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_38_length_79087_cov_23.4313_ID_3572-augustus-gene-0.0&CDS=1-2745
OG0000623	YBL105C	augustus_masked-NODE_38_length_79087_cov_23.4313_ID_3572-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_38_length_79087_cov_23.4313_ID_3572-processed-gene-0.49&CDS=1-2268
OG0000624	YBR003W	augustus_masked-NODE_46_length_55520_cov_27.8102_ID_4391-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_46_length_55520_cov_27.8102_ID_4391-processed-gene-0.29&CDS=1-1416
OG0000625	YBR006W	genemark-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.27&CDS=1-1500
OG0000626	YBR017C	augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.97&CDS=1-2640
OG0000627	YBR022W	genemark-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.20&CDS=1-495
OG0000628	YBR023C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-6.145-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-6.145&CDS=1-3477
OG0000629	YBR026C	maker-NODE_103_length_3553_cov_43.4988_ID_10484-augustus-gene-0.9-mRNA-1_1&gene=maker-NODE_103_length_3553_cov_43.4988_ID_10484-augustus-gene-0.9&CDS=1-1989
OG0000630	YBR029C	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-0.32&CDS=1-1296
OG0000631	YBR030W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.124-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.124&CDS=1-1800
OG0000632	YBR034C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.154-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.154&CDS=1-1026
OG0000633	YBR035C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-6.87&CDS=1-672
OG0000634	YBR037C	augustus_masked-NODE_57_length_37575_cov_21.9688_ID_5033-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_57_length_37575_cov_21.9688_ID_5033-processed-gene-0.31&CDS=1-882
OG0000635	YBR039W	maker-NODE_1_length_1020045_cov_22.3535_ID_1707-augustus-gene-4.153-mRNA-1_1&gene=maker-NODE_1_length_1020045_cov_22.3535_ID_1707-augustus-gene-4.153&CDS=1-876
OG0000636	YBR040W	genemark-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-4.28-mRNA-1_1&gene=genemark-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-4.28&CDS=1-774
OG0000637	YBR041W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-4.66&CDS=1-1935
OG0000638	YBR042C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-4.84&CDS=1-1200
OG0000639	YBR045C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-3.97&CDS=1-2052
OG0000640	YBR046C	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.44&CDS=1-1017
OG0000641	YBR047W	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-1.94&CDS=1-468
OG0000642	YBR053C	augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-2.75&CDS=1-978
OG0000643	YBR055C	augustus_masked-NODE_72_length_20340_cov_23.2509_ID_5610-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_72_length_20340_cov_23.2509_ID_5610-processed-gene-0.38&CDS=1-2634
OG0000644	YBR056W	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.2&CDS=1-1500
OG0000645	YBR057C	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.78&CDS=1-612
OG0000646	YBR058C	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.42&CDS=1-2220
OG0000647	YBR058C-A	augustus_masked-NODE_51_length_46156_cov_22.006_ID_4618-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_51_length_46156_cov_22.006_ID_4618-processed-gene-0.24&CDS=1-306
OG0000648	YBR060C	augustus_masked-NODE_51_length_46156_cov_22.006_ID_4618-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_51_length_46156_cov_22.006_ID_4618-processed-gene-0.11&CDS=1-3048
OG0000649	YBR061C	maker-NODE_51_length_46156_cov_22.006_ID_4618-augustus-gene-0.87-mRNA-1_1&gene=maker-NODE_51_length_46156_cov_22.006_ID_4618-augustus-gene-0.87&CDS=1-915
OG0000650	YBR062C	maker-NODE_51_length_46156_cov_22.006_ID_4618-augustus-gene-0.88-mRNA-1_1&gene=maker-NODE_51_length_46156_cov_22.006_ID_4618-augustus-gene-0.88&CDS=1-534
OG0000651	YBR065C	genemark-NODE_51_length_46156_cov_22.006_ID_4618-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_51_length_46156_cov_22.006_ID_4618-processed-gene-0.81&CDS=1-1008
OG0000652	YBR073W	augustus_masked-NODE_41_length_63599_cov_23.9707_ID_7848-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_41_length_63599_cov_23.9707_ID_7848-processed-gene-0.40&CDS=1-2661
OG0000653	YBR074W	augustus_masked-NODE_70_length_21041_cov_22.2912_ID_12006-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_70_length_21041_cov_22.2912_ID_12006-processed-gene-0.5&CDS=1-2982
OG0000654	YBR076W	snap_masked-NODE_75_length_17500_cov_21.0161_ID_11994-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_75_length_17500_cov_21.0161_ID_11994-processed-gene-0.13&CDS=1-1263
OG0000655	YBR079C	maker-NODE_1_length_1020045_cov_22.3535_ID_1707-snap-gene-4.52-mRNA-1_1&gene=maker-NODE_1_length_1020045_cov_22.3535_ID_1707-snap-gene-4.52&CDS=1-3252
OG0000656	YBR080C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-5.20&CDS=1-2316
OG0000657	YBR081C	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.89&CDS=1-3333
OG0000658	YBR083W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-5.35&CDS=1-2211
OG0000659	YBR085C-A	augustus_masked-NODE_34_length_91652_cov_22.3974_ID_3419-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_34_length_91652_cov_22.3974_ID_3419-processed-gene-0.102&CDS=1-252
OG0000660	YBR086C	augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.68&CDS=1-4329
OG0000661	YBR087W	maker-NODE_4_length_628375_cov_23.1438_ID_2100-augustus-gene-5.162-mRNA-1_1&gene=maker-NODE_4_length_628375_cov_23.1438_ID_2100-augustus-gene-5.162&CDS=1-1062
OG0000662	YBR088C	maker-NODE_4_length_628375_cov_23.1438_ID_2100-augustus-gene-5.158-mRNA-1_1&gene=maker-NODE_4_length_628375_cov_23.1438_ID_2100-augustus-gene-5.158&CDS=1-774
OG0000663	YBR094W	maker-NODE_4_length_628375_cov_23.1438_ID_2100-snap-gene-5.243-mRNA-1_1&gene=maker-NODE_4_length_628375_cov_23.1438_ID_2100-snap-gene-5.243&CDS=1-2184
OG0000664	YBR095C	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-5.20&CDS=1-1095
OG0000665	YBR096W	augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.87&CDS=1-690
OG0000666	YBR097W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-8.91&CDS=1-4353
OG0000667	YBR101C	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-5.65&CDS=1-846
OG0000668	YBR102C	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-5.64&CDS=1-2223
OG0000669	YBR103W	genemark-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-5.190-mRNA-1_1&gene=genemark-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-5.190&CDS=1-1494
OG0000670	YBR105C	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-0.13&CDS=1-867
OG0000671	YBR106W	augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.251-mRNA-1_1&gene=augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.251&CDS=1-570
OG0000672	YBR109C	augustus_masked-NODE_54_length_40726_cov_22.6304_ID_4793-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_54_length_40726_cov_22.6304_ID_4793-processed-gene-0.26&CDS=1-444
OG0000673	YBR110W	augustus_masked-NODE_54_length_40726_cov_22.6304_ID_4793-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_54_length_40726_cov_22.6304_ID_4793-processed-gene-0.37&CDS=1-1296
OG0000674	YBR111C	augustus_masked-NODE_81_length_13430_cov_22.9608_ID_5880-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_81_length_13430_cov_22.9608_ID_5880-processed-gene-0.12&CDS=1-630
OG0000675	YBR111W-A	maker-NODE_81_length_13430_cov_22.9608_ID_5880-augustus-gene-0.30-mRNA-1_1&gene=maker-NODE_81_length_13430_cov_22.9608_ID_5880-augustus-gene-0.30&CDS=1-288
OG0000676	YBR112C	augustus_masked-NODE_81_length_13430_cov_22.9608_ID_5880-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_81_length_13430_cov_22.9608_ID_5880-processed-gene-0.11&CDS=1-2397
OG0000677	YBR114W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-0.125&CDS=1-2538
OG0000678	YBR115C	augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-2.97&CDS=1-4170
OG0000679	YBR120C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.91&CDS=1-423
OG0000680	YBR121C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.67&CDS=1-2388
OG0000681	YBR122C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.66&CDS=1-567
OG0000682	YBR123C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.65&CDS=1-1518
OG0000683	YBR125C	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.302-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.302&CDS=1-1017
OG0000684	YBR126C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.92&CDS=1-1416
OG0000685	YBR127C	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.303-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.303&CDS=1-1536
OG0000686	YBR129C	augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.302-mRNA-1_1&gene=augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.302&CDS=1-936
OG0000687	YBR131W	augustus_masked-NODE_52_length_42378_cov_23.2363_ID_4652-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_52_length_42378_cov_23.2363_ID_4652-processed-gene-0.20&CDS=1-1719
OG0000688	YBR133C	augustus_masked-NODE_63_length_31179_cov_22.7796_ID_5245-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_63_length_31179_cov_22.7796_ID_5245-processed-gene-0.26&CDS=1-1950
OG0000689	YBR135W	snap_masked-NODE_52_length_42378_cov_23.2363_ID_4652-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_52_length_42378_cov_23.2363_ID_4652-processed-gene-0.36&CDS=1-240
OG0000690	YBR136W	maker-NODE_52_length_42378_cov_23.2363_ID_4652-snap-gene-0.34-mRNA-1_1&gene=maker-NODE_52_length_42378_cov_23.2363_ID_4652-snap-gene-0.34&CDS=1-6840
