	Candida_boidinii_JCM9604	Saccharomyces_cerevisiae
OG0000537	-processed-gene-33.2-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-33.2&CDS=1-360	YER131W, YGL189C
OG0000538	-processed-gene-33.28-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-33.28&CDS=1-597	YBL027W, YBR084C-A
OG0000539	-processed-gene-34.9-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-34.9&CDS=1-2016	YJR130C, YML082W
OG0000540	-processed-gene-34.38-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-34.38&CDS=1-2922	YLR098C, YOR337W
OG0000541	-snap-gene-34.75-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-34.75&CDS=1-372	YGR243W, YHR162W
OG0000542	-processed-gene-35.33-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-35.33&CDS=1-1671	YLR260W, YOR171C
OG0000543	-processed-gene-37.85-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-37.85&CDS=1-4371	YKL072W, YMR053C
OG0000544	-processed-gene-38.46-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-38.46&CDS=1-4359	YGL133W, YPL216W
OG0000545	-processed-gene-39.40-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-39.40&CDS=1-885	YDL204W, YDR233C
OG0000546		YAL051W, YLL054C, YOR363C
OG0000547	-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-gi|1002316600|dbj|BCGP01000020.1|-processed-gene-0.48&CDS=1-936	YDR284C
OG0000548	-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-gi|1002316600|dbj|BCGP01000020.1|-processed-gene-0.49&CDS=1-393	YDR286C
OG0000549	-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-gi|1002316600|dbj|BCGP01000020.1|-processed-gene-0.50&CDS=1-2265	YDR452W
OG0000550	-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-gi|1002316600|dbj|BCGP01000020.1|-processed-gene-0.52&CDS=1-903	YML025C
OG0000551	-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-gi|1002316600|dbj|BCGP01000020.1|-processed-gene-0.43&CDS=1-1728	YOL001W
OG0000552	-processed-gene-0.25-mRNA-1_1&gene=snap_masked-gi|1002316600|dbj|BCGP01000020.1|-processed-gene-0.25&CDS=1-2367	YHR194W
OG0000553	-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-gi|1002316600|dbj|BCGP01000020.1|-processed-gene-0.53&CDS=1-576	YBR106W
OG0000554	-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.85&CDS=1-3096	YLR187W
OG0000555	-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.98&CDS=1-654	YGR133W
OG0000556	-snap-gene-0.79-mRNA-1_1&gene=maker-gi|1002316601|dbj|BCGP01000019.1|-snap-gene-0.79&CDS=1-4044	YOR113W
OG0000557	-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.89&CDS=1-453	YNL113W
OG0000558	-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.90&CDS=1-612	YMR295C
OG0000559	-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.105&CDS=1-1206	YDR083W
OG0000560	-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.93&CDS=1-1848	YJR001W
OG0000561	-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.107&CDS=1-1914	YJR002W
OG0000562	-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.109&CDS=1-1428	YPL245W
OG0000563	-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.94&CDS=1-4479	YNL088W
OG0000564	-augustus-gene-0.37-mRNA-1_1&gene=maker-gi|1002316601|dbj|BCGP01000019.1|-augustus-gene-0.37&CDS=1-1134	YIL134W
OG0000565	-processed-gene-0.30-mRNA-1_1&gene=snap_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.30&CDS=1-1071	YNL071W
OG0000566	-processed-gene-0.31-mRNA-1_1&gene=snap_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.31&CDS=1-945	YNL072W
OG0000567	-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.96&CDS=1-1326	YNL040W
OG0000568	-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-gi|1002316602|dbj|BCGP01000018.1|-processed-gene-0.1&CDS=1-1428	YKL021C
OG0000569	-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-gi|1002316602|dbj|BCGP01000018.1|-processed-gene-0.17&CDS=1-1122	YIR034C
OG0000570	-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-gi|1002316602|dbj|BCGP01000018.1|-processed-gene-0.18&CDS=1-7056	YCR081W
OG0000571	-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-gi|1002316602|dbj|BCGP01000018.1|-processed-gene-0.2&CDS=1-1521	YOR212W
OG0000572	-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-gi|1002316602|dbj|BCGP01000018.1|-processed-gene-0.21&CDS=1-882	YPL129W
OG0000573	-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-gi|1002316602|dbj|BCGP01000018.1|-processed-gene-0.3&CDS=1-825	YOR278W
OG0000574	-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-gi|1002316602|dbj|BCGP01000018.1|-processed-gene-0.22&CDS=1-4512	YMR218C
OG0000575	-snap-gene-0.40-mRNA-1_1&gene=maker-gi|1002316602|dbj|BCGP01000018.1|-snap-gene-0.40&CDS=1-4152	YGR233C
OG0000576	-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-gi|1002316602|dbj|BCGP01000018.1|-processed-gene-0.28&CDS=1-1650	YOR025W
OG0000577	-snap-gene-0.37-mRNA-1_1&gene=maker-gi|1002316602|dbj|BCGP01000018.1|-snap-gene-0.37&CDS=1-2283	YDR479C
OG0000578	-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-gi|1002316602|dbj|BCGP01000018.1|-processed-gene-0.29&CDS=1-1953	YOR087W
OG0000579	-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-gi|1002316602|dbj|BCGP01000018.1|-processed-gene-0.9&CDS=1-1530	YNL206C
OG0000580	-processed-gene-0.115-mRNA-1_1&gene=snap_masked-gi|1002316602|dbj|BCGP01000018.1|-processed-gene-0.115&CDS=1-1602	YMR023C
OG0000581	-processed-gene-0.93-mRNA-1_1&gene=snap_masked-gi|1002316602|dbj|BCGP01000018.1|-processed-gene-0.93&CDS=1-303	YNL089C
OG0000582	-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-gi|1002316602|dbj|BCGP01000018.1|-processed-gene-0.32&CDS=1-591	YNL090W
OG0000583	-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-gi|1002316602|dbj|BCGP01000018.1|-processed-gene-0.33&CDS=1-5004	YNL091W
OG0000584	-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-gi|1002316602|dbj|BCGP01000018.1|-processed-gene-0.11&CDS=1-450	YOR298C-A
OG0000585	-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-gi|1002316602|dbj|BCGP01000018.1|-processed-gene-0.12&CDS=1-1215	YMR235C
OG0000586	-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-gi|1002316602|dbj|BCGP01000018.1|-processed-gene-0.13&CDS=1-2688	YPR112C
OG0000587	-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-gi|1002316602|dbj|BCGP01000018.1|-processed-gene-0.35&CDS=1-1899	YGR103W
OG0000588	-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-gi|1002316602|dbj|BCGP01000018.1|-processed-gene-0.36&CDS=1-219	YDR424C
OG0000589	-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.125&CDS=1-1026	YKL172W
OG0000590	-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.126&CDS=1-2172	YKL174C
OG0000591	-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.127&CDS=1-2085	YOL023W
OG0000592	-processed-gene-0.32-mRNA-1_1&gene=snap_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.32&CDS=1-1383	YER046W
OG0000593	-snap-gene-0.64-mRNA-1_1&gene=maker-gi|1002316603|dbj|BCGP01000017.1|-snap-gene-0.64&CDS=1-3228	YBR111C
OG0000594	-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.128&CDS=1-294	YBR111W-A
OG0000595	-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.153&CDS=1-1740	YDR232W
OG0000596	-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.154&CDS=1-864	YBR039W
OG0000597	-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.129&CDS=1-1383	YDR023W
OG0000598	-augustus-gene-0.0-mRNA-1_1&gene=maker-gi|1002316603|dbj|BCGP01000017.1|-augustus-gene-0.0&CDS=1-834	YDR020C
OG0000599	-processed-gene-0.12-mRNA-1_1&gene=snap_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.12&CDS=1-1476	YDR371W
OG0000600	-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.134&CDS=1-315	YIL008W
OG0000601	-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.161&CDS=1-660	YIL007C
OG0000602	-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.162&CDS=1-1716	YDR062W
OG0000603	-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.135&CDS=1-1701	YDR061W
OG0000604	-processed-gene-0.46-mRNA-1_1&gene=snap_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.46&CDS=1-1056	YDR068W
OG0000605	-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.137&CDS=1-651	YDR067C
OG0000606	-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.164&CDS=1-1347	YER143W
OG0000607	-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.138&CDS=1-1266	YER142C
OG0000608	-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.165&CDS=1-315	YER146W
OG0000609	-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.139&CDS=1-783	YDR071C
OG0000610	-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.166&CDS=1-1383	YDR072C
OG0000611	-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.167&CDS=1-840	YLR093C
OG0000612	-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.168&CDS=1-5865	YKL014C
OG0000613	-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.145&CDS=1-1986	YOR070C
OG0000614	-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.146&CDS=1-351	YLR200W
OG0000615	-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.174&CDS=1-789	YLR201C
OG0000616	-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.148&CDS=1-1842	YMR088C
OG0000617	-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.176&CDS=1-1065	YMR087W
OG0000618	-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.172&CDS=1-5778	YHL030W
OG0000619	-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.141&CDS=1-3477	YHL024W
OG0000620	-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.173&CDS=1-1203	YGR185C
OG0000621	-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.144&CDS=1-1458	YNL237W
OG0000622	-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.145&CDS=1-912	YJL126W
OG0000623	-processed-gene-0.43-mRNA-1_1&gene=genemark-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.43&CDS=1-1515	YJL123C
OG0000624	-processed-gene-0.16-mRNA-1_1&gene=genemark-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.16&CDS=1-324	YBL059C-A
OG0000625	-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.175&CDS=1-615	YER094C
OG0000626	-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.148&CDS=1-267	YNL122C
OG0000627	-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.178&CDS=1-2967	YNL123W
OG0000628	-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.179&CDS=1-1113	YHR118C
OG0000629	-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.181&CDS=1-450	YHR116W
OG0000630	-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.151&CDS=1-1428	YNL119W
OG0000631	-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.182&CDS=1-543	YDL217C
OG0000632	-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.183&CDS=1-1215	YNL191W
OG0000633	-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.156&CDS=1-1650	YDR188W
OG0000634	-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.185&CDS=1-1341	YOL041C
OG0000635	-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.158&CDS=1-1953	YAL013W
OG0000636	-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.186&CDS=1-420	YOL040C
OG0000637	-processed-gene-0.92-mRNA-1_1&gene=snap_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.92&CDS=1-336	YDR382W
OG0000638	-processed-gene-0.120-mRNA-1_1&gene=snap_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.120&CDS=1-1848	YIL072W
OG0000639	-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.193&CDS=1-1464	YOL049W
OG0000640	-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.163&CDS=1-987	YJL180C
OG0000641	-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.196&CDS=1-2049	YCR023C
OG0000642	-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.200&CDS=1-1605	YLL055W
OG0000643	-processed-gene-0.22-mRNA-1_1&gene=snap_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-0.22&CDS=1-1395	YJL049W
OG0000644	-processed-gene-0.14-mRNA-1_1&gene=snap_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-0.14&CDS=1-1641	YBR272C
OG0000645	-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-0.9&CDS=1-3336	YJL050W
OG0000646	-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-0.2&CDS=1-2349	YER151C
OG0000647	-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.5&CDS=1-1743	YDR536W
OG0000648	-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.6&CDS=1-1734	YHR045W
OG0000649	-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.34&CDS=1-381	YPR166C
OG0000650	-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.8&CDS=1-1329	YBL045C
OG0000651	-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.9&CDS=1-2481	YJR113C
OG0000652	-snap-gene-1.0-mRNA-1_1&gene=maker-gi|1002316605|dbj|BCGP01000015.1|-snap-gene-1.0&CDS=1-2022	YOR181W
OG0000653	-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.11&CDS=1-3741	YBL007C
OG0000654	-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.36&CDS=1-1728	YMR111C
OG0000655	-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.14&CDS=1-1293	YPL123C
OG0000656	-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.39&CDS=1-1710	YPL120W
OG0000657	-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.40&CDS=1-1044	YDL100C
OG0000658	-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.17&CDS=1-2151	YGL236C
OG0000659	-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.18&CDS=1-846	YLR003C
OG0000660	-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.19&CDS=1-1179	YMR024W
OG0000661	-processed-gene-1.93-mRNA-1_1&gene=snap_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.93&CDS=1-5055	YBL034C
OG0000662	-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.26&CDS=1-675	YFL046W
OG0000663	-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.46&CDS=1-756	YFL045C
OG0000664	-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.47&CDS=1-657	YLR075W
OG0000665	-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.27&CDS=1-543	YLR074C
OG0000666	-processed-gene-1.99-mRNA-1_1&gene=snap_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.99&CDS=1-1923	YGR054W
OG0000667	-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.50&CDS=1-456	YKL067W
OG0000668	-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-0.1&CDS=1-756	YGL123W
OG0000669	-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-0.17&CDS=1-1479	YGL122C
OG0000670	-processed-gene-0.44-mRNA-1_1&gene=snap_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-0.44&CDS=1-1839	YGL119W
OG0000671	-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-0.19&CDS=1-1098	YBR221C
OG0000672	-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-0.20&CDS=1-2508	YER068W
OG0000673	-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-0.3&CDS=1-3555	YGL241W
OG0000674	-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-0.21&CDS=1-1641	YGL244W
OG0000675	-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-0.4&CDS=1-2331	YFR048W
OG0000676	-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-0.22&CDS=1-2154	YGL245W
OG0000677	-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-0.5&CDS=1-1188	YGL246C
OG0000678	-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-0.23&CDS=1-1890	YGL247W
OG0000679	-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-0.9&CDS=1-3246	YDR026C
OG0000680	-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-0.12&CDS=1-1926	YLR253W
OG0000681	-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-1.28&CDS=1-1209	YPL178W
OG0000682	-snap-gene-1.91-mRNA-1_1&gene=maker-gi|1002316606|dbj|BCGP01000014.1|-snap-gene-1.91&CDS=1-1569	YPL181W
OG0000683	-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-1.30&CDS=1-1890	YGL095C
OG0000684	-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-1.6&CDS=1-3459	YPL180W
OG0000685	-snap-gene-1.99-mRNA-1_1&gene=maker-gi|1002316606|dbj|BCGP01000014.1|-snap-gene-1.99&CDS=1-6627	YGL094C
OG0000686	-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-1.7&CDS=1-210	YPL183W-A
OG0000687	-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-1.11&CDS=1-1044	YMR130W
OG0000688	-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-1.14&CDS=1-2361	YMR061W
OG0000689	-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-1.15&CDS=1-3039	YBR079C
OG0000690	-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-1.19&CDS=1-2211	YIL144W
OG0000691	-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-1.36&CDS=1-2598	YIL143C
OG0000692	-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-1.20&CDS=1-1497	YBR195C
OG0000693	-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-1.37&CDS=1-1209	YPR108W
OG0000694	-augustus-gene-1.42-mRNA-1_1&gene=maker-gi|1002316606|dbj|BCGP01000014.1|-augustus-gene-1.42&CDS=1-2226	YPL109C
OG0000695	-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-1.22&CDS=1-4017	YPL110C
OG0000696	-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-1.38&CDS=1-960	YPL111W
OG0000697	-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-1.39&CDS=1-1413	YKR048C
OG0000698	-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-1.25&CDS=1-2691	YOL060C
OG0000699	-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-1.40&CDS=1-1497	YOL061W
OG0000700	-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-1.41&CDS=1-483	YDR246W
OG0000701	-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-gi|1002316607|dbj|BCGP01000013.1|-processed-gene-0.41&CDS=1-2976	YLL013C
OG0000702	-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-gi|1002316607|dbj|BCGP01000013.1|-processed-gene-0.43&CDS=1-477	YBR120C
OG0000703	-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-gi|1002316607|dbj|BCGP01000013.1|-processed-gene-0.34&CDS=1-438	YPR082C
