	Saccharomyces_cerevisiae	yHMPu5000035040_Ambrosiozyma_maleeae
OG0000326	YDR505C, YLR177W	genemark-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-3.1-mRNA-1_1&gene=genemark-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-3.1&CDS=1-2547
OG0000327	YEL006W, YIL006W	augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-0.103&CDS=1-1077
OG0000328	YEL022W, YJR031C	genemark-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.41&CDS=1-4584
OG0000329	YEL039C, YJR048W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-0.53&CDS=1-330
OG0000330	YEL041W, YJR049C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.73-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.73&CDS=1-1914
OG0000331	YEL046C	maker-NODE_5_length_785164_cov_45.4552_ID_9-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_5_length_785164_cov_45.4552_ID_9-snap-gene-0.2&CDS=1-1362, snap_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-0.96&CDS=1-1083
OG0000332	YEL047C, YJR051W	snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-3.21-mRNA-1_1&gene=snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-3.21&CDS=1-1476
OG0000333	YEL063C, YNL268W, YNL270C	
OG0000334	YER017C	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.164-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.164&CDS=1-1860, maker-NODE_5_length_785164_cov_45.4552_ID_9-snap-gene-6.2-mRNA-1_1&gene=maker-NODE_5_length_785164_cov_45.4552_ID_9-snap-gene-6.2&CDS=1-5076
OG0000335	YER023W	augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-1.25&CDS=1-819, augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.66&CDS=1-822
OG0000336	YER027C, YGL208W	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-3.16&CDS=1-1257
OG0000337	YER031C, YGL210W	maker-NODE_2_length_1346259_cov_39.2016_ID_3-augustus-gene-10.80-mRNA-1_1&gene=maker-NODE_2_length_1346259_cov_39.2016_ID_3-augustus-gene-10.80&CDS=1-669
OG0000338	YER045C, YIL036W	snap_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.56-mRNA-1_1&gene=snap_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.56&CDS=1-2334
OG0000339	YER057C, YIL051C	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.109&CDS=1-444
OG0000340	YER059W, YIL050W	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.112&CDS=1-2418
OG0000341	YER064C, YIL056W	maker-NODE_23_length_184207_cov_38.6036_ID_45-snap-gene-0.152-mRNA-1_1&gene=maker-NODE_23_length_184207_cov_38.6036_ID_45-snap-gene-0.152&CDS=1-1800
OG0000342	YER066W, YFL009W	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-1.9&CDS=1-1908
OG0000343	YER070W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-5.102&CDS=1-4782, maker-NODE_9_length_553621_cov_69.3391_ID_17-snap-gene-3.51-mRNA-1_1&gene=maker-NODE_9_length_553621_cov_69.3391_ID_17-snap-gene-3.51&CDS=1-3060
OG0000344	YER074W, YIL069C	snap_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-0.65&CDS=1-432
OG0000345	YER081W, YIL074C	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.141&CDS=1-1407
OG0000346	YER131W, YGL189C	augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-4.70&CDS=1-360
OG0000347	YER132C, YGL197W	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.114&CDS=1-4449
OG0000348	YER166W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-1.57&CDS=1-4905, augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-4.88&CDS=1-4140
OG0000349	YFL004W, YPL019C	augustus_masked-NODE_26_length_126748_cov_37.8281_ID_51-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_26_length_126748_cov_37.8281_ID_51-processed-gene-0.39&CDS=1-2556
OG0000350	YFL034C-A, YLR061W	maker-NODE_23_length_184207_cov_38.6036_ID_45-augustus-gene-0.11-mRNA-1_1&gene=maker-NODE_23_length_184207_cov_38.6036_ID_45-augustus-gene-0.11&CDS=1-369
OG0000351	YFL048C, YLR080W	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.100&CDS=1-1542
OG0000352	YFL053W	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.100&CDS=1-1845, augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.207-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.207&CDS=1-1806
OG0000353	YFR022W, YOR018W	snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-2.21-mRNA-1_1&gene=snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-2.21&CDS=1-2970
OG0000354	YFR053C, YGL253W	augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-1.4&CDS=1-1452
OG0000355	YGL008C	augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.205&CDS=1-1794, augustus_masked-NODE_27_length_114979_cov_45.4315_ID_53-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_27_length_114979_cov_45.4315_ID_53-processed-gene-0.132&CDS=1-1794
OG0000356	YGL031C, YGR148C	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.241-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.241&CDS=1-465
OG0000357	YGL049C, YGR162W	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.95&CDS=1-3426
OG0000358	YGL059W	augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.136&CDS=1-1359, augustus_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-1.25&CDS=1-1410
OG0000359	YGL076C, YPL198W	snap_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.12-mRNA-1_1&gene=snap_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.12&CDS=1-735
OG0000360	YGL082W, YPL191C	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.135-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.135&CDS=1-1278
OG0000361	YGL096W, YPL177C	augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-2.54&CDS=1-1017
OG0000362	YGL122C	augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.168-mRNA-1_1&gene=augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.168&CDS=1-1905, maker-NODE_10_length_550745_cov_39.138_ID_19-augustus-gene-4.73-mRNA-1_1&gene=maker-NODE_10_length_550745_cov_39.138_ID_19-augustus-gene-4.73&CDS=1-3555
OG0000363	YGL135W, YPL220W	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-0.9&CDS=1-651
OG0000364	YGL139W, YPL221W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.177-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.177&CDS=1-2475
OG0000365	YGL162W, YPR009W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-7.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-7.3&CDS=1-1479
OG0000366	YGL185C	augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.18&CDS=1-1071, augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-4.90&CDS=1-1110
OG0000367	YGR009C, YMR017W	augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.155&CDS=1-1596
OG0000368	YGR010W, YLR328W	augustus_masked-NODE_25_length_133158_cov_51.1595_ID_49-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_25_length_133158_cov_51.1595_ID_49-processed-gene-0.77&CDS=1-1395
OG0000369	YGR019W	augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-0.37&CDS=1-1413, augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-3.134&CDS=1-1404
OG0000370	YGR027C, YLR333C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-0.111&CDS=1-321
OG0000371	YGR034W, YLR344W	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-3.135&CDS=1-447
OG0000372	YGR038W, YLR350W	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.96&CDS=1-621
OG0000373	YGR056W, YLR357W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-7.87-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-7.87&CDS=1-2907
OG0000374	YGR070W, YLR371W	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.94&CDS=1-4320
OG0000375	YGR085C, YPR102C	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.6&CDS=1-522
OG0000376	YGR092W, YPR111W	maker-NODE_2_length_1346259_cov_39.2016_ID_3-snap-gene-3.82-mRNA-1_1&gene=maker-NODE_2_length_1346259_cov_39.2016_ID_3-snap-gene-3.82&CDS=1-3261
OG0000377	YGR108W, YPR119W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-0.78&CDS=1-1311
OG0000378	YGR118W, YPR132W	augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-3.24&CDS=1-435
OG0000379	YGR121C, YPR138C	augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.49&CDS=1-1422
OG0000380	YGR123C, YPL259C	maker-NODE_25_length_133158_cov_51.1595_ID_49-augustus-gene-0.56-mRNA-1_1&gene=maker-NODE_25_length_133158_cov_51.1595_ID_49-augustus-gene-0.56&CDS=1-2847
OG0000381	YGR131W, YPR149W	augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.121&CDS=1-510
OG0000382	YGR136W, YPR154W	maker-NODE_1_length_1450014_cov_38.9627_ID_1-augustus-gene-2.89-mRNA-1_1&gene=maker-NODE_1_length_1450014_cov_38.9627_ID_1-augustus-gene-2.89&CDS=1-711
OG0000383	YGR138C, YPR156C	augustus_masked-NODE_23_length_184207_cov_38.6036_ID_45-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_23_length_184207_cov_38.6036_ID_45-processed-gene-0.133&CDS=1-1893
OG0000384	YGR141W, YPR157W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.49&CDS=1-1323
OG0000385	YGR209C, YLR043C	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.245-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.245&CDS=1-309
OG0000386	YGR214W, YLR048W	maker-NODE_1_length_1450014_cov_38.9627_ID_1-augustus-gene-13.74-mRNA-1_1&gene=maker-NODE_1_length_1450014_cov_38.9627_ID_1-augustus-gene-13.74&CDS=1-789
OG0000387	YGR238C, YHR158C	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-2.132&CDS=1-3501
OG0000388	YGR241C, YHR161C	augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.45&CDS=1-2070
OG0000389	YGR243W, YHR162W	maker-NODE_4_length_788429_cov_41.9372_ID_7-augustus-gene-1.7-mRNA-1_1&gene=maker-NODE_4_length_788429_cov_41.9372_ID_7-augustus-gene-1.7&CDS=1-399
OG0000390	YGR248W, YHR163W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-5.57&CDS=1-747
OG0000391	YHL001W, YKL006W	maker-NODE_4_length_788429_cov_41.9372_ID_7-augustus-gene-1.4-mRNA-1_1&gene=maker-NODE_4_length_788429_cov_41.9372_ID_7-augustus-gene-1.4&CDS=1-393
OG0000392	YHL003C, YKL008C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-4.119&CDS=1-1233
OG0000393	YHL017W, YKL039W	augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.125&CDS=1-1737
OG0000394	YHL036W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-10.76-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-10.76&CDS=1-1710, augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-5.131-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-5.131&CDS=1-1650
OG0000395	YHR001W, YKR003W	augustus_masked-NODE_32_length_18570_cov_51.2389_ID_63-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_32_length_18570_cov_51.2389_ID_63-processed-gene-0.10&CDS=1-1338
OG0000396	YHR021C, YKL156W	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.70&CDS=1-246
OG0000397	YHR062C	augustus_masked-NODE_22_length_207061_cov_43.0719_ID_43-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_22_length_207061_cov_43.0719_ID_43-processed-gene-1.59&CDS=1-930, snap_masked-NODE_27_length_114979_cov_45.4315_ID_53-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_27_length_114979_cov_45.4315_ID_53-processed-gene-0.5&CDS=1-1920
OG0000398	YHR115C, YNL116W	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-0.95&CDS=1-1815
OG0000399	YHR117W, YNL121C	augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.165-mRNA-1_1&gene=augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.165&CDS=1-1758
OG0000400	YHR123W, YNL130C	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-3.69&CDS=1-1992
OG0000401	YHR131C, YNL144C	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-1.12&CDS=1-1881
OG0000402	YHR132W-A, YNL157W	augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-0.52&CDS=1-378
OG0000403	YHR133C, YNL156C	augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-0.70&CDS=1-942
OG0000404	YHR135C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-4.59&CDS=1-1581, augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-4.88&CDS=1-1770
OG0000405	YHR141C, YNL162W	maker-NODE_14_length_300086_cov_45.7339_ID_27-snap-gene-1.148-mRNA-1_1&gene=maker-NODE_14_length_300086_cov_45.7339_ID_27-snap-gene-1.148&CDS=1-1758
OG0000406	YHR176W	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.120&CDS=1-1410, snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-5.63-mRNA-1_1&gene=snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-5.63&CDS=1-1479
OG0000407	YHR203C, YJR145C	genemark-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-7.53-mRNA-1_1&gene=genemark-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-7.53&CDS=1-732
OG0000408	YIL085C, YNL029C	augustus_masked-NODE_27_length_114979_cov_45.4315_ID_53-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_27_length_114979_cov_45.4315_ID_53-processed-gene-0.121&CDS=1-1767
OG0000409	YIL105C, YNL047C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-9.14-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-9.14&CDS=1-2028
OG0000410	YIL111W, YNL052W	augustus_masked-NODE_22_length_207061_cov_43.0719_ID_43-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_22_length_207061_cov_43.0719_ID_43-processed-gene-0.80&CDS=1-441
OG0000411	YIL114C, YNL055C	augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.15&CDS=1-849
OG0000412	YIL126W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-10.51-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-10.51&CDS=1-3771, maker-NODE_10_length_550745_cov_39.138_ID_19-snap-gene-4.77-mRNA-1_1&gene=maker-NODE_10_length_550745_cov_39.138_ID_19-snap-gene-4.77&CDS=1-10164
OG0000413	YIL149C, YKR095W	snap_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-3.63-mRNA-1_1&gene=snap_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-3.63&CDS=1-5886
OG0000414	YIR001C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-2.69&CDS=1-603, augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.71&CDS=1-543
OG0000415	YIR031C, YNL117W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-1.16&CDS=1-1671
OG0000416	YIR033W, YKL020C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-7.12-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-7.12&CDS=1-3615
OG0000417	YIR035C, YIR036C	snap_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.60&CDS=1-786
OG0000418	YJL079C, YKR013W	augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-0.57&CDS=1-846
OG0000419	YJL082W, YKR018C	augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.145&CDS=1-2274
OG0000420	YJL083W, YKR019C	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-4.83&CDS=1-2676
OG0000421	YJL084C, YKR021W	augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-4.60&CDS=1-3051
OG0000422	YJL090C	augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.87&CDS=1-1887, snap_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.60-mRNA-1_1&gene=snap_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.60&CDS=1-1602
