	Saccharomyces_cerevisiae	yHMPu5000034903_Ogataea_naganishii
OG0000498	YOR256C, YPL176C	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.50&CDS=1-3450
OG0000499	YOR270C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-10.24&CDS=1-2547, augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-12.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-12.3&CDS=1-3696
OG0000500	YOR285W, YOR286W	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-0.78&CDS=1-543
OG0000501	YOR374W	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.35&CDS=1-1491, augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-0.98&CDS=1-1551
OG0000502	YOR390W, YPL279C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-1.78&CDS=1-1125
OG0000503	YPL092W	genemark-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-1.120-mRNA-1_1&gene=genemark-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-1.120&CDS=1-1263, genemark-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.36&CDS=1-1233
OG0000504	YPL159C, YPR151C	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-3.107&CDS=1-867
OG0000505	YPR013C, YPR015C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-2.99&CDS=1-1107
OG0000506	YPR022C	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-2.36&CDS=1-3060, genemark-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.171-mRNA-1_1&gene=genemark-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.171&CDS=1-2598
OG0000507	YAL001C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-2.82&CDS=1-3654
OG0000508	YAL002W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-5.32&CDS=1-4386
OG0000509	YAL003W	maker-NODE_6_length_768710_cov_73.8521_ID_11-augustus-gene-1.39-mRNA-1_1&gene=maker-NODE_6_length_768710_cov_73.8521_ID_11-augustus-gene-1.39&CDS=1-621
OG0000510	YAL008W	maker-NODE_19_length_201287_cov_70.2906_ID_37-snap-gene-1.49-mRNA-1_1&gene=maker-NODE_19_length_201287_cov_70.2906_ID_37-snap-gene-1.49&CDS=1-1647
OG0000511	YAL009W	genemark-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-0.56&CDS=1-1197
OG0000512	YAL010C	augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-0.33&CDS=1-1356
OG0000513	YAL011W	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-1.6&CDS=1-2787
OG0000514	YAL013W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-0.41&CDS=1-1155
OG0000515	YAL014C	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-1.14&CDS=1-894
OG0000516	YAL016W	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-0.56&CDS=1-2031
OG0000517	YAL019W	augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-0.17&CDS=1-3426
OG0000518	YAL020C	augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-0.32&CDS=1-1221
OG0000519	YAL022C	maker-NODE_25_length_51826_cov_72.1866_ID_49-augustus-gene-0.45-mRNA-1_1&gene=maker-NODE_25_length_51826_cov_72.1866_ID_49-augustus-gene-0.45&CDS=1-2136
OG0000520	YAL024C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-0.115&CDS=1-3819
OG0000521	YAL025C	augustus_masked-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.95&CDS=1-909
OG0000522	YAL026C	augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-1.125&CDS=1-4026
OG0000523	YAL032C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-15.18-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-15.18&CDS=1-1236
OG0000524	YAL033W	genemark-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.115-mRNA-1_1&gene=genemark-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.115&CDS=1-423
OG0000525	YAL034W-A	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.84&CDS=1-1941
OG0000526	YAL035W	augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.4&CDS=1-3036
OG0000527	YAL036C	augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.5&CDS=1-1101
OG0000528	YAL038W	augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-1.91&CDS=1-1512
OG0000529	YAL039C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.76&CDS=1-867
OG0000530	YAL042W	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.80-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.80&CDS=1-1227
OG0000531	YAL043C	augustus_masked-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.151&CDS=1-2277
OG0000532	YAL044C	genemark-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-0.57&CDS=1-528
OG0000533	YAL044W-A	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-0.117&CDS=1-306
OG0000534	YAL046C	genemark-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.115-mRNA-1_1&gene=genemark-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.115&CDS=1-363
OG0000535	YAL048C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.69&CDS=1-2169
OG0000536	YAL049C	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-2.99&CDS=1-738
OG0000537	YAL053W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-3.22&CDS=1-2109
OG0000538	YAL058W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-2.61&CDS=1-1728
OG0000539	YAL059W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-1.27&CDS=1-501
OG0000540	YAR002W	snap_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-9.133-mRNA-1_1&gene=snap_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-9.133&CDS=1-1758
OG0000541	YAR003W	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-0.52&CDS=1-1551
OG0000542	YAR007C	genemark-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.148-mRNA-1_1&gene=genemark-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.148&CDS=1-1761
OG0000543	YAR008W	augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-0.83&CDS=1-900
OG0000544	YAR009C, YPR137C-B	
OG0000545	YAR014C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.174-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.174&CDS=1-1920
OG0000546	YAR015W	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-1.90&CDS=1-912
OG0000547	YAR018C	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-1.91&CDS=1-1338
OG0000548	YBL001C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.10&CDS=1-315
OG0000549	YBL004W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.12&CDS=1-7512
OG0000550	YBL007C	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.49&CDS=1-3609
OG0000551	YBL008W	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.78&CDS=1-3186
OG0000552	YBL013W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.138-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.138&CDS=1-1158
OG0000553	YBL014C	snap_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.180-mRNA-1_1&gene=snap_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.180&CDS=1-2703
OG0000554	YBL015W	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-3.121&CDS=1-1569
OG0000555	YBL019W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.32&CDS=1-1356
OG0000556	YBL020W	snap_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-0.100&CDS=1-1542
OG0000557	YBL021C	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-0.46&CDS=1-1035
OG0000558	YBL022C	genemark-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-0.87&CDS=1-3642
OG0000559	YBL023C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-11.9-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-11.9&CDS=1-2757
OG0000560	YBL024W	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-0.44&CDS=1-2133
OG0000561	YBL029C-A	maker-NODE_1_length_1633205_cov_71.5147_ID_1-snap-gene-7.97-mRNA-1_1&gene=maker-NODE_1_length_1633205_cov_71.5147_ID_1-snap-gene-7.97&CDS=1-246
OG0000562	YBL029W	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-3.95&CDS=1-1119
OG0000563	YBL032W	maker-NODE_5_length_775831_cov_75.5812_ID_9-snap-gene-2.0-mRNA-1_1&gene=maker-NODE_5_length_775831_cov_75.5812_ID_9-snap-gene-2.0&CDS=1-2640
OG0000564	YBL033C	augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-0.39&CDS=1-1113
OG0000565	YBL034C	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.149&CDS=1-4278
OG0000566	YBL035C	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-3.135&CDS=1-1989
OG0000567	YBL036C	maker-NODE_10_length_515802_cov_76.8733_ID_19-augustus-gene-3.97-mRNA-1_1&gene=maker-NODE_10_length_515802_cov_76.8733_ID_19-augustus-gene-3.97&CDS=1-3657
OG0000568	YBL038W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-2.48&CDS=1-714
OG0000569	YBL039C	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-1.14&CDS=1-1731
OG0000570	YBL040C	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-1.18&CDS=1-633
OG0000571	YBL045C	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.221-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.221&CDS=1-1326
OG0000572	YBL047C	maker-NODE_14_length_373348_cov_79.2154_ID_27-augustus-gene-1.89-mRNA-1_1&gene=maker-NODE_14_length_373348_cov_79.2154_ID_27-augustus-gene-1.89&CDS=1-4587
OG0000573	YBL049W	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.218-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.218&CDS=1-1293
OG0000574	YBL050W	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-1.69&CDS=1-894
OG0000575	YBL051C	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.83&CDS=1-2271
OG0000576	YBL055C	genemark-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.68&CDS=1-1131
OG0000577	YBL057C	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.38&CDS=1-723
OG0000578	YBL058W	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.157&CDS=1-1188
OG0000579	YBL059C-A	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.31-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.31&CDS=1-312
OG0000580	YBL060W	snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.56-mRNA-1_1&gene=snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.56&CDS=1-2367
OG0000581	YBL061C	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.27&CDS=1-2058
OG0000582	YBL066C	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.13&CDS=1-3273
OG0000583	YBL071W-A	snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.72-mRNA-1_1&gene=snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.72&CDS=1-225
OG0000584	YBL076C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.137&CDS=1-3219
OG0000585	YBL078C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-0.34&CDS=1-357
OG0000586	YBL079W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-0.27&CDS=1-4395
OG0000587	YBL080C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-0.13&CDS=1-1443
OG0000588	YBL082C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.119&CDS=1-1452
OG0000589	YBL084C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-9.14-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-9.14&CDS=1-2229
OG0000590	YBL086C	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-3.93&CDS=1-1455
OG0000591	YBL088C	snap_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-14.82-mRNA-1_1&gene=snap_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-14.82&CDS=1-8808
OG0000592	YBL090W	genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-9.57-mRNA-1_1&gene=genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-9.57&CDS=1-474
OG0000593	YBL091C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-9.26-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-9.26&CDS=1-1323
OG0000594	YBL092W	genemark-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-1.80-mRNA-1_1&gene=genemark-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-1.80&CDS=1-393
OG0000595	YBL093C	augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-1.111&CDS=1-477
OG0000596	YBL095W	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-4.164-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-4.164&CDS=1-690
OG0000597	YBL098W	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.14&CDS=1-1413
OG0000598	YBL099W	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-2.29&CDS=1-1632
OG0000599	YBL103C	augustus_masked-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.173&CDS=1-1353
OG0000600	YBL104C	maker-NODE_21_length_176952_cov_79.863_ID_41-snap-gene-0.207-mRNA-1_1&gene=maker-NODE_21_length_176952_cov_79.863_ID_41-snap-gene-0.207&CDS=1-5379
OG0000601	YBL107C	genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.80-mRNA-1_1&gene=genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.80&CDS=1-600
OG0000602	YBR003W	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.183-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.183&CDS=1-1650
OG0000603	YBR004C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.85&CDS=1-1296
OG0000604	YBR006W	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.21&CDS=1-1509
OG0000605	YBR007C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.54&CDS=1-1953
OG0000606	YBR011C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.30-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.30&CDS=1-849
OG0000607	YBR017C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.140-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.140&CDS=1-2796
OG0000608	YBR018C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-1.62&CDS=1-1119
OG0000609	YBR019C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-1.61&CDS=1-2115
