	Saccharomyces_cerevisiae	yHMPu5000035687_Cyberlindnera_suaveolens
OG0000136	YER119C, YIL088C	augustus_masked-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-0.37&CDS=1-1224, maker-NODE_32_length_114752_cov_15.8803_ID_7121-augustus-gene-0.59-mRNA-1_1&gene=maker-NODE_32_length_114752_cov_15.8803_ID_7121-augustus-gene-0.59&CDS=1-1461
OG0000137	YFL005W, YFL038C	augustus_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-0.68&CDS=1-609, augustus_masked-NODE_61_length_66738_cov_19.9984_ID_7891-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_61_length_66738_cov_19.9984_ID_7891-processed-gene-0.31&CDS=1-609
OG0000138	YFL041W, YMR058W	augustus_masked-NODE_13_length_224594_cov_15.961_ID_5467-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_13_length_224594_cov_15.961_ID_5467-processed-gene-1.4&CDS=1-1869, augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.153&CDS=1-1824
OG0000139	YFL047W, YHR182W	augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.132&CDS=1-2136, genemark-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-0.61&CDS=1-2319
OG0000140	YFL059W, YMR096W, YNL333W	augustus_masked-NODE_89_length_31196_cov_19.4815_ID_10288-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_89_length_31196_cov_19.4815_ID_10288-processed-gene-0.7&CDS=1-879
OG0000141	YFL060C, YMR095C, YNL334C	augustus_masked-NODE_89_length_31196_cov_19.4815_ID_10288-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_89_length_31196_cov_19.4815_ID_10288-processed-gene-0.3&CDS=1-726
OG0000142	YGL038C, YJR075W	augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-0.89&CDS=1-1167, augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-0.70&CDS=1-1149
OG0000143	YGL120C, YNR011C	augustus_masked-NODE_10_length_264305_cov_15.4558_ID_6033-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-NODE_10_length_264305_cov_15.4558_ID_6033-processed-gene-1.173&CDS=1-2172, augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-0.18&CDS=1-2694
OG0000144	YGL147C, YNL067W	augustus_masked-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-1.2&CDS=1-573, augustus_masked-NODE_48_length_81500_cov_15.6023_ID_7418-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_48_length_81500_cov_15.6023_ID_7418-processed-gene-0.11&CDS=1-573
OG0000145	YGL160W, YLR047C	augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.86&CDS=1-1491, augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-2.150&CDS=1-1974
OG0000146	YGR052W, YHR082C	augustus_masked-NODE_109_length_16344_cov_17.0626_ID_11276-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_109_length_16344_cov_17.0626_ID_11276-processed-gene-0.26&CDS=1-1218, augustus_masked-NODE_25_length_148322_cov_17.6261_ID_5648-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_25_length_148322_cov_17.6261_ID_5648-processed-gene-0.79&CDS=1-1974
OG0000147	YGR059W, YHR107C	augustus_masked-NODE_61_length_66738_cov_19.9984_ID_7891-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_61_length_66738_cov_19.9984_ID_7891-processed-gene-0.5&CDS=1-1416, maker-NODE_9_length_273348_cov_15.8038_ID_12161-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_9_length_273348_cov_15.8038_ID_12161-augustus-gene-1.2&CDS=1-1086
OG0000148	YGR067C, YMR182C	augustus_masked-NODE_80_length_44853_cov_17.964_ID_9448-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_80_length_44853_cov_17.964_ID_9448-processed-gene-0.78&CDS=1-2106, augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-0.40&CDS=1-981
OG0000149	YGR086C, YPL004C	augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-0.11&CDS=1-909, augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.24&CDS=1-924
OG0000150	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	
OG0000151	YGR156W, YHR169W	maker-NODE_32_length_114752_cov_15.8803_ID_7121-augustus-gene-0.51-mRNA-1_1&gene=maker-NODE_32_length_114752_cov_15.8803_ID_7121-augustus-gene-0.51&CDS=1-2595, maker-NODE_93_length_23315_cov_21.0693_ID_10781-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_93_length_23315_cov_21.0693_ID_10781-augustus-gene-0.2&CDS=1-1101
OG0000152	YGR184C, YLR024C	augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-0.64&CDS=1-5916, augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-0.86&CDS=1-5586
OG0000153	YHL019C, YPL259C	augustus_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-1.0&CDS=1-1236, augustus_masked-NODE_70_length_54856_cov_16.2992_ID_8288-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_70_length_54856_cov_16.2992_ID_8288-processed-gene-0.79&CDS=1-1356
OG0000154	YHL039W, YPL208W	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-2.161&CDS=1-1674, augustus_masked-NODE_71_length_54646_cov_15.9385_ID_10492-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_71_length_54646_cov_15.9385_ID_10492-processed-gene-0.1&CDS=1-1788
OG0000155	YHR031C, YML061C	augustus_masked-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-1.5&CDS=1-2127, genemark-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.74&CDS=1-2682
OG0000156	YHR050W, YLR034C	augustus_masked-NODE_13_length_224594_cov_15.961_ID_5467-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_13_length_224594_cov_15.961_ID_5467-processed-gene-0.116&CDS=1-1446, augustus_masked-NODE_83_length_38867_cov_15.8673_ID_9783-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_83_length_38867_cov_15.8673_ID_9783-processed-gene-0.60&CDS=1-1680
OG0000157	YHR146W, YNL173C	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-2.33&CDS=1-546, genemark-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-1.56&CDS=1-948
OG0000158	YHR176W	augustus_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-1.75&CDS=1-1458, augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-2.146&CDS=1-1509, maker-NODE_71_length_54646_cov_15.9385_ID_10492-snap-gene-0.61-mRNA-1_1&gene=maker-NODE_71_length_54646_cov_15.9385_ID_10492-snap-gene-0.61&CDS=1-2874
OG0000159	YHR179W, YPL171C	augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-1.82&CDS=1-1254, augustus_masked-NODE_86_length_33148_cov_22.7684_ID_10595-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_86_length_33148_cov_22.7684_ID_10595-processed-gene-0.8&CDS=1-1284
OG0000160	YHR216W, YLR432W, YML056C	maker-NODE_1_length_509996_cov_15.7131_ID_4924-augustus-gene-4.77-mRNA-1_1&gene=maker-NODE_1_length_509996_cov_15.7131_ID_4924-augustus-gene-4.77&CDS=1-1566
OG0000161	YIL035C, YOR061W	augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.180&CDS=1-999, augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.79&CDS=1-999
OG0000162	YIL038C, YPR072W	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-0.108&CDS=1-1782, augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.178&CDS=1-1668
OG0000163	YIL126W, YOR290C	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.119&CDS=1-3714, maker-NODE_61_length_66738_cov_19.9984_ID_7891-augustus-gene-0.36-mRNA-1_1&gene=maker-NODE_61_length_66738_cov_19.9984_ID_7891-augustus-gene-0.36&CDS=1-4425
OG0000164	YIR013C, YLR013W	augustus_masked-NODE_34_length_110513_cov_16.7138_ID_15698-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_34_length_110513_cov_16.7138_ID_15698-processed-gene-0.100&CDS=1-690, snap_masked-NODE_58_length_70823_cov_17.6654_ID_7793-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_58_length_70823_cov_17.6654_ID_7793-processed-gene-0.36&CDS=1-846
OG0000165	YIR017C, YNL103W	augustus_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-1.40&CDS=1-531, augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.114&CDS=1-1098
OG0000166	YJL089W, YMR280C	augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.188&CDS=1-2247, genemark-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.76&CDS=1-2526
OG0000167	YJL133W, YKR052C	augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.116&CDS=1-873, augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-1.29&CDS=1-924
OG0000168	YJL134W, YKR053C	augustus_masked-NODE_91_length_25601_cov_16.1647_ID_10551-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_91_length_25601_cov_16.1647_ID_10551-processed-gene-0.0&CDS=1-1143, maker-NODE_3_length_405505_cov_16.6761_ID_5022-augustus-gene-3.62-mRNA-1_1&gene=maker-NODE_3_length_405505_cov_16.6761_ID_5022-augustus-gene-3.62&CDS=1-2604
OG0000169	YJL137C, YKR058W	augustus_masked-NODE_56_length_74108_cov_17.7586_ID_9702-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_56_length_74108_cov_17.7586_ID_9702-processed-gene-0.106&CDS=1-1014, maker-NODE_10_length_264305_cov_15.4558_ID_6033-snap-gene-1.12-mRNA-1_1&gene=maker-NODE_10_length_264305_cov_15.4558_ID_6033-snap-gene-1.12&CDS=1-6483
OG0000170	YJL193W, YOR307C	augustus_masked-NODE_90_length_30965_cov_15.9507_ID_10242-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_90_length_30965_cov_15.9507_ID_10242-processed-gene-0.44&CDS=1-1206, genemark-NODE_139_length_7388_cov_16.4291_ID_12760-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_139_length_7388_cov_16.4291_ID_12760-processed-gene-0.4&CDS=1-1209
OG0000171	YJR116W, YPR114W	augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.123&CDS=1-873, augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-1.103&CDS=1-804
OG0000172	YJR129C, YLR137W	augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.52&CDS=1-876, genemark-NODE_55_length_74264_cov_15.6684_ID_7608-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_55_length_74264_cov_15.6684_ID_7608-processed-gene-0.11&CDS=1-792
OG0000173	YJR130C, YML082W	augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.72&CDS=1-1626, snap_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.29-mRNA-1_1&gene=snap_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.29&CDS=1-1569
OG0000174	YJR131W, YLR057W	augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.71&CDS=1-2064, maker-NODE_4_length_384378_cov_15.8714_ID_4871-snap-gene-0.86-mRNA-1_1&gene=maker-NODE_4_length_384378_cov_15.8714_ID_4871-snap-gene-0.86&CDS=1-2055
OG0000175	YJR154W	augustus_masked-NODE_79_length_46606_cov_21.8001_ID_9628-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_79_length_46606_cov_21.8001_ID_9628-processed-gene-0.2&CDS=1-1113, snap_masked-NODE_86_length_33148_cov_22.7684_ID_10595-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_86_length_33148_cov_22.7684_ID_10595-processed-gene-0.41&CDS=1-270, snap_masked-NODE_96_length_22685_cov_19.026_ID_10703-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_96_length_22685_cov_19.026_ID_10703-processed-gene-0.5&CDS=1-243
OG0000176	YKL146W, YNL101W	augustus_masked-NODE_48_length_81500_cov_15.6023_ID_7418-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_48_length_81500_cov_15.6023_ID_7418-processed-gene-0.48&CDS=1-2070, augustus_masked-NODE_49_length_79320_cov_15.7312_ID_7492-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_49_length_79320_cov_15.7312_ID_7492-processed-gene-0.86&CDS=1-1905
OG0000177	YKL221W	genemark-NODE_99_length_19560_cov_24.003_ID_12989-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_99_length_19560_cov_24.003_ID_12989-processed-gene-0.26&CDS=1-1410, maker-NODE_1_length_509996_cov_15.7131_ID_4924-augustus-gene-3.105-mRNA-1_1&gene=maker-NODE_1_length_509996_cov_15.7131_ID_4924-augustus-gene-3.105&CDS=1-2346, maker-NODE_54_length_74970_cov_15.7738_ID_7574-augustus-gene-0.37-mRNA-1_1&gene=maker-NODE_54_length_74970_cov_15.7738_ID_7574-augustus-gene-0.37&CDS=1-1587
OG0000178	YKR042W, YNL066W	augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.167&CDS=1-1236, augustus_masked-NODE_55_length_74264_cov_15.6684_ID_7608-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_55_length_74264_cov_15.6684_ID_7608-processed-gene-0.104&CDS=1-1206
OG0000179	YLL062C, YMR321C, YPL273W	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.76&CDS=1-897
OG0000180	YLR146C, YPR069C	augustus_masked-NODE_40_length_95927_cov_15.5978_ID_5171-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_40_length_95927_cov_15.5978_ID_5171-processed-gene-0.90&CDS=1-876, genemark-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.229-mRNA-1_1&gene=genemark-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.229&CDS=1-870
OG0000181	YLR188W, YPL270W	augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.197&CDS=1-2187, genemark-NODE_72_length_53785_cov_18.9429_ID_9584-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_72_length_53785_cov_18.9429_ID_9584-processed-gene-0.27&CDS=1-2073
OG0000182	YLR229C, YPR165W	augustus_masked-NODE_33_length_112801_cov_16.0057_ID_7973-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NODE_33_length_112801_cov_16.0057_ID_7973-processed-gene-0.148&CDS=1-594, maker-NODE_4_length_384378_cov_15.8714_ID_4871-snap-gene-1.2-mRNA-1_1&gene=maker-NODE_4_length_384378_cov_15.8714_ID_4871-snap-gene-1.2&CDS=1-651
OG0000183	YLR237W, YOR071C, YOR192C	maker-NODE_86_length_33148_cov_22.7684_ID_10595-augustus-gene-0.14-mRNA-1_1&gene=maker-NODE_86_length_33148_cov_22.7684_ID_10595-augustus-gene-0.14&CDS=1-3336
OG0000184	YLR287C-A, YOR182C	maker-NODE_15_length_212952_cov_15.8836_ID_5602-augustus-gene-0.145-mRNA-1_1&gene=maker-NODE_15_length_212952_cov_15.8836_ID_5602-augustus-gene-0.145&CDS=1-564, maker-NODE_6_length_345438_cov_15.5357_ID_5106-snap-gene-2.80-mRNA-1_1&gene=maker-NODE_6_length_345438_cov_15.5357_ID_5106-snap-gene-2.80&CDS=1-768
OG0000185	YLR361C, YOR137C	snap_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.223-mRNA-1_1&gene=snap_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.223&CDS=1-1356, snap_masked-NODE_68_length_56702_cov_16.3937_ID_9867-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_68_length_56702_cov_16.3937_ID_9867-processed-gene-0.23&CDS=1-1557
OG0000186	YLR392C	augustus_masked-NODE_34_length_110513_cov_16.7138_ID_15698-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_34_length_110513_cov_16.7138_ID_15698-processed-gene-0.79&CDS=1-1407, augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-1.290-mRNA-1_1&gene=augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-1.290&CDS=1-1368, augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.51&CDS=1-1239
OG0000187	YML116W, YMR279C	augustus_masked-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.138&CDS=1-1458, genemark-NODE_66_length_59368_cov_19.114_ID_8320-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_66_length_59368_cov_19.114_ID_8320-processed-gene-0.40&CDS=1-501
OG0000188	YML120C, YMR145C	augustus_masked-NODE_48_length_81500_cov_15.6023_ID_7418-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_48_length_81500_cov_15.6023_ID_7418-processed-gene-0.15&CDS=1-1608, augustus_masked-NODE_67_length_57166_cov_15.6626_ID_8980-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_67_length_57166_cov_15.6626_ID_8980-processed-gene-0.20&CDS=1-1569
OG0000189	YMR083W	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-0.123&CDS=1-1104, augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-4.116&CDS=1-1053, augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.164&CDS=1-1104
OG0000190	YMR169C, YMR170C	augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.106&CDS=1-1500, maker-NODE_59_length_70817_cov_15.3005_ID_7652-augustus-gene-0.93-mRNA-1_1&gene=maker-NODE_59_length_70817_cov_15.3005_ID_7652-augustus-gene-0.93&CDS=1-2190
OG0000191	YMR266W, YOL084W	augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.94&CDS=1-2655, augustus_masked-NODE_71_length_54646_cov_15.9385_ID_10492-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_71_length_54646_cov_15.9385_ID_10492-processed-gene-0.9&CDS=1-2670
OG0000192	YMR316W, YNL165W, YOR385W	augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-0.96&CDS=1-1137
OG0000193	YNR001C, YPR001W	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-2.183-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-2.183&CDS=1-1407, augustus_masked-NODE_61_length_66738_cov_19.9984_ID_7891-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_61_length_66738_cov_19.9984_ID_7891-processed-gene-0.26&CDS=1-1368
