	Saccharomyces_cerevisiae	yHMPu5000034904_Ogataea_nonfermentans
OG0000736	YNR026C	snap_masked-flattened_line_0-processed-gene-26.20-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-26.20&CDS=1-2391, snap_masked-flattened_line_0-processed-gene-5.59-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.59&CDS=1-2391
OG0000737	YNR053C	augustus_masked-flattened_line_0-processed-gene-14.65-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-14.65&CDS=1-3798, augustus_masked-flattened_line_0-processed-gene-17.109-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-17.109&CDS=1-3798
OG0000738	YNR063W	augustus_masked-flattened_line_3-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.119&CDS=1-5946, genemark-flattened_line_3-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.93&CDS=1-1773
OG0000739	YOL057W	snap_masked-flattened_line_0-processed-gene-10.195-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.195&CDS=1-2067, snap_masked-flattened_line_0-processed-gene-22.75-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-22.75&CDS=1-2067
OG0000740	YOL115W	snap_masked-flattened_line_0-processed-gene-22.81-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-22.81&CDS=1-1743, snap_masked-flattened_line_0-processed-gene-9.151-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.151&CDS=1-1743
OG0000741	YOL119C, YOR306C	snap_masked-flattened_line_3-processed-gene-1.151-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.151&CDS=1-1443
OG0000742	YOL146W	maker-flattened_line_0-snap-gene-15.126-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-15.126&CDS=1-564, maker-flattened_line_0-snap-gene-16.87-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-16.87&CDS=1-564
OG0000743	YOL148C	snap_masked-flattened_line_0-processed-gene-15.140-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.140&CDS=1-1734, snap_masked-flattened_line_0-processed-gene-17.33-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.33&CDS=1-1734
OG0000744	YOL149W	snap_masked-flattened_line_0-processed-gene-15.163-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.163&CDS=1-516, snap_masked-flattened_line_0-processed-gene-17.4-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.4&CDS=1-516
OG0000745	YOR001W	snap_masked-flattened_line_0-processed-gene-14.51-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-14.51&CDS=1-2307, snap_masked-flattened_line_0-processed-gene-17.13-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.13&CDS=1-2307
OG0000746	YOR006C	snap_masked-flattened_line_0-processed-gene-26.14-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-26.14&CDS=1-867, snap_masked-flattened_line_0-processed-gene-5.65-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.65&CDS=1-867
OG0000747	YOR007C	genemark-flattened_line_0-processed-gene-26.63-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-26.63&CDS=1-1026, genemark-flattened_line_0-processed-gene-5.123-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.123&CDS=1-1026
OG0000748	YOR020C	genemark-flattened_line_0-processed-gene-22.59-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-22.59&CDS=1-309, genemark-flattened_line_0-processed-gene-9.18-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.18&CDS=1-309
OG0000749	YOR043W	snap_masked-flattened_line_0-processed-gene-26.7-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-26.7&CDS=1-1032, snap_masked-flattened_line_0-processed-gene-6.7-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.7&CDS=1-1032
OG0000750	YOR045W	genemark-flattened_line_0-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.91&CDS=1-147, genemark-flattened_line_0-processed-gene-30.108-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-30.108&CDS=1-147
OG0000751	YOR048C	maker-flattened_line_0-snap-gene-28.62-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-28.62&CDS=1-3744, maker-flattened_line_0-snap-gene-4.1-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-4.1&CDS=1-3744
OG0000752	YOR051C	genemark-flattened_line_0-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.92&CDS=1-1251, genemark-flattened_line_0-processed-gene-30.107-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-30.107&CDS=1-1251
OG0000753	YOR052C	snap_masked-flattened_line_0-processed-gene-1.180-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.180&CDS=1-522, snap_masked-flattened_line_0-processed-gene-30.142-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-30.142&CDS=1-522
OG0000754	YOR059C	snap_masked-flattened_line_0-processed-gene-10.214-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.214&CDS=1-1452, snap_masked-flattened_line_0-processed-gene-21.145-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-21.145&CDS=1-1452
OG0000755	YOR069W	snap_masked-flattened_line_0-processed-gene-2.29-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.29&CDS=1-1950, snap_masked-flattened_line_0-processed-gene-30.118-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-30.118&CDS=1-1950
OG0000756	YOR070C	genemark-flattened_line_0-processed-gene-24.126-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-24.126&CDS=1-1497, genemark-flattened_line_0-processed-gene-8.33-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.33&CDS=1-1497
OG0000757	YOR075W	snap_masked-flattened_line_0-processed-gene-2.12-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.12&CDS=1-978, snap_masked-flattened_line_0-processed-gene-30.120-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-30.120&CDS=1-978
OG0000758	YOR108W	snap_masked-flattened_line_0-processed-gene-27.147-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-27.147&CDS=1-1776, snap_masked-flattened_line_0-processed-gene-4.115-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.115&CDS=1-1776
OG0000759	YOR111W	snap_masked-flattened_line_0-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.145&CDS=1-669, snap_masked-flattened_line_0-processed-gene-31.99-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-31.99&CDS=1-669
OG0000760	YOR136W	snap_masked-flattened_line_0-processed-gene-13.116-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.116&CDS=1-1098, snap_masked-flattened_line_0-processed-gene-18.79-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-18.79&CDS=1-1098
OG0000761	YOR138C	snap_masked-flattened_line_0-processed-gene-11.73-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.73&CDS=1-1683, snap_masked-flattened_line_0-processed-gene-20.156-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-20.156&CDS=1-1683
OG0000762	YOR154W	genemark-flattened_line_0-processed-gene-12.66-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.66&CDS=1-1800, genemark-flattened_line_0-processed-gene-20.91-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-20.91&CDS=1-1800
OG0000763	YOR157C	snap_masked-flattened_line_0-processed-gene-15.185-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.185&CDS=1-801, snap_masked-flattened_line_0-processed-gene-16.7-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.7&CDS=1-801
OG0000764	YOR166C	augustus_masked-flattened_line_0-processed-gene-25.108-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-25.108&CDS=1-927, augustus_masked-flattened_line_0-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.104&CDS=1-927
OG0000765	YOR187W	maker-flattened_line_0-snap-gene-11.52-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-11.52&CDS=1-3183, maker-flattened_line_0-snap-gene-20.55-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-20.55&CDS=1-3183
OG0000766	YOR188W	maker-flattened_line_0-snap-gene-11.51-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-11.51&CDS=1-2820, maker-flattened_line_0-snap-gene-20.56-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-20.56&CDS=1-2820
OG0000767	YOR201C	genemark-flattened_line_0-processed-gene-25.37-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-25.37&CDS=1-1140, genemark-flattened_line_0-processed-gene-6.158-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.158&CDS=1-1140
OG0000768	YOR227W, YPL137C	snap_masked-flattened_line_3-processed-gene-12.111-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-12.111&CDS=1-3606
OG0000769	YOR231W, YPL140C	snap_masked-flattened_line_1-processed-gene-10.105-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-10.105&CDS=1-1272
OG0000770	YOR234C, YPL143W	maker-flattened_line_11-snap-gene-1.65-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-1.65&CDS=1-1296
OG0000771	YOR237W, YPL145C	snap_masked-flattened_line_19-processed-gene-1.152-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.152&CDS=1-1260
OG0000772	YOR239W	augustus_masked-flattened_line_0-processed-gene-13.148-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.148&CDS=1-942, augustus_masked-flattened_line_0-processed-gene-18.40-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-18.40&CDS=1-942
OG0000773	YOR244W	snap_masked-flattened_line_0-processed-gene-10.154-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.154&CDS=1-1383, snap_masked-flattened_line_0-processed-gene-22.104-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-22.104&CDS=1-1383
OG0000774	YOR252W	snap_masked-flattened_line_0-processed-gene-1.178-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.178&CDS=1-501, snap_masked-flattened_line_0-processed-gene-30.144-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-30.144&CDS=1-501
OG0000775	YOR256C, YPL176C	snap_masked-flattened_line_17-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.91&CDS=1-2415
OG0000776	YOR258W	snap_masked-flattened_line_0-processed-gene-24.82-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-24.82&CDS=1-600, snap_masked-flattened_line_0-processed-gene-7.122-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.122&CDS=1-600
OG0000777	YOR259C	snap_masked-flattened_line_0-processed-gene-15.142-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.142&CDS=1-1263, snap_masked-flattened_line_0-processed-gene-16.44-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.44&CDS=1-1263
OG0000778	YOR260W	snap_masked-flattened_line_0-processed-gene-15.168-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.168&CDS=1-1404, snap_masked-flattened_line_0-processed-gene-16.24-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.24&CDS=1-1404
OG0000779	YOR262W	snap_masked-flattened_line_0-processed-gene-13.115-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.115&CDS=1-1125, snap_masked-flattened_line_0-processed-gene-19.8-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-19.8&CDS=1-1125
OG0000780	YOR274W	snap_masked-flattened_line_0-processed-gene-1.172-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.172&CDS=1-1290, snap_masked-flattened_line_0-processed-gene-31.83-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-31.83&CDS=1-1290
OG0000781	YOR276W	snap_masked-flattened_line_0-processed-gene-1.152-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.152&CDS=1-432, snap_masked-flattened_line_0-processed-gene-30.174-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-30.174&CDS=1-432
OG0000782	YOR288C	genemark-flattened_line_0-processed-gene-10.73-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.73&CDS=1-861, genemark-flattened_line_0-processed-gene-21.91-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-21.91&CDS=1-861
OG0000783	YOR289W	snap_masked-flattened_line_0-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.128&CDS=1-603, snap_masked-flattened_line_0-processed-gene-31.124-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-31.124&CDS=1-603
OG0000784	YOR294W	maker-flattened_line_0-snap-gene-25.78-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-25.78&CDS=1-591, maker-flattened_line_0-snap-gene-7.60-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-7.60&CDS=1-591
OG0000785	YOR296W	snap_masked-flattened_line_0-processed-gene-25.149-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-25.149&CDS=1-3162, snap_masked-flattened_line_0-processed-gene-7.89-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.89&CDS=1-3162
OG0000786	YOR348C	snap_masked-flattened_line_11-processed-gene-3.161-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.161&CDS=1-1647, snap_masked-flattened_line_19-processed-gene-1.102-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.102&CDS=1-1656
OG0000787	YOR349W	snap_masked-flattened_line_0-processed-gene-25.196-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-25.196&CDS=1-2889, snap_masked-flattened_line_0-processed-gene-6.22-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.22&CDS=1-2889
OG0000788	YOR351C	snap_masked-flattened_line_0-processed-gene-27.157-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-27.157&CDS=1-1230, snap_masked-flattened_line_0-processed-gene-4.105-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.105&CDS=1-1230
OG0000789	YOR361C	genemark-flattened_line_0-processed-gene-28.195-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-28.195&CDS=1-2166, genemark-flattened_line_0-processed-gene-3.152-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.152&CDS=1-2166
OG0000790	YOR380W	snap_masked-flattened_line_0-processed-gene-2.48-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.48&CDS=1-1290, snap_masked-flattened_line_0-processed-gene-29.75-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-29.75&CDS=1-1290
OG0000791	YOR388C, YPL275W	maker-flattened_line_1-augustus-gene-2.106-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-2.106&CDS=1-2190
OG0000792	YOR390W, YPL279C	snap_masked-flattened_line_13-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.131&CDS=1-1017
OG0000793	YPL005W	snap_masked-flattened_line_0-processed-gene-15.153-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.153&CDS=1-1479, snap_masked-flattened_line_0-processed-gene-16.33-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.33&CDS=1-1479
OG0000794	YPL030W	snap_masked-flattened_line_0-processed-gene-1.162-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.162&CDS=1-1704, snap_masked-flattened_line_0-processed-gene-30.164-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-30.164&CDS=1-1704
OG0000795	YPL031C	snap_masked-flattened_line_0-processed-gene-1.188-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.188&CDS=1-945, snap_masked-flattened_line_0-processed-gene-30.134-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-30.134&CDS=1-945
OG0000796	YPL043W	snap_masked-flattened_line_0-processed-gene-1.189-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.189&CDS=1-2364, snap_masked-flattened_line_0-processed-gene-30.133-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-30.133&CDS=1-2364
OG0000797	YPL045W	snap_masked-flattened_line_0-processed-gene-1.190-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.190&CDS=1-2400, snap_masked-flattened_line_0-processed-gene-30.132-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-30.132&CDS=1-2400
OG0000798	YPL046C	snap_masked-flattened_line_0-processed-gene-1.164-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.164&CDS=1-297, snap_masked-flattened_line_0-processed-gene-30.162-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-30.162&CDS=1-297
OG0000799	YPL048W	maker-flattened_line_0-augustus-gene-13.4-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-13.4&CDS=1-1230, maker-flattened_line_0-augustus-gene-19.0-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-19.0&CDS=1-1230
OG0000800	YPL058C	maker-flattened_line_0-augustus-gene-13.8-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-13.8&CDS=1-6048, maker-flattened_line_0-augustus-gene-18.162-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-18.162&CDS=1-6048
OG0000801	YPL067C	snap_masked-flattened_line_0-processed-gene-1.161-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.161&CDS=1-621, snap_masked-flattened_line_0-processed-gene-30.165-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-30.165&CDS=1-621
OG0000802	YPL072W	augustus_masked-flattened_line_0-processed-gene-29.153-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-29.153&CDS=1-1602, augustus_masked-flattened_line_0-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.1&CDS=1-1602
OG0000803	YPL078C	snap_masked-flattened_line_0-processed-gene-24.99-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-24.99&CDS=1-729, snap_masked-flattened_line_0-processed-gene-7.98-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.98&CDS=1-729
OG0000804	YPL084W	snap_masked-flattened_line_0-processed-gene-1.191-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.191&CDS=1-2433, snap_masked-flattened_line_0-processed-gene-30.131-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-30.131&CDS=1-2433
OG0000805	YPL085W	snap_masked-flattened_line_0-processed-gene-12.135-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-12.135&CDS=1-5793, snap_masked-flattened_line_0-processed-gene-20.115-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-20.115&CDS=1-5793
OG0000806	YPL086C	snap_masked-flattened_line_0-processed-gene-12.162-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-12.162&CDS=1-1665, snap_masked-flattened_line_0-processed-gene-20.113-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-20.113&CDS=1-1665
OG0000807	YPL104W	snap_masked-flattened_line_0-processed-gene-13.74-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.74&CDS=1-1800, snap_masked-flattened_line_0-processed-gene-19.45-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-19.45&CDS=1-1800
OG0000808	YPL110C	snap_masked-flattened_line_0-processed-gene-11.93-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.93&CDS=1-5496, snap_masked-flattened_line_0-processed-gene-21.129-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-21.129&CDS=1-5496
OG0000809	YPL115C	snap_masked-flattened_line_1-processed-gene-12.64-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-12.64&CDS=1-2568, snap_masked-flattened_line_1-processed-gene-4.100-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.100&CDS=1-777
OG0000810	YPL118W	genemark-flattened_line_0-processed-gene-25.66-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-25.66&CDS=1-1074, genemark-flattened_line_0-processed-gene-6.130-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.130&CDS=1-1074
OG0000811	YPL133C	snap_masked-flattened_line_0-processed-gene-29.94-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-29.94&CDS=1-1680, snap_masked-flattened_line_0-processed-gene-3.72-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.72&CDS=1-1680
OG0000812	YPL149W	genemark-flattened_line_0-processed-gene-13.56-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-13.56&CDS=1-828, genemark-flattened_line_0-processed-gene-18.133-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-18.133&CDS=1-828
OG0000813	YPL151C	snap_masked-flattened_line_0-processed-gene-28.97-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-28.97&CDS=1-1266, snap_masked-flattened_line_0-processed-gene-3.106-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.106&CDS=1-1266
OG0000814	YPL152W	snap_masked-flattened_line_0-processed-gene-10.158-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.158&CDS=1-1038, snap_masked-flattened_line_0-processed-gene-22.79-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-22.79&CDS=1-1038
OG0000815	YPL170W	augustus_masked-flattened_line_0-processed-gene-13.179-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.179&CDS=1-1371, augustus_masked-flattened_line_0-processed-gene-18.13-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-18.13&CDS=1-1371
