	Saccharomyces_cerevisiae	yHMPu5000035031_Candida_kruisii
OG0000577	YNR013C	augustus_masked-flattened_line_16-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.105&CDS=1-2541, augustus_masked-flattened_line_16-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.18&CDS=1-2541
OG0000578	YNR016C	augustus_masked-flattened_line_3-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.54&CDS=1-9936, maker-flattened_line_3-augustus-gene-1.4-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-1.4&CDS=1-9936
OG0000579	YOL026C	augustus_masked-flattened_line_0-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.34&CDS=1-408, augustus_masked-flattened_line_0-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.71&CDS=1-408
OG0000580	YOL038W	augustus_masked-flattened_line_0-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.32&CDS=1-750, augustus_masked-flattened_line_0-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.73&CDS=1-750
OG0000581	YOL041C	augustus_masked-flattened_line_16-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.68&CDS=1-1395, augustus_masked-flattened_line_16-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.71&CDS=1-1395
OG0000582	YOL058W	augustus_masked-flattened_line_3-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.38&CDS=1-1248, augustus_masked-flattened_line_3-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.23&CDS=1-1248
OG0000583	YOL075C	genemark-flattened_line_40-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.40&CDS=1-3795, maker-flattened_line_78-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_78-augustus-gene-0.2&CDS=1-4602
OG0000584	YOL090W	augustus_masked-flattened_line_19-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.114&CDS=1-2985, snap_masked-flattened_line_19-processed-gene-1.32-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.32&CDS=1-2985
OG0000585	YOL102C	augustus_masked-flattened_line_0-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.89&CDS=1-648, augustus_masked-flattened_line_0-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.29&CDS=1-648
OG0000586	YOL125W	augustus_masked-flattened_line_3-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.137&CDS=1-1245, augustus_masked-flattened_line_3-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.20&CDS=1-1245
OG0000587	YOR005C	maker-flattened_line_0-augustus-gene-1.4-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.4&CDS=1-4248, maker-flattened_line_0-augustus-gene-6.231-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-6.231&CDS=1-4248
OG0000588	YOR006C	augustus_masked-flattened_line_0-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.64&CDS=1-1014, augustus_masked-flattened_line_0-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.50&CDS=1-1014
OG0000589	YOR007C	augustus_masked-flattened_line_0-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.66&CDS=1-1023, augustus_masked-flattened_line_0-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.48&CDS=1-1023
OG0000590	YOR021C	maker-flattened_line_0-augustus-gene-1.3-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.3&CDS=1-2784, maker-flattened_line_0-augustus-gene-6.232-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-6.232&CDS=1-2784
OG0000591	YOR049C	augustus_masked-flattened_line_46-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.112&CDS=1-1281, genemark-flattened_line_17-processed-gene-2.80-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.80&CDS=1-1389
OG0000592	YOR069W	augustus_masked-flattened_line_19-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.52&CDS=1-1995, augustus_masked-flattened_line_19-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.110&CDS=1-1995
OG0000593	YOR078W	augustus_masked-flattened_line_0-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.111&CDS=1-645, augustus_masked-flattened_line_0-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.9&CDS=1-645
OG0000594	YOR079C	augustus_masked-flattened_line_0-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.90&CDS=1-894, augustus_masked-flattened_line_0-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.28&CDS=1-894
OG0000595	YOR080W	augustus_masked-flattened_line_0-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.112&CDS=1-2163, augustus_masked-flattened_line_0-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.8&CDS=1-2163
OG0000596	YOR116C	augustus_masked-flattened_line_19-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.62&CDS=1-4341, augustus_masked-flattened_line_19-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.100&CDS=1-4341
OG0000597	YOR117W	augustus_masked-flattened_line_19-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.61&CDS=1-1281, augustus_masked-flattened_line_19-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.101&CDS=1-1281
OG0000598	YOR126C	augustus_masked-flattened_line_1-processed-gene-5.132-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.132&CDS=1-795, augustus_masked-flattened_line_58-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.33&CDS=1-795
OG0000599	YOR136W	augustus_masked-flattened_line_0-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.116&CDS=1-1095, augustus_masked-flattened_line_0-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.83&CDS=1-1095
OG0000600	YOR149C	augustus_masked-flattened_line_0-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.113&CDS=1-1482, genemark-flattened_line_0-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.65&CDS=1-1482
OG0000601	YOR159C	augustus_masked-flattened_line_0-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.109&CDS=1-261, augustus_masked-flattened_line_0-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.90&CDS=1-261
OG0000602	YOR194C	augustus_masked-flattened_line_3-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.114&CDS=1-834, augustus_masked-flattened_line_3-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.63&CDS=1-834
OG0000603	YOR196C	augustus_masked-flattened_line_3-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.109&CDS=1-1194, augustus_masked-flattened_line_3-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.84&CDS=1-1194
OG0000604	YOR198C	augustus_masked-flattened_line_3-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.113&CDS=1-1398, augustus_masked-flattened_line_3-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.64&CDS=1-1398
OG0000605	YOR204W, YPL119C	maker-flattened_line_12-augustus-gene-2.94-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-2.94&CDS=1-3621
OG0000606	YOR208W	snap_masked-flattened_line_3-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.87&CDS=1-1884, snap_masked-flattened_line_3-processed-gene-4.224-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.224&CDS=1-1884
OG0000607	YOR210W	augustus_masked-flattened_line_3-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.136&CDS=1-216, augustus_masked-flattened_line_3-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.60&CDS=1-216
OG0000608	YOR211C	augustus_masked-flattened_line_3-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.137&CDS=1-2577, augustus_masked-flattened_line_3-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.59&CDS=1-2577
OG0000609	YOR216C	augustus_masked-flattened_line_16-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.90&CDS=1-1413, augustus_masked-flattened_line_16-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.36&CDS=1-1413
OG0000610	YOR217W	maker-flattened_line_16-augustus-gene-1.57-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-1.57&CDS=1-2715, maker-flattened_line_16-augustus-gene-2.245-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-2.245&CDS=1-2715
OG0000611	YOR226C, YPL135W	augustus_masked-flattened_line_30-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.29&CDS=1-558
OG0000612	YOR227W, YPL137C	augustus_masked-flattened_line_30-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.64&CDS=1-3807
OG0000613	YOR233W, YPL141C	genemark-flattened_line_87-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_87-processed-gene-0.11&CDS=1-5277
OG0000614	YOR244W	augustus_masked-flattened_line_0-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.94&CDS=1-1515, augustus_masked-flattened_line_0-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.3&CDS=1-1515
OG0000615	YOR250C	augustus_masked-flattened_line_0-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.1&CDS=1-1458, augustus_masked-flattened_line_0-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.105&CDS=1-1458
OG0000616	YOR256C, YPL176C	genemark-flattened_line_58-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.82&CDS=1-2505
OG0000617	YOR267C	augustus_masked-flattened_line_0-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.83&CDS=1-2022, snap_masked-flattened_line_0-processed-gene-2.60-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.60&CDS=1-2022
OG0000618	YOR307C	augustus_masked-flattened_line_0-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.96&CDS=1-1287, augustus_masked-flattened_line_0-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.123&CDS=1-1287
OG0000619	YOR310C	augustus_masked-flattened_line_0-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.54&CDS=1-1524, augustus_masked-flattened_line_0-processed-gene-6.132-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.132&CDS=1-1524
OG0000620	YOR390W, YPL279C	augustus_masked-flattened_line_40-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.146&CDS=1-1182
OG0000621	YPL070W	snap_masked-flattened_line_82-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.105&CDS=1-2280, snap_masked-flattened_line_82-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.82&CDS=1-2280
OG0000622	YPL072W	augustus_masked-flattened_line_16-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.104&CDS=1-2367, augustus_masked-flattened_line_16-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.19&CDS=1-2367
OG0000623	YPL076W	augustus_masked-flattened_line_0-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.10&CDS=1-981, augustus_masked-flattened_line_0-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.98&CDS=1-981
OG0000624	YPL113C	augustus_masked-flattened_line_28-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.83&CDS=1-1101, augustus_masked-flattened_line_4-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.72&CDS=1-1104
OG0000625	YPL115C	augustus_masked-flattened_line_3-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.111&CDS=1-3258, augustus_masked-flattened_line_3-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.82&CDS=1-3258
OG0000626	YPL116W	augustus_masked-flattened_line_3-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.110&CDS=1-2115, augustus_masked-flattened_line_3-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.83&CDS=1-2115
OG0000627	YPL117C	augustus_masked-flattened_line_3-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.108&CDS=1-846, augustus_masked-flattened_line_3-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.85&CDS=1-846
OG0000628	YPL126W	augustus_masked-flattened_line_3-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.116&CDS=1-2469, augustus_masked-flattened_line_3-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.80&CDS=1-2469
OG0000629	YPL128C	augustus_masked-flattened_line_16-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.65&CDS=1-2136, augustus_masked-flattened_line_16-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.46&CDS=1-2136
OG0000630	YPL129W	augustus_masked-flattened_line_16-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.63&CDS=1-1770, augustus_masked-flattened_line_16-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.74&CDS=1-1770
OG0000631	YPL132W	augustus_masked-flattened_line_3-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.9&CDS=1-744, augustus_masked-flattened_line_3-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.65&CDS=1-744
OG0000632	YPL151C	augustus_masked-flattened_line_0-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.85&CDS=1-1149, snap_masked-flattened_line_0-processed-gene-2.57-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.57&CDS=1-1149
OG0000633	YPL152W	augustus_masked-flattened_line_0-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.3&CDS=1-1059, augustus_masked-flattened_line_0-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.80&CDS=1-1059
OG0000634	YPL153C	augustus_masked-flattened_line_0-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.4&CDS=1-2424, augustus_masked-flattened_line_0-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.79&CDS=1-2424
OG0000635	YPR013C, YPR015C	genemark-flattened_line_36-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.117&CDS=1-1137
OG0000636	YPR018W	augustus_masked-flattened_line_3-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.142&CDS=1-1620, augustus_masked-flattened_line_3-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.54&CDS=1-1620
OG0000637	YPR066W	augustus_masked-flattened_line_0-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.108&CDS=1-2448, augustus_masked-flattened_line_0-processed-gene-6.91-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.91&CDS=1-2448
OG0000638	YPR107C	augustus_masked-flattened_line_16-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.83&CDS=1-636, augustus_masked-flattened_line_16-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.43&CDS=1-636
OG0000639	YPR127W	augustus_masked-flattened_line_24-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.46&CDS=1-1014, augustus_masked-flattened_line_30-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.26&CDS=1-1035
OG0000640	YPR167C	augustus_masked-flattened_line_19-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.104&CDS=1-735, augustus_masked-flattened_line_19-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.137&CDS=1-735
OG0000641	YPR169W-A, YPR170W-B	augustus_masked-flattened_line_12-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.82&CDS=1-252
OG0000642	YAL002W	snap_masked-flattened_line_38-processed-gene-1.111-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.111&CDS=1-4038
OG0000643	YAL010C	augustus_masked-flattened_line_22-processed-gene-1.197-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.197&CDS=1-2322
OG0000644	YAL012W	augustus_masked-flattened_line_46-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.89&CDS=1-1203
OG0000645	YAL014C	augustus_masked-flattened_line_10-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.91&CDS=1-795
OG0000646	YAL016C-A	snap_masked-flattened_line_12-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.110&CDS=1-2145
OG0000647	YAL016W	augustus_masked-flattened_line_12-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.44&CDS=1-1878
OG0000648	YAL019W	augustus_masked-flattened_line_113-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_113-processed-gene-0.34&CDS=1-4941
OG0000649	YAL020C	augustus_masked-flattened_line_46-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.87&CDS=1-1056
OG0000650	YAL021C	augustus_masked-flattened_line_6-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.90&CDS=1-2487
OG0000651	YAL022C	genemark-flattened_line_58-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.91&CDS=1-1392
OG0000652	YAL023C	augustus_masked-flattened_line_12-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.69&CDS=1-2283
OG0000653	YAL024C	augustus_masked-flattened_line_17-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.131&CDS=1-4341
OG0000654	YAL025C	augustus_masked-flattened_line_17-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.141&CDS=1-900
OG0000655	YAL026C	augustus_masked-flattened_line_12-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.51&CDS=1-3831
OG0000656	YAL032C	augustus_masked-flattened_line_48-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.126&CDS=1-951
OG0000657	YAL035W	augustus_masked-flattened_line_115-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_115-processed-gene-0.12&CDS=1-3015
OG0000658	YAL036C	genemark-flattened_line_115-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_115-processed-gene-0.8&CDS=1-1101
OG0000659	YAL038W	maker-flattened_line_26-augustus-gene-0.138-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-0.138&CDS=1-2484
