	Nadsonia_fulvescens_var_elongata	Saccharomyces_cerevisiae
OG0000288	snap_masked-scaffold_1-processed-gene-19.25-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.25&CDS=1-2643, snap_masked-scaffold_6-processed-gene-6.110-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.110&CDS=1-2721	YLL026W
OG0000289	augustus_masked-scaffold_10-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-5.57&CDS=1-942, maker-scaffold_1-snap-gene-19.100-mRNA-1_1&gene=maker-scaffold_1-snap-gene-19.100&CDS=1-906	YOR222W
OG0000290	augustus_masked-scaffold_1-processed-gene-19.136-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-19.136&CDS=1-1911, snap_masked-scaffold_10-processed-gene-5.21-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-5.21&CDS=1-1968	YPL133C
OG0000291	snap_masked-scaffold_1-processed-gene-19.36-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.36&CDS=1-894, snap_masked-scaffold_10-processed-gene-5.19-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-5.19&CDS=1-888	YPL131W
OG0000292	genemark-scaffold_5-processed-gene-3.54-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.54&CDS=1-942, snap_masked-scaffold_1-processed-gene-19.42-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.42&CDS=1-969	YGR031W
OG0000293	snap_masked-scaffold_1-processed-gene-20.121-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.121&CDS=1-1446, snap_masked-scaffold_8-processed-gene-1.21-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.21&CDS=1-1416	YLR163C
OG0000294	snap_masked-scaffold_1-processed-gene-20.127-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.127&CDS=1-1215	YOR237W, YPL145C
OG0000295	augustus_masked-scaffold_1-processed-gene-20.24-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-20.24&CDS=1-339	YJR094W-A, YPR043W
OG0000296	maker-scaffold_3-snap-gene-13.146-mRNA-1_1&gene=maker-scaffold_3-snap-gene-13.146&CDS=1-5322, snap_masked-scaffold_1-processed-gene-20.152-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.152&CDS=1-4737	YIL126W
OG0000297	snap_masked-scaffold_1-processed-gene-20.153-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.153&CDS=1-2535, snap_masked-scaffold_5-processed-gene-11.155-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.155&CDS=1-2568	YNR013C
OG0000298	maker-scaffold_1-snap-gene-20.68-mRNA-1_1&gene=maker-scaffold_1-snap-gene-20.68&CDS=1-1503, snap_masked-scaffold_5-processed-gene-11.158-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.158&CDS=1-1524	YNL241C
OG0000299	snap_masked-scaffold_1-processed-gene-20.145-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.145&CDS=1-1851	YBR238C, YGL107C
OG0000300	snap_masked-scaffold_1-processed-gene-21.97-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-21.97&CDS=1-1572	YML118W, YMR285C
OG0000301	snap_masked-scaffold_1-processed-gene-21.100-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-21.100&CDS=1-1080	YCR105W, YMR318C
OG0000302	snap_masked-scaffold_1-processed-gene-21.125-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-21.125&CDS=1-1083	YEL006W, YIL006W
OG0000303	snap_masked-scaffold_1-processed-gene-22.133-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-22.133&CDS=1-1068	YGR283C, YMR310C
OG0000304	snap_masked-scaffold_1-processed-gene-22.145-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-22.145&CDS=1-1605, snap_masked-scaffold_2-processed-gene-18.31-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.31&CDS=1-1428	YCL043C
OG0000305	snap_masked-scaffold_1-processed-gene-23.198-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.198&CDS=1-1743	YCL037C, YDR515W
OG0000306	augustus_masked-scaffold_3-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.109&CDS=1-1029, snap_masked-scaffold_1-processed-gene-23.243-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.243&CDS=1-918	YPL246C
OG0000307	augustus_masked-scaffold_1-processed-gene-23.27-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-23.27&CDS=1-3681	YNL106C, YOR109W
OG0000308	snap_masked-scaffold_1-processed-gene-23.255-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.255&CDS=1-1362	YAL062W, YOR375C
OG0000309	augustus_masked-scaffold_1-processed-gene-23.72-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-23.72&CDS=1-1950, maker-scaffold_3-snap-gene-2.94-mRNA-1_1&gene=maker-scaffold_3-snap-gene-2.94&CDS=1-1482	YMR029C
OG0000310	snap_masked-scaffold_1-processed-gene-23.257-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.257&CDS=1-2142, snap_masked-scaffold_3-processed-gene-2.6-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.6&CDS=1-2106	YMR186W
OG0000311	augustus_masked-scaffold_1-processed-gene-23.38-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-23.38&CDS=1-1341, snap_masked-scaffold_3-processed-gene-2.4-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.4&CDS=1-1383	YIR004W
OG0000312	augustus_masked-scaffold_1-processed-gene-23.76-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-23.76&CDS=1-2268, augustus_masked-scaffold_4-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.9&CDS=1-1650	YER168C
OG0000313	snap_masked-scaffold_1-processed-gene-23.227-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.227&CDS=1-1677, snap_masked-scaffold_2-processed-gene-2.29-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.29&CDS=1-1413	YJR001W
OG0000314	snap_masked-scaffold_1-processed-gene-23.264-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.264&CDS=1-417	YBL002W, YDR224C
OG0000315	snap_masked-scaffold_1-processed-gene-23.234-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.234&CDS=1-1545	YBR020W, YDR009W
OG0000316	snap_masked-scaffold_1-processed-gene-23.283-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.283&CDS=1-2436, snap_masked-scaffold_2-processed-gene-8.34-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.34&CDS=1-5292	YJR092W
OG0000317	snap_masked-scaffold_1-processed-gene-23.240-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.240&CDS=1-2784, snap_masked-scaffold_2-processed-gene-1.104-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.104&CDS=1-2484	YNL233W
OG0000318	snap_masked-scaffold_1-processed-gene-23.288-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.288&CDS=1-1659	YBR021W, YIR028W
OG0000319	maker-scaffold_1-snap-gene-23.17-mRNA-1_1&gene=maker-scaffold_1-snap-gene-23.17&CDS=1-1350, snap_masked-scaffold_8-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.0&CDS=1-1398	YHR176W
OG0000320	snap_masked-scaffold_10-processed-gene-1.86-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-1.86&CDS=1-2472, snap_masked-scaffold_8-processed-gene-3.36-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.36&CDS=1-2199	YMR089C
OG0000321	maker-scaffold_5-snap-gene-8.53-mRNA-1_1&gene=maker-scaffold_5-snap-gene-8.53&CDS=1-2931, snap_masked-scaffold_10-processed-gene-1.99-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-1.99&CDS=1-3171	YDR145W
OG0000322	snap_masked-scaffold_10-processed-gene-1.97-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-1.97&CDS=1-2100, snap_masked-scaffold_4-processed-gene-5.138-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-5.138&CDS=1-1806	YGL116W
OG0000323	snap_masked-scaffold_10-processed-gene-2.99-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-2.99&CDS=1-810, snap_masked-scaffold_7-processed-gene-3.106-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.106&CDS=1-888	YDR428C
OG0000324	snap_masked-scaffold_10-processed-gene-2.100-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-2.100&CDS=1-1404, snap_masked-scaffold_5-processed-gene-9.29-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.29&CDS=1-1530	YHR070W
OG0000325	snap_masked-scaffold_10-processed-gene-2.130-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-2.130&CDS=1-2934, snap_masked-scaffold_2-processed-gene-11.99-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.99&CDS=1-2865	YBR276C
OG0000326	snap_masked-scaffold_10-processed-gene-3.85-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-3.85&CDS=1-1992, snap_masked-scaffold_4-processed-gene-11.143-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.143&CDS=1-1932	YOL028C
OG0000327	snap_masked-scaffold_10-processed-gene-3.93-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-3.93&CDS=1-1563, snap_masked-scaffold_4-processed-gene-15.49-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-15.49&CDS=1-2835	YBR007C
OG0000328	maker-scaffold_5-snap-gene-7.104-mRNA-1_1&gene=maker-scaffold_5-snap-gene-7.104&CDS=1-855, snap_masked-scaffold_10-processed-gene-3.99-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-3.99&CDS=1-903	YGR132C
OG0000329	maker-scaffold_10-snap-gene-3.8-mRNA-1_1&gene=maker-scaffold_10-snap-gene-3.8&CDS=1-2763, maker-scaffold_5-snap-gene-7.97-mRNA-1_1&gene=maker-scaffold_5-snap-gene-7.97&CDS=1-3156	YML076C
OG0000330	maker-scaffold_10-augustus-gene-4.3-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-4.3&CDS=1-4182	YMR237W, YOR299W
OG0000331	maker-scaffold_10-snap-gene-4.61-mRNA-1_1&gene=maker-scaffold_10-snap-gene-4.61&CDS=1-525, snap_masked-scaffold_2-processed-gene-10.10-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.10&CDS=1-522	YDR305C
OG0000332	augustus_masked-scaffold_2-processed-gene-10.95-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.95&CDS=1-1413, snap_masked-scaffold_10-processed-gene-4.128-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.128&CDS=1-1962	YOR025W
OG0000333	maker-scaffold_2-snap-gene-18.209-mRNA-1_1&gene=maker-scaffold_2-snap-gene-18.209&CDS=1-3927, snap_masked-scaffold_10-processed-gene-4.132-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.132&CDS=1-3015	YFL025C
OG0000334	snap_masked-scaffold_10-processed-gene-5.8-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-5.8&CDS=1-1854, snap_masked-scaffold_7-processed-gene-6.108-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.108&CDS=1-1803	YJR131W
OG0000335	maker-scaffold_7-snap-gene-6.53-mRNA-1_1&gene=maker-scaffold_7-snap-gene-6.53&CDS=1-5379, snap_masked-scaffold_10-processed-gene-5.11-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-5.11&CDS=1-4428	YER166W
OG0000336	snap_masked-scaffold_10-processed-gene-5.14-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-5.14&CDS=1-2793, snap_masked-scaffold_7-processed-gene-6.127-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.127&CDS=1-3588	YJL108C
OG0000337	snap_masked-scaffold_10-processed-gene-5.31-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-5.31&CDS=1-1476	YDR277C, YOR047C
OG0000338	maker-scaffold_10-snap-gene-6.51-mRNA-1_1&gene=maker-scaffold_10-snap-gene-6.51&CDS=1-651	YMR233W, YOR295W
OG0000339	snap_masked-scaffold_10-processed-gene-6.123-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.123&CDS=1-3825, snap_masked-scaffold_5-processed-gene-14.247-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-14.247&CDS=1-3195	YHR079C
OG0000340	maker-scaffold_10-snap-gene-6.56-mRNA-1_1&gene=maker-scaffold_10-snap-gene-6.56&CDS=1-1164, snap_masked-scaffold_5-processed-gene-14.200-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-14.200&CDS=1-897	YDR414C
OG0000341	snap_masked-scaffold_10-processed-gene-6.163-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.163&CDS=1-2208, snap_masked-scaffold_5-processed-gene-14.195-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-14.195&CDS=1-1524	YBR158W
OG0000342	snap_masked-scaffold_10-processed-gene-6.170-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.170&CDS=1-1611, snap_masked-scaffold_5-processed-gene-11.139-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.139&CDS=1-999	YKL096W
OG0000343	snap_masked-scaffold_10-processed-gene-6.140-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.140&CDS=1-756	YNL108C, YOR110W
OG0000344	snap_masked-scaffold_10-processed-gene-6.141-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.141&CDS=1-3684	YIL095W, YNL020C
OG0000345	snap_masked-scaffold_10-processed-gene-6.145-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.145&CDS=1-1320, snap_masked-scaffold_8-processed-gene-1.4-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.4&CDS=1-1431	YNL035C
OG0000346	snap_masked-scaffold_10-processed-gene-6.179-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-6.179&CDS=1-1539, snap_masked-scaffold_7-processed-gene-7.249-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.249&CDS=1-1542	YLR004C
OG0000347	augustus_masked-scaffold_8-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.110&CDS=1-1155, snap_masked-scaffold_11-processed-gene-0.100-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-0.100&CDS=1-1002	YPL118W
OG0000348	maker-scaffold_11-augustus-gene-0.42-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-0.42&CDS=1-1389, snap_masked-scaffold_2-processed-gene-10.7-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.7&CDS=1-1428	YFR044C
OG0000349	snap_masked-scaffold_11-processed-gene-0.125-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-0.125&CDS=1-2478	YER059W, YIL050W
OG0000350	snap_masked-scaffold_11-processed-gene-0.132-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-0.132&CDS=1-264	YDR500C, YLR185W
OG0000351	snap_masked-scaffold_11-processed-gene-1.82-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-1.82&CDS=1-999, snap_masked-scaffold_9-processed-gene-4.36-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-4.36&CDS=1-1119	YKR066C
OG0000352	maker-scaffold_4-snap-gene-5.6-mRNA-1_1&gene=maker-scaffold_4-snap-gene-5.6&CDS=1-2298, snap_masked-scaffold_11-processed-gene-2.11-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.11&CDS=1-2103	YBR239C
OG0000353	augustus_masked-scaffold_11-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-2.100&CDS=1-2328, snap_masked-scaffold_11-processed-gene-2.48-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.48&CDS=1-2121	YDR208W
OG0000354	augustus_masked-scaffold_11-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-2.127&CDS=1-201	YLR264W, YOR167C
OG0000355	snap_masked-scaffold_11-processed-gene-2.32-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.32&CDS=1-3612	YKL050C, YMR031C
OG0000356	augustus_masked-scaffold_2-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.59&CDS=1-879	YFL059W, YNL333W
OG0000357	snap_masked-scaffold_2-processed-gene-0.106-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.106&CDS=1-606, snap_masked-scaffold_2-processed-gene-11.84-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.84&CDS=1-603	YDR032C
OG0000358	snap_masked-scaffold_2-processed-gene-0.90-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.90&CDS=1-813, snap_masked-scaffold_7-processed-gene-7.241-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.241&CDS=1-765	YKL040C
OG0000359	snap_masked-scaffold_2-processed-gene-0.113-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.113&CDS=1-705	YER062C, YIL053W
OG0000360	snap_masked-scaffold_2-processed-gene-0.93-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.93&CDS=1-1014	YNL098C, YOR101W
OG0000361	genemark-scaffold_2-processed-gene-0.30-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.30&CDS=1-1572, snap_masked-scaffold_7-processed-gene-7.199-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.199&CDS=1-1977	YDR052C
OG0000362	snap_masked-scaffold_2-processed-gene-0.94-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.94&CDS=1-915	YDR259C, YOR028C
OG0000363	snap_masked-scaffold_2-processed-gene-0.96-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.96&CDS=1-960, snap_masked-scaffold_7-processed-gene-7.223-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.223&CDS=1-948	YOR100C
OG0000364	maker-scaffold_2-snap-gene-1.10-mRNA-1_1&gene=maker-scaffold_2-snap-gene-1.10&CDS=1-1371	YBL056W, YER089C
OG0000365	snap_masked-scaffold_2-processed-gene-2.8-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.8&CDS=1-402	YBL003C, YDR225W
OG0000366	snap_masked-scaffold_2-processed-gene-2.33-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.33&CDS=1-1140, snap_masked-scaffold_9-processed-gene-1.43-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-1.43&CDS=1-1134	YDL168W
OG0000367	maker-scaffold_2-snap-gene-2.102-mRNA-1_1&gene=maker-scaffold_2-snap-gene-2.102&CDS=1-1074, snap_masked-scaffold_9-processed-gene-1.21-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-1.21&CDS=1-1248	YHR063C
OG0000368	augustus_masked-scaffold_2-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.69&CDS=1-1992, maker-scaffold_5-snap-gene-1.38-mRNA-1_1&gene=maker-scaffold_5-snap-gene-1.38&CDS=1-2613	YDL170W
OG0000369	maker-scaffold_2-snap-gene-2.105-mRNA-1_1&gene=maker-scaffold_2-snap-gene-2.105&CDS=1-1779	YDR200C, YLR238W
OG0000370	augustus_masked-scaffold_5-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.72&CDS=1-2466, snap_masked-scaffold_2-processed-gene-2.49-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.49&CDS=1-2727	YHR028C
OG0000371	snap_masked-scaffold_2-processed-gene-3.105-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.105&CDS=1-1257, snap_masked-scaffold_5-processed-gene-4.8-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.8&CDS=1-1116	YOR008C
OG0000372	maker-scaffold_2-snap-gene-3.48-mRNA-1_1&gene=maker-scaffold_2-snap-gene-3.48&CDS=1-744	YBR242W, YGL101W
OG0000373	augustus_masked-scaffold_2-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.42&CDS=1-1527, snap_masked-scaffold_2-processed-gene-17.108-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-17.108&CDS=1-1680	YDL035C
OG0000374	augustus_masked-scaffold_2-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.61&CDS=1-507, snap_masked-scaffold_5-processed-gene-10.144-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-10.144&CDS=1-501	YFL017C
OG0000375	maker-scaffold_2-snap-gene-4.52-mRNA-1_1&gene=maker-scaffold_2-snap-gene-4.52&CDS=1-915	YLR270W, YOR173W
OG0000376	genemark-scaffold_8-processed-gene-1.87-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.87&CDS=1-2598, snap_masked-scaffold_2-processed-gene-4.33-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.33&CDS=1-2517	YOR270C
OG0000377	maker-scaffold_3-snap-gene-14.79-mRNA-1_1&gene=maker-scaffold_3-snap-gene-14.79&CDS=1-3999, snap_masked-scaffold_2-processed-gene-4.23-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.23&CDS=1-4278	YDR128W
OG0000378	snap_masked-scaffold_2-processed-gene-14.124-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.124&CDS=1-1164, snap_masked-scaffold_2-processed-gene-5.96-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.96&CDS=1-843	YBR105C
OG0000379	maker-scaffold_2-snap-gene-5.76-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.76&CDS=1-2064, snap_masked-scaffold_5-processed-gene-10.152-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-10.152&CDS=1-2040	YPR074C
OG0000380	maker-scaffold_2-snap-gene-5.78-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.78&CDS=1-981, maker-scaffold_6-snap-gene-6.50-mRNA-1_1&gene=maker-scaffold_6-snap-gene-6.50&CDS=1-1011	YOR061W
OG0000381	augustus_masked-scaffold_7-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.78&CDS=1-2316, snap_masked-scaffold_2-processed-gene-5.124-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.124&CDS=1-2364	YPR181C
OG0000382	snap_masked-scaffold_2-processed-gene-6.96-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.96&CDS=1-462, snap_masked-scaffold_6-processed-gene-4.30-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.30&CDS=1-474	YFR011C
OG0000383	snap_masked-scaffold_2-processed-gene-6.120-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.120&CDS=1-894, snap_masked-scaffold_3-processed-gene-10.39-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.39&CDS=1-861	YBR002C
OG0000384	snap_masked-scaffold_2-processed-gene-6.124-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.124&CDS=1-417	YBR010W, YNL031C
OG0000385	snap_masked-scaffold_2-processed-gene-6.126-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.126&CDS=1-1230, snap_masked-scaffold_5-processed-gene-13.31-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.31&CDS=1-1200	YBL016W
OG0000386	maker-scaffold_2-snap-gene-6.50-mRNA-1_1&gene=maker-scaffold_2-snap-gene-6.50&CDS=1-2229	YJL082W, YKR018C
OG0000387	maker-scaffold_2-snap-gene-18.205-mRNA-1_1&gene=maker-scaffold_2-snap-gene-18.205&CDS=1-2496, snap_masked-scaffold_2-processed-gene-7.105-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.105&CDS=1-2676	YLR286C
OG0000388	snap_masked-scaffold_2-processed-gene-7.127-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.127&CDS=1-2634, snap_masked-scaffold_9-processed-gene-3.139-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-3.139&CDS=1-2865	YKL157W
OG0000389	maker-scaffold_2-snap-gene-7.47-mRNA-1_1&gene=maker-scaffold_2-snap-gene-7.47&CDS=1-201	YLR287C-A, YOR182C
OG0000390	augustus_masked-scaffold_2-processed-gene-8.78-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.78&CDS=1-1311	YAL034C, YOR338W
OG0000391	maker-scaffold_2-snap-gene-8.124-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.124&CDS=1-3408	YGL133W, YPL216W
OG0000392	snap_masked-scaffold_2-processed-gene-8.14-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.14&CDS=1-651	YGL135W, YPL220W
OG0000393	snap_masked-scaffold_2-processed-gene-8.36-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.36&CDS=1-4299	YJR091C, YPR042C
OG0000394	snap_masked-scaffold_2-processed-gene-9.7-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.7&CDS=1-1302, snap_masked-scaffold_5-processed-gene-7.8-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.8&CDS=1-1383	YDL104C
OG0000395	snap_masked-scaffold_2-processed-gene-9.20-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.20&CDS=1-405	YBL087C, YER117W
OG0000396	snap_masked-scaffold_2-processed-gene-10.32-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.32&CDS=1-1503	YBL089W, YER119C
