	Saccharomyces_cerevisiae	yHMPu5000035242_Zygoascus_ofunaensis
OG0000352	YJL105W, YKR029C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-6.16-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-6.16&CDS=1-2226
OG0000353	YJL112W, YKR036C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-2.31-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-2.31&CDS=1-2073
OG0000354	YJL127C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.22-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.22&CDS=1-684, genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-8.76-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-8.76&CDS=1-1422
OG0000355	YJL133W, YKR052C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.128-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.128&CDS=1-1185
OG0000356	YJL134W, YKR053C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-8.40-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-8.40&CDS=1-1764
OG0000357	YJL136C, YKR057W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-8.56-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-8.56&CDS=1-261
OG0000358	YJL137C, YKR058W	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-2.5-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-2.5&CDS=1-1080
OG0000359	YJL163C	snap_masked-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-0.100&CDS=1-1887, snap_masked-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-0.101&CDS=1-2118
OG0000360	YJL177W, YKL180W	genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-0.110-mRNA-1_1&gene=genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-0.110&CDS=1-546
OG0000361	YJL183W	augustus_masked-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-3.19&CDS=1-1182, genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-11.76-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-11.76&CDS=1-1389
OG0000362	YJL190C, YLR367W	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-4.136-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-4.136&CDS=1-390
OG0000363	YJL212C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-4.117-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-4.117&CDS=1-2262, genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-2.1-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-2.1&CDS=1-2544
OG0000364	YJR054W, YML047C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.142-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.142&CDS=1-2109
OG0000365	YJR076C	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-0.28&CDS=1-1287, snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-10.54-mRNA-1_1&gene=snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-10.54&CDS=1-1080
OG0000366	YJR091C, YPR042C	augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-15.59-mRNA-1_1&gene=augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-15.59&CDS=1-3444
OG0000367	YJR092W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.13-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.13&CDS=1-2511, snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.46-mRNA-1_1&gene=snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.46&CDS=1-4512
OG0000368	YJR094W-A, YPR043W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-10.27-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-10.27&CDS=1-348
OG0000369	YJR096W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-13.61-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-13.61&CDS=1-870, genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.64-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.64&CDS=1-840
OG0000370	YJR124C	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.77-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.77&CDS=1-1311, genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-1.59-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-1.59&CDS=1-1512
OG0000371	YJR127C, YML081W	genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.107-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.107&CDS=1-3660
OG0000372	YJR130C, YML082W	genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.140-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.140&CDS=1-1812
OG0000373	YKL043W	augustus_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-8.103-mRNA-1_1&gene=augustus_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-8.103&CDS=1-2157, snap_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-2.86-mRNA-1_1&gene=snap_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-2.86&CDS=1-1671
OG0000374	YKL050C, YMR031C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.85-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.85&CDS=1-2862
OG0000375	YKL068W, YMR047C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-7.92-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-7.92&CDS=1-3201
OG0000376	YKL072W, YMR053C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-8.56-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-8.56&CDS=1-2838
OG0000377	YKL094W	genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-3.145-mRNA-1_1&gene=genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-3.145&CDS=1-1728, genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-3.146-mRNA-1_1&gene=genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-3.146&CDS=1-912
OG0000378	YKL103C	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-4.126-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-4.126&CDS=1-1536, genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.76-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.76&CDS=1-1446
OG0000379	YKL121W, YMR102C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-1.60-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-1.60&CDS=1-3033
OG0000380	YKL126W, YMR104C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.10-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.10&CDS=1-2358
OG0000381	YKL132C, YMR113W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-2.66-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-2.66&CDS=1-1239
OG0000382	YKL133C, YMR115W	genemark-NODE_15_length_126285_cov_15.6988_ID_15684-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_15_length_126285_cov_15.6988_ID_15684-processed-gene-0.83&CDS=1-1698
OG0000383	YKL141W, YMR118C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-8.9-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-8.9&CDS=1-552
OG0000384	YKR001C	augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-2.0&CDS=1-2031, genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-8.53-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-8.53&CDS=1-2061
OG0000385	YKR066C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.27-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.27&CDS=1-1095, genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.42-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.42&CDS=1-1164
OG0000386	YKR076W, YMR251W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-7.114-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-7.114&CDS=1-948
OG0000387	YKR089C, YOR081C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.69-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.69&CDS=1-1959
OG0000388	YLL012W, YLR020C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-1.2-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-1.2&CDS=1-1470
OG0000389	YLL016W, YLR310C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.17-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.17&CDS=1-4941
OG0000390	YLL028W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.27-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.27&CDS=1-1800, genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-5.18-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-5.18&CDS=1-1773
OG0000391	YLL056C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-4.28-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-4.28&CDS=1-900, genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-4.29-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-4.29&CDS=1-912
OG0000392	YLL057C	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.85-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.85&CDS=1-1146, maker-NODE_2_length_1600885_cov_16.5161_ID_3305-snap-gene-13.42-mRNA-1_1&gene=maker-NODE_2_length_1600885_cov_16.5161_ID_3305-snap-gene-13.42&CDS=1-2202
OG0000393	YLR027C	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.98-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.98&CDS=1-1221, genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.82-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.82&CDS=1-1314
OG0000394	YLR029C, YMR121C	genemark-NODE_21_length_61256_cov_15.1426_ID_4849-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_21_length_61256_cov_15.1426_ID_4849-processed-gene-0.89&CDS=1-612
OG0000395	YLR098C, YOR337W	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-0.56&CDS=1-1590
OG0000396	YLR138W	genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-1.107-mRNA-1_1&gene=genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-1.107&CDS=1-1494, genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-2.37-mRNA-1_1&gene=genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-2.37&CDS=1-2874
OG0000397	YLR151C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-11.67-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-11.67&CDS=1-837, genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-11.68-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-11.68&CDS=1-747
OG0000398	YLR153C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-13.68-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-13.68&CDS=1-1977, genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-7.116-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-7.116&CDS=1-1971
OG0000399	YLR247C	augustus_masked-NODE_19_length_74702_cov_15.9505_ID_4581-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_19_length_74702_cov_15.9505_ID_4581-processed-gene-0.54&CDS=1-4857, snap_masked-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.23-mRNA-1_1&gene=snap_masked-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.23&CDS=1-4689
OG0000400	YLR260W, YOR171C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-15.123-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-15.123&CDS=1-1449
OG0000401	YLR264W, YOR167C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.57-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.57&CDS=1-201
OG0000402	YLR270W, YOR173W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-4.91-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-4.91&CDS=1-903
OG0000403	YLR284C, YOR180C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.8-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.8&CDS=1-852
OG0000404	YLR286C	genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-3.120-mRNA-1_1&gene=genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-3.120&CDS=1-1854, genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-1.27&CDS=1-1872
OG0000405	YLR287C-A, YOR182C	maker-NODE_2_length_1600885_cov_16.5161_ID_3305-augustus-gene-1.133-mRNA-1_1&gene=maker-NODE_2_length_1600885_cov_16.5161_ID_3305-augustus-gene-1.133&CDS=1-588
OG0000406	YLR300W, YOR190W	genemark-NODE_18_length_75484_cov_8.88671_ID_4939-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_18_length_75484_cov_8.88671_ID_4939-processed-gene-0.54&CDS=1-1299
OG0000407	YLR307W, YLR308W	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.51-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.51&CDS=1-1137
OG0000408	YLR392C	augustus_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-0.3&CDS=1-1458, snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-6.21-mRNA-1_1&gene=snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-6.21&CDS=1-1857
OG0000409	YLR426W	augustus_masked-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-3.221-mRNA-1_1&gene=augustus_masked-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-3.221&CDS=1-912, genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-0.19&CDS=1-1065
OG0000410	YLR449W, YML074C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.70-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.70&CDS=1-1311
OG0000411	YLR450W, YML075C	augustus_masked-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-0.87&CDS=1-3024
OG0000412	YLR456W, YPR172W	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.64&CDS=1-522
OG0000413	YML046W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-6.62-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-6.62&CDS=1-1335, genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-7.4-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-7.4&CDS=1-1596
OG0000414	YML100W, YMR261C	maker-NODE_8_length_713415_cov_14.5623_ID_3973-snap-gene-4.113-mRNA-1_1&gene=maker-NODE_8_length_713415_cov_14.5623_ID_3973-snap-gene-4.113&CDS=1-3042
OG0000415	YML106W, YMR271C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.62&CDS=1-660
OG0000416	YML109W, YMR273C	augustus_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-8.0-mRNA-1_1&gene=augustus_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-8.0&CDS=1-3471
OG0000417	YML118W, YMR285C	augustus_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-7.146-mRNA-1_1&gene=augustus_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-7.146&CDS=1-1401
OG0000418	YML131W	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.112-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.112&CDS=1-1110, genemark-NODE_18_length_75484_cov_8.88671_ID_4939-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_18_length_75484_cov_8.88671_ID_4939-processed-gene-0.33&CDS=1-1116
OG0000419	YMR020W	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-0.0&CDS=1-1365, snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-8.108-mRNA-1_1&gene=snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-8.108&CDS=1-1539
OG0000420	YMR089C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-4.120-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-4.120&CDS=1-2196, genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-5.120-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-5.120&CDS=1-2355
OG0000421	YMR119W, YNL008C	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.132-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.132&CDS=1-2616
OG0000422	YMR155W	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-2.108-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-2.108&CDS=1-1539, genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.60-mRNA-1_1&gene=genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.60&CDS=1-1632
OG0000423	YMR168C	snap_masked-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-0.71&CDS=1-2319, snap_masked-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-0.41&CDS=1-2157
OG0000424	YMR177W, YPL224C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-8.24-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-8.24&CDS=1-1359
OG0000425	YMR182C, YPL230W	augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-8.80-mRNA-1_1&gene=augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-8.80&CDS=1-1734
OG0000426	YMR183C, YPL232W	augustus_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.132-mRNA-1_1&gene=augustus_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.132&CDS=1-834
OG0000427	YMR194W, YPL249C-A	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-2.22-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-2.22&CDS=1-312
OG0000428	YMR222C, YOR280C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-6.46-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-6.46&CDS=1-657
OG0000429	YMR230W, YOR293W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-9.56-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-9.56&CDS=1-405
OG0000430	YMR233W, YOR295W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-7.118-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-7.118&CDS=1-765
OG0000431	YMR237W, YOR299W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-1.55-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-1.55&CDS=1-2025
OG0000432	YMR242C, YOR312C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.18-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.18&CDS=1-522
OG0000433	YMR303C, YOL086C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-6.79-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-6.79&CDS=1-1050
OG0000434	YNL026W	genemark-NODE_17_length_81533_cov_16.7088_ID_4435-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_17_length_81533_cov_16.7088_ID_4435-processed-gene-0.59&CDS=1-1485, genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-10.18-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-10.18&CDS=1-1374
OG0000435	YNL072W	augustus_masked-NODE_222_length_436_cov_0.71746_ID_11543-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_222_length_436_cov_0.71746_ID_11543-processed-gene-0.1&CDS=1-435, snap_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-6.37-mRNA-1_1&gene=snap_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-6.37&CDS=1-966
OG0000436	YNL087W, YOR086C	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-4.82-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-4.82&CDS=1-4446
