	Nakaseomyces_bacillisporus	Saccharomyces_cerevisiae
OG0000570	augustus_masked-NABA0S02-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-3.76&CDS=1-2625	YJL094C
OG0000571	augustus_masked-NABA0S02-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-3.88&CDS=1-4509	YJL095W
OG0000572	augustus_masked-NABA0S02-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-3.89&CDS=1-399	YJL096W
OG0000573	augustus_masked-NABA0S02-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-3.90&CDS=1-651	YJL097W
OG0000574	genemark-NABA0S02-processed-gene-3.22-mRNA-1_1&gene=genemark-NABA0S02-processed-gene-3.22&CDS=1-3282	YKR028W
OG0000575	augustus_masked-NABA0S02-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-3.77&CDS=1-2001	YJL101C
OG0000576	genemark-NABA0S02-processed-gene-3.24-mRNA-1_1&gene=genemark-NABA0S02-processed-gene-3.24&CDS=1-2487	YJL102W
OG0000577	augustus_masked-NABA0S02-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-3.78&CDS=1-2037	YJL103C
OG0000578	augustus_masked-NABA0S02-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-3.93&CDS=1-438	YJL104W
OG0000579	genemark-NABA0S02-processed-gene-3.27-mRNA-1_1&gene=genemark-NABA0S02-processed-gene-3.27&CDS=1-2379	YJL106W
OG0000580	augustus_masked-NABA0S02-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-3.79&CDS=1-5352	YJL109C
OG0000581	maker-NABA0S02-augustus-gene-3.67-mRNA-1_1&gene=maker-NABA0S02-augustus-gene-3.67&CDS=1-3729	YJL111W
OG0000582	augustus_masked-NABA0S02-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-3.97&CDS=1-969	YJL115W
OG0000583	augustus_masked-NABA0S02-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-3.98&CDS=1-957	YJL117W
OG0000584	augustus_masked-NABA0S02-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-3.82&CDS=1-723	YJL121C
OG0000585	augustus_masked-NABA0S02-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-3.99&CDS=1-492	YJL122W
OG0000586	augustus_masked-NABA0S02-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-3.83&CDS=1-1419	YJL123C
OG0000587	augustus_masked-NABA0S02-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.0&CDS=1-1650	YJL125C
OG0000588	augustus_masked-NABA0S02-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.4&CDS=1-912	YJL126W
OG0000589	augustus_masked-NABA0S02-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.1&CDS=1-2085	YJL127C
OG0000590	augustus_masked-NABA0S02-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.6&CDS=1-1023	YJL131C
OG0000591	augustus_masked-NABA0S02-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.26&CDS=1-1203	YJL134W
OG0000592	augustus_masked-NABA0S02-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.27&CDS=1-669	YJL140W
OG0000593	augustus_masked-NABA0S02-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.9&CDS=1-2421	YJL141C
OG0000594	augustus_masked-NABA0S02-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.28&CDS=1-477	YJL143W
OG0000595	genemark-NABA0S02-processed-gene-4.75-mRNA-1_1&gene=genemark-NABA0S02-processed-gene-4.75&CDS=1-900	YJL145W
OG0000596	snap_masked-NABA0S02-processed-gene-4.118-mRNA-1_1&gene=snap_masked-NABA0S02-processed-gene-4.118&CDS=1-1437	YJL146W
OG0000597	augustus_masked-NABA0S02-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.10&CDS=1-990	YJL147C
OG0000598	augustus_masked-NABA0S02-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.30&CDS=1-684	YJL148W
OG0000599	augustus_masked-NABA0S02-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.31&CDS=1-1893	YJL149W
OG0000600	augustus_masked-NABA0S02-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.11&CDS=1-1620	YJL153C
OG0000601	augustus_masked-NABA0S02-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.12&CDS=1-2847	YJL154C
OG0000602	augustus_masked-NABA0S02-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.13&CDS=1-1359	YJL155C
OG0000603	augustus_masked-NABA0S02-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.14&CDS=1-2304	YJL156C
OG0000604	augustus_masked-NABA0S02-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.15&CDS=1-2547	YJL157C
OG0000605	augustus_masked-NABA0S02-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.16&CDS=1-645	YJL158C
OG0000606	augustus_masked-NABA0S02-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.17&CDS=1-1503	YJL162C
OG0000607	augustus_masked-NABA0S02-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.18&CDS=1-2250	YJL165C
OG0000608	maker-NABA0S02-augustus-gene-4.132-mRNA-1_1&gene=maker-NABA0S02-augustus-gene-4.132&CDS=1-1320	YJL167W
OG0000609	augustus_masked-NABA0S02-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.33&CDS=1-1176	YKL172W
OG0000610	augustus_masked-NABA0S02-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.19&CDS=1-2079	YJL168C
OG0000611	augustus_masked-NABA0S02-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.20&CDS=1-678	YJL170C
OG0000612	augustus_masked-NABA0S02-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.21&CDS=1-378	YJL173C
OG0000613	augustus_masked-NABA0S02-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.35&CDS=1-831	YJL174W
OG0000614	maker-NABA0S02-snap-gene-4.42-mRNA-1_1&gene=maker-NABA0S02-snap-gene-4.42&CDS=1-2841	YJL176C
OG0000615	augustus_masked-NABA0S02-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.23&CDS=1-849	YJL178C
OG0000616	augustus_masked-NABA0S02-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.36&CDS=1-336	YJL179W
OG0000617	augustus_masked-NABA0S02-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.24&CDS=1-861	YJL180C
OG0000618	augustus_masked-NABA0S02-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.38&CDS=1-1290	YJL183W
OG0000619	augustus_masked-NABA0S02-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.39&CDS=1-285	YJL184W
OG0000620	augustus_masked-NABA0S02-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-4.41&CDS=1-888	YCL049C
OG0000621	augustus_masked-NABA0S02-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.100&CDS=1-2586	YJL187C
OG0000622	augustus_masked-NABA0S02-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.102&CDS=1-678	YJL192C
OG0000623	augustus_masked-NABA0S02-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.106&CDS=1-1326	YJL193W
OG0000624	augustus_masked-NABA0S02-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.103&CDS=1-702	YJR050W
OG0000625	augustus_masked-NABA0S02-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.104&CDS=1-1530	YEL047C
OG0000626	augustus_masked-NABA0S02-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.107&CDS=1-1731	YJR052W
OG0000627	snap_masked-NABA0S02-processed-gene-5.9-mRNA-1_1&gene=snap_masked-NABA0S02-processed-gene-5.9&CDS=1-1815	YJR053W
OG0000628	genemark-NABA0S02-processed-gene-5.59-mRNA-1_1&gene=genemark-NABA0S02-processed-gene-5.59&CDS=1-477	YJR055W
OG0000629	genemark-NABA0S02-processed-gene-5.83-mRNA-1_1&gene=genemark-NABA0S02-processed-gene-5.83&CDS=1-609	YJR056C
OG0000630	augustus_masked-NABA0S02-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.111&CDS=1-666	YJR057W
OG0000631	augustus_masked-NABA0S02-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.133&CDS=1-447	YJR058C
OG0000632	augustus_masked-NABA0S02-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.113&CDS=1-1029	YJR060W
OG0000633	augustus_masked-NABA0S02-processed-gene-5.134-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.134&CDS=1-1257	YJR062C
OG0000634	augustus_masked-NABA0S02-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.115&CDS=1-381	YJR063W
OG0000635	augustus_masked-NABA0S02-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.116&CDS=1-1677	YJR064W
OG0000636	augustus_masked-NABA0S02-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.135&CDS=1-1374	YJR065C
OG0000637	augustus_masked-NABA0S02-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.136&CDS=1-411	YJR067C
OG0000638	augustus_masked-NABA0S02-processed-gene-5.138-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.138&CDS=1-789	YKL007W
OG0000639	augustus_masked-NABA0S02-processed-gene-5.139-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.139&CDS=1-1341	YHL002W
OG0000640	augustus_masked-NABA0S02-processed-gene-5.140-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.140&CDS=1-1170	YHL004W
OG0000641	augustus_masked-NABA0S02-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.122&CDS=1-1839	YHL008C
OG0000642	augustus_masked-NABA0S02-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.123&CDS=1-1662	YHL010C
OG0000643	augustus_masked-NABA0S02-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.124&CDS=1-960	YHL011C
OG0000644	augustus_masked-NABA0S02-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.125&CDS=1-888	YHL013C
OG0000645	augustus_masked-NABA0S02-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.126&CDS=1-1254	YHL014C
OG0000646	augustus_masked-NABA0S02-processed-gene-5.141-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.141&CDS=1-357	YHL015W
OG0000647	augustus_masked-NABA0S02-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.127&CDS=1-2220	YHL016C
OG0000648	augustus_masked-NABA0S02-processed-gene-5.128-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.128&CDS=1-1740	YHL019C
OG0000649	augustus_masked-NABA0S02-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.129&CDS=1-1254	YHL020C
OG0000650	augustus_masked-NABA0S02-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.130&CDS=1-3819	YMR012W
OG0000651	augustus_masked-NABA0S02-processed-gene-5.144-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.144&CDS=1-1599	YMR013C
OG0000652	augustus_masked-NABA0S02-processed-gene-5.131-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.131&CDS=1-1377	YMR014W
OG0000653	augustus_masked-NABA0S02-processed-gene-5.145-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-5.145&CDS=1-1575	YMR015C
OG0000654	augustus_masked-NABA0S02-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.0&CDS=1-2619	YMR019W
OG0000655	augustus_masked-NABA0S02-processed-gene-6.1-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.1&CDS=1-1653	YMR020W
OG0000656	augustus_masked-NABA0S02-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.20&CDS=1-1203	YMR021C
OG0000657	augustus_masked-NABA0S02-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.3&CDS=1-495	YMR022W
OG0000658	augustus_masked-NABA0S02-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.21&CDS=1-1572	YMR023C
OG0000659	augustus_masked-NABA0S02-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.4&CDS=1-1119	YMR024W
OG0000660	augustus_masked-NABA0S02-processed-gene-6.5-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.5&CDS=1-804	YMR025W
OG0000661	augustus_masked-NABA0S02-processed-gene-6.22-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.22&CDS=1-1203	YMR026C
OG0000662	augustus_masked-NABA0S02-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.6&CDS=1-1410	YMR027W
OG0000663	augustus_masked-NABA0S02-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.7&CDS=1-1125	YMR028W
OG0000664	snap_masked-NABA0S02-processed-gene-6.115-mRNA-1_1&gene=snap_masked-NABA0S02-processed-gene-6.115&CDS=1-1704	YMR029C
OG0000665	augustus_masked-NABA0S02-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.24&CDS=1-2589	YMR031C
OG0000666	augustus_masked-NABA0S02-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.9&CDS=1-2001	YMR032W
OG0000667	augustus_masked-NABA0S02-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.10&CDS=1-1392	YMR033W
OG0000668	augustus_masked-NABA0S02-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.25&CDS=1-1308	YMR034C
OG0000669	augustus_masked-NABA0S02-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.11&CDS=1-582	YMR035W
OG0000670	augustus_masked-NABA0S02-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.26&CDS=1-1602	YMR036C
OG0000671	augustus_masked-NABA0S02-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.28&CDS=1-717	YMR038C
OG0000672	augustus_masked-NABA0S02-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.29&CDS=1-885	YMR039C
OG0000673	augustus_masked-NABA0S02-processed-gene-6.12-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.12&CDS=1-879	YMR043W
OG0000674	augustus_masked-NABA0S02-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.13&CDS=1-1227	YMR044W
OG0000675	augustus_masked-NABA0S02-processed-gene-6.14-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.14&CDS=1-1017	YMR048W
OG0000676	maker-NABA0S02-augustus-gene-6.47-mRNA-1_1&gene=maker-NABA0S02-augustus-gene-6.47&CDS=1-2955	YMR049C
OG0000677	augustus_masked-NABA0S02-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.32&CDS=1-378	YMR159C
OG0000678	augustus_masked-NABA0S02-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.15&CDS=1-2142	YMR160W
OG0000679	augustus_masked-NABA0S02-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.16&CDS=1-705	YMR161W
OG0000680	augustus_masked-NABA0S02-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.33&CDS=1-4863	YMR162C
OG0000681	augustus_masked-NABA0S02-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.34&CDS=1-2049	YMR163C
OG0000682	maker-NABA0S02-snap-gene-6.44-mRNA-1_1&gene=maker-NABA0S02-snap-gene-6.44&CDS=1-2355	YMR165C
OG0000683	augustus_masked-NABA0S02-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.37&CDS=1-1107	YMR166C
OG0000684	augustus_masked-NABA0S02-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.17&CDS=1-2199	YMR167W
OG0000685	genemark-NABA0S02-processed-gene-6.89-mRNA-1_1&gene=genemark-NABA0S02-processed-gene-6.89&CDS=1-1638	YMR171C
OG0000686	augustus_masked-NABA0S02-processed-gene-6.40-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.40&CDS=1-2781	YGL141W
OG0000687	augustus_masked-NABA0S02-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.18&CDS=1-4842	YGL144C
OG0000688	augustus_masked-NABA0S02-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.41&CDS=1-2040	YGL145W
OG0000689	snap_masked-NABA0S02-processed-gene-6.111-mRNA-1_1&gene=snap_masked-NABA0S02-processed-gene-6.111&CDS=1-756	YGL146C
OG0000690	augustus_masked-NABA0S02-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-6.42&CDS=1-1128	YGL148W
OG0000691	augustus_masked-NABA0S02-processed-gene-7.0-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.0&CDS=1-4506	YGL150C
OG0000692	augustus_masked-NABA0S02-processed-gene-7.2-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.2&CDS=1-3231	YGL151W
OG0000693	augustus_masked-NABA0S02-processed-gene-7.3-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.3&CDS=1-1023	YGL153W
OG0000694	snap_masked-NABA0S02-processed-gene-7.65-mRNA-1_1&gene=snap_masked-NABA0S02-processed-gene-7.65&CDS=1-750	YGL154C
OG0000695	augustus_masked-NABA0S02-processed-gene-7.4-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.4&CDS=1-1104	YGL155W
OG0000696	maker-NABA0S02-augustus-gene-7.192-mRNA-1_1&gene=maker-NABA0S02-augustus-gene-7.192&CDS=1-4239	YGL156W
OG0000697	augustus_masked-NABA0S02-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.35&CDS=1-1611	YGL160W
OG0000698	snap_masked-NABA0S02-processed-gene-7.70-mRNA-1_1&gene=snap_masked-NABA0S02-processed-gene-7.70&CDS=1-2409	YFR016C
OG0000699	augustus_masked-NABA0S02-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.37&CDS=1-2280	YFR013W
OG0000700	augustus_masked-NABA0S02-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.10&CDS=1-480	YFR011C
OG0000701	augustus_masked-NABA0S02-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.38&CDS=1-1485	YFR010W
OG0000702	augustus_masked-NABA0S02-processed-gene-7.39-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.39&CDS=1-2256	YFR009W
OG0000703	snap_masked-NABA0S02-processed-gene-7.107-mRNA-1_1&gene=snap_masked-NABA0S02-processed-gene-7.107&CDS=1-471	YFR017C
OG0000704	augustus_masked-NABA0S02-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.41&CDS=1-1041	YFR018C
OG0000705	augustus_masked-NABA0S02-processed-gene-7.11-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.11&CDS=1-6279	YFR019W
OG0000706	augustus_masked-NABA0S02-processed-gene-7.12-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.12&CDS=1-1596	YFR021W
OG0000707	augustus_masked-NABA0S02-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.14&CDS=1-1833	YML054C
OG0000708	augustus_masked-NABA0S02-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.42&CDS=1-519	YML055W
OG0000709	augustus_masked-NABA0S02-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.15&CDS=1-1974	YLR429W
OG0000710	augustus_masked-NABA0S02-processed-gene-7.43-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.43&CDS=1-1731	YML057W
OG0000711	genemark-NABA0S02-processed-gene-7.173-mRNA-1_1&gene=genemark-NABA0S02-processed-gene-7.173&CDS=1-303	YML058W
OG0000712	augustus_masked-NABA0S02-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.17&CDS=1-4533	YML059C
OG0000713	augustus_masked-NABA0S02-processed-gene-7.44-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.44&CDS=1-1143	YML060W
OG0000714	augustus_masked-NABA0S02-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.18&CDS=1-2598	YML061C
OG0000715	augustus_masked-NABA0S02-processed-gene-7.19-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.19&CDS=1-1113	YML062C
OG0000716	augustus_masked-NABA0S02-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.20&CDS=1-696	YML064C
OG0000717	augustus_masked-NABA0S02-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.46&CDS=1-2715	YML065W
OG0000718	augustus_masked-NABA0S02-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.21&CDS=1-1965	YML067C
OG0000719	augustus_masked-NABA0S02-processed-gene-7.47-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.47&CDS=1-1620	YML069W
OG0000720	augustus_masked-NABA0S02-processed-gene-7.48-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.48&CDS=1-1761	YML070W
OG0000721	maker-NABA0S02-snap-gene-7.59-mRNA-1_1&gene=maker-NABA0S02-snap-gene-7.59&CDS=1-1692	YML071C
OG0000722	augustus_masked-NABA0S02-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.23&CDS=1-4752	YML072C
OG0000723	augustus_masked-NABA0S02-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.24&CDS=1-528	YML073C
OG0000724	augustus_masked-NABA0S02-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.25&CDS=1-1251	YLR449W
OG0000725	augustus_masked-NABA0S02-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.26&CDS=1-3201	YML075C
OG0000726	augustus_masked-NABA0S02-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.27&CDS=1-2568	YML076C
OG0000727	augustus_masked-NABA0S02-processed-gene-7.49-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.49&CDS=1-1641	YJR125C
OG0000728	maker-NABA0S02-augustus-gene-7.194-mRNA-1_1&gene=maker-NABA0S02-augustus-gene-7.194&CDS=1-1833	YML080W
OG0000729	augustus_masked-NABA0S02-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.51&CDS=1-3504	YML081W
OG0000730	snap_masked-NABA0S02-processed-gene-7.93-mRNA-1_1&gene=snap_masked-NABA0S02-processed-gene-7.93&CDS=1-186	YML081C-A
OG0000731	augustus_masked-NABA0S02-processed-gene-7.28-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.28&CDS=1-1590	YML086C
OG0000732	augustus_masked-NABA0S02-processed-gene-7.53-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.53&CDS=1-2091	YML088W
OG0000733	augustus_masked-NABA0S02-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.29&CDS=1-1344	YML126C
OG0000734	snap_masked-NABA0S02-processed-gene-7.96-mRNA-1_1&gene=snap_masked-NABA0S02-processed-gene-7.96&CDS=1-3828	YML091C
OG0000735	augustus_masked-NABA0S02-processed-gene-7.31-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.31&CDS=1-750	YML092C
OG0000736	augustus_masked-NABA0S02-processed-gene-7.54-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.54&CDS=1-2667	YML093W
OG0000737	augustus_masked-NABA0S02-processed-gene-7.55-mRNA-1_1&gene=augustus_masked-NABA0S02-processed-gene-7.55&CDS=1-1521	YML096W
