	Candida_sojae	Saccharomyces_cerevisiae
OG0000340	augustus_masked-LMTL01000194.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LMTL01000194.1-processed-gene-0.10&CDS=1-345, augustus_masked-LMTL01000194.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LMTL01000194.1-processed-gene-0.17&CDS=1-345	YER072W
OG0000341	augustus_masked-LMTL01000194.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LMTL01000194.1-processed-gene-0.11&CDS=1-1824, augustus_masked-LMTL01000194.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LMTL01000194.1-processed-gene-0.18&CDS=1-1824	YIR027C
OG0000342	augustus_masked-LMTL01000194.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LMTL01000194.1-processed-gene-0.12&CDS=1-1149, augustus_masked-LMTL01000194.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LMTL01000194.1-processed-gene-0.19&CDS=1-1149	YBR026C
OG0000343	genemark-LMTL01000195.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LMTL01000195.1-processed-gene-0.6&CDS=1-1425	YHR132W-A, YNL157W
OG0000344	maker-LMTL01000200.1-snap-gene-0.33-mRNA-1_1&gene=maker-LMTL01000200.1-snap-gene-0.33&CDS=1-2205	YIR035C, YIR036C
OG0000345	maker-LMTL01000200.1-snap-gene-0.32-mRNA-1_1&gene=maker-LMTL01000200.1-snap-gene-0.32&CDS=1-1917	YGR086C, YPL004C
OG0000346	augustus_masked-LMTL01000205.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LMTL01000205.1-processed-gene-0.11&CDS=1-993	YCL064C, YIL167W
OG0000347	augustus_masked-LMTL01000205.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LMTL01000205.1-processed-gene-0.7&CDS=1-588	YDR453C, YML028W
OG0000348	augustus_masked-LMTL01000206.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LMTL01000206.1-processed-gene-0.14&CDS=1-252	YPR169W-A, YPR170W-B
OG0000349	augustus_masked-LMTL01000207.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LMTL01000207.1-processed-gene-0.5&CDS=1-708	YBR181C, YPL090C
OG0000350	augustus_masked-LMTL01000213.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LMTL01000213.1-processed-gene-0.2&CDS=1-1929	YBR214W, YGL056C
OG0000351	maker-LMTL01000216.1-augustus-gene-0.39-mRNA-1_1&gene=maker-LMTL01000216.1-augustus-gene-0.39&CDS=1-423	YER057C, YIL051C
OG0000352	snap_masked-LMTL01000216.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-LMTL01000216.1-processed-gene-0.17&CDS=1-339	YER056C-A, YIL052C
OG0000353	snap_masked-LMTL01000216.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-LMTL01000216.1-processed-gene-0.24&CDS=1-1128	YER059W, YIL050W
OG0000354	snap_masked-LMTL01000221.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-LMTL01000221.1-processed-gene-0.3&CDS=1-1020	YDR348C, YHR097C
OG0000355	augustus_masked-LMTL01000222.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LMTL01000222.1-processed-gene-0.15&CDS=1-1299, augustus_masked-LMTL01000267.1-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-LMTL01000267.1-processed-gene-0.79&CDS=1-1242	YMR034C
OG0000356	augustus_masked-LMTL01000224.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LMTL01000224.1-processed-gene-0.29&CDS=1-705	YKR075C, YOR062C
OG0000357	maker-LMTL01000224.1-augustus-gene-0.79-mRNA-1_1&gene=maker-LMTL01000224.1-augustus-gene-0.79&CDS=1-783	YGR214W, YLR048W
OG0000358	snap_masked-LMTL01000224.1-processed-gene-0.59-mRNA-1_1&gene=snap_masked-LMTL01000224.1-processed-gene-0.59&CDS=1-849	YGR136W, YPR154W
OG0000359	augustus_masked-LMTL01000224.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-LMTL01000224.1-processed-gene-0.50&CDS=1-360	YDL136W, YDL191W
OG0000360	augustus_masked-LMTL01000224.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-LMTL01000224.1-processed-gene-0.51&CDS=1-543	YDL137W, YDL192W
OG0000361	augustus_masked-LMTL01000224.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-LMTL01000224.1-processed-gene-0.39&CDS=1-2193	YDL138W, YDL194W
OG0000362	augustus_masked-LMTL01000229.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.56&CDS=1-1266	YBR105C, YGR066C
OG0000363	augustus_masked-LMTL01000231.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LMTL01000231.1-processed-gene-0.6&CDS=1-294	YHR021C, YKL156W
OG0000364	augustus_masked-LMTL01000234.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LMTL01000234.1-processed-gene-0.24&CDS=1-2859	YJL105W, YKR029C
OG0000365	augustus_masked-LMTL01000234.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LMTL01000234.1-processed-gene-0.31&CDS=1-1089	YBR031W, YDR012W
OG0000366	augustus_masked-LMTL01000238.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LMTL01000238.1-processed-gene-0.11&CDS=1-1692, augustus_masked-LMTL01000238.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LMTL01000238.1-processed-gene-0.4&CDS=1-1692	YCR084C
OG0000367	maker-LMTL01000238.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LMTL01000238.1-augustus-gene-0.0&CDS=1-1107, maker-LMTL01000238.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LMTL01000238.1-augustus-gene-0.1&CDS=1-1107	YNR043W
OG0000368	augustus_masked-LMTL01000238.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LMTL01000238.1-processed-gene-0.13&CDS=1-300, augustus_masked-LMTL01000238.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LMTL01000238.1-processed-gene-0.6&CDS=1-300	YER046W
OG0000369	augustus_masked-LMTL01000238.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LMTL01000238.1-processed-gene-0.19&CDS=1-690, augustus_masked-LMTL01000238.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LMTL01000238.1-processed-gene-0.26&CDS=1-690	YDL142C
OG0000370	augustus_masked-LMTL01000238.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LMTL01000238.1-processed-gene-0.14&CDS=1-1620, augustus_masked-LMTL01000238.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LMTL01000238.1-processed-gene-0.7&CDS=1-1620	YJL008C
OG0000371	maker-LMTL01000238.1-augustus-gene-0.2-mRNA-1_1&gene=maker-LMTL01000238.1-augustus-gene-0.2&CDS=1-2550, maker-LMTL01000238.1-augustus-gene-0.3-mRNA-1_1&gene=maker-LMTL01000238.1-augustus-gene-0.3&CDS=1-2550	YJL029C
OG0000372	augustus_masked-LMTL01000238.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LMTL01000238.1-processed-gene-0.21&CDS=1-2013, augustus_masked-LMTL01000238.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-LMTL01000238.1-processed-gene-0.28&CDS=1-2013	YGL045W
OG0000373	augustus_masked-LMTL01000238.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LMTL01000238.1-processed-gene-0.22&CDS=1-1296, augustus_masked-LMTL01000238.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LMTL01000238.1-processed-gene-0.29&CDS=1-1296	YGR159C
OG0000374	augustus_masked-LMTL01000238.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LMTL01000238.1-processed-gene-0.16&CDS=1-1740, augustus_masked-LMTL01000238.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LMTL01000238.1-processed-gene-0.9&CDS=1-1740	YNL104C
OG0000375	augustus_masked-LMTL01000238.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LMTL01000238.1-processed-gene-0.10&CDS=1-600, augustus_masked-LMTL01000238.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LMTL01000238.1-processed-gene-0.17&CDS=1-600	YIL133C
OG0000376	augustus_masked-LMTL01000238.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LMTL01000238.1-processed-gene-0.24&CDS=1-1194, augustus_masked-LMTL01000238.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LMTL01000238.1-processed-gene-0.31&CDS=1-1194	YML048W
OG0000377	augustus_masked-LMTL01000244.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LMTL01000244.1-processed-gene-0.24&CDS=1-4497	YCR073C, YNR031C
OG0000378	augustus_masked-LMTL01000244.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LMTL01000244.1-processed-gene-0.29&CDS=1-465	YGL031C, YGR148C
OG0000379	augustus_masked-LMTL01000244.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-LMTL01000244.1-processed-gene-0.40&CDS=1-4887	YML109W, YMR273C
OG0000380	augustus_masked-LMTL01000339.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LMTL01000339.1-processed-gene-0.0&CDS=1-1437, snap_masked-LMTL01000244.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-LMTL01000244.1-processed-gene-0.65&CDS=1-1728	YMR239C
OG0000381	augustus_masked-LMTL01000246.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LMTL01000246.1-processed-gene-0.8&CDS=1-1698	YLR044C, YLR134W
OG0000382	augustus_masked-LMTL01000251.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LMTL01000251.1-processed-gene-0.21&CDS=1-1551, augustus_masked-LMTL01000310.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LMTL01000310.1-processed-gene-0.0&CDS=1-1551	YHR170W
OG0000383	maker-LMTL01000251.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LMTL01000251.1-augustus-gene-0.0&CDS=1-1503	YGR248W, YHR163W
OG0000384	augustus_masked-LMTL01000251.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LMTL01000251.1-processed-gene-0.20&CDS=1-1533	YIL085C, YNL029C
OG0000385	augustus_masked-LMTL01000252.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LMTL01000252.1-processed-gene-0.14&CDS=1-2091	YDR263C, YOR033C
OG0000386	augustus_masked-LMTL01000255.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-LMTL01000255.1-processed-gene-0.88&CDS=1-1302	YDR132C, YLR108C
OG0000387	augustus_masked-LMTL01000255.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-LMTL01000255.1-processed-gene-0.72&CDS=1-1896	YDR107C, YLR083C
OG0000388	augustus_masked-LMTL01000255.1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-LMTL01000255.1-processed-gene-0.89&CDS=1-2562	YBR033W, YKL038W
OG0000389	snap_masked-LMTL01000255.1-processed-gene-0.66-mRNA-1_1&gene=snap_masked-LMTL01000255.1-processed-gene-0.66&CDS=1-2511	YOR256C, YPL176C
OG0000390	augustus_masked-LMTL01000257.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-LMTL01000257.1-processed-gene-0.42&CDS=1-1053	YGR283C, YMR310C
OG0000391	snap_masked-LMTL01000258.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LMTL01000258.1-processed-gene-0.1&CDS=1-1674	YJL083W, YKR019C
OG0000392	genemark-LMTL01000261.1-processed-gene-0.78-mRNA-1_1&gene=genemark-LMTL01000261.1-processed-gene-0.78&CDS=1-1227	YCL036W, YDR514C
OG0000393	augustus_masked-LMTL01000261.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-LMTL01000261.1-processed-gene-0.45&CDS=1-1161	YOR390W, YPL279C
OG0000394	genemark-LMTL01000261.1-processed-gene-0.105-mRNA-1_1&gene=genemark-LMTL01000261.1-processed-gene-0.105&CDS=1-1425	YCL011C, YNL004W
OG0000395	augustus_masked-LMTL01000261.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-LMTL01000261.1-processed-gene-0.72&CDS=1-1350	YGL166W, YPR008W
OG0000396	augustus_masked-LMTL01000266.1-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-LMTL01000266.1-processed-gene-0.82&CDS=1-864	YDR066C, YER139C
OG0000397	augustus_masked-LMTL01000266.1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-LMTL01000266.1-processed-gene-0.89&CDS=1-651	YGL135W, YPL220W
OG0000398	augustus_masked-LMTL01000266.1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-LMTL01000266.1-processed-gene-0.96&CDS=1-411	YBL087C, YER117W
OG0000399	augustus_masked-LMTL01000266.1-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-LMTL01000266.1-processed-gene-0.127&CDS=1-2520	YIL105C, YNL047C
OG0000400	augustus_masked-LMTL01000266.1-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-LMTL01000266.1-processed-gene-0.99&CDS=1-1110	YDL022W, YOL059W
OG0000401	augustus_masked-LMTL01000266.1-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-LMTL01000266.1-processed-gene-0.103&CDS=1-723	YHR043C, YHR044C
OG0000402	augustus_masked-LMTL01000267.1-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-LMTL01000267.1-processed-gene-0.82&CDS=1-315	YGR209C, YLR043C
OG0000403	augustus_masked-LMTL01000267.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-LMTL01000267.1-processed-gene-0.78&CDS=1-3012	YNL106C, YOR109W
OG0000404	augustus_masked-LMTL01000268.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-LMTL01000268.1-processed-gene-0.44&CDS=1-3039	YCR067C, YNR026C
OG0000405	augustus_masked-LMTL01000268.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LMTL01000268.1-processed-gene-0.31&CDS=1-2982	YJR059W, YKL198C
OG0000406	augustus_masked-LMTL01000268.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-LMTL01000268.1-processed-gene-0.49&CDS=1-471	YEL034W, YJR047C
OG0000407	augustus_masked-LMTL01000270.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LMTL01000270.1-processed-gene-0.9&CDS=1-2322, snap_masked-LMTL01000268.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-LMTL01000268.1-processed-gene-0.69&CDS=1-192	YBR102C
OG0000408	augustus_masked-LMTL01000268.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-LMTL01000268.1-processed-gene-0.55&CDS=1-2061, augustus_masked-LMTL01000270.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LMTL01000270.1-processed-gene-0.22&CDS=1-2061	YBR043C
OG0000409	augustus_masked-LMTL01000269.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LMTL01000269.1-processed-gene-0.1&CDS=1-1725	YCL025C, YDR508C
OG0000410	augustus_masked-LMTL01000269.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LMTL01000269.1-processed-gene-0.15&CDS=1-3219	YBL106C, YPR032W
OG0000411	augustus_masked-LMTL01000270.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LMTL01000270.1-processed-gene-0.10&CDS=1-1125	YCR105W, YMR318C
OG0000412	snap_masked-LMTL01000270.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-LMTL01000270.1-processed-gene-0.39&CDS=1-3885	YGL133W, YPL216W
OG0000413	augustus_masked-LMTL01000271.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LMTL01000271.1-processed-gene-0.33&CDS=1-855	YML087C, YML125C
OG0000414	snap_masked-LMTL01000272.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-LMTL01000272.1-processed-gene-0.14&CDS=1-1185	YHR115C, YNL116W
OG0000415	augustus_masked-LMTL01000273.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-LMTL01000273.1-processed-gene-0.36&CDS=1-2445	YFL042C, YLR072W
OG0000416	augustus_masked-LMTL01000298.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LMTL01000298.1-processed-gene-0.5&CDS=1-2799	YDR492W, YOL002C
OG0000417	augustus_masked-LMTL01000303.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LMTL01000303.1-processed-gene-0.4&CDS=1-282, augustus_masked-LMTL01000303.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LMTL01000303.1-processed-gene-0.5&CDS=1-168	YNL111C
OG0000418	augustus_masked-LMTL01000305.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LMTL01000305.1-processed-gene-0.5&CDS=1-591	YJL079C, YKR013W
OG0000419	augustus_masked-LMTL01000342.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LMTL01000342.1-processed-gene-0.0&CDS=1-813	YDL049C, YJL174W
OG0000420	augustus_masked-LMTL01000376.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LMTL01000376.1-processed-gene-0.2&CDS=1-1479	YDR463W, YHR006W
OG0000421	augustus_masked-LMTL01000379.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LMTL01000379.1-processed-gene-0.1&CDS=1-585, snap_masked-LMTL01000423.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-LMTL01000423.1-processed-gene-0.2&CDS=1-1416	YDR389W
OG0000422	augustus_masked-LMTL01000446.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LMTL01000446.1-processed-gene-0.1&CDS=1-318	YMR183C, YPL232W
OG0000423	augustus_masked-LMTL01000452.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LMTL01000452.1-processed-gene-0.2&CDS=1-462, augustus_masked-LMTL01000469.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LMTL01000469.1-processed-gene-0.0&CDS=1-561	YOL114C
OG0000424		YAL051W, YLL054C, YOR363C
OG0000425	augustus_masked-LMTL01000001.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.38&CDS=1-4401	YHR186C
OG0000426	augustus_masked-LMTL01000001.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.39&CDS=1-1131	YGR257C
OG0000427	augustus_masked-LMTL01000001.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.62&CDS=1-738	YGR235C
OG0000428	augustus_masked-LMTL01000001.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.40&CDS=1-2247	YKL155C
OG0000429	snap_masked-LMTL01000001.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-LMTL01000001.1-processed-gene-0.25&CDS=1-1626	YBR283C
OG0000430	maker-LMTL01000001.1-augustus-gene-0.123-mRNA-1_1&gene=maker-LMTL01000001.1-augustus-gene-0.123&CDS=1-492	YOL143C
OG0000431	augustus_masked-LMTL01000001.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.44&CDS=1-1032	YPR086W
OG0000432	augustus_masked-LMTL01000001.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.45&CDS=1-1437	YGR255C
OG0000433	augustus_masked-LMTL01000001.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.46&CDS=1-1053	YDR058C
OG0000434	augustus_masked-LMTL01000001.1-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.68&CDS=1-1419	YDR523C
OG0000435	augustus_masked-LMTL01000001.1-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.69&CDS=1-2865	YDR524C
OG0000436	augustus_masked-LMTL01000001.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.47&CDS=1-879	YJR116W
OG0000437	augustus_masked-LMTL01000001.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.48&CDS=1-621	YFL038C
OG0000438	augustus_masked-LMTL01000001.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.49&CDS=1-1440	YER021W
OG0000439	augustus_masked-LMTL01000001.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.50&CDS=1-1713	YER022W
OG0000440	augustus_masked-LMTL01000001.1-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.71&CDS=1-501	YJR118C
OG0000441	augustus_masked-LMTL01000001.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.51&CDS=1-828	YMR149W
OG0000442	genemark-LMTL01000001.1-processed-gene-0.91-mRNA-1_1&gene=genemark-LMTL01000001.1-processed-gene-0.91&CDS=1-3513	YKL033W
OG0000443	augustus_masked-LMTL01000001.1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.74&CDS=1-507	YBR282W
OG0000444	augustus_masked-LMTL01000001.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.54&CDS=1-3312	YNR067C
OG0000445	augustus_masked-LMTL01000001.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.55&CDS=1-1296	YDR517W
OG0000446	augustus_masked-LMTL01000001.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.57&CDS=1-978	YCR019W
OG0000447	augustus_masked-LMTL01000001.1-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.116&CDS=1-1527	YBR006W
OG0000448	augustus_masked-LMTL01000001.1-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.117&CDS=1-1209	YPR025C
OG0000449	augustus_masked-LMTL01000001.1-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.118&CDS=1-570	YEL012W
OG0000450	augustus_masked-LMTL01000001.1-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.120&CDS=1-711	YGL044C
OG0000451	augustus_masked-LMTL01000001.1-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.115&CDS=1-915	YGL043W
OG0000452	augustus_masked-LMTL01000001.1-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.121&CDS=1-1491	YGR155W
OG0000453	augustus_masked-LMTL01000001.1-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.122&CDS=1-2367	YFR029W
OG0000454	augustus_masked-LMTL01000001.1-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.151&CDS=1-1569	YDR117C
OG0000455	augustus_masked-LMTL01000001.1-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.123&CDS=1-1005	YER156C
OG0000456	genemark-LMTL01000001.1-processed-gene-1.10-mRNA-1_1&gene=genemark-LMTL01000001.1-processed-gene-1.10&CDS=1-5124	YOL075C
OG0000457	augustus_masked-LMTL01000001.1-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.153&CDS=1-552	YLR065C
OG0000458	snap_masked-LMTL01000001.1-processed-gene-1.97-mRNA-1_1&gene=snap_masked-LMTL01000001.1-processed-gene-1.97&CDS=1-276	YBL029C-A
OG0000459	augustus_masked-LMTL01000001.1-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.127&CDS=1-2625	YNR013C
OG0000460	genemark-LMTL01000001.1-processed-gene-1.13-mRNA-1_1&gene=genemark-LMTL01000001.1-processed-gene-1.13&CDS=1-2472	YPL072W
OG0000461	augustus_masked-LMTL01000001.1-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.155&CDS=1-633	YER183C
OG0000462	augustus_masked-LMTL01000001.1-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.131&CDS=1-1095	YPL165C
OG0000463	augustus_masked-LMTL01000001.1-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.156&CDS=1-1449	YGR093W
OG0000464	augustus_masked-LMTL01000001.1-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.133&CDS=1-2040	YBR019C
OG0000465	augustus_masked-LMTL01000001.1-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.134&CDS=1-498	YDR246W
OG0000466	genemark-LMTL01000001.1-processed-gene-1.19-mRNA-1_1&gene=genemark-LMTL01000001.1-processed-gene-1.19&CDS=1-1161	YBR018C
OG0000467	augustus_masked-LMTL01000001.1-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.136&CDS=1-750	YPL149W
OG0000468	augustus_masked-LMTL01000001.1-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.163&CDS=1-936	YOR239W
OG0000469	augustus_masked-LMTL01000001.1-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.164&CDS=1-876	YMR096W
OG0000470	augustus_masked-LMTL01000001.1-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.139&CDS=1-4440	YJR138W
OG0000471	augustus_masked-LMTL01000001.1-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.165&CDS=1-1077	YJR139C
OG0000472	augustus_masked-LMTL01000001.1-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.166&CDS=1-2070	YMR137C
