	Metschnikowia_lockheadii	Saccharomyces_cerevisiae
OG0000458	snap_masked-loc-_s368-processed-gene-0.120-mRNA-1_1&gene=snap_masked-loc-_s368-processed-gene-0.120&CDS=1-516	YMR242C, YOR312C
OG0000459	maker-loc-_s445-augustus-gene-1.2-mRNA-1_1&gene=maker-loc-_s445-augustus-gene-1.2&CDS=1-2808, snap_masked-loc-_s373-processed-gene-0.21-mRNA-1_1&gene=snap_masked-loc-_s373-processed-gene-0.21&CDS=1-1674	YDR242W
OG0000460	snap_masked-loc-_s373-processed-gene-0.23-mRNA-1_1&gene=snap_masked-loc-_s373-processed-gene-0.23&CDS=1-1395	YFL048C, YLR080W
OG0000461	snap_masked-loc-_s373-processed-gene-0.29-mRNA-1_1&gene=snap_masked-loc-_s373-processed-gene-0.29&CDS=1-1752, snap_masked-loc-_s388-processed-gene-0.98-mRNA-1_1&gene=snap_masked-loc-_s388-processed-gene-0.98&CDS=1-1689	YML054C
OG0000462	augustus_masked-loc-_s376-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-loc-_s376-processed-gene-0.35&CDS=1-471, snap_masked-loc-_s570-processed-gene-0.60-mRNA-1_1&gene=snap_masked-loc-_s570-processed-gene-0.60&CDS=1-861	YNL002C
OG0000463	genemark-loc-_s382-processed-gene-0.3-mRNA-1_1&gene=genemark-loc-_s382-processed-gene-0.3&CDS=1-753, snap_masked-loc-_s382-processed-gene-0.116-mRNA-1_1&gene=snap_masked-loc-_s382-processed-gene-0.116&CDS=1-729	YIR038C
OG0000464	snap_masked-loc-_s382-processed-gene-0.93-mRNA-1_1&gene=snap_masked-loc-_s382-processed-gene-0.93&CDS=1-1797	YJL083W, YKR019C
OG0000465	snap_masked-loc-_s382-processed-gene-0.119-mRNA-1_1&gene=snap_masked-loc-_s382-processed-gene-0.119&CDS=1-1362, snap_masked-loc-_s439-processed-gene-0.5-mRNA-1_1&gene=snap_masked-loc-_s439-processed-gene-0.5&CDS=1-1470	YHR176W
OG0000466	snap_masked-loc-_s382-processed-gene-0.126-mRNA-1_1&gene=snap_masked-loc-_s382-processed-gene-0.126&CDS=1-723	YDR098C, YER174C
OG0000467	snap_masked-loc-_s382-processed-gene-1.59-mRNA-1_1&gene=snap_masked-loc-_s382-processed-gene-1.59&CDS=1-2367	YDR264C, YOR034C
OG0000468	snap_masked-loc-_s382-processed-gene-1.61-mRNA-1_1&gene=snap_masked-loc-_s382-processed-gene-1.61&CDS=1-1161	YCL048W, YDR522C
OG0000469	snap_masked-loc-_s382-processed-gene-1.104-mRNA-1_1&gene=snap_masked-loc-_s382-processed-gene-1.104&CDS=1-1776	YIL085C, YNL029C
OG0000470	genemark-loc-_s382-processed-gene-1.168-mRNA-1_1&gene=genemark-loc-_s382-processed-gene-1.168&CDS=1-1170	YIL135C, YNL074C
OG0000471	snap_masked-loc-_s382-processed-gene-1.111-mRNA-1_1&gene=snap_masked-loc-_s382-processed-gene-1.111&CDS=1-2487, snap_masked-loc-_s49-processed-gene-1.93-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-1.93&CDS=1-2502	YFL042C
OG0000472	genemark-loc-_s383-processed-gene-0.11-mRNA-1_1&gene=genemark-loc-_s383-processed-gene-0.11&CDS=1-948	YNL302C, YOL121C
OG0000473	snap_masked-loc-_s383-processed-gene-0.83-mRNA-1_1&gene=snap_masked-loc-_s383-processed-gene-0.83&CDS=1-759	YIR035C, YIR036C
OG0000474	augustus_masked-loc-_s385-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-loc-_s385-processed-gene-0.27&CDS=1-2664, maker-loc-_s696-snap-gene-0.75-mRNA-1_1&gene=maker-loc-_s696-snap-gene-0.75&CDS=1-1407	YGL023C
OG0000475	snap_masked-loc-_s385-processed-gene-0.36-mRNA-1_1&gene=snap_masked-loc-_s385-processed-gene-0.36&CDS=1-507	YKL141W, YMR118C
OG0000476	maker-loc-_s570-augustus-gene-0.167-mRNA-1_1&gene=maker-loc-_s570-augustus-gene-0.167&CDS=1-3306, snap_masked-loc-_s387-processed-gene-0.6-mRNA-1_1&gene=snap_masked-loc-_s387-processed-gene-0.6&CDS=1-462	YGL097W
OG0000477	augustus_masked-loc-_s388-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-loc-_s388-processed-gene-0.2&CDS=1-723	YGL076C, YPL198W
OG0000478	snap_masked-loc-_s388-processed-gene-0.86-mRNA-1_1&gene=snap_masked-loc-_s388-processed-gene-0.86&CDS=1-1245	YGL082W, YPL191C
OG0000479	snap_masked-loc-_s388-processed-gene-0.96-mRNA-1_1&gene=snap_masked-loc-_s388-processed-gene-0.96&CDS=1-546	YBR005W, YDR003W
OG0000480	snap_masked-loc-_s393-processed-gene-0.14-mRNA-1_1&gene=snap_masked-loc-_s393-processed-gene-0.14&CDS=1-1953, snap_masked-loc-_s400-processed-gene-1.120-mRNA-1_1&gene=snap_masked-loc-_s400-processed-gene-1.120&CDS=1-1536	YLR034C
OG0000481	snap_masked-loc-_s396-processed-gene-0.3-mRNA-1_1&gene=snap_masked-loc-_s396-processed-gene-0.3&CDS=1-915, snap_masked-loc-_s688-processed-gene-0.5-mRNA-1_1&gene=snap_masked-loc-_s688-processed-gene-0.5&CDS=1-240	YMR281W
OG0000482	genemark-loc-_s396-processed-gene-0.18-mRNA-1_1&gene=genemark-loc-_s396-processed-gene-0.18&CDS=1-927, snap_masked-loc-_s64-processed-gene-0.11-mRNA-1_1&gene=snap_masked-loc-_s64-processed-gene-0.11&CDS=1-903	YER175C
OG0000483	snap_masked-loc-_s396-processed-gene-0.1-mRNA-1_1&gene=snap_masked-loc-_s396-processed-gene-0.1&CDS=1-1254	YAL015C, YOL043C
OG0000484	snap_masked-loc-_s4-processed-gene-0.20-mRNA-1_1&gene=snap_masked-loc-_s4-processed-gene-0.20&CDS=1-2124	YKL050C, YMR031C
OG0000485	snap_masked-loc-_s400-processed-gene-0.58-mRNA-1_1&gene=snap_masked-loc-_s400-processed-gene-0.58&CDS=1-1269	YDR300C, YHR033W
OG0000486	augustus_masked-loc-_s400-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-loc-_s400-processed-gene-0.49&CDS=1-1947	YLR273C, YOR178C
OG0000487	snap_masked-loc-_s400-processed-gene-0.81-mRNA-1_1&gene=snap_masked-loc-_s400-processed-gene-0.81&CDS=1-2241, snap_masked-loc-_s486-processed-gene-0.5-mRNA-1_1&gene=snap_masked-loc-_s486-processed-gene-0.5&CDS=1-2385	YPR181C
OG0000488	maker-loc-_s400-snap-gene-1.1-mRNA-1_1&gene=maker-loc-_s400-snap-gene-1.1&CDS=1-1569, snap_masked-loc-_s84-processed-gene-0.1-mRNA-1_1&gene=snap_masked-loc-_s84-processed-gene-0.1&CDS=1-279	YLR033W
OG0000489	snap_masked-loc-_s400-processed-gene-1.133-mRNA-1_1&gene=snap_masked-loc-_s400-processed-gene-1.133&CDS=1-657	YER031C, YGL210W
OG0000490	snap_masked-loc-_s403-processed-gene-0.58-mRNA-1_1&gene=snap_masked-loc-_s403-processed-gene-0.58&CDS=1-573	YGL147C, YNL067W
OG0000491	maker-loc-_s682-snap-gene-1.138-mRNA-1_1&gene=maker-loc-_s682-snap-gene-1.138&CDS=1-2805, snap_masked-loc-_s403-processed-gene-1.3-mRNA-1_1&gene=snap_masked-loc-_s403-processed-gene-1.3&CDS=1-2742	YDL056W
OG0000492	snap_masked-loc-_s403-processed-gene-1.6-mRNA-1_1&gene=snap_masked-loc-_s403-processed-gene-1.6&CDS=1-1647	YDL085W, YMR145C
OG0000493	snap_masked-loc-_s403-processed-gene-1.33-mRNA-1_1&gene=snap_masked-loc-_s403-processed-gene-1.33&CDS=1-1260	YDR451C, YML027W
OG0000494	snap_masked-loc-_s411-processed-gene-0.27-mRNA-1_1&gene=snap_masked-loc-_s411-processed-gene-0.27&CDS=1-1374	YLR449W, YML074C
OG0000495	augustus_masked-loc-_s412-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-loc-_s412-processed-gene-0.9&CDS=1-534, snap_masked-loc-_s445-processed-gene-1.24-mRNA-1_1&gene=snap_masked-loc-_s445-processed-gene-1.24&CDS=1-876	YBR185C
OG0000496	augustus_masked-loc-_s418-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-loc-_s418-processed-gene-0.18&CDS=1-819	YAL018C, YOL048C
OG0000497	augustus_masked-loc-_s421-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-loc-_s421-processed-gene-0.31&CDS=1-267, snap_masked-loc-_s585-processed-gene-0.127-mRNA-1_1&gene=snap_masked-loc-_s585-processed-gene-0.127&CDS=1-825	YNL155W
OG0000498	snap_masked-loc-_s435-processed-gene-0.0-mRNA-1_1&gene=snap_masked-loc-_s435-processed-gene-0.0&CDS=1-1221	YHL003C, YKL008C
OG0000499	snap_masked-loc-_s439-processed-gene-0.0-mRNA-1_1&gene=snap_masked-loc-_s439-processed-gene-0.0&CDS=1-1617	YLL012W, YLR020C
OG0000500	snap_masked-loc-_s445-processed-gene-0.44-mRNA-1_1&gene=snap_masked-loc-_s445-processed-gene-0.44&CDS=1-507	YGR131W, YPR149W
OG0000501	snap_masked-loc-_s445-processed-gene-0.29-mRNA-1_1&gene=snap_masked-loc-_s445-processed-gene-0.29&CDS=1-543	YDL137W, YDL192W
OG0000502	augustus_masked-loc-_s445-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-loc-_s445-processed-gene-0.60&CDS=1-360	YDL136W, YDL191W
OG0000503	snap_masked-loc-_s445-processed-gene-0.50-mRNA-1_1&gene=snap_masked-loc-_s445-processed-gene-0.50&CDS=1-969	YGR136W, YPR154W
OG0000504	genemark-loc-_s445-processed-gene-0.13-mRNA-1_1&gene=genemark-loc-_s445-processed-gene-0.13&CDS=1-2442	YBR294W, YLR092W
OG0000505	snap_masked-loc-_s445-processed-gene-0.57-mRNA-1_1&gene=snap_masked-loc-_s445-processed-gene-0.57&CDS=1-1467	YJL134W, YKR053C
OG0000506	maker-loc-_s445-snap-gene-1.162-mRNA-1_1&gene=maker-loc-_s445-snap-gene-1.162&CDS=1-2556	YBR205W, YOR099W
OG0000507	snap_masked-loc-_s445-processed-gene-1.30-mRNA-1_1&gene=snap_masked-loc-_s445-processed-gene-1.30&CDS=1-3852	YJL076W, YKR010C
OG0000508	augustus_masked-loc-_s450-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-loc-_s450-processed-gene-0.35&CDS=1-1647	YMR199W, YPL256C
OG0000509	maker-loc-_s451-snap-gene-0.19-mRNA-1_1&gene=maker-loc-_s451-snap-gene-0.19&CDS=1-867	YMR233W, YOR295W
OG0000510	snap_masked-loc-_s469-processed-gene-0.4-mRNA-1_1&gene=snap_masked-loc-_s469-processed-gene-0.4&CDS=1-861	YDR253C, YPL038W
OG0000511	snap_masked-loc-_s470-processed-gene-0.13-mRNA-1_1&gene=snap_masked-loc-_s470-processed-gene-0.13&CDS=1-2091	YIL156W, YKR098C
OG0000512	augustus_masked-loc-_s471-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-loc-_s471-processed-gene-0.6&CDS=1-660, snap_masked-loc-_s93-processed-gene-0.50-mRNA-1_1&gene=snap_masked-loc-_s93-processed-gene-0.50&CDS=1-4299	YDL240W
OG0000513	snap_masked-loc-_s477-processed-gene-0.4-mRNA-1_1&gene=snap_masked-loc-_s477-processed-gene-0.4&CDS=1-2136	YGR056W, YLR357W
OG0000514	snap_masked-loc-_s478-processed-gene-0.38-mRNA-1_1&gene=snap_masked-loc-_s478-processed-gene-0.38&CDS=1-864, snap_masked-loc-_s85-processed-gene-0.23-mRNA-1_1&gene=snap_masked-loc-_s85-processed-gene-0.23&CDS=1-864	YNL202W
OG0000515	augustus_masked-loc-_s481-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-loc-_s481-processed-gene-0.4&CDS=1-279, augustus_masked-loc-_s61-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-loc-_s61-processed-gene-0.51&CDS=1-1347	YJL049W
OG0000516	genemark-loc-_s485-processed-gene-0.21-mRNA-1_1&gene=genemark-loc-_s485-processed-gene-0.21&CDS=1-837	YMR222C, YOR280C
OG0000517	genemark-loc-_s521-processed-gene-0.28-mRNA-1_1&gene=genemark-loc-_s521-processed-gene-0.28&CDS=1-1884, snap_masked-loc-_s49-processed-gene-0.70-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-0.70&CDS=1-2856	YLR014C
OG0000518	augustus_masked-loc-_s53-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-loc-_s53-processed-gene-0.23&CDS=1-1170, snap_masked-loc-_s49-processed-gene-0.48-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-0.48&CDS=1-1113	YEL046C
OG0000519	snap_masked-loc-_s49-processed-gene-0.49-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-0.49&CDS=1-831, snap_masked-loc-_s97-processed-gene-0.144-mRNA-1_1&gene=snap_masked-loc-_s97-processed-gene-0.144&CDS=1-1179	YGR189C
OG0000520	snap_masked-loc-_s49-processed-gene-0.78-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-0.78&CDS=1-2328	YDL109C, YGL144C
OG0000521	snap_masked-loc-_s49-processed-gene-1.77-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-1.77&CDS=1-894	YBR104W, YPR058W
OG0000522	snap_masked-loc-_s49-processed-gene-1.107-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-1.107&CDS=1-1731	YCR048W, YNR019W
OG0000523	snap_masked-loc-_s49-processed-gene-2.241-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.241&CDS=1-1095, snap_masked-loc-_s83-processed-gene-0.19-mRNA-1_1&gene=snap_masked-loc-_s83-processed-gene-0.19&CDS=1-486	YOR136W
OG0000524	snap_masked-loc-_s49-processed-gene-2.205-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.205&CDS=1-1086	YDL246C, YJR159W
OG0000525	snap_masked-loc-_s49-processed-gene-2.249-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.249&CDS=1-1437	YGR121C, YPR138C
OG0000526	snap_masked-loc-_s49-processed-gene-2.252-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.252&CDS=1-1539, snap_masked-loc-_s520-processed-gene-0.7-mRNA-1_1&gene=snap_masked-loc-_s520-processed-gene-0.7&CDS=1-1530	YKL103C
OG0000527	snap_masked-loc-_s49-processed-gene-2.259-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.259&CDS=1-495	YDR418W, YEL054C
OG0000528	maker-loc-_s49-snap-gene-2.101-mRNA-1_1&gene=maker-loc-_s49-snap-gene-2.101&CDS=1-795	YGR214W, YLR048W
OG0000529	snap_masked-loc-_s49-processed-gene-2.223-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.223&CDS=1-900	YGL162W, YPR009W
OG0000530	snap_masked-loc-_s49-processed-gene-2.265-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.265&CDS=1-870	YBR183W, YPL087W
OG0000531	snap_masked-loc-_s490-processed-gene-0.0-mRNA-1_1&gene=snap_masked-loc-_s490-processed-gene-0.0&CDS=1-1527	YDL161W, YLR206W
OG0000532	snap_masked-loc-_s493-processed-gene-0.78-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.78&CDS=1-1917	YEL047C, YJR051W
OG0000533	snap_masked-loc-_s496-processed-gene-0.13-mRNA-1_1&gene=snap_masked-loc-_s496-processed-gene-0.13&CDS=1-225, snap_masked-loc-_s570-processed-gene-0.89-mRNA-1_1&gene=snap_masked-loc-_s570-processed-gene-0.89&CDS=1-4437	YCL014W
OG0000534	snap_masked-loc-_s5-processed-gene-0.2-mRNA-1_1&gene=snap_masked-loc-_s5-processed-gene-0.2&CDS=1-603, snap_masked-loc-_s546-processed-gene-0.26-mRNA-1_1&gene=snap_masked-loc-_s546-processed-gene-0.26&CDS=1-762	YJL097W
OG0000535	snap_masked-loc-_s505-processed-gene-0.1-mRNA-1_1&gene=snap_masked-loc-_s505-processed-gene-0.1&CDS=1-1536	YBR214W, YGL056C
OG0000536	snap_masked-loc-_s511-processed-gene-0.0-mRNA-1_1&gene=snap_masked-loc-_s511-processed-gene-0.0&CDS=1-357	YER131W, YGL189C
OG0000537	snap_masked-loc-_s516-processed-gene-0.16-mRNA-1_1&gene=snap_masked-loc-_s516-processed-gene-0.16&CDS=1-2427	YOR256C, YPL176C
OG0000538	genemark-loc-_s517-processed-gene-0.20-mRNA-1_1&gene=genemark-loc-_s517-processed-gene-0.20&CDS=1-1779	YDR497C, YOL103W
OG0000539	snap_masked-loc-_s52-processed-gene-0.24-mRNA-1_1&gene=snap_masked-loc-_s52-processed-gene-0.24&CDS=1-3654	YDR379W, YOR127W
OG0000540	augustus_masked-loc-_s52-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-loc-_s52-processed-gene-0.15&CDS=1-480, snap_masked-loc-_s522-processed-gene-0.15-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-0.15&CDS=1-1842	YJR002W
OG0000541	snap_masked-loc-_s520-processed-gene-0.10-mRNA-1_1&gene=snap_masked-loc-_s520-processed-gene-0.10&CDS=1-1536	YBR020W, YDR009W
OG0000542	maker-loc-_s521-augustus-gene-0.0-mRNA-1_1&gene=maker-loc-_s521-augustus-gene-0.0&CDS=1-1896	YNL093W, YOR089C
OG0000543	genemark-loc-_s521-processed-gene-0.37-mRNA-1_1&gene=genemark-loc-_s521-processed-gene-0.37&CDS=1-264	YDL061C, YLR388W
OG0000544	augustus_masked-loc-_s522-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-loc-_s522-processed-gene-1.64&CDS=1-3486, snap_masked-loc-_s682-processed-gene-0.40-mRNA-1_1&gene=snap_masked-loc-_s682-processed-gene-0.40&CDS=1-2628	YDR490C
OG0000545	snap_masked-loc-_s522-processed-gene-1.121-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.121&CDS=1-7608	YBR140C, YOL081W
OG0000546	snap_masked-loc-_s522-processed-gene-1.153-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.153&CDS=1-741, snap_masked-loc-_s561-processed-gene-0.99-mRNA-1_1&gene=snap_masked-loc-_s561-processed-gene-0.99&CDS=1-318	YBR153W
OG0000547	genemark-loc-_s522-processed-gene-1.16-mRNA-1_1&gene=genemark-loc-_s522-processed-gene-1.16&CDS=1-573	YBL027W, YBR084C-A
OG0000548	snap_masked-loc-_s522-processed-gene-1.169-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.169&CDS=1-1260	YDR132C, YLR108C
OG0000549	snap_masked-loc-_s522-processed-gene-1.147-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.147&CDS=1-2529	YBR033W, YKL038W
OG0000550	snap_masked-loc-_s524-processed-gene-0.13-mRNA-1_1&gene=snap_masked-loc-_s524-processed-gene-0.13&CDS=1-561	YNL096C, YOR096W
OG0000551	genemark-loc-_s534-processed-gene-0.5-mRNA-1_1&gene=genemark-loc-_s534-processed-gene-0.5&CDS=1-429, snap_masked-loc-_s59-processed-gene-0.79-mRNA-1_1&gene=snap_masked-loc-_s59-processed-gene-0.79&CDS=1-675	YIR001C
OG0000552	genemark-loc-_s636-processed-gene-0.109-mRNA-1_1&gene=genemark-loc-_s636-processed-gene-0.109&CDS=1-1374, snap_masked-loc-_s535-processed-gene-0.16-mRNA-1_1&gene=snap_masked-loc-_s535-processed-gene-0.16&CDS=1-1350	YAL040C
OG0000553	snap_masked-loc-_s549-processed-gene-0.108-mRNA-1_1&gene=snap_masked-loc-_s549-processed-gene-0.108&CDS=1-3285, snap_masked-loc-_s567-processed-gene-0.3-mRNA-1_1&gene=snap_masked-loc-_s567-processed-gene-0.3&CDS=1-2145	YGL179C
OG0000554	augustus_masked-loc-_s585-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-loc-_s585-processed-gene-0.88&CDS=1-2022, snap_masked-loc-_s55-processed-gene-0.2-mRNA-1_1&gene=snap_masked-loc-_s55-processed-gene-0.2&CDS=1-3183	YNL192W
OG0000555	snap_masked-loc-_s553-processed-gene-0.2-mRNA-1_1&gene=snap_masked-loc-_s553-processed-gene-0.2&CDS=1-3024	YJR091C, YPR042C
OG0000556	snap_masked-loc-_s561-processed-gene-0.117-mRNA-1_1&gene=snap_masked-loc-_s561-processed-gene-0.117&CDS=1-801	YKR075C, YOR062C
OG0000557	snap_masked-loc-_s569-processed-gene-0.26-mRNA-1_1&gene=snap_masked-loc-_s569-processed-gene-0.26&CDS=1-516	YLR456W, YPR172W
OG0000558	snap_masked-loc-_s569-processed-gene-0.32-mRNA-1_1&gene=snap_masked-loc-_s569-processed-gene-0.32&CDS=1-1092, snap_masked-loc-_s83-processed-gene-0.13-mRNA-1_1&gene=snap_masked-loc-_s83-processed-gene-0.13&CDS=1-1926	YNL027W
OG0000559	maker-loc-_s57-snap-gene-0.0-mRNA-1_1&gene=maker-loc-_s57-snap-gene-0.0&CDS=1-2229, snap_masked-loc-_s611-processed-gene-0.27-mRNA-1_1&gene=snap_masked-loc-_s611-processed-gene-0.27&CDS=1-456	YLL057C
OG0000560	snap_masked-loc-_s570-processed-gene-0.99-mRNA-1_1&gene=snap_masked-loc-_s570-processed-gene-0.99&CDS=1-1011	YBR161W, YPL057C
OG0000561	snap_masked-loc-_s577-processed-gene-0.6-mRNA-1_1&gene=snap_masked-loc-_s577-processed-gene-0.6&CDS=1-1716	YGR138C, YPR156C
OG0000562	snap_masked-loc-_s580-processed-gene-0.20-mRNA-1_1&gene=snap_masked-loc-_s580-processed-gene-0.20&CDS=1-909	YBR105C, YGR066C
OG0000563	genemark-loc-_s585-processed-gene-0.10-mRNA-1_1&gene=genemark-loc-_s585-processed-gene-0.10&CDS=1-435	YBR067C, YIL011W
OG0000564	snap_masked-loc-_s585-processed-gene-0.134-mRNA-1_1&gene=snap_masked-loc-_s585-processed-gene-0.134&CDS=1-591	YER067W, YIL057C
OG0000565	snap_masked-loc-_s59-processed-gene-0.63-mRNA-1_1&gene=snap_masked-loc-_s59-processed-gene-0.63&CDS=1-459	YGL031C, YGR148C
OG0000566	genemark-loc-_s64-processed-gene-0.35-mRNA-1_1&gene=genemark-loc-_s64-processed-gene-0.35&CDS=1-2070, snap_masked-loc-_s590-processed-gene-0.3-mRNA-1_1&gene=snap_masked-loc-_s590-processed-gene-0.3&CDS=1-2427	YBL011W
OG0000567	augustus_masked-loc-_s592-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-loc-_s592-processed-gene-0.15&CDS=1-3717	YDR122W, YLR096W
OG0000568	snap_masked-loc-_s6-processed-gene-0.0-mRNA-1_1&gene=snap_masked-loc-_s6-processed-gene-0.0&CDS=1-1998	YDR505C, YLR177W
OG0000569	snap_masked-loc-_s6-processed-gene-0.40-mRNA-1_1&gene=snap_masked-loc-_s6-processed-gene-0.40&CDS=1-1386, snap_masked-loc-_s671-processed-gene-0.59-mRNA-1_1&gene=snap_masked-loc-_s671-processed-gene-0.59&CDS=1-1374	YMR020W
OG0000570	maker-loc-_s6-snap-gene-0.78-mRNA-1_1&gene=maker-loc-_s6-snap-gene-0.78&CDS=1-1680, snap_masked-loc-_s696-processed-gene-0.173-mRNA-1_1&gene=snap_masked-loc-_s696-processed-gene-0.173&CDS=1-1623	YGL186C
OG0000571	maker-loc-_s60-augustus-gene-0.23-mRNA-1_1&gene=maker-loc-_s60-augustus-gene-0.23&CDS=1-1659, snap_masked-loc-_s64-processed-gene-0.1-mRNA-1_1&gene=snap_masked-loc-_s64-processed-gene-0.1&CDS=1-435	YPR060C
OG0000572	snap_masked-loc-_s602-processed-gene-0.85-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-0.85&CDS=1-3681	YML109W, YMR273C
OG0000573	snap_masked-loc-_s602-processed-gene-0.87-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-0.87&CDS=1-654	YML106W, YMR271C
OG0000574	snap_masked-loc-_s602-processed-gene-0.106-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-0.106&CDS=1-2148	YER066W, YFL009W
OG0000575	snap_masked-loc-_s602-processed-gene-0.89-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-0.89&CDS=1-1410, snap_masked-loc-_s682-processed-gene-1.28-mRNA-1_1&gene=snap_masked-loc-_s682-processed-gene-1.28&CDS=1-1665	YEL060C
OG0000576	snap_masked-loc-_s602-processed-gene-1.6-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.6&CDS=1-486	YDR178W, YLR164W
OG0000577	snap_masked-loc-_s602-processed-gene-1.36-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.36&CDS=1-1428	YMR182C, YPL230W
OG0000578	snap_masked-loc-_s602-processed-gene-1.44-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.44&CDS=1-3297	YIR033W, YKL020C
OG0000579	genemark-loc-_s602-processed-gene-1.144-mRNA-1_1&gene=genemark-loc-_s602-processed-gene-1.144&CDS=1-2814	YKR089C, YOR081C
OG0000580	snap_masked-loc-_s602-processed-gene-1.54-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.54&CDS=1-1125	YMR253C, YPL264C
OG0000581	snap_masked-loc-_s61-processed-gene-0.22-mRNA-1_1&gene=snap_masked-loc-_s61-processed-gene-0.22&CDS=1-1005	YBR273C, YJL048C
OG0000582	snap_masked-loc-_s623-processed-gene-0.26-mRNA-1_1&gene=snap_masked-loc-_s623-processed-gene-0.26&CDS=1-3207, snap_masked-loc-_s9-processed-gene-0.3-mRNA-1_1&gene=snap_masked-loc-_s9-processed-gene-0.3&CDS=1-282	YNL236W
OG0000583	augustus_masked-loc-_s624-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-loc-_s624-processed-gene-0.12&CDS=1-411	YDR447C, YML024W
OG0000584	snap_masked-loc-_s625-processed-gene-0.11-mRNA-1_1&gene=snap_masked-loc-_s625-processed-gene-0.11&CDS=1-435	YGR118W, YPR132W
OG0000585	genemark-loc-_s632-processed-gene-0.1-mRNA-1_1&gene=genemark-loc-_s632-processed-gene-0.1&CDS=1-336	YDL075W, YLR406C
OG0000586	snap_masked-loc-_s636-processed-gene-0.89-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.89&CDS=1-1200, snap_masked-loc-_s649-processed-gene-0.18-mRNA-1_1&gene=snap_masked-loc-_s649-processed-gene-0.18&CDS=1-1107	YBR026C
OG0000587	snap_masked-loc-_s644-processed-gene-0.13-mRNA-1_1&gene=snap_masked-loc-_s644-processed-gene-0.13&CDS=1-1614	YDR501W, YLR183C
OG0000588	snap_masked-loc-_s655-processed-gene-0.66-mRNA-1_1&gene=snap_masked-loc-_s655-processed-gene-0.66&CDS=1-3531	YGL133W, YPL216W
OG0000589	snap_masked-loc-_s655-processed-gene-0.51-mRNA-1_1&gene=snap_masked-loc-_s655-processed-gene-0.51&CDS=1-411	YBL087C, YER117W
OG0000590	maker-loc-_s655-snap-gene-0.1-mRNA-1_1&gene=maker-loc-_s655-snap-gene-0.1&CDS=1-3645	YDR211W, YGR175C
OG0000591	maker-loc-_s655-snap-gene-0.2-mRNA-1_1&gene=maker-loc-_s655-snap-gene-0.2&CDS=1-3846	YGR143W, YPR159W
OG0000592	snap_masked-loc-_s657-processed-gene-0.54-mRNA-1_1&gene=snap_masked-loc-_s657-processed-gene-0.54&CDS=1-651	YGL135W, YPL220W
OG0000593	genemark-loc-_s659-processed-gene-0.2-mRNA-1_1&gene=genemark-loc-_s659-processed-gene-0.2&CDS=1-849	YDR151C, YLR136C
