	Lachancea_cidri	Saccharomyces_cerevisiae
OG0000537	snap_masked-LACI0B-processed-gene-4.24-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-4.24&CDS=1-1401	YBR214W
OG0000538	snap_masked-LACI0B-processed-gene-4.25-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-4.25&CDS=1-939	YGL057C
OG0000539	augustus_masked-LACI0B-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-LACI0B-processed-gene-4.106&CDS=1-1923	YGL059W
OG0000540	augustus_masked-LACI0B-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-LACI0B-processed-gene-4.86&CDS=1-1686	YBR215W
OG0000541	augustus_masked-LACI0B-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-LACI0B-processed-gene-4.107&CDS=1-2088	YGL060W
OG0000542	snap_masked-LACI0B-processed-gene-4.27-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-4.27&CDS=1-579	YBR217W
OG0000543	snap_masked-LACI0B-processed-gene-4.28-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-4.28&CDS=1-663	YGL061C
OG0000544	snap_masked-LACI0B-processed-gene-4.56-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-4.56&CDS=1-3525	YBR218C
OG0000545	snap_masked-LACI0B-processed-gene-4.57-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-4.57&CDS=1-381	YGL127C
OG0000546	snap_masked-LACI0B-processed-gene-4.29-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-4.29&CDS=1-1086	YGL126W
OG0000547	snap_masked-LACI0B-processed-gene-4.58-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-4.58&CDS=1-1641	YBR220C
OG0000548	snap_masked-LACI0B-processed-gene-4.59-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-4.59&CDS=1-1077	YBR221C
OG0000549	snap_masked-LACI0B-processed-gene-4.60-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-4.60&CDS=1-1602	YBR222C
OG0000550	augustus_masked-LACI0B-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-LACI0B-processed-gene-4.114&CDS=1-1785	YBR223C
OG0000551	snap_masked-LACI0B-processed-gene-4.30-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-4.30&CDS=1-1797	YGL125W
OG0000552	augustus_masked-LACI0B-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-LACI0B-processed-gene-4.91&CDS=1-1866	YBR225W
OG0000553	snap_masked-LACI0C-processed-gene-0.76-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.76&CDS=1-1860	YKL025C
OG0000554	maker-LACI0C-snap-gene-0.95-mRNA-1_1&gene=maker-LACI0C-snap-gene-0.95&CDS=1-762	YIR035C
OG0000555	snap_masked-LACI0C-processed-gene-0.53-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.53&CDS=1-849	YKL024C
OG0000556	snap_masked-LACI0C-processed-gene-0.77-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.77&CDS=1-2169	YKL022C
OG0000557	snap_masked-LACI0C-processed-gene-0.55-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.55&CDS=1-1122	YIR034C
OG0000558	snap_masked-LACI0C-processed-gene-0.78-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.78&CDS=1-4437	YKL021C
OG0000559	snap_masked-LACI0C-processed-gene-0.56-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.56&CDS=1-975	YKL019W
OG0000560	snap_masked-LACI0C-processed-gene-0.57-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.57&CDS=1-1062	YIR026C
OG0000561	snap_masked-LACI0C-processed-gene-0.79-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.79&CDS=1-942	YIR025W
OG0000562	snap_masked-LACI0C-processed-gene-0.58-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.58&CDS=1-984	YKL018W
OG0000563	augustus_masked-LACI0C-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-0.127&CDS=1-2496	YKL017C
OG0000564	snap_masked-LACI0C-processed-gene-0.59-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.59&CDS=1-2517	YKL015W
OG0000565	augustus_masked-LACI0C-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-0.128&CDS=1-5124	YKL014C
OG0000566	snap_masked-LACI0C-processed-gene-0.60-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.60&CDS=1-717	YIR024C
OG0000567	snap_masked-LACI0C-processed-gene-0.84-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.84&CDS=1-3144	YIR023W
OG0000568	augustus_masked-LACI0C-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-0.130&CDS=1-513	YKL013C
OG0000569	snap_masked-LACI0C-processed-gene-0.61-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.61&CDS=1-1623	YKL012W
OG0000570	snap_masked-LACI0C-processed-gene-0.86-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.86&CDS=1-504	YIR022W
OG0000571	snap_masked-LACI0C-processed-gene-0.62-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.62&CDS=1-672	YMR090W
OG0000572	snap_masked-LACI0C-processed-gene-0.87-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.87&CDS=1-1077	YKL011C
OG0000573	genemark-LACI0C-processed-gene-0.14-mRNA-1_1&gene=genemark-LACI0C-processed-gene-0.14&CDS=1-1437	YKL088W
OG0000574	snap_masked-LACI0C-processed-gene-0.65-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.65&CDS=1-276	YHR005C-A
OG0000575	snap_masked-LACI0C-processed-gene-0.88-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.88&CDS=1-756	YKL087C
OG0000576	maker-LACI0C-augustus-gene-0.46-mRNA-1_1&gene=maker-LACI0C-augustus-gene-0.46&CDS=1-1629	YHR005C
OG0000577	maker-LACI0C-augustus-gene-0.49-mRNA-1_1&gene=maker-LACI0C-augustus-gene-0.49&CDS=1-2541	YMR068W
OG0000578	snap_masked-LACI0C-processed-gene-0.69-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.69&CDS=1-1242	YMR067C
OG0000579	snap_masked-LACI0C-processed-gene-0.90-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.90&CDS=1-2643	YMR066W
OG0000580	snap_masked-LACI0C-processed-gene-0.91-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.91&CDS=1-1383	YKL082C
OG0000581	snap_masked-LACI0C-processed-gene-0.71-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.71&CDS=1-1182	YKL080W
OG0000582	snap_masked-LACI0C-processed-gene-0.72-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.72&CDS=1-870	YGR239C
OG0000583	snap_masked-LACI0C-processed-gene-0.93-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.93&CDS=1-1188	YHR159W
OG0000584	snap_masked-LACI0C-processed-gene-0.73-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.73&CDS=1-2970	YHR158C
OG0000585	snap_masked-LACI0C-processed-gene-1.0-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.0&CDS=1-2100	YGR237C
OG0000586	snap_masked-LACI0C-processed-gene-1.1-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.1&CDS=1-432	YGR236C
OG0000587	augustus_masked-LACI0C-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-1.54&CDS=1-690	YGR235C
OG0000588	snap_masked-LACI0C-processed-gene-1.3-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.3&CDS=1-2958	YHR154W
OG0000589	snap_masked-LACI0C-processed-gene-1.2-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.2&CDS=1-3291	YGR233C
OG0000590	snap_masked-LACI0C-processed-gene-1.26-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.26&CDS=1-690	YGR232W
OG0000591	snap_masked-LACI0C-processed-gene-1.4-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.4&CDS=1-921	YGR231C
OG0000592	snap_masked-LACI0C-processed-gene-1.27-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.27&CDS=1-267	YGR230W
OG0000593	snap_masked-LACI0C-processed-gene-1.5-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.5&CDS=1-1470	YGR229C
OG0000594	snap_masked-LACI0C-processed-gene-1.28-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.28&CDS=1-1509	YGR227W
OG0000595	augustus_masked-LACI0C-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-1.59&CDS=1-1497	YHR151C
OG0000596	snap_masked-LACI0C-processed-gene-1.29-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.29&CDS=1-1623	YHR150W
OG0000597	maker-LACI0C-snap-gene-1.50-mRNA-1_1&gene=maker-LACI0C-snap-gene-1.50&CDS=1-1884	YGR225W
OG0000598	snap_masked-LACI0C-processed-gene-1.7-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.7&CDS=1-1260	YGR223C
OG0000599	snap_masked-LACI0C-processed-gene-1.31-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.31&CDS=1-819	YGR222W
OG0000600	snap_masked-LACI0C-processed-gene-1.8-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.8&CDS=1-2220	YHR149C
OG0000601	snap_masked-LACI0C-processed-gene-1.32-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.32&CDS=1-549	YHR148W
OG0000602	snap_masked-LACI0C-processed-gene-1.34-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.34&CDS=1-735	YCL010C
OG0000603	snap_masked-LACI0C-processed-gene-1.9-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.9&CDS=1-1116	YNL005C
OG0000604	snap_masked-LACI0C-processed-gene-1.35-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.35&CDS=1-903	YCL009C
OG0000605	snap_masked-LACI0C-processed-gene-1.11-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.11&CDS=1-1485	YCL004W
OG0000606	augustus_masked-LACI0C-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-1.64&CDS=1-1608	YNL001W
OG0000607	snap_masked-LACI0C-processed-gene-1.36-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.36&CDS=1-999	YCR002C
OG0000608	snap_masked-LACI0C-processed-gene-1.14-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.14&CDS=1-543	YCR003W
OG0000609	snap_masked-LACI0C-processed-gene-1.37-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.37&CDS=1-741	YCR004C
OG0000610	snap_masked-LACI0C-processed-gene-1.38-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.38&CDS=1-1422	YNR001C
OG0000611	snap_masked-LACI0C-processed-gene-1.16-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.16&CDS=1-1581	YCR008W
OG0000612	snap_masked-LACI0C-processed-gene-1.40-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.40&CDS=1-795	YCR009C
OG0000613	augustus_masked-LACI0C-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-1.91&CDS=1-936	YNR003C
OG0000614	augustus_masked-LACI0C-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-1.92&CDS=1-3897	YCR011C
OG0000615	snap_masked-LACI0C-processed-gene-1.18-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.18&CDS=1-6465	YFR019W
OG0000616	snap_masked-LACI0C-processed-gene-1.19-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.19&CDS=1-1569	YFR021W
OG0000617	snap_masked-LACI0C-processed-gene-1.20-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.20&CDS=1-2301	YOR018W
OG0000618	augustus_masked-LACI0C-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-1.73&CDS=1-1926	YFR023W
OG0000619	maker-LACI0C-snap-gene-1.51-mRNA-1_1&gene=maker-LACI0C-snap-gene-1.51&CDS=1-1230	YHR016C
OG0000620	snap_masked-LACI0C-processed-gene-1.23-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.23&CDS=1-1017	YHR017W
OG0000621	snap_masked-LACI0C-processed-gene-1.45-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.45&CDS=1-1389	YHR018C
OG0000622	snap_masked-LACI0C-processed-gene-1.46-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.46&CDS=1-1662	YHR019C
OG0000623	snap_masked-LACI0C-processed-gene-1.24-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.24&CDS=1-2010	YHR020W
OG0000624	snap_masked-LACI0C-processed-gene-1.47-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.47&CDS=1-981	YFR025C
OG0000625	genemark-LACI0C-processed-gene-1.136-mRNA-1_1&gene=genemark-LACI0C-processed-gene-1.136&CDS=1-858	YFR027W
OG0000626	snap_masked-LACI0C-processed-gene-1.48-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.48&CDS=1-1518	YFR028C
OG0000627	snap_masked-LACI0C-processed-gene-2.55-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.55&CDS=1-1089	YOL018C
OG0000628	augustus_masked-LACI0C-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-2.114&CDS=1-1791	YOL019W
OG0000629	snap_masked-LACI0C-processed-gene-2.56-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.56&CDS=1-459	YFR011C
OG0000630	snap_masked-LACI0C-processed-gene-2.58-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.58&CDS=1-2958	YOL021C
OG0000631	snap_masked-LACI0C-processed-gene-2.84-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.84&CDS=1-2256	YFR009W
OG0000632	snap_masked-LACI0C-processed-gene-2.63-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.63&CDS=1-1221	YOL022C
OG0000633	snap_masked-LACI0C-processed-gene-2.85-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.85&CDS=1-1827	YOL023W
OG0000634	snap_masked-LACI0C-processed-gene-2.87-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.87&CDS=1-636	YFR017C
OG0000635	snap_masked-LACI0C-processed-gene-2.88-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.88&CDS=1-1932	YOL025W
OG0000636	snap_masked-LACI0C-processed-gene-2.64-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.64&CDS=1-1248	YCR012W
OG0000637	augustus_masked-LACI0C-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-2.136&CDS=1-1659	YCR014C
OG0000638	augustus_masked-LACI0C-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-2.137&CDS=1-888	YCR015C
OG0000639	augustus_masked-LACI0C-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-2.119&CDS=1-756	YCR016W
OG0000640	snap_masked-LACI0C-processed-gene-2.91-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.91&CDS=1-3063	YCR017C
OG0000641	snap_masked-LACI0C-processed-gene-2.92-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.92&CDS=1-2121	YEL011W
OG0000642	maker-LACI0C-snap-gene-2.158-mRNA-1_1&gene=maker-LACI0C-snap-gene-2.158&CDS=1-633	YEL012W
OG0000643	snap_masked-LACI0C-processed-gene-2.94-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.94&CDS=1-213	YCR020W-B
OG0000644	snap_masked-LACI0C-processed-gene-2.69-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.69&CDS=1-264	YCR020C-A
OG0000645	snap_masked-LACI0C-processed-gene-2.72-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.72&CDS=1-639	YCR020C
OG0000646	snap_masked-LACI0C-processed-gene-2.95-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.95&CDS=1-1044	YCR019W
OG0000647	snap_masked-LACI0C-processed-gene-2.96-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.96&CDS=1-1692	YEL013W
OG0000648	snap_masked-LACI0C-processed-gene-2.97-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.97&CDS=1-1410	YEL015W
OG0000649	snap_masked-LACI0C-processed-gene-2.73-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.73&CDS=1-576	YCR027C
OG0000650	augustus_masked-LACI0C-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-2.145&CDS=1-936	YEL017W
OG0000651	snap_masked-LACI0C-processed-gene-2.100-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.100&CDS=1-654	YEL018W
OG0000652	snap_masked-LACI0C-processed-gene-2.75-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.75&CDS=1-783	YEL019C
OG0000653	maker-LACI0C-augustus-gene-2.52-mRNA-1_1&gene=maker-LACI0C-augustus-gene-2.52&CDS=1-3036	YEL020C
OG0000654	augustus_masked-LACI0C-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-2.147&CDS=1-1026	YEL021W
OG0000655	snap_masked-LACI0C-processed-gene-2.103-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.103&CDS=1-4179	YEL022W
OG0000656	augustus_masked-LACI0C-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-2.129&CDS=1-1176	YJR032W
OG0000657	augustus_masked-LACI0C-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-2.149&CDS=1-4020	YJR033C
OG0000658	snap_masked-LACI0C-processed-gene-2.79-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.79&CDS=1-324	YJR034W
OG0000659	snap_masked-LACI0C-processed-gene-2.80-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.80&CDS=1-3114	YJR035W
OG0000660	snap_masked-LACI0C-processed-gene-2.106-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.106&CDS=1-642	YEL024W
OG0000661	genemark-LACI0C-processed-gene-2.49-mRNA-1_1&gene=genemark-LACI0C-processed-gene-2.49&CDS=1-2532	YJR036C
OG0000662	snap_masked-LACI0C-processed-gene-2.81-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.81&CDS=1-3594	YJR039W
OG0000663	augustus_masked-LACI0C-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-2.152&CDS=1-381	YEL026W
OG0000664	snap_masked-LACI0C-processed-gene-2.82-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.82&CDS=1-2262	YJR040W
OG0000665	augustus_masked-LACI0C-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-2.153&CDS=1-3471	YJR041C
OG0000666	snap_masked-LACI0C-processed-gene-2.83-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-2.83&CDS=1-2232	YJR042W
OG0000667	snap_masked-LACI0C-processed-gene-3.53-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.53&CDS=1-480	YEL027W
OG0000668	snap_masked-LACI0C-processed-gene-3.54-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.54&CDS=1-1101	YJR043C
OG0000669	augustus_masked-LACI0C-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-3.0&CDS=1-756	YEL029C
OG0000670	augustus_masked-LACI0C-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-3.1&CDS=1-840	YHR067W
OG0000671	augustus_masked-LACI0C-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-3.2&CDS=1-2385	YHR068W
OG0000672	snap_masked-LACI0C-processed-gene-3.79-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.79&CDS=1-1059	YHR069C
OG0000673	snap_masked-LACI0C-processed-gene-3.57-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.57&CDS=1-1449	YHR070W
OG0000674	maker-LACI0C-augustus-gene-3.159-mRNA-1_1&gene=maker-LACI0C-augustus-gene-3.159&CDS=1-5670	YDR283C
OG0000675	augustus_masked-LACI0C-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-3.26&CDS=1-1053	YDR289C
OG0000676	snap_masked-LACI0C-processed-gene-3.59-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.59&CDS=1-3210	YDR291W
OG0000677	snap_masked-LACI0C-processed-gene-3.81-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.81&CDS=1-1770	YDR292C
OG0000678	snap_masked-LACI0C-processed-gene-3.82-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.82&CDS=1-1089	YHR040W
OG0000679	augustus_masked-LACI0C-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-3.10&CDS=1-342	YHR039C-A
OG0000680	snap_masked-LACI0C-processed-gene-3.62-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.62&CDS=1-1923	YHR039C
OG0000681	snap_masked-LACI0C-processed-gene-3.83-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.83&CDS=1-717	YHR038W
OG0000682	snap_masked-LACI0C-processed-gene-3.84-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.84&CDS=1-3687	YDR293C
OG0000683	augustus_masked-LACI0C-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-3.32&CDS=1-1161	YHR036W
OG0000684	snap_masked-LACI0C-processed-gene-3.87-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.87&CDS=1-1767	YDR294C
OG0000685	augustus_masked-LACI0C-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-3.34&CDS=1-1848	YDR295C
OG0000686	augustus_masked-LACI0C-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-3.35&CDS=1-1977	YHR035W
OG0000687	augustus_masked-LACI0C-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-3.13&CDS=1-1635	YDR297W
OG0000688	snap_masked-LACI0C-processed-gene-3.90-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.90&CDS=1-618	YDR298C
OG0000689	snap_masked-LACI0C-processed-gene-3.66-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.66&CDS=1-1605	YDR299W
OG0000690	snap_masked-LACI0C-processed-gene-3.67-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.67&CDS=1-1020	YHR034C
OG0000691	augustus_masked-LACI0C-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-3.38&CDS=1-1254	YDR300C
OG0000692	augustus_masked-LACI0C-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-3.16&CDS=1-3927	YDR301W
OG0000693	snap_masked-LACI0C-processed-gene-3.69-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.69&CDS=1-654	YDR302W
OG0000694	augustus_masked-LACI0C-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-3.39&CDS=1-2961	YDR303C
OG0000695	snap_masked-LACI0C-processed-gene-3.94-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.94&CDS=1-612	YDR304C
OG0000696	snap_masked-LACI0C-processed-gene-3.95-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.95&CDS=1-792	YHR058C
OG0000697	snap_masked-LACI0C-processed-gene-3.96-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.96&CDS=1-792	YJR094C
OG0000698	snap_masked-LACI0C-processed-gene-3.71-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.71&CDS=1-1035	YJR095W
OG0000699	snap_masked-LACI0C-processed-gene-3.72-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.72&CDS=1-861	YJR096W
OG0000700	snap_masked-LACI0C-processed-gene-3.97-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.97&CDS=1-1530	YOR025W
OG0000701	snap_masked-LACI0C-processed-gene-3.98-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.98&CDS=1-1779	YDR477W
OG0000702	snap_masked-LACI0C-processed-gene-3.74-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.74&CDS=1-624	YDR476C
OG0000703	snap_masked-LACI0C-processed-gene-3.76-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.76&CDS=1-3435	YDR473C
OG0000704	snap_masked-LACI0C-processed-gene-3.99-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.99&CDS=1-321	YOR020C
OG0000705	maker-LACI0C-augustus-gene-3.161-mRNA-1_1&gene=maker-LACI0C-augustus-gene-3.161&CDS=1-2643	YOR021C
OG0000706	snap_masked-LACI0C-processed-gene-3.102-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.102&CDS=1-1608	YOR023C
OG0000707	snap_masked-LACI0C-processed-gene-3.104-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.104&CDS=1-792	YDR472W
OG0000708	snap_masked-LACI0C-processed-gene-3.78-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.78&CDS=1-669	YHR013C
OG0000709	augustus_masked-LACI0C-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-4.4&CDS=1-3237	YHR011W
OG0000710	snap_masked-LACI0C-processed-gene-4.54-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-4.54&CDS=1-1389	YDR470C
OG0000711	snap_masked-LACI0C-processed-gene-4.61-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-4.61&CDS=1-237	YDR469W
OG0000712	snap_masked-LACI0C-processed-gene-4.55-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-4.55&CDS=1-621	YDR468C
OG0000713	snap_masked-LACI0C-processed-gene-4.56-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-4.56&CDS=1-1386	YHR009C
OG0000714	snap_masked-LACI0C-processed-gene-4.81-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-4.81&CDS=1-1926	YDR466W
OG0000715	snap_masked-LACI0C-processed-gene-4.62-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-4.62&CDS=1-684	YHR008C
OG0000716	snap_masked-LACI0C-processed-gene-4.63-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-4.63&CDS=1-1176	YDR465C
OG0000717	snap_masked-LACI0C-processed-gene-4.64-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-4.64&CDS=1-1608	YHR007C
