	Saccharomyces_cerevisiae	yHMPu5000035252_Yamadazyma_nakazawae
OG0000196	YBR020W, YDR009W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.133-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.133&CDS=1-1536
OG0000197	YBR031W, YDR012W	genemark-NODE_69_length_20222_cov_12.4036_ID_14554-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_69_length_20222_cov_12.4036_ID_14554-processed-gene-0.7&CDS=1-1089
OG0000198	YBR033W, YKL038W	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.79&CDS=1-2496
OG0000199	YBR042C, YDR018C	augustus_masked-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.90&CDS=1-3945
OG0000200	YBR048W, YDR025W	genemark-NODE_52_length_49647_cov_12.8703_ID_8038-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_52_length_49647_cov_12.8703_ID_8038-processed-gene-0.6&CDS=1-465
OG0000201	YBR089C-A, YPR052C	snap_masked-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.108&CDS=1-270
OG0000202	YBR104W, YPR058W	augustus_masked-NODE_28_length_142737_cov_12.6932_ID_10016-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_28_length_142737_cov_12.6932_ID_10016-processed-gene-0.106&CDS=1-4401
OG0000203	YBR105C, YGR066C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.60-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.60&CDS=1-831
OG0000204	YBR118W, YPR080W	genemark-NODE_36_length_90081_cov_12.4905_ID_12360-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_36_length_90081_cov_12.4905_ID_12360-processed-gene-0.31&CDS=1-1374
OG0000205	YBR132C	genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.106-mRNA-1_1&gene=genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.106&CDS=1-1767, maker-NODE_43_length_70399_cov_12.9179_ID_10329-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_43_length_70399_cov_12.9179_ID_10329-snap-gene-0.2&CDS=1-3273
OG0000206	YBR140C, YOL081W	snap_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.69-mRNA-1_1&gene=snap_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.69&CDS=1-8106
OG0000207	YBR147W, YOL092W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.167-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.167&CDS=1-879
OG0000208	YBR172C, YPL105C	genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.180-mRNA-1_1&gene=genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.180&CDS=1-2544
OG0000209	YBR177C, YPL095C	augustus_masked-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.185-mRNA-1_1&gene=augustus_masked-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.185&CDS=1-3579
OG0000210	YBR181C, YPL090C	genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-0.71&CDS=1-708
OG0000211	YBR183W, YPL087W	genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.209-mRNA-1_1&gene=genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.209&CDS=1-885
OG0000212	YBR189W, YPL081W	maker-NODE_59_length_34424_cov_15.0861_ID_9882-snap-gene-0.43-mRNA-1_1&gene=maker-NODE_59_length_34424_cov_15.0861_ID_9882-snap-gene-0.43&CDS=1-990
OG0000213	YBR191W, YPL079W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.232-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.232&CDS=1-480
OG0000214	YBR210W, YGL054C	genemark-NODE_35_length_98507_cov_12.8027_ID_9595-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_35_length_98507_cov_12.8027_ID_9595-processed-gene-0.40&CDS=1-1056
OG0000215	YBR214W, YGL056C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-6.97-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-6.97&CDS=1-1353
OG0000216	YBR216C, YGL060W	genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.13&CDS=1-2046
OG0000217	YBR238C, YGL107C	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-1.10-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-1.10&CDS=1-1779
OG0000218	YBR242W, YGL101W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-1.146-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-1.146&CDS=1-702
OG0000219	YBR273C, YJL048C	augustus_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-1.102&CDS=1-1023
OG0000220	YCL011C, YNL004W	snap_masked-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.104&CDS=1-1569
OG0000221	YCL035C, YDR513W	maker-NODE_27_length_144887_cov_13.6552_ID_10293-snap-gene-0.148-mRNA-1_1&gene=maker-NODE_27_length_144887_cov_13.6552_ID_10293-snap-gene-0.148&CDS=1-348
OG0000222	YCL037C, YDR515W	genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-1.43-mRNA-1_1&gene=genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-1.43&CDS=1-1446
OG0000223	YCL040W, YDR516C	genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.23&CDS=1-1416
OG0000224	YCL048W, YDR522C	genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-0.17&CDS=1-1191
OG0000225	YCL050C, YDR530C	augustus_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.155&CDS=1-2622
OG0000226	YCL068C, YCR038C	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.113&CDS=1-4293
OG0000227	YCR005C, YNR001C	maker-NODE_4_length_415900_cov_12.7607_ID_11117-augustus-gene-0.86-mRNA-1_1&gene=maker-NODE_4_length_415900_cov_12.7607_ID_11117-augustus-gene-0.86&CDS=1-4101
OG0000228	YCR026C, YEL016C	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.126-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.126&CDS=1-2193
OG0000229	YCR031C, YJL191W	genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.76-mRNA-1_1&gene=genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.76&CDS=1-405
OG0000230	YCR073C, YNR031C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-1.88-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-1.88&CDS=1-4242
OG0000231	YCR073W-A, YNR034W	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.56&CDS=1-969
OG0000232	YDL022W	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.17&CDS=1-1173, genemark-NODE_44_length_67726_cov_12.4428_ID_6548-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_44_length_67726_cov_12.4428_ID_6548-processed-gene-0.68&CDS=1-1107
OG0000233	YDL042C, YOL068C	genemark-NODE_52_length_49647_cov_12.8703_ID_8038-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_52_length_49647_cov_12.8703_ID_8038-processed-gene-0.7&CDS=1-1809
OG0000234	YDL048C, YLR375W	genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.211-mRNA-1_1&gene=genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.211&CDS=1-1068
OG0000235	YDL049C, YJL174W	genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-1.53&CDS=1-819
OG0000236	YDL075W, YLR406C	genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.45&CDS=1-339
OG0000237	YDL079C, YMR139W	maker-NODE_30_length_140525_cov_12.5758_ID_13330-snap-gene-0.232-mRNA-1_1&gene=maker-NODE_30_length_140525_cov_12.5758_ID_13330-snap-gene-0.232&CDS=1-3135
OG0000238	YDL082W, YMR142C	genemark-NODE_64_length_23863_cov_12.0411_ID_12840-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_64_length_23863_cov_12.0411_ID_12840-processed-gene-0.33&CDS=1-606
OG0000239	YDL083C, YMR143W	genemark-NODE_64_length_23863_cov_12.0411_ID_12840-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_64_length_23863_cov_12.0411_ID_12840-processed-gene-0.27&CDS=1-426
OG0000240	YDL088C, YMR153W	genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.253-mRNA-1_1&gene=genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.253&CDS=1-1059
OG0000241	YDL124W	genemark-NODE_31_length_134740_cov_13.8432_ID_7969-processed-gene-0.154-mRNA-1_1&gene=genemark-NODE_31_length_134740_cov_13.8432_ID_7969-processed-gene-0.154&CDS=1-936, genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.19-mRNA-1_1&gene=genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.19&CDS=1-897
OG0000242	YDL127W, YDL179W	genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-0.127&CDS=1-834
OG0000243	YDL131W	genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-0.107&CDS=1-1308, genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.179-mRNA-1_1&gene=genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.179&CDS=1-1212
OG0000244	YDL136W, YDL191W	genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.168-mRNA-1_1&gene=genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.168&CDS=1-360
OG0000245	YDL137W, YDL192W	genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.169-mRNA-1_1&gene=genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.169&CDS=1-543
OG0000246	YDL155W, YLR210W	maker-NODE_26_length_159190_cov_12.3925_ID_9832-augustus-gene-0.172-mRNA-1_1&gene=maker-NODE_26_length_159190_cov_12.3925_ID_9832-augustus-gene-0.172&CDS=1-2238
OG0000247	YDL161W, YLR206W	augustus_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.117&CDS=1-957
OG0000248	YDL222C, YNL194C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.12-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.12&CDS=1-861
OG0000249	YDL224C, YNL197C	maker-NODE_21_length_185025_cov_12.6498_ID_12573-snap-gene-0.259-mRNA-1_1&gene=maker-NODE_21_length_185025_cov_12.6498_ID_12573-snap-gene-0.259&CDS=1-2115
OG0000250	YDL229W, YNL209W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.140-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.140&CDS=1-1839
OG0000251	YDL246C, YJR159W	genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-0.9&CDS=1-1086
OG0000252	YDR032C	genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.183-mRNA-1_1&gene=genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.183&CDS=1-789, genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.215-mRNA-1_1&gene=genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.215&CDS=1-600
OG0000253	YDR066C, YER139C	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.18-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.18&CDS=1-819
OG0000254	YDR098C, YER174C	genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.178-mRNA-1_1&gene=genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.178&CDS=1-726
OG0000255	YDR099W, YER177W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.250-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.250&CDS=1-759
OG0000256	YDR107C, YLR083C	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.40&CDS=1-1884
OG0000257	YDR122W, YLR096W	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.7-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.7&CDS=1-3933
OG0000258	YDR132C, YLR108C	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.41&CDS=1-1362
OG0000259	YDR134C, YLR110C	maker-NODE_18_length_213741_cov_12.753_ID_10114-snap-gene-1.66-mRNA-1_1&gene=maker-NODE_18_length_213741_cov_12.753_ID_10114-snap-gene-1.66&CDS=1-2922
OG0000260	YDR135C	augustus_masked-NODE_141_length_778_cov_15.1604_ID_16530-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_141_length_778_cov_15.1604_ID_16530-processed-gene-0.1&CDS=1-711, snap_masked-NODE_112_length_2159_cov_19.4002_ID_16483-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_112_length_2159_cov_19.4002_ID_16483-processed-gene-0.0&CDS=1-2118
OG0000261	YDR146C, YLR131C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-0.89&CDS=1-1734
OG0000262	YDR151C, YLR136C	snap_masked-NODE_58_length_35640_cov_11.7486_ID_9362-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_58_length_35640_cov_11.7486_ID_9362-processed-gene-0.10&CDS=1-780
OG0000263	YDR178W, YLR164W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.19&CDS=1-480
OG0000264	YDR185C, YLR168C	genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.22&CDS=1-648
OG0000265	YDR200C, YLR238W	genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.30&CDS=1-1764
OG0000266	YDR206W, YLR233C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.287-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.287&CDS=1-2946
OG0000267	YDR242W	genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.17&CDS=1-1650, maker-NODE_18_length_213741_cov_12.753_ID_10114-snap-gene-1.67-mRNA-1_1&gene=maker-NODE_18_length_213741_cov_12.753_ID_10114-snap-gene-1.67&CDS=1-3396
OG0000268	YDR247W, YPL026C	genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.211-mRNA-1_1&gene=genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.211&CDS=1-1194
OG0000269	YDR251W, YPL032C	genemark-NODE_49_length_59667_cov_11.8515_ID_8696-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_49_length_59667_cov_11.8515_ID_8696-processed-gene-0.74&CDS=1-2778
OG0000270	YDR252W, YPL037C	genemark-NODE_26_length_159190_cov_12.3925_ID_9832-processed-gene-0.244-mRNA-1_1&gene=genemark-NODE_26_length_159190_cov_12.3925_ID_9832-processed-gene-0.244&CDS=1-459
OG0000271	YDR253C, YPL038W	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.16&CDS=1-1026
OG0000272	YDR256C	genemark-NODE_26_length_159190_cov_12.3925_ID_9832-processed-gene-0.247-mRNA-1_1&gene=genemark-NODE_26_length_159190_cov_12.3925_ID_9832-processed-gene-0.247&CDS=1-1458, genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-2.132-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-2.132&CDS=1-1455
OG0000273	YDR259C, YOR028C	genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.239-mRNA-1_1&gene=genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.239&CDS=1-816
OG0000274	YDR263C, YOR033C	genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.70&CDS=1-2067
OG0000275	YDR272W, YOR040W	augustus_masked-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-3.187-mRNA-1_1&gene=augustus_masked-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-3.187&CDS=1-1899
OG0000276	YDR273W, YOR042W	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.55-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.55&CDS=1-1008
OG0000277	YDR300C, YHR033W	augustus_masked-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.94&CDS=1-8457
OG0000278	YDR312W, YHR066W	genemark-NODE_44_length_67726_cov_12.4428_ID_6548-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_44_length_67726_cov_12.4428_ID_6548-processed-gene-0.81&CDS=1-1251
OG0000279	YDR348C, YHR097C	genemark-NODE_60_length_25990_cov_12.5682_ID_10083-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_60_length_25990_cov_12.5682_ID_10083-processed-gene-0.19&CDS=1-1437
OG0000280	YDR379W, YOR127W	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.33-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.33&CDS=1-3348
OG0000281	YDR385W, YOR133W	snap_masked-NODE_44_length_67726_cov_12.4428_ID_6548-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_44_length_67726_cov_12.4428_ID_6548-processed-gene-0.3&CDS=1-2526
OG0000282	YDR389W, YOR134W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.284-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.284&CDS=1-1719
OG0000283	YDR409W, YOR156C	augustus_masked-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.162-mRNA-1_1&gene=augustus_masked-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.162&CDS=1-4407
OG0000284	YDR418W, YEL054C	genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.16&CDS=1-495
OG0000285	YDR447C, YML024W	genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-0.112&CDS=1-429
OG0000286	YDR450W, YML026C	augustus_masked-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.82&CDS=1-1170
OG0000287	YDR451C, YML027W	genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.181-mRNA-1_1&gene=genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.181&CDS=1-1152
OG0000288	YDR453C, YML028W	genemark-NODE_30_length_140525_cov_12.5758_ID_13330-processed-gene-0.229-mRNA-1_1&gene=genemark-NODE_30_length_140525_cov_12.5758_ID_13330-processed-gene-0.229&CDS=1-579
OG0000289	YDR463W, YHR006W	genemark-NODE_29_length_142623_cov_13.8222_ID_10748-processed-gene-0.217-mRNA-1_1&gene=genemark-NODE_29_length_142623_cov_13.8222_ID_10748-processed-gene-0.217&CDS=1-1800
OG0000290	YDR471W, YHR010W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.95-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.95&CDS=1-417
OG0000291	YDR490C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.96-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.96&CDS=1-3273, genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.65-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.65&CDS=1-2676
OG0000292	YDR492W, YOL002C	maker-NODE_12_length_263429_cov_13.7089_ID_15300-augustus-gene-0.49-mRNA-1_1&gene=maker-NODE_12_length_263429_cov_13.7089_ID_15300-augustus-gene-0.49&CDS=1-1644
OG0000293	YDR500C, YLR185W	genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-1.3&CDS=1-240
OG0000294	YDR501W, YLR183C	genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-1.6-mRNA-1_1&gene=genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-1.6&CDS=1-1563
OG0000295	YDR505C, YLR177W	genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-0.91&CDS=1-2052
OG0000296	YDR536W	genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.6-mRNA-1_1&gene=genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.6&CDS=1-1653, genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.257-mRNA-1_1&gene=genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.257&CDS=1-1605
OG0000297	YEL006W, YIL006W	augustus_masked-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.79&CDS=1-1110
