	Lachancea_meyersii	Saccharomyces_cerevisiae
OG0000848	augustus_masked-LAME0C-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-0.8&CDS=1-702	YIR038C
OG0000849	augustus_masked-LAME0C-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-0.24&CDS=1-1620	YMR319C
OG0000850	augustus_masked-LAME0C-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-0.10&CDS=1-918	YJR077C
OG0000851	augustus_masked-LAME0C-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-0.25&CDS=1-558	YKL214C
OG0000852	augustus_masked-LAME0C-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-0.26&CDS=1-2163	YKL213C
OG0000853	augustus_masked-LAME0C-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-0.11&CDS=1-1872	YKL212W
OG0000854	augustus_masked-LAME0C-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-0.27&CDS=1-1464	YKL211C
OG0000855	augustus_masked-LAME0C-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-0.12&CDS=1-1227	YJR076C
OG0000856	augustus_masked-LAME0C-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-0.28&CDS=1-1206	YJR075W
OG0000857	augustus_masked-LAME0C-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-0.29&CDS=1-591	YJR074W
OG0000858	augustus_masked-LAME0C-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-0.14&CDS=1-3126	YKL210W
OG0000859	genemark-LAME0C-processed-gene-1.58-mRNA-1_1&gene=genemark-LAME0C-processed-gene-1.58&CDS=1-3888	YKL209C
OG0000860	augustus_masked-LAME0C-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.105&CDS=1-660	YJR073C
OG0000861	augustus_masked-LAME0C-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.106&CDS=1-1233	YGR210C
OG0000862	augustus_masked-LAME0C-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.107&CDS=1-1722	YPL265W
OG0000863	augustus_masked-LAME0C-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.129&CDS=1-1209	YGR193C
OG0000864	augustus_masked-LAME0C-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.130&CDS=1-1740	YGR194C
OG0000865	snap_masked-LAME0C-processed-gene-1.32-mRNA-1_1&gene=snap_masked-LAME0C-processed-gene-1.32&CDS=1-264	YJR010C-A
OG0000866	snap_masked-LAME0C-processed-gene-1.33-mRNA-1_1&gene=snap_masked-LAME0C-processed-gene-1.33&CDS=1-702	YJR011C
OG0000867	snap_masked-LAME0C-processed-gene-1.34-mRNA-1_1&gene=snap_masked-LAME0C-processed-gene-1.34&CDS=1-351	YJR012C
OG0000868	augustus_masked-LAME0C-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.111&CDS=1-1185	YJR013W
OG0000869	augustus_masked-LAME0C-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.112&CDS=1-741	YGR195W
OG0000870	snap_masked-LAME0C-processed-gene-1.35-mRNA-1_1&gene=snap_masked-LAME0C-processed-gene-1.35&CDS=1-2511	YGR196C
OG0000871	augustus_masked-LAME0C-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.113&CDS=1-597	YJR014W
OG0000872	augustus_masked-LAME0C-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.114&CDS=1-2196	YGR198W
OG0000873	augustus_masked-LAME0C-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.133&CDS=1-2382	YGR200C
OG0000874	augustus_masked-LAME0C-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.134&CDS=1-1764	YJR016C
OG0000875	augustus_masked-LAME0C-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.135&CDS=1-1206	YGR202C
OG0000876	augustus_masked-LAME0C-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.116&CDS=1-444	YGR203W
OG0000877	augustus_masked-LAME0C-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.136&CDS=1-486	YJR017C
OG0000878	augustus_masked-LAME0C-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.137&CDS=1-984	YJR019C
OG0000879	augustus_masked-LAME0C-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.118&CDS=1-894	YGR205W
OG0000880	snap_masked-LAME0C-processed-gene-1.41-mRNA-1_1&gene=snap_masked-LAME0C-processed-gene-1.41&CDS=1-1107	YJR021C
OG0000881	augustus_masked-LAME0C-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.119&CDS=1-357	YJR022W
OG0000882	augustus_masked-LAME0C-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.139&CDS=1-777	YJR024C
OG0000883	augustus_masked-LAME0C-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.140&CDS=1-528	YJR025C
OG0000884	augustus_masked-LAME0C-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.141&CDS=1-774	YGR207C
OG0000885	augustus_masked-LAME0C-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.122&CDS=1-933	YGR208W
OG0000886	snap_masked-LAME0C-processed-gene-1.22-mRNA-1_1&gene=snap_masked-LAME0C-processed-gene-1.22&CDS=1-2661	YLR045C
OG0000887	augustus_masked-LAME0C-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.144&CDS=1-1512	YJR010W
OG0000888	augustus_masked-LAME0C-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.145&CDS=1-969	YJR008W
OG0000889	augustus_masked-LAME0C-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.146&CDS=1-906	YJR007W
OG0000890	augustus_masked-LAME0C-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.125&CDS=1-1368	YGR189C
OG0000891	augustus_masked-LAME0C-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.126&CDS=1-459	YJL011C
OG0000892	genemark-LAME0C-processed-gene-1.79-mRNA-1_1&gene=genemark-LAME0C-processed-gene-1.79&CDS=1-2130	YJL012C
OG0000893	genemark-LAME0C-processed-gene-1.80-mRNA-1_1&gene=genemark-LAME0C-processed-gene-1.80&CDS=1-2955	YGR188C
OG0000894	augustus_masked-LAME0C-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.99&CDS=1-1596	YJL014W
OG0000895	augustus_masked-LAME0C-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.100&CDS=1-1557	YJL016W
OG0000896	augustus_masked-LAME0C-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.101&CDS=1-1941	YJL019W
OG0000897	maker-LAME0C-augustus-gene-2.143-mRNA-1_1&gene=maker-LAME0C-augustus-gene-2.143&CDS=1-1050	YGR165W
OG0000898	augustus_masked-LAME0C-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.103&CDS=1-1383	YGR166W
OG0000899	augustus_masked-LAME0C-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.104&CDS=1-648	YGR167W
OG0000900	genemark-LAME0C-processed-gene-2.6-mRNA-1_1&gene=genemark-LAME0C-processed-gene-2.6&CDS=1-3405	YJL020C
OG0000901	augustus_masked-LAME0C-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.124&CDS=1-1275	YGR169C
OG0000902	augustus_masked-LAME0C-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.106&CDS=1-1011	YJL023C
OG0000903	augustus_masked-LAME0C-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.107&CDS=1-3339	YGR170W
OG0000904	augustus_masked-LAME0C-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.108&CDS=1-1392	YJR006W
OG0000905	augustus_masked-LAME0C-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.126&CDS=1-1584	YGR171C
OG0000906	augustus_masked-LAME0C-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.128&CDS=1-765	YGR172C
OG0000907	augustus_masked-LAME0C-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.109&CDS=1-1104	YGR173W
OG0000908	augustus_masked-LAME0C-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.130&CDS=1-588	YLR009W
OG0000909	augustus_masked-LAME0C-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.110&CDS=1-495	YLR008C
OG0000910	augustus_masked-LAME0C-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.131&CDS=1-831	YLR007W
OG0000911	augustus_masked-LAME0C-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.111&CDS=1-1821	YLR006C
OG0000912	augustus_masked-LAME0C-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.112&CDS=1-2094	YJR005W
OG0000913	augustus_masked-LAME0C-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.132&CDS=1-861	YLR003C
OG0000914	augustus_masked-LAME0C-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.133&CDS=1-1569	YLR004C
OG0000915	augustus_masked-LAME0C-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.115&CDS=1-1413	YLR005W
OG0000916	augustus_masked-LAME0C-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.116&CDS=1-1743	YNR055C
OG0000917	augustus_masked-LAME0C-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.117&CDS=1-1023	YJR004C
OG0000918	augustus_masked-LAME0C-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.118&CDS=1-1530	YJR003C
OG0000919	augustus_masked-LAME0C-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.119&CDS=1-1974	YLR002C
OG0000920	augustus_masked-LAME0C-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.136&CDS=1-1842	YJR002W
OG0000921	augustus_masked-LAME0C-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.137&CDS=1-1767	YJR001W
OG0000922	augustus_masked-LAME0C-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.120&CDS=1-2604	YLR001C
OG0000923	snap_masked-LAME0C-processed-gene-2.93-mRNA-1_1&gene=snap_masked-LAME0C-processed-gene-2.93&CDS=1-1806	YJL001W
OG0000924	snap_masked-LAME0C-processed-gene-2.94-mRNA-1_1&gene=snap_masked-LAME0C-processed-gene-2.94&CDS=1-2877	YLL003W
OG0000925	augustus_masked-LAME0C-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.121&CDS=1-1359	YJL002C
OG0000926	genemark-LAME0C-processed-gene-2.44-mRNA-1_1&gene=genemark-LAME0C-processed-gene-2.44&CDS=1-1914	YLL004W
OG0000927	genemark-LAME0C-processed-gene-2.45-mRNA-1_1&gene=genemark-LAME0C-processed-gene-2.45&CDS=1-354	YJL003W
OG0000928	genemark-LAME0C-processed-gene-2.46-mRNA-1_1&gene=genemark-LAME0C-processed-gene-2.46&CDS=1-1365	YLL006W
OG0000929	augustus_masked-LAME0C-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.122&CDS=1-1908	YLL007C
OG0000930	augustus_masked-LAME0C-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-2.142&CDS=1-2247	YLL008W
OG0000931	augustus_masked-LAME0C-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.1&CDS=1-597	YJL004C
OG0000932	augustus_masked-LAME0C-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.3&CDS=1-5646	YJL005W
OG0000933	snap_masked-LAME0C-processed-gene-3.91-mRNA-1_1&gene=snap_masked-LAME0C-processed-gene-3.91&CDS=1-192	YLL009C
OG0000934	augustus_masked-LAME0C-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.2&CDS=1-960	YLR017W
OG0000935	augustus_masked-LAME0C-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.4&CDS=1-1053	YLR018C
OG0000936	augustus_masked-LAME0C-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.5&CDS=1-1227	YLR019W
OG0000937	maker-LAME0C-augustus-gene-3.0-mRNA-1_1&gene=maker-LAME0C-augustus-gene-3.0&CDS=1-2985	YLL011W
OG0000938	augustus_masked-LAME0C-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.6&CDS=1-540	YLR021W
OG0000939	augustus_masked-LAME0C-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.22&CDS=1-726	YLR022C
OG0000940	augustus_masked-LAME0C-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.23&CDS=1-1953	YLR023C
OG0000941	augustus_masked-LAME0C-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.7&CDS=1-2292	YLL013C
OG0000942	genemark-LAME0C-processed-gene-3.71-mRNA-1_1&gene=genemark-LAME0C-processed-gene-3.71&CDS=1-321	YLL014W
OG0000943	augustus_masked-LAME0C-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.8&CDS=1-1167	YGR187C
OG0000944	augustus_masked-LAME0C-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.24&CDS=1-2046	YGR186W
OG0000945	augustus_masked-LAME0C-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.9&CDS=1-1206	YGR185C
OG0000946	augustus_masked-LAME0C-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.25&CDS=1-5538	YLR024C
OG0000947	augustus_masked-LAME0C-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.10&CDS=1-5790	YGR184C
OG0000948	snap_masked-LAME0C-processed-gene-3.101-mRNA-1_1&gene=snap_masked-LAME0C-processed-gene-3.101&CDS=1-243	YGR183C
OG0000949	augustus_masked-LAME0C-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.26&CDS=1-318	YGR181W
OG0000950	augustus_masked-LAME0C-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.12&CDS=1-573	YJL024C
OG0000951	augustus_masked-LAME0C-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.27&CDS=1-429	YGR174C
OG0000952	augustus_masked-LAME0C-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.28&CDS=1-1494	YGR175C
OG0000953	augustus_masked-LAME0C-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.30&CDS=1-1509	YJL025W
OG0000954	augustus_masked-LAME0C-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.31&CDS=1-2232	YGR178C
OG0000955	augustus_masked-LAME0C-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.32&CDS=1-1041	YGR179C
OG0000956	augustus_masked-LAME0C-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.14&CDS=1-984	YGR144W
OG0000957	augustus_masked-LAME0C-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.34&CDS=1-1233	YJL026W
OG0000958	augustus_masked-LAME0C-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.36&CDS=1-456	YKL067W
OG0000959	augustus_masked-LAME0C-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.15&CDS=1-774	YMR043W
OG0000960	augustus_masked-LAME0C-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.16&CDS=1-1290	YMR044W
OG0000961	augustus_masked-LAME0C-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.37&CDS=1-3633	YKL068W
OG0000962	augustus_masked-LAME0C-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.17&CDS=1-837	YMR048W
OG0000963	augustus_masked-LAME0C-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.39&CDS=1-2454	YMR049C
OG0000964	augustus_masked-LAME0C-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.40&CDS=1-537	YKL069W
OG0000965	augustus_masked-LAME0C-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.18&CDS=1-609	YMR052W
OG0000966	augustus_masked-LAME0C-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.42&CDS=1-2619	YKL073W
OG0000967	augustus_masked-LAME0C-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.20&CDS=1-1425	YKL074C
OG0000968	augustus_masked-LAME0C-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-3.43&CDS=1-906	YMR055C
OG0000969	augustus_masked-LAME0C-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.1&CDS=1-1149	YKL075C
OG0000970	augustus_masked-LAME0C-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.4&CDS=1-1173	YKL077W
OG0000971	augustus_masked-LAME0C-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.2&CDS=1-336	YMR059W
OG0000972	augustus_masked-LAME0C-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.5&CDS=1-1011	YMR060C
OG0000973	augustus_masked-LAME0C-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.3&CDS=1-1962	YMR061W
OG0000974	augustus_masked-LAME0C-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.23&CDS=1-1323	YMR062C
OG0000975	augustus_masked-LAME0C-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.24&CDS=1-1743	YDR536W
OG0000976	augustus_masked-LAME0C-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.25&CDS=1-1608	YMR065W
OG0000977	augustus_masked-LAME0C-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.26&CDS=1-1668	YMR064W
OG0000978	augustus_masked-LAME0C-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.27&CDS=1-645	YMR063W
OG0000979	augustus_masked-LAME0C-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.8&CDS=1-2109	YKL078W
OG0000980	augustus_masked-LAME0C-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.10&CDS=1-6450	YDL171C
OG0000981	augustus_masked-LAME0C-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.11&CDS=1-807	YLR192C
OG0000982	augustus_masked-LAME0C-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.29&CDS=1-1206	YLR191W
OG0000983	augustus_masked-LAME0C-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.30&CDS=1-1437	YLR190W
OG0000984	augustus_masked-LAME0C-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.14&CDS=1-1683	YER086W
OG0000985	augustus_masked-LAME0C-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.15&CDS=1-1719	YER087W
OG0000986	augustus_masked-LAME0C-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.31&CDS=1-267	YER019C-A
OG0000987	maker-LAME0C-snap-gene-4.80-mRNA-1_1&gene=maker-LAME0C-snap-gene-4.80&CDS=1-1614	YBL051C
OG0000988	augustus_masked-LAME0C-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.17&CDS=1-786	YMR222C
OG0000989	augustus_masked-LAME0C-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.18&CDS=1-1611	YMR221C
OG0000990	snap_masked-LAME0C-processed-gene-4.60-mRNA-1_1&gene=snap_masked-LAME0C-processed-gene-4.60&CDS=1-975	YOR279C
OG0000991	augustus_masked-LAME0C-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.32&CDS=1-1338	YMR220W
OG0000992	snap_masked-LAME0C-processed-gene-4.61-mRNA-1_1&gene=snap_masked-LAME0C-processed-gene-4.61&CDS=1-3300	YMR218C
OG0000993	augustus_masked-LAME0C-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.34&CDS=1-765	YOR278W
OG0000994	augustus_masked-LAME0C-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.35&CDS=1-1578	YMR217W
OG0000995	augustus_masked-LAME0C-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.22&CDS=1-1767	YMR216C
OG0000996	augustus_masked-LAME0C-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.36&CDS=1-1134	YMR214W
OG0000997	augustus_masked-LAME0C-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.37&CDS=1-474	YOR276W
OG0000998	augustus_masked-LAME0C-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-4.38&CDS=1-1674	YMR213W
OG0000999	augustus_masked-LAME0C-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.2&CDS=1-2196	YMR212C
OG0001000	augustus_masked-LAME0C-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.3&CDS=1-1980	YOR275C
OG0001001	augustus_masked-LAME0C-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.6&CDS=1-1248	YOR274W
OG0001002	augustus_masked-LAME0C-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.7&CDS=1-1392	YMR211W
OG0001003	augustus_masked-LAME0C-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.4&CDS=1-1008	YPR127W
OG0001004	augustus_masked-LAME0C-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.5&CDS=1-1722	YOR273C
OG0001005	augustus_masked-LAME0C-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.8&CDS=1-1212	YMR209C
OG0001006	augustus_masked-LAME0C-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.26&CDS=1-1335	YOR272W
OG0001007	augustus_masked-LAME0C-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.28&CDS=1-735	YPR016C
OG0001008	augustus_masked-LAME0C-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.29&CDS=1-426	YPR017C
OG0001009	augustus_masked-LAME0C-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.10&CDS=1-4296	YPR019W
OG0001010	augustus_masked-LAME0C-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.11&CDS=1-357	YPR020W
OG0001011	augustus_masked-LAME0C-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.30&CDS=1-1695	YGL171W
OG0001012	augustus_masked-LAME0C-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.12&CDS=1-702	YLR312W-A
OG0001013	augustus_masked-LAME0C-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.31&CDS=1-4323	YLL021W
OG0001014	augustus_masked-LAME0C-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.33&CDS=1-1557	YLR314C
OG0001015	augustus_masked-LAME0C-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.14&CDS=1-822	YLL023C
OG0001016	augustus_masked-LAME0C-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.34&CDS=1-531	YER134C
OG0001017	augustus_masked-LAME0C-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.35&CDS=1-1569	YBL015W
OG0001018	augustus_masked-LAME0C-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-5.17&CDS=1-324	YBL018C
OG0001019	genemark-LAME0C-processed-gene-5.86-mRNA-1_1&gene=genemark-LAME0C-processed-gene-5.86&CDS=1-1593	YBL019W
