	Saccharomyces_cerevisiae	yHMPu5000034967_Candida_freyschussii
OG0000841	YCR072C	genemark-flattened_line_0-processed-gene-8.124-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.124&CDS=1-1521
OG0000842	YCR075C	genemark-flattened_line_42-processed-gene-0.181-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.181&CDS=1-798
OG0000843	YCR077C	genemark-flattened_line_4-processed-gene-5.0-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.0&CDS=1-2322
OG0000844	YCR079W	genemark-flattened_line_4-processed-gene-4.93-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.93&CDS=1-1242
OG0000845	YCR084C	genemark-flattened_line_8-processed-gene-4.67-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.67&CDS=1-1770
OG0000846	YCR086W	genemark-flattened_line_8-processed-gene-4.89-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.89&CDS=1-966
OG0000847	YCR087C-A	genemark-flattened_line_8-processed-gene-4.66-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.66&CDS=1-432
OG0000848	YCR088W	genemark-flattened_line_8-processed-gene-4.65-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.65&CDS=1-1683
OG0000849	YCR090C	genemark-flattened_line_0-processed-gene-1.110-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.110&CDS=1-489
OG0000850	YCR091W	genemark-flattened_line_0-processed-gene-1.109-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.109&CDS=1-2355
OG0000851	YCR092C	genemark-flattened_line_0-processed-gene-1.89-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.89&CDS=1-3066
OG0000852	YCR093W	maker-flattened_line_12-augustus-gene-4.202-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-4.202&CDS=1-7626
OG0000853	YCR095C	genemark-flattened_line_12-processed-gene-4.144-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.144&CDS=1-2199
OG0000854	YCR097W	genemark-flattened_line_12-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.61&CDS=1-648
OG0000855	YCR098C	genemark-flattened_line_14-processed-gene-4.0-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.0&CDS=1-1587
OG0000856	YDL001W	genemark-flattened_line_10-processed-gene-3.82-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.82&CDS=1-1206
OG0000857	YDL002C	genemark-flattened_line_10-processed-gene-3.81-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.81&CDS=1-555
OG0000858	YDL004W	genemark-flattened_line_2-processed-gene-4.141-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.141&CDS=1-480
OG0000859	YDL006W	genemark-flattened_line_2-processed-gene-4.140-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.140&CDS=1-873
OG0000860	YDL007W	maker-flattened_line_2-augustus-gene-4.2-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-4.2&CDS=1-2094
OG0000861	YDL008W	maker-flattened_line_2-augustus-gene-3.56-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-3.56&CDS=1-330
OG0000862	YDL013W	genemark-flattened_line_4-processed-gene-2.144-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.144&CDS=1-1098
OG0000863	YDL014W	genemark-flattened_line_4-processed-gene-2.145-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.145&CDS=1-945
OG0000864	YDL015C	genemark-flattened_line_30-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.115&CDS=1-825
OG0000865	YDL017W	genemark-flattened_line_4-processed-gene-2.123-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.123&CDS=1-1620
OG0000866	YDL020C	genemark-flattened_line_10-processed-gene-3.99-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.99&CDS=1-1194
OG0000867	YDL028C	genemark-flattened_line_2-processed-gene-3.93-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.93&CDS=1-2160
OG0000868	YDL029W	genemark-flattened_line_2-processed-gene-3.114-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.114&CDS=1-1164
OG0000869	YDL030W	genemark-flattened_line_68-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.36&CDS=1-1446
OG0000870	YDL031W	genemark-flattened_line_4-processed-gene-6.161-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.161&CDS=1-2781
OG0000871	YDL033C	genemark-flattened_line_36-processed-gene-0.231-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.231&CDS=1-1086
OG0000872	YDL035C	genemark-flattened_line_0-processed-gene-3.76-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.76&CDS=1-1365
OG0000873	YDL040C	genemark-flattened_line_14-processed-gene-4.76-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.76&CDS=1-2340
OG0000874	YDL043C	genemark-flattened_line_10-processed-gene-4.119-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.119&CDS=1-651
OG0000875	YDL045W-A	snap_masked-flattened_line_10-processed-gene-3.113-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.113&CDS=1-270
OG0000876	YDL046W	genemark-flattened_line_4-processed-gene-2.127-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.127&CDS=1-549
OG0000877	YDL047W	genemark-flattened_line_0-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.102&CDS=1-927
OG0000878	YDL051W	genemark-flattened_line_4-processed-gene-4.78-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.78&CDS=1-873
OG0000879	YDL052C	genemark-flattened_line_4-processed-gene-4.75-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.75&CDS=1-900
OG0000880	YDL054C	genemark-flattened_line_4-processed-gene-3.121-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.121&CDS=1-1377
OG0000881	YDL055C	genemark-flattened_line_0-processed-gene-9.146-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.146&CDS=1-1086
OG0000882	YDL057W	genemark-flattened_line_0-processed-gene-11.58-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.58&CDS=1-1956
OG0000883	YDL058W	genemark-flattened_line_0-processed-gene-8.134-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.134&CDS=1-5328
OG0000884	YDL059C	genemark-flattened_line_0-processed-gene-8.152-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.152&CDS=1-561
OG0000885	YDL060W	genemark-flattened_line_8-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.108&CDS=1-2280
OG0000886	YDL063C	genemark-flattened_line_8-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.111&CDS=1-1815
OG0000887	YDL064W	genemark-flattened_line_8-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.91&CDS=1-468
OG0000888	YDL065C	genemark-flattened_line_8-processed-gene-1.110-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.110&CDS=1-882
OG0000889	YDL067C	snap_masked-flattened_line_0-processed-gene-8.82-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.82&CDS=1-177
OG0000890	YDL072C	genemark-flattened_line_8-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.94&CDS=1-603
OG0000891	YDL073W	genemark-flattened_line_8-processed-gene-1.93-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.93&CDS=1-3099
OG0000892	YDL074C	genemark-flattened_line_8-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.117&CDS=1-2001
OG0000893	YDL076C	genemark-flattened_line_8-processed-gene-2.0-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.0&CDS=1-1470
OG0000894	YDL077C	genemark-flattened_line_8-processed-gene-2.2-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.2&CDS=1-2463
OG0000895	YDL081C	genemark-flattened_line_6-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.78&CDS=1-324
OG0000896	YDL084W	genemark-flattened_line_6-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.52&CDS=1-1272
OG0000897	YDL086W	genemark-flattened_line_0-processed-gene-9.164-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.164&CDS=1-816
OG0000898	YDL087C	genemark-flattened_line_0-processed-gene-9.145-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.145&CDS=1-747
OG0000899	YDL088C	genemark-flattened_line_12-processed-gene-4.129-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.129&CDS=1-1320
OG0000900	YDL089W	genemark-flattened_line_12-processed-gene-4.166-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.166&CDS=1-999
OG0000901	YDL090C	maker-flattened_line_10-snap-gene-4.178-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-4.178&CDS=1-2823
OG0000902	YDL092W	genemark-flattened_line_10-processed-gene-4.174-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.174&CDS=1-396
OG0000903	YDL095W	genemark-flattened_line_12-processed-gene-4.131-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.131&CDS=1-2220
OG0000904	YDL097C	genemark-flattened_line_12-processed-gene-4.165-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.165&CDS=1-1254
OG0000905	YDL098C	genemark-flattened_line_0-processed-gene-9.168-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.168&CDS=1-582
OG0000906	YDL100C	genemark-flattened_line_0-processed-gene-9.139-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.139&CDS=1-1011
OG0000907	YDL101C	genemark-flattened_line_8-processed-gene-5.69-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.69&CDS=1-1437
OG0000908	YDL102W	genemark-flattened_line_54-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.89&CDS=1-3324
OG0000909	YDL103C	genemark-flattened_line_14-processed-gene-4.86-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.86&CDS=1-1341
OG0000910	YDL104C	genemark-flattened_line_14-processed-gene-4.36-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.36&CDS=1-1140
OG0000911	YDL105W	genemark-flattened_line_14-processed-gene-4.82-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.82&CDS=1-1203
OG0000912	YDL106C	genemark-flattened_line_44-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.16&CDS=1-1296
OG0000913	YDL107W	genemark-flattened_line_83-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_83-processed-gene-0.10&CDS=1-1155
OG0000914	YDL108W	genemark-flattened_line_54-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.93&CDS=1-945
OG0000915	YDL110C	genemark-flattened_line_54-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.79&CDS=1-441
OG0000916	YDL112W	genemark-flattened_line_10-processed-gene-4.173-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.173&CDS=1-4053
OG0000917	YDL115C	genemark-flattened_line_0-processed-gene-9.170-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.170&CDS=1-906
OG0000918	YDL116W	genemark-flattened_line_12-processed-gene-4.128-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.128&CDS=1-2148
OG0000919	YDL117W	genemark-flattened_line_10-processed-gene-4.149-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.149&CDS=1-2664
OG0000920	YDL119C	genemark-flattened_line_0-processed-gene-10.3-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.3&CDS=1-876
OG0000921	YDL120W	genemark-flattened_line_32-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.134&CDS=1-510
OG0000922	YDL121C	genemark-flattened_line_32-processed-gene-0.183-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.183&CDS=1-465
OG0000923	YDL122W	genemark-flattened_line_16-processed-gene-2.22-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.22&CDS=1-1947
OG0000924	YDL124W	genemark-flattened_line_20-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.76&CDS=1-900
OG0000925	YDL125C	genemark-flattened_line_0-processed-gene-5.45-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.45&CDS=1-441
OG0000926	YDL126C	maker-flattened_line_4-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-0.3&CDS=1-3114
OG0000927	YDL127W	genemark-flattened_line_4-processed-gene-0.138-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.138&CDS=1-876
OG0000928	YDL128W	genemark-flattened_line_20-processed-gene-2.20-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.20&CDS=1-1206
OG0000929	YDL130W	genemark-flattened_line_44-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.56&CDS=1-318
OG0000930	YDL131W	genemark-flattened_line_0-processed-gene-5.30-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.30&CDS=1-1365
OG0000931	YDL133W	genemark-flattened_line_18-processed-gene-3.205-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.205&CDS=1-1083
OG0000932	YDL134C	genemark-flattened_line_24-processed-gene-1.125-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.125&CDS=1-1062
OG0000933	YDL135C	genemark-flattened_line_24-processed-gene-1.124-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.124&CDS=1-594
OG0000934	YDL139C	snap_masked-flattened_line_2-processed-gene-3.164-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.164&CDS=1-930
OG0000935	YDL140C	genemark-flattened_line_10-processed-gene-5.175-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.175&CDS=1-5262
OG0000936	YDL141W	genemark-flattened_line_10-processed-gene-5.201-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.201&CDS=1-1809
OG0000937	YDL142C	genemark-flattened_line_10-processed-gene-5.176-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.176&CDS=1-636
OG0000938	YDL143W	genemark-flattened_line_10-processed-gene-5.202-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.202&CDS=1-1584
OG0000939	YDL145C	augustus_masked-flattened_line_10-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-5.135&CDS=1-4932
OG0000940	YDL146W	genemark-flattened_line_10-processed-gene-5.181-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.181&CDS=1-1311
OG0000941	YDL147W	genemark-flattened_line_10-processed-gene-5.180-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.180&CDS=1-1335
OG0000942	YDL148C	genemark-flattened_line_10-processed-gene-5.205-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.205&CDS=1-2406
OG0000943	YDL149W	genemark-flattened_line_10-processed-gene-5.179-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.179&CDS=1-2472
OG0000944	YDL150W	snap_masked-flattened_line_10-processed-gene-5.67-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.67&CDS=1-1152
OG0000945	YDL153C	genemark-flattened_line_10-processed-gene-5.178-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.178&CDS=1-1680
OG0000946	YDL154W	genemark-flattened_line_10-processed-gene-5.204-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.204&CDS=1-2319
OG0000947	YDL155W	genemark-flattened_line_44-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.26&CDS=1-1257
OG0000948	YDL156W	genemark-flattened_line_0-processed-gene-9.157-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.157&CDS=1-1548
OG0000949	YDL157C	genemark-flattened_line_0-processed-gene-9.132-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.132&CDS=1-303
OG0000950	YDL159W	genemark-flattened_line_0-processed-gene-9.158-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.158&CDS=1-1413
OG0000951	YDL160C	genemark-flattened_line_0-processed-gene-9.133-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.133&CDS=1-1692
OG0000952	YDL164C	genemark-flattened_line_46-processed-gene-0.143-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.143&CDS=1-2238
OG0000953	YDL165W	genemark-flattened_line_42-processed-gene-0.199-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.199&CDS=1-669
OG0000954	YDL166C	snap_masked-flattened_line_42-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.93&CDS=1-552
OG0000955	YDL167C	genemark-flattened_line_42-processed-gene-0.166-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.166&CDS=1-1491
OG0000956	YDL168W	genemark-flattened_line_42-processed-gene-0.202-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.202&CDS=1-1155
OG0000957	YDL169C	genemark-flattened_line_42-processed-gene-0.167-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.167&CDS=1-633
OG0000958	YDL171C	genemark-flattened_line_0-processed-gene-9.131-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.131&CDS=1-6387
OG0000959	YDL177C	snap_masked-flattened_line_2-processed-gene-1.125-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.125&CDS=1-465
OG0000960	YDL178W	genemark-flattened_line_2-processed-gene-1.158-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.158&CDS=1-1581
OG0000961	YDL185W	maker-flattened_line_18-snap-gene-3.12-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-3.12&CDS=1-4032
OG0000962	YDL189W	genemark-flattened_line_24-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.95&CDS=1-1275
OG0000963	YDL190C	genemark-flattened_line_24-processed-gene-1.123-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.123&CDS=1-3120
OG0000964	YDL193W	snap_masked-flattened_line_24-processed-gene-1.163-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.163&CDS=1-957
OG0000965	YDL195W	genemark-flattened_line_30-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.117&CDS=1-3618
OG0000966	YDL198C	genemark-flattened_line_26-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.152&CDS=1-903
OG0000967	YDL201W	genemark-flattened_line_48-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.55&CDS=1-879
OG0000968	YDL202W	genemark-flattened_line_26-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.128&CDS=1-669
OG0000969	YDL203C	genemark-flattened_line_0-processed-gene-10.1-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.1&CDS=1-1782
OG0000970	YDL205C	genemark-flattened_line_8-processed-gene-2.13-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.13&CDS=1-1206
OG0000971	YDL207W	maker-flattened_line_6-snap-gene-1.2-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-1.2&CDS=1-2292
OG0000972	YDL208W	genemark-flattened_line_6-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.26&CDS=1-459
OG0000973	YDL209C	genemark-flattened_line_8-processed-gene-2.14-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.14&CDS=1-927
OG0000974	YDL212W	genemark-flattened_line_14-processed-gene-3.131-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.131&CDS=1-720
OG0000975	YDL213C	genemark-flattened_line_14-processed-gene-3.129-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.129&CDS=1-639
OG0000976	YDL215C	genemark-flattened_line_18-processed-gene-3.255-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.255&CDS=1-3030
OG0000977	YDL217C	genemark-flattened_line_34-processed-gene-0.259-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.259&CDS=1-555
OG0000978	YDL218W	genemark-flattened_line_6-processed-gene-2.70-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.70&CDS=1-1047
OG0000979	YDL219W	genemark-flattened_line_58-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.39&CDS=1-462
OG0000980	YDL225W	genemark-flattened_line_52-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.117&CDS=1-1446
OG0000981	YDL226C	genemark-flattened_line_52-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.100&CDS=1-1053
OG0000982	YDL231C	genemark-flattened_line_2-processed-gene-8.223-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.223&CDS=1-3144
OG0000983	YDL232W	snap_masked-flattened_line_2-processed-gene-8.337-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.337&CDS=1-243
OG0000984	YDL233W	augustus_masked-flattened_line_2-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.106&CDS=1-1332
OG0000985	YDL234C	snap_masked-flattened_line_2-processed-gene-6.55-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.55&CDS=1-2007
OG0000986	YDL235C	genemark-flattened_line_2-processed-gene-6.10-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.10&CDS=1-390
