	Saccharomyces_cerevisiae	yHMPu5000035673_Candida_orba
OG0000473	YMR216C	augustus_masked-NODE_20_length_154965_cov_99.9354_ID_4845-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-NODE_20_length_154965_cov_99.9354_ID_4845-processed-gene-0.224&CDS=1-1836, maker-NODE_36_length_74520_cov_107.726_ID_6622-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_36_length_74520_cov_107.726_ID_6622-snap-gene-0.0&CDS=1-1692
OG0000474	YMR218C	augustus_masked-NODE_368_length_383_cov_1.04514_ID_10758-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_368_length_383_cov_1.04514_ID_10758-processed-gene-0.2&CDS=1-381, augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-3.15&CDS=1-3156
OG0000475	YMR222C, YOR280C	augustus_masked-NODE_17_length_197840_cov_118.389_ID_6131-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_17_length_197840_cov_118.389_ID_6131-processed-gene-0.139&CDS=1-687
OG0000476	YMR230W, YOR293W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-1.122&CDS=1-318
OG0000477	YMR242C, YOR312C	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-3.100&CDS=1-525
OG0000478	YMR253C, YPL264C	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-2.78&CDS=1-1233
OG0000479	YMR268C	augustus_masked-NODE_51_length_35058_cov_114.576_ID_7027-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_51_length_35058_cov_114.576_ID_7027-processed-gene-0.27&CDS=1-2466, snap_masked-NODE_44_length_60991_cov_88.2388_ID_5719-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_44_length_60991_cov_88.2388_ID_5719-processed-gene-0.77&CDS=1-888
OG0000480	YNL042W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.145-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.145&CDS=1-858, snap_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-1.41&CDS=1-1383
OG0000481	YNL095C, YOR092W	augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.28&CDS=1-1488
OG0000482	YNL096C, YOR096W	maker-NODE_14_length_242154_cov_107.613_ID_3890-augustus-gene-1.6-mRNA-1_1&gene=maker-NODE_14_length_242154_cov_107.613_ID_3890-augustus-gene-1.6&CDS=1-564
OG0000483	YNL125C	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.262-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.262&CDS=1-1479, augustus_masked-NODE_44_length_60991_cov_88.2388_ID_5719-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_44_length_60991_cov_88.2388_ID_5719-processed-gene-0.26&CDS=1-1779
OG0000484	YNL142W	augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-0.66&CDS=1-1461, augustus_masked-NODE_41_length_70290_cov_99.0572_ID_6750-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_41_length_70290_cov_99.0572_ID_6750-processed-gene-0.43&CDS=1-1452
OG0000485	YNL268W	genemark-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-0.55&CDS=1-1704, maker-NODE_1_length_1126442_cov_101.118_ID_7379-augustus-gene-0.111-mRNA-1_1&gene=maker-NODE_1_length_1126442_cov_101.118_ID_7379-augustus-gene-0.111&CDS=1-4881
OG0000486	YNL301C, YOL120C	maker-NODE_1_length_1126442_cov_101.118_ID_7379-snap-gene-6.181-mRNA-1_1&gene=maker-NODE_1_length_1126442_cov_101.118_ID_7379-snap-gene-6.181&CDS=1-978
OG0000487	YNL310C, YNL312W	augustus_masked-NODE_20_length_154965_cov_99.9354_ID_4845-processed-gene-0.239-mRNA-1_1&gene=augustus_masked-NODE_20_length_154965_cov_99.9354_ID_4845-processed-gene-0.239&CDS=1-1272
OG0000488	YNR074C	augustus_masked-NODE_38_length_73655_cov_93.8303_ID_5433-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_38_length_73655_cov_93.8303_ID_5433-processed-gene-0.47&CDS=1-1110, augustus_masked-NODE_38_length_73655_cov_93.8303_ID_5433-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_38_length_73655_cov_93.8303_ID_5433-processed-gene-0.51&CDS=1-1107
OG0000489	YOL075C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-2.110&CDS=1-3783, augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-2.26&CDS=1-3984
OG0000490	YOL136C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.51-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.51&CDS=1-1092, genemark-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-1.56&CDS=1-1245
OG0000491	YOR208W	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-2.64&CDS=1-2076, augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-9.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-9.120&CDS=1-1833
OG0000492	YOR231W, YPL140C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.85&CDS=1-1356
OG0000493	YOR234C, YPL143W	augustus_masked-NODE_63_length_20970_cov_101.356_ID_8303-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_63_length_20970_cov_101.356_ID_8303-processed-gene-0.5&CDS=1-321
OG0000494	YOR237W, YPL145C	augustus_masked-NODE_63_length_20970_cov_101.356_ID_8303-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_63_length_20970_cov_101.356_ID_8303-processed-gene-0.3&CDS=1-1254
OG0000495	YOR256C, YPL176C	maker-NODE_15_length_223829_cov_100.186_ID_4289-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_15_length_223829_cov_100.186_ID_4289-augustus-gene-0.2&CDS=1-2589
OG0000496	YOR270C	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-1.86&CDS=1-2403, augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-0.104&CDS=1-2478
OG0000497	YOR348C	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-1.124&CDS=1-1677, maker-NODE_3_length_795162_cov_96.8679_ID_4511-snap-gene-1.161-mRNA-1_1&gene=maker-NODE_3_length_795162_cov_96.8679_ID_4511-snap-gene-1.161&CDS=1-1683
OG0000498	YOR388C, YPL275W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-5.11&CDS=1-1089
OG0000499	YOR390W, YPL279C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-0.33&CDS=1-1047
OG0000500	YPL088W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.330-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.330&CDS=1-1062, maker-NODE_2_length_988990_cov_98.9605_ID_6788-snap-gene-2.4-mRNA-1_1&gene=maker-NODE_2_length_988990_cov_98.9605_ID_6788-snap-gene-2.4&CDS=1-2004
OG0000501	YPR013C, YPR015C	augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-1.41&CDS=1-1137
OG0000502	YPR127W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-0.79&CDS=1-1002, snap_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-9.15-mRNA-1_1&gene=snap_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-9.15&CDS=1-1002
OG0000503	YPR181C	augustus_masked-NODE_28_length_96598_cov_100.004_ID_8157-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_28_length_96598_cov_100.004_ID_8157-processed-gene-0.111&CDS=1-2271, augustus_masked-NODE_50_length_44351_cov_106.676_ID_6230-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_50_length_44351_cov_106.676_ID_6230-processed-gene-0.5&CDS=1-2205
OG0000504	YPR189W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-2.39&CDS=1-4029, snap_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-5.115-mRNA-1_1&gene=snap_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-5.115&CDS=1-4014
OG0000505		augustus_masked-NODE_103_length_994_cov_175.102_ID_13430-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_103_length_994_cov_175.102_ID_13430-processed-gene-0.2&CDS=1-990, augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.122&CDS=1-2136, snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-4.125-mRNA-1_1&gene=snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-4.125&CDS=1-1758
OG0000506	YAL001C	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.277-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.277&CDS=1-4005
OG0000507	YAL002W	maker-NODE_14_length_242154_cov_107.613_ID_3890-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_14_length_242154_cov_107.613_ID_3890-augustus-gene-0.0&CDS=1-4533
OG0000508	YAL003W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.314-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.314&CDS=1-618
OG0000509	YAL008W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.104&CDS=1-543
OG0000510	YAL009W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.106&CDS=1-1140
OG0000511	YAL010C	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.129&CDS=1-1170
OG0000512	YAL011W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.130&CDS=1-1869
OG0000513	YAL012W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.134&CDS=1-1164
OG0000514	YAL013W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.115&CDS=1-1521
OG0000515	YAL014C	maker-NODE_11_length_294616_cov_95.1537_ID_5041-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_11_length_294616_cov_95.1537_ID_5041-augustus-gene-0.7&CDS=1-777
OG0000516	YAL016W	augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-2.37&CDS=1-1809
OG0000517	YAL019W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.114&CDS=1-3006
OG0000518	YAL020C	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.117&CDS=1-990
OG0000519	YAL021C	augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-1.70&CDS=1-2319
OG0000520	YAL022C	snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.195-mRNA-1_1&gene=snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.195&CDS=1-852
OG0000521	YAL024C	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-4.85&CDS=1-3942
OG0000522	YAL025C	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-4.86&CDS=1-906
OG0000523	YAL026C	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-4.87&CDS=1-3939
OG0000524	YAL032C	augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-1.59&CDS=1-1362
OG0000525	YAL033W	augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-1.73&CDS=1-483
OG0000526	YAL034W-A	augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.40&CDS=1-813
OG0000527	YAL035W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.127&CDS=1-3018
OG0000528	YAL036C	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.103&CDS=1-1104
OG0000529	YAL038W	augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.144&CDS=1-1521
OG0000530	YAL039C	maker-NODE_4_length_747051_cov_106.202_ID_3507-augustus-gene-4.83-mRNA-1_1&gene=maker-NODE_4_length_747051_cov_106.202_ID_3507-augustus-gene-4.83&CDS=1-816
OG0000531	YAL041W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-5.34&CDS=1-2217
OG0000532	YAL042W	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-1.102&CDS=1-1224
OG0000533	YAL043C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.152&CDS=1-2208
OG0000534	YAL044C	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.118&CDS=1-486
OG0000535	YAL044W-A	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.164&CDS=1-321
OG0000536	YAL047C	snap_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.35&CDS=1-2760
OG0000537	YAL048C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.149&CDS=1-1932
OG0000538	YAL049C	augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.111&CDS=1-723
OG0000539	YAL051W, YOR363C	
OG0000540	YAL058W	augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-1.55&CDS=1-1698
OG0000541	YAL067C	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-4.99&CDS=1-1692
OG0000542	YAR002W	snap_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-0.113&CDS=1-1503
OG0000543	YAR003W	augustus_masked-NODE_17_length_197840_cov_118.389_ID_6131-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_17_length_197840_cov_118.389_ID_6131-processed-gene-0.169&CDS=1-1212
OG0000544	YAR007C	augustus_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-0.28&CDS=1-1797
OG0000545	YAR008W	augustus_masked-NODE_43_length_63378_cov_101.02_ID_5761-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_43_length_63378_cov_101.02_ID_5761-processed-gene-0.53&CDS=1-843
OG0000546	YAR014C	snap_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.185-mRNA-1_1&gene=snap_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.185&CDS=1-1320
OG0000547	YAR015W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.187-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.187&CDS=1-903
OG0000548	YAR018C	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.139&CDS=1-1299
OG0000549	YBL001C	maker-NODE_2_length_988990_cov_98.9605_ID_6788-augustus-gene-2.54-mRNA-1_1&gene=maker-NODE_2_length_988990_cov_98.9605_ID_6788-augustus-gene-2.54&CDS=1-339
OG0000550	YBL004W	augustus_masked-NODE_65_length_18913_cov_99.5247_ID_7690-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_65_length_18913_cov_99.5247_ID_7690-processed-gene-0.1&CDS=1-7428
OG0000551	YBL007C	augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-1.120&CDS=1-3705
OG0000552	YBL008W	genemark-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-1.79&CDS=1-7074
OG0000553	YBL013W	genemark-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-4.30-mRNA-1_1&gene=genemark-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-4.30&CDS=1-1074
OG0000554	YBL014C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-4.149&CDS=1-2328
OG0000555	YBL015W	augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-3.50&CDS=1-1569
OG0000556	YBL019W	augustus_masked-NODE_33_length_85342_cov_99.4067_ID_5149-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_33_length_85342_cov_99.4067_ID_5149-processed-gene-0.67&CDS=1-1503
OG0000557	YBL020W	augustus_masked-NODE_19_length_157058_cov_101.046_ID_5644-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_19_length_157058_cov_101.046_ID_5644-processed-gene-0.102&CDS=1-1689
OG0000558	YBL021C	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-0.62&CDS=1-657
OG0000559	YBL022C	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-0.61&CDS=1-3372
OG0000560	YBL023C	augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-0.91&CDS=1-2574
OG0000561	YBL024W	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-0.45&CDS=1-2028
OG0000562	YBL025W	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-0.46&CDS=1-471
OG0000563	YBL026W	maker-NODE_39_length_72524_cov_94.9443_ID_5361-augustus-gene-0.47-mRNA-1_1&gene=maker-NODE_39_length_72524_cov_94.9443_ID_5361-augustus-gene-0.47&CDS=1-303
OG0000564	YBL028C	augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-1.141&CDS=1-309
OG0000565	YBL029C-A	snap_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.143-mRNA-1_1&gene=snap_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.143&CDS=1-252
OG0000566	YBL029W	augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.8&CDS=1-1056
