	Nakaseomyces_nivariensis	Saccharomyces_cerevisiae
OG0000421	snap_masked-CANI0S02-processed-gene-0.7-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-0.7&CDS=1-1290	YPR173C
OG0000422	snap_masked-CANI0S02-processed-gene-0.29-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-0.29&CDS=1-627	YPR172W
OG0000423	genemark-CANI0S02-processed-gene-0.113-mRNA-1_1&gene=genemark-CANI0S02-processed-gene-0.113&CDS=1-1971	YPR171W
OG0000424	maker-CANI0S02-snap-gene-0.44-mRNA-1_1&gene=maker-CANI0S02-snap-gene-0.44&CDS=1-345	YPR170W-B
OG0000425	snap_masked-CANI0S02-processed-gene-0.31-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-0.31&CDS=1-1515	YPR169W
OG0000426	snap_masked-CANI0S02-processed-gene-0.8-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-0.8&CDS=1-6354	YER155C
OG0000427	snap_masked-CANI0S02-processed-gene-0.32-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-0.32&CDS=1-1140	YER154W
OG0000428	snap_masked-CANI0S02-processed-gene-0.9-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-0.9&CDS=1-828	YER153C
OG0000429	snap_masked-CANI0S02-processed-gene-0.10-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-0.10&CDS=1-1341	YER152C
OG0000430	snap_masked-CANI0S02-processed-gene-0.11-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-0.11&CDS=1-2517	YER151C
OG0000431	snap_masked-CANI0S02-processed-gene-0.12-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-0.12&CDS=1-1371	YER149C
OG0000432	snap_masked-CANI0S02-processed-gene-0.35-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-0.35&CDS=1-711	YER148W
OG0000433	snap_masked-CANI0S02-processed-gene-0.13-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-0.13&CDS=1-1866	YER147C
OG0000434	snap_masked-CANI0S02-processed-gene-0.36-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-0.36&CDS=1-261	YER146W
OG0000435	snap_masked-CANI0S02-processed-gene-0.14-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-0.14&CDS=1-1245	YER145C
OG0000436	snap_masked-CANI0S02-processed-gene-0.37-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-0.37&CDS=1-1263	YER143W
OG0000437	augustus_masked-CANI0S02-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-0.60&CDS=1-1041	YER142C
OG0000438	genemark-CANI0S02-processed-gene-0.120-mRNA-1_1&gene=genemark-CANI0S02-processed-gene-0.120&CDS=1-1509	YER141W
OG0000439	snap_masked-CANI0S02-processed-gene-0.39-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-0.39&CDS=1-1764	YER140W
OG0000440	snap_masked-CANI0S02-processed-gene-0.16-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-0.16&CDS=1-675	YER139C
OG0000441	augustus_masked-CANI0S02-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-1.2&CDS=1-1230	YGL223C
OG0000442	snap_masked-CANI0S02-processed-gene-1.103-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.103&CDS=1-1077	YGL222C
OG0000443	snap_masked-CANI0S02-processed-gene-1.104-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.104&CDS=1-903	YGL221C
OG0000444	snap_masked-CANI0S02-processed-gene-1.100-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.100&CDS=1-252	YGL220W
OG0000445	snap_masked-CANI0S02-processed-gene-1.105-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.105&CDS=1-1650	YGL219C
OG0000446	snap_masked-CANI0S02-processed-gene-1.101-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.101&CDS=1-2199	YGL216W
OG0000447	snap_masked-CANI0S02-processed-gene-1.106-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.106&CDS=1-1305	YGL215W
OG0000448	snap_masked-CANI0S02-processed-gene-1.127-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.127&CDS=1-1200	YGL213C
OG0000449	augustus_masked-CANI0S02-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-1.7&CDS=1-1029	YGL212W
OG0000450	snap_masked-CANI0S02-processed-gene-1.108-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.108&CDS=1-1086	YGL211W
OG0000451	augustus_masked-CANI0S02-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-1.12&CDS=1-1083	YDR191W
OG0000452	snap_masked-CANI0S02-processed-gene-1.128-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.128&CDS=1-1872	YDR192C
OG0000453	snap_masked-CANI0S02-processed-gene-1.129-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.129&CDS=1-1983	YDR194C
OG0000454	snap_masked-CANI0S02-processed-gene-1.130-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.130&CDS=1-708	YDR196C
OG0000455	augustus_masked-CANI0S02-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-1.13&CDS=1-1113	YDR197W
OG0000456	snap_masked-CANI0S02-processed-gene-1.131-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.131&CDS=1-1398	YDR198C
OG0000457	snap_masked-CANI0S02-processed-gene-1.113-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.113&CDS=1-453	YDR201W
OG0000458	snap_masked-CANI0S02-processed-gene-1.133-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.133&CDS=1-1029	YDR202C
OG0000459	snap_masked-CANI0S02-processed-gene-1.114-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.114&CDS=1-984	YDR204W
OG0000460	snap_masked-CANI0S02-processed-gene-1.115-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.115&CDS=1-2133	YDR205W
OG0000461	snap_masked-CANI0S02-processed-gene-1.116-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.116&CDS=1-3237	YDR206W
OG0000462	snap_masked-CANI0S02-processed-gene-1.117-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.117&CDS=1-1791	YIL072W
OG0000463	snap_masked-CANI0S02-processed-gene-1.135-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.135&CDS=1-1359	YIL071C
OG0000464	snap_masked-CANI0S02-processed-gene-1.136-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.136&CDS=1-816	YIL070C
OG0000465	snap_masked-CANI0S02-processed-gene-1.137-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.137&CDS=1-372	YER072W
OG0000466	augustus_masked-CANI0S02-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-1.33&CDS=1-2472	YIL067C
OG0000467	snap_masked-CANI0S02-processed-gene-1.120-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.120&CDS=1-690	YIL064W
OG0000468	snap_masked-CANI0S02-processed-gene-1.139-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.139&CDS=1-954	YIL063C
OG0000469	snap_masked-CANI0S02-processed-gene-1.140-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.140&CDS=1-462	YIL062C
OG0000470	snap_masked-CANI0S02-processed-gene-1.141-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.141&CDS=1-795	YIL061C
OG0000471	snap_masked-CANI0S02-processed-gene-1.143-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.143&CDS=1-1422	YOR301W
OG0000472	augustus_masked-CANI0S02-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-1.39&CDS=1-1443	YOR298W
OG0000473	snap_masked-CANI0S02-processed-gene-1.121-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.121&CDS=1-615	YOR297C
OG0000474	snap_masked-CANI0S02-processed-gene-1.145-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.145&CDS=1-2244	YGL205W
OG0000475	snap_masked-CANI0S02-processed-gene-1.122-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.122&CDS=1-4956	YGL206C
OG0000476	snap_masked-CANI0S02-processed-gene-1.146-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.146&CDS=1-1263	YER027C
OG0000477	augustus_masked-CANI0S02-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-1.42&CDS=1-993	YBR141C
OG0000478	snap_masked-CANI0S02-processed-gene-1.124-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.124&CDS=1-2226	YBR142W
OG0000479	snap_masked-CANI0S02-processed-gene-1.147-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.147&CDS=1-1314	YBR143C
OG0000480	snap_masked-CANI0S02-processed-gene-1.125-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-1.125&CDS=1-849	YBR146W
OG0000481	snap_masked-CANI0S02-processed-gene-2.0-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.0&CDS=1-900	YBR151W
OG0000482	augustus_masked-CANI0S02-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-2.47&CDS=1-417	YBR152W
OG0000483	augustus_masked-CANI0S02-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-2.48&CDS=1-2553	YDR484W
OG0000484	snap_masked-CANI0S02-processed-gene-2.4-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.4&CDS=1-2475	YDR485C
OG0000485	snap_masked-CANI0S02-processed-gene-2.5-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.5&CDS=1-2622	YAL021C
OG0000486	snap_masked-CANI0S02-processed-gene-2.6-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.6&CDS=1-1119	YAL020C
OG0000487	maker-CANI0S02-snap-gene-2.42-mRNA-1_1&gene=maker-CANI0S02-snap-gene-2.42&CDS=1-3210	YAL019W
OG0000488	augustus_masked-CANI0S02-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-2.73&CDS=1-906	YAL018C
OG0000489	maker-CANI0S02-snap-gene-2.43-mRNA-1_1&gene=maker-CANI0S02-snap-gene-2.43&CDS=1-1194	YAL013W
OG0000490	snap_masked-CANI0S02-processed-gene-2.13-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.13&CDS=1-1173	YAL012W
OG0000491	snap_masked-CANI0S02-processed-gene-2.14-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.14&CDS=1-2142	YAL011W
OG0000492	snap_masked-CANI0S02-processed-gene-2.31-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.31&CDS=1-639	YLR390W-A
OG0000493	snap_masked-CANI0S02-processed-gene-2.32-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.32&CDS=1-270	YLR390W
OG0000494	snap_masked-CANI0S02-processed-gene-2.15-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.15&CDS=1-2907	YLR389C
OG0000495	snap_masked-CANI0S02-processed-gene-2.16-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.16&CDS=1-1212	YLR387C
OG0000496	snap_masked-CANI0S02-processed-gene-2.17-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.17&CDS=1-1299	YDR153C
OG0000497	snap_masked-CANI0S02-processed-gene-2.33-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.33&CDS=1-789	YDR152W
OG0000498	augustus_masked-CANI0S02-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-2.77&CDS=1-6189	YDR150W
OG0000499	snap_masked-CANI0S02-processed-gene-2.18-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.18&CDS=1-1230	YDR148C
OG0000500	snap_masked-CANI0S02-processed-gene-2.19-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.19&CDS=1-1860	YDR146C
OG0000501	snap_masked-CANI0S02-processed-gene-2.35-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.35&CDS=1-1623	YDR145W
OG0000502	augustus_masked-CANI0S02-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-2.66&CDS=1-2061	YDR143C
OG0000503	snap_masked-CANI0S02-processed-gene-2.36-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.36&CDS=1-627	YOL139C
OG0000504	snap_masked-CANI0S02-processed-gene-2.37-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.37&CDS=1-3933	YOL138C
OG0000505	maker-CANI0S02-snap-gene-2.44-mRNA-1_1&gene=maker-CANI0S02-snap-gene-2.44&CDS=1-2742	YOL137W
OG0000506	genemark-CANI0S02-processed-gene-2.126-mRNA-1_1&gene=genemark-CANI0S02-processed-gene-2.126&CDS=1-1176	YOL136C
OG0000507	snap_masked-CANI0S02-processed-gene-2.38-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.38&CDS=1-651	YOL135C
OG0000508	augustus_masked-CANI0S02-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-2.68&CDS=1-312	YOL133W
OG0000509	snap_masked-CANI0S02-processed-gene-2.39-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.39&CDS=1-2718	YNL313C
OG0000510	snap_masked-CANI0S02-processed-gene-2.25-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.25&CDS=1-1338	YOL132W
OG0000511	snap_masked-CANI0S02-processed-gene-2.28-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.28&CDS=1-543	YOL129W
OG0000512	snap_masked-CANI0S02-processed-gene-2.40-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.40&CDS=1-1122	YNL307C
OG0000513	snap_masked-CANI0S02-processed-gene-2.41-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-2.41&CDS=1-1086	YOL126C
OG0000514	snap_masked-CANI0S02-processed-gene-3.104-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.104&CDS=1-1293	YOL125W
OG0000515	augustus_masked-CANI0S02-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-3.7&CDS=1-1308	YOL124C
OG0000516	augustus_masked-CANI0S02-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-3.31&CDS=1-1617	YOL122C
OG0000517	maker-CANI0S02-snap-gene-3.2-mRNA-1_1&gene=maker-CANI0S02-snap-gene-3.2&CDS=1-3141	YOL119C
OG0000518	snap_masked-CANI0S02-processed-gene-3.107-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.107&CDS=1-1689	YOL117W
OG0000519	snap_masked-CANI0S02-processed-gene-3.108-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.108&CDS=1-1416	YOL116W
OG0000520	snap_masked-CANI0S02-processed-gene-3.134-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.134&CDS=1-540	YOL114C
OG0000521	augustus_masked-CANI0S02-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-3.35&CDS=1-618	YOL111C
OG0000522	snap_masked-CANI0S02-processed-gene-3.111-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.111&CDS=1-864	YOL110W
OG0000523	snap_masked-CANI0S02-processed-gene-3.112-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.112&CDS=1-789	YNL289W
OG0000524	snap_masked-CANI0S02-processed-gene-3.135-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.135&CDS=1-1581	YOL013C
OG0000525	snap_masked-CANI0S02-processed-gene-3.136-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.136&CDS=1-408	YOL012C
OG0000526	snap_masked-CANI0S02-processed-gene-3.116-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.116&CDS=1-1092	YOL010W
OG0000527	snap_masked-CANI0S02-processed-gene-3.137-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.137&CDS=1-789	YOL009C
OG0000528	augustus_masked-CANI0S02-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-3.18&CDS=1-582	YOL008W
OG0000529	snap_masked-CANI0S02-processed-gene-3.138-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.138&CDS=1-1110	YOL007C
OG0000530	snap_masked-CANI0S02-processed-gene-3.140-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.140&CDS=1-360	YOL005C
OG0000531	snap_masked-CANI0S02-processed-gene-3.117-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.117&CDS=1-4569	YOL004W
OG0000532	genemark-CANI0S02-processed-gene-3.90-mRNA-1_1&gene=genemark-CANI0S02-processed-gene-3.90&CDS=1-561	YOL003C
OG0000533	snap_masked-CANI0S02-processed-gene-3.118-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.118&CDS=1-1032	YOL001W
OG0000534	augustus_masked-CANI0S02-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-3.21&CDS=1-2205	YOR001W
OG0000535	augustus_masked-CANI0S02-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-3.43&CDS=1-624	YML001W
OG0000536	snap_masked-CANI0S02-processed-gene-3.120-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.120&CDS=1-1662	YOR002W
OG0000537	snap_masked-CANI0S02-processed-gene-3.122-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.122&CDS=1-792	YOR004W
OG0000538	snap_masked-CANI0S02-processed-gene-3.143-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.143&CDS=1-2820	YOR005C
OG0000539	snap_masked-CANI0S02-processed-gene-3.144-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.144&CDS=1-981	YOR006C
OG0000540	snap_masked-CANI0S02-processed-gene-3.145-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.145&CDS=1-1017	YOR007C
OG0000541	augustus_masked-CANI0S02-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-3.26&CDS=1-579	YBL006C
OG0000542	snap_masked-CANI0S02-processed-gene-3.125-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.125&CDS=1-3507	YBL007C
OG0000543	augustus_masked-CANI0S02-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-3.47&CDS=1-2538	YBL008W
OG0000544	snap_masked-CANI0S02-processed-gene-3.126-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.126&CDS=1-747	YBL010C
OG0000545	augustus_masked-CANI0S02-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-3.48&CDS=1-2157	YBL011W
OG0000546	snap_masked-CANI0S02-processed-gene-3.148-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.148&CDS=1-1101	YBL013W
OG0000547	augustus_masked-CANI0S02-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-3.29&CDS=1-2727	YBL014C
OG0000548	snap_masked-CANI0S02-processed-gene-3.149-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-3.149&CDS=1-339	YGL029W
OG0000549	augustus_masked-CANI0S02-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-4.38&CDS=1-2481	YGR150C
OG0000550	snap_masked-CANI0S02-processed-gene-4.78-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-4.78&CDS=1-1176	YGR149W
OG0000551	snap_masked-CANI0S02-processed-gene-4.75-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-4.75&CDS=1-552	YGR147C
OG0000552	snap_masked-CANI0S02-processed-gene-4.79-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-4.79&CDS=1-2082	YGR145W
OG0000553	snap_masked-CANI0S02-processed-gene-4.96-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-4.96&CDS=1-945	YGR152C
OG0000554	snap_masked-CANI0S02-processed-gene-4.81-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-4.81&CDS=1-1494	YGR155W
OG0000555	snap_masked-CANI0S02-processed-gene-4.82-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-4.82&CDS=1-1146	YGR156W
OG0000556	snap_masked-CANI0S02-processed-gene-4.83-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-4.83&CDS=1-2553	YGR157W
OG0000557	snap_masked-CANI0S02-processed-gene-4.97-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-4.97&CDS=1-741	YGR158C
OG0000558	snap_masked-CANI0S02-processed-gene-4.98-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-4.98&CDS=1-1236	YGR159C
OG0000559	augustus_masked-CANI0S02-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-4.61&CDS=1-423	YGR161C
OG0000560	snap_masked-CANI0S02-processed-gene-4.85-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-4.85&CDS=1-1017	YGR163W
OG0000561	snap_masked-CANI0S02-processed-gene-4.102-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-4.102&CDS=1-2646	YLR309C
OG0000562	snap_masked-CANI0S02-processed-gene-4.103-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-4.103&CDS=1-4695	YLR310C
OG0000563	augustus_masked-CANI0S02-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-4.50&CDS=1-606	YLR312W-A
OG0000564	snap_masked-CANI0S02-processed-gene-4.105-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-4.105&CDS=1-1623	YLR314C
OG0000565	snap_masked-CANI0S02-processed-gene-4.89-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-4.89&CDS=1-2847	YHL023C
OG0000566	snap_masked-CANI0S02-processed-gene-4.106-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-4.106&CDS=1-2280	YHL024W
OG0000567	snap_masked-CANI0S02-processed-gene-4.90-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-4.90&CDS=1-939	YHL026C
OG0000568	snap_masked-CANI0S02-processed-gene-4.108-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-4.108&CDS=1-1527	YHL027W
OG0000569	augustus_masked-CANI0S02-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-4.53&CDS=1-2475	YHL029C
OG0000570	snap_masked-CANI0S02-processed-gene-4.109-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-4.109&CDS=1-5667	YHL030W
OG0000571	augustus_masked-CANI0S02-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-4.55&CDS=1-672	YHL031C
OG0000572	snap_masked-CANI0S02-processed-gene-4.94-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-4.94&CDS=1-2019	YHL032C
OG0000573	snap_masked-CANI0S02-processed-gene-5.6-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-5.6&CDS=1-867	YHL034C
OG0000574	augustus_masked-CANI0S02-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-5.88&CDS=1-1599	YHL036W
OG0000575	snap_masked-CANI0S02-processed-gene-5.9-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-5.9&CDS=1-1977	YHL038C
OG0000576	snap_masked-CANI0S02-processed-gene-5.10-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-5.10&CDS=1-504	YLL050C
OG0000577	snap_masked-CANI0S02-processed-gene-5.13-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-5.13&CDS=1-1710	YHL039W
OG0000578	maker-CANI0S02-snap-gene-5.238-mRNA-1_1&gene=maker-CANI0S02-snap-gene-5.238&CDS=1-3705	YHL040C
OG0000579	snap_masked-CANI0S02-processed-gene-5.49-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-5.49&CDS=1-1494	YEL052W
OG0000580	augustus_masked-CANI0S02-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-5.90&CDS=1-2322	YEL053C
OG0000581	snap_masked-CANI0S02-processed-gene-5.50-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-5.50&CDS=1-3390	YML002W
OG0000582	snap_masked-CANI0S02-processed-gene-5.51-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-5.51&CDS=1-465	YLR012C
OG0000583	augustus_masked-CANI0S02-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-5.91&CDS=1-948	YML004C
OG0000584	augustus_masked-CANI0S02-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-5.129&CDS=1-951	YPL266W
OG0000585	augustus_masked-CANI0S02-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-5.92&CDS=1-1686	YCR014C
OG0000586	snap_masked-CANI0S02-processed-gene-5.53-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-5.53&CDS=1-1248	YCR012W
OG0000587	snap_masked-CANI0S02-processed-gene-5.16-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-5.16&CDS=1-3165	YCR011C
OG0000588	snap_masked-CANI0S02-processed-gene-5.18-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-5.18&CDS=1-795	YCR009C
OG0000589	snap_masked-CANI0S02-processed-gene-5.54-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-5.54&CDS=1-1656	YCR008W
OG0000590	snap_masked-CANI0S02-processed-gene-5.19-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-5.19&CDS=1-837	YCR016W
OG0000591	snap_masked-CANI0S02-processed-gene-5.55-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-5.55&CDS=1-2916	YCR017C
OG0000592	snap_masked-CANI0S02-processed-gene-5.20-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-5.20&CDS=1-1035	YCR019W
OG0000593	augustus_masked-CANI0S02-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-CANI0S02-processed-gene-5.133&CDS=1-858	YCR020C
OG0000594	snap_masked-CANI0S02-processed-gene-5.22-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-5.22&CDS=1-204	YCR020W-B
OG0000595	snap_masked-CANI0S02-processed-gene-5.23-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-5.23&CDS=1-1908	YCR026C
OG0000596	snap_masked-CANI0S02-processed-gene-5.24-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-5.24&CDS=1-1386	YCR024C
OG0000597	snap_masked-CANI0S02-processed-gene-5.57-mRNA-1_1&gene=snap_masked-CANI0S02-processed-gene-5.57&CDS=1-1443	YCR028C
