	Hanseniaspora_vinae	Saccharomyces_cerevisiae
OG0001000	augustus_masked-JFAV02000120.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-JFAV02000120.1-processed-gene-0.28&CDS=1-2922	YGR031W
OG0001001	augustus_masked-JFAV02000120.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-JFAV02000120.1-processed-gene-0.29&CDS=1-2667	YLR057W
OG0001002	augustus_masked-JFAV02000120.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-JFAV02000120.1-processed-gene-0.35&CDS=1-3324	YDR060W
OG0001003	augustus_masked-JFAV02000120.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-JFAV02000120.1-processed-gene-0.31&CDS=1-4671	YBR081C
OG0001004	snap_masked-JFAV02000121.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-JFAV02000121.1-processed-gene-0.7&CDS=1-1644	YDR057W
OG0001005	snap_masked-JFAV02000121.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-JFAV02000121.1-processed-gene-0.1&CDS=1-627	YDR056C
OG0001006	augustus_masked-JFAV02000121.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-JFAV02000121.1-processed-gene-0.15&CDS=1-2325	YBR080C
OG0001007	augustus_masked-JFAV02000121.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-JFAV02000121.1-processed-gene-0.16&CDS=1-2787	YBR079C
OG0001008	snap_masked-JFAV02000121.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-JFAV02000121.1-processed-gene-0.5&CDS=1-744	YOR319W
OG0001009	augustus_masked-JFAV02000121.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-JFAV02000121.1-processed-gene-0.22&CDS=1-1476	YOR320C
OG0001010	augustus_masked-JFAV02000121.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-JFAV02000121.1-processed-gene-0.23&CDS=1-4605	YMR247C
OG0001011	augustus_masked-JFAV02000121.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-JFAV02000121.1-processed-gene-0.24&CDS=1-1227	YGR110W
OG0001012	augustus_masked-JFAV02000121.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-JFAV02000121.1-processed-gene-0.25&CDS=1-2118	YOR317W
OG0001013	augustus_masked-JFAV02000121.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000121.1-processed-gene-0.18&CDS=1-324	YMR244C-A
OG0001014	augustus_masked-JFAV02000122.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.0&CDS=1-1065	YCR021C
OG0001015	genemark-JFAV02000122.1-processed-gene-0.152-mRNA-1_1&gene=genemark-JFAV02000122.1-processed-gene-0.152&CDS=1-1167	YMR244W
OG0001016	augustus_masked-JFAV02000122.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.2&CDS=1-975	YOR313C
OG0001017	augustus_masked-JFAV02000122.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.4&CDS=1-741	YOR311C
OG0001018	augustus_masked-JFAV02000122.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.5&CDS=1-1557	YOR310C
OG0001019	augustus_masked-JFAV02000122.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.7&CDS=1-1584	YOR307C
OG0001020	augustus_masked-JFAV02000122.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.33&CDS=1-924	YMR241W
OG0001021	snap_masked-JFAV02000122.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-JFAV02000122.1-processed-gene-0.72&CDS=1-1155	YOR315W
OG0001022	augustus_masked-JFAV02000122.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.9&CDS=1-2031	YOR301W
OG0001023	augustus_masked-JFAV02000122.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.10&CDS=1-1218	YOR303W
OG0001024	augustus_masked-JFAV02000122.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.34&CDS=1-1857	YMR239C
OG0001025	augustus_masked-JFAV02000122.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.35&CDS=1-1584	YMR240C
OG0001026	augustus_masked-JFAV02000122.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.13&CDS=1-597	YOR305W
OG0001027	augustus_masked-JFAV02000122.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.41&CDS=1-669	YMR236W
OG0001028	augustus_masked-JFAV02000122.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.14&CDS=1-450	YOR298C-A
OG0001029	augustus_masked-JFAV02000122.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.15&CDS=1-1221	YMR235C
OG0001030	augustus_masked-JFAV02000122.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.42&CDS=1-783	YOR298W
OG0001031	augustus_masked-JFAV02000122.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.43&CDS=1-1176	YMR234W
OG0001032	augustus_masked-JFAV02000122.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.44&CDS=1-618	YOR294W
OG0001033	augustus_masked-JFAV02000122.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.45&CDS=1-1872	YMR232W
OG0001034	augustus_masked-JFAV02000122.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.46&CDS=1-3129	YMR231W
OG0001035	augustus_masked-JFAV02000122.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.47&CDS=1-2079	YLR362W
OG0001036	augustus_masked-JFAV02000122.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.18&CDS=1-2022	YLR361C
OG0001037	augustus_masked-JFAV02000122.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.19&CDS=1-861	YJL126W
OG0001038	augustus_masked-JFAV02000122.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.20&CDS=1-756	YGR057C
OG0001039	augustus_masked-JFAV02000122.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.48&CDS=1-1446	YLR359W
OG0001040	augustus_masked-JFAV02000122.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.50&CDS=1-1884	YGR054W
OG0001041	augustus_masked-JFAV02000122.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.51&CDS=1-2340	YGR052W
OG0001042	augustus_masked-JFAV02000122.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.22&CDS=1-1206	YLR355C
OG0001043	augustus_masked-JFAV02000122.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.23&CDS=1-3438	YGR044C
OG0001044	augustus_masked-JFAV02000122.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.24&CDS=1-1008	YFR007W
OG0001045	snap_masked-JFAV02000122.1-processed-gene-0.118-mRNA-1_1&gene=snap_masked-JFAV02000122.1-processed-gene-0.118&CDS=1-2286	YPR007C
OG0001046	augustus_masked-JFAV02000122.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.26&CDS=1-1242	YER145C
OG0001047	snap_masked-JFAV02000122.1-processed-gene-0.119-mRNA-1_1&gene=snap_masked-JFAV02000122.1-processed-gene-0.119&CDS=1-1434	YGL164C
OG0001048	augustus_masked-JFAV02000122.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.56&CDS=1-2955	YGL163C
OG0001049	maker-JFAV02000122.1-snap-gene-0.59-mRNA-1_1&gene=maker-JFAV02000122.1-snap-gene-0.59&CDS=1-2739	YBR248C
OG0001050	augustus_masked-JFAV02000122.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.57&CDS=1-1485	YGL097W
OG0001051	augustus_masked-JFAV02000122.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.31&CDS=1-1443	YBR247C
OG0001052	augustus_masked-JFAV02000122.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-JFAV02000122.1-processed-gene-0.58&CDS=1-786	YGL098W
OG0001053	augustus_masked-JFAV02000123.1-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.150&CDS=1-1278	YNL207W
OG0001054	augustus_masked-JFAV02000123.1-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.173&CDS=1-1410	YNL206C
OG0001055	augustus_masked-JFAV02000123.1-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.174&CDS=1-1101	YDL226C
OG0001056	augustus_masked-JFAV02000123.1-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.175&CDS=1-3135	YNL201C
OG0001057	genemark-JFAV02000123.1-processed-gene-0.107-mRNA-1_1&gene=genemark-JFAV02000123.1-processed-gene-0.107&CDS=1-957	YNL200C
OG0001058	genemark-JFAV02000123.1-processed-gene-0.108-mRNA-1_1&gene=genemark-JFAV02000123.1-processed-gene-0.108&CDS=1-3333	YNL199C
OG0001059	augustus_masked-JFAV02000123.1-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.177&CDS=1-1959	YDL225W
OG0001060	augustus_masked-JFAV02000123.1-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.181&CDS=1-3036	YDL220C
OG0001061	augustus_masked-JFAV02000123.1-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.182&CDS=1-4017	YNL192W
OG0001062	augustus_masked-JFAV02000123.1-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.183&CDS=1-1701	YNL193W
OG0001063	augustus_masked-JFAV02000123.1-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.151&CDS=1-1074	YNL191W
OG0001064	augustus_masked-JFAV02000123.1-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.152&CDS=1-1137	YDL218W
OG0001065	augustus_masked-JFAV02000123.1-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.184&CDS=1-1086	YKL004W
OG0001066	augustus_masked-JFAV02000123.1-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.154&CDS=1-1680	YNL189W
OG0001067	augustus_masked-JFAV02000123.1-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.185&CDS=1-582	YDL217C
OG0001068	snap_masked-JFAV02000123.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-JFAV02000123.1-processed-gene-0.16&CDS=1-987	YNL187W
OG0001069	augustus_masked-JFAV02000123.1-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.186&CDS=1-3291	YDL215C
OG0001070	augustus_masked-JFAV02000123.1-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.158&CDS=1-2553	YNL186W
OG0001071	augustus_masked-JFAV02000123.1-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.187&CDS=1-438	YNL185C
OG0001072	augustus_masked-JFAV02000123.1-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.190&CDS=1-1674	YNL182C
OG0001073	augustus_masked-JFAV02000123.1-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.159&CDS=1-1071	YNL141W
OG0001074	augustus_masked-JFAV02000123.1-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.192&CDS=1-1446	YNL142W
OG0001075	augustus_masked-JFAV02000123.1-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.162&CDS=1-675	YDL212W
OG0001076	augustus_masked-JFAV02000123.1-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.195&CDS=1-942	YNL177C
OG0001077	augustus_masked-JFAV02000123.1-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.197&CDS=1-1176	YNL175C
OG0001078	augustus_masked-JFAV02000123.1-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.163&CDS=1-5634	YNL172W
OG0001079	augustus_masked-JFAV02000123.1-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.199&CDS=1-1698	YNL169C
OG0001080	augustus_masked-JFAV02000123.1-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.164&CDS=1-1212	YHR144C
OG0001081	augustus_masked-JFAV02000123.1-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.201&CDS=1-813	YNL168C
OG0001082	augustus_masked-JFAV02000123.1-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.202&CDS=1-2028	YNL167C
OG0001083	augustus_masked-JFAV02000123.1-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.203&CDS=1-210	YHR143W-A
OG0001084	augustus_masked-JFAV02000123.1-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.204&CDS=1-1179	YNL166C
OG0001085	augustus_masked-JFAV02000123.1-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.165&CDS=1-1437	YNL165W
OG0001086	augustus_masked-JFAV02000123.1-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.206&CDS=1-1251	YNL164C
OG0001087	maker-JFAV02000123.1-augustus-gene-0.221-mRNA-1_1&gene=maker-JFAV02000123.1-augustus-gene-0.221&CDS=1-3414	YNL163C
OG0001088	augustus_masked-JFAV02000123.1-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.167&CDS=1-1983	YNL161W
OG0001089	augustus_masked-JFAV02000123.1-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.208&CDS=1-702	YHR140W
OG0001090	augustus_masked-JFAV02000123.1-processed-gene-0.209-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.209&CDS=1-723	YNL178W
OG0001091	augustus_masked-JFAV02000123.1-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.169&CDS=1-1056	YOR085W
OG0001092	augustus_masked-JFAV02000123.1-processed-gene-0.210-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.210&CDS=1-3651	YOR086C
OG0001093	augustus_masked-JFAV02000123.1-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.211&CDS=1-4377	YNL088W
OG0001094	augustus_masked-JFAV02000123.1-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.213&CDS=1-1950	YOR087W
OG0001095	augustus_masked-JFAV02000123.1-processed-gene-0.214-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.214&CDS=1-1701	YOR090C
OG0001096	augustus_masked-JFAV02000123.1-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.170&CDS=1-1008	YOR091W
OG0001097	augustus_masked-JFAV02000123.1-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.215&CDS=1-2079	YNL094W
OG0001098	augustus_masked-JFAV02000123.1-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.216&CDS=1-4836	YOR093C
OG0001099	augustus_masked-JFAV02000123.1-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-JFAV02000123.1-processed-gene-0.217&CDS=1-1026	YOR095C
OG0001100	augustus_masked-JFAV02000124.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-JFAV02000124.1-processed-gene-0.8&CDS=1-1125	YOR039W
OG0001101	maker-JFAV02000124.1-snap-gene-0.0-mRNA-1_1&gene=maker-JFAV02000124.1-snap-gene-0.0&CDS=1-2832	YOR038C
OG0001102	augustus_masked-JFAV02000124.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-JFAV02000124.1-processed-gene-0.9&CDS=1-1131	YDR268W
OG0001103	augustus_masked-JFAV02000124.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-JFAV02000124.1-processed-gene-0.10&CDS=1-1041	YOR037W
OG0001104	augustus_masked-JFAV02000124.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-JFAV02000124.1-processed-gene-0.3&CDS=1-1038	YDR267C
OG0001105	augustus_masked-JFAV02000124.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000124.1-processed-gene-0.11&CDS=1-912	YOR036W
OG0001106	augustus_masked-JFAV02000124.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-JFAV02000124.1-processed-gene-0.4&CDS=1-1026	YKR080W
OG0001107	augustus_masked-JFAV02000124.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000124.1-processed-gene-0.12&CDS=1-1020	YKR081C
OG0001108	snap_masked-JFAV02000124.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-JFAV02000124.1-processed-gene-0.18&CDS=1-3642	YKR082W
OG0001109	snap_masked-JFAV02000124.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-JFAV02000124.1-processed-gene-0.19&CDS=1-2421	YOR073W
OG0001110	augustus_masked-JFAV02000124.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-JFAV02000124.1-processed-gene-0.14&CDS=1-906	YOR074C
OG0001111	snap_masked-JFAV02000124.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-JFAV02000124.1-processed-gene-0.20&CDS=1-1053	YOR075W
OG0001112	maker-JFAV02000124.1-snap-gene-0.1-mRNA-1_1&gene=maker-JFAV02000124.1-snap-gene-0.1&CDS=1-2028	YKR084C
OG0001113	augustus_masked-JFAV02000125.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-JFAV02000125.1-processed-gene-0.20&CDS=1-627	YKR085C
OG0001114	augustus_masked-JFAV02000125.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-JFAV02000125.1-processed-gene-0.17&CDS=1-1569	YKL028W
OG0001115	augustus_masked-JFAV02000125.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000125.1-processed-gene-0.18&CDS=1-1344	YKL027W
OG0001116	augustus_masked-JFAV02000125.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-JFAV02000125.1-processed-gene-0.21&CDS=1-1200	YHR002W
OG0001117	maker-JFAV02000125.1-augustus-gene-0.27-mRNA-1_1&gene=maker-JFAV02000125.1-augustus-gene-0.27&CDS=1-5211	YBR289W
OG0001118	maker-JFAV02000125.1-augustus-gene-0.28-mRNA-1_1&gene=maker-JFAV02000125.1-augustus-gene-0.28&CDS=1-3633	YKL078W
OG0001119	augustus_masked-JFAV02000125.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-JFAV02000125.1-processed-gene-0.24&CDS=1-1179	YKL080W
OG0001120	augustus_masked-JFAV02000126.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-JFAV02000126.1-processed-gene-0.49&CDS=1-306	YGR106C
OG0001121	genemark-JFAV02000126.1-processed-gene-0.11-mRNA-1_1&gene=genemark-JFAV02000126.1-processed-gene-0.11&CDS=1-306	YGR105W
OG0001122	augustus_masked-JFAV02000126.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-JFAV02000126.1-processed-gene-0.50&CDS=1-726	YGR104C
OG0001123	augustus_masked-JFAV02000126.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-JFAV02000126.1-processed-gene-0.59&CDS=1-1797	YGR103W
OG0001124	augustus_masked-JFAV02000126.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-JFAV02000126.1-processed-gene-0.51&CDS=1-543	YGR102C
OG0001125	augustus_masked-JFAV02000126.1-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-JFAV02000126.1-processed-gene-0.61&CDS=1-1146	YGR101W
OG0001126	augustus_masked-JFAV02000126.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-JFAV02000126.1-processed-gene-0.52&CDS=1-1599	YGR100W
OG0001127	augustus_masked-JFAV02000126.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-JFAV02000126.1-processed-gene-0.62&CDS=1-7251	YPR117W
OG0001128	augustus_masked-JFAV02000126.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-JFAV02000126.1-processed-gene-0.63&CDS=1-2061	YGR099W
OG0001129	augustus_masked-JFAV02000126.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-JFAV02000126.1-processed-gene-0.53&CDS=1-4077	YGR098C
OG0001130	augustus_masked-JFAV02000126.1-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-JFAV02000126.1-processed-gene-0.65&CDS=1-1062	YPR114W
OG0001131	maker-JFAV02000126.1-augustus-gene-0.70-mRNA-1_1&gene=maker-JFAV02000126.1-augustus-gene-0.70&CDS=1-1752	YPR113W
OG0001132	augustus_masked-JFAV02000126.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-JFAV02000126.1-processed-gene-0.56&CDS=1-756	YGR095C
OG0001133	snap_masked-JFAV02000126.1-processed-gene-0.46-mRNA-1_1&gene=snap_masked-JFAV02000126.1-processed-gene-0.46&CDS=1-3204	YGR094W
OG0001134	snap_masked-JFAV02000127.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-JFAV02000127.1-processed-gene-0.5&CDS=1-3699	YIL031W
OG0001135	snap_masked-JFAV02000127.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-JFAV02000127.1-processed-gene-0.15&CDS=1-3747	YIL030C
OG0001136	augustus_masked-JFAV02000127.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-JFAV02000127.1-processed-gene-0.36&CDS=1-414	YIL027C
OG0001137	augustus_masked-JFAV02000127.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-JFAV02000127.1-processed-gene-0.37&CDS=1-3420	YIL026C
OG0001138	snap_masked-JFAV02000127.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-JFAV02000127.1-processed-gene-0.7&CDS=1-1275	YGR122W
OG0001139	snap_masked-JFAV02000127.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-JFAV02000127.1-processed-gene-0.18&CDS=1-1029	YPR139C
OG0001140	augustus_masked-JFAV02000127.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-JFAV02000127.1-processed-gene-0.28&CDS=1-1191	YPR140W
OG0001141	augustus_masked-JFAV02000127.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-JFAV02000127.1-processed-gene-0.40&CDS=1-2196	YPR141C
OG0001142	augustus_masked-JFAV02000127.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-JFAV02000127.1-processed-gene-0.29&CDS=1-810	YPR143W
OG0001143	augustus_masked-JFAV02000127.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-JFAV02000127.1-processed-gene-0.41&CDS=1-1584	YGR123C
OG0001144	augustus_masked-JFAV02000127.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-JFAV02000127.1-processed-gene-0.42&CDS=1-1611	YPR144C
OG0001145	augustus_masked-JFAV02000127.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-JFAV02000127.1-processed-gene-0.30&CDS=1-1731	YPR145W
OG0001146	augustus_masked-JFAV02000127.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-JFAV02000127.1-processed-gene-0.31&CDS=1-3360	YGR125W
OG0001147	snap_masked-JFAV02000127.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-JFAV02000127.1-processed-gene-0.12&CDS=1-828	YGR127W
OG0001148	snap_masked-JFAV02000127.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-JFAV02000127.1-processed-gene-0.22&CDS=1-900	YPR147C
OG0001149	snap_masked-JFAV02000127.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-JFAV02000127.1-processed-gene-0.23&CDS=1-2130	YGR128C
OG0001150	snap_masked-JFAV02000127.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-JFAV02000127.1-processed-gene-0.13&CDS=1-621	YGR129W
OG0001151	augustus_masked-JFAV02000128.1-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-JFAV02000128.1-processed-gene-0.128&CDS=1-858	YGR132C
