	Saccharomyces_cerevisiae	yHMPu5000034890_Ogataea_ramenticola
OG0000339	YDR463W, YHR006W	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-4.117&CDS=1-2049
OG0000340	YDR475C, YOR019W	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-4.33&CDS=1-2295
OG0000341	YDR497C, YOL103W	maker-NODE_13_length_439646_cov_107.886_ID_25-snap-gene-0.37-mRNA-1_1&gene=maker-NODE_13_length_439646_cov_107.886_ID_25-snap-gene-0.37&CDS=1-3378
OG0000342	YDR500C, YLR185W	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.22&CDS=1-243
OG0000343	YDR502C, YLR180W	maker-NODE_11_length_468069_cov_102.835_ID_21-snap-gene-3.7-mRNA-1_1&gene=maker-NODE_11_length_468069_cov_102.835_ID_21-snap-gene-3.7&CDS=1-2745
OG0000344	YDR505C, YLR177W	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.55&CDS=1-1587
OG0000345	YDR525W-A	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.129&CDS=1-435, maker-NODE_18_length_265421_cov_147.193_ID_35-augustus-gene-1.221-mRNA-1_1&gene=maker-NODE_18_length_265421_cov_147.193_ID_35-augustus-gene-1.221&CDS=1-243
OG0000346	YEL006W, YIL006W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.21&CDS=1-1119
OG0000347	YEL022W, YJR031C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-2.99&CDS=1-5001
OG0000348	YEL036C	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.64&CDS=1-1602, augustus_masked-NODE_36_length_89563_cov_110.668_ID_71-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_36_length_89563_cov_110.668_ID_71-processed-gene-0.78&CDS=1-2457
OG0000349	YEL039C, YJR048W	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-2.71&CDS=1-330
OG0000350	YEL041W, YJR049C	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-2.74&CDS=1-1935
OG0000351	YEL046C	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.30&CDS=1-1173, augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-0.113&CDS=1-1101
OG0000352	YEL047C, YJR051W	augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-0.12&CDS=1-1476
OG0000353	YER031C, YGL210W	augustus_masked-NODE_47_length_23880_cov_115.788_ID_93-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_47_length_23880_cov_115.788_ID_93-processed-gene-0.0&CDS=1-675
OG0000354	YER045C, YIL036W	augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-0.7&CDS=1-1653
OG0000355	YER056C-A, YIL052C	augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-2.117&CDS=1-345
OG0000356	YER057C, YIL051C	maker-NODE_12_length_456140_cov_104.9_ID_23-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_12_length_456140_cov_104.9_ID_23-augustus-gene-0.2&CDS=1-444
OG0000357	YER059W, YIL050W	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-0.34&CDS=1-2442
OG0000358	YER064C, YIL056W	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-5.104&CDS=1-2379
OG0000359	YER074W, YIL069C	augustus_masked-NODE_21_length_225364_cov_160.608_ID_41-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_21_length_225364_cov_160.608_ID_41-processed-gene-0.53&CDS=1-405
OG0000360	YER131W, YGL189C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.32&CDS=1-360
OG0000361	YER132C, YGL197W	augustus_masked-NODE_25_length_175160_cov_168.54_ID_49-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_25_length_175160_cov_168.54_ID_49-processed-gene-0.92&CDS=1-4110
OG0000362	YER146W	augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-3.17&CDS=1-243, genemark-NODE_342_length_385_cov_0.964789_ID_683-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_342_length_385_cov_0.964789_ID_683-processed-gene-0.0&CDS=1-174
OG0000363	YER152C	augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-2.65&CDS=1-1332, augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.19&CDS=1-1329
OG0000364	YER160C, YLR035C-A	snap_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-4.110&CDS=1-4452
OG0000365	YER166W	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.72&CDS=1-4344, augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-1.104&CDS=1-5232
OG0000366	YER175C	augustus_masked-NODE_44_length_34901_cov_98.1484_ID_87-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_44_length_34901_cov_98.1484_ID_87-processed-gene-0.46&CDS=1-966, genemark-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.118-mRNA-1_1&gene=genemark-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.118&CDS=1-897
OG0000367	YFL004W, YPL019C	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-0.89&CDS=1-2640
OG0000368	YFL007W	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.13&CDS=1-6201, augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-7.50-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-7.50&CDS=1-6348
OG0000369	YFL010C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.173-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.173&CDS=1-474, augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.88&CDS=1-591
OG0000370	YFL014W	augustus_masked-NODE_31_length_108823_cov_110.344_ID_61-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_31_length_108823_cov_110.344_ID_61-processed-gene-0.124&CDS=1-354, genemark-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-1.54&CDS=1-195
OG0000371	YFL034C-A, YLR061W	maker-NODE_2_length_729701_cov_103.929_ID_3-augustus-gene-6.119-mRNA-1_1&gene=maker-NODE_2_length_729701_cov_103.929_ID_3-augustus-gene-6.119&CDS=1-363
OG0000372	YFL048C, YLR080W	augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-1.78&CDS=1-1581
OG0000373	YFL050C, YOL130W	augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.203&CDS=1-2304
OG0000374	YFL055W	augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.21&CDS=1-1566, augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.171&CDS=1-1641
OG0000375	YFR053C, YGL253W	maker-NODE_1_length_936193_cov_107.414_ID_1-augustus-gene-4.131-mRNA-1_1&gene=maker-NODE_1_length_936193_cov_107.414_ID_1-augustus-gene-4.131&CDS=1-1473
OG0000376	YGL023C	augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-3.131&CDS=1-2061, augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.233-mRNA-1_1&gene=augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.233&CDS=1-1455
OG0000377	YGL031C, YGR148C	augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-1.102&CDS=1-462
OG0000378	YGL049C, YGR162W	augustus_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-0.98&CDS=1-3282
OG0000379	YGL071W, YPL202C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.163-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.163&CDS=1-1746
OG0000380	YGL076C, YPL198W	augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.40&CDS=1-729
OG0000381	YGL082W, YPL191C	augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.47&CDS=1-1572
OG0000382	YGL096W, YPL177C	augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.187&CDS=1-933
OG0000383	YGL135W, YPL220W	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-1.8&CDS=1-651
OG0000384	YGL139W, YPL221W	augustus_masked-NODE_25_length_175160_cov_168.54_ID_49-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_25_length_175160_cov_168.54_ID_49-processed-gene-0.129&CDS=1-2559
OG0000385	YGL162W, YPR009W	augustus_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-1.203-mRNA-1_1&gene=augustus_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-1.203&CDS=1-1440
OG0000386	YGL202W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.11&CDS=1-1416, augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.35&CDS=1-1425
OG0000387	YGL247W	augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-2.46&CDS=1-1596, augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-0.106&CDS=1-1125
OG0000388	YGR008C, YLR327C	augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.175&CDS=1-297
OG0000389	YGR009C, YMR017W	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-3.153&CDS=1-1329
OG0000390	YGR010W, YLR328W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-3.110&CDS=1-1494
OG0000391	YGR019W	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-2.78&CDS=1-1413, augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-1.81&CDS=1-1419
OG0000392	YGR027C, YLR333C	augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-3.25&CDS=1-324
OG0000393	YGR034W, YLR344W	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.90&CDS=1-381
OG0000394	YGR038W, YLR350W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.32&CDS=1-600
OG0000395	YGR043C, YLR354C	maker-NODE_1_length_936193_cov_107.414_ID_1-snap-gene-8.68-mRNA-1_1&gene=maker-NODE_1_length_936193_cov_107.414_ID_1-snap-gene-8.68&CDS=1-1872
OG0000396	YGR056W, YLR357W	maker-NODE_42_length_43318_cov_220.768_ID_83-snap-gene-0.26-mRNA-1_1&gene=maker-NODE_42_length_43318_cov_220.768_ID_83-snap-gene-0.26&CDS=1-2712
OG0000397	YGR060W	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.24&CDS=1-945, augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.231-mRNA-1_1&gene=augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.231&CDS=1-915
OG0000398	YGR070W, YLR371W	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-3.13&CDS=1-4725
OG0000399	YGR085C, YPR102C	augustus_masked-NODE_32_length_101364_cov_129.138_ID_63-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_32_length_101364_cov_129.138_ID_63-processed-gene-0.70&CDS=1-528
OG0000400	YGR086C	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-3.27&CDS=1-900, maker-NODE_21_length_225364_cov_160.608_ID_41-snap-gene-0.76-mRNA-1_1&gene=maker-NODE_21_length_225364_cov_160.608_ID_41-snap-gene-0.76&CDS=1-2073
OG0000401	YGR092W, YPR111W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.4&CDS=1-3321
OG0000402	YGR108W, YPR119W	augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-2.127&CDS=1-1572
OG0000403	YGR118W, YPR132W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.128-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.128&CDS=1-435
OG0000404	YGR121C, YPR138C	augustus_masked-NODE_38_length_78519_cov_90.4632_ID_75-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_38_length_78519_cov_90.4632_ID_75-processed-gene-0.34&CDS=1-1467
OG0000405	YGR131W, YPR149W	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.115&CDS=1-510
OG0000406	YGR136W, YPR154W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-3.133&CDS=1-672
OG0000407	YGR138C, YPR156C	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.99-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.99&CDS=1-1866
OG0000408	YGR189C	genemark-NODE_234_length_423_cov_0.878882_ID_467-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_234_length_423_cov_0.878882_ID_467-processed-gene-0.0&CDS=1-402, maker-NODE_24_length_187661_cov_169.262_ID_47-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_24_length_187661_cov_169.262_ID_47-snap-gene-0.3&CDS=1-3837
OG0000409	YGR192C, YJR009C	augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-1.78&CDS=1-1002
OG0000410	YGR212W	augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-0.99&CDS=1-1392, snap_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.24&CDS=1-1434
OG0000411	YGR214W, YLR048W	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-4.15&CDS=1-768
OG0000412	YGR221C, YHR149C	snap_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.148-mRNA-1_1&gene=snap_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.148&CDS=1-2325
OG0000413	YGR229C	augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-0.120&CDS=1-1716, augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-4.13&CDS=1-1149
OG0000414	YGR235C	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-3.15&CDS=1-651, augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-4.64&CDS=1-648
OG0000415	YGR238C, YHR158C	augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-4.80&CDS=1-3714
OG0000416	YGR241C, YHR161C	augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.170&CDS=1-2061
OG0000417	YGR243W, YHR162W	maker-NODE_19_length_231626_cov_146.684_ID_37-snap-gene-1.127-mRNA-1_1&gene=maker-NODE_19_length_231626_cov_146.684_ID_37-snap-gene-1.127&CDS=1-399
OG0000418	YGR260W	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-1.109&CDS=1-1467, augustus_masked-NODE_21_length_225364_cov_160.608_ID_41-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-NODE_21_length_225364_cov_160.608_ID_41-processed-gene-1.177&CDS=1-1527
OG0000419	YGR281W	augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.180&CDS=1-4185, maker-NODE_27_length_147020_cov_188.923_ID_53-snap-gene-0.125-mRNA-1_1&gene=maker-NODE_27_length_147020_cov_188.923_ID_53-snap-gene-0.125&CDS=1-4650
OG0000420	YHL001W, YKL006W	augustus_masked-NODE_29_length_124316_cov_183.598_ID_57-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_29_length_124316_cov_183.598_ID_57-processed-gene-0.12&CDS=1-396
OG0000421	YHL017W, YKL039W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-0.63&CDS=1-1716
OG0000422	YHL036W	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-0.46&CDS=1-1614, augustus_masked-NODE_35_length_96598_cov_103.353_ID_69-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_35_length_96598_cov_103.353_ID_69-processed-gene-0.126&CDS=1-1770
OG0000423	YHR001W, YKR003W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-1.90&CDS=1-1320
OG0000424	YHR021C, YKL156W	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-3.7&CDS=1-246
OG0000425	YHR028C	augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.193&CDS=1-2613, augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-0.97&CDS=1-2922
