	Candida_parapsilosis	Saccharomyces_cerevisiae
OG0000922	augustus_masked-Contig005569-processed-gene-13.41-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-13.41&CDS=1-1881	YLR345W
OG0000923	snap_masked-Contig005569-processed-gene-13.68-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-13.68&CDS=1-762	YGR033C
OG0000924	snap_masked-Contig005569-processed-gene-13.90-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-13.90&CDS=1-552	YMR138W
OG0000925	snap_masked-Contig005569-processed-gene-13.69-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-13.69&CDS=1-2211	YMR137C
OG0000926	maker-Contig005569-augustus-gene-13.151-mRNA-1_1&gene=maker-Contig005569-augustus-gene-13.151&CDS=1-7965	YLR342W
OG0000927	maker-Contig005569-augustus-gene-13.152-mRNA-1_1&gene=maker-Contig005569-augustus-gene-13.152&CDS=1-2922	YGR054W
OG0000928	snap_masked-Contig005569-processed-gene-13.93-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-13.93&CDS=1-555	YLR074C
OG0000929	snap_masked-Contig005569-processed-gene-13.70-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-13.70&CDS=1-660	YLR075W
OG0000930	snap_masked-Contig005569-processed-gene-13.72-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-13.72&CDS=1-759	YFL045C
OG0000931	snap_masked-Contig005569-processed-gene-14.136-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-14.136&CDS=1-1488	YFL022C
OG0000932	snap_masked-Contig005569-processed-gene-14.111-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-14.111&CDS=1-798	YJR144W
OG0000933	augustus_masked-Contig005569-processed-gene-14.70-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-14.70&CDS=1-2955	YJR139C
OG0000934	maker-Contig005569-augustus-gene-14.59-mRNA-1_1&gene=maker-Contig005569-augustus-gene-14.59&CDS=1-5043	YJR138W
OG0000935	snap_masked-Contig005569-processed-gene-14.142-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-14.142&CDS=1-1458	YGR093W
OG0000936	snap_masked-Contig005569-processed-gene-14.121-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-14.121&CDS=1-2157	YFR029W
OG0000937	augustus_masked-Contig005569-processed-gene-14.78-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-14.78&CDS=1-1488	YGR155W
OG0000938	augustus_masked-Contig005569-processed-gene-14.95-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-14.95&CDS=1-900	YGL043W
OG0000939	maker-Contig005569-augustus-gene-14.58-mRNA-1_1&gene=maker-Contig005569-augustus-gene-14.58&CDS=1-1770	YEL012W
OG0000940	snap_masked-Contig005569-processed-gene-14.128-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-14.128&CDS=1-573	YMR073C
OG0000941	snap_masked-Contig005569-processed-gene-14.144-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-14.144&CDS=1-654	YER183C
OG0000942	snap_masked-Contig005569-processed-gene-14.129-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-14.129&CDS=1-1218	YLR246W
OG0000943	snap_masked-Contig005569-processed-gene-14.131-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-14.131&CDS=1-1158	YMR010W
OG0000944	maker-Contig005569-snap-gene-14.6-mRNA-1_1&gene=maker-Contig005569-snap-gene-14.6&CDS=1-1671	YDL020C
OG0000945	snap_masked-Contig005569-processed-gene-14.134-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-14.134&CDS=1-2007	YLR153C
OG0000946	snap_masked-Contig005569-processed-gene-15.67-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-15.67&CDS=1-903	YLR421C
OG0000947	augustus_masked-Contig005569-processed-gene-15.113-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-15.113&CDS=1-1335	YLR314C
OG0000948	snap_masked-Contig005569-processed-gene-15.68-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-15.68&CDS=1-807	YLL023C
OG0000949	augustus_masked-Contig005569-processed-gene-15.118-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-15.118&CDS=1-3120	YFL025C
OG0000950	snap_masked-Contig005569-processed-gene-15.89-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-15.89&CDS=1-819	YIR005W
OG0000951	snap_masked-Contig005569-processed-gene-15.72-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-15.72&CDS=1-2532	YMR049C
OG0000952	snap_masked-Contig005569-processed-gene-15.91-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-15.91&CDS=1-954	YMR087W
OG0000953	snap_masked-Contig005569-processed-gene-15.73-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-15.73&CDS=1-846	YNL055C
OG0000954	snap_masked-Contig005569-processed-gene-15.74-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-15.74&CDS=1-1242	YJL006C
OG0000955	snap_masked-Contig005569-processed-gene-15.92-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-15.92&CDS=1-645	YJL030W
OG0000956	augustus_masked-Contig005569-processed-gene-15.124-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-15.124&CDS=1-1086	YJL031C
OG0000957	augustus_masked-Contig005569-processed-gene-15.126-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-15.126&CDS=1-2097	YJL010C
OG0000958	augustus_masked-Contig005569-processed-gene-15.141-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-15.141&CDS=1-2007	YPL104W
OG0000959	augustus_masked-Contig005569-processed-gene-15.128-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-15.128&CDS=1-1404	YBR199W
OG0000960	augustus_masked-Contig005569-processed-gene-15.142-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-15.142&CDS=1-858	YNL155W
OG0000961	snap_masked-Contig005569-processed-gene-15.80-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-15.80&CDS=1-912	YHR062C
OG0000962	augustus_masked-Contig005569-processed-gene-15.143-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-15.143&CDS=1-996	YNL230C
OG0000963	snap_masked-Contig005569-processed-gene-15.81-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-15.81&CDS=1-2961	YBR281C
OG0000964	snap_masked-Contig005569-processed-gene-15.96-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-15.96&CDS=1-1539	YMR140W
OG0000965	snap_masked-Contig005569-processed-gene-15.83-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-15.83&CDS=1-1419	YBL080C
OG0000966	genemark-Contig005569-processed-gene-15.49-mRNA-1_1&gene=genemark-Contig005569-processed-gene-15.49&CDS=1-1161	YKL178C
OG0000967	maker-Contig005569-augustus-gene-15.3-mRNA-1_1&gene=maker-Contig005569-augustus-gene-15.3&CDS=1-4581	YER110C
OG0000968	snap_masked-Contig005569-processed-gene-15.84-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-15.84&CDS=1-747	YDR020C
OG0000969	snap_masked-Contig005569-processed-gene-15.85-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-15.85&CDS=1-1242	YDR415C
OG0000970	augustus_masked-Contig005569-processed-gene-15.154-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-15.154&CDS=1-1017	YCR028C-A
OG0000971	snap_masked-Contig005569-processed-gene-15.86-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-15.86&CDS=1-405	YBL078C
OG0000972	snap_masked-Contig005569-processed-gene-15.107-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-15.107&CDS=1-5160	YMR176W
OG0000973	snap_masked-Contig005569-processed-gene-16.47-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-16.47&CDS=1-1686	YBR139W
OG0000974	augustus_masked-Contig005569-processed-gene-16.0-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-16.0&CDS=1-2151	YML127W
OG0000975	snap_masked-Contig005569-processed-gene-16.44-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-16.44&CDS=1-453	YML094W
OG0000976	snap_masked-Contig005569-processed-gene-16.49-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-16.49&CDS=1-1074	YML095C
OG0000977	snap_masked-Contig005569-processed-gene-16.45-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-16.45&CDS=1-912	YER175C
OG0000978	maker-Contig005569-snap-gene-16.139-mRNA-1_1&gene=maker-Contig005569-snap-gene-16.139&CDS=1-492	YOL143C
OG0000979	snap_masked-Contig005569-processed-gene-16.52-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-16.52&CDS=1-1527	YBR283C
OG0000980	snap_masked-Contig005569-processed-gene-16.75-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-16.75&CDS=1-2229	YKL155C
OG0000981	snap_masked-Contig005569-processed-gene-16.54-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-16.54&CDS=1-741	YGR235C
OG0000982	snap_masked-Contig005569-processed-gene-16.76-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-16.76&CDS=1-1167	YGR257C
OG0000983	snap_masked-Contig005569-processed-gene-16.77-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-16.77&CDS=1-4401	YHR186C
OG0000984	snap_masked-Contig005569-processed-gene-16.78-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-16.78&CDS=1-2244	YOL148C
OG0000985	augustus_masked-Contig005569-processed-gene-16.33-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-16.33&CDS=1-477	YOL149W
OG0000986	snap_masked-Contig005569-processed-gene-16.60-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-16.60&CDS=1-2127	YJL057C
OG0000987	augustus_masked-Contig005569-processed-gene-16.16-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-16.16&CDS=1-1329	YDR306C
OG0000988	snap_masked-Contig005569-processed-gene-16.63-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-16.63&CDS=1-2049	YCL057W
OG0000989	snap_masked-Contig005569-processed-gene-16.80-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-16.80&CDS=1-1956	YBR121C
OG0000990	snap_masked-Contig005569-processed-gene-16.64-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-16.64&CDS=1-723	YDR296W
OG0000991	snap_masked-Contig005569-processed-gene-16.67-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-16.67&CDS=1-1341	YKL145W
OG0000992	snap_masked-Contig005569-processed-gene-16.81-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-16.81&CDS=1-585	YKL144C
OG0000993	snap_masked-Contig005569-processed-gene-16.68-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-16.68&CDS=1-1626	YNR040W
OG0000994	maker-Contig005569-augustus-gene-16.137-mRNA-1_1&gene=maker-Contig005569-augustus-gene-16.137&CDS=1-2379	YKR070W
OG0000995	snap_masked-Contig005569-processed-gene-16.71-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-16.71&CDS=1-1095	YBR249C
OG0000996	snap_masked-Contig005569-processed-gene-16.87-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-16.87&CDS=1-774	YOR238W
OG0000997	snap_masked-Contig005569-processed-gene-17.3-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-17.3&CDS=1-2691	YOR001W
OG0000998	snap_masked-Contig005569-processed-gene-17.0-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-17.0&CDS=1-1194	YBR267W
OG0000999	augustus_masked-Contig005569-processed-gene-17.43-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-17.43&CDS=1-2679	YJL062W
OG0001000	snap_masked-Contig005569-processed-gene-17.22-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-17.22&CDS=1-4023	YMR012W
OG0001001	snap_masked-Contig005569-processed-gene-17.23-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-17.23&CDS=1-2688	YPL072W
OG0001002	augustus_masked-Contig005569-processed-gene-17.61-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-17.61&CDS=1-2667	YNR013C
OG0001003	augustus_masked-Contig005569-processed-gene-17.50-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-17.50&CDS=1-267	YBL029C-A
OG0001004	snap_masked-Contig005569-processed-gene-17.17-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-17.17&CDS=1-996	YER156C
OG0001005	snap_masked-Contig005569-processed-gene-17.19-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-17.19&CDS=1-3852	YOL075C
OG0001006	snap_masked-Contig005569-processed-gene-17.26-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-17.26&CDS=1-555	YLR065C
OG0001007	snap_masked-Contig005569-processed-gene-17.32-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-17.32&CDS=1-2214	YOR360C
OG0001008	snap_masked-Contig005569-processed-gene-17.34-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-17.34&CDS=1-4200	YBR115C
OG0001009	snap_masked-Contig005569-processed-gene-17.35-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-17.35&CDS=1-2547	YBR114W
OG0001010	augustus_masked-Contig005569-processed-gene-17.73-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-17.73&CDS=1-1836	YMR146C
OG0001011	maker-Contig005569-augustus-gene-17.119-mRNA-1_1&gene=maker-Contig005569-augustus-gene-17.119&CDS=1-1239	YDL100C
OG0001012	snap_masked-Contig005569-processed-gene-18.35-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-18.35&CDS=1-477	YDR201W
OG0001013	snap_masked-Contig005569-processed-gene-18.39-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-18.39&CDS=1-1749	YHR108W
OG0001014	snap_masked-Contig005569-processed-gene-18.37-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-18.37&CDS=1-432	YDR357C
OG0001015	snap_masked-Contig005569-processed-gene-18.41-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-18.41&CDS=1-828	YDR204W
OG0001016	augustus_masked-Contig005569-processed-gene-18.6-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-18.6&CDS=1-840	YLR239C
OG0001017	maker-Contig005569-snap-gene-18.87-mRNA-1_1&gene=maker-Contig005569-snap-gene-18.87&CDS=1-3201	YDR421W
OG0001018	snap_masked-Contig005569-processed-gene-18.64-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-18.64&CDS=1-1206	YHR107C
OG0001019	snap_masked-Contig005569-processed-gene-18.66-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-18.66&CDS=1-1695	YDR101C
OG0001020	snap_masked-Contig005569-processed-gene-18.67-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-18.67&CDS=1-1224	YPL138C
OG0001021	genemark-Contig005569-processed-gene-18.110-mRNA-1_1&gene=genemark-Contig005569-processed-gene-18.110&CDS=1-2799	YNL218W
OG0001022	snap_masked-Contig005569-processed-gene-18.46-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-18.46&CDS=1-921	YDR175C
OG0001023	snap_masked-Contig005569-processed-gene-18.47-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-18.47&CDS=1-1773	YDR176W
OG0001024	augustus_masked-Contig005569-processed-gene-18.26-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-18.26&CDS=1-1404	YLR163C
OG0001025	augustus_masked-Contig005569-processed-gene-18.11-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-18.11&CDS=1-1293	YPR034W
OG0001026	maker-Contig005569-augustus-gene-18.97-mRNA-1_1&gene=maker-Contig005569-augustus-gene-18.97&CDS=1-6642	YDR074W
OG0001027	snap_masked-Contig005569-processed-gene-18.72-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-18.72&CDS=1-1950	YER165W
OG0001028	snap_masked-Contig005569-processed-gene-18.73-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-18.73&CDS=1-4209	YER164W
OG0001029	snap_masked-Contig005569-processed-gene-18.50-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-18.50&CDS=1-1860	YDR091C
OG0001030	snap_masked-Contig005569-processed-gene-18.51-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-18.51&CDS=1-1938	YGR068C
OG0001031	augustus_masked-Contig005569-processed-gene-18.15-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-18.15&CDS=1-2556	YGR255C
OG0001032	snap_masked-Contig005569-processed-gene-18.55-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-18.55&CDS=1-3279	YNR067C
OG0001033	snap_masked-Contig005569-processed-gene-18.56-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-18.56&CDS=1-1260	YDR517W
OG0001034	maker-Contig005569-augustus-gene-18.93-mRNA-1_1&gene=maker-Contig005569-augustus-gene-18.93&CDS=1-1245	YBR282W
OG0001035	augustus_masked-Contig005569-processed-gene-18.34-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-18.34&CDS=1-3483	YKL033W
OG0001036	snap_masked-Contig005569-processed-gene-19.53-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-19.53&CDS=1-831	YMR149W
OG0001037	snap_masked-Contig005569-processed-gene-19.51-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-19.51&CDS=1-495	YJR118C
OG0001038	augustus_masked-Contig005569-processed-gene-19.93-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-19.93&CDS=1-3096	YER021W
OG0001039	augustus_masked-Contig005569-processed-gene-19.94-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-19.94&CDS=1-618	YFL038C
OG0001040	maker-Contig005569-snap-gene-19.2-mRNA-1_1&gene=maker-Contig005569-snap-gene-19.2&CDS=1-1671	YJR116W
OG0001041	snap_masked-Contig005569-processed-gene-19.71-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-19.71&CDS=1-2700	YBR255W
OG0001042	snap_masked-Contig005569-processed-gene-19.59-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-19.59&CDS=1-1626	YOL027C
OG0001043	snap_masked-Contig005569-processed-gene-19.78-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-19.78&CDS=1-1638	YKR056W
OG0001044	snap_masked-Contig005569-processed-gene-19.79-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-19.79&CDS=1-1983	YOL116W
OG0001045	snap_masked-Contig005569-processed-gene-19.60-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-19.60&CDS=1-1713	YGL119W
OG0001046	augustus_masked-Contig005569-processed-gene-19.100-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-19.100&CDS=1-1422	YGL122C
OG0001047	snap_masked-Contig005569-processed-gene-19.82-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-19.82&CDS=1-744	YGL123W
OG0001048	snap_masked-Contig005569-processed-gene-19.83-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-19.83&CDS=1-687	YHR008C
OG0001049	augustus_masked-Contig005569-processed-gene-19.121-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-19.121&CDS=1-1953	YDR341C
OG0001050	snap_masked-Contig005569-processed-gene-19.64-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-19.64&CDS=1-1551	YOR132W
OG0001051	snap_masked-Contig005569-processed-gene-19.85-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-19.85&CDS=1-519	YDR404C
OG0001052	snap_masked-Contig005569-processed-gene-19.67-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-19.67&CDS=1-528	YOR150W
OG0001053	snap_masked-Contig005569-processed-gene-19.86-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-19.86&CDS=1-3684	YOR151C
OG0001054	snap_masked-Contig005569-processed-gene-19.68-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-19.68&CDS=1-819	YDR405W
OG0001055	snap_masked-Contig005569-processed-gene-19.89-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-19.89&CDS=1-2511	YOR141C
OG0001056	snap_masked-Contig005569-processed-gene-20.47-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-20.47&CDS=1-972	YOR142W
OG0001057	snap_masked-Contig005569-processed-gene-20.48-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-20.48&CDS=1-489	YHR059W
OG0001058	snap_masked-Contig005569-processed-gene-20.49-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-20.49&CDS=1-4434	YGR098C
OG0001059	snap_masked-Contig005569-processed-gene-20.52-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-20.52&CDS=1-1434	YOR155C
OG0001060	snap_masked-Contig005569-processed-gene-20.51-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-20.51&CDS=1-1143	YDR346C
OG0001061	maker-Contig005569-augustus-gene-20.4-mRNA-1_1&gene=maker-Contig005569-augustus-gene-20.4&CDS=1-2913	YNR043W
OG0001062	snap_masked-Contig005569-processed-gene-20.73-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-20.73&CDS=1-747	YDL142C
OG0001063	snap_masked-Contig005569-processed-gene-20.59-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-20.59&CDS=1-1638	YJL008C
OG0001064	snap_masked-Contig005569-processed-gene-20.74-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-20.74&CDS=1-732	YDR007W
OG0001065	snap_masked-Contig005569-processed-gene-20.75-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-20.75&CDS=1-2418	YJL029C
OG0001066	snap_masked-Contig005569-processed-gene-20.76-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-20.76&CDS=1-2463	YGL045W
OG0001067	snap_masked-Contig005569-processed-gene-20.77-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-20.77&CDS=1-1425	YGR159C
OG0001068	genemark-Contig005569-processed-gene-20.19-mRNA-1_1&gene=genemark-Contig005569-processed-gene-20.19&CDS=1-1773	YNL104C
OG0001069	snap_masked-Contig005569-processed-gene-20.62-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-20.62&CDS=1-600	YIL133C
OG0001070	snap_masked-Contig005569-processed-gene-20.79-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-20.79&CDS=1-1371	YML048W
OG0001071	snap_masked-Contig005569-processed-gene-20.63-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-20.63&CDS=1-1698	YMR307W
OG0001072	snap_masked-Contig005569-processed-gene-20.64-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-20.64&CDS=1-1584	YOR161C
