	Saccharomyces_cerevisiae	yHAB158_Kazachstania_viticola
OG0000760	YCL054W	augustus_masked-scf7180000050358-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000050358-processed-gene-0.8&CDS=1-2538
OG0000761	YCL055W	augustus_masked-scf7180000050358-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000050358-processed-gene-0.7&CDS=1-957
OG0000762	YCL057C-A	augustus_masked-scf7180000050358-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000050358-processed-gene-0.36&CDS=1-321
OG0000763	YCL057W	augustus_masked-scf7180000050358-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000050358-processed-gene-0.5&CDS=1-2226
OG0000764	YCL058W-A	augustus_masked-scf7180000050358-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000050358-processed-gene-0.4&CDS=1-351
OG0000765	YCL059C	augustus_masked-scf7180000050358-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000050358-processed-gene-0.35&CDS=1-942
OG0000766	YCL061C	augustus_masked-scf7180000050358-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000050358-processed-gene-0.34&CDS=1-3456
OG0000767	YCL063W	augustus_masked-scf7180000049362-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000049362-processed-gene-0.7&CDS=1-1398
OG0000768	YCL064C	augustus_masked-scf7180000049362-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000049362-processed-gene-0.9&CDS=1-1014
OG0000769	YCR002C	augustus_masked-scf7180000050377-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000050377-processed-gene-0.26&CDS=1-984
OG0000770	YCR003W	augustus_masked-scf7180000050381-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-0.149&CDS=1-450
OG0000771	YCR004C	augustus_masked-scf7180000050381-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-0.130&CDS=1-843
OG0000772	YCR008W	augustus_masked-scf7180000050368-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000050368-processed-gene-0.44&CDS=1-1734
OG0000773	YCR009C	augustus_masked-scf7180000050368-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000050368-processed-gene-0.34&CDS=1-795
OG0000774	YCR010C	augustus_masked-scf7180000050392-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000050392-processed-gene-0.7&CDS=1-798
OG0000775	YCR011C	augustus_masked-scf7180000050392-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000050392-processed-gene-0.9&CDS=1-3189
OG0000776	YCR012W	augustus_masked-scf7180000050392-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000050392-processed-gene-0.4&CDS=1-1248
OG0000777	YCR014C	augustus_masked-scf7180000050392-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000050392-processed-gene-0.10&CDS=1-1728
OG0000778	YCR015C	augustus_masked-scf7180000050381-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-0.136&CDS=1-921
OG0000779	YCR016W	augustus_masked-scf7180000050381-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-0.114&CDS=1-813
OG0000780	YCR017C	augustus_masked-scf7180000050392-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000050392-processed-gene-0.11&CDS=1-2844
OG0000781	YCR019W	augustus_masked-scf7180000050301-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000050301-processed-gene-0.7&CDS=1-1050
OG0000782	YCR020C	maker-scf7180000050301-augustus-gene-0.21-mRNA-1_1&gene=maker-scf7180000050301-augustus-gene-0.21&CDS=1-957
OG0000783	YCR020W-B	snap_masked-scf7180000050301-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000050301-processed-gene-0.17&CDS=1-228
OG0000784	YCR021C	augustus_masked-scf7180000049348-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000049348-processed-gene-0.36&CDS=1-957
OG0000785	YCR024C	snap_masked-scf7180000050354-processed-gene-0.185-mRNA-1_1&gene=snap_masked-scf7180000050354-processed-gene-0.185&CDS=1-1407
OG0000786	YCR027C	augustus_masked-scf7180000050301-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000050301-processed-gene-0.6&CDS=1-633
OG0000787	YCR028C	augustus_masked-scf7180000050096-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000050096-processed-gene-0.46&CDS=1-1515
OG0000788	YCR028C-A	maker-scf7180000050096-augustus-gene-0.41-mRNA-1_1&gene=maker-scf7180000050096-augustus-gene-0.41&CDS=1-405
OG0000789	YCR030C	augustus_masked-scf7180000050327-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000050327-processed-gene-0.5&CDS=1-2541
OG0000790	YCR031C	augustus_masked-scf7180000050327-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000050327-processed-gene-0.3&CDS=1-411
OG0000791	YCR032W	augustus_masked-scf7180000050358-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000050358-processed-gene-0.64&CDS=1-6432
OG0000792	YCR033W	augustus_masked-scf7180000050358-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000050358-processed-gene-0.63&CDS=1-4233
OG0000793	YCR034W	augustus_masked-scf7180000050358-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000050358-processed-gene-0.62&CDS=1-1041
OG0000794	YCR035C	augustus_masked-scf7180000050358-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000050358-processed-gene-0.32&CDS=1-1170
OG0000795	YCR036W	augustus_masked-scf7180000050358-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000050358-processed-gene-0.61&CDS=1-1002
OG0000796	YCR037C	augustus_masked-scf7180000049455-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000049455-processed-gene-0.8&CDS=1-2733
OG0000797	YCR042C	maker-scf7180000050358-augustus-gene-0.1-mRNA-1_1&gene=maker-scf7180000050358-augustus-gene-0.1&CDS=1-6099
OG0000798	YCR044C	augustus_masked-scf7180000050358-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000050358-processed-gene-0.26&CDS=1-1449
OG0000799	YCR045C	augustus_masked-scf7180000050381-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.18&CDS=1-1404
OG0000800	YCR046C	genemark-scf7180000050381-processed-gene-1.165-mRNA-1_1&gene=genemark-scf7180000050381-processed-gene-1.165&CDS=1-516
OG0000801	YCR047C	augustus_masked-scf7180000050381-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.16&CDS=1-822
OG0000802	YCR053W	augustus_masked-scf7180000050381-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.49&CDS=1-1539
OG0000803	YCR054C	augustus_masked-scf7180000050381-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.15&CDS=1-1614
OG0000804	YCR057C	augustus_masked-scf7180000050381-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.14&CDS=1-2739
OG0000805	YCR059C	augustus_masked-scf7180000050381-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.13&CDS=1-819
OG0000806	YCR060W	augustus_masked-scf7180000050381-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.48&CDS=1-375
OG0000807	YCR061W	augustus_masked-scf7180000050381-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-0.131&CDS=1-1323
OG0000808	YCR063W	maker-scf7180000050381-snap-gene-0.54-mRNA-1_1&gene=maker-scf7180000050381-snap-gene-0.54&CDS=1-894
OG0000809	YCR065W	snap_masked-scf7180000050381-processed-gene-1.66-mRNA-1_1&gene=snap_masked-scf7180000050381-processed-gene-1.66&CDS=1-1776
OG0000810	YCR066W	augustus_masked-scf7180000050381-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.1&CDS=1-1470
OG0000811	YCR068W	genemark-scf7180000050381-processed-gene-1.148-mRNA-1_1&gene=genemark-scf7180000050381-processed-gene-1.148&CDS=1-1605
OG0000812	YCR069W	augustus_masked-scf7180000050381-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.3&CDS=1-963
OG0000813	YCR071C	snap_masked-scf7180000050381-processed-gene-1.71-mRNA-1_1&gene=snap_masked-scf7180000050381-processed-gene-1.71&CDS=1-288
OG0000814	YCR072C	augustus_masked-scf7180000050381-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.39&CDS=1-1614
OG0000815	YCR075C	augustus_masked-scf7180000050381-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.41&CDS=1-813
OG0000816	YCR075W-A	snap_masked-scf7180000050381-processed-gene-1.72-mRNA-1_1&gene=snap_masked-scf7180000050381-processed-gene-1.72&CDS=1-261
OG0000817	YCR076C	augustus_masked-scf7180000050381-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.42&CDS=1-885
OG0000818	YCR077C	augustus_masked-scf7180000050381-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.43&CDS=1-2460
OG0000819	YCR079W	augustus_masked-scf7180000050381-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.5&CDS=1-1278
OG0000820	YCR081W	augustus_masked-scf7180000050381-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.6&CDS=1-4278
OG0000821	YCR082W	augustus_masked-scf7180000049417-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000049417-processed-gene-0.7&CDS=1-393
OG0000822	YCR083W	augustus_masked-scf7180000050381-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.7&CDS=1-384
OG0000823	YCR084C	augustus_masked-scf7180000050273-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.59&CDS=1-2157
OG0000824	YCR086W	augustus_masked-scf7180000050381-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.8&CDS=1-531
OG0000825	YCR087C-A	augustus_masked-scf7180000050381-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.44&CDS=1-411
OG0000826	YCR088W	genemark-scf7180000050381-processed-gene-1.156-mRNA-1_1&gene=genemark-scf7180000050381-processed-gene-1.156&CDS=1-1725
OG0000827	YCR090C	augustus_masked-scf7180000050381-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.45&CDS=1-534
OG0000828	YCR092C	genemark-scf7180000050381-processed-gene-1.193-mRNA-1_1&gene=genemark-scf7180000050381-processed-gene-1.193&CDS=1-3159
OG0000829	YCR093W	augustus_masked-scf7180000050381-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.12&CDS=1-7395
OG0000830	YCR095C	augustus_masked-scf7180000050381-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.47&CDS=1-1200
OG0000831	YDL001W	augustus_masked-scf7180000050319-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-0.55&CDS=1-1380
OG0000832	YDL002C	augustus_masked-scf7180000050319-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-0.70&CDS=1-852
OG0000833	YDL003W	augustus_masked-scf7180000049439-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000049439-processed-gene-0.8&CDS=1-1761
OG0000834	YDL004W	augustus_masked-scf7180000049439-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000049439-processed-gene-0.9&CDS=1-489
OG0000835	YDL005C	augustus_masked-scf7180000050319-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-0.57&CDS=1-1101
OG0000836	YDL006W	augustus_masked-scf7180000050319-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-0.73&CDS=1-849
OG0000837	YDL007W	augustus_masked-scf7180000050319-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-0.74&CDS=1-1311
OG0000838	YDL012C	augustus_masked-scf7180000050202-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000050202-processed-gene-0.34&CDS=1-249
OG0000839	YDL013W	snap_masked-scf7180000050202-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000050202-processed-gene-0.20&CDS=1-729
OG0000840	YDL014W	augustus_masked-scf7180000050314-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000050314-processed-gene-0.44&CDS=1-975
OG0000841	YDL015C	augustus_masked-scf7180000050314-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000050314-processed-gene-0.32&CDS=1-927
OG0000842	YDL017W	augustus_masked-scf7180000050314-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-scf7180000050314-processed-gene-0.45&CDS=1-1521
OG0000843	YDL018C	augustus_masked-scf7180000050314-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000050314-processed-gene-0.33&CDS=1-657
OG0000844	YDL020C	augustus_masked-scf7180000050314-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000050314-processed-gene-0.36&CDS=1-1203
OG0000845	YDL022W	augustus_masked-scf7180000050314-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000050314-processed-gene-0.46&CDS=1-1170
OG0000846	YDL025C	maker-scf7180000050314-augustus-gene-0.3-mRNA-1_1&gene=maker-scf7180000050314-augustus-gene-0.3&CDS=1-1833
OG0000847	YDL031W	augustus_masked-scf7180000050319-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.76&CDS=1-5694
OG0000848	YDL033C	snap_masked-scf7180000050314-processed-gene-0.59-mRNA-1_1&gene=snap_masked-scf7180000050314-processed-gene-0.59&CDS=1-1221
OG0000849	YDL035C	maker-scf7180000050314-augustus-gene-0.2-mRNA-1_1&gene=maker-scf7180000050314-augustus-gene-0.2&CDS=1-2319
OG0000850	YDL037C	augustus_masked-scf7180000050212-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000050212-processed-gene-0.9&CDS=1-699
OG0000851	YDL040C	augustus_masked-scf7180000050327-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000050327-processed-gene-0.23&CDS=1-2526
OG0000852	YDL043C	augustus_masked-scf7180000050327-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000050327-processed-gene-0.20&CDS=1-813
OG0000853	YDL045C	augustus_masked-scf7180000050315-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000050315-processed-gene-0.61&CDS=1-987
OG0000854	YDL045W-A	augustus_masked-scf7180000050315-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000050315-processed-gene-0.55&CDS=1-291
OG0000855	YDL047W	maker-scf7180000050315-augustus-gene-0.3-mRNA-1_1&gene=maker-scf7180000050315-augustus-gene-0.3&CDS=1-1437
OG0000856	YDL049C	snap_masked-scf7180000050357-processed-gene-1.64-mRNA-1_1&gene=snap_masked-scf7180000050357-processed-gene-1.64&CDS=1-807
OG0000857	YDL051W	augustus_masked-scf7180000050357-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.114&CDS=1-840
OG0000858	YDL052C	augustus_masked-scf7180000050357-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.145&CDS=1-801
OG0000859	YDL053C	snap_masked-scf7180000050357-processed-gene-1.62-mRNA-1_1&gene=snap_masked-scf7180000050357-processed-gene-1.62&CDS=1-450
OG0000860	YDL054C	augustus_masked-scf7180000050357-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.143&CDS=1-1440
OG0000861	YDL055C	augustus_masked-scf7180000050357-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.142&CDS=1-1083
OG0000862	YDL056W	augustus_masked-scf7180000050357-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.112&CDS=1-2466
OG0000863	YDL057W	augustus_masked-scf7180000050357-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.111&CDS=1-1014
OG0000864	YDL058W	augustus_masked-scf7180000050357-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.110&CDS=1-5241
OG0000865	YDL059C	augustus_masked-scf7180000050357-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.141&CDS=1-627
OG0000866	YDL060W	maker-scf7180000050335-augustus-gene-0.68-mRNA-1_1&gene=maker-scf7180000050335-augustus-gene-0.68&CDS=1-3585
OG0000867	YDL063C	augustus_masked-scf7180000050357-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.140&CDS=1-1800
OG0000868	YDL064W	augustus_masked-scf7180000050357-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.109&CDS=1-471
OG0000869	YDL065C	augustus_masked-scf7180000050357-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.139&CDS=1-942
OG0000870	YDL066W	augustus_masked-scf7180000050357-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.108&CDS=1-1266
OG0000871	YDL067C	snap_masked-scf7180000050357-processed-gene-1.57-mRNA-1_1&gene=snap_masked-scf7180000050357-processed-gene-1.57&CDS=1-189
OG0000872	YDL072C	augustus_masked-scf7180000050357-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.138&CDS=1-516
OG0000873	YDL073W	snap_masked-scf7180000050357-processed-gene-1.21-mRNA-1_1&gene=snap_masked-scf7180000050357-processed-gene-1.21&CDS=1-2394
OG0000874	YDL074C	augustus_masked-scf7180000050357-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.137&CDS=1-2121
OG0000875	YDL077C	snap_masked-scf7180000050357-processed-gene-1.54-mRNA-1_1&gene=snap_masked-scf7180000050357-processed-gene-1.54&CDS=1-4119
OG0000876	YDL080C	augustus_masked-scf7180000050206-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-scf7180000050206-processed-gene-0.123&CDS=1-1905
OG0000877	YDL081C	augustus_masked-scf7180000050206-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-scf7180000050206-processed-gene-0.121&CDS=1-318
OG0000878	YDL084W	augustus_masked-scf7180000050206-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-scf7180000050206-processed-gene-0.102&CDS=1-1332
OG0000879	YDL086W	maker-scf7180000050206-augustus-gene-0.134-mRNA-1_1&gene=maker-scf7180000050206-augustus-gene-0.134&CDS=1-2454
OG0000880	YDL087C	augustus_masked-scf7180000050206-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-scf7180000050206-processed-gene-0.117&CDS=1-714
OG0000881	YDL088C	augustus_masked-scf7180000050151-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000050151-processed-gene-0.32&CDS=1-1413
OG0000882	YDL089W	augustus_masked-scf7180000050206-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scf7180000050206-processed-gene-0.99&CDS=1-1203
OG0000883	YDL090C	augustus_masked-scf7180000050206-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-scf7180000050206-processed-gene-0.116&CDS=1-1254
OG0000884	YDL091C	augustus_masked-scf7180000050206-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-scf7180000050206-processed-gene-0.115&CDS=1-1329
OG0000885	YDL092W	augustus_masked-scf7180000050206-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-scf7180000050206-processed-gene-0.98&CDS=1-426
OG0000886	YDL097C	augustus_masked-scf7180000050206-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-scf7180000050206-processed-gene-0.114&CDS=1-1266
OG0000887	YDL098C	augustus_masked-scf7180000050206-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scf7180000050206-processed-gene-0.113&CDS=1-567
OG0000888	YDL099W	augustus_masked-scf7180000050206-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-scf7180000050206-processed-gene-0.96&CDS=1-1059
OG0000889	YDL101C	maker-scf7180000050206-augustus-gene-0.137-mRNA-1_1&gene=maker-scf7180000050206-augustus-gene-0.137&CDS=1-2505
OG0000890	YDL102W	augustus_masked-scf7180000050206-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scf7180000050206-processed-gene-0.95&CDS=1-3291
OG0000891	YDL103C	augustus_masked-scf7180000050206-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-scf7180000050206-processed-gene-0.111&CDS=1-1428
OG0000892	YDL104C	augustus_masked-scf7180000050200-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000050200-processed-gene-0.43&CDS=1-1209
OG0000893	YDL105W	augustus_masked-scf7180000050200-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000050200-processed-gene-0.63&CDS=1-1152
OG0000894	YDL106C	augustus_masked-scf7180000050200-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000050200-processed-gene-0.44&CDS=1-1464
OG0000895	YDL107W	augustus_masked-scf7180000050200-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000050200-processed-gene-0.64&CDS=1-1011
