	Saccharomyces_cerevisiae	yHMPu5000026124_Ogataea_henricii
OG0000403	YOR227W, YPL137C	maker-flattened_line_2-augustus-gene-5.152-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-5.152&CDS=1-5646
OG0000404	YOR231W, YPL140C	genemark-flattened_line_0-processed-gene-4.50-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.50&CDS=1-1233
OG0000405	YOR237W, YPL145C	genemark-flattened_line_0-processed-gene-6.90-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.90&CDS=1-1263
OG0000406	YOR256C, YPL176C	genemark-flattened_line_14-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.19&CDS=1-2544
OG0000407	YOR270C	genemark-flattened_line_0-processed-gene-3.122-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.122&CDS=1-2448, genemark-flattened_line_14-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.75&CDS=1-2628
OG0000408	YOR296W	augustus_masked-flattened_line_44-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-1.156&CDS=1-3150, snap_masked-flattened_line_0-processed-gene-3.30-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.30&CDS=1-3423
OG0000409	YOR380W	augustus_masked-flattened_line_2-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.91&CDS=1-1506, genemark-flattened_line_16-processed-gene-2.154-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.154&CDS=1-1572
OG0000410	YOR390W, YPL279C	genemark-flattened_line_120-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.22&CDS=1-1020
OG0000411	YPL248C	genemark-flattened_line_42-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.7&CDS=1-3717, genemark-flattened_line_6-processed-gene-4.114-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.114&CDS=1-1809
OG0000412	YPR013C, YPR015C	genemark-flattened_line_8-processed-gene-1.134-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.134&CDS=1-1236
OG0000413	YPR022C	genemark-flattened_line_42-processed-gene-1.53-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.53&CDS=1-2577, genemark-flattened_line_74-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.141&CDS=1-2238
OG0000414	YPR127W	genemark-flattened_line_16-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.20&CDS=1-1011, genemark-flattened_line_48-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.131&CDS=1-1014
OG0000415	YPR169W-A, YPR170W-B	augustus_masked-flattened_line_114-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.4&CDS=1-3219
OG0000416	YPR194C	augustus_masked-flattened_line_40-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.72&CDS=1-2595, augustus_masked-flattened_line_40-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.73&CDS=1-2607
OG0000417	YAL001C	genemark-flattened_line_16-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.80&CDS=1-3696
OG0000418	YAL002W	genemark-flattened_line_4-processed-gene-1.100-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.100&CDS=1-4212
OG0000419	YAL003W	genemark-flattened_line_24-processed-gene-1.201-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.201&CDS=1-624
OG0000420	YAL009W	genemark-flattened_line_76-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.103&CDS=1-1140
OG0000421	YAL010C	genemark-flattened_line_76-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.127&CDS=1-1209
OG0000422	YAL011W	maker-flattened_line_0-snap-gene-3.62-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.62&CDS=1-2409
OG0000423	YAL013W	maker-flattened_line_56-snap-gene-0.4-mRNA-1_1&gene=maker-flattened_line_56-snap-gene-0.4&CDS=1-1551
OG0000424	YAL016W	genemark-flattened_line_116-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.15&CDS=1-1869
OG0000425	YAL019W	genemark-flattened_line_76-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.102&CDS=1-3174
OG0000426	YAL020C	augustus_masked-flattened_line_76-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.80&CDS=1-1110
OG0000427	YAL021C	maker-flattened_line_66-snap-gene-0.152-mRNA-1_1&gene=maker-flattened_line_66-snap-gene-0.152&CDS=1-4488
OG0000428	YAL022C	maker-flattened_line_14-snap-gene-0.91-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-0.91&CDS=1-2082
OG0000429	YAL024C	genemark-flattened_line_0-processed-gene-2.76-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.76&CDS=1-3312
OG0000430	YAL025C	genemark-flattened_line_38-processed-gene-1.100-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.100&CDS=1-894
OG0000431	YAL026C	genemark-flattened_line_44-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.40&CDS=1-4053
OG0000432	YAL032C	augustus_masked-flattened_line_58-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.36&CDS=1-933
OG0000433	YAL033W	genemark-flattened_line_24-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.111&CDS=1-501
OG0000434	YAL034W-A	genemark-flattened_line_6-processed-gene-3.3-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.3&CDS=1-987
OG0000435	YAL035W	genemark-flattened_line_76-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.108&CDS=1-3054
OG0000436	YAL036C	genemark-flattened_line_76-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.129&CDS=1-1098
OG0000437	YAL038W	genemark-flattened_line_14-processed-gene-2.140-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.140&CDS=1-1515
OG0000438	YAL039C	genemark-flattened_line_30-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.52&CDS=1-774
OG0000439	YAL041W	genemark-flattened_line_30-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.78&CDS=1-2346
OG0000440	YAL042W	maker-flattened_line_30-augustus-gene-0.50-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-0.50&CDS=1-3120
OG0000441	YAL043C	genemark-flattened_line_62-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.94&CDS=1-2190
OG0000442	YAL044C	genemark-flattened_line_0-processed-gene-2.61-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.61&CDS=1-546
OG0000443	YAL044W-A	augustus_masked-flattened_line_0-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.38&CDS=1-354
OG0000444	YAL046C	genemark-flattened_line_8-processed-gene-2.94-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.94&CDS=1-324
OG0000445	YAL048C	genemark-flattened_line_2-processed-gene-4.0-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.0&CDS=1-1923
OG0000446	YAL049C	genemark-flattened_line_96-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.5&CDS=1-717
OG0000447	YAL053W	genemark-flattened_line_96-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.23&CDS=1-2253
OG0000448	YAL058W	genemark-flattened_line_34-processed-gene-1.51-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.51&CDS=1-1752
OG0000449	YAL062W	genemark-flattened_line_0-processed-gene-6.132-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.132&CDS=1-1377
OG0000450	YAL067C	maker-flattened_line_38-augustus-gene-1.131-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-1.131&CDS=1-2979
OG0000451	YAR002W	augustus_masked-flattened_line_2-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.88&CDS=1-3852
OG0000452	YAR003W	genemark-flattened_line_46-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.101&CDS=1-1245
OG0000453	YAR007C	genemark-flattened_line_6-processed-gene-3.14-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.14&CDS=1-1827
OG0000454	YAR014C	genemark-flattened_line_80-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.25&CDS=1-1728
OG0000455	YAR015W	maker-flattened_line_2-augustus-gene-4.98-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-4.98&CDS=1-2211
OG0000456	YBL001C	genemark-flattened_line_62-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.90&CDS=1-321
OG0000457	YBL004W	genemark-flattened_line_34-processed-gene-1.39-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.39&CDS=1-7551
OG0000458	YBL007C	genemark-flattened_line_10-processed-gene-1.70-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.70&CDS=1-3450
OG0000459	YBL008W	genemark-flattened_line_14-processed-gene-2.144-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.144&CDS=1-2853
OG0000460	YBL011W	genemark-flattened_line_108-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.11&CDS=1-2166
OG0000461	YBL013W	genemark-flattened_line_6-processed-gene-2.72-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.72&CDS=1-1005
OG0000462	YBL015W	genemark-flattened_line_10-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.36&CDS=1-1569
OG0000463	YBL018C	snap_masked-flattened_line_46-processed-gene-0.192-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.192&CDS=1-351
OG0000464	YBL019W	genemark-flattened_line_48-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.145&CDS=1-1689
OG0000465	YBL020W	genemark-flattened_line_10-processed-gene-3.107-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.107&CDS=1-1605
OG0000466	YBL021C	augustus_masked-flattened_line_10-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.27&CDS=1-930
OG0000467	YBL022C	genemark-flattened_line_42-processed-gene-1.43-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.43&CDS=1-3378
OG0000468	YBL023C	genemark-flattened_line_24-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.94&CDS=1-2646
OG0000469	YBL024W	genemark-flattened_line_10-processed-gene-3.146-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.146&CDS=1-2658
OG0000470	YBL028C	genemark-flattened_line_20-processed-gene-1.1-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.1&CDS=1-330
OG0000471	YBL029W	genemark-flattened_line_44-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.26&CDS=1-1305
OG0000472	YBL032W	maker-flattened_line_8-snap-gene-3.164-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-3.164&CDS=1-2445
OG0000473	YBL033C	genemark-flattened_line_28-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.98&CDS=1-987
OG0000474	YBL034C	augustus_masked-flattened_line_2-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.61&CDS=1-4371
OG0000475	YBL035C	genemark-flattened_line_10-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.58&CDS=1-1866
OG0000476	YBL036C	genemark-flattened_line_10-processed-gene-1.54-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.54&CDS=1-720
OG0000477	YBL037W	genemark-flattened_line_10-processed-gene-1.53-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.53&CDS=1-2979
OG0000478	YBL038W	genemark-flattened_line_88-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.59&CDS=1-672
OG0000479	YBL039C	genemark-flattened_line_14-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.16&CDS=1-1725
OG0000480	YBL040C	genemark-flattened_line_14-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.34&CDS=1-633
OG0000481	YBL041W	genemark-flattened_line_14-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.12&CDS=1-729
OG0000482	YBL045C	genemark-flattened_line_28-processed-gene-1.123-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.123&CDS=1-1332
OG0000483	YBL047C	snap_masked-flattened_line_0-processed-gene-1.114-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.114&CDS=1-4227
OG0000484	YBL049W	genemark-flattened_line_40-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.85&CDS=1-645
OG0000485	YBL050W	genemark-flattened_line_68-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.69&CDS=1-894
OG0000486	YBL051C	genemark-flattened_line_26-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.21&CDS=1-2289
OG0000487	YBL055C	maker-flattened_line_84-snap-gene-0.83-mRNA-1_1&gene=maker-flattened_line_84-snap-gene-0.83&CDS=1-2286
OG0000488	YBL057C	genemark-flattened_line_84-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.31&CDS=1-663
OG0000489	YBL059C-A	genemark-flattened_line_12-processed-gene-3.129-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.129&CDS=1-318
OG0000490	YBL061C	genemark-flattened_line_102-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.15&CDS=1-1794
OG0000491	YBL064C	genemark-flattened_line_12-processed-gene-3.93-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.93&CDS=1-747
OG0000492	YBL066C	genemark-flattened_line_12-processed-gene-3.94-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.94&CDS=1-2934
OG0000493	YBL071W-A	augustus_masked-flattened_line_102-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.22&CDS=1-228
OG0000494	YBL076C	maker-flattened_line_48-augustus-gene-0.15-mRNA-1_1&gene=maker-flattened_line_48-augustus-gene-0.15&CDS=1-4428
OG0000495	YBL078C	genemark-flattened_line_56-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.52&CDS=1-372
OG0000496	YBL079W	genemark-flattened_line_56-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.18&CDS=1-4353
OG0000497	YBL080C	genemark-flattened_line_56-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.15&CDS=1-1455
OG0000498	YBL082C	maker-flattened_line_48-augustus-gene-0.11-mRNA-1_1&gene=maker-flattened_line_48-augustus-gene-0.11&CDS=1-3855
OG0000499	YBL086C	maker-flattened_line_40-snap-gene-0.47-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.47&CDS=1-915
OG0000500	YBL088C	snap_masked-flattened_line_44-processed-gene-1.30-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-1.30&CDS=1-8871
OG0000501	YBL090W	genemark-flattened_line_82-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.115&CDS=1-486
OG0000502	YBL091C	genemark-flattened_line_82-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.128&CDS=1-1269
OG0000503	YBL092W	genemark-flattened_line_44-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.41&CDS=1-393
OG0000504	YBL093C	genemark-flattened_line_44-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.23&CDS=1-549
OG0000505	YBL095W	genemark-flattened_line_8-processed-gene-2.91-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.91&CDS=1-702
OG0000506	YBL097W	genemark-flattened_line_6-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.65&CDS=1-2067
OG0000507	YBL098W	genemark-flattened_line_6-processed-gene-1.43-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.43&CDS=1-1347
OG0000508	YBL099W	genemark-flattened_line_4-processed-gene-4.12-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.12&CDS=1-1644
OG0000509	YBL102W	genemark-flattened_line_4-processed-gene-2.16-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.16&CDS=1-654
OG0000510	YBL103C	genemark-flattened_line_4-processed-gene-2.15-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.15&CDS=1-1428
OG0000511	YBL104C	maker-flattened_line_12-snap-gene-2.12-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-2.12&CDS=1-5301
OG0000512	YBR002C	genemark-flattened_line_28-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.74&CDS=1-816
OG0000513	YBR003W	genemark-flattened_line_28-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.51&CDS=1-1473
OG0000514	YBR004C	genemark-flattened_line_4-processed-gene-3.37-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.37&CDS=1-1176
OG0000515	YBR007C	snap_masked-flattened_line_18-processed-gene-1.93-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.93&CDS=1-1707
OG0000516	YBR011C	augustus_masked-flattened_line_10-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.7&CDS=1-852
OG0000517	YBR017C	genemark-flattened_line_80-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.24&CDS=1-2811
OG0000518	YBR022W	genemark-flattened_line_34-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.103&CDS=1-546
OG0000519	YBR023C	genemark-flattened_line_24-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.113&CDS=1-3684
OG0000520	YBR025C	genemark-flattened_line_8-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.68&CDS=1-1185
OG0000521	YBR026C	maker-flattened_line_36-snap-gene-1.158-mRNA-1_1&gene=maker-flattened_line_36-snap-gene-1.158&CDS=1-1533
OG0000522	YBR029C	genemark-flattened_line_58-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.78&CDS=1-1332
OG0000523	YBR030W	genemark-flattened_line_126-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.17&CDS=1-1608
OG0000524	YBR034C	genemark-flattened_line_12-processed-gene-2.18-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.18&CDS=1-1020
OG0000525	YBR035C	genemark-flattened_line_24-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.122&CDS=1-714
OG0000526	YBR038W	genemark-flattened_line_104-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.34&CDS=1-2970
OG0000527	YBR039W	augustus_masked-flattened_line_48-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.49&CDS=1-867
OG0000528	YBR040W	augustus_masked-flattened_line_6-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.38&CDS=1-852
OG0000529	YBR041W	genemark-flattened_line_6-processed-gene-3.29-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.29&CDS=1-2001
OG0000530	YBR043C	genemark-flattened_line_6-processed-gene-4.68-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.68&CDS=1-1995
OG0000531	YBR045C	genemark-flattened_line_48-processed-gene-0.160-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.160&CDS=1-2145
OG0000532	YBR047W	genemark-flattened_line_36-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.72&CDS=1-573
OG0000533	YBR053C	genemark-flattened_line_118-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.14&CDS=1-963
OG0000534	YBR056W	genemark-flattened_line_16-processed-gene-1.79-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.79&CDS=1-1494
OG0000535	YBR057C	maker-flattened_line_70-augustus-gene-0.89-mRNA-1_1&gene=maker-flattened_line_70-augustus-gene-0.89&CDS=1-1548
OG0000536	YBR058C	genemark-flattened_line_70-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.29&CDS=1-2376
OG0000537	YBR060C	genemark-flattened_line_32-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.98&CDS=1-1716
OG0000538	YBR061C	genemark-flattened_line_2-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.8&CDS=1-906
OG0000539	YBR062C	genemark-flattened_line_2-processed-gene-1.7-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.7&CDS=1-570
OG0000540	YBR065C	genemark-flattened_line_34-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.120&CDS=1-1077
OG0000541	YBR070C	augustus_masked-flattened_line_34-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.59&CDS=1-468
OG0000542	YBR073W	snap_masked-flattened_line_16-processed-gene-1.98-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.98&CDS=1-2448
