	Saccharomyces_cerevisiae	yHMPu5000034886_Ogataea_trehalophila
OG0000461	YLR181C	augustus_masked-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.181&CDS=1-1554, genemark-NODE_43_length_108954_cov_12.3396_ID_85-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_43_length_108954_cov_12.3396_ID_85-processed-gene-0.112&CDS=1-1251
OG0000462	YLR210W	genemark-NODE_25_length_183651_cov_12.6735_ID_49-processed-gene-0.126-mRNA-1_1&gene=genemark-NODE_25_length_183651_cov_12.6735_ID_49-processed-gene-0.126&CDS=1-1326, genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.15&CDS=1-1323
OG0000463	YLR241W	genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-0.11&CDS=1-2688, genemark-NODE_33_length_168827_cov_13.3165_ID_65-processed-gene-0.125-mRNA-1_1&gene=genemark-NODE_33_length_168827_cov_13.3165_ID_65-processed-gene-0.125&CDS=1-2682
OG0000464	YLR248W	genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.131-mRNA-1_1&gene=genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.131&CDS=1-2979, genemark-NODE_47_length_94609_cov_23.3353_ID_93-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_47_length_94609_cov_23.3353_ID_93-processed-gene-0.37&CDS=1-1995
OG0000465	YLR260W, YOR171C	genemark-NODE_34_length_160508_cov_14.9514_ID_67-processed-gene-0.174-mRNA-1_1&gene=genemark-NODE_34_length_160508_cov_14.9514_ID_67-processed-gene-0.174&CDS=1-1554
OG0000466	YLR264W, YOR167C	augustus_masked-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.203-mRNA-1_1&gene=augustus_masked-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.203&CDS=1-201
OG0000467	YLR270W, YOR173W	genemark-NODE_55_length_82496_cov_27.738_ID_109-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_55_length_82496_cov_27.738_ID_109-processed-gene-0.42&CDS=1-903
OG0000468	YLR284C, YOR180C	genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-1.78&CDS=1-807
OG0000469	YLR287C-A, YOR182C	maker-NODE_15_length_262862_cov_12.7655_ID_29-snap-gene-1.11-mRNA-1_1&gene=maker-NODE_15_length_262862_cov_12.7655_ID_29-snap-gene-1.11&CDS=1-1935
OG0000470	YLR354C	genemark-NODE_52_length_86934_cov_22.2393_ID_103-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_52_length_86934_cov_22.2393_ID_103-processed-gene-0.68&CDS=1-969, genemark-NODE_93_length_31750_cov_12.8154_ID_185-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_93_length_31750_cov_12.8154_ID_185-processed-gene-0.13&CDS=1-1008
OG0000471	YLR449W, YML074C	genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-1.56&CDS=1-1332
OG0000472	YLR450W, YML075C	genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-1.8-mRNA-1_1&gene=genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-1.8&CDS=1-3192
OG0000473	YLR456W, YPR172W	genemark-NODE_58_length_77449_cov_14.295_ID_115-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_58_length_77449_cov_14.295_ID_115-processed-gene-0.97&CDS=1-558
OG0000474	YML020W	genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.24&CDS=1-2532, genemark-NODE_51_length_87043_cov_13.5604_ID_101-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_51_length_87043_cov_13.5604_ID_101-processed-gene-0.63&CDS=1-2019
OG0000475	YML073C	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-2.130-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-2.130&CDS=1-528, snap_masked-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-1.195-mRNA-1_1&gene=snap_masked-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-1.195&CDS=1-525
OG0000476	YML100W, YMR261C	genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-1.31&CDS=1-3297
OG0000477	YML106W, YMR271C	augustus_masked-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.136&CDS=1-663
OG0000478	YML109W, YMR273C	genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.4&CDS=1-3084
OG0000479	YMR119W, YNL008C	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.135-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.135&CDS=1-2184
OG0000480	YMR155W	augustus_masked-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.209-mRNA-1_1&gene=augustus_masked-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.209&CDS=1-2346, augustus_masked-NODE_91_length_37821_cov_14.81_ID_181-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_91_length_37821_cov_14.81_ID_181-processed-gene-0.24&CDS=1-3153
OG0000481	YMR172W, YOL116W	genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.61&CDS=1-978
OG0000482	YMR177W, YPL224C	genemark-NODE_66_length_65680_cov_13.561_ID_131-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_66_length_65680_cov_13.561_ID_131-processed-gene-0.48&CDS=1-1449
OG0000483	YMR183C, YPL232W	genemark-NODE_63_length_67103_cov_12.8034_ID_125-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_63_length_67103_cov_12.8034_ID_125-processed-gene-0.45&CDS=1-870
OG0000484	YMR216C	genemark-NODE_63_length_67103_cov_12.8034_ID_125-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_63_length_67103_cov_12.8034_ID_125-processed-gene-0.54&CDS=1-1980, maker-NODE_83_length_47479_cov_12.2302_ID_165-snap-gene-0.20-mRNA-1_1&gene=maker-NODE_83_length_47479_cov_12.2302_ID_165-snap-gene-0.20&CDS=1-3144
OG0000485	YMR221C	genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.145-mRNA-1_1&gene=genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.145&CDS=1-1554, genemark-NODE_53_length_86924_cov_11.76_ID_105-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_53_length_86924_cov_11.76_ID_105-processed-gene-0.49&CDS=1-1614
OG0000486	YMR222C, YOR280C	genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.144-mRNA-1_1&gene=genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.144&CDS=1-768
OG0000487	YMR230W, YOR293W	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-3.98-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-3.98&CDS=1-360
OG0000488	YMR233W, YOR295W	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-4.125-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-4.125&CDS=1-705
OG0000489	YMR242C, YOR312C	augustus_masked-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.21&CDS=1-549
OG0000490	YMR253C, YPL264C	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-0.63&CDS=1-1305
OG0000491	YNL027W	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.49&CDS=1-1299, genemark-NODE_95_length_25316_cov_14.3001_ID_189-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_95_length_25316_cov_14.3001_ID_189-processed-gene-0.17&CDS=1-2733
OG0000492	YNL054W	genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.27&CDS=1-2289, maker-NODE_82_length_48335_cov_16.6577_ID_163-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_82_length_48335_cov_16.6577_ID_163-snap-gene-0.0&CDS=1-2397
OG0000493	YNL101W	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.48&CDS=1-2043, genemark-NODE_74_length_57065_cov_22.7306_ID_147-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_74_length_57065_cov_22.7306_ID_147-processed-gene-0.45&CDS=1-3117
OG0000494	YNL216W	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.35-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.35&CDS=1-2274, genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-2.14-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-2.14&CDS=1-1989
OG0000495	YNL234W	genemark-NODE_21_length_214908_cov_18.2348_ID_41-processed-gene-1.165-mRNA-1_1&gene=genemark-NODE_21_length_214908_cov_18.2348_ID_41-processed-gene-1.165&CDS=1-885, genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-1.51&CDS=1-1203
OG0000496	YNL239W	genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-0.27&CDS=1-1470, maker-NODE_13_length_297526_cov_12.7474_ID_25-augustus-gene-1.95-mRNA-1_1&gene=maker-NODE_13_length_297526_cov_12.7474_ID_25-augustus-gene-1.95&CDS=1-3096
OG0000497	YNL245C	genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.74&CDS=1-1368, snap_masked-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-0.25&CDS=1-2085
OG0000498	YNL293W, YOL112W	genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-2.106-mRNA-1_1&gene=genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-2.106&CDS=1-1947
OG0000499	YNL298W, YOL113W	genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.30&CDS=1-2550
OG0000500	YNL299W, YOL115W	genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.20&CDS=1-2172
OG0000501	YNL301C, YOL120C	maker-NODE_1_length_559938_cov_12.5074_ID_1-snap-gene-1.36-mRNA-1_1&gene=maker-NODE_1_length_559938_cov_12.5074_ID_1-snap-gene-1.36&CDS=1-993
OG0000502	YNR055C	genemark-NODE_41_length_110995_cov_15.2803_ID_81-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_41_length_110995_cov_15.2803_ID_81-processed-gene-0.70&CDS=1-1431, genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-1.20&CDS=1-1722
OG0000503	YOR108W	genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.185-mRNA-1_1&gene=genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.185&CDS=1-1788, genemark-NODE_58_length_77449_cov_14.295_ID_115-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_58_length_77449_cov_14.295_ID_115-processed-gene-0.90&CDS=1-1740
OG0000504	YOR161C	genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-0.42&CDS=1-1524, genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-2.91-mRNA-1_1&gene=genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-2.91&CDS=1-1617
OG0000505	YOR226C, YPL135W	genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.59&CDS=1-552
OG0000506	YOR231W, YPL140C	genemark-NODE_58_length_77449_cov_14.295_ID_115-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_58_length_77449_cov_14.295_ID_115-processed-gene-0.87&CDS=1-1443
OG0000507	YOR233W, YPL141C	genemark-NODE_22_length_195135_cov_21.5797_ID_43-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_22_length_195135_cov_21.5797_ID_43-processed-gene-0.22&CDS=1-2880
OG0000508	YOR237W, YPL145C	genemark-NODE_73_length_57673_cov_12.9071_ID_145-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_73_length_57673_cov_12.9071_ID_145-processed-gene-0.58&CDS=1-1272
OG0000509	YOR256C, YPL176C	genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-1.103-mRNA-1_1&gene=genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-1.103&CDS=1-2532
OG0000510	YOR270C	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-1.103-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-1.103&CDS=1-2619, genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-3.88-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-3.88&CDS=1-2454
OG0000511	YOR285W, YOR286W	genemark-NODE_88_length_41501_cov_14.5778_ID_175-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_88_length_41501_cov_14.5778_ID_175-processed-gene-0.29&CDS=1-636
OG0000512	YOR348C	genemark-NODE_24_length_185531_cov_13.2868_ID_47-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_24_length_185531_cov_13.2868_ID_47-processed-gene-0.3&CDS=1-1677, genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.42-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.42&CDS=1-1644
OG0000513	YOR374W	genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-2.123-mRNA-1_1&gene=genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-2.123&CDS=1-1569, genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.123-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.123&CDS=1-1500
OG0000514	YOR390W, YPL279C	genemark-NODE_70_length_60666_cov_13.5245_ID_139-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_70_length_60666_cov_13.5245_ID_139-processed-gene-0.30&CDS=1-723
OG0000515	YPL067C	genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.142-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.142&CDS=1-600, genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.143-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.143&CDS=1-624
OG0000516	YPL092W	genemark-NODE_57_length_77705_cov_13.3156_ID_113-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_57_length_77705_cov_13.3156_ID_113-processed-gene-0.41&CDS=1-1212, genemark-NODE_60_length_72684_cov_14.121_ID_119-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_60_length_72684_cov_14.121_ID_119-processed-gene-0.76&CDS=1-1308
OG0000517	YPL115C	genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.70&CDS=1-936, snap_masked-NODE_47_length_94609_cov_23.3353_ID_93-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_47_length_94609_cov_23.3353_ID_93-processed-gene-0.94&CDS=1-3708
OG0000518	YPL174C	augustus_masked-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-1.28&CDS=1-2703, genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.57&CDS=1-882
OG0000519	YPR013C, YPR015C	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.39&CDS=1-1311
OG0000520	YPR169W-A, YPR170W-B	genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.155-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.155&CDS=1-2037
OG0000521	YPR181C	genemark-NODE_80_length_48792_cov_13.6411_ID_159-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_80_length_48792_cov_13.6411_ID_159-processed-gene-0.12&CDS=1-2376, maker-NODE_20_length_238563_cov_12.5791_ID_39-snap-gene-1.187-mRNA-1_1&gene=maker-NODE_20_length_238563_cov_12.5791_ID_39-snap-gene-1.187&CDS=1-3558
OG0000522	YAL001C	genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.21-mRNA-1_1&gene=genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.21&CDS=1-3675
OG0000523	YAL002W	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-4.135-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-4.135&CDS=1-4407
OG0000524	YAL003W	snap_masked-NODE_22_length_195135_cov_21.5797_ID_43-processed-gene-0.177-mRNA-1_1&gene=snap_masked-NODE_22_length_195135_cov_21.5797_ID_43-processed-gene-0.177&CDS=1-564
OG0000525	YAL008W	genemark-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.36&CDS=1-633
OG0000526	YAL009W	genemark-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.40&CDS=1-1299
OG0000527	YAL010C	augustus_masked-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.109&CDS=1-1308
OG0000528	YAL011W	genemark-NODE_58_length_77449_cov_14.295_ID_115-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_58_length_77449_cov_14.295_ID_115-processed-gene-0.101&CDS=1-3375
OG0000529	YAL013W	genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-0.8&CDS=1-1224
OG0000530	YAL016W	genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.39&CDS=1-1854
OG0000531	YAL019W	genemark-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.41&CDS=1-3399
OG0000532	YAL020C	genemark-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.16&CDS=1-1167
OG0000533	YAL021C	maker-NODE_16_length_259366_cov_13.0174_ID_31-snap-gene-1.75-mRNA-1_1&gene=maker-NODE_16_length_259366_cov_13.0174_ID_31-snap-gene-1.75&CDS=1-3594
OG0000534	YAL022C	genemark-NODE_20_length_238563_cov_12.5791_ID_39-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_20_length_238563_cov_12.5791_ID_39-processed-gene-0.97&CDS=1-1356
OG0000535	YAL024C	genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-1.110-mRNA-1_1&gene=genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-1.110&CDS=1-4107
OG0000536	YAL025C	genemark-NODE_78_length_50721_cov_13.3598_ID_155-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_78_length_50721_cov_13.3598_ID_155-processed-gene-0.36&CDS=1-909
OG0000537	YAL026C	genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.198-mRNA-1_1&gene=genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.198&CDS=1-3924
OG0000538	YAL027W	genemark-NODE_56_length_78183_cov_12.81_ID_111-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_56_length_78183_cov_12.81_ID_111-processed-gene-0.89&CDS=1-681
OG0000539	YAL033W	genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.26&CDS=1-519
OG0000540	YAL034W-A	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.18-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.18&CDS=1-1047
OG0000541	YAL035W	augustus_masked-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.129&CDS=1-3066
OG0000542	YAL036C	genemark-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.13&CDS=1-1098
OG0000543	YAL038W	genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.61&CDS=1-1515
OG0000544	YAL039C	genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-2.103-mRNA-1_1&gene=genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-2.103&CDS=1-789
OG0000545	YAL041W	genemark-NODE_45_length_103179_cov_12.1931_ID_89-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_45_length_103179_cov_12.1931_ID_89-processed-gene-0.5&CDS=1-2595
OG0000546	YAL042W	genemark-NODE_45_length_103179_cov_12.1931_ID_89-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_45_length_103179_cov_12.1931_ID_89-processed-gene-0.4&CDS=1-1215
OG0000547	YAL043C	genemark-NODE_84_length_45592_cov_19.2858_ID_167-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_84_length_45592_cov_19.2858_ID_167-processed-gene-0.46&CDS=1-2280
OG0000548	YAL044C	genemark-NODE_54_length_84458_cov_12.8659_ID_107-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_54_length_84458_cov_12.8659_ID_107-processed-gene-0.20&CDS=1-549
OG0000549	YAL044W-A	genemark-NODE_54_length_84458_cov_12.8659_ID_107-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_54_length_84458_cov_12.8659_ID_107-processed-gene-0.2&CDS=1-348
OG0000550	YAL046C	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.69&CDS=1-396
OG0000551	YAL048C	snap_masked-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.187-mRNA-1_1&gene=snap_masked-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.187&CDS=1-1926
OG0000552	YAL049C	genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-2.11-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-2.11&CDS=1-717
OG0000553	YAL058W	augustus_masked-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.129&CDS=1-1716
OG0000554	YAL059W	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.13-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.13&CDS=1-615
