	Nakaseomyces_bracarensis	Saccharomyces_cerevisiae
OG0000702	snap_masked-CABR0S05-processed-gene-2.42-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.42&CDS=1-1593	YDR072C
OG0000703	snap_masked-CABR0S05-processed-gene-2.9-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.9&CDS=1-267	YDR073W
OG0000704	snap_masked-CABR0S05-processed-gene-2.10-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.10&CDS=1-2700	YDR074W
OG0000705	snap_masked-CABR0S05-processed-gene-2.11-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.11&CDS=1-927	YDR075W
OG0000706	snap_masked-CABR0S05-processed-gene-2.12-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.12&CDS=1-1026	YDR076W
OG0000707	genemark-CABR0S05-processed-gene-2.134-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-2.134&CDS=1-720	YDR078C
OG0000708	snap_masked-CABR0S05-processed-gene-2.14-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.14&CDS=1-315	YDR079W
OG0000709	snap_masked-CABR0S05-processed-gene-2.44-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.44&CDS=1-222	YDR079C-A
OG0000710	augustus_masked-CABR0S05-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-2.64&CDS=1-2871	YDR080W
OG0000711	snap_masked-CABR0S05-processed-gene-2.45-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.45&CDS=1-2469	YDR081C
OG0000712	augustus_masked-CABR0S05-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-2.65&CDS=1-1356	YDR082W
OG0000713	snap_masked-CABR0S05-processed-gene-2.17-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.17&CDS=1-1134	YDR083W
OG0000714	snap_masked-CABR0S05-processed-gene-2.46-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.46&CDS=1-588	YDR084C
OG0000715	snap_masked-CABR0S05-processed-gene-2.18-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.18&CDS=1-2157	YOR361C
OG0000716	genemark-CABR0S05-processed-gene-2.114-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-2.114&CDS=1-1731	YOR360C
OG0000717	genemark-CABR0S05-processed-gene-2.137-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-2.137&CDS=1-1722	YOR359W
OG0000718	snap_masked-CABR0S05-processed-gene-2.47-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.47&CDS=1-435	YOR358W
OG0000719	snap_masked-CABR0S05-processed-gene-2.22-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.22&CDS=1-1911	YNL094W
OG0000720	snap_masked-CABR0S05-processed-gene-2.23-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.23&CDS=1-1188	YNL092W
OG0000721	snap_masked-CABR0S05-processed-gene-2.24-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.24&CDS=1-3936	YNL091W
OG0000722	snap_masked-CABR0S05-processed-gene-2.25-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.25&CDS=1-564	YNL090W
OG0000723	snap_masked-CABR0S05-processed-gene-2.28-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.28&CDS=1-4206	YNL088W
OG0000724	snap_masked-CABR0S05-processed-gene-2.29-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.29&CDS=1-300	YNL086W
OG0000725	snap_masked-CABR0S05-processed-gene-2.30-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.30&CDS=1-2418	YNL085W
OG0000726	snap_masked-CABR0S05-processed-gene-2.48-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.48&CDS=1-1044	YNL084C
OG0000727	snap_masked-CABR0S05-processed-gene-2.31-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-2.31&CDS=1-1560	YNL083W
OG0000728	snap_masked-CABR0S05-processed-gene-3.98-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.98&CDS=1-2724	YNL082W
OG0000729	snap_masked-CABR0S05-processed-gene-3.101-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.101&CDS=1-363	YNL081C
OG0000730	snap_masked-CABR0S05-processed-gene-3.102-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.102&CDS=1-1113	YNL080C
OG0000731	snap_masked-CABR0S05-processed-gene-3.99-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.99&CDS=1-1920	YGL099W
OG0000732	snap_masked-CABR0S05-processed-gene-3.100-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.100&CDS=1-663	YGL098W
OG0000733	snap_masked-CABR0S05-processed-gene-3.104-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.104&CDS=1-1413	YGL097W
OG0000734	genemark-CABR0S05-processed-gene-3.13-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-3.13&CDS=1-684	YMR090W
OG0000735	genemark-CABR0S05-processed-gene-3.32-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-3.32&CDS=1-1323	YMR091C
OG0000736	snap_masked-CABR0S05-processed-gene-3.125-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.125&CDS=1-1839	YMR092C
OG0000737	snap_masked-CABR0S05-processed-gene-3.106-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.106&CDS=1-1554	YMR093W
OG0000738	augustus_masked-CABR0S05-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-3.62&CDS=1-1401	YMR094W
OG0000739	snap_masked-CABR0S05-processed-gene-3.126-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.126&CDS=1-1038	YMR097C
OG0000740	genemark-CABR0S05-processed-gene-3.35-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-3.35&CDS=1-1782	YMR098C
OG0000741	snap_masked-CABR0S05-processed-gene-3.128-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.128&CDS=1-1446	YKL112W
OG0000742	snap_masked-CABR0S05-processed-gene-3.108-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.108&CDS=1-3783	YMR012W
OG0000743	genemark-CABR0S05-processed-gene-3.37-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-3.37&CDS=1-1428	YMR013C
OG0000744	snap_masked-CABR0S05-processed-gene-3.109-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.109&CDS=1-1416	YMR014W
OG0000745	snap_masked-CABR0S05-processed-gene-3.130-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.130&CDS=1-1566	YMR015C
OG0000746	genemark-CABR0S05-processed-gene-3.18-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-3.18&CDS=1-1518	YMR020W
OG0000747	augustus_masked-CABR0S05-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-3.87&CDS=1-1314	YMR021C
OG0000748	snap_masked-CABR0S05-processed-gene-3.111-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.111&CDS=1-495	YMR022W
OG0000749	snap_masked-CABR0S05-processed-gene-3.132-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.132&CDS=1-1491	YMR023C
OG0000750	snap_masked-CABR0S05-processed-gene-3.112-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.112&CDS=1-1101	YMR024W
OG0000751	augustus_masked-CABR0S05-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-3.68&CDS=1-855	YMR025W
OG0000752	snap_masked-CABR0S05-processed-gene-3.133-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.133&CDS=1-1281	YMR026C
OG0000753	snap_masked-CABR0S05-processed-gene-3.114-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.114&CDS=1-1407	YMR027W
OG0000754	snap_masked-CABR0S05-processed-gene-3.115-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.115&CDS=1-1113	YMR028W
OG0000755	maker-CABR0S05-snap-gene-3.4-mRNA-1_1&gene=maker-CABR0S05-snap-gene-3.4&CDS=1-723	YPL052W
OG0000756	snap_masked-CABR0S05-processed-gene-3.135-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.135&CDS=1-471	YPL054W
OG0000757	maker-CABR0S05-augustus-gene-3.144-mRNA-1_1&gene=maker-CABR0S05-augustus-gene-3.144&CDS=1-1539	YPL060W
OG0000758	snap_masked-CABR0S05-processed-gene-3.139-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.139&CDS=1-1419	YPL063W
OG0000759	snap_masked-CABR0S05-processed-gene-3.140-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.140&CDS=1-747	YPL065W
OG0000760	augustus_masked-CABR0S05-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-3.96&CDS=1-1404	YPL066W
OG0000761	augustus_masked-CABR0S05-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-3.75&CDS=1-600	YPL067C
OG0000762	snap_masked-CABR0S05-processed-gene-3.122-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.122&CDS=1-990	YPL069C
OG0000763	snap_masked-CABR0S05-processed-gene-3.142-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-3.142&CDS=1-1671	YPL070W
OG0000764	augustus_masked-CABR0S05-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-3.78&CDS=1-420	YPL071C
OG0000765	snap_masked-CABR0S05-processed-gene-4.1-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.1&CDS=1-1125	YPL072W
OG0000766	snap_masked-CABR0S05-processed-gene-4.3-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.3&CDS=1-2940	YPL075W
OG0000767	snap_masked-CABR0S05-processed-gene-4.4-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.4&CDS=1-837	YPL076W
OG0000768	snap_masked-CABR0S05-processed-gene-4.5-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.5&CDS=1-1665	YBR196C
OG0000769	snap_masked-CABR0S05-processed-gene-4.6-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.6&CDS=1-714	YPL078C
OG0000770	snap_masked-CABR0S05-processed-gene-4.7-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.7&CDS=1-5634	YPL082C
OG0000771	augustus_masked-CABR0S05-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-4.43&CDS=1-1308	YPL083C
OG0000772	snap_masked-CABR0S05-processed-gene-4.20-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.20&CDS=1-6552	YPL085W
OG0000773	snap_masked-CABR0S05-processed-gene-4.23-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.23&CDS=1-3024	YDR028C
OG0000774	snap_masked-CABR0S05-processed-gene-4.24-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.24&CDS=1-1443	YDR030C
OG0000775	snap_masked-CABR0S05-processed-gene-4.25-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.25&CDS=1-594	YDR032C
OG0000776	snap_masked-CABR0S05-processed-gene-4.28-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.28&CDS=1-2430	YDR034C
OG0000777	snap_masked-CABR0S05-processed-gene-4.29-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.29&CDS=1-1467	YDR036C
OG0000778	snap_masked-CABR0S05-processed-gene-4.11-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.11&CDS=1-1770	YDR037W
OG0000779	snap_masked-CABR0S05-processed-gene-4.12-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.12&CDS=1-681	YDR041W
OG0000780	augustus_masked-CABR0S05-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-4.49&CDS=1-978	YDR044W
OG0000781	genemark-CABR0S05-processed-gene-4.79-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-4.79&CDS=1-1830	YBR098W
OG0000782	snap_masked-CABR0S05-processed-gene-4.33-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.33&CDS=1-876	YBR101C
OG0000783	snap_masked-CABR0S05-processed-gene-4.34-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.34&CDS=1-2322	YBR102C
OG0000784	snap_masked-CABR0S05-processed-gene-4.15-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.15&CDS=1-1605	YBR103W
OG0000785	snap_masked-CABR0S05-processed-gene-4.35-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-4.35&CDS=1-780	YPR060C
OG0000786	snap_masked-CABR0S05-processed-gene-5.3-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.3&CDS=1-981	YBR105C
OG0000787	snap_masked-CABR0S05-processed-gene-5.0-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.0&CDS=1-594	YBR106W
OG0000788	genemark-CABR0S05-processed-gene-5.143-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.143&CDS=1-1347	YBR110W
OG0000789	maker-CABR0S05-snap-gene-5.71-mRNA-1_1&gene=maker-CABR0S05-snap-gene-5.71&CDS=1-696	YBR111C
OG0000790	genemark-CABR0S05-processed-gene-5.147-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.147&CDS=1-297	YBR111W-A
OG0000791	genemark-CABR0S05-processed-gene-5.148-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.148&CDS=1-2445	YBR114W
OG0000792	genemark-CABR0S05-processed-gene-5.174-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.174&CDS=1-4173	YBR115C
OG0000793	genemark-CABR0S05-processed-gene-5.175-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.175&CDS=1-426	YPR082C
OG0000794	augustus_masked-CABR0S05-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-5.86&CDS=1-1671	YPR083W
OG0000795	snap_masked-CABR0S05-processed-gene-5.10-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.10&CDS=1-1446	YPR084W
OG0000796	genemark-CABR0S05-processed-gene-5.176-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.176&CDS=1-1431	YPR085C
OG0000797	snap_masked-CABR0S05-processed-gene-5.11-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.11&CDS=1-1086	YPR086W
OG0000798	snap_masked-CABR0S05-processed-gene-5.41-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.41&CDS=1-1590	YPR088C
OG0000799	snap_masked-CABR0S05-processed-gene-5.12-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.12&CDS=1-2706	YPR089W
OG0000800	snap_masked-CABR0S05-processed-gene-5.42-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.42&CDS=1-2286	YPR091C
OG0000801	augustus_masked-CABR0S05-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-5.115&CDS=1-981	YPR093C
OG0000802	snap_masked-CABR0S05-processed-gene-5.13-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.13&CDS=1-321	YPR094W
OG0000803	augustus_masked-CABR0S05-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-5.116&CDS=1-3513	YPR095C
OG0000804	augustus_masked-CABR0S05-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-5.90&CDS=1-3795	YPR097W
OG0000805	snap_masked-CABR0S05-processed-gene-5.45-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.45&CDS=1-2142	YKR067W
OG0000806	snap_masked-CABR0S05-processed-gene-5.16-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.16&CDS=1-1065	YKR066C
OG0000807	snap_masked-CABR0S05-processed-gene-5.17-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.17&CDS=1-3525	YGL140C
OG0000808	snap_masked-CABR0S05-processed-gene-5.18-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.18&CDS=1-516	YKR051W
OG0000809	augustus_masked-CABR0S05-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-5.120&CDS=1-5877	YKR054C
OG0000810	snap_masked-CABR0S05-processed-gene-5.51-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.51&CDS=1-1308	YPR125W
OG0000811	snap_masked-CABR0S05-processed-gene-5.52-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.52&CDS=1-1194	YPR124W
OG0000812	augustus_masked-CABR0S05-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-5.125&CDS=1-3735	YPR122W
OG0000813	snap_masked-CABR0S05-processed-gene-5.55-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.55&CDS=1-1413	YPR119W
OG0000814	snap_masked-CABR0S05-processed-gene-5.20-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.20&CDS=1-1239	YPR118W
OG0000815	augustus_masked-CABR0S05-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-5.127&CDS=1-7443	YPR117W
OG0000816	augustus_masked-CABR0S05-processed-gene-5.128-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-5.128&CDS=1-798	YPR116W
OG0000817	snap_masked-CABR0S05-processed-gene-5.59-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.59&CDS=1-897	YPR114W
OG0000818	snap_masked-CABR0S05-processed-gene-5.21-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.21&CDS=1-2577	YPR112C
OG0000819	snap_masked-CABR0S05-processed-gene-5.22-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.22&CDS=1-1002	YPR110C
OG0000820	snap_masked-CABR0S05-processed-gene-5.61-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.61&CDS=1-822	YPR109W
OG0000821	snap_masked-CABR0S05-processed-gene-5.62-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.62&CDS=1-1248	YPR108W
OG0000822	snap_masked-CABR0S05-processed-gene-5.23-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.23&CDS=1-624	YPR107C
OG0000823	genemark-CABR0S05-processed-gene-5.197-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.197&CDS=1-1170	YPR106W
OG0000824	snap_masked-CABR0S05-processed-gene-5.26-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.26&CDS=1-2583	YPR105C
OG0000825	snap_masked-CABR0S05-processed-gene-5.27-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.27&CDS=1-4755	YPR104C
OG0000826	snap_masked-CABR0S05-processed-gene-5.63-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.63&CDS=1-861	YPR103W
OG0000827	genemark-CABR0S05-processed-gene-5.167-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.167&CDS=1-1362	YDR449C
OG0000828	genemark-CABR0S05-processed-gene-5.199-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.199&CDS=1-1335	YDR448W
OG0000829	augustus_masked-CABR0S05-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-CABR0S05-processed-gene-5.137&CDS=1-783	YDR446W
OG0000830	snap_masked-CABR0S05-processed-gene-5.30-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.30&CDS=1-1737	YLR267W
OG0000831	snap_masked-CABR0S05-processed-gene-5.67-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.67&CDS=1-2280	YLR263W
OG0000832	genemark-CABR0S05-processed-gene-5.171-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.171&CDS=1-849	YLR262C
OG0000833	snap_masked-CABR0S05-processed-gene-5.36-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.36&CDS=1-1719	YLR259C
OG0000834	snap_masked-CABR0S05-processed-gene-5.37-mRNA-1_1&gene=snap_masked-CABR0S05-processed-gene-5.37&CDS=1-2148	YDR211W
OG0000835	genemark-CABR0S05-processed-gene-5.203-mRNA-1_1&gene=genemark-CABR0S05-processed-gene-5.203&CDS=1-618	YNL222W
OG0000836	snap_masked-CABR0S08-processed-gene-0.5-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.5&CDS=1-1086	YML131W
OG0000837	snap_masked-CABR0S08-processed-gene-0.6-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.6&CDS=1-1713	YFL049W
OG0000838	genemark-CABR0S08-processed-gene-0.51-mRNA-1_1&gene=genemark-CABR0S08-processed-gene-0.51&CDS=1-2181	YFL047W
OG0000839	genemark-CABR0S08-processed-gene-0.52-mRNA-1_1&gene=genemark-CABR0S08-processed-gene-0.52&CDS=1-633	YFL046W
OG0000840	snap_masked-CABR0S08-processed-gene-0.16-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.16&CDS=1-765	YFL045C
OG0000841	snap_masked-CABR0S08-processed-gene-0.17-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.17&CDS=1-660	YLR075W
OG0000842	snap_masked-CABR0S08-processed-gene-0.8-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.8&CDS=1-516	YLR074C
OG0000843	snap_masked-CABR0S08-processed-gene-0.18-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.18&CDS=1-930	YFL044C
OG0000844	snap_masked-CABR0S08-processed-gene-0.9-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.9&CDS=1-1860	YFL041W
OG0000845	augustus_masked-CABR0S08-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-CABR0S08-processed-gene-0.32&CDS=1-1455	YFL040W
OG0000846	snap_masked-CABR0S08-processed-gene-0.21-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.21&CDS=1-1122	YFL039C
OG0000847	snap_masked-CABR0S08-processed-gene-0.22-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.22&CDS=1-615	YFL038C
OG0000848	snap_masked-CABR0S08-processed-gene-0.10-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.10&CDS=1-1356	YFL037W
OG0000849	snap_masked-CABR0S08-processed-gene-0.11-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.11&CDS=1-3975	YFL036W
OG0000850	snap_masked-CABR0S08-processed-gene-0.23-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.23&CDS=1-996	YFL034C-B
OG0000851	snap_masked-CABR0S08-processed-gene-0.12-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.12&CDS=1-3444	YFL034W
OG0000852	snap_masked-CABR0S08-processed-gene-0.24-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-0.24&CDS=1-5121	YFL033C
OG0000853	snap_masked-CABR0S08-processed-gene-1.4-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.4&CDS=1-1122	YFL030W
OG0000854	augustus_masked-CABR0S08-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-CABR0S08-processed-gene-1.83&CDS=1-1068	YFL029C
OG0000855	snap_masked-CABR0S08-processed-gene-1.5-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.5&CDS=1-879	YFL028C
OG0000856	snap_masked-CABR0S08-processed-gene-1.6-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.6&CDS=1-1662	YFL027C
OG0000857	genemark-CABR0S08-processed-gene-1.148-mRNA-1_1&gene=genemark-CABR0S08-processed-gene-1.148&CDS=1-1260	YFL026W
OG0000858	augustus_masked-CABR0S08-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-CABR0S08-processed-gene-1.86&CDS=1-3024	YFL025C
OG0000859	snap_masked-CABR0S08-processed-gene-1.35-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.35&CDS=1-2655	YFL024C
OG0000860	snap_masked-CABR0S08-processed-gene-1.8-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.8&CDS=1-2877	YFL023W
OG0000861	snap_masked-CABR0S08-processed-gene-1.36-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.36&CDS=1-1497	YFL022C
OG0000862	snap_masked-CABR0S08-processed-gene-1.11-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.11&CDS=1-228	YFL017W-A
OG0000863	genemark-CABR0S08-processed-gene-1.181-mRNA-1_1&gene=genemark-CABR0S08-processed-gene-1.181&CDS=1-471	YFL017C
OG0000864	genemark-CABR0S08-processed-gene-1.156-mRNA-1_1&gene=genemark-CABR0S08-processed-gene-1.156&CDS=1-1740	YOL020W
OG0000865	snap_masked-CABR0S08-processed-gene-1.13-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.13&CDS=1-1833	YOL019W
OG0000866	snap_masked-CABR0S08-processed-gene-1.38-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.38&CDS=1-1101	YOL018C
OG0000867	snap_masked-CABR0S08-processed-gene-1.41-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.41&CDS=1-1182	YLR257W
OG0000868	snap_masked-CABR0S08-processed-gene-1.15-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.15&CDS=1-870	YOR362C
OG0000869	snap_masked-CABR0S08-processed-gene-1.16-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.16&CDS=1-261	YEL020W-A
OG0000870	snap_masked-CABR0S08-processed-gene-1.44-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.44&CDS=1-1692	YEL020C
OG0000871	snap_masked-CABR0S08-processed-gene-1.45-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.45&CDS=1-831	YEL019C
OG0000872	snap_masked-CABR0S08-processed-gene-1.17-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.17&CDS=1-612	YEL018W
OG0000873	snap_masked-CABR0S08-processed-gene-1.18-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.18&CDS=1-1158	YEL017W
OG0000874	snap_masked-CABR0S08-processed-gene-1.19-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.19&CDS=1-1875	YEL015W
OG0000875	snap_masked-CABR0S08-processed-gene-1.20-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.20&CDS=1-1746	YEL013W
OG0000876	snap_masked-CABR0S08-processed-gene-1.46-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.46&CDS=1-2115	YEL011W
OG0000877	snap_masked-CABR0S08-processed-gene-1.47-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.47&CDS=1-627	YEL012W
OG0000878	snap_masked-CABR0S08-processed-gene-1.50-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.50&CDS=1-960	YNR003C
OG0000879	snap_masked-CABR0S08-processed-gene-1.51-mRNA-1_1&gene=snap_masked-CABR0S08-processed-gene-1.51&CDS=1-2793	YNL287W
