	Ogataea_parapolymorpha	Saccharomyces_cerevisiae
OG0000386	augustus_masked-NC_027863.1-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-9.89&CDS=1-1758, augustus_masked-NC_027865.1-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-0.148&CDS=1-1746	YEL065W
OG0000387	maker-NC_027863.1-augustus-gene-9.186-mRNA-1_1&gene=maker-NC_027863.1-augustus-gene-9.186&CDS=1-1188, snap_masked-NC_027865.1-processed-gene-8.210-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-8.210&CDS=1-1131	YDR415C
OG0000388	maker-NC_027863.1-augustus-gene-10.1-mRNA-1_1&gene=maker-NC_027863.1-augustus-gene-10.1&CDS=1-1863	YLR287C-A, YOR182C
OG0000389	augustus_masked-NC_027863.1-processed-gene-10.41-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-10.41&CDS=1-1002	YJL133W, YKR052C
OG0000390	genemark-NC_027863.1-processed-gene-11.217-mRNA-1_1&gene=genemark-NC_027863.1-processed-gene-11.217&CDS=1-1020	YCL050C, YDR530C
OG0000391	augustus_masked-NC_027863.1-processed-gene-11.132-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-11.132&CDS=1-273	YBR089C-A, YPR052C
OG0000392	augustus_masked-NC_027863.1-processed-gene-11.133-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-11.133&CDS=1-2064	YJL136C, YKR057W
OG0000393	maker-NC_027863.1-augustus-gene-11.337-mRNA-1_1&gene=maker-NC_027863.1-augustus-gene-11.337&CDS=1-1191	YJL138C, YKR059W
OG0000394	augustus_masked-NC_027863.1-processed-gene-11.180-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-11.180&CDS=1-1137, augustus_masked-NC_027864.1-processed-gene-8.59-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.59&CDS=1-1194	YKL004W
OG0000395	augustus_masked-NC_027863.1-processed-gene-11.143-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-11.143&CDS=1-774	YDL048C, YLR375W
OG0000396	augustus_masked-NC_027863.1-processed-gene-11.152-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-11.152&CDS=1-567	YBL027W, YBR084C-A
OG0000397	augustus_masked-NC_027863.1-processed-gene-11.204-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-11.204&CDS=1-5412, snap_masked-NC_027863.1-processed-gene-11.54-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-11.54&CDS=1-5406	YGR184C
OG0000398	augustus_masked-NC_027864.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-0.77&CDS=1-663, augustus_masked-NC_027864.1-processed-gene-11.119-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.119&CDS=1-657	YJL218W
OG0000399	augustus_masked-NC_027864.1-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-1.66&CDS=1-435	YGR118W, YPR132W
OG0000400	snap_masked-NC_027864.1-processed-gene-1.145-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-1.145&CDS=1-753, snap_masked-NC_027864.1-processed-gene-11.177-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-11.177&CDS=1-318	YBL054W
OG0000401	augustus_masked-NC_027864.1-processed-gene-2.178-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-2.178&CDS=1-354	YAL030W, YOR327C
OG0000402	augustus_masked-NC_027864.1-processed-gene-2.188-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-2.188&CDS=1-3093	YBL106C, YPR032W
OG0000403	augustus_masked-NC_027864.1-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-3.130&CDS=1-1431	YGR121C, YPR138C
OG0000404	augustus_masked-NC_027864.1-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-4.82&CDS=1-1149, augustus_masked-NC_027864.1-processed-gene-5.157-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-5.157&CDS=1-1200	YOR049C
OG0000405	snap_masked-NC_027864.1-processed-gene-4.56-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-4.56&CDS=1-246	YDR500C, YLR185W
OG0000406	maker-NC_027864.1-augustus-gene-4.3-mRNA-1_1&gene=maker-NC_027864.1-augustus-gene-4.3&CDS=1-2355	YDR502C, YLR180W
OG0000407	augustus_masked-NC_027864.1-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-4.87&CDS=1-2733	YDR505C, YLR177W
OG0000408	augustus_masked-NC_027864.1-processed-gene-5.141-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-5.141&CDS=1-3111	YBL101C, YPR030W
OG0000409	genemark-NC_027864.1-processed-gene-5.62-mRNA-1_1&gene=genemark-NC_027864.1-processed-gene-5.62&CDS=1-708	YBR181C, YPL090C
OG0000410	augustus_masked-NC_027864.1-processed-gene-5.169-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-5.169&CDS=1-2127	YCR026C, YEL016C
OG0000411	augustus_masked-NC_027864.1-processed-gene-6.22-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-6.22&CDS=1-585	YDR453C, YML028W
OG0000412	augustus_masked-NC_027864.1-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-6.27&CDS=1-1614	YDL042C, YOL068C
OG0000413	snap_masked-NC_027864.1-processed-gene-7.93-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-7.93&CDS=1-789	YLR284C, YOR180C
OG0000414	augustus_masked-NC_027864.1-processed-gene-7.131-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-7.131&CDS=1-345	YDL075W, YLR406C
OG0000415	augustus_masked-NC_027865.1-processed-gene-8.30-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-8.30&CDS=1-876, snap_masked-NC_027864.1-processed-gene-8.107-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-8.107&CDS=1-897	YPR069C
OG0000416	augustus_masked-NC_027864.1-processed-gene-8.53-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.53&CDS=1-1227	YDR132C, YLR108C
OG0000417	augustus_masked-NC_027864.1-processed-gene-9.86-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-9.86&CDS=1-792	YNL098C, YOR101W
OG0000418	augustus_masked-NC_027864.1-processed-gene-10.18-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.18&CDS=1-2259, augustus_masked-NC_027864.1-processed-gene-11.78-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.78&CDS=1-2346	YPR022C
OG0000419	augustus_masked-NC_027864.1-processed-gene-10.49-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.49&CDS=1-765	YFR031C-A, YIL018W
OG0000420	augustus_masked-NC_027864.1-processed-gene-10.50-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.50&CDS=1-1212	YFL048C, YLR080W
OG0000421	augustus_masked-NC_027864.1-processed-gene-10.53-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.53&CDS=1-1239	YGR038W, YLR350W
OG0000422	augustus_masked-NC_027864.1-processed-gene-10.34-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.34&CDS=1-3264	YER132C, YGL197W
OG0000423	snap_masked-NC_027864.1-processed-gene-11.211-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-11.211&CDS=1-1605	YDR351W, YHR103W
OG0000424	augustus_masked-NC_027864.1-processed-gene-11.113-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.113&CDS=1-1278	YBL056W, YER089C
OG0000425	augustus_masked-NC_027864.1-processed-gene-11.120-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.120&CDS=1-1440, augustus_masked-NC_027864.1-processed-gene-11.123-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.123&CDS=1-1509	YGR260W
OG0000426	augustus_masked-NC_027866.1-processed-gene-8.228-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-8.228&CDS=1-2052, maker-NC_027864.1-augustus-gene-11.15-mRNA-1_1&gene=maker-NC_027864.1-augustus-gene-11.15&CDS=1-3597	YHR175W
OG0000427	augustus_masked-NC_027865.1-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.30&CDS=1-3579	YCR091W, YNR047W
OG0000428	maker-NC_027865.1-augustus-gene-1.5-mRNA-1_1&gene=maker-NC_027865.1-augustus-gene-1.5&CDS=1-2160	YAL017W, YOL045W
OG0000429	genemark-NC_027865.1-processed-gene-2.1-mRNA-1_1&gene=genemark-NC_027865.1-processed-gene-2.1&CDS=1-1647	YDR358W, YHR108W
OG0000430	augustus_masked-NC_027865.1-processed-gene-2.174-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.174&CDS=1-1128	YGL071W, YPL202C
OG0000431	maker-NC_027865.1-augustus-gene-2.199-mRNA-1_1&gene=maker-NC_027865.1-augustus-gene-2.199&CDS=1-1170	YNL301C, YOL120C
OG0000432	augustus_masked-NC_027865.1-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.165&CDS=1-930, augustus_masked-NC_027866.1-processed-gene-6.209-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.209&CDS=1-2097	YGR086C
OG0000433	augustus_masked-NC_027865.1-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-3.49&CDS=1-4575	YEL022W, YJR031C
OG0000434	augustus_masked-NC_027865.1-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.142&CDS=1-795	YGR214W, YLR048W
OG0000435	augustus_masked-NC_027865.1-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-6.13&CDS=1-4641	YIL149C, YKR095W
OG0000436	augustus_masked-NC_027865.1-processed-gene-6.31-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-6.31&CDS=1-1665, augustus_masked-NC_027866.1-processed-gene-6.192-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.192&CDS=1-1692	YDL174C
OG0000437	maker-NC_027865.1-augustus-gene-7.162-mRNA-1_1&gene=maker-NC_027865.1-augustus-gene-7.162&CDS=1-2283	YFR053C, YGL253W
OG0000438	augustus_masked-NC_027865.1-processed-gene-8.99-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-8.99&CDS=1-2010	YGR241C, YHR161C
OG0000439	maker-NC_027866.1-snap-gene-0.92-mRNA-1_1&gene=maker-NC_027866.1-snap-gene-0.92&CDS=1-2682	YDR247W, YPL026C
OG0000440	genemark-NC_027866.1-processed-gene-0.121-mRNA-1_1&gene=genemark-NC_027866.1-processed-gene-0.121&CDS=1-876	YGL076C, YPL198W
OG0000441	maker-NC_027866.1-augustus-gene-1.1-mRNA-1_1&gene=maker-NC_027866.1-augustus-gene-1.1&CDS=1-4785	YMR177W, YPL224C
OG0000442	augustus_masked-NC_027866.1-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-1.86&CDS=1-3636	YLL016W, YLR310C
OG0000443	augustus_masked-NC_027866.1-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.126&CDS=1-3216	YIR033W, YKL020C
OG0000444	augustus_masked-NC_027866.1-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.139&CDS=1-1353	YER064C, YIL056W
OG0000445	augustus_masked-NC_027866.1-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.60&CDS=1-2838	YGR043C, YLR354C
OG0000446	snap_masked-NC_027866.1-processed-gene-3.31-mRNA-1_1&gene=snap_masked-NC_027866.1-processed-gene-3.31&CDS=1-2244	YFR023W, YHR015W
OG0000447	augustus_masked-NC_027866.1-processed-gene-4.210-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.210&CDS=1-5109	YDR341C, YHR091C
OG0000448	maker-NC_027866.1-augustus-gene-4.3-mRNA-1_1&gene=maker-NC_027866.1-augustus-gene-4.3&CDS=1-858	YMR183C, YPL232W
OG0000449	snap_masked-NC_027866.1-processed-gene-5.159-mRNA-1_1&gene=snap_masked-NC_027866.1-processed-gene-5.159&CDS=1-438	YIL111W, YNL052W
OG0000450	augustus_masked-NC_027866.1-processed-gene-5.132-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.132&CDS=1-405	YDR447C, YML024W
OG0000451	augustus_masked-NC_027866.1-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.112&CDS=1-1086	YDR451C, YML027W
OG0000452	augustus_masked-NC_027866.1-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.136&CDS=1-450	YDR450W, YML026C
OG0000453	genemark-NC_027866.1-processed-gene-6.28-mRNA-1_1&gene=genemark-NC_027866.1-processed-gene-6.28&CDS=1-1008	YOR390W, YPL279C
OG0000454	augustus_masked-NC_027866.1-processed-gene-6.165-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.165&CDS=1-3180	YMR237W, YOR299W
OG0000455	snap_masked-NC_027866.1-processed-gene-6.106-mRNA-1_1&gene=snap_masked-NC_027866.1-processed-gene-6.106&CDS=1-1833	YBR021W, YIR028W
OG0000456	augustus_masked-NC_027866.1-processed-gene-6.202-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.202&CDS=1-3096	YLR260W, YOR171C
OG0000457	maker-NC_027866.1-augustus-gene-7.2-mRNA-1_1&gene=maker-NC_027866.1-augustus-gene-7.2&CDS=1-5292	YJL098W, YKR028W
OG0000458	augustus_masked-NC_027866.1-processed-gene-8.277-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-8.277&CDS=1-954	YBR147W, YOL092W
OG0000459	genemark-NC_027866.1-processed-gene-8.93-mRNA-1_1&gene=genemark-NC_027866.1-processed-gene-8.93&CDS=1-1896	YKL126W, YMR104C
OG0000460	augustus_masked-NC_027866.1-processed-gene-8.259-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-8.259&CDS=1-1842, augustus_masked-NC_027866.1-processed-gene-8.299-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-8.299&CDS=1-8538	YNR063W
OG0000461	augustus_masked-NC_027860.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-0.29&CDS=1-603	YJL030W
OG0000462	augustus_masked-NC_027860.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-0.5&CDS=1-975	YJL031C
OG0000463	snap_masked-NC_027860.1-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-0.75&CDS=1-1266	YJL006C
OG0000464	augustus_masked-NC_027860.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-0.6&CDS=1-2319	YDL007W
OG0000465	augustus_masked-NC_027860.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-0.7&CDS=1-1020	YDL006W
OG0000466	maker-NC_027860.1-augustus-gene-0.144-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-0.144&CDS=1-2424	YKL148C
OG0000467	augustus_masked-NC_027860.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-0.31&CDS=1-1326	YKL145W
OG0000468	augustus_masked-NC_027860.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-0.32&CDS=1-1836	YDR496C
OG0000469	augustus_masked-NC_027860.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-0.33&CDS=1-2055	YKL149C
OG0000470	augustus_masked-NC_027860.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-0.11&CDS=1-990	YDR460W
OG0000471	snap_masked-NC_027860.1-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-0.80&CDS=1-4122	YBR115C
OG0000472	augustus_masked-NC_027860.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-0.35&CDS=1-1437	YPR073C
OG0000473	augustus_masked-NC_027860.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-0.13&CDS=1-5997	YBR114W
OG0000474	maker-NC_027860.1-augustus-gene-0.146-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-0.146&CDS=1-2931	YCL030C
OG0000475	augustus_masked-NC_027860.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-0.16&CDS=1-423	YPR100W
OG0000476	genemark-NC_027860.1-processed-gene-0.139-mRNA-1_1&gene=genemark-NC_027860.1-processed-gene-0.139&CDS=1-2526	YGL192W
OG0000477	maker-NC_027860.1-augustus-gene-0.154-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-0.154&CDS=1-3747	YGL009C
OG0000478	augustus_masked-NC_027860.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-0.40&CDS=1-1293	YER122C
OG0000479	augustus_masked-NC_027860.1-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.53&CDS=1-3168	YIL030C
OG0000480	augustus_masked-NC_027860.1-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.54&CDS=1-879	YNL027W
OG0000481	augustus_masked-NC_027860.1-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.55&CDS=1-1032	YJR105W
OG0000482	augustus_masked-NC_027860.1-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.50&CDS=1-810	YJR116W
OG0000483	augustus_masked-NC_027860.1-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.56&CDS=1-840	YPL094C
OG0000484	augustus_masked-NC_027860.1-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.52&CDS=1-1041	YMR315W
OG0000485	augustus_masked-NC_027860.1-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.58&CDS=1-405	YCR071C
OG0000486	augustus_masked-NC_027860.1-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.59&CDS=1-5790	YKR031C
OG0000487	maker-NC_027860.1-snap-gene-1.153-mRNA-1_1&gene=maker-NC_027860.1-snap-gene-1.153&CDS=1-2535	YIL102C-A
OG0000488	augustus_masked-NC_027860.1-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.60&CDS=1-687	YHR008C
OG0000489	augustus_masked-NC_027860.1-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.77&CDS=1-1011	YDR214W
OG0000490	augustus_masked-NC_027860.1-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.79&CDS=1-1563	YDL156W
OG0000491	augustus_masked-NC_027860.1-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.62&CDS=1-975	YGR179C
OG0000492	augustus_masked-NC_027860.1-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.80&CDS=1-3195	YJL087C
OG0000493	augustus_masked-NC_027860.1-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.63&CDS=1-897	YGR208W
OG0000494	augustus_masked-NC_027860.1-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.81&CDS=1-816	YMR289W
OG0000495	maker-NC_027860.1-augustus-gene-1.144-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-1.144&CDS=1-3486	YMR224C
OG0000496	augustus_masked-NC_027860.1-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.82&CDS=1-1242	YMR113W
OG0000497	maker-NC_027860.1-augustus-gene-1.148-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-1.148&CDS=1-2148	YJL008C
OG0000498	augustus_masked-NC_027860.1-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.68&CDS=1-2469	YJL029C
OG0000499	augustus_masked-NC_027860.1-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.84&CDS=1-1968	YMR108W
OG0000500	augustus_masked-NC_027860.1-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.69&CDS=1-2154	YGL144C
OG0000501	maker-NC_027860.1-augustus-gene-1.146-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-1.146&CDS=1-2478	YDR221W
OG0000502	genemark-NC_027860.1-processed-gene-1.41-mRNA-1_1&gene=genemark-NC_027860.1-processed-gene-1.41&CDS=1-3978	YHR076W
OG0000503	snap_masked-NC_027860.1-processed-gene-1.133-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-1.133&CDS=1-1044	YDR322W
OG0000504	augustus_masked-NC_027860.1-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.87&CDS=1-6591	YIR006C
OG0000505	genemark-NC_027860.1-processed-gene-1.49-mRNA-1_1&gene=genemark-NC_027860.1-processed-gene-1.49&CDS=1-3063	YDR217C
OG0000506	augustus_masked-NC_027860.1-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.6&CDS=1-6546	YNL262W
OG0000507	augustus_masked-NC_027860.1-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.4&CDS=1-885	YNL263C
OG0000508	snap_masked-NC_027860.1-processed-gene-2.55-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-2.55&CDS=1-2139	YPR031W
OG0000509	snap_masked-NC_027860.1-processed-gene-2.57-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-2.57&CDS=1-1116	YBL103C
OG0000510	maker-NC_027860.1-snap-gene-2.175-mRNA-1_1&gene=maker-NC_027860.1-snap-gene-2.175&CDS=1-3567	YDL126C
OG0000511	maker-NC_027860.1-augustus-gene-2.170-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-2.170&CDS=1-2934	YKL034W
OG0000512	augustus_masked-NC_027860.1-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.30&CDS=1-900	YGR060W
OG0000513	augustus_masked-NC_027860.1-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.12&CDS=1-1548	YJR002W
OG0000514	augustus_masked-NC_027860.1-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.32&CDS=1-1662	YJR001W
OG0000515	snap_masked-NC_027860.1-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-2.64&CDS=1-1287	YKL077W
OG0000516	augustus_masked-NC_027860.1-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.14&CDS=1-897	YHR090C
OG0000517	snap_masked-NC_027860.1-processed-gene-2.88-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-2.88&CDS=1-2157	YCL045C
OG0000518	augustus_masked-NC_027860.1-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.16&CDS=1-2790	YIL130W
OG0000519	snap_masked-NC_027860.1-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-2.90&CDS=1-1902	YOR113W
OG0000520	augustus_masked-NC_027860.1-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.17&CDS=1-375	YNL113W
OG0000521	augustus_masked-NC_027860.1-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.39&CDS=1-642	YLR178C
OG0000522	augustus_masked-NC_027860.1-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.40&CDS=1-450	YOR357C
OG0000523	augustus_masked-NC_027860.1-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.21&CDS=1-1464	YDL020C
OG0000524	maker-NC_027860.1-augustus-gene-2.171-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-2.171&CDS=1-1437	YOR095C
OG0000525	augustus_masked-NC_027860.1-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.23&CDS=1-567	YNL096C
OG0000526	augustus_masked-NC_027860.1-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.47&CDS=1-903	YBR085W
OG0000527	augustus_masked-NC_027860.1-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.25&CDS=1-798	YFR052W
OG0000528	snap_masked-NC_027860.1-processed-gene-2.77-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-2.77&CDS=1-1092	YBR004C
OG0000529	augustus_masked-NC_027860.1-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.51&CDS=1-1140	YDL168W
OG0000530	augustus_masked-NC_027860.1-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.113&CDS=1-1362	YGR255C
