	Saccharomyces_cerevisiae	yHMPu5000035699_Cyberlindnera_maclurae
OG0000179	YJL130C, YJR109C	augustus_masked-NODE_11_length_189733_cov_60.009_ID_29483-processed-gene-0.227-mRNA-1_1&gene=augustus_masked-NODE_11_length_189733_cov_60.009_ID_29483-processed-gene-0.227&CDS=1-6654, augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-0.93&CDS=1-3483
OG0000180	YJL193W, YOR307C	augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.17&CDS=1-1194, genemark-NODE_37_length_94963_cov_100.632_ID_9415-processed-gene-0.153-mRNA-1_1&gene=genemark-NODE_37_length_94963_cov_100.632_ID_9415-processed-gene-0.153&CDS=1-1137
OG0000181	YJL200C, YLR304C	augustus_masked-NODE_27_length_126968_cov_70.5322_ID_38987-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_27_length_126968_cov_70.5322_ID_38987-processed-gene-0.151&CDS=1-2349, maker-NODE_27_length_126968_cov_70.5322_ID_38987-augustus-gene-0.87-mRNA-1_1&gene=maker-NODE_27_length_126968_cov_70.5322_ID_38987-augustus-gene-0.87&CDS=1-2328
OG0000182	YJR061W, YKL201C	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.203-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.203&CDS=1-1473, maker-NODE_55_length_65494_cov_62.8636_ID_12480-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_55_length_65494_cov_62.8636_ID_12480-augustus-gene-0.0&CDS=1-2112
OG0000183	YJR096W	augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.156&CDS=1-867, augustus_masked-NODE_45_length_83476_cov_65.9512_ID_30017-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_45_length_83476_cov_65.9512_ID_30017-processed-gene-0.39&CDS=1-846, augustus_masked-NODE_86_length_37159_cov_59.9159_ID_47786-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_86_length_37159_cov_59.9159_ID_47786-processed-gene-0.59&CDS=1-864
OG0000184	YJR116W, YPR114W	augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.159&CDS=1-873, augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.55&CDS=1-801
OG0000185	YJR126C, YML080W	augustus_masked-NODE_40_length_90000_cov_67.9932_ID_29654-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_40_length_90000_cov_67.9932_ID_29654-processed-gene-0.128&CDS=1-2331, maker-NODE_2_length_314945_cov_63.3908_ID_37428-augustus-gene-2.241-mRNA-1_1&gene=maker-NODE_2_length_314945_cov_63.3908_ID_37428-augustus-gene-2.241&CDS=1-3369
OG0000186	YJR131W, YLR057W	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.23&CDS=1-1968, maker-NODE_11_length_189733_cov_60.009_ID_29483-snap-gene-0.104-mRNA-1_1&gene=maker-NODE_11_length_189733_cov_60.009_ID_29483-snap-gene-0.104&CDS=1-2064
OG0000187	YKL043W	augustus_masked-NODE_68_length_50176_cov_65.6381_ID_41632-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_68_length_50176_cov_65.6381_ID_41632-processed-gene-0.2&CDS=1-927, augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.66&CDS=1-1551, snap_masked-NODE_879_length_388_cov_0.778598_ID_24858-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_879_length_388_cov_0.778598_ID_24858-processed-gene-0.1&CDS=1-345
OG0000188	YKL055C	augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.125&CDS=1-774, augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.149&CDS=1-702, augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-0.21&CDS=1-810
OG0000189	YKL071W	augustus_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.34&CDS=1-723, maker-NODE_51_length_72690_cov_65.5169_ID_40178-snap-gene-0.46-mRNA-1_1&gene=maker-NODE_51_length_72690_cov_65.5169_ID_40178-snap-gene-0.46&CDS=1-1425, snap_masked-NODE_109_length_19284_cov_63.5143_ID_35742-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_109_length_19284_cov_63.5143_ID_35742-processed-gene-0.18&CDS=1-723
OG0000190	YKL088W, YKR072C	augustus_masked-NODE_133_length_8938_cov_65.6125_ID_16453-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_133_length_8938_cov_65.6125_ID_16453-processed-gene-0.3&CDS=1-1710, augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-3.223-mRNA-1_1&gene=augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-3.223&CDS=1-1647
OG0000191	YKL124W, YMR171C	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.58&CDS=1-1218, augustus_masked-NODE_32_length_109656_cov_66.4324_ID_14317-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_32_length_109656_cov_66.4324_ID_14317-processed-gene-0.119&CDS=1-1419
OG0000192	YKL146W, YNL101W	augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-3.212-mRNA-1_1&gene=augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-3.212&CDS=1-1908, snap_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-0.106&CDS=1-1968
OG0000193	YLL062C, YMR321C, YPL273W	augustus_masked-NODE_51_length_72690_cov_65.5169_ID_40178-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_51_length_72690_cov_65.5169_ID_40178-processed-gene-0.100&CDS=1-876
OG0000194	YLR146C, YPR069C	augustus_masked-NODE_65_length_55283_cov_91.5984_ID_26190-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_65_length_55283_cov_91.5984_ID_26190-processed-gene-0.40&CDS=1-876, augustus_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-0.159&CDS=1-873
OG0000195	YLR188W, YPL270W	augustus_masked-NODE_19_length_144720_cov_104.071_ID_39766-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-NODE_19_length_144720_cov_104.071_ID_39766-processed-gene-0.218&CDS=1-3480, maker-NODE_2_length_314945_cov_63.3908_ID_37428-augustus-gene-0.127-mRNA-1_1&gene=maker-NODE_2_length_314945_cov_63.3908_ID_37428-augustus-gene-0.127&CDS=1-2241
OG0000196	YLR287C-A, YOR182C	genemark-NODE_39_length_91062_cov_66.0146_ID_9270-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_39_length_91062_cov_66.0146_ID_9270-processed-gene-0.32&CDS=1-882, maker-NODE_5_length_240785_cov_63.9891_ID_41060-augustus-gene-0.81-mRNA-1_1&gene=maker-NODE_5_length_240785_cov_63.9891_ID_41060-augustus-gene-0.81&CDS=1-381
OG0000197	YLR343W, YMR307W	maker-NODE_69_length_50010_cov_60.0852_ID_40146-snap-gene-0.29-mRNA-1_1&gene=maker-NODE_69_length_50010_cov_60.0852_ID_40146-snap-gene-0.29&CDS=1-3252, snap_masked-NODE_26_length_131444_cov_65.2876_ID_30945-processed-gene-0.174-mRNA-1_1&gene=snap_masked-NODE_26_length_131444_cov_65.2876_ID_30945-processed-gene-0.174&CDS=1-1833
OG0000198	YLR361C, YOR137C	augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.116&CDS=1-1635, snap_masked-NODE_26_length_131444_cov_65.2876_ID_30945-processed-gene-0.179-mRNA-1_1&gene=snap_masked-NODE_26_length_131444_cov_65.2876_ID_30945-processed-gene-0.179&CDS=1-1317
OG0000199	YML019W, YOR085W	augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.2&CDS=1-957, augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.39&CDS=1-972
OG0000200	YML120C, YMR145C	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.97&CDS=1-1611, augustus_masked-NODE_74_length_44800_cov_83.2692_ID_38656-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_74_length_44800_cov_83.2692_ID_38656-processed-gene-0.20&CDS=1-1614
OG0000201	YMR316W, YNL165W, YOR385W	augustus_masked-NODE_11_length_189733_cov_60.009_ID_29483-processed-gene-0.270-mRNA-1_1&gene=augustus_masked-NODE_11_length_189733_cov_60.009_ID_29483-processed-gene-0.270&CDS=1-1107
OG0000202	YOL027C, YPR125W	augustus_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-0.141&CDS=1-1368, genemark-NODE_13_length_175540_cov_64.7961_ID_9675-processed-gene-0.148-mRNA-1_1&gene=genemark-NODE_13_length_175540_cov_64.7961_ID_9675-processed-gene-0.148&CDS=1-1407
OG0000203	YOL055C, YPL258C, YPR121W	augustus_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-1.38&CDS=1-1560
OG0000204	YOR334W, YPL060W	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.223-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.223&CDS=1-1257, snap_masked-NODE_73_length_45021_cov_131.984_ID_40679-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_73_length_45021_cov_131.984_ID_40679-processed-gene-0.25&CDS=1-1059
OG0000205	YOR389W, YPL277C, YPL278C	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.155&CDS=1-1638
OG0000206	YPR128C, YPR131C	augustus_masked-NODE_280_length_676_cov_0.692308_ID_20575-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_280_length_676_cov_0.692308_ID_20575-processed-gene-0.2&CDS=1-675, augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.243-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.243&CDS=1-1482
OG0000207	YAL007C, YOR016C	augustus_masked-NODE_19_length_144720_cov_104.071_ID_39766-processed-gene-0.253-mRNA-1_1&gene=augustus_masked-NODE_19_length_144720_cov_104.071_ID_39766-processed-gene-0.253&CDS=1-609
OG0000208	YAL015C, YOL043C	augustus_masked-NODE_38_length_91994_cov_67.5308_ID_39591-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_38_length_91994_cov_67.5308_ID_39591-processed-gene-0.79&CDS=1-1113
OG0000209	YAL017W, YOL045W	augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.164&CDS=1-3153
OG0000210	YAL034C, YOR338W	augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.109&CDS=1-1005
OG0000211	YAL040C	augustus_masked-NODE_125_length_11085_cov_207.879_ID_25955-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_125_length_11085_cov_207.879_ID_25955-processed-gene-0.0&CDS=1-1347, augustus_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-0.169&CDS=1-1164
OG0000212	YAL060W, YAL061W	augustus_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.3&CDS=1-1134
OG0000213	YAL062W, YOR375C	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.200&CDS=1-1377
OG0000214	YBL002W, YDR224C	augustus_masked-NODE_97_length_27623_cov_66.9979_ID_14496-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_97_length_27623_cov_66.9979_ID_14496-processed-gene-0.27&CDS=1-396
OG0000215	YBL003C, YDR225W	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.233-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.233&CDS=1-390
OG0000216	YBL009W, YGL021W	augustus_masked-NODE_26_length_131444_cov_65.2876_ID_30945-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_26_length_131444_cov_65.2876_ID_30945-processed-gene-0.2&CDS=1-2484
OG0000217	YBL027W, YBR084C-A	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.275-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.275&CDS=1-576
OG0000218	YBL043W, YJR115W	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.15&CDS=1-726
OG0000219	YBL055C	augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.91&CDS=1-1074, snap_masked-NODE_618_length_425_cov_0.834416_ID_24056-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_618_length_425_cov_0.834416_ID_24056-processed-gene-0.0&CDS=1-372
OG0000220	YBL056W, YER089C	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.244-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.244&CDS=1-1227
OG0000221	YBL067C, YER098W	augustus_masked-NODE_13_length_175540_cov_64.7961_ID_9675-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_13_length_175540_cov_64.7961_ID_9675-processed-gene-0.11&CDS=1-1974
OG0000222	YBL069W, YER101C	genemark-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.22&CDS=1-1443
OG0000223	YBL072C, YER102W	augustus_masked-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.90&CDS=1-603
OG0000224	YBL087C, YER117W	snap_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-3.3-mRNA-1_1&gene=snap_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-3.3&CDS=1-408
OG0000225	YBL097W	augustus_masked-NODE_126_length_10750_cov_82.7758_ID_43717-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_126_length_10750_cov_82.7758_ID_43717-processed-gene-0.3&CDS=1-2979, augustus_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-1.5&CDS=1-1869
OG0000226	YBL101C, YPR030W	augustus_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-0.151&CDS=1-2256
OG0000227	YBL106C, YPR032W	maker-NODE_47_length_78664_cov_63.9875_ID_29834-augustus-gene-0.139-mRNA-1_1&gene=maker-NODE_47_length_78664_cov_63.9875_ID_29834-augustus-gene-0.139&CDS=1-5664
OG0000228	YBR001C, YDR001C	augustus_masked-NODE_50_length_72702_cov_62.1795_ID_9793-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_50_length_72702_cov_62.1795_ID_9793-processed-gene-0.20&CDS=1-2307
OG0000229	YBR014C, YDL010W	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.303-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.303&CDS=1-717
OG0000230	YBR021W, YIR028W	augustus_masked-NODE_118_length_14090_cov_60.7243_ID_38195-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_118_length_14090_cov_60.7243_ID_38195-processed-gene-0.2&CDS=1-1722
OG0000231	YBR031W, YDR012W	augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.48&CDS=1-1089
OG0000232	YBR033W, YKL038W	maker-NODE_133_length_8938_cov_65.6125_ID_16453-augustus-gene-0.13-mRNA-1_1&gene=maker-NODE_133_length_8938_cov_65.6125_ID_16453-augustus-gene-0.13&CDS=1-2364
OG0000233	YBR048W, YDR025W	augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.146&CDS=1-462
OG0000234	YBR078W, YDR055W	augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.43&CDS=1-1275
OG0000235	YBR084W	augustus_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.27&CDS=1-2862, augustus_masked-NODE_57_length_63987_cov_114.909_ID_11616-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_57_length_63987_cov_114.909_ID_11616-processed-gene-0.23&CDS=1-2808
OG0000236	YBR101C	augustus_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-1.33&CDS=1-843, genemark-NODE_278_length_692_cov_0.657391_ID_20513-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_278_length_692_cov_0.657391_ID_20513-processed-gene-0.0&CDS=1-651
OG0000237	YBR104W, YPR058W	augustus_masked-NODE_47_length_78664_cov_63.9875_ID_29834-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_47_length_78664_cov_63.9875_ID_29834-processed-gene-0.65&CDS=1-882
OG0000238	YBR140C, YOL081W	genemark-NODE_32_length_109656_cov_66.4324_ID_14317-processed-gene-0.168-mRNA-1_1&gene=genemark-NODE_32_length_109656_cov_66.4324_ID_14317-processed-gene-0.168&CDS=1-8772
OG0000239	YBR161W, YPL057C	augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.97&CDS=1-1020
OG0000240	YBR169C, YPL106C	maker-NODE_6_length_239611_cov_64.8102_ID_39412-augustus-gene-1.8-mRNA-1_1&gene=maker-NODE_6_length_239611_cov_64.8102_ID_39412-augustus-gene-1.8&CDS=1-3792
OG0000241	YBR177C, YPL095C	augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.46&CDS=1-1281
OG0000242	YBR183W, YPL087W	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.10&CDS=1-843
OG0000243	YBR191W, YPL079W	snap_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.83&CDS=1-477
OG0000244	YBR207W	augustus_masked-NODE_57_length_63987_cov_114.909_ID_11616-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_57_length_63987_cov_114.909_ID_11616-processed-gene-0.11&CDS=1-1203, augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.49&CDS=1-1242
OG0000245	YBR214W, YGL056C	augustus_masked-NODE_90_length_32962_cov_88.9965_ID_40565-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_90_length_32962_cov_88.9965_ID_40565-processed-gene-0.50&CDS=1-1407
OG0000246	YBR216C, YGL060W	snap_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-3.74-mRNA-1_1&gene=snap_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-3.74&CDS=1-1905
OG0000247	YBR239C	augustus_masked-NODE_66_length_54513_cov_73.645_ID_10902-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_66_length_54513_cov_73.645_ID_10902-processed-gene-0.38&CDS=1-1188, snap_masked-NODE_122_length_11759_cov_62.5272_ID_46424-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_122_length_11759_cov_62.5272_ID_46424-processed-gene-0.14&CDS=1-1284
OG0000248	YBR242W, YGL101W	augustus_masked-NODE_87_length_36006_cov_77.8491_ID_36551-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_87_length_36006_cov_77.8491_ID_36551-processed-gene-0.62&CDS=1-645
OG0000249	YBR294W, YLR092W	augustus_masked-NODE_74_length_44800_cov_83.2692_ID_38656-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_74_length_44800_cov_83.2692_ID_38656-processed-gene-0.7&CDS=1-2280
OG0000250	YCL011C, YNL004W	maker-NODE_4_length_253480_cov_70.786_ID_43483-augustus-gene-1.292-mRNA-1_1&gene=maker-NODE_4_length_253480_cov_70.786_ID_43483-augustus-gene-1.292&CDS=1-1263
OG0000251	YCL026C-A, YCL026C-B	augustus_masked-NODE_65_length_55283_cov_91.5984_ID_26190-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_65_length_55283_cov_91.5984_ID_26190-processed-gene-0.41&CDS=1-567
