	Saccharomyces_cerevisiae	yHMPu5000034986_Candida_oregonensis
OG0000206	YBR169C, YPL106C	maker-NODE_3_length_981849_cov_61.5484_ID_5-augustus-gene-8.99-mRNA-1_1&gene=maker-NODE_3_length_981849_cov_61.5484_ID_5-augustus-gene-8.99&CDS=1-3708
OG0000207	YBR172C, YPL105C	augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-4.124&CDS=1-2373
OG0000208	YBR177C, YPL095C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-7.147-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-7.147&CDS=1-1266
OG0000209	YBR181C, YPL090C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-7.96-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-7.96&CDS=1-708
OG0000210	YBR183W, YPL087W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.70-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.70&CDS=1-876
OG0000211	YBR197C, YPL077C	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-0.85&CDS=1-588
OG0000212	YBR210W, YGL054C	genemark-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.140-mRNA-1_1&gene=genemark-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.140&CDS=1-4587
OG0000213	YBR214W, YGL056C	snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.48-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.48&CDS=1-1590
OG0000214	YBR216C, YGL060W	snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-1.122&CDS=1-2049
OG0000215	YBR238C, YGL107C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.87-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.87&CDS=1-1854
OG0000216	YBR241C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-9.167-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-9.167&CDS=1-1368, snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.50-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.50&CDS=1-1521
OG0000217	YBR242W, YGL101W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-9.165-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-9.165&CDS=1-660
OG0000218	YBR273C, YJL048C	snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-1.109&CDS=1-1206
OG0000219	YBR294W, YLR092W	augustus_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-8.164-mRNA-1_1&gene=augustus_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-8.164&CDS=1-2442
OG0000220	YCL011C, YNL004W	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-2.28-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-2.28&CDS=1-1332
OG0000221	YCL035C, YDR513W	snap_masked-NODE_15_length_146448_cov_30.7583_ID_29-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_15_length_146448_cov_30.7583_ID_29-processed-gene-0.65&CDS=1-312
OG0000222	YCL037C, YDR515W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-12.128-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-12.128&CDS=1-1275
OG0000223	YCL040W, YDR516C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.59&CDS=1-1413
OG0000224	YCL048W, YDR522C	augustus_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.119&CDS=1-1392
OG0000225	YCL050C, YDR530C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-2.57-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-2.57&CDS=1-954
OG0000226	YCR023C	maker-NODE_6_length_904599_cov_47.8862_ID_11-snap-gene-7.103-mRNA-1_1&gene=maker-NODE_6_length_904599_cov_47.8862_ID_11-snap-gene-7.103&CDS=1-1800, snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-7.116-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-7.116&CDS=1-1758
OG0000227	YCR026C, YEL016C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-6.76-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-6.76&CDS=1-2124
OG0000228	YCR044C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.99-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.99&CDS=1-1056, snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-0.2&CDS=1-1161
OG0000229	YCR048W, YNR019W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.85-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.85&CDS=1-1740
OG0000230	YCR067C, YNR026C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-14.58-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-14.58&CDS=1-3039
OG0000231	YCR073C, YNR031C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.51&CDS=1-4131
OG0000232	YCR073W-A, YNR034W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-5.109-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-5.109&CDS=1-996
OG0000233	YCR091W, YNR047W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.99-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.99&CDS=1-2337
OG0000234	YCR102C, YLR460C, YNL134C	
OG0000235	YCR105W, YMR318C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-3.12-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-3.12&CDS=1-1098
OG0000236	YDL022W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-4.98-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-4.98&CDS=1-1155, snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.114-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.114&CDS=1-1110
OG0000237	YDL042C, YOL068C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.142-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.142&CDS=1-1524
OG0000238	YDL048C, YLR375W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.71-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.71&CDS=1-894
OG0000239	YDL049C, YJL174W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.56-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.56&CDS=1-813
OG0000240	YDL056W	maker-NODE_12_length_341755_cov_65.6313_ID_23-augustus-gene-1.55-mRNA-1_1&gene=maker-NODE_12_length_341755_cov_65.6313_ID_23-augustus-gene-1.55&CDS=1-3459, snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-4.96-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-4.96&CDS=1-4614
OG0000241	YDL061C, YLR388W	augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-5.50&CDS=1-333
OG0000242	YDL075W, YLR406C	snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.33&CDS=1-339
OG0000243	YDL082W, YMR142C	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.69&CDS=1-594
OG0000244	YDL083C, YMR143W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.91&CDS=1-426
OG0000245	YDL127W, YDL179W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.77-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.77&CDS=1-792
OG0000246	YDL131W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-4.72-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-4.72&CDS=1-1251, snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.164-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.164&CDS=1-1308
OG0000247	YDL136W, YDL191W	augustus_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-8.176-mRNA-1_1&gene=augustus_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-8.176&CDS=1-360
OG0000248	YDL144C	maker-NODE_1_length_1660530_cov_44.6465_ID_1-augustus-gene-4.5-mRNA-1_1&gene=maker-NODE_1_length_1660530_cov_44.6465_ID_1-augustus-gene-4.5&CDS=1-2028, snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-8.43-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-8.43&CDS=1-1005
OG0000249	YDL161W, YLR206W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.85-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.85&CDS=1-1395
OG0000250	YDL170W	maker-NODE_2_length_1008149_cov_54.5014_ID_3-snap-gene-8.1-mRNA-1_1&gene=maker-NODE_2_length_1008149_cov_54.5014_ID_3-snap-gene-8.1&CDS=1-1725, snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-5.104-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-5.104&CDS=1-2445
OG0000251	YDL174C	genemark-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.36&CDS=1-1713, snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-5.170-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-5.170&CDS=1-1665
OG0000252	YDL224C, YNL197C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-2.98-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-2.98&CDS=1-1668
OG0000253	YDL229W, YNL209W	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-1.35&CDS=1-1839
OG0000254	YDL246C, YJR159W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.87-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.87&CDS=1-1086
OG0000255	YDR066C, YER139C	augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-5.74&CDS=1-774
OG0000256	YDR069C, YER144C	genemark-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.211-mRNA-1_1&gene=genemark-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.211&CDS=1-2595
OG0000257	YDR098C, YER174C	snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.79&CDS=1-702
OG0000258	YDR099W, YER177W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-7.154-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-7.154&CDS=1-771
OG0000259	YDR107C, YLR083C	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-1.65&CDS=1-1890
OG0000260	YDR122W, YLR096W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.91-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.91&CDS=1-3651
OG0000261	YDR132C, YLR108C	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-1.66&CDS=1-1254
OG0000262	YDR146C, YLR131C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.123-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.123&CDS=1-1731
OG0000263	YDR151C, YLR136C	augustus_masked-NODE_18_length_51940_cov_46.4736_ID_35-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_18_length_51940_cov_46.4736_ID_35-processed-gene-0.58&CDS=1-642
OG0000264	YDR185C, YLR168C	maker-NODE_1_length_1660530_cov_44.6465_ID_1-augustus-gene-7.47-mRNA-1_1&gene=maker-NODE_1_length_1660530_cov_44.6465_ID_1-augustus-gene-7.47&CDS=1-1326
OG0000265	YDR206W, YLR233C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-7.142-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-7.142&CDS=1-2382
OG0000266	YDR223W, YLR223C	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-7.46-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-7.46&CDS=1-2295
OG0000267	YDR247W, YPL026C	snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-0.60&CDS=1-1299
OG0000268	YDR251W, YPL032C	maker-NODE_10_length_429437_cov_62.528_ID_19-snap-gene-3.149-mRNA-1_1&gene=maker-NODE_10_length_429437_cov_62.528_ID_19-snap-gene-3.149&CDS=1-2619
OG0000269	YDR252W, YPL037C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-8.22-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-8.22&CDS=1-447
OG0000270	YDR259C, YOR028C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-10.79-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-10.79&CDS=1-516
OG0000271	YDR263C, YOR033C	augustus_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.114&CDS=1-1965
OG0000272	YDR272W, YOR040W	augustus_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-7.81-mRNA-1_1&gene=augustus_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-7.81&CDS=1-813
OG0000273	YDR273W, YOR042W	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-1.99&CDS=1-903
OG0000274	YDR300C, YHR033W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.134-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.134&CDS=1-4083
OG0000275	YDR312W, YHR066W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.84&CDS=1-1212
OG0000276	YDR351W, YHR103W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.98-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.98&CDS=1-2511
OG0000277	YDR368W, YOR120W	genemark-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-3.105-mRNA-1_1&gene=genemark-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-3.105&CDS=1-909
OG0000278	YDR379W, YOR127W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.9-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.9&CDS=1-3348
OG0000279	YDR409W, YOR156C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.41-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.41&CDS=1-2163
OG0000280	YDR418W, YEL054C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.80-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.80&CDS=1-495
OG0000281	YDR447C, YML024W	augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.149-mRNA-1_1&gene=augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.149&CDS=1-411
OG0000282	YDR450W, YML026C	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.107-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.107&CDS=1-435
OG0000283	YDR451C, YML027W	augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-4.117&CDS=1-1125
OG0000284	YDR453C, YML028W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.53-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.53&CDS=1-588
OG0000285	YDR471W, YHR010W	maker-NODE_4_length_977342_cov_52.321_ID_7-snap-gene-2.47-mRNA-1_1&gene=maker-NODE_4_length_977342_cov_52.321_ID_7-snap-gene-2.47&CDS=1-408
OG0000286	YDR490C	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-2.12&CDS=1-3231, snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.80-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.80&CDS=1-2529
OG0000287	YDR492W, YOL002C	genemark-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-3.110-mRNA-1_1&gene=genemark-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-3.110&CDS=1-3264
OG0000288	YDR497C, YOL103W	maker-NODE_9_length_451826_cov_59.5865_ID_17-augustus-gene-2.152-mRNA-1_1&gene=maker-NODE_9_length_451826_cov_59.5865_ID_17-augustus-gene-2.152&CDS=1-2718
OG0000289	YDR500C, YLR185W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.35-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.35&CDS=1-261
OG0000290	YDR501W, YLR183C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.12&CDS=1-1410
OG0000291	YDR505C, YLR177W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.16&CDS=1-1881
OG0000292	YEL007W, YHR177W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-3.9-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-3.9&CDS=1-1566
OG0000293	YEL022W, YJR031C	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-2.85&CDS=1-4368
OG0000294	YEL039C, YJR048W	maker-NODE_2_length_1008149_cov_54.5014_ID_3-snap-gene-5.143-mRNA-1_1&gene=maker-NODE_2_length_1008149_cov_54.5014_ID_3-snap-gene-5.143&CDS=1-1890
OG0000295	YEL041W, YJR049C	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-7.22-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-7.22&CDS=1-1554
OG0000296	YEL046C	maker-NODE_11_length_428817_cov_65.7073_ID_21-snap-gene-3.145-mRNA-1_1&gene=maker-NODE_11_length_428817_cov_65.7073_ID_21-snap-gene-3.145&CDS=1-2007, snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.90-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.90&CDS=1-1143
OG0000297	YER031C, YGL210W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-2.132-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-2.132&CDS=1-660
OG0000298	YER045C, YIL036W	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-2.142-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-2.142&CDS=1-942
OG0000299	YER057C, YIL051C	maker-NODE_3_length_981849_cov_61.5484_ID_5-snap-gene-6.107-mRNA-1_1&gene=maker-NODE_3_length_981849_cov_61.5484_ID_5-snap-gene-6.107&CDS=1-456
OG0000300	YER059W, YIL050W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-3.76-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-3.76&CDS=1-1740
OG0000301	YER062C, YIL053W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-10.61-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-10.61&CDS=1-753
OG0000302	YER064C, YIL056W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-7.110-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-7.110&CDS=1-1521
OG0000303	YER066W, YFL009W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.88&CDS=1-2172
OG0000304	YER067W, YIL057C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-0.49&CDS=1-591
OG0000305	YER070W	snap_masked-NODE_16_length_131685_cov_45.3429_ID_31-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_16_length_131685_cov_45.3429_ID_31-processed-gene-0.131&CDS=1-2601, snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.90-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.90&CDS=1-2583
OG0000306	YER109C, YMR164C	maker-NODE_7_length_871080_cov_57.3584_ID_13-snap-gene-7.184-mRNA-1_1&gene=maker-NODE_7_length_871080_cov_57.3584_ID_13-snap-gene-7.184&CDS=1-1647
OG0000307	YER131W, YGL189C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-3.157-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-3.157&CDS=1-360
OG0000308	YER132C, YGL197W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.76&CDS=1-4458
OG0000309	YER166W	genemark-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-4.19-mRNA-1_1&gene=genemark-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-4.19&CDS=1-7407, snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-3.0-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-3.0&CDS=1-4704
OG0000310	YER175C	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-0.98&CDS=1-873, snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.103-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.103&CDS=1-915
