	Metschnikowia_borealis	Saccharomyces_cerevisiae
OG0000631	augustus_masked-bor_s934-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s934-processed-gene-0.10&CDS=1-531, augustus_masked-bor_s964-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-bor_s964-processed-gene-0.51&CDS=1-1431	YPR036W
OG0000632	augustus_masked-bor_s936-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s936-processed-gene-0.3&CDS=1-2964, augustus_masked-bor_s966-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-bor_s966-processed-gene-0.90&CDS=1-2838	YGR204W
OG0000633	augustus_masked-bor_s936-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s936-processed-gene-0.9&CDS=1-756	YIR035C, YIR036C
OG0000634	augustus_masked-bor_s941-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s941-processed-gene-0.0&CDS=1-1152	YDR312W, YHR066W
OG0000635	augustus_masked-bor_s942-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bor_s942-processed-gene-0.8&CDS=1-486	YDR178W, YLR164W
OG0000636	augustus_masked-bor_s944-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bor_s944-processed-gene-0.17&CDS=1-1260	YDR132C, YLR108C
OG0000637	augustus_masked-bor_s948-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bor_s948-processed-gene-0.34&CDS=1-1161	YCL048W, YDR522C
OG0000638	augustus_masked-bor_s948-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bor_s948-processed-gene-0.36&CDS=1-2367	YDR264C, YOR034C
OG0000639	augustus_masked-bor_s948-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-bor_s948-processed-gene-0.40&CDS=1-450	YDR098C, YER174C
OG0000640	augustus_masked-bor_s952-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bor_s952-processed-gene-0.28&CDS=1-966	YJL133W, YKR052C
OG0000641	augustus_masked-bor_s952-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bor_s952-processed-gene-0.29&CDS=1-1563	YLL012W, YLR020C
OG0000642	snap_masked-bor_s955-processed-gene-0.24-mRNA-1_1&gene=snap_masked-bor_s955-processed-gene-0.24&CDS=1-1182	YDL088C, YMR153W
OG0000643	augustus_masked-bor_s955-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-bor_s955-processed-gene-0.46&CDS=1-3225	YBL101C, YPR030W
OG0000644	augustus_masked-bor_s955-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bor_s955-processed-gene-0.47&CDS=1-1425	YLR260W, YOR171C
OG0000645	maker-bor_s956-augustus-gene-0.41-mRNA-1_1&gene=maker-bor_s956-augustus-gene-0.41&CDS=1-558	YNL301C, YOL120C
OG0000646	maker-bor_s956-snap-gene-0.39-mRNA-1_1&gene=maker-bor_s956-snap-gene-0.39&CDS=1-477	YNL302C, YOL121C
OG0000647	augustus_masked-bor_s959-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_s959-processed-gene-0.6&CDS=1-768	YDR066C, YER139C
OG0000648	augustus_masked-bor_s961-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s961-processed-gene-0.10&CDS=1-1383	YDR263C, YOR033C
OG0000649	augustus_masked-bor_s962-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-bor_s962-processed-gene-0.75&CDS=1-1260	YHR001W, YKR003W
OG0000650	augustus_masked-bor_s963-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-bor_s963-processed-gene-0.41&CDS=1-2328	YDL109C, YGL144C
OG0000651	augustus_masked-bor_s965-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-bor_s965-processed-gene-0.43&CDS=1-3927	YLL016W, YLR310C
OG0000652	augustus_masked-bor_s965-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-bor_s965-processed-gene-0.45&CDS=1-4515	YEL022W, YJR031C
OG0000653	augustus_masked-bor_s966-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-bor_s966-processed-gene-0.80&CDS=1-390	YBL002W, YDR224C
OG0000654	augustus_masked-bor_s966-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-bor_s966-processed-gene-0.68&CDS=1-390	YBL003C, YDR225W
OG0000655	genemark-bor_s97-processed-gene-0.159-mRNA-1_1&gene=genemark-bor_s97-processed-gene-0.159&CDS=1-774	YHL033C, YLL045C
OG0000656	augustus_masked-bor_s97-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-bor_s97-processed-gene-0.98&CDS=1-2043	YGR241C, YHR161C
OG0000657	augustus_masked-bor_C51360-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_C51360-processed-gene-0.0&CDS=1-933	YLR026C
OG0000658	genemark-bor_C53210-processed-gene-0.3-mRNA-1_1&gene=genemark-bor_C53210-processed-gene-0.3&CDS=1-333	YPR094W
OG0000659	augustus_masked-bor_C53330-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_C53330-processed-gene-0.0&CDS=1-1503	YNL247W
OG0000660	augustus_masked-bor_C53604-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_C53604-processed-gene-0.0&CDS=1-1407	YLR324W
OG0000661	augustus_masked-bor_C53636-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_C53636-processed-gene-0.0&CDS=1-1011	YLR359W
OG0000662	augustus_masked-bor_C54062-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_C54062-processed-gene-0.10&CDS=1-441	YDL125C
OG0000663	augustus_masked-bor_C54062-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_C54062-processed-gene-0.11&CDS=1-624	YBL102W
OG0000664	augustus_masked-bor_C54062-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bor_C54062-processed-gene-0.13&CDS=1-1221	YDR363W
OG0000665	genemark-bor_C54552-processed-gene-0.3-mRNA-1_1&gene=genemark-bor_C54552-processed-gene-0.3&CDS=1-360	YPR182W
OG0000666	augustus_masked-bor_C54552-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_C54552-processed-gene-0.0&CDS=1-1278	YLR459W
OG0000667	augustus_masked-bor_C55912-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_C55912-processed-gene-0.6&CDS=1-1845	YJL013C
OG0000668	genemark-bor_C55912-processed-gene-0.3-mRNA-1_1&gene=genemark-bor_C55912-processed-gene-0.3&CDS=1-4818	YMR162C
OG0000669	snap_masked-bor_s100-processed-gene-0.6-mRNA-1_1&gene=snap_masked-bor_s100-processed-gene-0.6&CDS=1-636	YHR100C
OG0000670	augustus_masked-bor_s100-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s100-processed-gene-0.0&CDS=1-1782	YDR266C
OG0000671	augustus_masked-bor_s102-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s102-processed-gene-0.1&CDS=1-3165	YMR196W
OG0000672	snap_masked-bor_s102-processed-gene-0.63-mRNA-1_1&gene=snap_masked-bor_s102-processed-gene-0.63&CDS=1-666	YMR197C
OG0000673	augustus_masked-bor_s102-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s102-processed-gene-0.3&CDS=1-747	YPL252C
OG0000674	augustus_masked-bor_s102-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bor_s102-processed-gene-0.21&CDS=1-1080	YPL254W
OG0000675	augustus_masked-bor_s102-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bor_s102-processed-gene-0.22&CDS=1-1563	YOR378W
OG0000676	genemark-bor_s102-processed-gene-0.52-mRNA-1_1&gene=genemark-bor_s102-processed-gene-0.52&CDS=1-447	YML077W
OG0000677	genemark-bor_s102-processed-gene-0.53-mRNA-1_1&gene=genemark-bor_s102-processed-gene-0.53&CDS=1-180	YML081C-A
OG0000678	augustus_masked-bor_s102-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bor_s102-processed-gene-0.7&CDS=1-1011	YIL083C
OG0000679	augustus_masked-bor_s102-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bor_s102-processed-gene-0.24&CDS=1-1569	YNL026W
OG0000680	augustus_masked-bor_s102-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-bor_s102-processed-gene-0.26&CDS=1-1236	YML005W
OG0000681	augustus_masked-bor_s102-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s102-processed-gene-0.9&CDS=1-1680	YNL016W
OG0000682	augustus_masked-bor_s102-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bor_s102-processed-gene-0.18&CDS=1-1392	YIL096C
OG0000683	augustus_masked-bor_s102-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bor_s102-processed-gene-0.27&CDS=1-1425	YIL097W
OG0000684	maker-bor_s106-augustus-gene-0.23-mRNA-1_1&gene=maker-bor_s106-augustus-gene-0.23&CDS=1-1938	YPR069C
OG0000685	augustus_masked-bor_s106-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bor_s106-processed-gene-0.27&CDS=1-2100	YMR186W
OG0000686	snap_masked-bor_s106-processed-gene-0.62-mRNA-1_1&gene=snap_masked-bor_s106-processed-gene-0.62&CDS=1-3021	YMR185W
OG0000687	augustus_masked-bor_s106-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bor_s106-processed-gene-0.28&CDS=1-618	YPL239W
OG0000688	augustus_masked-bor_s106-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bor_s106-processed-gene-0.29&CDS=1-819	YPL237W
OG0000689	augustus_masked-bor_s106-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bor_s106-processed-gene-0.33&CDS=1-810	YPL246C
OG0000690	augustus_masked-bor_s106-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-bor_s106-processed-gene-0.41&CDS=1-1155	YMR203W
OG0000691	snap_masked-bor_s107-processed-gene-0.15-mRNA-1_1&gene=snap_masked-bor_s107-processed-gene-0.15&CDS=1-1227	YJL046W
OG0000692	augustus_masked-bor_s107-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s107-processed-gene-0.3&CDS=1-804	YBR257W
OG0000693	augustus_masked-bor_s108-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s108-processed-gene-0.2&CDS=1-1392	YPL235W
OG0000694	maker-bor_s11-augustus-gene-0.1-mRNA-1_1&gene=maker-bor_s11-augustus-gene-0.1&CDS=1-1638	YGR225W
OG0000695	augustus_masked-bor_s11-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s11-processed-gene-0.4&CDS=1-1413	YGR227W
OG0000696	augustus_masked-bor_s111-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bor_s111-processed-gene-0.5&CDS=1-2970	YGR014W
OG0000697	augustus_masked-bor_s114-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s114-processed-gene-0.10&CDS=1-4644	YIR006C
OG0000698	augustus_masked-bor_s114-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bor_s114-processed-gene-0.12&CDS=1-2265	YML035C
OG0000699	augustus_masked-bor_s114-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s114-processed-gene-0.4&CDS=1-945	YPL111W
OG0000700	augustus_masked-bor_s114-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bor_s114-processed-gene-0.5&CDS=1-3843	YPL110C
OG0000701	maker-bor_s114-augustus-gene-0.1-mRNA-1_1&gene=maker-bor_s114-augustus-gene-0.1&CDS=1-2406	YJR101W
OG0000702	augustus_masked-bor_s114-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bor_s114-processed-gene-0.8&CDS=1-927	YJR088C
OG0000703	augustus_masked-bor_s116-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s116-processed-gene-0.11&CDS=1-936	YGR017W
OG0000704	augustus_masked-bor_s116-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s116-processed-gene-0.3&CDS=1-1353	YLL002W
OG0000705	augustus_masked-bor_s116-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bor_s116-processed-gene-0.13&CDS=1-1272	YLR191W
OG0000706	augustus_masked-bor_s116-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bor_s116-processed-gene-0.7&CDS=1-1242	YJL126W
OG0000707	augustus_masked-bor_s116-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bor_s116-processed-gene-0.16&CDS=1-1548	YJL123C
OG0000708	augustus_masked-bor_s116-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bor_s116-processed-gene-0.17&CDS=1-3675	YDR104C
OG0000709	augustus_masked-bor_s118-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bor_s118-processed-gene-0.5&CDS=1-1638	YER091C
OG0000710	augustus_masked-bor_s12-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-bor_s12-processed-gene-0.19&CDS=1-3357	YGR274C
OG0000711	augustus_masked-bor_s12-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bor_s12-processed-gene-0.20&CDS=1-894	YBR176W
OG0000712	snap_masked-bor_s12-processed-gene-0.27-mRNA-1_1&gene=snap_masked-bor_s12-processed-gene-0.27&CDS=1-975	YML004C
OG0000713	genemark-bor_s12-processed-gene-0.3-mRNA-1_1&gene=genemark-bor_s12-processed-gene-0.3&CDS=1-1431	YCR079W
OG0000714	augustus_masked-bor_s12-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bor_s12-processed-gene-0.22&CDS=1-273	YNR037C
OG0000715	augustus_masked-bor_s12-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bor_s12-processed-gene-0.18&CDS=1-2007	YNR038W
OG0000716	genemark-bor_s12-processed-gene-0.9-mRNA-1_1&gene=genemark-bor_s12-processed-gene-0.9&CDS=1-747	YPL157W
OG0000717	augustus_masked-bor_s12-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bor_s12-processed-gene-0.24&CDS=1-2481	YEL032W
OG0000718	augustus_masked-bor_s12-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-bor_s12-processed-gene-0.25&CDS=1-1668	YPR144C
OG0000719	augustus_masked-bor_s122-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s122-processed-gene-0.2&CDS=1-783	YGL224C
OG0000720	augustus_masked-bor_s123-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s123-processed-gene-0.11&CDS=1-4959	YML103C
OG0000721	augustus_masked-bor_s123-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bor_s123-processed-gene-0.15&CDS=1-3432	YMR287C
OG0000722	augustus_masked-bor_s125-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s125-processed-gene-0.2&CDS=1-3612	YBL060W
OG0000723	maker-bor_s126-augustus-gene-0.17-mRNA-1_1&gene=maker-bor_s126-augustus-gene-0.17&CDS=1-2796	YPR163C
OG0000724	augustus_masked-bor_s129-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s129-processed-gene-0.1&CDS=1-4662	YML059C
OG0000725	augustus_masked-bor_s129-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s129-processed-gene-0.9&CDS=1-261	YLR438C-A
OG0000726	augustus_masked-bor_s129-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s129-processed-gene-0.4&CDS=1-864	YLR439W
OG0000727	augustus_masked-bor_s129-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s129-processed-gene-0.11&CDS=1-1017	YBR265W
OG0000728	snap_masked-bor_s129-processed-gene-0.33-mRNA-1_1&gene=snap_masked-bor_s129-processed-gene-0.33&CDS=1-192	YLR262C-A
OG0000729	snap_masked-bor_s13-processed-gene-0.56-mRNA-1_1&gene=snap_masked-bor_s13-processed-gene-0.56&CDS=1-228	YKL084W
OG0000730	augustus_masked-bor_s13-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s13-processed-gene-0.2&CDS=1-783	YIL070C
OG0000731	augustus_masked-bor_s13-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s13-processed-gene-0.11&CDS=1-2589	YPR112C
OG0000732	augustus_masked-bor_s13-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bor_s13-processed-gene-0.12&CDS=1-3906	YNL250W
OG0000733	augustus_masked-bor_s13-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bor_s13-processed-gene-0.15&CDS=1-378	YNL113W
OG0000734	maker-bor_s13-augustus-gene-0.19-mRNA-1_1&gene=maker-bor_s13-augustus-gene-0.19&CDS=1-1617	YNL112W
OG0000735	augustus_masked-bor_s13-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bor_s13-processed-gene-0.8&CDS=1-843	YGR158C
OG0000736	augustus_masked-bor_s132-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bor_s132-processed-gene-0.5&CDS=1-1863	YML042W
OG0000737	genemark-bor_s134-processed-gene-0.10-mRNA-1_1&gene=genemark-bor_s134-processed-gene-0.10&CDS=1-3273	YBL076C
OG0000738	augustus_masked-bor_s134-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bor_s134-processed-gene-0.20&CDS=1-3099	YPL183C
OG0000739	augustus_masked-bor_s135-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bor_s135-processed-gene-0.24&CDS=1-1866	YDR425W
OG0000740	augustus_masked-bor_s135-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-bor_s135-processed-gene-0.25&CDS=1-1152	YDR435C
OG0000741	augustus_masked-bor_s135-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-bor_s135-processed-gene-0.26&CDS=1-894	YML014W
OG0000742	augustus_masked-bor_s135-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-bor_s135-processed-gene-0.23&CDS=1-885	YML015C
OG0000743	augustus_masked-bor_s137-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bor_s137-processed-gene-0.33&CDS=1-3894	YAL026C
OG0000744	augustus_masked-bor_s137-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bor_s137-processed-gene-0.34&CDS=1-1485	YGR083C
OG0000745	augustus_masked-bor_s137-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bor_s137-processed-gene-0.36&CDS=1-5418	YHL030W
OG0000746	augustus_masked-bor_s137-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bor_s137-processed-gene-0.37&CDS=1-1677	YHL029C
OG0000747	augustus_masked-bor_s14-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bor_s14-processed-gene-0.15&CDS=1-1032	YMR276W
OG0000748	snap_masked-bor_s14-processed-gene-0.29-mRNA-1_1&gene=snap_masked-bor_s14-processed-gene-0.29&CDS=1-1761	YML114C
OG0000749	augustus_masked-bor_s14-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bor_s14-processed-gene-0.17&CDS=1-2436	YMR277W
OG0000750	augustus_masked-bor_s14-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bor_s14-processed-gene-0.18&CDS=1-1362	YLR414C
OG0000751	augustus_masked-bor_s14-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bor_s14-processed-gene-0.20&CDS=1-1524	YLL036C
OG0000752	augustus_masked-bor_s14-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bor_s14-processed-gene-0.21&CDS=1-1839	YMR278W
OG0000753	augustus_masked-bor_s14-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-bor_s14-processed-gene-0.23&CDS=1-948	YGL198W
OG0000754	augustus_masked-bor_s14-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bor_s14-processed-gene-0.24&CDS=1-675	YJL218W
OG0000755	snap_masked-bor_s145-processed-gene-0.9-mRNA-1_1&gene=snap_masked-bor_s145-processed-gene-0.9&CDS=1-4494	YOL004W
OG0000756	maker-bor_s145-augustus-gene-0.0-mRNA-1_1&gene=maker-bor_s145-augustus-gene-0.0&CDS=1-372	YOL005C
OG0000757	augustus_masked-bor_s145-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bor_s145-processed-gene-0.5&CDS=1-2118	YMR001C
OG0000758	augustus_masked-bor_s148-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-bor_s148-processed-gene-0.42&CDS=1-1203	YGL184C
OG0000759	augustus_masked-bor_s148-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-bor_s148-processed-gene-0.49&CDS=1-933	YNL025C
OG0000760	augustus_masked-bor_s148-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bor_s148-processed-gene-0.50&CDS=1-954	YJR129C
OG0000761	augustus_masked-bor_s148-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-bor_s148-processed-gene-0.51&CDS=1-1014	YIR029W
OG0000762	augustus_masked-bor_s152-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bor_s152-processed-gene-0.32&CDS=1-1101	YGL211W
OG0000763	augustus_masked-bor_s152-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bor_s152-processed-gene-0.33&CDS=1-2493	YMR309C
OG0000764	augustus_masked-bor_s152-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bor_s152-processed-gene-0.34&CDS=1-1230	YLR097C
OG0000765	augustus_masked-bor_s152-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bor_s152-processed-gene-0.35&CDS=1-1323	YLR195C
OG0000766	augustus_masked-bor_s152-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bor_s152-processed-gene-0.28&CDS=1-1701	YLR196W
OG0000767	augustus_masked-bor_s152-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bor_s152-processed-gene-0.29&CDS=1-1143	YNL084C
OG0000768	augustus_masked-bor_s152-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bor_s152-processed-gene-0.30&CDS=1-750	YOR126C
OG0000769	augustus_masked-bor_s152-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bor_s152-processed-gene-0.38&CDS=1-1827	YER036C
OG0000770	augustus_masked-bor_s154-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s154-processed-gene-0.1&CDS=1-3168	YCR092C
OG0000771	augustus_masked-bor_s154-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s154-processed-gene-0.2&CDS=1-1983	YMR068W
OG0000772	maker-bor_s16-augustus-gene-0.1-mRNA-1_1&gene=maker-bor_s16-augustus-gene-0.1&CDS=1-2622	YPR091C
OG0000773	augustus_masked-bor_s16-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.38&CDS=1-7050	YBR136W
OG0000774	augustus_masked-bor_s16-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.39&CDS=1-306	YBR135W
OG0000775	augustus_masked-bor_s16-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.8&CDS=1-1605	YBR133C
OG0000776	snap_masked-bor_s16-processed-gene-0.103-mRNA-1_1&gene=snap_masked-bor_s16-processed-gene-0.103&CDS=1-936	YNL245C
OG0000777	maker-bor_s16-snap-gene-0.61-mRNA-1_1&gene=maker-bor_s16-snap-gene-0.61&CDS=1-303	YNL244C
OG0000778	augustus_masked-bor_s16-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.9&CDS=1-342	YBL028C
OG0000779	augustus_masked-bor_s16-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.10&CDS=1-1518	YBR029C
OG0000780	augustus_masked-bor_s16-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.11&CDS=1-1560	YGL028C
OG0000781	augustus_masked-bor_s16-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.13&CDS=1-1197	YKL172W
OG0000782	augustus_masked-bor_s16-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.14&CDS=1-1050	YJL167W
OG0000783	augustus_masked-bor_s16-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.44&CDS=1-282	YJL166W
OG0000784	augustus_masked-bor_s16-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.15&CDS=1-2316	YJL176C
OG0000785	augustus_masked-bor_s16-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.17&CDS=1-525	YKL016C
OG0000786	augustus_masked-bor_s16-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.48&CDS=1-1833	YMR258C
OG0000787	augustus_masked-bor_s16-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.49&CDS=1-219	YMR256C
OG0000788	augustus_masked-bor_s16-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.50&CDS=1-1032	YOL054W
OG0000789	augustus_masked-bor_s16-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.18&CDS=1-1473	YIL063C
OG0000790	maker-bor_s16-augustus-gene-0.5-mRNA-1_1&gene=maker-bor_s16-augustus-gene-0.5&CDS=1-753	YIL064W
OG0000791	augustus_masked-bor_s16-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.20&CDS=1-1317	YBR195C
OG0000792	snap_masked-bor_s16-processed-gene-0.115-mRNA-1_1&gene=snap_masked-bor_s16-processed-gene-0.115&CDS=1-603	YPL078C
OG0000793	augustus_masked-bor_s16-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.21&CDS=1-807	YKR060W
OG0000794	augustus_masked-bor_s16-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.22&CDS=1-1932	YKL174C
