	Lachancea_fermentati	Saccharomyces_cerevisiae
OG0000722	snap_masked-LAFE0B-processed-gene-4.78-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.78&CDS=1-438	YIL040W
OG0000723	snap_masked-LAFE0B-processed-gene-4.79-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.79&CDS=1-1158	YER048C
OG0000724	snap_masked-LAFE0B-processed-gene-4.102-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.102&CDS=1-2325	YIL038C
OG0000725	augustus_masked-LAFE0B-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-4.44&CDS=1-1743	YIL037C
OG0000726	snap_masked-LAFE0B-processed-gene-4.104-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.104&CDS=1-696	YER046W
OG0000727	snap_masked-LAFE0B-processed-gene-4.83-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.83&CDS=1-1050	YIL036W
OG0000728	snap_masked-LAFE0B-processed-gene-4.105-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.105&CDS=1-1122	YIL035C
OG0000729	snap_masked-LAFE0B-processed-gene-4.106-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.106&CDS=1-822	YIL034C
OG0000730	snap_masked-LAFE0B-processed-gene-4.85-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.85&CDS=1-444	YER044C
OG0000731	snap_masked-LAFE0B-processed-gene-4.107-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.107&CDS=1-1353	YIL033C
OG0000732	snap_masked-LAFE0B-processed-gene-4.108-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.108&CDS=1-2388	YFR038W
OG0000733	snap_masked-LAFE0B-processed-gene-4.86-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.86&CDS=1-1620	YFR037C
OG0000734	snap_masked-LAFE0B-processed-gene-4.87-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.87&CDS=1-699	YGR057C
OG0000735	snap_masked-LAFE0B-processed-gene-4.109-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.109&CDS=1-1446	YLR359W
OG0000736	snap_masked-LAFE0B-processed-gene-4.110-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.110&CDS=1-2529	YLR357W
OG0000737	snap_masked-LAFE0B-processed-gene-5.43-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.43&CDS=1-1692	YGR055W
OG0000738	snap_masked-LAFE0B-processed-gene-5.42-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.42&CDS=1-1341	YFL026W
OG0000739	augustus_masked-LAFE0B-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-5.2&CDS=1-3117	YFL025C
OG0000740	snap_masked-LAFE0B-processed-gene-5.45-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.45&CDS=1-2229	YFL024C
OG0000741	snap_masked-LAFE0B-processed-gene-5.46-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.46&CDS=1-2583	YFL023W
OG0000742	maker-LAFE0B-augustus-gene-5.92-mRNA-1_1&gene=maker-LAFE0B-augustus-gene-5.92&CDS=1-3234	YLR054C
OG0000743	snap_masked-LAFE0B-processed-gene-5.72-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.72&CDS=1-1497	YFL022C
OG0000744	snap_masked-LAFE0B-processed-gene-5.73-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.73&CDS=1-651	YLR052W
OG0000745	snap_masked-LAFE0B-processed-gene-5.49-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.49&CDS=1-669	YLR051C
OG0000746	snap_masked-LAFE0B-processed-gene-5.74-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.74&CDS=1-1491	YFL018C
OG0000747	snap_masked-LAFE0B-processed-gene-5.52-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.52&CDS=1-228	YFL017W-A
OG0000748	snap_masked-LAFE0B-processed-gene-5.76-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.76&CDS=1-534	YFL017C
OG0000749	snap_masked-LAFE0B-processed-gene-5.77-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.77&CDS=1-1191	YLR049C
OG0000750	snap_masked-LAFE0B-processed-gene-5.78-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.78&CDS=1-507	YLR050C
OG0000751	augustus_masked-LAFE0B-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-5.31&CDS=1-1458	YFL016C
OG0000752	snap_masked-LAFE0B-processed-gene-5.54-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.54&CDS=1-312	YFL014W
OG0000753	snap_masked-LAFE0B-processed-gene-5.79-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.79&CDS=1-1662	YFL013C
OG0000754	snap_masked-LAFE0B-processed-gene-5.80-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.80&CDS=1-756	YFL010C
OG0000755	snap_masked-LAFE0B-processed-gene-5.55-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.55&CDS=1-2247	YFL009W
OG0000756	snap_masked-LAFE0B-processed-gene-5.57-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.57&CDS=1-3690	YFL008W
OG0000757	snap_masked-LAFE0B-processed-gene-5.58-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.58&CDS=1-6408	YFL007W
OG0000758	snap_masked-LAFE0B-processed-gene-5.59-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.59&CDS=1-639	YFL005W
OG0000759	snap_masked-LAFE0B-processed-gene-5.82-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.82&CDS=1-933	YPL015C
OG0000760	snap_masked-LAFE0B-processed-gene-5.63-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.63&CDS=1-2970	YPL009C
OG0000761	snap_masked-LAFE0B-processed-gene-5.83-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.83&CDS=1-585	YPL010W
OG0000762	snap_masked-LAFE0B-processed-gene-5.64-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.64&CDS=1-1050	YPL011C
OG0000763	snap_masked-LAFE0B-processed-gene-5.84-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.84&CDS=1-3651	YPL012W
OG0000764	snap_masked-LAFE0B-processed-gene-5.65-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.65&CDS=1-357	YPL013C
OG0000765	snap_masked-LAFE0B-processed-gene-5.85-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.85&CDS=1-1155	YPL014W
OG0000766	snap_masked-LAFE0B-processed-gene-5.67-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.67&CDS=1-2484	YPL008W
OG0000767	snap_masked-LAFE0B-processed-gene-5.86-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.86&CDS=1-1740	YPL007C
OG0000768	snap_masked-LAFE0B-processed-gene-5.68-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.68&CDS=1-3522	YPL006W
OG0000769	snap_masked-LAFE0B-processed-gene-5.69-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.69&CDS=1-1800	YPL005W
OG0000770	snap_masked-LAFE0B-processed-gene-5.70-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.70&CDS=1-1377	YPL003W
OG0000771	snap_masked-LAFE0B-processed-gene-5.88-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.88&CDS=1-1794	YFL002C
OG0000772	snap_masked-LAFE0B-processed-gene-5.71-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-5.71&CDS=1-1308	YFL001W
OG0000773	snap_masked-LAFE0B-processed-gene-6.57-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.57&CDS=1-708	YPL002C
OG0000774	snap_masked-LAFE0B-processed-gene-6.52-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.52&CDS=1-1185	YPL001W
OG0000775	snap_masked-LAFE0B-processed-gene-6.53-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.53&CDS=1-618	YFR001W
OG0000776	snap_masked-LAFE0B-processed-gene-6.54-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.54&CDS=1-2538	YFR002W
OG0000777	snap_masked-LAFE0B-processed-gene-6.58-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.58&CDS=1-477	YFR003C
OG0000778	snap_masked-LAFE0B-processed-gene-6.55-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.55&CDS=1-936	YFR004W
OG0000779	snap_masked-LAFE0B-processed-gene-6.59-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.59&CDS=1-1404	YFR005C
OG0000780	snap_masked-LAFE0B-processed-gene-6.56-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.56&CDS=1-1539	YFR006W
OG0000781	snap_masked-LAFE0B-processed-gene-6.79-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.79&CDS=1-2199	YPR003C
OG0000782	snap_masked-LAFE0B-processed-gene-6.80-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.80&CDS=1-1020	YPR004C
OG0000783	snap_masked-LAFE0B-processed-gene-6.60-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.60&CDS=1-1011	YFR007W
OG0000784	snap_masked-LAFE0B-processed-gene-6.82-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.82&CDS=1-2019	YPR007C
OG0000785	snap_masked-LAFE0B-processed-gene-6.61-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.61&CDS=1-570	YFR008W
OG0000786	snap_masked-LAFE0B-processed-gene-6.62-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.62&CDS=1-1245	YER145C
OG0000787	genemark-LAFE0B-processed-gene-6.11-mRNA-1_1&gene=genemark-LAFE0B-processed-gene-6.11&CDS=1-1962	YPR008W
OG0000788	snap_masked-LAFE0B-processed-gene-6.84-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.84&CDS=1-1242	YGL164C
OG0000789	snap_masked-LAFE0B-processed-gene-6.85-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.85&CDS=1-2664	YGL163C
OG0000790	augustus_masked-LAFE0B-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-6.112&CDS=1-1968	YGL169W
OG0000791	snap_masked-LAFE0B-processed-gene-6.86-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.86&CDS=1-2814	YGL167C
OG0000792	snap_masked-LAFE0B-processed-gene-6.87-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.87&CDS=1-3591	YPR010C
OG0000793	genemark-LAFE0B-processed-gene-6.34-mRNA-1_1&gene=genemark-LAFE0B-processed-gene-6.34&CDS=1-711	YGR024C
OG0000794	snap_masked-LAFE0B-processed-gene-6.68-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.68&CDS=1-1188	YLR355C
OG0000795	snap_masked-LAFE0B-processed-gene-6.69-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.69&CDS=1-834	YGR044C
OG0000796	snap_masked-LAFE0B-processed-gene-6.72-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.72&CDS=1-999	YLR354C
OG0000797	snap_masked-LAFE0B-processed-gene-6.92-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.92&CDS=1-1020	YGR042W
OG0000798	snap_masked-LAFE0B-processed-gene-6.94-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.94&CDS=1-1767	YGR041W
OG0000799	augustus_masked-LAFE0B-processed-gene-6.139-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-6.139&CDS=1-2157	YLR352W
OG0000800	snap_masked-LAFE0B-processed-gene-6.96-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.96&CDS=1-1095	YGR040W
OG0000801	snap_masked-LAFE0B-processed-gene-6.74-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.74&CDS=1-864	YLR351C
OG0000802	snap_masked-LAFE0B-processed-gene-6.97-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.97&CDS=1-597	YGR038W
OG0000803	augustus_masked-LAFE0B-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-6.121&CDS=1-2793	YLR347C
OG0000804	snap_masked-LAFE0B-processed-gene-6.77-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.77&CDS=1-750	YGR036C
OG0000805	augustus_masked-LAFE0B-processed-gene-6.142-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-6.142&CDS=1-2067	YLR345W
OG0000806	snap_masked-LAFE0B-processed-gene-6.78-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-6.78&CDS=1-723	YGR033C
OG0000807	snap_masked-LAFE0B-processed-gene-7.57-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.57&CDS=1-1083	YGR031W
OG0000808	snap_masked-LAFE0B-processed-gene-7.59-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.59&CDS=1-933	YLR340W
OG0000809	augustus_masked-LAFE0B-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-7.106&CDS=1-510	YGR030C
OG0000810	snap_masked-LAFE0B-processed-gene-7.54-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.54&CDS=1-2286	YLR337C
OG0000811	maker-LAFE0B-snap-gene-7.3-mRNA-1_1&gene=maker-LAFE0B-snap-gene-7.3&CDS=1-537	YGR029W
OG0000812	snap_masked-LAFE0B-processed-gene-7.77-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.77&CDS=1-1071	YGR028W
OG0000813	snap_masked-LAFE0B-processed-gene-7.60-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.60&CDS=1-2997	YLR336C
OG0000814	snap_masked-LAFE0B-processed-gene-7.78-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.78&CDS=1-2154	YLR335W
OG0000815	snap_masked-LAFE0B-processed-gene-7.79-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.79&CDS=1-795	YGR026W
OG0000816	snap_masked-LAFE0B-processed-gene-7.62-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.62&CDS=1-687	YLR356W
OG0000817	snap_masked-LAFE0B-processed-gene-7.63-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.63&CDS=1-1137	YGR052W
OG0000818	snap_masked-LAFE0B-processed-gene-7.80-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.80&CDS=1-798	YGR053C
OG0000819	snap_masked-LAFE0B-processed-gene-7.81-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.81&CDS=1-1884	YGR054W
OG0000820	snap_masked-LAFE0B-processed-gene-7.82-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.82&CDS=1-1029	YFL029C
OG0000821	snap_masked-LAFE0B-processed-gene-7.83-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.83&CDS=1-1095	YLR056W
OG0000822	snap_masked-LAFE0B-processed-gene-7.84-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.84&CDS=1-798	YFL028C
OG0000823	snap_masked-LAFE0B-processed-gene-7.65-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.65&CDS=1-1761	YLR055C
OG0000824	snap_masked-LAFE0B-processed-gene-7.85-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.85&CDS=1-1545	YFL027C
OG0000825	snap_masked-LAFE0B-processed-gene-7.67-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.67&CDS=1-2397	YLR057W
OG0000826	snap_masked-LAFE0B-processed-gene-7.89-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.89&CDS=1-1107	YFL030W
OG0000827	snap_masked-LAFE0B-processed-gene-7.91-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.91&CDS=1-702	YFL031W
OG0000828	augustus_masked-LAFE0B-processed-gene-7.118-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-7.118&CDS=1-1611	YBL080C
OG0000829	snap_masked-LAFE0B-processed-gene-7.92-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.92&CDS=1-960	YBL081W
OG0000830	snap_masked-LAFE0B-processed-gene-7.93-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.93&CDS=1-1098	YER107C
OG0000831	snap_masked-LAFE0B-processed-gene-7.94-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.94&CDS=1-2235	YER109C
OG0000832	snap_masked-LAFE0B-processed-gene-7.95-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.95&CDS=1-1341	YBL082C
OG0000833	snap_masked-LAFE0B-processed-gene-7.96-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.96&CDS=1-3342	YER110C
OG0000834	snap_masked-LAFE0B-processed-gene-7.97-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.97&CDS=1-2697	YER111C
OG0000835	snap_masked-LAFE0B-processed-gene-7.69-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.69&CDS=1-498	YER112W
OG0000836	snap_masked-LAFE0B-processed-gene-7.98-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.98&CDS=1-1989	YER113C
OG0000837	snap_masked-LAFE0B-processed-gene-7.70-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.70&CDS=1-1908	YBL084C
OG0000838	snap_masked-LAFE0B-processed-gene-7.99-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.99&CDS=1-2994	YER114C
OG0000839	snap_masked-LAFE0B-processed-gene-7.71-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.71&CDS=1-1251	YBL086C
OG0000840	snap_masked-LAFE0B-processed-gene-7.101-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.101&CDS=1-774	YER116C
OG0000841	snap_masked-LAFE0B-processed-gene-7.73-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.73&CDS=1-8343	YBL088C
OG0000842	snap_masked-LAFE0B-processed-gene-7.102-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.102&CDS=1-1017	YER118C
OG0000843	snap_masked-LAFE0B-processed-gene-7.103-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.103&CDS=1-1365	YER119C
OG0000844	snap_masked-LAFE0B-processed-gene-7.104-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.104&CDS=1-501	YBL090W
OG0000845	snap_masked-LAFE0B-processed-gene-7.74-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.74&CDS=1-1248	YBL091C
OG0000846	maker-LAFE0B-snap-gene-7.2-mRNA-1_1&gene=maker-LAFE0B-snap-gene-7.2&CDS=1-660	YER120W
OG0000847	snap_masked-LAFE0B-processed-gene-7.105-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-7.105&CDS=1-393	YBL092W
OG0000848	augustus_masked-LAFE0B-processed-gene-8.0-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-8.0&CDS=1-609	YBL093C
OG0000849	snap_masked-LAFE0B-processed-gene-8.48-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.48&CDS=1-1389	YER122C
OG0000850	maker-LAFE0B-augustus-gene-8.95-mRNA-1_1&gene=maker-LAFE0B-augustus-gene-8.95&CDS=1-3705	YBL098W
OG0000851	snap_masked-LAFE0B-processed-gene-8.49-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.49&CDS=1-2196	YPR024W
OG0000852	snap_masked-LAFE0B-processed-gene-8.72-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.72&CDS=1-1089	YPR025C
OG0000853	snap_masked-LAFE0B-processed-gene-8.73-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.73&CDS=1-1644	YBL099W
OG0000854	snap_masked-LAFE0B-processed-gene-8.50-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.50&CDS=1-3393	YPR026W
OG0000855	snap_masked-LAFE0B-processed-gene-8.51-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.51&CDS=1-540	YPR028W
OG0000856	snap_masked-LAFE0B-processed-gene-8.74-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.74&CDS=1-2400	YPR029C
OG0000857	snap_masked-LAFE0B-processed-gene-8.52-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.52&CDS=1-2811	YBL101C
OG0000858	snap_masked-LAFE0B-processed-gene-8.75-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.75&CDS=1-633	YBL102W
OG0000859	snap_masked-LAFE0B-processed-gene-8.53-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.53&CDS=1-1182	YBL103C
OG0000860	snap_masked-LAFE0B-processed-gene-8.54-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.54&CDS=1-2142	YPR031W
OG0000861	genemark-LAFE0B-processed-gene-8.111-mRNA-1_1&gene=genemark-LAFE0B-processed-gene-8.111&CDS=1-6420	YBL105C
OG0000862	genemark-LAFE0B-processed-gene-8.112-mRNA-1_1&gene=genemark-LAFE0B-processed-gene-8.112&CDS=1-3051	YBL106C
OG0000863	snap_masked-LAFE0B-processed-gene-8.57-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.57&CDS=1-588	YBL107C
OG0000864	snap_masked-LAFE0B-processed-gene-8.58-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.58&CDS=1-1482	YJR078W
OG0000865	augustus_masked-LAFE0B-processed-gene-8.29-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-8.29&CDS=1-2673	YPR033C
OG0000866	snap_masked-LAFE0B-processed-gene-8.78-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.78&CDS=1-294	YJR082C
OG0000867	snap_masked-LAFE0B-processed-gene-8.59-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.59&CDS=1-1173	YPR034W
OG0000868	snap_masked-LAFE0B-processed-gene-8.61-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.61&CDS=1-1104	YPR035W
OG0000869	snap_masked-LAFE0B-processed-gene-8.62-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.62&CDS=1-1392	YPR036W
OG0000870	augustus_masked-LAFE0B-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-8.31&CDS=1-843	YJR083C
OG0000871	augustus_masked-LAFE0B-processed-gene-8.17-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-8.17&CDS=1-1281	YJR084W
OG0000872	snap_masked-LAFE0B-processed-gene-8.80-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.80&CDS=1-315	YJR085C
OG0000873	snap_masked-LAFE0B-processed-gene-8.64-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.64&CDS=1-282	YJR086W
OG0000874	snap_masked-LAFE0B-processed-gene-8.81-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.81&CDS=1-576	YPR037C
OG0000875	snap_masked-LAFE0B-processed-gene-8.65-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.65&CDS=1-1056	YPR040W
OG0000876	snap_masked-LAFE0B-processed-gene-8.82-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.82&CDS=1-855	YJR088C
OG0000877	snap_masked-LAFE0B-processed-gene-8.66-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.66&CDS=1-1203	YPR041W
OG0000878	augustus_masked-LAFE0B-processed-gene-8.20-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-8.20&CDS=1-2751	YJR089W
OG0000879	snap_masked-LAFE0B-processed-gene-8.83-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.83&CDS=1-3333	YJR090C
OG0000880	augustus_masked-LAFE0B-processed-gene-8.36-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-8.36&CDS=1-3051	YJR091C
OG0000881	augustus_masked-LAFE0B-processed-gene-8.21-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-8.21&CDS=1-4086	YJR092W
OG0000882	snap_masked-LAFE0B-processed-gene-8.85-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.85&CDS=1-789	YJR093C
OG0000883	snap_masked-LAFE0B-processed-gene-8.69-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.69&CDS=1-372	YHR059W
OG0000884	genemark-LAFE0B-processed-gene-8.140-mRNA-1_1&gene=genemark-LAFE0B-processed-gene-8.140&CDS=1-1764	YDR306C
OG0000885	augustus_masked-LAFE0B-processed-gene-8.23-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-8.23&CDS=1-1974	YDR307W
OG0000886	snap_masked-LAFE0B-processed-gene-8.89-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.89&CDS=1-441	YDR308C
OG0000887	snap_masked-LAFE0B-processed-gene-8.71-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.71&CDS=1-510	YHR060W
OG0000888	augustus_masked-LAFE0B-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-8.41&CDS=1-1131	YDR309C
OG0000889	snap_masked-LAFE0B-processed-gene-8.91-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.91&CDS=1-873	YHR062C
OG0000890	snap_masked-LAFE0B-processed-gene-8.92-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-8.92&CDS=1-2526	YDR310C
OG0000891	augustus_masked-LAFE0B-processed-gene-9.94-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-9.94&CDS=1-2679	YHR064C
OG0000892	snap_masked-LAFE0B-processed-gene-9.0-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-9.0&CDS=1-1842	YDR311W
OG0000893	maker-LAFE0B-snap-gene-9.189-mRNA-1_1&gene=maker-LAFE0B-snap-gene-9.189&CDS=1-1377	YHR065C
OG0000894	maker-LAFE0B-snap-gene-9.188-mRNA-1_1&gene=maker-LAFE0B-snap-gene-9.188&CDS=1-855	YDR313C
OG0000895	snap_masked-LAFE0B-processed-gene-9.8-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-9.8&CDS=1-1701	YJR046W
OG0000896	snap_masked-LAFE0B-processed-gene-9.48-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-9.48&CDS=1-3621	YEL031W
OG0000897	augustus_masked-LAFE0B-processed-gene-9.133-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-9.133&CDS=1-2823	YEL032W
OG0000898	snap_masked-LAFE0B-processed-gene-9.9-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-9.9&CDS=1-1326	YEL036C
